ID;Geslacht;Onderwijssoort;BedrijstakkenSBI2008;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;AlleSchoolverlatersUurloon_1;ZonderStartkwalificatieUurloon_2;MetStartkwalificatieUurloon_3
533;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2015/'16;7.95;7.95;
534;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2016/'17;8.04;8.04;
535;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2017/'18;8.83;8.83;
536;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2018/'19;9.58;9.58;
537;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2019/'20;9.82;9.82;
538;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2020/'21;10.43;10.43;
539;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;Direct na verlaten onderwijs;2021/'22;11.35;11.35;
540;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;9.19;9.19;
541;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2008/'09;9.07;9.07;
542;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;9.23;9.23;
543;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;8.94;8.94;
544;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;8.76;8.76;
545;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;8.77;8.77;
546;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;8.88;8.88;
547;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;9.43;9.43;
548;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;9.9;9.9;
549;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;10.58;10.58;
550;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;11.22;11.22;
551;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;11.77;11.77;
552;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;12.03;12.03;
553;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;13.05;13.05;
554;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2021/'22;;;
555;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;10.41;10.41;
556;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2008/'09;10.41;10.41;
557;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;10.1;10.1;
558;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;9.9;9.9;
559;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;9.85;9.85;
560;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;10.4;10.4;
561;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2013/'14;10.73;10.73;
562;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2014/'15;11.13;11.13;
563;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2015/'16;11.73;11.73;
564;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2016/'17;12.31;12.31;
565;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2017/'18;12.98;12.98;
566;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2018/'19;13.56;13.56;
567;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2019/'20;14.48;14.48;
568;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2020/'21;;;
569;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2021/'22;;;
570;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2007/'08;11.29;11.29;
571;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2008/'09;10.92;10.92;
572;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2009/'10;10.79;10.79;
573;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2010/'11;10.78;10.78;
574;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2011/'12;11.04;11.04;
575;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2012/'13;11.53;11.53;
576;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2013/'14;11.63;11.63;
577;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2014/'15;12.77;12.77;
578;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2015/'16;13.44;13.44;
579;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2016/'17;13.91;13.91;
580;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2017/'18;14.44;14.44;
581;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2018/'19;15.63;15.63;
582;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2019/'20;;;
583;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2020/'21;;;
584;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2021/'22;;;
585;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2007/'08;11.78;11.78;
586;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2008/'09;11.54;11.54;
587;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;11.43;11.43;
588;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;11.62;11.62;
589;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;12.3;12.3;
590;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;12.76;12.76;
591;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;13.25;13.25;
592;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;14.26;14.26;
593;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;14.93;14.93;
594;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;15.08;15.08;
595;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;16.18;16.18;
596;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
597;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
598;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
599;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2021/'22;;;
600;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2007/'08;12.27;12.27;
601;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2008/'09;12.06;12.06;
602;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2009/'10;12.52;12.52;
603;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2010/'11;12.92;12.92;
604;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2011/'12;13.24;13.24;
605;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2012/'13;13.94;13.94;
606;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2013/'14;14.44;14.44;
607;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2014/'15;15.47;15.47;
608;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2015/'16;15.81;15.81;
609;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2016/'17;16.82;16.82;
610;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2017/'18;;;
611;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2018/'19;;;
612;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2019/'20;;;
613;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2020/'21;;;
614;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2021/'22;;;
615;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2007/'08;16.24;16.24;
616;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2008/'09;16.73;16.73;
617;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2009/'10;17.42;17.42;
618;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2010/'11;17.39;17.39;
619;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2011/'12;18.44;18.44;
620;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2012/'13;;;
621;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2013/'14;;;
622;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2014/'15;;;
623;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2015/'16;;;
624;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2016/'17;;;
625;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2017/'18;;;
626;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2018/'19;;;
627;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2019/'20;;;
628;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2020/'21;;;
629;Totaal schoolverlaters;Totaal schoolverlaters;A-F Landbouw en nijverheid;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2021/'22;;;
630;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2007/'08;6.86;5.87;7.64
631;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2008/'09;7.0;6.07;7.67
632;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2009/'10;7.24;6.34;7.82
633;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2010/'11;7.37;6.45;7.87
634;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2011/'12;7.46;6.55;7.92
635;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2012/'13;7.59;6.69;8.03
636;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2013/'14;7.7;6.76;8.14
637;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2014/'15;7.65;6.64;8.0
638;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2015/'16;7.57;6.61;7.86
639;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2016/'17;8.08;6.99;8.52
640;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2017/'18;8.42;7.42;8.84
641;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2018/'19;9.15;8.06;9.56
642;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2019/'20;9.37;8.15;9.7
643;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2020/'21;9.74;8.57;10.13
644;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;Direct na verlaten onderwijs;2021/'22;10.78;9.86;11.21
645;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2007/'08;8.61;7.14;9.53
646;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2008/'09;8.78;7.26;9.62
647;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2009/'10;8.96;7.47;9.69
648;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2010/'11;8.93;7.58;9.6
649;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2011/'12;9.07;7.55;9.7
650;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2012/'13;9.13;7.77;9.63
651;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2013/'14;9.44;7.95;9.93
652;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2014/'15;9.57;7.88;10.13
653;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2015/'16;10.24;8.48;10.73
654;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2016/'17;10.86;9.14;11.16
655;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2017/'18;11.41;10.0;11.69
656;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2018/'19;11.79;10.58;12.06
657;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2019/'20;12.0;10.87;12.3
658;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2020/'21;12.9;11.97;13.2
659;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2021/'22;;;
660;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2007/'08;10.18;8.59;10.88
661;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2008/'09;10.18;8.57;10.8
662;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2009/'10;10.12;8.64;10.65
663;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2010/'11;10.3;8.85;10.79
664;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2011/'12;10.37;8.87;10.82
665;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2012/'13;10.68;9.28;11.07
666;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2013/'14;10.98;9.35;11.35
667;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2014/'15;11.28;10.21;11.52
668;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2015/'16;11.69;10.61;11.95
669;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2016/'17;12.17;11.37;12.45
670;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2017/'18;12.5;11.76;12.77
671;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2018/'19;12.78;12.01;13.07
672;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2019/'20;13.65;12.82;13.98
673;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2020/'21;;;
674;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2021/'22;;;
675;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2007/'08;11.1;9.88;11.68
676;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2008/'09;10.87;9.79;11.39
677;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2009/'10;11.09;10.07;11.44
678;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2010/'11;11.07;10.12;11.44
679;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2011/'12;11.41;10.36;11.76
680;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2012/'13;11.7;10.7;12.01
681;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2013/'14;11.83;11.08;12.08
682;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2014/'15;12.27;11.42;12.53
683;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2015/'16;12.66;12.03;12.94
684;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2016/'17;13.03;12.41;13.3
685;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2017/'18;13.29;12.61;13.59
686;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2018/'19;14.29;13.53;14.64
687;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2019/'20;;;
688;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2020/'21;;;
689;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2021/'22;;;
690;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2007/'08;11.51;10.61;11.98
691;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2008/'09;11.56;10.69;11.98
692;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2009/'10;11.55;10.81;11.86
693;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2010/'11;11.9;11.06;12.27
694;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2011/'12;12.16;11.3;12.5
695;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2012/'13;12.24;11.55;12.5
696;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2013/'14;12.68;11.95;13.0
697;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2014/'15;13.12;12.33;13.44
698;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2015/'16;13.52;12.66;13.81
699;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2016/'17;13.79;12.94;14.06
700;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2017/'18;14.78;13.78;15.19
701;Totaal schoolverlaters;Totaal schoolverlaters;G+I Handel en horeca;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2018/'19;;;
