ID;Geslacht;Leeftijd;TypeInstelling;Behandelsetting;Diagnose;Perioden;AantalPatienten_1;AantalPatientenPer100000Inwoners_2;AantalPatienten_3;AantalPatientenPer100000Inwoners_4
1111;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.4 (Perifeer) arterieel vaatlijden;2011;;;133630.0;800.0
1112;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.5 Spataderen;2008;140475.0;854.0;114170.0;694.0
1113;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.5 Spataderen;2009;149120.0;902.0;123065.0;744.0
1114;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.5 Spataderen;2010;156995.0;945.0;132535.0;798.0
1115;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.5 Spataderen;2011;;;140760.0;843.0
1116;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.6 Overig hart- en vaatstelsel;2008;73130.0;445.0;60290.0;367.0
1117;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.6 Overig hart- en vaatstelsel;2009;80490.0;487.0;66985.0;405.0
1118;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.6 Overig hart- en vaatstelsel;2010;85240.0;513.0;72065.0;434.0
1119;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;7.6 Overig hart- en vaatstelsel;2011;;;74565.0;447.0
1120;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8 Totaal ademhalingswegen;2008;998155.0;6069.0;851160.0;5176.0
1121;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8 Totaal ademhalingswegen;2009;1015905.0;6146.0;872615.0;5279.0
1122;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8 Totaal ademhalingswegen;2010;1022245.0;6152.0;887595.0;5342.0
1123;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8 Totaal ademhalingswegen;2011;;;933175.0;5590.0
1124;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.1 Bov. luchtweginf. / middenoor;2008;560560.0;3409.0;473335.0;2878.0
1125;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.1 Bov. luchtweginf. / middenoor;2009;571350.0;3456.0;488250.0;2954.0
1126;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.1 Bov. luchtweginf. / middenoor;2010;578490.0;3482.0;497400.0;2994.0
1127;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.1 Bov. luchtweginf. / middenoor;2011;;;528220.0;3164.0
1128;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.2 Onderste luchtwegen;2008;473365.0;2878.0;404840.0;2462.0
1129;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.2 Onderste luchtwegen;2009;481685.0;2914.0;412565.0;2496.0
1130;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.2 Onderste luchtwegen;2010;482470.0;2904.0;420210.0;2529.0
1131;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;8.2 Onderste luchtwegen;2011;;;436740.0;2616.0
1132;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9 Totaal spijsverteringsstelsel;2008;752545.0;4576.0;630975.0;3837.0
1133;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9 Totaal spijsverteringsstelsel;2009;773300.0;4678.0;650355.0;3934.0
1134;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9 Totaal spijsverteringsstelsel;2010;804435.0;4841.0;683980.0;4117.0
1135;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9 Totaal spijsverteringsstelsel;2011;;;724630.0;4341.0
1136;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.1 Mond, slokdarm, maag, duodenum;2008;125700.0;764.0;102900.0;626.0
1137;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.1 Mond, slokdarm, maag, duodenum;2009;131185.0;794.0;108560.0;657.0
1138;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.1 Mond, slokdarm, maag, duodenum;2010;140095.0;843.0;117450.0;707.0
1139;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.1 Mond, slokdarm, maag, duodenum;2011;;;127250.0;762.0
1140;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.2 Acute buik;2008;25955.0;158.0;23200.0;141.0
1141;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.2 Acute buik;2009;25920.0;157.0;23305.0;141.0
1142;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.2 Acute buik;2010;25340.0;153.0;22845.0;137.0
1143;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.2 Acute buik;2011;;;22720.0;136.0
1144;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.3 Buikwandbreuken;2008;79040.0;481.0;63980.0;389.0
1145;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.3 Buikwandbreuken;2009;80220.0;485.0;64380.0;389.0
1146;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.3 Buikwandbreuken;2010;83100.0;500.0;66925.0;403.0
1147;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.3 Buikwandbreuken;2011;;;69700.0;418.0
1148;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.4 Inflammatoire darmziekten;2008;58510.0;356.0;49090.0;298.0
1149;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.4 Inflammatoire darmziekten;2009;62115.0;376.0;52275.0;316.0
1150;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.4 Inflammatoire darmziekten;2010;67175.0;404.0;56910.0;343.0
1151;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.4 Inflammatoire darmziekten;2011;;;61245.0;367.0
1152;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.5 Overige darmziekten;2008;424510.0;2581.0;353380.0;2149.0
1153;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.5 Overige darmziekten;2009;434240.0;2627.0;362750.0;2194.0
1154;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.5 Overige darmziekten;2010;450305.0;2710.0;381200.0;2294.0
1155;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.5 Overige darmziekten;2011;;;404545.0;2423.0
1156;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.6 Leverziekten;2008;24350.0;148.0;19805.0;120.0
1157;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.6 Leverziekten;2009;24755.0;150.0;20225.0;122.0
1158;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.6 Leverziekten;2010;25705.0;155.0;21310.0;128.0
1159;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.6 Leverziekten;2011;;;22195.0;133.0
1160;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.7 Galblaas, galwegen, alvleesklier;2008;57850.0;352.0;49405.0;300.0
1161;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.7 Galblaas, galwegen, alvleesklier;2009;58955.0;357.0;50275.0;304.0
1162;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.7 Galblaas, galwegen, alvleesklier;2010;60675.0;365.0;52335.0;315.0
1163;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;9.7 Galblaas, galwegen, alvleesklier;2011;;;54765.0;328.0
1164;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10 Totaal urogenitaal systeem;2008;767175.0;4665.0;638695.0;3884.0
1165;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10 Totaal urogenitaal systeem;2009;789105.0;4774.0;660940.0;3998.0
1166;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10 Totaal urogenitaal systeem;2010;823500.0;4956.0;692840.0;4170.0
1167;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10 Totaal urogenitaal systeem;2011;;;738315.0;4423.0
1168;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.1 Nierziekten;2008;116805.0;710.0;96735.0;588.0
1169;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.1 Nierziekten;2009;126860.0;767.0;106045.0;642.0
1170;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.1 Nierziekten;2010;139050.0;837.0;116900.0;704.0
1171;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.1 Nierziekten;2011;;;127995.0;767.0
1172;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.2 Urinewegen;2008;210445.0;1280.0;172520.0;1049.0
1173;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.2 Urinewegen;2009;216655.0;1311.0;177990.0;1077.0
1174;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.2 Urinewegen;2010;228175.0;1373.0;189020.0;1138.0
1175;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.2 Urinewegen;2011;;;200710.0;1202.0
1176;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.3 Stenen nier en urinewegen;2008;44720.0;272.0;38260.0;233.0
1177;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.3 Stenen nier en urinewegen;2009;46875.0;284.0;40185.0;243.0
1178;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.3 Stenen nier en urinewegen;2010;47875.0;288.0;41835.0;252.0
1179;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.3 Stenen nier en urinewegen;2011;;;43890.0;263.0
1180;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.4 Geslachtsorganen;2008;440150.0;2676.0;363190.0;2208.0
1181;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.4 Geslachtsorganen;2009;446150.0;2699.0;370045.0;2239.0
1182;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.4 Geslachtsorganen;2010;461865.0;2780.0;383845.0;2310.0
1183;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;10.4 Geslachtsorganen;2011;;;406845.0;2437.0
1184;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11 Totaal zorg rond geboorte;2008;715760.0;4352.0;603990.0;3673.0
1185;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11 Totaal zorg rond geboorte;2009;728630.0;4408.0;613220.0;3710.0
1186;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11 Totaal zorg rond geboorte;2010;754530.0;4541.0;630700.0;3796.0
1187;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11 Totaal zorg rond geboorte;2011;;;646150.0;3871.0
1188;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.1 Kinderwens/bevalling/postnat.zorg;2008;485595.0;2953.0;405840.0;2468.0
1189;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.1 Kinderwens/bevalling/postnat.zorg;2009;484995.0;2934.0;403905.0;2443.0
1190;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.1 Kinderwens/bevalling/postnat.zorg;2010;498280.0;2999.0;410490.0;2471.0
1191;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.1 Kinderwens/bevalling/postnat.zorg;2011;;;421190.0;2523.0
1192;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.2 Perinataal en congenitaal;2008;231315.0;1407.0;198910.0;1210.0
1193;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.2 Perinataal en congenitaal;2009;244885.0;1481.0;210125.0;1271.0
1194;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.2 Perinataal en congenitaal;2010;257620.0;1550.0;221125.0;1331.0
1195;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;11.2 Perinataal en congenitaal;2011;;;225955.0;1354.0
1196;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12 Totaal huid en subcutis;2008;608955.0;3703.0;490960.0;2985.0
1197;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12 Totaal huid en subcutis;2009;619690.0;3749.0;502340.0;3039.0
1198;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12 Totaal huid en subcutis;2010;648795.0;3905.0;532015.0;3202.0
1199;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12 Totaal huid en subcutis;2011;;;559105.0;3349.0
1200;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.1 Eczeem;2008;193100.0;1174.0;155770.0;947.0
1201;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.1 Eczeem;2009;188940.0;1143.0;153015.0;926.0
1202;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.1 Eczeem;2010;195215.0;1175.0;159305.0;959.0
1203;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.1 Eczeem;2011;;;167820.0;1005.0
1204;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.2 Chron. huidzweren en decubitus;2008;20800.0;126.0;16490.0;100.0
1205;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.2 Chron. huidzweren en decubitus;2009;22145.0;134.0;17110.0;104.0
1206;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.2 Chron. huidzweren en decubitus;2010;23600.0;142.0;18445.0;111.0
1207;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.2 Chron. huidzweren en decubitus;2011;;;19480.0;117.0
1208;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.3 Overig huid en subcutis;2008;409830.0;2492.0;328910.0;2000.0
1209;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.3 Overig huid en subcutis;2009;423225.0;2560.0;342235.0;2070.0
1210;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.3 Overig huid en subcutis;2010;446350.0;2686.0;365805.0;2202.0
1211;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;12.3 Overig huid en subcutis;2011;;;384260.0;2302.0
1212;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13 Totaal bewegingsstelsel / bindweefsel;2008;1422480.0;8650.0;1181785.0;7186.0
1213;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13 Totaal bewegingsstelsel / bindweefsel;2009;1549585.0;9374.0;1279395.0;7740.0
1214;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13 Totaal bewegingsstelsel / bindweefsel;2010;1635885.0;9846.0;1370945.0;8251.0
1215;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13 Totaal bewegingsstelsel / bindweefsel;2011;;;1483875.0;8889.0
1216;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.1 Reuma;2008;151605.0;922.0;128520.0;781.0
1217;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.1 Reuma;2009;158065.0;956.0;134275.0;812.0
1218;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.1 Reuma;2010;168665.0;1015.0;144465.0;869.0
1219;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.1 Reuma;2011;;;156940.0;940.0
1220;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.2 Artrose;2008;308305.0;1875.0;249110.0;1515.0
1221;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.2 Artrose;2009;329035.0;1990.0;266045.0;1609.0
1222;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.2 Artrose;2010;343890.0;2070.0;281610.0;1695.0
1223;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.2 Artrose;2011;;;309160.0;1852.0
1224;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.3 Degenerat.afw.wervelkol.w.o.hernia;2008;309870.0;1884.0;262025.0;1593.0
1225;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.3 Degenerat.afw.wervelkol.w.o.hernia;2009;321400.0;1944.0;274035.0;1658.0
1226;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.3 Degenerat.afw.wervelkol.w.o.hernia;2010;339200.0;2041.0;292820.0;1762.0
1227;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.3 Degenerat.afw.wervelkol.w.o.hernia;2011;;;316830.0;1898.0
1228;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.4 Osteoporose;2008;38870.0;236.0;31035.0;189.0
1229;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.4 Osteoporose;2009;46355.0;280.0;37895.0;229.0
1230;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.4 Osteoporose;2010;51165.0;308.0;42210.0;254.0
1231;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.4 Osteoporose;2011;;;49255.0;295.0
1232;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.5 Dérangement interne knie;2008;157610.0;958.0;126580.0;770.0
1233;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.5 Dérangement interne knie;2009;165710.0;1002.0;133815.0;810.0
1234;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.5 Dérangement interne knie;2010;168325.0;1013.0;137620.0;828.0
1235;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.5 Dérangement interne knie;2011;;;143185.0;858.0
1236;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.6 Weke delen reuma en systeemziekten;2008;268510.0;1633.0;215510.0;1310.0
1237;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.6 Weke delen reuma en systeemziekten;2009;298555.0;1806.0;238215.0;1441.0
1238;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.6 Weke delen reuma en systeemziekten;2010;318195.0;1915.0;257810.0;1552.0
1239;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.6 Weke delen reuma en systeemziekten;2011;;;284470.0;1704.0
1240;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.7 Ov.aand.bew.st./bindweefsel;2008;350655.0;2132.0;284945.0;1733.0
1241;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.7 Ov.aand.bew.st./bindweefsel;2009;414525.0;2508.0;324095.0;1961.0
1242;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.7 Ov.aand.bew.st./bindweefsel;2010;451495.0;2717.0;361180.0;2174.0
1243;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;13.7 Ov.aand.bew.st./bindweefsel;2011;;;388085.0;2325.0
1244;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;14 Totaal allergieën;2008;139435.0;848.0;114745.0;698.0
1245;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;14 Totaal allergieën;2009;140430.0;850.0;113030.0;684.0
1246;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;14 Totaal allergieën;2010;139960.0;842.0;116045.0;698.0
1247;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;14 Totaal allergieën;2011;;;122505.0;734.0
1248;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;15 Totaal letsel;2008;1133555.0;6893.0;1034110.0;6288.0
1249;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;15 Totaal letsel;2009;1160365.0;7020.0;1059835.0;6411.0
1250;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;15 Totaal letsel;2010;1146135.0;6898.0;1041125.0;6266.0
1251;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;15 Totaal letsel;2011;;;1031765.0;6181.0
1252;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;16 Totaal overig;2008;655010.0;3983.0;564395.0;3432.0
1253;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;16 Totaal overig;2009;659815.0;3992.0;564990.0;3418.0
1254;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;16 Totaal overig;2010;669745.0;4031.0;577015.0;3473.0
1255;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;16 Totaal overig;2011;;;607345.0;3638.0
1256;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;Totaal alle diagnoses;2008;8574430.0;52138.0;7423285.0;45138.0
1257;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;Totaal alle diagnoses;2009;8859750.0;53597.0;7662640.0;46355.0
1258;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;Totaal alle diagnoses;2010;9088760.0;54701.0;7877325.0;47410.0
1259;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;Totaal alle diagnoses;2011;;;8319375.0;49837.0
1260;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG Totaal oogheelkunde;2008;1583575.0;9629.0;1365300.0;8302.0
1261;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG Totaal oogheelkunde;2009;1546310.0;9354.0;1328865.0;8039.0
1262;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG Totaal oogheelkunde;2010;1579395.0;9506.0;1345840.0;8100.0
1263;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG Totaal oogheelkunde;2011;;;1424290.0;8532.0
1264;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG1 Totaal geen pathologie;2008;145575.0;885.0;132010.0;803.0
1265;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG1 Totaal geen pathologie;2009;159735.0;966.0;144000.0;871.0
1266;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Poliklinische behandeling;OG1 Totaal geen pathologie;2010;178305.0;1073.0;159770.0;962.0
