ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidFinancieleSituatie_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreZorgenOverFinancieleToekomst_13;GeenZorgen_14;WeinigZorgen_15;VeelZorgen_16
138;Gestandaardiseerd inkomen: 2e 25%-groep;Waarde;2019;7.6;2.6;9.7;87.7;7.5;2.1;12.3;85.6;7.1;6.9;21.3;71.8;4.7;45.9;26.4;27.7
139;Gestandaardiseerd inkomen: 2e 25%-groep;Waarde;2020;7.6;3.3;11.7;85.0;7.5;3.5;14.3;82.2;7.2;5.4;19.7;75.0;4.7;46.8;24.7;28.5
140;Gestandaardiseerd inkomen: 2e 25%-groep;Waarde;2021;7.5;4.0;10.9;85.1;7.4;4.2;14.7;81.2;7.3;5.9;16.7;77.3;4.4;52.1;23.2;24.7
141;Gestandaardiseerd inkomen: 2e 25%-groep;Waarde;2022;7.6;2.6;12.8;84.6;7.5;2.9;15.8;81.3;7.1;6.8;21.9;71.3;4.9;44.6;21.5;33.9
142;Gestandaardiseerd inkomen: 2e 25%-groep;Waarde;2023;7.6;2.5;12.1;85.4;7.4;3.2;14.5;82.3;7.1;6.1;21.3;72.6;4.9;44.2;22.3;33.5
143;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2013;7.6;2.3;8.7;84.7;7.4;3.3;12.9;79.0;6.5;9.9;27.7;55.9;5.4;29.6;27.5;35.7
144;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2014;7.6;2.0;8.7;85.2;7.5;2.6;11.5;81.4;6.6;9.2;24.4;60.1;5.1;36.1;25.3;31.7
145;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2015;7.5;2.7;9.6;83.6;7.4;3.5;12.2;79.6;6.5;10.2;24.1;59.6;5.0;37.3;24.8;31.1
146;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2016;7.6;2.2;9.0;84.6;7.4;2.1;12.1;81.3;6.7;7.7;24.0;62.2;4.9;38.3;25.6;28.9
147;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2017;7.5;2.1;10.5;83.1;7.4;3.2;10.6;81.7;6.8;6.7;21.7;65.8;4.8;40.4;23.8;28.9
148;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2018;7.5;2.1;9.9;83.8;7.5;2.0;11.9;81.7;6.9;5.6;19.8;69.0;4.6;43.0;23.5;26.6
149;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2019;7.5;1.8;8.2;85.7;7.5;1.5;10.6;83.5;7.0;5.6;19.2;69.4;4.6;43.3;24.2;25.4
150;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2020;7.5;2.5;10.0;83.0;7.4;2.6;12.5;80.1;7.1;4.3;17.7;72.7;4.6;44.2;22.6;26.2
151;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2021;7.5;3.0;9.2;82.9;7.4;3.1;12.8;78.8;7.2;4.7;14.7;74.9;4.2;49.4;20.9;22.3
152;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2022;7.5;1.9;11.3;82.7;7.4;2.2;14.0;79.3;7.0;5.6;20.0;69.0;4.8;42.2;19.6;31.6
153;Gestandaardiseerd inkomen: 2e 25%-groep;Ondergrens 95%-interval;2023;7.5;1.8;10.6;83.5;7.4;2.4;12.8;80.3;7.1;4.9;19.3;70.3;4.8;41.7;20.2;31.2
154;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2013;7.7;4.2;11.9;88.4;7.5;5.4;16.6;83.1;6.6;13.3;32.5;61.0;5.7;34.5;32.2;40.8
155;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2014;7.7;3.7;11.8;88.7;7.6;4.5;15.0;85.2;6.8;12.4;29.0;65.1;5.3;41.0;29.8;36.5
156;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2015;7.6;4.6;12.8;87.1;7.5;5.6;15.8;83.5;6.7;13.4;28.5;64.4;5.3;42.1;29.2;35.8
157;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2016;7.7;4.0;12.2;88.2;7.6;3.9;15.7;85.2;6.9;10.7;28.5;67.2;5.2;43.4;30.3;33.8
158;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2017;7.7;3.9;13.9;86.8;7.6;5.3;14.0;85.5;7.0;9.5;26.1;70.5;5.1;45.4;28.2;33.6
159;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2018;7.7;3.9;13.1;87.5;7.6;3.8;15.4;85.5;7.1;8.3;24.0;73.6;4.9;48.0;27.9;31.2
160;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2019;7.7;3.7;11.4;89.4;7.6;3.1;14.2;87.4;7.1;8.4;23.6;74.1;4.8;48.5;28.8;30.1
161;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2020;7.6;4.5;13.5;86.8;7.6;4.6;16.3;84.2;7.3;6.7;21.8;77.2;4.8;49.3;27.0;30.9
162;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2021;7.6;5.3;12.8;87.1;7.5;5.6;16.8;83.3;7.4;7.5;18.9;79.6;4.5;54.9;25.6;27.2
163;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2022;7.6;3.6;14.5;86.3;7.5;3.9;17.6;83.2;7.2;8.1;24.0;73.5;5.0;47.0;23.6;36.2
164;Gestandaardiseerd inkomen: 2e 25%-groep;Bovengrens 95%-interval;2023;7.6;3.4;13.9;87.1;7.5;4.2;16.4;84.2;7.2;7.5;23.5;74.8;5.1;46.7;24.4;36.0
165;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2013;7.7;2.0;9.0;89.0;7.6;3.1;11.7;85.2;7.0;6.9;21.4;71.6;5.1;39.8;28.9;31.3
166;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2014;7.7;1.6;9.4;89.0;7.6;2.2;11.5;86.3;7.2;5.7;18.7;75.6;4.8;44.9;26.7;28.3
167;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2015;7.8;1.3;8.4;90.2;7.7;2.4;9.6;87.9;7.3;4.7;19.1;76.2;4.8;45.6;25.3;29.2
168;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2016;7.8;1.8;8.0;90.1;7.7;2.2;10.0;87.8;7.4;4.2;16.8;79.0;4.6;48.1;26.9;25.0
169;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2017;7.8;1.8;8.2;90.0;7.7;2.1;10.0;87.9;7.5;3.8;14.9;81.3;4.4;52.1;25.4;22.6
170;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2018;7.7;2.1;8.0;89.9;7.6;1.8;10.6;87.7;7.5;3.7;16.3;80.0;4.4;53.5;23.9;22.5
171;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2019;7.8;2.2;7.1;90.7;7.7;1.7;8.4;89.9;7.5;4.0;13.8;82.2;4.4;52.4;22.7;24.9
172;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2020;7.8;1.9;7.3;90.8;7.7;1.6;9.6;88.8;7.7;2.8;12.1;85.1;4.2;57.6;20.9;21.5
173;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2021;7.7;2.5;8.1;89.4;7.6;2.2;11.5;86.3;7.8;2.4;10.4;87.2;4.0;61.5;18.6;19.9
174;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2022;7.6;2.1;11.0;86.9;7.6;2.4;11.8;85.7;7.5;3.2;15.8;80.9;4.5;52.3;21.4;26.3
175;Gestandaardiseerd inkomen: 3e 25%-groep;Waarde;2023;7.7;1.9;9.2;88.9;7.6;2.2;10.7;87.1;7.6;3.3;13.3;83.4;4.5;52.5;22.3;25.2
176;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2013;7.7;1.4;7.7;87.5;7.5;2.4;10.3;83.5;7.0;5.8;19.7;69.6;5.0;37.7;26.9;29.2
177;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2014;7.7;1.1;8.1;87.5;7.5;1.6;10.1;84.6;7.1;4.8;17.0;73.6;4.7;42.7;24.8;26.4
178;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2015;7.7;0.9;7.3;88.8;7.6;1.8;8.4;86.4;7.2;3.8;17.4;74.3;4.7;43.4;23.4;27.2
179;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2016;7.7;1.3;6.9;88.7;7.6;1.6;8.8;86.2;7.3;3.3;15.3;77.2;4.5;46.0;25.0;23.1
180;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2017;7.8;1.3;7.1;88.5;7.7;1.5;8.8;86.3;7.4;3.0;13.4;79.5;4.3;49.8;23.5;20.8
181;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2018;7.7;1.5;6.8;88.5;7.6;1.3;9.2;86.1;7.4;2.9;14.7;78.1;4.3;51.3;22.1;20.7
182;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2019;7.7;1.6;6.1;89.2;7.7;1.2;7.2;88.4;7.4;3.2;12.3;80.4;4.3;50.2;20.9;23.0
183;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2020;7.7;1.3;6.2;89.3;7.6;1.1;8.3;87.2;7.6;2.1;10.6;83.4;4.1;55.3;19.1;19.7
184;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2021;7.6;1.8;6.9;87.7;7.5;1.6;10.0;84.5;7.7;1.7;9.0;85.5;3.9;59.1;16.7;18.0
185;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2022;7.6;1.5;9.7;85.3;7.5;1.8;10.5;84.1;7.4;2.5;14.3;79.1;4.4;50.0;19.6;24.4
186;Gestandaardiseerd inkomen: 3e 25%-groep;Ondergrens 95%-interval;2023;7.6;1.3;7.9;87.4;7.5;1.6;9.3;85.5;7.5;2.6;11.8;81.6;4.4;50.2;20.4;23.3
187;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2013;7.8;2.9;10.4;90.4;7.6;4.1;13.2;86.8;7.1;8.2;23.3;73.6;5.2;42.1;30.9;33.4
188;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2014;7.8;2.3;10.9;90.4;7.7;3.0;13.1;87.8;7.3;6.9;20.5;77.5;4.9;47.2;28.8;30.4
189;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2015;7.8;2.0;9.8;91.5;7.7;3.2;11.0;89.3;7.3;5.7;20.9;78.1;4.9;47.8;27.2;31.3
190;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2016;7.8;2.6;9.3;91.4;7.7;2.9;11.5;89.2;7.4;5.2;18.5;80.7;4.7;50.3;28.9;26.9
191;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2017;7.9;2.5;9.6;91.2;7.8;2.8;11.5;89.3;7.5;4.8;16.6;83.0;4.5;54.3;27.3;24.5
192;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2018;7.8;2.9;9.3;91.2;7.7;2.4;12.1;89.1;7.5;4.7;18.1;81.8;4.5;55.7;25.9;24.5
193;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2019;7.8;3.1;8.4;91.9;7.8;2.5;9.7;91.2;7.6;5.1;15.4;83.9;4.5;54.6;24.6;26.9
194;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2020;7.8;2.6;8.7;92.1;7.8;2.4;11.1;90.2;7.7;3.7;13.7;86.7;4.3;59.8;22.8;23.4
195;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2021;7.7;3.4;9.6;90.8;7.6;3.1;13.2;87.9;7.9;3.3;12.0;88.8;4.1;63.9;20.5;22.0
196;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2022;7.7;2.8;12.5;88.4;7.6;3.2;13.4;87.3;7.5;4.2;17.6;82.6;4.7;54.5;23.3;28.4
197;Gestandaardiseerd inkomen: 3e 25%-groep;Bovengrens 95%-interval;2023;7.7;2.7;10.6;90.3;7.7;3.0;12.2;88.6;7.7;4.3;15.0;85.0;4.6;54.8;24.2;27.3
198;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2013;7.9;1.1;5.9;93.1;7.8;1.2;8.5;90.3;7.7;2.2;12.2;85.6;4.5;50.9;24.9;24.2
199;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2014;7.9;1.4;5.1;93.5;7.8;1.8;7.8;90.4;7.7;2.8;10.7;86.4;4.3;55.2;22.1;22.7
200;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2015;7.9;1.1;6.3;92.6;7.8;1.6;8.5;89.9;7.8;2.2;11.3;86.5;4.2;57.5;22.1;20.4
201;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2016;8.0;1.1;5.3;93.6;7.9;1.7;6.8;91.5;7.9;1.5;9.0;89.5;4.2;59.0;20.3;20.7
202;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2017;8.0;1.0;5.0;94.0;7.9;1.5;6.1;92.4;8.0;1.5;8.3;90.2;3.9;62.8;19.8;17.4
203;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2018;7.9;1.5;5.6;92.8;7.8;1.1;6.7;92.2;8.0;1.9;7.2;90.9;3.8;64.9;17.7;17.4
204;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2019;7.9;1.1;5.7;93.2;7.9;1.1;6.5;92.3;8.0;1.9;7.5;90.5;3.9;63.0;19.5;17.5
205;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2020;7.9;1.3;6.5;92.1;7.8;1.3;7.5;91.2;8.2;1.8;6.0;92.1;3.8;66.6;17.1;16.3
206;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2021;7.8;1.5;7.6;90.9;7.8;1.2;9.7;89.2;8.3;1.4;5.2;93.4;3.6;68.8;15.0;16.1
207;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2022;7.8;1.4;7.1;91.6;7.7;1.7;9.3;89.0;8.1;1.6;8.6;89.8;3.9;64.3;16.2;19.5
208;Gestandaardiseerd inkomen: 4e 25%-groep;Waarde;2023;7.9;0.8;7.1;92.1;7.8;1.3;8.5;90.2;8.0;1.6;8.2;90.2;3.9;64.6;16.4;19.0
209;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2013;7.9;0.7;4.9;91.9;7.8;0.8;7.4;89.0;7.7;1.6;10.9;84.1;4.4;48.8;23.2;22.4
210;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2014;7.9;1.0;4.3;92.4;7.7;1.3;6.7;89.1;7.7;2.2;9.5;85.0;4.2;53.2;20.4;21.0
211;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2015;7.9;0.7;5.4;91.5;7.8;1.2;7.4;88.6;7.7;1.7;10.1;85.0;4.1;55.5;20.4;18.9
212;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2016;7.9;0.7;4.4;92.5;7.8;1.2;5.8;90.3;7.9;1.0;7.9;88.1;4.1;57.0;18.7;19.1
213;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2017;7.9;0.7;4.2;92.9;7.8;1.0;5.2;91.3;8.0;1.0;7.3;88.9;3.8;60.8;18.2;15.9
214;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2018;7.8;1.1;4.7;91.7;7.8;0.7;5.8;91.0;8.0;1.4;6.2;89.7;3.7;62.9;16.2;16.0
215;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2019;7.9;0.8;4.8;92.0;7.8;0.8;5.5;91.1;8.0;1.4;6.5;89.2;3.8;61.0;17.9;15.9
216;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2020;7.8;0.9;5.5;90.9;7.8;0.9;6.5;89.9;8.1;1.3;5.1;90.9;3.7;64.6;15.6;14.8
217;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2021;7.8;1.1;6.5;89.5;7.7;0.8;8.4;87.7;8.2;0.9;4.3;92.2;3.5;66.7;13.5;14.6
218;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2022;7.7;1.0;6.0;90.3;7.7;1.2;8.2;87.6;8.0;1.1;7.5;88.4;3.8;62.3;14.7;17.9
219;Gestandaardiseerd inkomen: 4e 25%-groep;Ondergrens 95%-interval;2023;7.8;0.5;6.1;90.8;7.7;0.9;7.4;88.8;8.0;1.1;7.1;88.8;3.8;62.6;14.9;17.4
220;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2013;8.0;1.6;6.9;94.1;7.9;1.8;9.7;91.5;7.8;2.9;13.7;87.1;4.6;53.0;26.8;26.0
221;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2014;8.0;2.0;6.1;94.4;7.8;2.4;9.0;91.6;7.8;3.6;12.1;87.8;4.4;57.2;23.8;24.4
222;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2015;8.0;1.6;7.4;93.6;7.9;2.3;9.7;91.1;7.9;2.9;12.7;87.8;4.3;59.5;23.8;22.1
223;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2016;8.0;1.6;6.3;94.6;7.9;2.3;7.9;92.6;8.0;2.1;10.3;90.7;4.3;61.0;22.0;22.4
224;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2017;8.0;1.5;6.0;94.9;7.9;2.1;7.1;93.4;8.1;2.1;9.5;91.4;4.0;64.8;21.6;19.0
225;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2018;7.9;2.1;6.6;93.8;7.9;1.6;7.8;93.2;8.1;2.6;8.3;92.0;3.9;66.8;19.3;19.0
226;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2019;8.0;1.7;6.7;94.2;7.9;1.7;7.6;93.4;8.1;2.6;8.7;91.7;4.0;65.0;21.3;19.1
227;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2020;7.9;1.9;7.7;93.2;7.9;1.9;8.8;92.4;8.2;2.5;7.1;93.2;3.9;68.5;18.7;17.9
228;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2021;7.9;2.2;8.9;92.1;7.8;1.8;11.1;90.5;8.3;2.0;6.3;94.4;3.7;70.8;16.7;17.9
229;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2022;7.8;2.0;8.2;92.7;7.8;2.4;10.6;90.2;8.1;2.2;9.9;91.0;4.0;66.3;17.8;21.2
230;Gestandaardiseerd inkomen: 4e 25%-groep;Bovengrens 95%-interval;2023;7.9;1.3;8.3;93.2;7.8;1.9;9.8;91.4;8.1;2.3;9.5;91.4;4.0;66.6;18.0;20.7
231;Positie: alleenstaande;Waarde;2013;7.2;5.3;16.3;78.4;7.1;6.0;19.7;74.3;6.6;12.8;26.9;60.3;5.2;38.8;27.1;34.0
232;Positie: alleenstaande;Waarde;2014;7.3;4.0;18.3;77.7;7.1;5.7;20.0;74.3;6.7;12.4;24.5;63.1;4.8;44.8;26.4;28.7
233;Positie: alleenstaande;Waarde;2015;7.2;6.1;15.2;78.7;7.1;7.4;18.5;74.1;6.5;13.8;27.0;59.2;5.0;43.2;25.6;31.1
234;Positie: alleenstaande;Waarde;2016;7.3;5.8;14.8;79.4;7.2;5.7;17.2;77.2;6.7;13.4;24.9;61.7;4.9;44.5;25.2;30.3
235;Positie: alleenstaande;Waarde;2017;7.2;6.0;17.2;76.8;7.1;7.7;17.6;74.8;6.7;12.4;24.0;63.6;4.8;46.8;24.4;28.7
236;Positie: alleenstaande;Waarde;2018;7.3;5.0;15.9;79.1;7.2;4.3;18.0;77.7;6.9;10.8;21.1;68.1;4.6;49.2;23.2;27.7
237;Positie: alleenstaande;Waarde;2019;7.3;4.8;12.4;82.8;7.3;4.3;16.3;79.4;6.9;11.3;20.0;68.8;4.5;50.7;24.0;25.3
238;Positie: alleenstaande;Waarde;2020;7.2;4.6;18.7;76.7;7.1;5.0;21.4;73.6;6.9;10.3;21.1;68.6;4.6;50.4;21.7;27.9
239;Positie: alleenstaande;Waarde;2021;7.2;6.4;15.5;78.1;7.1;6.0;19.6;74.5;7.1;9.5;19.1;71.4;4.4;52.7;21.4;25.9
240;Positie: alleenstaande;Waarde;2022;7.3;4.8;16.2;79.0;7.2;5.7;18.1;76.2;6.9;9.7;22.8;67.5;4.8;47.0;22.2;30.8
241;Positie: alleenstaande;Waarde;2023;7.2;4.8;17.3;77.9;7.1;5.8;18.3;75.9;6.8;12.7;21.1;66.2;4.9;45.4;22.5;32.1
242;Positie: alleenstaande;Ondergrens 95%-interval;2013;7.2;4.1;14.3;76.0;7.0;4.8;17.6;71.7;6.5;11.0;24.5;57.5;5.0;36.2;24.7;31.4
243;Positie: alleenstaande;Ondergrens 95%-interval;2014;7.2;3.1;16.2;75.2;7.0;4.5;17.8;71.8;6.6;10.7;22.1;60.4;4.6;42.1;24.0;26.3
244;Positie: alleenstaande;Ondergrens 95%-interval;2015;7.1;4.9;13.4;76.4;7.0;6.1;16.5;71.7;6.4;12.0;24.7;56.5;4.8;40.6;23.4;28.7
245;Positie: alleenstaande;Ondergrens 95%-interval;2016;7.2;4.6;12.9;77.1;7.1;4.5;15.2;74.7;6.6;11.6;22.6;58.9;4.7;41.8;22.9;27.8
246;Positie: alleenstaande;Ondergrens 95%-interval;2017;7.1;4.8;15.2;74.4;7.0;6.3;15.6;72.4;6.6;10.7;21.8;61.0;4.6;44.2;22.2;26.3
247;Positie: alleenstaande;Ondergrens 95%-interval;2018;7.2;3.9;14.0;76.7;7.2;3.3;16.0;75.4;6.8;9.2;18.9;65.5;4.4;46.5;20.9;25.3
248;Positie: alleenstaande;Ondergrens 95%-interval;2019;7.3;3.7;10.7;80.5;7.2;3.3;14.3;77.0;6.8;9.5;17.8;66.1;4.4;47.9;21.7;22.9
249;Positie: alleenstaande;Ondergrens 95%-interval;2020;7.1;3.5;16.6;74.2;7.1;3.8;19.1;71.0;6.8;8.7;18.9;66.0;4.4;47.7;19.5;25.4
250;Positie: alleenstaande;Ondergrens 95%-interval;2021;7.1;5.0;13.4;75.6;7.0;4.6;17.3;71.8;7.0;7.8;16.9;68.6;4.2;49.8;19.1;23.3
251;Positie: alleenstaande;Ondergrens 95%-interval;2022;7.2;3.8;14.4;76.8;7.1;4.6;16.2;73.9;6.8;8.2;20.7;65.1;4.7;44.5;20.1;28.5
252;Positie: alleenstaande;Ondergrens 95%-interval;2023;7.1;3.8;15.4;75.6;7.1;4.7;16.3;73.6;6.7;11.0;19.1;63.6;4.7;42.9;20.4;29.7
253;Positie: alleenstaande;Bovengrens 95%-interval;2013;7.3;6.8;18.5;80.6;7.2;7.5;22.1;76.7;6.7;14.9;29.4;63.0;5.3;41.6;29.7;36.7
254;Positie: alleenstaande;Bovengrens 95%-interval;2014;7.4;5.3;20.6;79.9;7.2;7.2;22.3;76.7;6.8;14.4;27.0;65.8;4.9;47.6;29.0;31.3
255;Positie: alleenstaande;Bovengrens 95%-interval;2015;7.3;7.6;17.2;80.8;7.2;8.9;20.7;76.4;6.6;15.8;29.5;61.8;5.1;45.9;28.0;33.7
256;Positie: alleenstaande;Bovengrens 95%-interval;2016;7.4;7.3;16.8;81.6;7.3;7.1;19.4;79.4;6.8;15.5;27.4;64.3;5.0;47.3;27.7;32.9
257;Positie: alleenstaande;Bovengrens 95%-interval;2017;7.3;7.5;19.3;79.0;7.2;9.3;19.7;77.0;6.8;14.4;26.4;66.1;4.9;49.5;26.8;31.3
258;Positie: alleenstaande;Bovengrens 95%-interval;2018;7.4;6.4;18.1;81.2;7.3;5.6;20.2;80.0;7.0;12.7;23.4;70.6;4.7;51.9;25.6;30.2
259;Positie: alleenstaande;Bovengrens 95%-interval;2019;7.4;6.3;14.3;84.8;7.3;5.6;18.5;81.6;7.0;13.2;22.3;71.3;4.6;53.5;26.4;27.8
260;Positie: alleenstaande;Bovengrens 95%-interval;2020;7.3;5.9;21.1;79.1;7.2;6.4;23.9;76.1;7.0;12.1;23.5;71.2;4.7;53.2;24.0;30.5
261;Positie: alleenstaande;Bovengrens 95%-interval;2021;7.2;8.0;17.8;80.5;7.2;7.6;22.0;77.0;7.2;11.5;21.5;74.0;4.5;55.6;23.9;28.6
262;Positie: alleenstaande;Bovengrens 95%-interval;2022;7.4;6.1;18.2;81.0;7.2;7.1;20.1;78.4;7.0;11.4;25.0;69.9;4.9;49.6;24.4;33.2
263;Positie: alleenstaande;Bovengrens 95%-interval;2023;7.3;6.1;19.3;80.0;7.2;7.2;20.4;78.1;6.9;14.6;23.3;68.6;5.0;48.0;24.8;34.5
264;Positie: ouder in eenouderhuishouden;Waarde;2013;7.0;6.8;21.7;71.4;6.8;8.8;25.3;65.9;5.6;29.9;30.7;39.4;6.3;23.7;28.2;48.1
265;Positie: ouder in eenouderhuishouden;Waarde;2014;7.2;4.8;18.2;77.0;7.0;7.0;20.6;72.5;5.7;26.3;29.5;44.3;6.1;30.4;22.8;46.8
266;Positie: ouder in eenouderhuishouden;Waarde;2015;7.2;7.3;16.2;76.5;7.0;9.0;19.2;71.8;6.0;17.6;34.9;47.5;6.0;28.1;25.1;46.8
267;Positie: ouder in eenouderhuishouden;Waarde;2016;7.3;4.8;18.0;77.2;7.2;5.1;21.5;73.4;6.5;14.0;29.5;56.5;5.7;31.5;26.8;41.6
268;Positie: ouder in eenouderhuishouden;Waarde;2017;7.1;8.0;18.4;73.6;6.9;9.0;24.1;66.9;6.0;22.1;28.8;49.1;6.2;28.3;22.9;48.8
269;Positie: ouder in eenouderhuishouden;Waarde;2018;7.4;4.8;13.0;82.2;7.2;3.9;21.7;74.4;6.3;16.0;32.0;51.9;5.7;33.8;27.0;39.2
270;Positie: ouder in eenouderhuishouden;Waarde;2019;7.3;5.0;14.3;80.7;7.2;4.7;14.4;80.9;6.2;16.6;31.4;52.0;5.8;31.6;25.0;43.4
271;Positie: ouder in eenouderhuishouden;Waarde;2020;7.4;3.8;13.4;82.8;7.3;3.5;16.6;79.8;6.6;13.8;25.2;61.0;5.4;36.4;25.9;37.7
272;Positie: ouder in eenouderhuishouden;Waarde;2021;7.3;7.1;12.7;80.1;7.0;8.2;18.4;73.3;6.9;12.2;23.4;64.4;5.2;40.2;25.6;34.2
273;Positie: ouder in eenouderhuishouden;Waarde;2022;7.4;4.9;15.4;79.8;7.2;5.3;19.0;75.7;6.5;18.0;25.7;56.3;5.6;33.6;25.8;40.6
274;Positie: ouder in eenouderhuishouden;Waarde;2023;7.3;3.3;17.1;79.6;7.1;6.6;17.3;76.1;6.5;13.7;31.3;54.9;5.9;32.0;25.9;42.1
