ID;KenmerkenArbeidsongeval;Marges;Perioden;Arbeidsongeval4DagenVerzuimOfMeer_1
396;Verwonding: hoofd;Waarde;2020;4.0
397;Verwonding: hoofd;Waarde;2021;5.0
398;Verwonding: hoofd;Waarde;2022;5.0
399;Verwonding: hoofd;Waarde;2023;6.0
400;Verwonding: hoofd;Ondergrens 95%-interval;2014;4.0
401;Verwonding: hoofd;Ondergrens 95%-interval;2015;5.0
402;Verwonding: hoofd;Ondergrens 95%-interval;2016;3.0
403;Verwonding: hoofd;Ondergrens 95%-interval;2017;2.0
404;Verwonding: hoofd;Ondergrens 95%-interval;2018;3.0
405;Verwonding: hoofd;Ondergrens 95%-interval;2019;4.0
406;Verwonding: hoofd;Ondergrens 95%-interval;2020;3.0
407;Verwonding: hoofd;Ondergrens 95%-interval;2021;4.0
408;Verwonding: hoofd;Ondergrens 95%-interval;2022;4.0
409;Verwonding: hoofd;Ondergrens 95%-interval;2023;5.0
410;Verwonding: hoofd;Bovengrens 95%-interval;2014;8.0
411;Verwonding: hoofd;Bovengrens 95%-interval;2015;9.0
412;Verwonding: hoofd;Bovengrens 95%-interval;2016;7.0
413;Verwonding: hoofd;Bovengrens 95%-interval;2017;6.0
414;Verwonding: hoofd;Bovengrens 95%-interval;2018;6.0
415;Verwonding: hoofd;Bovengrens 95%-interval;2019;7.0
416;Verwonding: hoofd;Bovengrens 95%-interval;2020;6.0
417;Verwonding: hoofd;Bovengrens 95%-interval;2021;8.0
418;Verwonding: hoofd;Bovengrens 95%-interval;2022;7.0
419;Verwonding: hoofd;Bovengrens 95%-interval;2023;8.0
420;Verwonding: hals en nekwervels;Waarde;2014;2.0
421;Verwonding: hals en nekwervels;Waarde;2015;1.0
422;Verwonding: hals en nekwervels;Waarde;2016;2.0
423;Verwonding: hals en nekwervels;Waarde;2017;3.0
424;Verwonding: hals en nekwervels;Waarde;2018;1.0
425;Verwonding: hals en nekwervels;Waarde;2019;1.0
426;Verwonding: hals en nekwervels;Waarde;2020;1.0
427;Verwonding: hals en nekwervels;Waarde;2021;2.0
428;Verwonding: hals en nekwervels;Waarde;2022;1.0
429;Verwonding: hals en nekwervels;Waarde;2023;1.0
430;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2014;1.0
431;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2015;0.0
432;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2016;1.0
433;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2017;2.0
434;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2018;0.0
435;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2019;1.0
436;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2020;1.0
437;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2021;1.0
438;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2022;0.0
439;Verwonding: hals en nekwervels;Ondergrens 95%-interval;2023;1.0
440;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2014;4.0
441;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2015;2.0
442;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2016;3.0
443;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2017;5.0
444;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2018;1.0
445;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2019;2.0
446;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2020;2.0
447;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2021;3.0
448;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2022;1.0
449;Verwonding: hals en nekwervels;Bovengrens 95%-interval;2023;2.0
450;Verwonding: rug en rugwervels;Waarde;2014;12.0
451;Verwonding: rug en rugwervels;Waarde;2015;10.0
452;Verwonding: rug en rugwervels;Waarde;2016;8.0
453;Verwonding: rug en rugwervels;Waarde;2017;9.0
454;Verwonding: rug en rugwervels;Waarde;2018;9.0
455;Verwonding: rug en rugwervels;Waarde;2019;8.0
456;Verwonding: rug en rugwervels;Waarde;2020;8.0
457;Verwonding: rug en rugwervels;Waarde;2021;9.0
458;Verwonding: rug en rugwervels;Waarde;2022;7.0
459;Verwonding: rug en rugwervels;Waarde;2023;8.0
460;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2014;9.0
461;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2015;8.0
462;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2016;6.0
463;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2017;7.0
464;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2018;7.0
465;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2019;6.0
466;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2020;6.0
467;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2021;7.0
468;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2022;5.0
469;Verwonding: rug en rugwervels;Ondergrens 95%-interval;2023;6.0
470;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2014;15.0
471;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2015;13.0
472;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2016;11.0
473;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2017;12.0
474;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2018;11.0
475;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2019;10.0
476;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2020;10.0
477;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2021;12.0
478;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2022;9.0
479;Verwonding: rug en rugwervels;Bovengrens 95%-interval;2023;11.0
480;Verwonding: romp en organen;Waarde;2014;2.0
481;Verwonding: romp en organen;Waarde;2015;2.0
482;Verwonding: romp en organen;Waarde;2016;4.0
483;Verwonding: romp en organen;Waarde;2017;3.0
484;Verwonding: romp en organen;Waarde;2018;3.0
485;Verwonding: romp en organen;Waarde;2019;3.0
486;Verwonding: romp en organen;Waarde;2020;3.0
487;Verwonding: romp en organen;Waarde;2021;3.0
488;Verwonding: romp en organen;Waarde;2022;5.0
489;Verwonding: romp en organen;Waarde;2023;2.0
490;Verwonding: romp en organen;Ondergrens 95%-interval;2014;1.0
491;Verwonding: romp en organen;Ondergrens 95%-interval;2015;1.0
492;Verwonding: romp en organen;Ondergrens 95%-interval;2016;2.0
493;Verwonding: romp en organen;Ondergrens 95%-interval;2017;2.0
494;Verwonding: romp en organen;Ondergrens 95%-interval;2018;2.0
495;Verwonding: romp en organen;Ondergrens 95%-interval;2019;2.0
496;Verwonding: romp en organen;Ondergrens 95%-interval;2020;2.0
497;Verwonding: romp en organen;Ondergrens 95%-interval;2021;2.0
498;Verwonding: romp en organen;Ondergrens 95%-interval;2022;3.0
499;Verwonding: romp en organen;Ondergrens 95%-interval;2023;1.0
500;Verwonding: romp en organen;Bovengrens 95%-interval;2014;4.0
501;Verwonding: romp en organen;Bovengrens 95%-interval;2015;4.0
502;Verwonding: romp en organen;Bovengrens 95%-interval;2016;6.0
503;Verwonding: romp en organen;Bovengrens 95%-interval;2017;5.0
504;Verwonding: romp en organen;Bovengrens 95%-interval;2018;4.0
505;Verwonding: romp en organen;Bovengrens 95%-interval;2019;5.0
506;Verwonding: romp en organen;Bovengrens 95%-interval;2020;4.0
507;Verwonding: romp en organen;Bovengrens 95%-interval;2021;4.0
508;Verwonding: romp en organen;Bovengrens 95%-interval;2022;7.0
509;Verwonding: romp en organen;Bovengrens 95%-interval;2023;4.0
510;Verwonding: bovenste ledematen;Waarde;2014;22.0
511;Verwonding: bovenste ledematen;Waarde;2015;16.0
512;Verwonding: bovenste ledematen;Waarde;2016;23.0
513;Verwonding: bovenste ledematen;Waarde;2017;24.0
514;Verwonding: bovenste ledematen;Waarde;2018;24.0
515;Verwonding: bovenste ledematen;Waarde;2019;23.0
516;Verwonding: bovenste ledematen;Waarde;2020;20.0
517;Verwonding: bovenste ledematen;Waarde;2021;20.0
518;Verwonding: bovenste ledematen;Waarde;2022;16.0
519;Verwonding: bovenste ledematen;Waarde;2023;22.0
520;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2014;18.0
521;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2015;13.0
522;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2016;19.0
523;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2017;20.0
524;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2018;21.0
525;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2019;20.0
526;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2020;17.0
527;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2021;17.0
528;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2022;14.0
529;Verwonding: bovenste ledematen;Ondergrens 95%-interval;2023;19.0
530;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2014;26.0
531;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2015;20.0
532;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2016;27.0
533;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2017;29.0
534;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2018;28.0
535;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2019;27.0
536;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2020;24.0
537;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2021;24.0
538;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2022;19.0
539;Verwonding: bovenste ledematen;Bovengrens 95%-interval;2023;26.0
540;Verwonding: onderste ledematen;Waarde;2014;18.0
541;Verwonding: onderste ledematen;Waarde;2015;19.0
542;Verwonding: onderste ledematen;Waarde;2016;17.0
543;Verwonding: onderste ledematen;Waarde;2017;16.0
544;Verwonding: onderste ledematen;Waarde;2018;18.0
545;Verwonding: onderste ledematen;Waarde;2019;19.0
546;Verwonding: onderste ledematen;Waarde;2020;17.0
547;Verwonding: onderste ledematen;Waarde;2021;17.0
548;Verwonding: onderste ledematen;Waarde;2022;23.0
549;Verwonding: onderste ledematen;Waarde;2023;15.0
550;Verwonding: onderste ledematen;Ondergrens 95%-interval;2014;14.0
551;Verwonding: onderste ledematen;Ondergrens 95%-interval;2015;16.0
552;Verwonding: onderste ledematen;Ondergrens 95%-interval;2016;14.0
553;Verwonding: onderste ledematen;Ondergrens 95%-interval;2017;13.0
554;Verwonding: onderste ledematen;Ondergrens 95%-interval;2018;15.0
555;Verwonding: onderste ledematen;Ondergrens 95%-interval;2019;16.0
556;Verwonding: onderste ledematen;Ondergrens 95%-interval;2020;15.0
557;Verwonding: onderste ledematen;Ondergrens 95%-interval;2021;14.0
558;Verwonding: onderste ledematen;Ondergrens 95%-interval;2022;20.0
559;Verwonding: onderste ledematen;Ondergrens 95%-interval;2023;12.0
560;Verwonding: onderste ledematen;Bovengrens 95%-interval;2014;22.0
561;Verwonding: onderste ledematen;Bovengrens 95%-interval;2015;23.0
562;Verwonding: onderste ledematen;Bovengrens 95%-interval;2016;21.0
563;Verwonding: onderste ledematen;Bovengrens 95%-interval;2017;20.0
564;Verwonding: onderste ledematen;Bovengrens 95%-interval;2018;21.0
565;Verwonding: onderste ledematen;Bovengrens 95%-interval;2019;23.0
566;Verwonding: onderste ledematen;Bovengrens 95%-interval;2020;21.0
567;Verwonding: onderste ledematen;Bovengrens 95%-interval;2021;20.0
568;Verwonding: onderste ledematen;Bovengrens 95%-interval;2022;27.0
569;Verwonding: onderste ledematen;Bovengrens 95%-interval;2023;18.0
570;Verwonding: gehele lichaam, div. plekken;Waarde;2014;2.0
571;Verwonding: gehele lichaam, div. plekken;Waarde;2015;1.0
572;Verwonding: gehele lichaam, div. plekken;Waarde;2016;3.0
573;Verwonding: gehele lichaam, div. plekken;Waarde;2017;3.0
574;Verwonding: gehele lichaam, div. plekken;Waarde;2018;2.0
575;Verwonding: gehele lichaam, div. plekken;Waarde;2019;3.0
576;Verwonding: gehele lichaam, div. plekken;Waarde;2020;2.0
577;Verwonding: gehele lichaam, div. plekken;Waarde;2021;3.0
578;Verwonding: gehele lichaam, div. plekken;Waarde;2022;2.0
579;Verwonding: gehele lichaam, div. plekken;Waarde;2023;3.0
580;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2014;1.0
581;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2015;0.0
582;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2016;2.0
583;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2017;2.0
584;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2018;2.0
585;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2019;2.0
586;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2020;1.0
587;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2021;2.0
588;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2022;1.0
589;Verwonding: gehele lichaam, div. plekken;Ondergrens 95%-interval;2023;2.0
590;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2014;3.0
591;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2015;2.0
592;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2016;4.0
593;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2017;5.0
594;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2018;4.0
595;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2019;4.0
596;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2020;4.0
597;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2021;4.0
598;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2022;4.0
599;Verwonding: gehele lichaam, div. plekken;Bovengrens 95%-interval;2023;4.0
600;Verwonding: anders;Waarde;2014;3.0
601;Verwonding: anders;Waarde;2015;2.0
602;Verwonding: anders;Waarde;2016;4.0
603;Verwonding: anders;Waarde;2017;6.0
604;Verwonding: anders;Waarde;2018;4.0
605;Verwonding: anders;Waarde;2019;5.0
606;Verwonding: anders;Waarde;2020;4.0
607;Verwonding: anders;Waarde;2021;4.0
608;Verwonding: anders;Waarde;2022;4.0
609;Verwonding: anders;Waarde;2023;4.0
610;Verwonding: anders;Ondergrens 95%-interval;2014;2.0
611;Verwonding: anders;Ondergrens 95%-interval;2015;1.0
612;Verwonding: anders;Ondergrens 95%-interval;2016;3.0
613;Verwonding: anders;Ondergrens 95%-interval;2017;4.0
614;Verwonding: anders;Ondergrens 95%-interval;2018;3.0
615;Verwonding: anders;Ondergrens 95%-interval;2019;4.0
616;Verwonding: anders;Ondergrens 95%-interval;2020;3.0
617;Verwonding: anders;Ondergrens 95%-interval;2021;3.0
618;Verwonding: anders;Ondergrens 95%-interval;2022;3.0
619;Verwonding: anders;Ondergrens 95%-interval;2023;3.0
620;Verwonding: anders;Bovengrens 95%-interval;2014;5.0
621;Verwonding: anders;Bovengrens 95%-interval;2015;4.0
622;Verwonding: anders;Bovengrens 95%-interval;2016;6.0
623;Verwonding: anders;Bovengrens 95%-interval;2017;8.0
624;Verwonding: anders;Bovengrens 95%-interval;2018;6.0
625;Verwonding: anders;Bovengrens 95%-interval;2019;7.0
626;Verwonding: anders;Bovengrens 95%-interval;2020;6.0
627;Verwonding: anders;Bovengrens 95%-interval;2021;6.0
628;Verwonding: anders;Bovengrens 95%-interval;2022;6.0
629;Verwonding: anders;Bovengrens 95%-interval;2023;6.0
630;Verwonding: onbekend;Waarde;2014;23.0
631;Verwonding: onbekend;Waarde;2015;14.0
632;Verwonding: onbekend;Waarde;2016;16.0
633;Verwonding: onbekend;Waarde;2017;26.0
634;Verwonding: onbekend;Waarde;2018;26.0
635;Verwonding: onbekend;Waarde;2019;25.0
636;Verwonding: onbekend;Waarde;2020;17.0
637;Verwonding: onbekend;Waarde;2021;20.0
638;Verwonding: onbekend;Waarde;2022;21.0
639;Verwonding: onbekend;Waarde;2023;23.0
640;Verwonding: onbekend;Ondergrens 95%-interval;2014;19.0
641;Verwonding: onbekend;Ondergrens 95%-interval;2015;12.0
642;Verwonding: onbekend;Ondergrens 95%-interval;2016;13.0
643;Verwonding: onbekend;Ondergrens 95%-interval;2017;22.0
644;Verwonding: onbekend;Ondergrens 95%-interval;2018;23.0
645;Verwonding: onbekend;Ondergrens 95%-interval;2019;21.0
646;Verwonding: onbekend;Ondergrens 95%-interval;2020;14.0
647;Verwonding: onbekend;Ondergrens 95%-interval;2021;16.0
648;Verwonding: onbekend;Ondergrens 95%-interval;2022;18.0
649;Verwonding: onbekend;Ondergrens 95%-interval;2023;20.0
650;Verwonding: onbekend;Bovengrens 95%-interval;2014;27.0
651;Verwonding: onbekend;Bovengrens 95%-interval;2015;18.0
652;Verwonding: onbekend;Bovengrens 95%-interval;2016;20.0
653;Verwonding: onbekend;Bovengrens 95%-interval;2017;30.0
654;Verwonding: onbekend;Bovengrens 95%-interval;2018;30.0
655;Verwonding: onbekend;Bovengrens 95%-interval;2019;29.0
656;Verwonding: onbekend;Bovengrens 95%-interval;2020;20.0
657;Verwonding: onbekend;Bovengrens 95%-interval;2021;23.0
658;Verwonding: onbekend;Bovengrens 95%-interval;2022;25.0
659;Verwonding: onbekend;Bovengrens 95%-interval;2023;27.0
660;Soort letsel: wonden en opp. Letsels;Waarde;2014;10.0
661;Soort letsel: wonden en opp. Letsels;Waarde;2015;7.0
662;Soort letsel: wonden en opp. Letsels;Waarde;2016;10.0
663;Soort letsel: wonden en opp. Letsels;Waarde;2017;11.0
664;Soort letsel: wonden en opp. Letsels;Waarde;2018;11.0
665;Soort letsel: wonden en opp. Letsels;Waarde;2019;9.0
666;Soort letsel: wonden en opp. Letsels;Waarde;2020;9.0
667;Soort letsel: wonden en opp. Letsels;Waarde;2021;8.0
668;Soort letsel: wonden en opp. Letsels;Waarde;2022;7.0
669;Soort letsel: wonden en opp. Letsels;Waarde;2023;9.0
670;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2014;7.0
671;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2015;5.0
672;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2016;8.0
673;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2017;8.0
674;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2018;9.0
675;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2019;7.0
676;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2020;7.0
677;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2021;6.0
678;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2022;5.0
679;Soort letsel: wonden en opp. Letsels;Ondergrens 95%-interval;2023;7.0
680;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2014;13.0
681;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2015;10.0
682;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2016;13.0
683;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2017;14.0
684;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2018;13.0
685;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2019;11.0
686;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2020;12.0
687;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2021;10.0
688;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2022;9.0
689;Soort letsel: wonden en opp. Letsels;Bovengrens 95%-interval;2023;11.0
690;Soort letsel: botbreuken;Waarde;2014;9.0
691;Soort letsel: botbreuken;Waarde;2015;10.0
692;Soort letsel: botbreuken;Waarde;2016;7.0
693;Soort letsel: botbreuken;Waarde;2017;8.0
694;Soort letsel: botbreuken;Waarde;2018;10.0
695;Soort letsel: botbreuken;Waarde;2019;8.0
696;Soort letsel: botbreuken;Waarde;2020;9.0
697;Soort letsel: botbreuken;Waarde;2021;11.0
698;Soort letsel: botbreuken;Waarde;2022;7.0
699;Soort letsel: botbreuken;Waarde;2023;9.0
700;Soort letsel: botbreuken;Ondergrens 95%-interval;2014;6.0
701;Soort letsel: botbreuken;Ondergrens 95%-interval;2015;8.0
702;Soort letsel: botbreuken;Ondergrens 95%-interval;2016;5.0
703;Soort letsel: botbreuken;Ondergrens 95%-interval;2017;6.0
704;Soort letsel: botbreuken;Ondergrens 95%-interval;2018;8.0
705;Soort letsel: botbreuken;Ondergrens 95%-interval;2019;7.0
706;Soort letsel: botbreuken;Ondergrens 95%-interval;2020;7.0
707;Soort letsel: botbreuken;Ondergrens 95%-interval;2021;9.0
708;Soort letsel: botbreuken;Ondergrens 95%-interval;2022;5.0
709;Soort letsel: botbreuken;Ondergrens 95%-interval;2023;7.0
710;Soort letsel: botbreuken;Bovengrens 95%-interval;2014;12.0
711;Soort letsel: botbreuken;Bovengrens 95%-interval;2015;13.0
712;Soort letsel: botbreuken;Bovengrens 95%-interval;2016;10.0
713;Soort letsel: botbreuken;Bovengrens 95%-interval;2017;11.0
714;Soort letsel: botbreuken;Bovengrens 95%-interval;2018;12.0
715;Soort letsel: botbreuken;Bovengrens 95%-interval;2019;11.0
716;Soort letsel: botbreuken;Bovengrens 95%-interval;2020;11.0
717;Soort letsel: botbreuken;Bovengrens 95%-interval;2021;14.0
718;Soort letsel: botbreuken;Bovengrens 95%-interval;2022;9.0
719;Soort letsel: botbreuken;Bovengrens 95%-interval;2023;12.0
720;Soort letsel: ontwrichting, verstuiking;Waarde;2014;24.0
721;Soort letsel: ontwrichting, verstuiking;Waarde;2015;22.0
722;Soort letsel: ontwrichting, verstuiking;Waarde;2016;23.0
723;Soort letsel: ontwrichting, verstuiking;Waarde;2017;26.0
724;Soort letsel: ontwrichting, verstuiking;Waarde;2018;26.0
725;Soort letsel: ontwrichting, verstuiking;Waarde;2019;31.0
726;Soort letsel: ontwrichting, verstuiking;Waarde;2020;25.0
727;Soort letsel: ontwrichting, verstuiking;Waarde;2021;26.0
728;Soort letsel: ontwrichting, verstuiking;Waarde;2022;30.0
729;Soort letsel: ontwrichting, verstuiking;Waarde;2023;23.0
730;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2014;20.0
731;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2015;18.0
732;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2016;20.0
733;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2017;22.0
734;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2018;23.0
735;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2019;28.0
736;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2020;22.0
737;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2021;23.0
738;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2022;26.0
739;Soort letsel: ontwrichting, verstuiking;Ondergrens 95%-interval;2023;20.0
740;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2014;29.0
741;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2015;26.0
742;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2016;28.0
743;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2017;30.0
744;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2018;30.0
745;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2019;36.0
746;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2020;29.0
747;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2021;31.0
748;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2022;34.0
749;Soort letsel: ontwrichting, verstuiking;Bovengrens 95%-interval;2023;27.0
750;Soort letsel: hersenschudding, inwendig;Waarde;2014;4.0
751;Soort letsel: hersenschudding, inwendig;Waarde;2015;3.0
752;Soort letsel: hersenschudding, inwendig;Waarde;2016;4.0
753;Soort letsel: hersenschudding, inwendig;Waarde;2017;3.0
754;Soort letsel: hersenschudding, inwendig;Waarde;2018;3.0
755;Soort letsel: hersenschudding, inwendig;Waarde;2019;4.0
756;Soort letsel: hersenschudding, inwendig;Waarde;2020;3.0
757;Soort letsel: hersenschudding, inwendig;Waarde;2021;3.0
758;Soort letsel: hersenschudding, inwendig;Waarde;2022;3.0
759;Soort letsel: hersenschudding, inwendig;Waarde;2023;3.0
760;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2014;3.0
761;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2015;2.0
762;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2016;2.0
763;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2017;2.0
764;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2018;2.0
765;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2019;3.0
766;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2020;2.0
767;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2021;2.0
768;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2022;2.0
769;Soort letsel: hersenschudding, inwendig;Ondergrens 95%-interval;2023;2.0
770;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2014;6.0
771;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2015;5.0
772;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2016;6.0
773;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2017;5.0
774;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2018;4.0
775;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2019;5.0
776;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2020;4.0
777;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2021;4.0
778;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2022;5.0
779;Soort letsel: hersenschudding, inwendig;Bovengrens 95%-interval;2023;5.0
780;Soort letsel: ander lichamelijk letsel;Waarde;2014;4.0
781;Soort letsel: ander lichamelijk letsel;Waarde;2015;4.0
782;Soort letsel: ander lichamelijk letsel;Waarde;2016;4.0
783;Soort letsel: ander lichamelijk letsel;Waarde;2017;5.0
784;Soort letsel: ander lichamelijk letsel;Waarde;2018;5.0
785;Soort letsel: ander lichamelijk letsel;Waarde;2019;5.0
786;Soort letsel: ander lichamelijk letsel;Waarde;2020;3.0
787;Soort letsel: ander lichamelijk letsel;Waarde;2021;3.0
788;Soort letsel: ander lichamelijk letsel;Waarde;2022;3.0
789;Soort letsel: ander lichamelijk letsel;Waarde;2023;4.0
790;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2014;3.0
791;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2015;3.0
792;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2016;3.0
793;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2017;3.0
794;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2018;4.0
795;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2019;4.0
796;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2020;2.0
797;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2021;2.0
798;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2022;2.0
799;Soort letsel: ander lichamelijk letsel;Ondergrens 95%-interval;2023;3.0
