ID;Geslacht;Leeftijd;Onderwijsniveau;Onderwijsrichting;Perioden;Bevolking_1
2246;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2018 2e kwartaal;
2247;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2018 3e kwartaal;
2248;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2018 4e kwartaal;
2249;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2018;
2250;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2019 1e kwartaal;
2251;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2019 2e kwartaal;
2252;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2019 3e kwartaal;
2253;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2019 4e kwartaal;
2254;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2019;
2255;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2020 1e kwartaal;
2256;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2020 2e kwartaal;
2257;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2020 3e kwartaal;
2258;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2020 4e kwartaal;
2259;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2020;
2260;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2021 1e kwartaal;
2261;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2021 2e kwartaal;
2262;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2021 3e kwartaal;
2263;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2021 4e kwartaal;
2264;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2021;
2265;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2022 1e kwartaal;
2266;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2022 2e kwartaal;
2267;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2022 3e kwartaal;
2268;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2022 4e kwartaal;
2269;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2022;
2270;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2023 1e kwartaal;
2271;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2023 2e kwartaal;
2272;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2023 3e kwartaal;
2273;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2023 4e kwartaal;
2274;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2023;
2275;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2024 1e kwartaal;
2276;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2024 2e kwartaal;
2277;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2024 3e kwartaal;
2278;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2024 4e kwartaal;
2279;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;10 Dienstverlening;2024;
2280;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2013 1e kwartaal;83.0
2281;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2013 2e kwartaal;73.0
2282;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2013 3e kwartaal;76.0
2283;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2013 4e kwartaal;67.0
2284;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2013;75.0
2285;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2014 1e kwartaal;76.0
2286;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2014 2e kwartaal;68.0
2287;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2014 3e kwartaal;66.0
2288;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2014 4e kwartaal;72.0
2289;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2014;71.0
2290;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2015 1e kwartaal;78.0
2291;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2015 2e kwartaal;71.0
2292;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2015 3e kwartaal;85.0
2293;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2015 4e kwartaal;76.0
2294;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2015;78.0
2295;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2016 1e kwartaal;81.0
2296;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2016 2e kwartaal;78.0
2297;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2016 3e kwartaal;70.0
2298;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2016 4e kwartaal;63.0
2299;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2016;73.0
2300;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2017 1e kwartaal;60.0
2301;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2017 2e kwartaal;61.0
2302;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2017 3e kwartaal;65.0
2303;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2017 4e kwartaal;74.0
2304;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2017;65.0
2305;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2018 1e kwartaal;69.0
2306;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2018 2e kwartaal;78.0
2307;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2018 3e kwartaal;77.0
2308;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2018 4e kwartaal;84.0
2309;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2018;77.0
2310;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2019 1e kwartaal;91.0
2311;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2019 2e kwartaal;90.0
2312;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2019 3e kwartaal;84.0
2313;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2019 4e kwartaal;92.0
2314;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2019;89.0
2315;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2020 1e kwartaal;93.0
2316;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2020 2e kwartaal;95.0
2317;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2020 3e kwartaal;100.0
2318;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2020 4e kwartaal;81.0
2319;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2020;92.0
2320;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2021 1e kwartaal;251.0
2321;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2021 2e kwartaal;195.0
2322;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2021 3e kwartaal;179.0
2323;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2021 4e kwartaal;167.0
2324;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2021;198.0
2325;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2022 1e kwartaal;167.0
2326;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2022 2e kwartaal;160.0
2327;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2022 3e kwartaal;156.0
2328;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2022 4e kwartaal;162.0
2329;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2022;161.0
2330;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2023 1e kwartaal;188.0
2331;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2023 2e kwartaal;201.0
2332;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2023 3e kwartaal;204.0
2333;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2023 4e kwartaal;222.0
2334;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2023;203.0
2335;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2024 1e kwartaal;241.0
2336;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2024 2e kwartaal;246.0
2337;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2024 3e kwartaal;239.0
2338;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2024 4e kwartaal;238.0
2339;Totaal mannen en vrouwen;15 tot 90 jaar;11 Basisonderwijs;Onderwijsrichting onbekend;2024;241.0
2340;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2013 1e kwartaal;1488.0
2341;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2013 2e kwartaal;1448.0
2342;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2013 3e kwartaal;1363.0
2343;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2013 4e kwartaal;1330.0
2344;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2013;1407.0
2345;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2014 1e kwartaal;1349.0
2346;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2014 2e kwartaal;1349.0
2347;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2014 3e kwartaal;1300.0
2348;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2014 4e kwartaal;1333.0
2349;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2014;1333.0
2350;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2015 1e kwartaal;1376.0
2351;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2015 2e kwartaal;1401.0
2352;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2015 3e kwartaal;1331.0
2353;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2015 4e kwartaal;1336.0
2354;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2015;1361.0
2355;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2016 1e kwartaal;1368.0
2356;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2016 2e kwartaal;1356.0
2357;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2016 3e kwartaal;1269.0
2358;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2016 4e kwartaal;1274.0
2359;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2016;1317.0
2360;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2017 1e kwartaal;1312.0
2361;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2017 2e kwartaal;1317.0
2362;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2017 3e kwartaal;1246.0
2363;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2017 4e kwartaal;1277.0
2364;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2017;1288.0
2365;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2018 1e kwartaal;1305.0
2366;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2018 2e kwartaal;1311.0
2367;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2018 3e kwartaal;1243.0
2368;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2018 4e kwartaal;1229.0
2369;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2018;1272.0
2370;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2019 1e kwartaal;1265.0
2371;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2019 2e kwartaal;1262.0
2372;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2019 3e kwartaal;1197.0
2373;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2019 4e kwartaal;1203.0
2374;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2019;1232.0
2375;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2020 1e kwartaal;1224.0
2376;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2020 2e kwartaal;1209.0
2377;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2020 3e kwartaal;1142.0
2378;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2020 4e kwartaal;1139.0
2379;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2020;1179.0
2380;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2021 1e kwartaal;1372.0
2381;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2021 2e kwartaal;1318.0
2382;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2021 3e kwartaal;1279.0
2383;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2021 4e kwartaal;1250.0
2384;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2021;1305.0
2385;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2022 1e kwartaal;1285.0
2386;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2022 2e kwartaal;1267.0
2387;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2022 3e kwartaal;1218.0
2388;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2022 4e kwartaal;1218.0
2389;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2022;1247.0
2390;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2023 1e kwartaal;1297.0
2391;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2023 2e kwartaal;1345.0
2392;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2023 3e kwartaal;1342.0
2393;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2023 4e kwartaal;1363.0
2394;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2023;1337.0
2395;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2024 1e kwartaal;1386.0
2396;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2024 2e kwartaal;1383.0
2397;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2024 3e kwartaal;1308.0
2398;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2024 4e kwartaal;1318.0
2399;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;Totaal;2024;1349.0
2400;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2013 1e kwartaal;1404.0
2401;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2013 2e kwartaal;1375.0
2402;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2013 3e kwartaal;1288.0
2403;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2013 4e kwartaal;1263.0
2404;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2013;1333.0
2405;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2014 1e kwartaal;1273.0
2406;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2014 2e kwartaal;1281.0
2407;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2014 3e kwartaal;1234.0
2408;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2014 4e kwartaal;1260.0
2409;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2014;1262.0
2410;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2015 1e kwartaal;1298.0
2411;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2015 2e kwartaal;1330.0
2412;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2015 3e kwartaal;1246.0
2413;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2015 4e kwartaal;1260.0
2414;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2015;1283.0
2415;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2016 1e kwartaal;1286.0
2416;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2016 2e kwartaal;1278.0
2417;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2016 3e kwartaal;1199.0
2418;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2016 4e kwartaal;1212.0
2419;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2016;1244.0
2420;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2017 1e kwartaal;1251.0
2421;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2017 2e kwartaal;1256.0
2422;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2017 3e kwartaal;1180.0
2423;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2017 4e kwartaal;1203.0
2424;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2017;1223.0
2425;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2018 1e kwartaal;1236.0
2426;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2018 2e kwartaal;1233.0
2427;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2018 3e kwartaal;1166.0
2428;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2018 4e kwartaal;1145.0
2429;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2018;1195.0
2430;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2019 1e kwartaal;1174.0
2431;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2019 2e kwartaal;1172.0
2432;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2019 3e kwartaal;1113.0
2433;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2019 4e kwartaal;1110.0
2434;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2019;1142.0
2435;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2020 1e kwartaal;1131.0
2436;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2020 2e kwartaal;1114.0
2437;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2020 3e kwartaal;1043.0
2438;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2020 4e kwartaal;1058.0
2439;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2020;1087.0
2440;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2021 1e kwartaal;1122.0
2441;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2021 2e kwartaal;1123.0
2442;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2021 3e kwartaal;1100.0
2443;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2021 4e kwartaal;1084.0
2444;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2021;1107.0
2445;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2022 1e kwartaal;1117.0
2446;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2022 2e kwartaal;1107.0
2447;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2022 3e kwartaal;1062.0
2448;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2022 4e kwartaal;1056.0
2449;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2022;1086.0
2450;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2023 1e kwartaal;1109.0
2451;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2023 2e kwartaal;1144.0
2452;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2023 3e kwartaal;1138.0
2453;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2023 4e kwartaal;1141.0
2454;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2023;1133.0
2455;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2024 1e kwartaal;1144.0
2456;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2024 2e kwartaal;1137.0
2457;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2024 3e kwartaal;1068.0
2458;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2024 4e kwartaal;1081.0
2459;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;00 Algemeen;2024;1108.0
2460;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2013 1e kwartaal;
2461;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2013 2e kwartaal;
2462;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2013 3e kwartaal;
2463;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2013 4e kwartaal;
2464;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2013;
2465;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2014 1e kwartaal;
2466;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2014 2e kwartaal;
2467;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2014 3e kwartaal;
2468;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2014 4e kwartaal;
2469;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2014;
2470;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2015 1e kwartaal;
2471;Totaal mannen en vrouwen;15 tot 90 jaar;111 Basisonderwijs;01 Onderwijs;2015 2e kwartaal;
