ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
236;Totaal geslacht;Niet-westerse allochtonen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2001;40.0;
237;Totaal geslacht;Niet-westerse allochtonen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2002;60.0;67.0
238;Totaal geslacht;Niet-westerse allochtonen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2003;60.0;57.0
239;Totaal geslacht;Niet-westerse allochtonen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2004;60.0;67.0
240;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1995;220.0;55.0
241;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1996;250.0;55.0
242;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1997;330.0;55.0
243;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1998;340.0;55.0
244;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1999;340.0;55.0
245;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2000;400.0;53.0
246;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2001;490.0;54.0
247;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2002;540.0;55.0
248;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2003;680.0;53.0
249;Totaal geslacht;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2004;630.0;56.0
250;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 1995;160.0;55.0
251;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 1996;190.0;54.0
252;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 1997;250.0;55.0
253;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 1998;280.0;55.0
254;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 1999;280.0;54.0
255;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 2000;330.0;52.0
256;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 2001;390.0;54.0
257;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 2002;450.0;53.0
258;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 2003;560.0;53.0
259;Totaal geslacht;Turken;Bachelor;Voltijdopleidingen;Cohort 2004;510.0;55.0
260;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 1995;70.0;55.0
261;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 1996;60.0;58.0
262;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 1997;80.0;57.0
263;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 1998;60.0;56.0
264;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 1999;60.0;59.0
265;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 2000;70.0;57.0
266;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 2001;90.0;53.0
267;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 2002;90.0;65.0
268;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 2003;120.0;56.0
269;Totaal geslacht;Turken;Bachelor;Deeltijdopleidingen;Cohort 2004;120.0;60.0
270;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1995;0.0;
271;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1996;10.0;
272;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1997;10.0;
273;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1998;0.0;
274;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1999;0.0;
275;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2000;0.0;
276;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2001;0.0;
277;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2002;10.0;
278;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2003;0.0;
279;Totaal geslacht;Turken;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2004;10.0;
280;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 1995;;
281;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 1996;;
282;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 1997;;
283;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 1998;;
284;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 1999;0.0;
285;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 2000;;
286;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 2001;0.0;
287;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 2002;0.0;
288;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 2003;0.0;
289;Totaal geslacht;Turken;Beroepsdiploma;Voltijdopleidingen;Cohort 2004;0.0;
290;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 1995;0.0;
291;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 1996;10.0;
292;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 1997;10.0;
293;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 1998;0.0;
294;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 1999;0.0;
295;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 2000;0.0;
296;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 2001;0.0;
297;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 2002;10.0;
298;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 2003;0.0;
299;Totaal geslacht;Turken;Beroepsdiploma;Deeltijdopleidingen;Cohort 2004;10.0;
300;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1995;200.0;51.0
301;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1996;220.0;52.0
302;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1997;240.0;52.0
303;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1998;320.0;52.0
304;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 1999;380.0;52.0
305;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2000;450.0;52.0
306;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2001;530.0;53.0
307;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2002;620.0;53.0
308;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2003;710.0;54.0
309;Totaal geslacht;Marokkanen;Bachelor;Totaal opleidingsvorm;Cohort 2004;780.0;55.0
310;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1995;120.0;54.0
311;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1996;160.0;53.0
312;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1997;180.0;53.0
313;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1998;250.0;52.0
314;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 1999;320.0;51.0
315;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2000;400.0;51.0
316;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2001;450.0;52.0
317;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2002;520.0;52.0
318;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2003;580.0;53.0
319;Totaal geslacht;Marokkanen;Bachelor;Voltijdopleidingen;Cohort 2004;620.0;54.0
320;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1995;90.0;47.0
321;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1996;50.0;51.0
322;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1997;50.0;52.0
323;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1998;70.0;53.0
324;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 1999;60.0;57.0
325;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2000;60.0;57.0
326;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2001;90.0;54.0
327;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2002;100.0;55.0
328;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2003;130.0;58.0
329;Totaal geslacht;Marokkanen;Bachelor;Deeltijdopleidingen;Cohort 2004;170.0;62.0
330;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1995;0.0;
331;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1996;0.0;
332;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1997;0.0;
333;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1998;10.0;
334;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1999;0.0;
335;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2000;0.0;
336;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2001;;
337;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2002;10.0;
338;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2003;10.0;
339;Totaal geslacht;Marokkanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2004;10.0;
340;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1995;;
341;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1996;;
342;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1997;0.0;
343;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1998;;
344;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1999;;
345;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2000;;
346;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2001;;
347;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2002;;
348;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2003;;
349;Totaal geslacht;Marokkanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2004;0.0;
350;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1995;0.0;
351;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1996;0.0;
352;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1997;0.0;
353;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1998;10.0;
354;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1999;0.0;
355;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2000;0.0;
356;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2001;;
357;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2002;10.0;
358;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2003;10.0;
359;Totaal geslacht;Marokkanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2004;10.0;
360;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1995;610.0;55.0
361;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1996;640.0;55.0
362;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1997;690.0;56.0
363;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1998;680.0;56.0
364;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 1999;720.0;56.0
365;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2000;790.0;55.0
366;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2001;840.0;55.0
367;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2002;950.0;56.0
368;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2003;1050.0;57.0
369;Totaal geslacht;Surinamers;Bachelor;Totaal opleidingsvorm;Cohort 2004;1200.0;57.0
370;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1995;460.0;56.0
371;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1996;480.0;55.0
372;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1997;530.0;54.0
373;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1998;520.0;55.0
374;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 1999;560.0;55.0
375;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2000;610.0;55.0
376;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2001;620.0;55.0
377;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2002;680.0;56.0
378;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2003;740.0;57.0
379;Totaal geslacht;Surinamers;Bachelor;Voltijdopleidingen;Cohort 2004;870.0;56.0
380;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1995;150.0;54.0
381;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1996;160.0;54.0
382;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1997;160.0;62.0
383;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1998;170.0;60.0
384;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 1999;160.0;58.0
385;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2000;190.0;57.0
386;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2001;230.0;57.0
387;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2002;260.0;56.0
388;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2003;320.0;54.0
389;Totaal geslacht;Surinamers;Bachelor;Deeltijdopleidingen;Cohort 2004;330.0;59.0
390;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1995;20.0;
391;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1996;30.0;
392;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1997;20.0;
393;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1998;40.0;
394;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1999;30.0;
395;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2000;20.0;
396;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2001;30.0;
397;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2002;20.0;
398;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2003;30.0;
399;Totaal geslacht;Surinamers;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2004;30.0;
400;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 1995;;
401;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 1996;;
402;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 1997;0.0;
403;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 1998;0.0;
404;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 1999;0.0;
405;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 2000;0.0;
406;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 2001;0.0;
407;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 2002;;
408;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 2003;;
409;Totaal geslacht;Surinamers;Beroepsdiploma;Voltijdopleidingen;Cohort 2004;0.0;
410;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 1995;20.0;
411;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 1996;30.0;
412;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 1997;20.0;
413;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 1998;30.0;
414;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 1999;30.0;
415;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 2000;20.0;
416;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 2001;30.0;
417;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 2002;20.0;
418;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 2003;30.0;
419;Totaal geslacht;Surinamers;Beroepsdiploma;Deeltijdopleidingen;Cohort 2004;30.0;
420;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1995;380.0;58.0
421;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1996;400.0;58.0
422;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1997;380.0;57.0
423;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1998;400.0;57.0
424;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 1999;380.0;57.0
425;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2000;430.0;56.0
426;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2001;490.0;57.0
427;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2002;550.0;57.0
428;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2003;630.0;58.0
429;Totaal geslacht;Antillianen en Arubanen;Bachelor;Totaal opleidingsvorm;Cohort 2004;690.0;59.0
430;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1995;320.0;58.0
431;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1996;350.0;58.0
432;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1997;340.0;55.0
433;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1998;340.0;56.0
434;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 1999;340.0;56.0
435;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2000;370.0;55.0
436;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2001;420.0;56.0
437;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2002;480.0;57.0
438;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2003;530.0;58.0
439;Totaal geslacht;Antillianen en Arubanen;Bachelor;Voltijdopleidingen;Cohort 2004;570.0;59.0
440;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1995;60.0;60.0
441;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1996;50.0;
442;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1997;40.0;
443;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1998;50.0;62.0
444;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 1999;50.0;
445;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2000;60.0;60.0
446;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2001;70.0;63.0
447;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2002;70.0;64.0
448;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2003;100.0;59.0
449;Totaal geslacht;Antillianen en Arubanen;Bachelor;Deeltijdopleidingen;Cohort 2004;110.0;60.0
450;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1995;10.0;
451;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1996;10.0;
452;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1997;10.0;
453;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1998;10.0;
454;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 1999;10.0;
455;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2000;10.0;
456;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2001;10.0;
457;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2002;20.0;
458;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2003;10.0;
459;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Totaal opleidingsvorm;Cohort 2004;10.0;
460;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1995;0.0;
461;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1996;0.0;
462;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1997;0.0;
463;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1998;0.0;
464;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 1999;0.0;
465;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2000;;
466;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2001;0.0;
467;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2002;0.0;
468;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2003;0.0;
469;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Voltijdopleidingen;Cohort 2004;0.0;
470;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1995;10.0;
471;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1996;10.0;
472;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1997;0.0;
473;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1998;10.0;
474;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 1999;0.0;
475;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2000;10.0;
476;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2001;10.0;
477;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2002;10.0;
478;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2003;10.0;
479;Totaal geslacht;Antillianen en Arubanen;Beroepsdiploma;Deeltijdopleidingen;Cohort 2004;10.0;
480;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;420.0;54.0
481;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;510.0;53.0
482;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;570.0;55.0
483;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;590.0;54.0
484;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;710.0;53.0
485;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;860.0;54.0
486;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;960.0;52.0
487;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;1170.0;49.0
488;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;1680.0;48.0
489;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;2010.0;48.0
490;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;350.0;54.0
491;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;420.0;54.0
492;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;470.0;54.0
493;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;500.0;54.0
494;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;620.0;52.0
495;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;730.0;53.0
496;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;840.0;51.0
497;Totaal geslacht;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;1010.0;49.0
