ID;Geslacht;Leeftijdsklassen;VTVDiagnosen;Huishoudinkomensdecielen;Perioden;PersonenMet1OfMeerZiekenhuisopnamen_1;Steekproefaantallen_2
894;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;7e deciel;1997;5.3;452235
895;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;7e deciel;2004;5.4;459383
896;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;8e deciel;1997;4.9;458850
897;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;8e deciel;2004;5.3;474677
898;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;9e deciel;1997;4.7;468243
899;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;9e deciel;2004;5.4;489982
900;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;10e deciel (hoogste);1997;4.2;470367
901;Mannen en vrouwen;Totaal alle leeftijden;2.1.7  Longkanker;10e deciel (hoogste);2004;4.8;482547
902;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;Totaal huishoudinkomensdecielen;1997;0.2;4235851
903;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;Totaal huishoudinkomensdecielen;2004;0.2;4302501
904;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;1e deciel (laagste);1997;0.0;331527
905;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;1e deciel (laagste);2004;0.1;356204
906;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;2e deciel;1997;0.3;352603
907;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;2e deciel;2004;0.2;364422
908;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;3e deciel;1997;0.2;405890
909;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;3e deciel;2004;0.4;392503
910;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;4e deciel;1997;0.3;421437
911;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;4e deciel;2004;0.5;410332
912;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;5e deciel;1997;0.1;432037
913;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;5e deciel;2004;0.2;428652
914;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;6e deciel;1997;0.3;442662
915;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;6e deciel;2004;0.3;443799
916;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;7e deciel;1997;0.2;452235
917;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;7e deciel;2004;0.2;459383
918;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;8e deciel;1997;0.2;458850
919;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;8e deciel;2004;0.1;474677
920;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;9e deciel;1997;0.2;468243
921;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;9e deciel;2004;0.3;489982
922;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;10e deciel (hoogste);1997;0.1;470367
923;Mannen en vrouwen;Totaal alle leeftijden;2.1.8  Pleurakanker;10e deciel (hoogste);2004;0.2;482547
924;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;Totaal huishoudinkomensdecielen;1997;2.3;4235851
925;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;Totaal huishoudinkomensdecielen;2004;4.8;4302501
926;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;1e deciel (laagste);1997;1.3;331527
927;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;1e deciel (laagste);2004;1.6;356204
928;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;2e deciel;1997;3.7;352603
929;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;2e deciel;2004;4.9;364422
930;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;3e deciel;1997;2.8;405890
931;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;3e deciel;2004;7.4;392503
932;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;4e deciel;1997;2.5;421437
933;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;4e deciel;2004;6.1;410332
934;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;5e deciel;1997;2.0;432037
935;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;5e deciel;2004;4.7;428652
936;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;6e deciel;1997;2.4;442662
937;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;6e deciel;2004;4.5;443799
938;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;7e deciel;1997;1.9;452235
939;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;7e deciel;2004;4.2;459383
940;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;8e deciel;1997;1.7;458850
941;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;8e deciel;2004;5.3;474677
942;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;9e deciel;1997;2.0;468243
943;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;9e deciel;2004;4.5;489982
944;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;10e deciel (hoogste);1997;2.7;470367
945;Mannen en vrouwen;Totaal alle leeftijden;2.1.9  Huidkanker;10e deciel (hoogste);2004;5.4;482547
946;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;Totaal huishoudinkomensdecielen;1997;6.8;4235851
947;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;Totaal huishoudinkomensdecielen;2004;8.4;4302501
948;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;1e deciel (laagste);1997;4.9;331527
949;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;1e deciel (laagste);2004;4.4;356204
950;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;2e deciel;1997;8.6;352603
951;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;2e deciel;2004;9.5;364422
952;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;3e deciel;1997;7.6;405890
953;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;3e deciel;2004;10.5;392503
954;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;4e deciel;1997;5.9;421437
955;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;4e deciel;2004;9.4;410332
956;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;5e deciel;1997;6.1;432037
957;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;5e deciel;2004;8.1;428652
958;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;6e deciel;1997;6.5;442662
959;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;6e deciel;2004;7.7;443799
960;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;7e deciel;1997;7.0;452235
961;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;7e deciel;2004;7.7;459383
962;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;8e deciel;1997;6.7;458850
963;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;8e deciel;2004;8.9;474677
964;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;9e deciel;1997;6.7;468243
965;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;9e deciel;2004;9.0;489982
966;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;10e deciel (hoogste);1997;7.7;470367
967;Mannen en vrouwen;Totaal alle leeftijden;2.1.10  Borstkanker;10e deciel (hoogste);2004;9.1;482547
968;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;Totaal huishoudinkomensdecielen;1997;0.6;4235851
969;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;Totaal huishoudinkomensdecielen;2004;0.5;4302501
970;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;1e deciel (laagste);1997;0.7;331527
971;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;1e deciel (laagste);2004;0.3;356204
972;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;2e deciel;1997;0.9;352603
973;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;2e deciel;2004;1.1;364422
974;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;3e deciel;1997;0.7;405890
975;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;3e deciel;2004;0.6;392503
976;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;4e deciel;1997;0.4;421437
977;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;4e deciel;2004;0.5;410332
978;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;5e deciel;1997;0.5;432037
979;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;5e deciel;2004;0.6;428652
980;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;6e deciel;1997;0.4;442662
981;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;6e deciel;2004;0.4;443799
982;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;7e deciel;1997;0.7;452235
983;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;7e deciel;2004;0.3;459383
984;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;8e deciel;1997;0.7;458850
985;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;8e deciel;2004;0.4;474677
986;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;9e deciel;1997;0.5;468243
987;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;9e deciel;2004;0.5;489982
988;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;10e deciel (hoogste);1997;0.5;470367
989;Mannen en vrouwen;Totaal alle leeftijden;2.1.11  Baarmoederhalskanker;10e deciel (hoogste);2004;0.4;482547
990;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;Totaal huishoudinkomensdecielen;1997;1.3;4235851
991;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;Totaal huishoudinkomensdecielen;2004;1.3;4302501
992;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;1e deciel (laagste);1997;0.9;331527
993;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;1e deciel (laagste);2004;0.8;356204
994;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;2e deciel;1997;1.6;352603
995;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;2e deciel;2004;1.3;364422
996;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;3e deciel;1997;1.3;405890
997;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;3e deciel;2004;1.9;392503
998;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;4e deciel;1997;1.5;421437
999;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;4e deciel;2004;1.6;410332
1000;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;5e deciel;1997;0.9;432037
1001;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;5e deciel;2004;0.9;428652
1002;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;6e deciel;1997;1.2;442662
1003;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;6e deciel;2004;1.4;443799
1004;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;7e deciel;1997;1.1;452235
1005;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;7e deciel;2004;1.0;459383
1006;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;8e deciel;1997;1.3;458850
1007;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;8e deciel;2004;1.0;474677
1008;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;9e deciel;1997;1.4;468243
1009;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;9e deciel;2004;1.4;489982
1010;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;10e deciel (hoogste);1997;1.3;470367
1011;Mannen en vrouwen;Totaal alle leeftijden;2.1.12  Ovariumkanker;10e deciel (hoogste);2004;1.2;482547
1012;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;Totaal huishoudinkomensdecielen;1997;2.8;4235851
1013;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;Totaal huishoudinkomensdecielen;2004;3.6;4302501
1014;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;1e deciel (laagste);1997;1.2;331527
1015;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;1e deciel (laagste);2004;0.8;356204
1016;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;2e deciel;1997;3.9;352603
1017;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;2e deciel;2004;2.7;364422
1018;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;3e deciel;1997;4.3;405890
1019;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;3e deciel;2004;4.9;392503
1020;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;4e deciel;1997;2.9;421437
1021;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;4e deciel;2004;4.5;410332
1022;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;5e deciel;1997;2.3;432037
1023;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;5e deciel;2004;3.4;428652
1024;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;6e deciel;1997;2.6;442662
1025;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;6e deciel;2004;3.6;443799
1026;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;7e deciel;1997;2.3;452235
1027;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;7e deciel;2004;3.7;459383
1028;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;8e deciel;1997;2.4;458850
1029;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;8e deciel;2004;3.6;474677
1030;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;9e deciel;1997;2.5;468243
1031;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;9e deciel;2004;3.9;489982
1032;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;10e deciel (hoogste);1997;3.8;470367
1033;Mannen en vrouwen;Totaal alle leeftijden;2.1.13  Prostaatkanker;10e deciel (hoogste);2004;5.3;482547
1034;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;Totaal huishoudinkomensdecielen;1997;3.6;4235851
1035;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;Totaal huishoudinkomensdecielen;2004;3.7;4302501
1036;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;1e deciel (laagste);1997;1.5;331527
1037;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;1e deciel (laagste);2004;1.1;356204
1038;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;2e deciel;1997;6.1;352603
1039;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;2e deciel;2004;4.2;364422
1040;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;3e deciel;1997;5.2;405890
1041;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;3e deciel;2004;7.0;392503
1042;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;4e deciel;1997;3.7;421437
1043;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;4e deciel;2004;5.5;410332
1044;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;5e deciel;1997;3.3;432037
1045;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;5e deciel;2004;3.9;428652
1046;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;6e deciel;1997;3.0;442662
1047;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;6e deciel;2004;3.3;443799
1048;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;7e deciel;1997;2.8;452235
1049;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;7e deciel;2004;3.1;459383
1050;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;8e deciel;1997;2.9;458850
1051;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;8e deciel;2004;2.7;474677
1052;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;9e deciel;1997;3.2;468243
1053;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;9e deciel;2004;3.4;489982
1054;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;10e deciel (hoogste);1997;3.8;470367
1055;Mannen en vrouwen;Totaal alle leeftijden;2.1.14  Blaaskanker;10e deciel (hoogste);2004;2.9;482547
1056;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;Totaal huishoudinkomensdecielen;1997;1.1;4235851
1057;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;Totaal huishoudinkomensdecielen;2004;1.2;4302501
1058;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;1e deciel (laagste);1997;0.6;331527
1059;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;1e deciel (laagste);2004;0.5;356204
1060;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;2e deciel;1997;1.9;352603
1061;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;2e deciel;2004;1.4;364422
1062;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;3e deciel;1997;1.8;405890
1063;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;3e deciel;2004;1.3;392503
1064;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;4e deciel;1997;0.8;421437
1065;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;4e deciel;2004;1.6;410332
1066;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;5e deciel;1997;0.8;432037
1067;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;5e deciel;2004;0.9;428652
1068;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;6e deciel;1997;1.0;442662
1069;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;6e deciel;2004;1.2;443799
1070;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;7e deciel;1997;1.0;452235
1071;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;7e deciel;2004;1.1;459383
1072;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;8e deciel;1997;1.2;458850
1073;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;8e deciel;2004;1.1;474677
1074;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;9e deciel;1997;1.0;468243
1075;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;9e deciel;2004;1.5;489982
1076;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;10e deciel (hoogste);1997;1.0;470367
1077;Mannen en vrouwen;Totaal alle leeftijden;2.1.15  Nierkanker;10e deciel (hoogste);2004;1.2;482547
1078;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;Totaal huishoudinkomensdecielen;1997;0.8;4235851
1079;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;Totaal huishoudinkomensdecielen;2004;0.8;4302501
1080;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;1e deciel (laagste);1997;0.3;331527
1081;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;1e deciel (laagste);2004;0.9;356204
1082;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;2e deciel;1997;0.7;352603
1083;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;2e deciel;2004;0.9;364422
1084;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;3e deciel;1997;0.8;405890
1085;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;3e deciel;2004;0.8;392503
1086;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;4e deciel;1997;0.8;421437
1087;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;4e deciel;2004;1.1;410332
1088;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;5e deciel;1997;0.9;432037
1089;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;5e deciel;2004;0.8;428652
1090;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;6e deciel;1997;0.8;442662
1091;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;6e deciel;2004;0.7;443799
1092;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;7e deciel;1997;0.8;452235
1093;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;7e deciel;2004;0.9;459383
1094;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;8e deciel;1997;0.8;458850
1095;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;8e deciel;2004;0.5;474677
1096;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;9e deciel;1997;1.0;468243
1097;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;9e deciel;2004;0.7;489982
1098;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;10e deciel (hoogste);1997;0.9;470367
1099;Mannen en vrouwen;Totaal alle leeftijden;2.1.16  Hersenkanker;10e deciel (hoogste);2004;0.9;482547
1100;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;Totaal huishoudinkomensdecielen;1997;4.3;4235851
1101;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;Totaal huishoudinkomensdecielen;2004;5.4;4302501
1102;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;1e deciel (laagste);1997;2.9;331527
1103;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;1e deciel (laagste);2004;2.8;356204
1104;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2e deciel;1997;6.2;352603
1105;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;2e deciel;2004;6.0;364422
1106;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;3e deciel;1997;4.7;405890
1107;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;3e deciel;2004;6.7;392503
1108;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;4e deciel;1997;5.1;421437
1109;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;4e deciel;2004;6.2;410332
1110;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;5e deciel;1997;4.1;432037
1111;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;5e deciel;2004;5.0;428652
1112;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;6e deciel;1997;3.7;442662
1113;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;6e deciel;2004;4.6;443799
1114;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;7e deciel;1997;3.9;452235
1115;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;7e deciel;2004;5.1;459383
1116;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;8e deciel;1997;3.7;458850
1117;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;8e deciel;2004;6.1;474677
1118;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;9e deciel;1997;4.0;468243
1119;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;9e deciel;2004;5.1;489982
1120;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;10e deciel (hoogste);1997;4.5;470367
1121;Mannen en vrouwen;Totaal alle leeftijden;2.1.17 Kank. lymfatisch en bloedv.weefs.;10e deciel (hoogste);2004;6.1;482547
1122;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);Totaal huishoudinkomensdecielen;1997;1.8;4235851
1123;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);Totaal huishoudinkomensdecielen;2004;2.3;4302501
1124;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);1e deciel (laagste);1997;0.8;331527
1125;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);1e deciel (laagste);2004;0.8;356204
1126;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2e deciel;1997;2.8;352603
1127;Mannen en vrouwen;Totaal alle leeftijden;2.1.17.1  Non-Hodgkin lymfomen (NHL);2e deciel;2004;2.5;364422
