ID;TypeZelfstandige;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20;Inkomensbronnen_21
741;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2008;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
742;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2009;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
743;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2010;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
744;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2011;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
745;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2012;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
746;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2013;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
747;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2014;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
748;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2015;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
749;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;D Energievoorziening;2016;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
750;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2007;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
751;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2008;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
752;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2009;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
753;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2010;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
754;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2011;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
755;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2012;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
756;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2013;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
757;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2014;0.0;;;;;;;;;;0.0;;;;;;;;;;0.0
758;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2015;0.1;;;;;;;;;;0.1;;;;;;;;;;0.1
759;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;E Waterbedrijven en afvalbeheer;2016;0.0;;;;;;;;;;0.1;;;;;;;;;;0.1
760;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2007;2.6;31.6;30.6;31.1;30.0;31.7;30.4;2.2;81.5;18.4;3.0;29.3;28.6;27.2;27.0;31.1;29.7;2.4;89.0;18.8;3.0
761;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2008;3.5;32.8;31.6;32.2;30.9;32.3;31.1;3.2;67.4;15.6;3.8;31.3;30.3;29.4;28.7;31.9;30.7;3.5;72.7;15.7;3.8
762;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2009;3.7;28.6;27.3;28.3;26.9;29.4;28.7;3.5;39.7;11.4;4.2;27.1;25.7;25.4;24.5;29.1;28.2;3.9;43.1;11.6;4.2
763;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2010;3.8;26.5;24.7;25.3;23.4;28.4;27.7;3.2;37.1;12.6;4.6;25.0;23.4;21.5;19.6;28.0;27.2;3.8;40.6;11.5;4.5
764;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2011;5.2;29.6;28.5;28.4;27.0;32.8;32.0;4.1;42.3;10.9;6.2;28.5;27.4;24.8;23.3;32.3;31.5;4.5;43.5;10.9;6.1
765;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2012;5.1;27.1;25.6;26.1;24.4;31.7;30.8;4.1;36.9;12.4;6.1;26.1;24.8;22.8;21.2;31.4;30.5;4.6;40.8;12.1;6.0
766;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2013;4.9;27.0;25.7;25.8;24.1;32.5;31.7;4.0;32.3;11.9;5.8;26.1;25.0;22.6;20.6;32.0;31.3;4.4;33.0;11.8;5.7
767;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2014;5.0;28.6;26.9;27.3;25.5;34.9;33.5;4.0;40.1;12.4;5.9;27.4;25.8;23.8;21.8;34.4;32.8;4.5;39.3;12.2;5.8
768;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2015;5.3;29.8;28.3;28.6;26.9;35.3;34.4;4.3;41.0;12.5;6.2;28.5;27.3;25.1;23.5;34.6;33.6;4.8;38.9;12.2;6.1
769;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;F Bouwnijverheid;2016;5.2;32.2;30.3;30.8;28.8;36.4;35.6;4.2;42.7;13.8;6.0;30.7;29.2;27.3;25.3;35.7;34.8;4.6;41.8;13.4;5.9
770;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2007;1.9;19.4;16.8;18.1;15.3;25.5;23.6;1.4;78.5;18.5;3.0;17.2;14.6;11.4;5.8;25.1;22.8;2.2;71.8;12.7;2.8
771;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2008;2.0;19.6;16.3;18.2;14.9;25.3;23.4;1.8;65.7;14.5;3.1;17.5;14.5;11.8;6.4;24.9;23.3;2.6;62.4;10.6;2.9
772;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2009;2.1;19.9;16.7;18.3;15.2;25.3;23.8;1.9;55.8;13.5;3.3;17.3;14.2;11.7;6.0;24.3;23.0;2.8;48.6;9.7;3.1
773;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2010;2.4;21.8;16.0;19.9;13.9;26.9;24.1;2.0;54.5;16.6;4.2;18.1;13.9;11.2;4.2;25.0;22.8;3.2;43.7;10.9;4.0
774;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2011;3.4;20.2;16.4;18.5;14.4;29.4;26.2;2.7;53.2;14.9;5.9;17.7;14.6;10.6;4.2;27.7;25.3;4.1;45.6;10.7;5.6
775;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2012;3.4;18.1;14.4;16.4;12.6;29.1;25.0;2.7;45.1;15.5;5.9;16.3;13.4;9.6;3.3;27.6;24.7;4.1;35.8;11.3;5.6
776;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2013;3.5;18.2;14.0;16.4;11.9;28.3;25.0;2.7;34.6;15.3;6.1;16.2;12.4;9.7;3.1;27.4;24.6;4.3;27.4;10.8;5.8
777;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2014;3.6;19.2;14.7;17.4;12.8;30.7;26.2;2.8;32.9;13.5;6.3;17.0;13.3;10.0;2.9;29.4;25.8;4.4;26.2;10.0;6.0
778;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2015;3.7;21.4;15.9;19.4;13.7;31.1;27.7;2.9;41.7;13.6;6.8;18.5;14.2;11.0;3.0;29.7;26.8;4.8;31.7;9.4;6.5
779;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;G Handel;2016;3.8;38.7;18.1;36.2;15.1;37.6;30.1;2.9;40.6;16.2;6.9;28.5;15.0;21.0;4.9;34.4;28.5;4.7;31.6;10.8;6.7
780;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2007;0.5;26.4;25.0;25.6;23.3;31.1;28.8;0.4;57.0;20.7;0.9;20.2;16.9;16.0;9.8;27.8;24.8;0.5;62.2;18.5;0.7
781;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2008;0.6;28.8;25.7;27.6;25.0;33.0;29.2;0.6;52.4;17.5;1.1;21.6;17.8;17.0;11.0;28.9;25.5;0.7;62.9;15.5;0.8
782;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2009;0.7;21.8;21.2;20.8;19.5;24.9;25.5;0.7;29.5;10.8;1.2;17.1;13.9;13.2;8.2;23.5;23.3;0.8;33.8;9.9;0.9
783;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2010;0.8;23.9;20.6;21.9;18.8;26.6;24.5;0.6;13.1;9.5;1.4;18.9;15.2;13.8;8.1;25.1;23.5;0.9;18.6;8.2;1.1
784;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2011;1.3;24.6;21.7;22.9;20.2;30.5;26.9;0.9;10.1;8.5;2.0;20.4;17.3;15.6;10.3;28.0;25.2;1.1;13.1;8.4;1.6
785;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2012;1.4;25.0;22.0;23.5;20.3;28.8;27.1;0.9;6.6;7.9;2.1;21.0;17.6;16.3;11.7;27.5;25.9;1.2;9.4;7.8;1.8
786;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2013;1.5;24.5;21.2;22.7;19.8;28.6;26.2;1.0;5.4;8.6;2.1;21.3;18.4;16.6;12.4;27.4;25.6;1.3;7.3;8.4;1.9
787;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2014;1.5;24.9;22.6;23.2;20.3;30.4;27.6;1.1;6.6;7.8;2.2;21.2;18.2;16.5;12.3;29.0;26.2;1.3;7.2;7.7;1.9
788;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2015;1.5;27.8;23.5;25.9;21.5;32.9;29.3;1.1;9.6;8.5;2.3;23.0;19.2;18.0;12.6;30.5;27.5;1.4;10.2;8.1;1.9
789;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;H Vervoer en opslag;2016;1.7;32.4;24.9;29.9;22.5;33.8;30.1;1.1;8.4;9.3;2.6;26.8;20.0;21.4;13.8;31.6;28.5;1.5;9.6;8.8;2.2
790;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2007;0.6;19.4;18.6;17.8;17.2;22.9;22.0;0.4;37.8;11.4;0.8;17.2;15.8;13.6;11.5;22.6;21.8;0.6;38.4;10.6;0.8
791;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2008;0.6;20.1;19.0;18.3;16.7;22.9;22.1;0.5;30.0;10.0;0.8;17.2;14.5;12.9;9.1;22.4;21.8;0.7;27.2;8.1;0.8
792;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2009;0.6;19.6;17.8;17.9;15.5;22.7;22.8;0.6;20.9;7.8;0.9;17.1;14.4;13.1;9.7;22.6;22.4;0.8;23.0;6.8;0.9
793;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2010;0.7;20.4;17.5;18.5;15.1;24.3;23.1;0.5;23.0;10.9;1.0;17.2;14.4;12.3;8.4;23.3;22.3;0.8;22.8;9.8;1.0
794;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2011;1.1;20.6;18.4;18.8;16.8;26.2;24.7;0.8;21.4;10.0;1.5;18.8;16.8;13.9;10.3;25.2;23.7;1.0;18.7;9.2;1.4
795;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2012;1.1;18.3;16.8;16.5;14.6;25.8;23.4;0.8;15.3;11.1;1.5;16.6;14.8;12.0;9.1;24.9;23.0;1.1;14.9;10.0;1.5
796;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2013;1.1;19.2;16.5;17.4;14.8;26.5;24.7;0.8;16.3;10.1;1.5;17.2;14.7;12.5;8.7;25.5;24.0;1.1;14.0;9.5;1.5
797;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2014;1.1;19.9;17.1;18.2;15.4;29.2;25.7;0.9;13.5;12.2;1.6;18.0;15.3;13.3;9.0;28.1;25.1;1.1;11.4;10.8;1.5
798;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2015;1.2;23.0;18.6;21.0;16.5;31.1;27.2;0.9;17.8;11.6;1.7;19.9;16.1;14.7;9.0;28.9;25.8;1.1;12.6;9.9;1.6
799;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;I Horeca;2016;1.3;53.6;27.5;50.4;24.8;43.7;33.5;0.9;18.1;13.3;1.7;44.1;21.4;38.5;14.9;39.2;30.7;1.1;13.2;10.7;1.7
800;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2007;0.7;26.0;20.0;23.7;16.9;31.2;26.9;0.5;63.8;10.9;1.7;18.6;13.2;10.8;4.3;26.5;24.0;1.1;45.3;4.6;1.5
801;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2008;0.7;26.6;19.3;24.1;16.3;31.0;28.1;0.6;63.2;10.0;1.9;18.4;13.3;10.8;4.1;26.3;24.2;1.4;42.6;4.9;1.6
802;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2009;0.8;23.6;18.5;21.3;15.8;28.5;26.5;0.7;39.3;8.6;2.2;16.4;12.3;9.0;3.2;25.0;23.4;1.5;37.5;4.3;1.7
803;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2010;0.9;22.4;17.9;19.8;14.5;28.1;26.2;0.7;38.5;8.2;2.8;15.5;11.3;8.0;2.6;24.1;23.0;1.7;29.1;4.1;2.2
804;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2011;1.4;24.2;18.2;22.0;15.5;30.4;28.7;1.0;28.1;6.1;3.8;17.4;12.1;9.5;3.1;27.0;25.6;2.1;26.4;3.7;3.2
805;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2012;1.5;25.1;18.7;22.7;16.6;31.1;28.3;1.0;27.6;6.2;3.9;17.5;12.2;10.0;3.4;26.8;25.4;2.2;22.4;3.4;3.4
806;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2013;1.5;22.4;16.5;20.0;14.3;29.3;27.7;1.1;18.1;5.4;3.8;16.6;11.4;9.4;3.6;26.6;25.5;2.2;15.3;3.5;3.3
807;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2014;1.6;23.3;17.3;21.0;14.7;32.4;28.8;1.1;23.1;5.3;3.9;17.3;11.7;9.9;3.5;28.8;26.0;2.3;17.0;3.6;3.3
808;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2015;1.6;23.5;17.2;21.3;14.3;31.9;29.5;1.2;25.4;5.3;4.6;17.2;11.7;9.3;3.3;28.0;26.5;2.4;18.9;3.5;3.9
809;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;J Informatie en communicatie;2016;1.6;22.9;16.6;20.5;14.0;32.2;29.6;1.1;27.5;6.2;4.5;17.1;11.7;9.1;3.6;29.2;27.5;2.5;22.8;3.8;4.0
810;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2007;0.2;37.3;39.4;32.5;36.7;39.6;32.9;0.1;239.2;72.6;0.2;27.8;25.8;21.8;18.6;36.6;31.0;0.2;234.4;83.2;0.2
811;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2008;0.2;38.5;39.7;34.7;37.6;32.7;30.0;0.1;118.5;70.0;0.3;29.6;29.4;23.8;22.1;30.2;27.7;0.2;173.5;93.2;0.3
812;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2009;0.2;36.8;39.7;32.4;36.8;36.0;31.6;0.1;123.1;61.2;0.3;26.8;23.8;20.5;14.9;33.8;29.8;0.2;210.6;96.2;0.3
813;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2010;0.1;38.4;39.1;34.1;36.5;35.6;31.4;0.1;167.9;90.4;0.2;25.7;20.3;18.0;7.3;30.9;27.9;0.2;175.8;79.1;0.2
814;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2011;0.2;37.7;40.0;34.5;36.2;39.4;33.0;0.1;152.1;77.8;0.3;28.6;27.0;20.9;13.6;39.4;32.4;0.2;206.8;86.9;0.3
815;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2012;0.2;36.8;39.8;34.2;37.2;45.6;33.9;0.1;170.8;238.8;0.3;28.6;27.4;21.6;14.4;43.7;32.2;0.2;155.5;195.5;0.3
816;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2013;0.2;41.2;37.4;37.3;32.3;36.4;33.7;0.1;121.7;93.7;0.3;31.7;24.7;23.6;15.0;37.0;33.1;0.2;121.7;90.7;0.3
817;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2014;0.2;36.3;37.0;33.1;32.6;53.9;34.3;0.2;115.2;116.5;0.4;30.9;29.0;23.0;18.0;50.9;32.7;0.2;115.4;150.1;0.4
818;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2015;0.2;36.9;39.6;34.0;35.0;43.0;36.1;0.1;133.6;116.1;0.4;28.9;27.6;21.9;14.6;40.5;34.3;0.2;157.4;169.3;0.4
819;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;K Financiële dienstverlening;2016;0.2;36.8;36.1;34.4;33.1;42.1;36.8;0.1;136.5;66.0;0.4;28.6;25.6;21.1;12.2;47.6;35.0;0.2;145.1;113.2;0.4
820;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2007;0.1;;;;;;;;;;0.1;;;;;;;;;;0.1
821;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2008;0.0;;;;;;;;;;0.1;;;;;;;;;;0.1
822;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2009;0.1;;;;;;;;;;0.1;17.7;17.2;10.4;6.8;25.6;25.1;0.1;92.0;14.3;0.1
823;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2010;0.1;;;;;;;;;;0.1;21.7;18.0;14.0;6.5;34.1;22.2;0.1;44.2;14.6;0.1
824;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2011;0.1;;;;;;;;;;0.1;19.8;16.2;10.8;4.9;22.7;26.2;0.1;108.9;14.6;0.1
825;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2012;0.1;;;;;;;;;;0.1;20.4;15.6;12.2;5.4;36.4;27.4;0.1;84.9;14.2;0.1
826;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2013;0.1;;;;;;;;;;0.1;20.0;15.4;13.1;4.7;34.3;28.8;0.1;87.6;19.2;0.1
827;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2014;0.1;;;;;;;;;;0.1;21.0;17.0;13.4;6.2;30.1;26.8;0.1;15.9;13.8;0.1
828;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2015;0.1;;;;;;;;;;0.1;20.3;15.0;12.1;5.2;30.8;27.6;0.1;19.2;5.0;0.1
829;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;L Verhuur en handel van onroerend goed;2016;0.1;;;;;;;;;;0.1;30.2;20.9;20.9;7.7;41.1;29.2;0.1;18.1;9.2;0.1
830;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2007;0.7;25.4;19.5;22.4;17.1;30.9;27.3;0.5;60.0;12.9;2.0;16.0;11.1;8.6;2.3;26.1;23.3;1.1;64.3;8.4;1.3
831;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2008;0.8;25.5;20.3;22.5;16.9;32.9;27.9;0.7;42.8;10.5;2.2;17.3;12.6;9.4;3.2;26.6;23.9;1.3;34.7;6.9;1.5
832;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2009;0.9;22.9;18.4;20.4;15.5;29.5;26.2;0.8;35.6;8.8;2.5;16.3;12.0;9.1;3.2;25.8;23.4;1.6;28.4;5.6;1.8
833;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2010;1.2;23.4;16.6;20.3;12.6;29.3;26.0;0.9;38.1;8.9;3.3;16.0;11.3;8.5;2.5;25.0;22.5;1.9;24.1;5.5;2.6
834;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2011;1.9;23.0;16.7;20.0;13.9;30.9;27.5;1.3;25.8;6.9;4.8;17.0;12.5;9.1;3.0;26.6;24.5;2.4;16.0;4.9;4.1
835;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2012;2.1;21.1;16.0;18.2;13.0;30.4;26.7;1.4;19.7;6.3;5.0;16.6;12.1;9.0;3.4;26.7;24.3;2.6;13.9;4.2;4.4
836;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2013;2.3;20.4;15.5;17.6;12.6;30.8;27.9;1.5;17.0;5.5;5.3;16.4;12.1;8.9;3.6;27.0;25.1;2.7;9.8;4.3;4.7
837;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2014;2.5;21.9;15.9;19.2;12.9;33.4;28.9;1.6;17.3;5.5;5.9;16.9;12.1;9.4;3.4;29.0;25.6;3.1;9.8;4.0;4.9
838;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2015;2.8;22.0;15.6;19.1;12.5;32.3;29.4;1.8;19.7;5.8;7.1;16.5;11.9;8.9;3.1;27.6;25.8;3.6;11.6;4.0;6.1
839;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;M Specialistische zakelijke diensten;2016;2.8;31.0;15.9;27.9;12.2;36.3;29.8;1.9;21.4;6.0;7.2;20.7;12.5;12.7;3.5;30.4;27.0;3.8;14.6;4.3;6.3
840;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2007;0.7;28.4;24.4;27.0;23.6;30.2;27.6;0.5;66.2;19.8;2.5;15.9;10.2;8.7;1.5;25.5;23.3;0.9;126.6;15.7;0.9
841;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2008;0.8;27.7;24.4;25.8;22.3;30.0;28.4;0.7;70.3;19.5;2.8;15.2;10.2;8.5;1.6;25.8;24.5;1.1;126.4;15.6;1.1
842;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2009;0.8;26.5;22.9;25.0;21.0;28.8;27.8;0.7;56.1;14.7;2.5;16.0;10.7;9.2;1.8;26.1;24.4;1.2;106.1;12.4;1.1
843;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2010;1.0;23.0;19.4;21.2;17.3;27.3;26.0;0.8;33.6;13.3;2.8;15.3;10.5;8.6;2.0;25.2;23.8;1.4;71.3;10.2;1.5
844;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2011;1.5;25.5;21.5;24.1;20.0;30.5;28.7;1.1;30.5;11.5;3.3;18.2;13.1;11.6;3.3;28.3;26.6;1.6;59.0;9.9;2.1
845;Zelfstandige;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;N Verhuur en overige zakelijke diensten;2012;1.5;23.7;20.0;22.1;18.1;29.3;28.1;1.1;29.2;13.3;3.4;16.9;12.2;10.7;3.3;27.6;26.4;1.6;48.6;11.2;2.1
