ID;VormenVanJeugdzorg;RegioS;Perioden;JongerenInJeugdzorg_1;ZorgduurJeugdzorg_2
975;Totaal alle vormen van jeugdzorg;Harderwijk;2014;270.0;92880.0
976;Totaal alle vormen van jeugdzorg;Hardinxveld-Giessendam;2011;80.0;37000.0
977;Totaal alle vormen van jeugdzorg;Hardinxveld-Giessendam;2012;70.0;35850.0
978;Totaal alle vormen van jeugdzorg;Hardinxveld-Giessendam;2013;95.0;40230.0
979;Totaal alle vormen van jeugdzorg;Hardinxveld-Giessendam;2014;90.0;40660.0
980;Totaal alle vormen van jeugdzorg;Haren;2011;75.0;18960.0
981;Totaal alle vormen van jeugdzorg;Haren;2012;65.0;16050.0
982;Totaal alle vormen van jeugdzorg;Haren;2013;45.0;12650.0
983;Totaal alle vormen van jeugdzorg;Haren;2014;45.0;12340.0
984;Totaal alle vormen van jeugdzorg;Harenkarspel;2011;60.0;16120.0
985;Totaal alle vormen van jeugdzorg;Harenkarspel;2012;75.0;20190.0
986;Totaal alle vormen van jeugdzorg;Harenkarspel;2013;;
987;Totaal alle vormen van jeugdzorg;Harenkarspel;2014;;
988;Totaal alle vormen van jeugdzorg;Harlingen;2011;90.0;27450.0
989;Totaal alle vormen van jeugdzorg;Harlingen;2012;95.0;30000.0
990;Totaal alle vormen van jeugdzorg;Harlingen;2013;100.0;32590.0
991;Totaal alle vormen van jeugdzorg;Harlingen;2014;95.0;32600.0
992;Totaal alle vormen van jeugdzorg;Hattem;2011;40.0;19180.0
993;Totaal alle vormen van jeugdzorg;Hattem;2012;40.0;19370.0
994;Totaal alle vormen van jeugdzorg;Hattem;2013;40.0;19230.0
995;Totaal alle vormen van jeugdzorg;Hattem;2014;40.0;18900.0
996;Totaal alle vormen van jeugdzorg;Heemskerk;2011;255.0;96050.0
997;Totaal alle vormen van jeugdzorg;Heemskerk;2012;250.0;96650.0
998;Totaal alle vormen van jeugdzorg;Heemskerk;2013;255.0;92830.0
999;Totaal alle vormen van jeugdzorg;Heemskerk;2014;220.0;67640.0
1000;Totaal alle vormen van jeugdzorg;Heemstede;2011;75.0;24050.0
1001;Totaal alle vormen van jeugdzorg;Heemstede;2012;70.0;26850.0
1002;Totaal alle vormen van jeugdzorg;Heemstede;2013;90.0;28050.0
1003;Totaal alle vormen van jeugdzorg;Heemstede;2014;70.0;26770.0
1004;Totaal alle vormen van jeugdzorg;Heerde;2011;75.0;32760.0
1005;Totaal alle vormen van jeugdzorg;Heerde;2012;70.0;29350.0
1006;Totaal alle vormen van jeugdzorg;Heerde;2013;75.0;30580.0
1007;Totaal alle vormen van jeugdzorg;Heerde;2014;80.0;31200.0
1008;Totaal alle vormen van jeugdzorg;Heerenveen;2011;265.0;80400.0
1009;Totaal alle vormen van jeugdzorg;Heerenveen;2012;245.0;82670.0
1010;Totaal alle vormen van jeugdzorg;Heerenveen;2013;265.0;84570.0
1011;Totaal alle vormen van jeugdzorg;Heerenveen;2014;280.0;95910.0
1012;Totaal alle vormen van jeugdzorg;Heerhugowaard;2011;375.0;138850.0
1013;Totaal alle vormen van jeugdzorg;Heerhugowaard;2012;405.0;144320.0
1014;Totaal alle vormen van jeugdzorg;Heerhugowaard;2013;440.0;179460.0
1015;Totaal alle vormen van jeugdzorg;Heerhugowaard;2014;410.0;160950.0
1016;Totaal alle vormen van jeugdzorg;Heerlen;2011;950.0;357860.0
1017;Totaal alle vormen van jeugdzorg;Heerlen;2012;880.0;310420.0
1018;Totaal alle vormen van jeugdzorg;Heerlen;2013;880.0;324680.0
1019;Totaal alle vormen van jeugdzorg;Heerlen;2014;910.0;337660.0
1020;Totaal alle vormen van jeugdzorg;Heeze-Leende;2011;45.0;12720.0
1021;Totaal alle vormen van jeugdzorg;Heeze-Leende;2012;45.0;12330.0
1022;Totaal alle vormen van jeugdzorg;Heeze-Leende;2013;45.0;14850.0
1023;Totaal alle vormen van jeugdzorg;Heeze-Leende;2014;35.0;11410.0
1024;Totaal alle vormen van jeugdzorg;Heiloo;2011;60.0;22900.0
1025;Totaal alle vormen van jeugdzorg;Heiloo;2012;60.0;25560.0
1026;Totaal alle vormen van jeugdzorg;Heiloo;2013;70.0;27010.0
1027;Totaal alle vormen van jeugdzorg;Heiloo;2014;65.0;26930.0
1028;Totaal alle vormen van jeugdzorg;Den Helder;2011;615.0;202210.0
1029;Totaal alle vormen van jeugdzorg;Den Helder;2012;665.0;238220.0
1030;Totaal alle vormen van jeugdzorg;Den Helder;2013;645.0;240480.0
1031;Totaal alle vormen van jeugdzorg;Den Helder;2014;660.0;227230.0
1032;Totaal alle vormen van jeugdzorg;Hellendoorn;2011;155.0;80110.0
1033;Totaal alle vormen van jeugdzorg;Hellendoorn;2012;150.0;75670.0
1034;Totaal alle vormen van jeugdzorg;Hellendoorn;2013;155.0;75330.0
1035;Totaal alle vormen van jeugdzorg;Hellendoorn;2014;135.0;70940.0
1036;Totaal alle vormen van jeugdzorg;Hellevoetsluis;2011;245.0;110250.0
1037;Totaal alle vormen van jeugdzorg;Hellevoetsluis;2012;265.0;109870.0
1038;Totaal alle vormen van jeugdzorg;Hellevoetsluis;2013;250.0;104200.0
1039;Totaal alle vormen van jeugdzorg;Hellevoetsluis;2014;240.0;96410.0
1040;Totaal alle vormen van jeugdzorg;Helmond;2011;690.0;240060.0
1041;Totaal alle vormen van jeugdzorg;Helmond;2012;690.0;240600.0
1042;Totaal alle vormen van jeugdzorg;Helmond;2013;700.0;253070.0
1043;Totaal alle vormen van jeugdzorg;Helmond;2014;650.0;263380.0
1044;Totaal alle vormen van jeugdzorg;Hendrik-Ido-Ambacht;2011;130.0;47970.0
1045;Totaal alle vormen van jeugdzorg;Hendrik-Ido-Ambacht;2012;105.0;35230.0
1046;Totaal alle vormen van jeugdzorg;Hendrik-Ido-Ambacht;2013;135.0;45310.0
1047;Totaal alle vormen van jeugdzorg;Hendrik-Ido-Ambacht;2014;125.0;43960.0
1048;Totaal alle vormen van jeugdzorg;Hengelo (O.);2011;515.0;222120.0
1049;Totaal alle vormen van jeugdzorg;Hengelo (O.);2012;525.0;225930.0
1050;Totaal alle vormen van jeugdzorg;Hengelo (O.);2013;475.0;188430.0
1051;Totaal alle vormen van jeugdzorg;Hengelo (O.);2014;470.0;182320.0
1052;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch;2011;940.0;346990.0
1053;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch;2012;860.0;329350.0
1054;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch;2013;820.0;317840.0
1055;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch;2014;835.0;332180.0
1056;Totaal alle vormen van jeugdzorg;Heumen;2011;80.0;24190.0
1057;Totaal alle vormen van jeugdzorg;Heumen;2012;85.0;23530.0
1058;Totaal alle vormen van jeugdzorg;Heumen;2013;70.0;24890.0
1059;Totaal alle vormen van jeugdzorg;Heumen;2014;80.0;27150.0
1060;Totaal alle vormen van jeugdzorg;Heusden;2011;210.0;69000.0
1061;Totaal alle vormen van jeugdzorg;Heusden;2012;180.0;73260.0
1062;Totaal alle vormen van jeugdzorg;Heusden;2013;190.0;77320.0
1063;Totaal alle vormen van jeugdzorg;Heusden;2014;200.0;77610.0
1064;Totaal alle vormen van jeugdzorg;Hillegom;2011;100.0;44630.0
1065;Totaal alle vormen van jeugdzorg;Hillegom;2012;110.0;41430.0
1066;Totaal alle vormen van jeugdzorg;Hillegom;2013;100.0;39830.0
1067;Totaal alle vormen van jeugdzorg;Hillegom;2014;120.0;45620.0
1068;Totaal alle vormen van jeugdzorg;Hilvarenbeek;2011;40.0;13750.0
1069;Totaal alle vormen van jeugdzorg;Hilvarenbeek;2012;35.0;12210.0
1070;Totaal alle vormen van jeugdzorg;Hilvarenbeek;2013;30.0;11050.0
1071;Totaal alle vormen van jeugdzorg;Hilvarenbeek;2014;30.0;10810.0
1072;Totaal alle vormen van jeugdzorg;Hilversum;2011;455.0;158370.0
1073;Totaal alle vormen van jeugdzorg;Hilversum;2012;455.0;157430.0
1074;Totaal alle vormen van jeugdzorg;Hilversum;2013;510.0;177140.0
1075;Totaal alle vormen van jeugdzorg;Hilversum;2014;465.0;164730.0
1076;Totaal alle vormen van jeugdzorg;Hof van Twente;2011;115.0;46560.0
1077;Totaal alle vormen van jeugdzorg;Hof van Twente;2012;115.0;52930.0
1078;Totaal alle vormen van jeugdzorg;Hof van Twente;2013;110.0;52690.0
1079;Totaal alle vormen van jeugdzorg;Hof van Twente;2014;120.0;45870.0
1080;Totaal alle vormen van jeugdzorg;Hollands Kroon;2011;;
1081;Totaal alle vormen van jeugdzorg;Hollands Kroon;2012;235.0;76500.0
1082;Totaal alle vormen van jeugdzorg;Hollands Kroon;2013;250.0;94400.0
1083;Totaal alle vormen van jeugdzorg;Hollands Kroon;2014;275.0;90220.0
1084;Totaal alle vormen van jeugdzorg;Hoogeveen;2011;305.0;102480.0
1085;Totaal alle vormen van jeugdzorg;Hoogeveen;2012;300.0;92410.0
1086;Totaal alle vormen van jeugdzorg;Hoogeveen;2013;295.0;103180.0
1087;Totaal alle vormen van jeugdzorg;Hoogeveen;2014;325.0;104350.0
1088;Totaal alle vormen van jeugdzorg;Hoogezand-Sappemeer;2011;245.0;78230.0
1089;Totaal alle vormen van jeugdzorg;Hoogezand-Sappemeer;2012;295.0;92750.0
1090;Totaal alle vormen van jeugdzorg;Hoogezand-Sappemeer;2013;270.0;88080.0
1091;Totaal alle vormen van jeugdzorg;Hoogezand-Sappemeer;2014;245.0;76060.0
1092;Totaal alle vormen van jeugdzorg;Hoorn;2011;535.0;175170.0
1093;Totaal alle vormen van jeugdzorg;Hoorn;2012;560.0;181990.0
1094;Totaal alle vormen van jeugdzorg;Hoorn;2013;610.0;207920.0
1095;Totaal alle vormen van jeugdzorg;Hoorn;2014;600.0;205490.0
1096;Totaal alle vormen van jeugdzorg;Horst aan de Maas;2011;165.0;59900.0
1097;Totaal alle vormen van jeugdzorg;Horst aan de Maas;2012;160.0;67370.0
1098;Totaal alle vormen van jeugdzorg;Horst aan de Maas;2013;150.0;58800.0
1099;Totaal alle vormen van jeugdzorg;Horst aan de Maas;2014;145.0;61320.0
1100;Totaal alle vormen van jeugdzorg;Houten;2011;230.0;83100.0
1101;Totaal alle vormen van jeugdzorg;Houten;2012;240.0;86790.0
1102;Totaal alle vormen van jeugdzorg;Houten;2013;245.0;90480.0
1103;Totaal alle vormen van jeugdzorg;Houten;2014;230.0;91460.0
1104;Totaal alle vormen van jeugdzorg;Huizen;2011;200.0;69290.0
1105;Totaal alle vormen van jeugdzorg;Huizen;2012;180.0;62830.0
1106;Totaal alle vormen van jeugdzorg;Huizen;2013;185.0;65370.0
1107;Totaal alle vormen van jeugdzorg;Huizen;2014;185.0;52800.0
1108;Totaal alle vormen van jeugdzorg;Hulst;2011;125.0;43110.0
1109;Totaal alle vormen van jeugdzorg;Hulst;2012;125.0;43920.0
1110;Totaal alle vormen van jeugdzorg;Hulst;2013;130.0;46370.0
1111;Totaal alle vormen van jeugdzorg;Hulst;2014;140.0;47720.0
1112;Totaal alle vormen van jeugdzorg;IJsselstein;2011;165.0;58770.0
1113;Totaal alle vormen van jeugdzorg;IJsselstein;2012;175.0;63550.0
1114;Totaal alle vormen van jeugdzorg;IJsselstein;2013;220.0;73770.0
1115;Totaal alle vormen van jeugdzorg;IJsselstein;2014;220.0;71440.0
1116;Totaal alle vormen van jeugdzorg;Kaag en Braassem;2011;115.0;38720.0
1117;Totaal alle vormen van jeugdzorg;Kaag en Braassem;2012;100.0;31940.0
1118;Totaal alle vormen van jeugdzorg;Kaag en Braassem;2013;135.0;39400.0
1119;Totaal alle vormen van jeugdzorg;Kaag en Braassem;2014;150.0;50190.0
1120;Totaal alle vormen van jeugdzorg;Kampen;2011;305.0;127980.0
1121;Totaal alle vormen van jeugdzorg;Kampen;2012;320.0;139570.0
1122;Totaal alle vormen van jeugdzorg;Kampen;2013;335.0;141340.0
1123;Totaal alle vormen van jeugdzorg;Kampen;2014;290.0;134710.0
1124;Totaal alle vormen van jeugdzorg;Kapelle;2011;35.0;11070.0
1125;Totaal alle vormen van jeugdzorg;Kapelle;2012;35.0;9600.0
1126;Totaal alle vormen van jeugdzorg;Kapelle;2013;30.0;8720.0
1127;Totaal alle vormen van jeugdzorg;Kapelle;2014;45.0;13170.0
1128;Totaal alle vormen van jeugdzorg;Katwijk;2011;365.0;125550.0
1129;Totaal alle vormen van jeugdzorg;Katwijk;2012;365.0;127970.0
1130;Totaal alle vormen van jeugdzorg;Katwijk;2013;370.0;132400.0
1131;Totaal alle vormen van jeugdzorg;Katwijk;2014;410.0;138130.0
1132;Totaal alle vormen van jeugdzorg;Kerkrade;2011;460.0;173290.0
1133;Totaal alle vormen van jeugdzorg;Kerkrade;2012;490.0;177280.0
1134;Totaal alle vormen van jeugdzorg;Kerkrade;2013;450.0;173680.0
1135;Totaal alle vormen van jeugdzorg;Kerkrade;2014;410.0;154080.0
1136;Totaal alle vormen van jeugdzorg;Koggenland;2011;90.0;33450.0
1137;Totaal alle vormen van jeugdzorg;Koggenland;2012;100.0;35100.0
1138;Totaal alle vormen van jeugdzorg;Koggenland;2013;105.0;39260.0
1139;Totaal alle vormen van jeugdzorg;Koggenland;2014;80.0;28880.0
1140;Totaal alle vormen van jeugdzorg;Kollumerland en Nieuwkruisland;2011;55.0;20930.0
1141;Totaal alle vormen van jeugdzorg;Kollumerland en Nieuwkruisland;2012;65.0;27310.0
1142;Totaal alle vormen van jeugdzorg;Kollumerland en Nieuwkruisland;2013;75.0;27360.0
1143;Totaal alle vormen van jeugdzorg;Kollumerland en Nieuwkruisland;2014;80.0;28900.0
1144;Totaal alle vormen van jeugdzorg;Korendijk;2011;40.0;15200.0
1145;Totaal alle vormen van jeugdzorg;Korendijk;2012;50.0;20120.0
1146;Totaal alle vormen van jeugdzorg;Korendijk;2013;45.0;19810.0
1147;Totaal alle vormen van jeugdzorg;Korendijk;2014;55.0;20190.0
1148;Totaal alle vormen van jeugdzorg;Krimpen aan den IJssel;2011;130.0;66950.0
1149;Totaal alle vormen van jeugdzorg;Krimpen aan den IJssel;2012;155.0;65370.0
1150;Totaal alle vormen van jeugdzorg;Krimpen aan den IJssel;2013;190.0;92100.0
1151;Totaal alle vormen van jeugdzorg;Krimpen aan den IJssel;2014;185.0;92850.0
1152;Totaal alle vormen van jeugdzorg;Laarbeek;2011;75.0;25130.0
1153;Totaal alle vormen van jeugdzorg;Laarbeek;2012;80.0;26410.0
1154;Totaal alle vormen van jeugdzorg;Laarbeek;2013;95.0;29950.0
1155;Totaal alle vormen van jeugdzorg;Laarbeek;2014;95.0;33720.0
1156;Totaal alle vormen van jeugdzorg;Landerd;2011;70.0;36310.0
1157;Totaal alle vormen van jeugdzorg;Landerd;2012;65.0;28360.0
1158;Totaal alle vormen van jeugdzorg;Landerd;2013;55.0;23250.0
1159;Totaal alle vormen van jeugdzorg;Landerd;2014;65.0;26050.0
1160;Totaal alle vormen van jeugdzorg;Landgraaf;2011;280.0;105030.0
1161;Totaal alle vormen van jeugdzorg;Landgraaf;2012;290.0;107580.0
1162;Totaal alle vormen van jeugdzorg;Landgraaf;2013;285.0;96950.0
1163;Totaal alle vormen van jeugdzorg;Landgraaf;2014;310.0;114500.0
1164;Totaal alle vormen van jeugdzorg;Landsmeer;2011;40.0;14240.0
1165;Totaal alle vormen van jeugdzorg;Landsmeer;2012;35.0;8900.0
1166;Totaal alle vormen van jeugdzorg;Landsmeer;2013;25.0;7710.0
1167;Totaal alle vormen van jeugdzorg;Landsmeer;2014;40.0;13020.0
1168;Totaal alle vormen van jeugdzorg;Langedijk;2011;115.0;39660.0
1169;Totaal alle vormen van jeugdzorg;Langedijk;2012;140.0;48670.0
1170;Totaal alle vormen van jeugdzorg;Langedijk;2013;180.0;59950.0
1171;Totaal alle vormen van jeugdzorg;Langedijk;2014;145.0;57990.0
1172;Totaal alle vormen van jeugdzorg;Lansingerland;2011;200.0;76460.0
1173;Totaal alle vormen van jeugdzorg;Lansingerland;2012;210.0;97430.0
1174;Totaal alle vormen van jeugdzorg;Lansingerland;2013;210.0;100430.0
1175;Totaal alle vormen van jeugdzorg;Lansingerland;2014;195.0;80500.0
1176;Totaal alle vormen van jeugdzorg;Laren (NH.);2011;25.0;7490.0
1177;Totaal alle vormen van jeugdzorg;Laren (NH.);2012;25.0;7640.0
1178;Totaal alle vormen van jeugdzorg;Laren (NH.);2013;25.0;7590.0
1179;Totaal alle vormen van jeugdzorg;Laren (NH.);2014;30.0;10030.0
1180;Totaal alle vormen van jeugdzorg;Leek;2011;120.0;36630.0
1181;Totaal alle vormen van jeugdzorg;Leek;2012;115.0;43510.0
1182;Totaal alle vormen van jeugdzorg;Leek;2013;105.0;40130.0
1183;Totaal alle vormen van jeugdzorg;Leek;2014;105.0;31090.0
1184;Totaal alle vormen van jeugdzorg;Leerdam;2011;105.0;35540.0
1185;Totaal alle vormen van jeugdzorg;Leerdam;2012;100.0;38300.0
1186;Totaal alle vormen van jeugdzorg;Leerdam;2013;120.0;41410.0
1187;Totaal alle vormen van jeugdzorg;Leerdam;2014;140.0;57260.0
1188;Totaal alle vormen van jeugdzorg;Leeuwarden;2011;810.0;261740.0
1189;Totaal alle vormen van jeugdzorg;Leeuwarden;2012;890.0;283790.0
1190;Totaal alle vormen van jeugdzorg;Leeuwarden;2013;860.0;286330.0
1191;Totaal alle vormen van jeugdzorg;Leeuwarden;2014;915.0;303260.0
1192;Totaal alle vormen van jeugdzorg;Leeuwarderadeel;2011;60.0;21580.0
1193;Totaal alle vormen van jeugdzorg;Leeuwarderadeel;2012;55.0;19410.0
1194;Totaal alle vormen van jeugdzorg;Leeuwarderadeel;2013;55.0;23890.0
1195;Totaal alle vormen van jeugdzorg;Leeuwarderadeel;2014;50.0;20150.0
1196;Totaal alle vormen van jeugdzorg;Leiden;2011;895.0;341410.0
1197;Totaal alle vormen van jeugdzorg;Leiden;2012;760.0;305780.0
1198;Totaal alle vormen van jeugdzorg;Leiden;2013;780.0;313380.0
1199;Totaal alle vormen van jeugdzorg;Leiden;2014;725.0;276360.0
1200;Totaal alle vormen van jeugdzorg;Leiderdorp;2011;185.0;58100.0
1201;Totaal alle vormen van jeugdzorg;Leiderdorp;2012;155.0;53710.0
1202;Totaal alle vormen van jeugdzorg;Leiderdorp;2013;150.0;52680.0
1203;Totaal alle vormen van jeugdzorg;Leiderdorp;2014;155.0;52400.0
1204;Totaal alle vormen van jeugdzorg;Leidschendam-Voorburg;2011;365.0;156430.0
1205;Totaal alle vormen van jeugdzorg;Leidschendam-Voorburg;2012;340.0;156990.0
1206;Totaal alle vormen van jeugdzorg;Leidschendam-Voorburg;2013;415.0;161350.0
1207;Totaal alle vormen van jeugdzorg;Leidschendam-Voorburg;2014;445.0;169640.0
1208;Totaal alle vormen van jeugdzorg;Lelystad;2011;895.0;344240.0
1209;Totaal alle vormen van jeugdzorg;Lelystad;2012;890.0;370500.0
1210;Totaal alle vormen van jeugdzorg;Lelystad;2013;830.0;329920.0
1211;Totaal alle vormen van jeugdzorg;Lelystad;2014;705.0;296330.0
1212;Totaal alle vormen van jeugdzorg;Lemsterland;2011;50.0;14980.0
1213;Totaal alle vormen van jeugdzorg;Lemsterland;2012;50.0;13670.0
1214;Totaal alle vormen van jeugdzorg;Lemsterland;2013;50.0;12500.0
1215;Totaal alle vormen van jeugdzorg;Lemsterland;2014;;
1216;Totaal alle vormen van jeugdzorg;Leudal;2011;205.0;106920.0
1217;Totaal alle vormen van jeugdzorg;Leudal;2012;220.0;115910.0
1218;Totaal alle vormen van jeugdzorg;Leudal;2013;210.0;110090.0
1219;Totaal alle vormen van jeugdzorg;Leudal;2014;215.0;110840.0
1220;Totaal alle vormen van jeugdzorg;Leusden;2011;100.0;29510.0
1221;Totaal alle vormen van jeugdzorg;Leusden;2012;110.0;36400.0
1222;Totaal alle vormen van jeugdzorg;Leusden;2013;105.0;35140.0
1223;Totaal alle vormen van jeugdzorg;Leusden;2014;105.0;29990.0
1224;Totaal alle vormen van jeugdzorg;Liesveld;2011;40.0;21280.0
1225;Totaal alle vormen van jeugdzorg;Liesveld;2012;35.0;19710.0
1226;Totaal alle vormen van jeugdzorg;Liesveld;2013;;
1227;Totaal alle vormen van jeugdzorg;Liesveld;2014;;
1228;Totaal alle vormen van jeugdzorg;Lingewaal;2011;55.0;17600.0
1229;Totaal alle vormen van jeugdzorg;Lingewaal;2012;45.0;14970.0
1230;Totaal alle vormen van jeugdzorg;Lingewaal;2013;30.0;13060.0
1231;Totaal alle vormen van jeugdzorg;Lingewaal;2014;35.0;12270.0
1232;Totaal alle vormen van jeugdzorg;Lingewaard;2011;145.0;53780.0
1233;Totaal alle vormen van jeugdzorg;Lingewaard;2012;175.0;62510.0
1234;Totaal alle vormen van jeugdzorg;Lingewaard;2013;175.0;58850.0
1235;Totaal alle vormen van jeugdzorg;Lingewaard;2014;185.0;58720.0
1236;Totaal alle vormen van jeugdzorg;Lisse;2011;110.0;38150.0
1237;Totaal alle vormen van jeugdzorg;Lisse;2012;95.0;40560.0
1238;Totaal alle vormen van jeugdzorg;Lisse;2013;110.0;38920.0
1239;Totaal alle vormen van jeugdzorg;Lisse;2014;105.0;39330.0
1240;Totaal alle vormen van jeugdzorg;Littenseradiel;2011;40.0;14670.0
1241;Totaal alle vormen van jeugdzorg;Littenseradiel;2012;40.0;12630.0
1242;Totaal alle vormen van jeugdzorg;Littenseradiel;2013;50.0;13780.0
1243;Totaal alle vormen van jeugdzorg;Littenseradiel;2014;55.0;17000.0
1244;Totaal alle vormen van jeugdzorg;Lochem;2011;125.0;54520.0
1245;Totaal alle vormen van jeugdzorg;Lochem;2012;120.0;47970.0
1246;Totaal alle vormen van jeugdzorg;Lochem;2013;145.0;56150.0
1247;Totaal alle vormen van jeugdzorg;Lochem;2014;135.0;48680.0
1248;Totaal alle vormen van jeugdzorg;Loon op Zand;2011;100.0;39110.0
1249;Totaal alle vormen van jeugdzorg;Loon op Zand;2012;95.0;37960.0
1250;Totaal alle vormen van jeugdzorg;Loon op Zand;2013;100.0;39210.0
1251;Totaal alle vormen van jeugdzorg;Loon op Zand;2014;95.0;37150.0
1252;Totaal alle vormen van jeugdzorg;Lopik;2011;60.0;23580.0
1253;Totaal alle vormen van jeugdzorg;Lopik;2012;60.0;24350.0
1254;Totaal alle vormen van jeugdzorg;Lopik;2013;80.0;30900.0
1255;Totaal alle vormen van jeugdzorg;Lopik;2014;80.0;33690.0
1256;Totaal alle vormen van jeugdzorg;Loppersum;2011;50.0;15190.0
1257;Totaal alle vormen van jeugdzorg;Loppersum;2012;50.0;15620.0
1258;Totaal alle vormen van jeugdzorg;Loppersum;2013;50.0;17510.0
1259;Totaal alle vormen van jeugdzorg;Loppersum;2014;60.0;19860.0
1260;Totaal alle vormen van jeugdzorg;Losser;2011;105.0;54860.0
1261;Totaal alle vormen van jeugdzorg;Losser;2012;105.0;54970.0
1262;Totaal alle vormen van jeugdzorg;Losser;2013;115.0;56190.0
1263;Totaal alle vormen van jeugdzorg;Losser;2014;125.0;49450.0
1264;Totaal alle vormen van jeugdzorg;Maasdonk;2011;60.0;19630.0
1265;Totaal alle vormen van jeugdzorg;Maasdonk;2012;50.0;20350.0
1266;Totaal alle vormen van jeugdzorg;Maasdonk;2013;45.0;20990.0
1267;Totaal alle vormen van jeugdzorg;Maasdonk;2014;50.0;20130.0
1268;Totaal alle vormen van jeugdzorg;Maasdriel;2011;125.0;42480.0
1269;Totaal alle vormen van jeugdzorg;Maasdriel;2012;115.0;42150.0
1270;Totaal alle vormen van jeugdzorg;Maasdriel;2013;130.0;43950.0
1271;Totaal alle vormen van jeugdzorg;Maasdriel;2014;130.0;50380.0
1272;Totaal alle vormen van jeugdzorg;Maasgouw;2011;100.0;35700.0
1273;Totaal alle vormen van jeugdzorg;Maasgouw;2012;90.0;32780.0
1274;Totaal alle vormen van jeugdzorg;Maasgouw;2013;90.0;32080.0
1275;Totaal alle vormen van jeugdzorg;Maasgouw;2014;95.0;31100.0
1276;Totaal alle vormen van jeugdzorg;Maassluis;2011;210.0;92150.0
1277;Totaal alle vormen van jeugdzorg;Maassluis;2012;225.0;95420.0
1278;Totaal alle vormen van jeugdzorg;Maassluis;2013;225.0;96960.0
1279;Totaal alle vormen van jeugdzorg;Maassluis;2014;205.0;85120.0
1280;Totaal alle vormen van jeugdzorg;Maastricht;2011;970.0;358900.0
1281;Totaal alle vormen van jeugdzorg;Maastricht;2012;930.0;368140.0
1282;Totaal alle vormen van jeugdzorg;Maastricht;2013;870.0;353010.0
1283;Totaal alle vormen van jeugdzorg;Maastricht;2014;860.0;332290.0
1284;Totaal alle vormen van jeugdzorg;De Marne;2011;45.0;12640.0
1285;Totaal alle vormen van jeugdzorg;De Marne;2012;45.0;15300.0
1286;Totaal alle vormen van jeugdzorg;De Marne;2013;45.0;15460.0
1287;Totaal alle vormen van jeugdzorg;De Marne;2014;60.0;15920.0
1288;Totaal alle vormen van jeugdzorg;Marum;2011;50.0;14760.0
1289;Totaal alle vormen van jeugdzorg;Marum;2012;40.0;12790.0
1290;Totaal alle vormen van jeugdzorg;Marum;2013;50.0;15270.0
1291;Totaal alle vormen van jeugdzorg;Marum;2014;45.0;12710.0
1292;Totaal alle vormen van jeugdzorg;Medemblik;2011;190.0;72080.0
1293;Totaal alle vormen van jeugdzorg;Medemblik;2012;220.0;78470.0
1294;Totaal alle vormen van jeugdzorg;Medemblik;2013;240.0;96310.0
1295;Totaal alle vormen van jeugdzorg;Medemblik;2014;280.0;103920.0
1296;Totaal alle vormen van jeugdzorg;Meerssen;2011;75.0;25690.0
1297;Totaal alle vormen van jeugdzorg;Meerssen;2012;95.0;33250.0
1298;Totaal alle vormen van jeugdzorg;Meerssen;2013;110.0;36790.0
1299;Totaal alle vormen van jeugdzorg;Meerssen;2014;90.0;31750.0
1300;Totaal alle vormen van jeugdzorg;Menameradiel;2011;50.0;21380.0
1301;Totaal alle vormen van jeugdzorg;Menameradiel;2012;50.0;18170.0
1302;Totaal alle vormen van jeugdzorg;Menameradiel;2013;50.0;16260.0
1303;Totaal alle vormen van jeugdzorg;Menameradiel;2014;60.0;20570.0
1304;Totaal alle vormen van jeugdzorg;Menterwolde;2011;60.0;18810.0
1305;Totaal alle vormen van jeugdzorg;Menterwolde;2012;65.0;20700.0
1306;Totaal alle vormen van jeugdzorg;Menterwolde;2013;70.0;23460.0
1307;Totaal alle vormen van jeugdzorg;Menterwolde;2014;70.0;21580.0
1308;Totaal alle vormen van jeugdzorg;Meppel;2011;145.0;40630.0
1309;Totaal alle vormen van jeugdzorg;Meppel;2012;145.0;40480.0
1310;Totaal alle vormen van jeugdzorg;Meppel;2013;135.0;41970.0
1311;Totaal alle vormen van jeugdzorg;Meppel;2014;145.0;48620.0
1312;Totaal alle vormen van jeugdzorg;Middelburg (Z.);2011;370.0;111420.0
1313;Totaal alle vormen van jeugdzorg;Middelburg (Z.);2012;375.0;124230.0
1314;Totaal alle vormen van jeugdzorg;Middelburg (Z.);2013;365.0;125550.0
1315;Totaal alle vormen van jeugdzorg;Middelburg (Z.);2014;400.0;147430.0
1316;Totaal alle vormen van jeugdzorg;Middelharnis;2011;90.0;37840.0
1317;Totaal alle vormen van jeugdzorg;Middelharnis;2012;90.0;34460.0
1318;Totaal alle vormen van jeugdzorg;Middelharnis;2013;;
1319;Totaal alle vormen van jeugdzorg;Middelharnis;2014;;
1320;Totaal alle vormen van jeugdzorg;Midden-Delfland;2011;55.0;19130.0
1321;Totaal alle vormen van jeugdzorg;Midden-Delfland;2012;55.0;20870.0
1322;Totaal alle vormen van jeugdzorg;Midden-Delfland;2013;55.0;18850.0
