ID;Geslacht;Leeftijd;TypeReIntegratieParticipatievoorz;StatusPersoonEindeVerslagperiode;Migratieachtergrond;Perioden;PersonenMetVoorziening_1
1348;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 mei;100
1349;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 juni ;70
1350;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 juli;90
1351;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 augustus;70
1352;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 september;100
1353;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 oktober;120
1354;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 november;90
1355;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2019 december;70
1356;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 januari;80
1357;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 februari;80
1358;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 maart;360
1359;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 april;170
1360;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 mei;120
1361;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 juni;120
1362;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 juli;150
1363;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 augustus;210
1364;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 september;140
1365;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 oktober;260
1366;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 november;80
1367;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2020 december;70
1368;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 januari;90
1369;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 februari;90
1370;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 maart;120
1371;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 april;90
1372;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 mei;70
1373;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 juni;80
1374;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 juli;60
1375;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 augustus;60
1376;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 september;80
1377;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 oktober;70
1378;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 november;70
1379;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2021 december;50
1380;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 januari;50
1381;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 februari;70
1382;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 maart;70
1383;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 april;60
1384;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 mei;50
1385;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 juni;60
1386;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 juli;50
1387;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 augustus;60
1388;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 september;60
1389;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 oktober;60
1390;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 november;70
1391;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Westerse migratieachtergrond;2022 december;70
1392;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 januari;530
1393;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 februari;550
1394;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 maart;540
1395;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 april;600
1396;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 mei;460
1397;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 juni ;460
1398;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 juli;550
1399;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 augustus;490
1400;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 september;570
1401;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 oktober;680
1402;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 november;550
1403;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2019 december;440
1404;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 januari;520
1405;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 februari;510
1406;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 maart;690
1407;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 april;400
1408;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 mei;400
1409;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 juni;370
1410;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 juli;500
1411;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 augustus;460
1412;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 september;550
1413;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 oktober;550
1414;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 november;510
1415;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2020 december;390
1416;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 januari;350
1417;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 februari;430
1418;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 maart;650
1419;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 april;450
1420;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 mei;390
1421;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 juni;470
1422;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 juli;420
1423;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 augustus;330
1424;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 september;470
1425;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 oktober;470
1426;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 november;520
1427;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2021 december;360
1428;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 januari;410
1429;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 februari;450
1430;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 maart;520
1431;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 april;410
1432;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 mei;390
1433;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 juni;380
1434;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 juli;390
1435;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 augustus;410
1436;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 september;460
1437;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 oktober;430
1438;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 november;470
1439;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Gestart in verslagperiode;Niet-westerse migratieachtergrond;2022 december;560
1440;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 januari;5950
1441;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 februari;4950
1442;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 maart;4920
1443;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 april;5020
1444;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 mei;4920
1445;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 juni ;4000
1446;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 juli;5360
1447;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 augustus;4190
1448;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 september;4780
1449;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 oktober;5350
1450;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 november;5000
1451;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2019 december;5560
1452;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 januari;5550
1453;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 februari;4700
1454;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 maart;4630
1455;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 april;3850
1456;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 mei;3520
1457;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 juni;4880
1458;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 juli;4610
1459;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 augustus;3970
1460;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 september;4530
1461;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 oktober;4820
1462;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 november;4930
1463;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2020 december;5470
1464;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 januari;3920
1465;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 februari;4220
1466;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 maart;5030
1467;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 april;4340
1468;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 mei;4350
1469;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 juni;5300
1470;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 juli;5380
1471;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 augustus;4310
1472;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 september;4930
1473;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 oktober;5670
1474;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 november;5140
1475;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2021 december;5850
1476;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 januari;4090
1477;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 februari;4730
1478;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 maart;4650
1479;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 april;4060
1480;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 mei;4110
1481;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 juni;4440
1482;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 juli;4620
1483;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 augustus;4190
1484;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 september;4620
1485;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 oktober;4720
1486;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 november;4720
1487;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Totaal;2022 december;5170
1488;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 januari;2360
1489;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 februari;1870
1490;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 maart;1840
1491;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 april;1760
1492;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 mei;1660
1493;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 juni ;1400
1494;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 juli;1850
1495;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 augustus;1520
1496;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 september;1730
1497;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 oktober;1870
1498;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 november;1720
1499;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2019 december;1920
1500;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 januari;2020
1501;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 februari;1660
1502;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 maart;1680
1503;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 april;1290
1504;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 mei;1320
1505;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 juni;1820
1506;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 juli;1620
1507;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 augustus;1620
1508;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 september;1760
1509;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 oktober;1890
1510;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Uitstroom: Lopend begin verslagperiode;Nederlandse achtergrond;2020 november;1940
