ID;Geslacht;Studierichting;Herkomstgroepering;Perioden;Gediplomeerden_1
1993;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Ov niet-westerse allochtoon,2e generatie;2014/'15;0
1994;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Ov niet-westerse allochtoon,2e generatie;2015/'16;0
1995;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;1995/'96;0
1996;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;1996/'97;0
1997;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;1997/'98;0
1998;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;1998/'99;0
1999;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;1999/'00;0
2000;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2000/'01;0
2001;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2001/'02;0
2002;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2002/'03;0
2003;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2003/'04;0
2004;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2004/'05;0
2005;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2005/'06;0
2006;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2006/'07;0
2007;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2007/'08;0
2008;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2008/'09;0
2009;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2009/'10;0
2010;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2010/'11;0
2011;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2011/'12;0
2012;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2012/'13;0
2013;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2013/'14;0
2014;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2014/'15;0
2015;Totaal mannen en vrouwen;140 Lerarenopleidingen algemeen;Herkomst onbekend;2015/'16;0
2016;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;1995/'96;718
2017;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;1996/'97;533
2018;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;1997/'98;503
2019;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;1998/'99;615
2020;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;1999/'00;762
2021;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2000/'01;829
2022;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2001/'02;920
2023;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2002/'03;970
2024;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2003/'04;1267
2025;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2004/'05;1643
2026;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2005/'06;1762
2027;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2006/'07;1728
2028;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2007/'08;1753
2029;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2008/'09;1892
2030;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2009/'10;2191
2031;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2010/'11;2230
2032;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2011/'12;2394
2033;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2012/'13;2353
2034;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2013/'14;2303
2035;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2014/'15;2200
2036;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;0;2015/'16;2337
2037;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;1995/'96;622
2038;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;1996/'97;457
2039;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;1997/'98;440
2040;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;1998/'99;531
2041;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;1999/'00;670
2042;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2000/'01;719
2043;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2001/'02;765
2044;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2002/'03;841
2045;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2003/'04;1083
2046;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2004/'05;1429
2047;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2005/'06;1523
2048;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2006/'07;1483
2049;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2007/'08;1496
2050;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2008/'09;1604
2051;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2009/'10;1825
2052;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2010/'11;1885
2053;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2011/'12;2000
2054;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2012/'13;1991
2055;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2013/'14;1898
2056;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2014/'15;1848
2057;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Autochtoon;2015/'16;1978
2058;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;1995/'96;42
2059;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;1996/'97;35
2060;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;1997/'98;32
2061;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;1998/'99;45
2062;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;1999/'00;41
2063;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2000/'01;55
2064;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2001/'02;67
2065;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2002/'03;70
2066;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2003/'04;92
2067;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2004/'05;100
2068;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2005/'06;110
2069;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2006/'07;118
2070;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2007/'08;116
2071;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2008/'09;123
2072;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2009/'10;119
2073;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2010/'11;137
2074;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2011/'12;130
2075;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2012/'13;136
2076;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2013/'14;146
2077;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2014/'15;115
2078;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon;2015/'16;110
2079;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;1995/'96;9
2080;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;1996/'97;6
2081;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;1997/'98;7
2082;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;1998/'99;12
2083;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;1999/'00;7
2084;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2000/'01;8
2085;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2001/'02;12
2086;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2002/'03;16
2087;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2003/'04;18
2088;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2004/'05;19
2089;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2005/'06;23
2090;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2006/'07;26
2091;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2007/'08;25
2092;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2008/'09;27
2093;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2009/'10;26
2094;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2010/'11;27
2095;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2011/'12;29
2096;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2012/'13;29
2097;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2013/'14;30
2098;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2014/'15;22
2099;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 1e generatie;2015/'16;25
2100;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;1995/'96;33
2101;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;1996/'97;29
2102;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;1997/'98;25
2103;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;1998/'99;33
2104;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;1999/'00;34
2105;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2000/'01;47
2106;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2001/'02;55
2107;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2002/'03;54
2108;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2003/'04;74
2109;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2004/'05;81
2110;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2005/'06;87
2111;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2006/'07;92
2112;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2007/'08;91
2113;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2008/'09;96
2114;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2009/'10;93
2115;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2010/'11;110
2116;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2011/'12;101
2117;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2012/'13;107
2118;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2013/'14;116
2119;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2014/'15;93
2120;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Westerse allochtoon, 2e generatie;2015/'16;85
2121;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;1995/'96;32
2122;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;1996/'97;19
2123;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;1997/'98;19
2124;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;1998/'99;22
2125;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;1999/'00;26
2126;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2000/'01;26
2127;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2001/'02;55
2128;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2002/'03;42
2129;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2003/'04;87
2130;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2004/'05;114
2131;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2005/'06;128
2132;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2006/'07;125
2133;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2007/'08;141
2134;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2008/'09;165
2135;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2009/'10;242
2136;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2010/'11;206
2137;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2011/'12;260
2138;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2012/'13;225
2139;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2013/'14;259
2140;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2014/'15;237
2141;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon;2015/'16;249
2142;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;1995/'96;28
2143;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;1996/'97;14
2144;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;1997/'98;12
2145;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;1998/'99;16
2146;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;1999/'00;17
2147;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2000/'01;15
2148;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2001/'02;34
2149;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2002/'03;18
2150;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2003/'04;52
2151;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2004/'05;48
2152;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2005/'06;61
2153;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2006/'07;52
2154;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2007/'08;56
2155;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2008/'09;64
2156;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2009/'10;71
2157;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2010/'11;59
2158;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2011/'12;65
2159;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2012/'13;58
2160;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2013/'14;54
2161;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2014/'15;54
2162;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 1e generatie;2015/'16;59
2163;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;1995/'96;4
2164;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;1996/'97;5
2165;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;1997/'98;7
2166;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;1998/'99;6
2167;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;1999/'00;9
2168;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2000/'01;11
2169;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2001/'02;21
2170;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2002/'03;24
2171;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2003/'04;35
2172;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2004/'05;66
2173;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2005/'06;67
2174;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2006/'07;73
2175;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2007/'08;85
2176;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2008/'09;101
2177;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2009/'10;171
2178;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2010/'11;147
2179;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2011/'12;195
2180;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2012/'13;167
2181;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2013/'14;205
2182;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2014/'15;183
2183;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Niet-westerse allochtoon, 2e generatie;2015/'16;190
2184;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;1995/'96;3
2185;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;1996/'97;1
2186;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;1997/'98;1
2187;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;1998/'99;2
2188;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;1999/'00;2
2189;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2000/'01;2
2190;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2001/'02;7
2191;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2002/'03;5
2192;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2003/'04;13
2193;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2004/'05;21
2194;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2005/'06;23
2195;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2006/'07;23
2196;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2007/'08;21
2197;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2008/'09;30
2198;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2009/'10;63
2199;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2010/'11;50
2200;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2011/'12;76
2201;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2012/'13;54
2202;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2013/'14;72
2203;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2014/'15;60
2204;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije;2015/'16;69
2205;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;1995/'96;3
2206;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;1996/'97;1
2207;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;1997/'98;1
2208;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;1998/'99;1
2209;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;1999/'00;2
2210;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2000/'01;1
2211;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2001/'02;5
2212;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2002/'03;3
2213;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2003/'04;8
2214;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2004/'05;6
2215;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2005/'06;7
2216;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2006/'07;5
2217;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2007/'08;4
2218;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2008/'09;5
2219;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2009/'10;14
2220;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2010/'11;6
2221;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2011/'12;11
2222;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2012/'13;7
2223;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2013/'14;11
2224;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2014/'15;7
2225;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 1e generatie;2015/'16;8
2226;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;1995/'96;0
2227;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;1996/'97;0
2228;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;1997/'98;0
2229;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;1998/'99;1
2230;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;1999/'00;0
2231;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2000/'01;1
2232;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2001/'02;2
2233;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2002/'03;2
2234;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2003/'04;5
2235;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2004/'05;15
2236;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2005/'06;16
2237;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2006/'07;18
2238;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2007/'08;17
2239;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2008/'09;25
2240;Totaal mannen en vrouwen;142 Pedagogische studies, onderwijskunde;Turkije, 2e generatie;2009/'10;49
