ID;LeeftijdMoederBijGeboorteKind;AantalKinderenInHetHuishouden;SamenstellingHuishouden;MigratieachtergrondKind;Perioden;LevendGeborenKinderen_1
1167;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2013;23
1168;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2014;27
1169;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2015;22
1170;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2016;34
1171;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2017;37
1172;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2018;18
1173;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2019;30
1174;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2020;19
1175;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;België;2021;22
1176;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2010;52
1177;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2011;35
1178;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2012;34
1179;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2013;32
1180;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2014;47
1181;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2015;27
1182;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2016;25
1183;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2017;24
1184;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2018;31
1185;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2019;43
1186;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2020;31
1187;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Duitsland;2021;32
1188;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2010;11
1189;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2011;18
1190;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2012;7
1191;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2013;9
1192;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2014;12
1193;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2015;10
1194;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2016;12
1195;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2017;12
1196;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2018;14
1197;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2019;24
1198;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2020;12
1199;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Indonesië;2021;12
1200;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2010;93
1201;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2011;112
1202;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2012;112
1203;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2013;96
1204;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2014;114
1205;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2015;106
1206;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2016;128
1207;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2017;112
1208;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2018;123
1209;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2019;134
1210;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2020;120
1211;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Marokko;2021;117
1212;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2010;177
1213;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2011;176
1214;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2012;145
1215;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2013;139
1216;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2014;155
1217;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2015;122
1218;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2016;115
1219;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2017;124
1220;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2018;128
1221;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2019;166
1222;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2020;166
1223;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Voormalige Nederlandse Antillen, Aruba;2021;120
1224;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2010;66
1225;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2011;76
1226;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2012;97
1227;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2013;81
1228;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2014;103
1229;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2015;73
1230;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2016;84
1231;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2017;71
1232;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2018;70
1233;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2019;81
1234;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2020;75
1235;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Polen;2021;72
1236;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2010;154
1237;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2011;184
1238;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2012;149
1239;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2013;127
1240;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2014;122
1241;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2015;96
1242;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2016;113
1243;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2017;141
1244;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2018;125
1245;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2019;126
1246;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2020;116
1247;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Suriname;2021;94
1248;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2010;116
1249;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2011;104
1250;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2012;92
1251;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2013;86
1252;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2014;111
1253;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2015;98
1254;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2016;102
1255;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2017;108
1256;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2018;109
1257;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2019;132
1258;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2020;119
1259;Totaal leeftijd;Totaal aantal kinderen;Overig huishouden;Turkije;2021;94
1260;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2010;79582
1261;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2011;77863
1262;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2012;76068
1263;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2013;73963
1264;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2014;75493
1265;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2015;72870
1266;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2016;72993
1267;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2017;71867
1268;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2018;70864
1269;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2019;72345
1270;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2020;72007
1271;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal;2021;77066
1272;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2010;61911
1273;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2011;60193
1274;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2012;58251
1275;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2013;56799
1276;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2014;57934
1277;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2015;55391
1278;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2016;55330
1279;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2017;54261
1280;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2018;52996
1281;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2019;53767
1282;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2020;53469
1283;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met Nederlandse achtergrond;2021;58006
1284;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2010;17671
1285;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2011;17670
1286;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2012;17817
1287;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2013;17164
1288;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2014;17559
1289;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2015;17479
1290;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2016;17663
1291;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2017;17606
1292;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2018;17868
1293;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2019;18578
1294;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2020;18538
1295;Totaal leeftijd;Één kind;Totaal huishoudens;Totaal met migratieachtergrond;2021;19060
1296;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2010;6750
1297;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2011;7007
1298;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2012;7044
1299;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2013;6966
1300;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2014;7375
1301;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2015;7656
1302;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2016;7685
1303;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2017;7735
1304;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2018;7945
1305;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2019;8290
1306;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2020;8354
1307;Totaal leeftijd;Één kind;Totaal huishoudens;Westerse migratieachtergrond;2021;8938
1308;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2010;10921
1309;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2011;10663
1310;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2012;10773
1311;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2013;10198
1312;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2014;10184
1313;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2015;9823
1314;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2016;9978
1315;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2017;9871
1316;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2018;9923
1317;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2019;10288
1318;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2020;10184
1319;Totaal leeftijd;Één kind;Totaal huishoudens;Niet-westerse migratieachtergrond;2021;10122
1320;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2010;5351
1321;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2011;5321
1322;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2012;5557
1323;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2013;5292
1324;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2014;5377
1325;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2015;5428
1326;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2016;5843
1327;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2017;6003
1328;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2018;6235
1329;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2019;6502
1330;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2020;6495
1331;Totaal leeftijd;Één kind;Totaal huishoudens;Overige niet-westerse migratieachterg...;2021;6616
1332;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2010;3757
1333;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2011;3871
1334;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2012;3799
1335;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2013;3660
1336;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2014;3872
1337;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2015;4086
1338;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2016;4129
1339;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2017;4210
1340;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2018;4337
1341;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2019;4688
1342;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2020;4890
1343;Totaal leeftijd;Één kind;Totaal huishoudens;Overige westerse migratieachtergrond;2021;5297
1344;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2010;3541
1345;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2011;3489
1346;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2012;3390
1347;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2013;3164
1348;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2014;2962
1349;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2015;2854
1350;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2016;2843
1351;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2017;2859
1352;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2018;2825
1353;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2019;2891
1354;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2020;2818
1355;Totaal leeftijd;Één kind;Totaal huishoudens;Afrika;2021;2600
1356;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2010;3398
1357;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2011;3228
1358;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2012;3173
1359;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2013;3047
1360;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2014;3036
1361;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2015;2965
1362;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2016;2757
1363;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2017;2689
1364;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2018;2687
1365;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2019;2919
1366;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2020;2884
1367;Totaal leeftijd;Één kind;Totaal huishoudens;Amerika;2021;3019
1368;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2010;3186
1369;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2011;3168
1370;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2012;3426
1371;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2013;3256
1372;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2014;3362
1373;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2015;3416
1374;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2016;3790
1375;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2017;3758
1376;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2018;3907
1377;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2019;4056
1378;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2020;4036
1379;Totaal leeftijd;Één kind;Totaal huishoudens;Azië;2021;4146
1380;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2010;7411
1381;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2011;7659
1382;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2012;7702
1383;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2013;7594
1384;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2014;8092
1385;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2015;8132
1386;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2016;8164
1387;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2017;8188
1388;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2018;8347
1389;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2019;8605
1390;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2020;8662
1391;Totaal leeftijd;Één kind;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2021;9154
1392;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2010;135
1393;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2011;126
1394;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2012;126
1395;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2013;103
1396;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2014;107
1397;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2015;112
1398;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2016;109
1399;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2017;112
1400;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2018;102
1401;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2019;107
1402;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2020;138
1403;Totaal leeftijd;Één kind;Totaal huishoudens;Oceanië;2021;141
1404;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2010;4779
1405;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2011;5003
1406;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2012;5060
1407;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2013;5120
1408;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2014;5480
1409;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2015;5675
1410;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2016;5787
1411;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2017;5822
1412;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2018;6003
1413;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2019;6197
1414;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2020;5886
1415;Totaal leeftijd;Één kind;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2021;6353
1416;Totaal leeftijd;Één kind;Totaal huishoudens;België;2010;546
1417;Totaal leeftijd;Één kind;Totaal huishoudens;België;2011;501
1418;Totaal leeftijd;Één kind;Totaal huishoudens;België;2012;469
1419;Totaal leeftijd;Één kind;Totaal huishoudens;België;2013;458
1420;Totaal leeftijd;Één kind;Totaal huishoudens;België;2014;482
1421;Totaal leeftijd;Één kind;Totaal huishoudens;België;2015;463
1422;Totaal leeftijd;Één kind;Totaal huishoudens;België;2016;492
1423;Totaal leeftijd;Één kind;Totaal huishoudens;België;2017;441
1424;Totaal leeftijd;Één kind;Totaal huishoudens;België;2018;462
1425;Totaal leeftijd;Één kind;Totaal huishoudens;België;2019;463
1426;Totaal leeftijd;Één kind;Totaal huishoudens;België;2020;502
1427;Totaal leeftijd;Één kind;Totaal huishoudens;België;2021;565
1428;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2010;965
1429;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2011;958
1430;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2012;887
1431;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2013;901
1432;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2014;855
1433;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2015;800
1434;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2016;795
1435;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2017;768
1436;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2018;804
1437;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2019;870
1438;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2020;890
1439;Totaal leeftijd;Één kind;Totaal huishoudens;Duitsland;2021;943
1440;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2010;400
1441;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2011;386
1442;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2012;383
1443;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2013;333
1444;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2014;321
1445;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2015;336
1446;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2016;281
1447;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2017;239
1448;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2018;253
1449;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2019;257
1450;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2020;196
1451;Totaal leeftijd;Één kind;Totaal huishoudens;Indonesië;2021;232
1452;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2010;1824
1453;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2011;1771
1454;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2012;1766
1455;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2013;1603
1456;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2014;1533
1457;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2015;1420
1458;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2016;1385
1459;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2017;1246
1460;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2018;1178
1461;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2019;1184
1462;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2020;1186
1463;Totaal leeftijd;Één kind;Totaal huishoudens;Marokko;2021;1057
1464;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2010;918
1465;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2011;842
1466;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2012;837
1467;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2013;821
1468;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2014;862
1469;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2015;791
1470;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2016;767
1471;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2017;745
1472;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2018;749
1473;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2019;758
1474;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2020;777
1475;Totaal leeftijd;Één kind;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2021;774
1476;Totaal leeftijd;Één kind;Totaal huishoudens;Polen;2010;1082
1477;Totaal leeftijd;Één kind;Totaal huishoudens;Polen;2011;1291
