ID;Studierichting;LeeftijdEnHerkomst;Geslacht;Perioden;TotaalVoltijdIngeschrevenen_1;IngeschrevenenZonderBijbaan_2;IngeschrevenenMetBijbaanTotaal_3;TotaalWerknemers_4;k_0105ABLandbouwEnVisserij_5;k_1045CFNijverheid_6;k_5052GHandel_7;k_55HHoreca_8;k_6064IVervoerEnCommunicatie_9;k_6567JFinancieleInstellingen_10;k_7074K1ZakDienstExclUitzendbranch_11;k_745K2Uitzendbranche_12;k_75LOpenbaarBestuur_13;k_80KOnderwijs_14;k_85NGezondheidsEnWelzijnszorg_15;k_90OCultuurEnOvDienstenIncl99_16;k_95PParticuliereHuishoudens_17;BedrijfstakSBIOnbekend_18;TotaalZelfstandigen_19;k_0105ABLandbouwEnVisserij_20;k_1045CFNijverheid_21;k_5052GHandel_22;k_55HHoreca_23;k_6064IVervoerEnCommunicatie_24;k_6567JFinancieleInstellingen_25;k_7074K1ZakDienstExclUitzendbranch_26;k_745K2Uitzendbranche_27;k_75LOpenbaarBestuur_28;k_80KOnderwijs_29;k_85NGezondheidsEnWelzijnszorg_30;k_90OCultuurEnOvDienstenIncl99_31;k_95PParticuliereHuishoudens_32;BedrijfstakSBIOnbekend_33
791;Economisch onderwijs;23 jaar;Vrouwen;2000/'01;2520.0;1120.0;1400.0;1390.0;10.0;70.0;300.0;200.0;50.0;70.0;290.0;220.0;30.0;20.0;50.0;90.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
792;Economisch onderwijs;24 jaar;Totaal geslacht;1998/'99;4030.0;2030.0;2010.0;1960.0;20.0;110.0;440.0;230.0;150.0;80.0;390.0;340.0;40.0;20.0;60.0;100.0;0.0;;40.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
793;Economisch onderwijs;24 jaar;Totaal geslacht;1999/'00;4230.0;1800.0;2430.0;2390.0;20.0;130.0;520.0;290.0;150.0;120.0;470.0;440.0;20.0;30.0;70.0;110.0;0.0;20.0;40.0;0.0;0.0;10.0;10.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
794;Economisch onderwijs;24 jaar;Totaal geslacht;2000/'01;4160.0;1740.0;2420.0;2370.0;10.0;140.0;520.0;280.0;180.0;110.0;500.0;380.0;30.0;30.0;70.0;100.0;0.0;30.0;50.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
795;Economisch onderwijs;24 jaar;Mannen;1998/'99;2710.0;1360.0;1360.0;1320.0;10.0;70.0;310.0;150.0;120.0;60.0;250.0;220.0;20.0;10.0;40.0;60.0;0.0;;40.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
796;Economisch onderwijs;24 jaar;Mannen;1999/'00;2850.0;1190.0;1660.0;1620.0;10.0;90.0;370.0;170.0;120.0;80.0;340.0;280.0;20.0;20.0;50.0;60.0;0.0;10.0;40.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
797;Economisch onderwijs;24 jaar;Mannen;2000/'01;2790.0;1110.0;1680.0;1630.0;10.0;100.0;380.0;170.0;140.0;80.0;340.0;250.0;20.0;20.0;40.0;60.0;0.0;20.0;50.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
798;Economisch onderwijs;24 jaar;Vrouwen;1998/'99;1320.0;670.0;650.0;650.0;0.0;40.0;130.0;80.0;30.0;30.0;130.0;120.0;20.0;10.0;20.0;40.0;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
799;Economisch onderwijs;24 jaar;Vrouwen;1999/'00;1380.0;600.0;780.0;770.0;0.0;40.0;160.0;120.0;30.0;40.0;130.0;160.0;10.0;10.0;20.0;50.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800;Economisch onderwijs;24 jaar;Vrouwen;2000/'01;1370.0;630.0;740.0;730.0;0.0;40.0;140.0;110.0;30.0;30.0;150.0;130.0;10.0;10.0;30.0;40.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
801;Economisch onderwijs;25 jaar;Totaal geslacht;1998/'99;2270.0;1110.0;1160.0;1140.0;0.0;70.0;230.0;120.0;60.0;40.0;270.0;220.0;30.0;10.0;30.0;50.0;0.0;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
802;Economisch onderwijs;25 jaar;Totaal geslacht;1999/'00;2260.0;920.0;1350.0;1300.0;10.0;70.0;250.0;140.0;100.0;60.0;300.0;230.0;20.0;20.0;30.0;60.0;0.0;10.0;40.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
803;Economisch onderwijs;25 jaar;Totaal geslacht;2000/'01;2430.0;970.0;1460.0;1430.0;0.0;80.0;250.0;160.0;90.0;70.0;360.0;220.0;30.0;20.0;40.0;80.0;0.0;10.0;30.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
804;Economisch onderwijs;25 jaar;Mannen;1998/'99;1620.0;760.0;860.0;840.0;0.0;50.0;180.0;80.0;60.0;40.0;210.0;150.0;20.0;10.0;20.0;40.0;0.0;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
805;Economisch onderwijs;25 jaar;Mannen;1999/'00;1580.0;610.0;960.0;930.0;0.0;60.0;180.0;100.0;80.0;50.0;210.0;160.0;10.0;10.0;20.0;40.0;0.0;10.0;40.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
806;Economisch onderwijs;25 jaar;Mannen;2000/'01;1700.0;660.0;1030.0;1010.0;0.0;60.0;190.0;110.0;70.0;50.0;270.0;140.0;20.0;10.0;30.0;50.0;0.0;10.0;30.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
807;Economisch onderwijs;25 jaar;Vrouwen;1998/'99;660.0;360.0;300.0;300.0;0.0;20.0;50.0;40.0;10.0;10.0;60.0;80.0;10.0;0.0;10.0;20.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
808;Economisch onderwijs;25 jaar;Vrouwen;1999/'00;690.0;300.0;380.0;370.0;0.0;10.0;60.0;40.0;20.0;20.0;90.0;70.0;10.0;10.0;20.0;20.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
809;Economisch onderwijs;25 jaar;Vrouwen;2000/'01;730.0;300.0;420.0;420.0;0.0;30.0;70.0;50.0;20.0;20.0;90.0;80.0;10.0;10.0;20.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
810;Economisch onderwijs;26 jaar;Totaal geslacht;1998/'99;1220.0;570.0;640.0;630.0;0.0;50.0;100.0;50.0;30.0;40.0;140.0;130.0;30.0;10.0;20.0;30.0;0.0;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
811;Economisch onderwijs;26 jaar;Totaal geslacht;1999/'00;1170.0;470.0;700.0;690.0;0.0;40.0;120.0;80.0;40.0;40.0;180.0;120.0;20.0;10.0;10.0;30.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
812;Economisch onderwijs;26 jaar;Totaal geslacht;2000/'01;1180.0;460.0;720.0;700.0;0.0;40.0;110.0;60.0;50.0;40.0;200.0;120.0;10.0;10.0;10.0;30.0;0.0;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
813;Economisch onderwijs;26 jaar;Mannen;1998/'99;890.0;410.0;470.0;460.0;0.0;30.0;80.0;40.0;30.0;30.0;110.0;90.0;20.0;10.0;10.0;20.0;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
814;Economisch onderwijs;26 jaar;Mannen;1999/'00;870.0;330.0;540.0;530.0;0.0;30.0;90.0;50.0;30.0;30.0;140.0;90.0;10.0;10.0;10.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
815;Economisch onderwijs;26 jaar;Mannen;2000/'01;830.0;310.0;520.0;500.0;0.0;30.0;90.0;40.0;50.0;30.0;150.0;80.0;10.0;10.0;10.0;20.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
816;Economisch onderwijs;26 jaar;Vrouwen;1998/'99;330.0;160.0;170.0;170.0;0.0;20.0;20.0;10.0;0.0;10.0;30.0;40.0;10.0;0.0;10.0;10.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
817;Economisch onderwijs;26 jaar;Vrouwen;1999/'00;300.0;130.0;160.0;160.0;0.0;10.0;20.0;30.0;10.0;10.0;40.0;30.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
818;Economisch onderwijs;26 jaar;Vrouwen;2000/'01;360.0;150.0;210.0;200.0;0.0;10.0;30.0;20.0;10.0;10.0;60.0;40.0;0.0;10.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
819;Economisch onderwijs;27 jaar en ouder;Totaal geslacht;1998/'99;1230.0;490.0;740.0;720.0;0.0;30.0;80.0;60.0;40.0;50.0;170.0;110.0;120.0;10.0;10.0;40.0;0.0;;20.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
820;Economisch onderwijs;27 jaar en ouder;Totaal geslacht;1999/'00;1280.0;420.0;860.0;840.0;0.0;50.0;80.0;60.0;50.0;90.0;220.0;130.0;90.0;10.0;20.0;50.0;0.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
821;Economisch onderwijs;27 jaar en ouder;Totaal geslacht;2000/'01;1370.0;450.0;920.0;890.0;0.0;40.0;90.0;60.0;50.0;90.0;260.0;130.0;70.0;20.0;20.0;50.0;0.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
822;Economisch onderwijs;27 jaar en ouder;Mannen;1998/'99;900.0;350.0;550.0;530.0;0.0;20.0;50.0;40.0;20.0;50.0;140.0;80.0;90.0;10.0;10.0;30.0;0.0;;20.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
823;Economisch onderwijs;27 jaar en ouder;Mannen;1999/'00;950.0;320.0;640.0;620.0;0.0;30.0;50.0;50.0;40.0;70.0;180.0;80.0;60.0;10.0;10.0;40.0;0.0;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
824;Economisch onderwijs;27 jaar en ouder;Mannen;2000/'01;1010.0;320.0;690.0;660.0;0.0;30.0;70.0;40.0;40.0;70.0;200.0;100.0;60.0;10.0;10.0;30.0;0.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
825;Economisch onderwijs;27 jaar en ouder;Vrouwen;1998/'99;330.0;140.0;190.0;190.0;0.0;10.0;30.0;20.0;10.0;10.0;30.0;30.0;40.0;0.0;0.0;10.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
826;Economisch onderwijs;27 jaar en ouder;Vrouwen;1999/'00;330.0;100.0;230.0;220.0;0.0;10.0;20.0;10.0;10.0;30.0;40.0;40.0;40.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
827;Economisch onderwijs;27 jaar en ouder;Vrouwen;2000/'01;360.0;130.0;230.0;220.0;0.0;20.0;20.0;20.0;10.0;20.0;60.0;30.0;20.0;10.0;10.0;20.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
828;Economisch onderwijs;Autochtoon;Totaal geslacht;1998/'99;61750.0;31790.0;29960.0;29720.0;800.0;1550.0;10520.0;3730.0;1710.0;720.0;3710.0;4330.0;350.0;220.0;990.0;1100.0;0.0;;240.0;10.0;10.0;40.0;10.0;10.0;0.0;110.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0
829;Economisch onderwijs;Autochtoon;Totaal geslacht;1999/'00;64050.0;27370.0;36680.0;36420.0;880.0;1930.0;12070.0;4800.0;2240.0;1180.0;4690.0;5360.0;310.0;320.0;1000.0;1320.0;0.0;350.0;260.0;0.0;20.0;40.0;10.0;10.0;0.0;120.0;0.0;0.0;0.0;0.0;30.0;0.0;20.0
830;Economisch onderwijs;Autochtoon;Totaal geslacht;2000/'01;64260.0;25810.0;38460.0;38170.0;840.0;1940.0;12410.0;4940.0;2380.0;1260.0;5970.0;4800.0;350.0;300.0;1110.0;1510.0;0.0;370.0;280.0;10.0;20.0;50.0;10.0;10.0;0.0;100.0;0.0;0.0;0.0;0.0;30.0;0.0;60.0
831;Economisch onderwijs;Autochtoon;Mannen;1998/'99;35010.0;17720.0;17280.0;17080.0;590.0;960.0;5790.0;1860.0;1320.0;450.0;2220.0;2560.0;210.0;110.0;470.0;550.0;0.0;;200.0;10.0;10.0;40.0;10.0;10.0;0.0;100.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0
832;Economisch onderwijs;Autochtoon;Mannen;1999/'00;36060.0;14840.0;21230.0;21000.0;600.0;1200.0;6750.0;2380.0;1710.0;700.0;2850.0;3140.0;180.0;180.0;440.0;670.0;0.0;200.0;220.0;0.0;20.0;40.0;10.0;10.0;0.0;100.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0
833;Economisch onderwijs;Autochtoon;Mannen;2000/'01;36150.0;14290.0;21870.0;21620.0;590.0;1220.0;7010.0;2380.0;1780.0;740.0;3340.0;2750.0;210.0;160.0;510.0;740.0;0.0;210.0;250.0;10.0;20.0;50.0;10.0;10.0;0.0;100.0;0.0;0.0;0.0;0.0;20.0;0.0;50.0
834;Economisch onderwijs;Autochtoon;Vrouwen;1998/'99;26750.0;14070.0;12680.0;12640.0;210.0;600.0;4730.0;1870.0;390.0;270.0;1490.0;1770.0;140.0;100.0;520.0;550.0;0.0;;30.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
835;Economisch onderwijs;Autochtoon;Vrouwen;1999/'00;27980.0;12530.0;15450.0;15420.0;280.0;720.0;5310.0;2420.0;530.0;480.0;1840.0;2220.0;130.0;140.0;550.0;650.0;0.0;150.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
836;Economisch onderwijs;Autochtoon;Vrouwen;2000/'01;28110.0;11520.0;16590.0;16560.0;250.0;720.0;5400.0;2560.0;600.0;520.0;2630.0;2050.0;140.0;150.0;600.0;780.0;0.0;160.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
837;Economisch onderwijs;Westers allochtoon;Totaal geslacht;1998/'99;5910.0;3290.0;2620.0;2600.0;30.0;120.0;800.0;360.0;120.0;60.0;400.0;470.0;20.0;20.0;90.0;100.0;0.0;;20.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
838;Economisch onderwijs;Westers allochtoon;Totaal geslacht;1999/'00;6240.0;2900.0;3340.0;3310.0;30.0;150.0;950.0;510.0;150.0;100.0;470.0;640.0;40.0;30.0;100.0;150.0;0.0;20.0;30.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
839;Economisch onderwijs;Westers allochtoon;Totaal geslacht;2000/'01;6430.0;2900.0;3530.0;3490.0;30.0;150.0;980.0;550.0;210.0;100.0;590.0;530.0;20.0;40.0;100.0;150.0;0.0;30.0;50.0;0.0;0.0;10.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
840;Economisch onderwijs;Westers allochtoon;Mannen;1998/'99;3180.0;1770.0;1420.0;1400.0;30.0;70.0;390.0;180.0;90.0;40.0;220.0;260.0;10.0;10.0;50.0;40.0;0.0;;20.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
841;Economisch onderwijs;Westers allochtoon;Mannen;1999/'00;3330.0;1510.0;1810.0;1790.0;20.0;80.0;510.0;240.0;110.0;50.0;270.0;350.0;20.0;10.0;40.0;70.0;0.0;10.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
842;Economisch onderwijs;Westers allochtoon;Mannen;2000/'01;3470.0;1560.0;1910.0;1870.0;30.0;90.0;510.0;260.0;150.0;70.0;330.0;290.0;10.0;20.0;50.0;50.0;0.0;20.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
843;Economisch onderwijs;Westers allochtoon;Vrouwen;1998/'99;2730.0;1520.0;1210.0;1200.0;10.0;50.0;410.0;180.0;20.0;30.0;180.0;210.0;10.0;10.0;50.0;60.0;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
844;Economisch onderwijs;Westers allochtoon;Vrouwen;1999/'00;2920.0;1390.0;1530.0;1520.0;10.0;60.0;440.0;260.0;30.0;50.0;200.0;290.0;20.0;20.0;50.0;80.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
845;Economisch onderwijs;Westers allochtoon;Vrouwen;2000/'01;2970.0;1340.0;1620.0;1610.0;10.0;70.0;470.0;290.0;60.0;40.0;260.0;240.0;20.0;20.0;50.0;100.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
846;Economisch onderwijs;Niet-westers allochtoon;Totaal geslacht;1998/'99;7200.0;4160.0;3040.0;3010.0;40.0;70.0;900.0;380.0;110.0;70.0;480.0;740.0;40.0;20.0;90.0;80.0;0.0;;40.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
847;Economisch onderwijs;Niet-westers allochtoon;Totaal geslacht;1999/'00;8220.0;4040.0;4190.0;4140.0;30.0;90.0;1180.0;500.0;190.0;160.0;640.0;1080.0;30.0;30.0;100.0;110.0;0.0;30.0;50.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
848;Economisch onderwijs;Niet-westers allochtoon;Totaal geslacht;2000/'01;9060.0;4340.0;4730.0;4670.0;30.0;120.0;1330.0;540.0;220.0;190.0;920.0;940.0;40.0;50.0;110.0;140.0;0.0;40.0;60.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;20.0
849;Economisch onderwijs;Niet-westers allochtoon;Mannen;1998/'99;3780.0;2190.0;1590.0;1560.0;20.0;30.0;390.0;190.0;90.0;40.0;260.0;420.0;20.0;10.0;40.0;50.0;0.0;;30.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
850;Economisch onderwijs;Niet-westers allochtoon;Mannen;1999/'00;4300.0;2090.0;2210.0;2170.0;20.0;50.0;530.0;270.0;140.0;70.0;340.0;600.0;20.0;10.0;60.0;50.0;0.0;20.0;40.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
851;Economisch onderwijs;Niet-westers allochtoon;Mannen;2000/'01;4680.0;2230.0;2450.0;2400.0;30.0;70.0;580.0;300.0;150.0;100.0;460.0;540.0;20.0;30.0;50.0;70.0;0.0;20.0;50.0;0.0;0.0;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;20.0
852;Economisch onderwijs;Niet-westers allochtoon;Vrouwen;1998/'99;3430.0;1970.0;1460.0;1450.0;10.0;40.0;510.0;190.0;30.0;30.0;220.0;330.0;20.0;10.0;50.0;30.0;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
853;Economisch onderwijs;Niet-westers allochtoon;Vrouwen;1999/'00;3930.0;1950.0;1980.0;1970.0;10.0;40.0;650.0;230.0;50.0;80.0;300.0;480.0;10.0;20.0;40.0;60.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
854;Economisch onderwijs;Niet-westers allochtoon;Vrouwen;2000/'01;4380.0;2110.0;2270.0;2270.0;10.0;50.0;750.0;240.0;60.0;90.0;470.0;400.0;20.0;30.0;60.0;80.0;0.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
855;Economisch onderwijs;Herkomst onbekend;Totaal geslacht;1998/'99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
856;Economisch onderwijs;Herkomst onbekend;Totaal geslacht;1999/'00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
857;Economisch onderwijs;Herkomst onbekend;Totaal geslacht;2000/'01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
858;Economisch onderwijs;Herkomst onbekend;Mannen;1998/'99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
859;Economisch onderwijs;Herkomst onbekend;Mannen;1999/'00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
860;Economisch onderwijs;Herkomst onbekend;Mannen;2000/'01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
861;Economisch onderwijs;Herkomst onbekend;Vrouwen;1998/'99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
862;Economisch onderwijs;Herkomst onbekend;Vrouwen;1999/'00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
863;Economisch onderwijs;Herkomst onbekend;Vrouwen;2000/'01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
864;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Totaal geslacht;1998/'99;30920.0;15830.0;15090.0;15070.0;270.0;450.0;4900.0;1520.0;460.0;130.0;1590.0;2280.0;160.0;90.0;2730.0;500.0;0.0;;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
865;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Totaal geslacht;1999/'00;31060.0;13700.0;17350.0;17310.0;260.0;550.0;5430.0;1900.0;620.0;250.0;1810.0;2640.0;200.0;150.0;2760.0;620.0;0.0;120.0;40.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
866;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Totaal geslacht;2000/'01;30900.0;12590.0;18310.0;18280.0;230.0;560.0;5590.0;1850.0;630.0;270.0;2010.0;2360.0;220.0;150.0;3570.0;710.0;0.0;140.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0
867;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Mannen;1998/'99;6120.0;3210.0;2910.0;2900.0;60.0;110.0;730.0;280.0;190.0;40.0;340.0;600.0;50.0;30.0;380.0;90.0;0.0;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
868;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Mannen;1999/'00;5910.0;2550.0;3360.0;3340.0;50.0;130.0;820.0;320.0;240.0;50.0;380.0;730.0;60.0;30.0;350.0;160.0;0.0;30.0;20.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0
869;Sociaal-agogisch onderwijs;Totaal leeftijd en herkomst;Mannen;2000/'01;5670.0;2320.0;3350.0;3340.0;50.0;140.0;820.0;320.0;240.0;60.0;420.0;590.0;70.0;40.0;410.0;150.0;0.0;40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
