ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;Onderzoekspopulatie_1;Innovatoren_2;BedrijvenMetProductinnovaties_3;Goederen_4;DoorHetEigenBedrijf_5;InEenSamenwerkingsverband_6;DoorAanpassing_7;UitsluitendDoorDerden_8;Diensten_9;DoorHetEigenBedrijf_10;InEenSamenwerkingsverband_11;DoorAanpassing_12;UitsluitendDoorDerden_13;NieuwVoorDeMarkt_14;AlleenNieuwVoorHetBedrijf_15;BedrijvenMetProcesinnovaties_16;ProductieVanGoederenEnDiensten_17;Logistiek_18;InformatieverwerkingOfCommunicatie_19;Administratie_20;ProceduresOfExterneRelaties_21;BesluitvormingOfPersoneelsbeheer_22;MarketingOfService_23;DoorHetEigenBedrijf_24;InEenSamenwerkingsverband_25;DoorAanpassing_26;UitsluitendDoorDerden_27;NieuwVoorDeMarkt_28;AlleenNieuweVoorHetBedrijf_29;Onbekend_30;AfgebrokenInnovaties_31;OnafgerondeInnovaties_32
110;10 of meer werkzame personen;30 Overige transportmiddelenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;10 of meer werkzame personen;31 Meubelindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;10 of meer werkzame personen;31 Meubelindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;10 of meer werkzame personen;31 Meubelindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;10 of meer werkzame personen;32 Overige industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;10 of meer werkzame personen;32 Overige industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;10 of meer werkzame personen;32 Overige industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;10 of meer werkzame personen;33 Reparatie en installatie van machines;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;10 of meer werkzame personen;33 Reparatie en installatie van machines;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;10 of meer werkzame personen;33 Reparatie en installatie van machines;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;10 of meer werkzame personen;D Energievoorziening;2016 - 2018;85.0;45.0;20.0;5.0;77.0;62.0;0.0;0.0;15.0;73.0;27.0;21.0;0.0;10.0;15.0;35.0;10.0;10.0;20.0;10.0;10.0;10.0;15.0;80.0;43.0;22.0;5.0;5.0;20.0;10.0;10.0;35.0
121;10 of meer werkzame personen;D Energievoorziening;2018 - 2020;90.0;55.0;30.0;15.0;49.0;78.0;20.0;0.0;20.0;63.0;80.0;18.0;5.0;20.0;20.0;40.0;20.0;10.0;30.0;15.0;10.0;10.0;15.0;70.0;65.0;9.0;5.0;5.0;20.0;15.0;15.0;30.0
122;10 of meer werkzame personen;D Energievoorziening;2020 - 2022;100.0;60.0;20.0;10.0;31.0;50.0;32.0;60.0;20.0;87.0;36.0;7.0;0.0;15.0;15.0;45.0;10.0;5.0;25.0;30.0;15.0;15.0;20.0;83.0;47.0;10.0;5.0;5.0;35.0;5.0;10.0;25.0
123;10 of meer werkzame personen;35 Energiebedrijven;2016 - 2018;85.0;45.0;20.0;5.0;77.0;62.0;0.0;0.0;15.0;73.0;27.0;21.0;0.0;0.0;5.0;35.0;10.0;10.0;20.0;10.0;10.0;10.0;15.0;80.0;43.0;22.0;5.0;5.0;20.0;10.0;10.0;35.0
124;10 of meer werkzame personen;35 Energiebedrijven;2018 - 2020;90.0;55.0;30.0;15.0;49.0;78.0;20.0;0.0;20.0;63.0;80.0;18.0;5.0;10.0;10.0;40.0;20.0;10.0;30.0;15.0;10.0;10.0;15.0;70.0;65.0;9.0;5.0;5.0;20.0;15.0;15.0;30.0
125;10 of meer werkzame personen;35 Energiebedrijven;2020 - 2022;100.0;60.0;20.0;10.0;31.0;50.0;32.0;60.0;20.0;87.0;36.0;7.0;0.0;5.0;10.0;45.0;10.0;5.0;25.0;30.0;15.0;15.0;20.0;83.0;47.0;10.0;5.0;5.0;35.0;5.0;10.0;25.0
126;10 of meer werkzame personen;E Waterbedrijven en afvalbeheer;2016 - 2018;300.0;140.0;40.0;25.0;76.0;84.0;63.0;11.0;35.0;65.0;17.0;11.0;14.0;30.0;15.0;100.0;30.0;20.0;35.0;30.0;25.0;30.0;20.0;57.0;51.0;20.0;10.0;20.0;65.0;20.0;5.0;70.0
127;10 of meer werkzame personen;E Waterbedrijven en afvalbeheer;2018 - 2020;295.0;150.0;45.0;40.0;45.0;20.0;42.0;0.0;20.0;82.0;34.0;9.0;6.0;35.0;25.0;100.0;60.0;30.0;35.0;40.0;5.0;35.0;10.0;68.0;49.0;4.0;13.0;5.0;75.0;20.0;25.0;55.0
128;10 of meer werkzame personen;E Waterbedrijven en afvalbeheer;2020 - 2022;310.0;165.0;70.0;50.0;74.0;49.0;8.0;4.0;40.0;54.0;63.0;10.0;10.0;35.0;50.0;130.0;60.0;40.0;65.0;60.0;45.0;45.0;30.0;63.0;50.0;15.0;7.0;15.0;90.0;30.0;10.0;70.0
129;10 of meer werkzame personen;F Bouwnijverheid;2016 - 2018;5025.0;1480.0;380.0;250.0;30.0;25.0;60.0;9.0;205.0;50.0;49.0;42.0;4.0;135.0;355.0;1150.0;290.0;165.0;445.0;740.0;120.0;135.0;205.0;32.0;35.0;5.0;41.0;40.0;920.0;190.0;95.0;320.0
130;10 of meer werkzame personen;F Bouwnijverheid;2018 - 2020;5325.0;2170.0;615.0;585.0;12.0;49.0;43.0;43.0;565.0;53.0;50.0;46.0;42.0;120.0;585.0;1655.0;495.0;560.0;840.0;1220.0;355.0;455.0;520.0;43.0;38.0;3.0;38.0;410.0;1190.0;60.0;160.0;535.0
131;10 of meer werkzame personen;F Bouwnijverheid;2020 - 2022;5555.0;1875.0;695.0;550.0;61.0;30.0;19.0;16.0;445.0;76.0;55.0;7.0;13.0;285.0;515.0;1580.0;550.0;330.0;625.0;1125.0;585.0;460.0;425.0;49.0;51.0;10.0;20.0;60.0;1155.0;365.0;180.0;650.0
132;10 of meer werkzame personen;G-I Handel, vervoer en horeca;2016 - 2018;22630.0;6940.0;2720.0;2245.0;57.0;34.0;16.0;29.0;1575.0;48.0;27.0;24.0;28.0;1355.0;1490.0;5925.0;1490.0;2145.0;2930.0;3485.0;1595.0;2150.0;2300.0;51.0;42.0;15.0;25.0;400.0;4490.0;1035.0;635.0;2260.0
133;10 of meer werkzame personen;G-I Handel, vervoer en horeca;2018 - 2020;23600.0;8230.0;3370.0;2270.0;67.0;46.0;10.0;14.0;2025.0;50.0;30.0;10.0;28.0;1605.0;1360.0;6960.0;1685.0;2300.0;3475.0;3950.0;1485.0;2160.0;3465.0;51.0;46.0;14.0;21.0;835.0;5060.0;1070.0;705.0;1845.0
134;10 of meer werkzame personen;G-I Handel, vervoer en horeca;2020 - 2022;24485.0;10600.0;3650.0;2715.0;73.0;35.0;22.0;17.0;2175.0;67.0;36.0;23.0;20.0;1765.0;1995.0;9150.0;2445.0;2850.0;3715.0;5250.0;2165.0;2985.0;4070.0;54.0;51.0;18.0;12.0;900.0;6680.0;1570.0;1080.0;3300.0
135;10 of meer werkzame personen;G Handel;2016 - 2018;14025.0;5285.0;2325.0;1995.0;56.0;36.0;16.0;30.0;1245.0;42.0;27.0;26.0;32.0;1380.0;1595.0;4425.0;1205.0;1605.0;2085.0;2515.0;1335.0;1425.0;1900.0;51.0;49.0;15.0;24.0;355.0;3185.0;885.0;465.0;1785.0
136;10 of meer werkzame personen;G Handel;2018 - 2020;14230.0;5955.0;2575.0;1990.0;71.0;43.0;10.0;13.0;1390.0;57.0;18.0;11.0;31.0;1550.0;1625.0;5035.0;1350.0;1440.0;2280.0;2855.0;1150.0;1825.0;2835.0;51.0;55.0;15.0;17.0;705.0;3690.0;645.0;540.0;1530.0
137;10 of meer werkzame personen;G Handel;2020 - 2022;14720.0;6870.0;3010.0;2295.0;70.0;39.0;22.0;19.0;1555.0;59.0;39.0;27.0;26.0;1740.0;2385.0;5580.0;1445.0;1615.0;2600.0;3130.0;1675.0;2055.0;2495.0;52.0;49.0;17.0;14.0;425.0;3995.0;1160.0;780.0;2665.0
138;10 of meer werkzame personen;H Vervoer en opslag;2016 - 2018;3535.0;1050.0;240.0;105.0;32.0;18.0;16.0;45.0;190.0;52.0;39.0;26.0;22.0;75.0;185.0;910.0;145.0;395.0;435.0;410.0;240.0;215.0;115.0;45.0;33.0;20.0;29.0;45.0;740.0;125.0;30.0;310.0
139;10 of meer werkzame personen;H Vervoer en opslag;2018 - 2020;3610.0;1210.0;355.0;145.0;59.0;51.0;13.0;26.0;315.0;64.0;27.0;12.0;32.0;160.0;270.0;995.0;205.0;480.0;540.0;700.0;215.0;295.0;200.0;50.0;39.0;14.0;18.0;125.0;730.0;135.0;135.0;275.0
140;10 of meer werkzame personen;H Vervoer en opslag;2020 - 2022;3695.0;1310.0;280.0;95.0;38.0;47.0;66.0;22.0;260.0;73.0;56.0;22.0;10.0;120.0;205.0;1185.0;160.0;445.0;535.0;695.0;270.0;345.0;155.0;45.0;48.0;18.0;15.0;60.0;980.0;150.0;100.0;420.0
141;10 of meer werkzame personen;I Horeca;2016 - 2018;5065.0;600.0;155.0;145.0;90.0;12.0;10.0;0.0;140.0;95.0;11.0;4.0;4.0;20.0;140.0;590.0;140.0;145.0;410.0;565.0;25.0;505.0;285.0;66.0;8.0;4.0;27.0;0.0;565.0;25.0;145.0;165.0
142;10 of meer werkzame personen;I Horeca;2018 - 2020;5765.0;1070.0;440.0;140.0;22.0;87.0;1.0;2.0;315.0;4.0;88.0;4.0;9.0;100.0;440.0;930.0;130.0;380.0;660.0;395.0;115.0;35.0;425.0;55.0;6.0;3.0;42.0;5.0;640.0;290.0;30.0;40.0
143;10 of meer werkzame personen;I Horeca;2020 - 2022;6070.0;2420.0;360.0;325.0;99.0;9.0;7.0;0.0;360.0;96.0;11.0;6.0;0.0;175.0;210.0;2380.0;840.0;785.0;575.0;1425.0;220.0;585.0;1420.0;62.0;58.0;19.0;6.0;415.0;1710.0;255.0;195.0;210.0
144;10 of meer werkzame personen;J Informatie en communicatie;2016 - 2018;3230.0;2210.0;1475.0;455.0;75.0;37.0;19.0;16.0;1340.0;87.0;35.0;18.0;7.0;985.0;1020.0;1820.0;745.0;345.0;1180.0;920.0;705.0;605.0;590.0;73.0;41.0;19.0;16.0;405.0;915.0;500.0;370.0;1335.0
145;10 of meer werkzame personen;J Informatie en communicatie;2018 - 2020;3600.0;2655.0;1790.0;685.0;76.0;35.0;19.0;13.0;1595.0;86.0;34.0;18.0;6.0;1055.0;1330.0;2120.0;890.0;310.0;1450.0;970.0;730.0;845.0;775.0;73.0;43.0;18.0;11.0;465.0;1210.0;445.0;360.0;1445.0
146;10 of meer werkzame personen;J Informatie en communicatie;2020 - 2022;3815.0;2685.0;1790.0;475.0;69.0;42.0;20.0;15.0;1675.0;87.0;31.0;13.0;6.0;1030.0;1240.0;2010.0;800.0;375.0;1395.0;970.0;865.0;860.0;840.0;75.0;42.0;16.0;8.0;465.0;1085.0;460.0;445.0;1565.0
147;10 of meer werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2016 - 2018;435.0;230.0;100.0;15.0;76.0;84.0;15.0;9.0;90.0;83.0;47.0;8.0;0.0;5.0;15.0;210.0;65.0;25.0;110.0;115.0;85.0;50.0;30.0;67.0;35.0;5.0;23.0;45.0;100.0;70.0;10.0;95.0
148;10 of meer werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2018 - 2020;440.0;280.0;195.0;100.0;83.0;55.0;2.0;16.0;170.0;67.0;55.0;14.0;3.0;75.0;60.0;245.0;50.0;45.0;185.0;135.0;80.0;65.0;55.0;76.0;60.0;9.0;1.0;25.0;165.0;55.0;20.0;100.0
149;10 of meer werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2020 - 2022;440.0;205.0;115.0;35.0;94.0;33.0;21.0;3.0;105.0;83.0;47.0;21.0;5.0;25.0;25.0;160.0;45.0;25.0;95.0;75.0;45.0;45.0;55.0;76.0;48.0;6.0;4.0;25.0;100.0;35.0;25.0;85.0
150;10 of meer werkzame personen;58 Uitgeverijen;2016 - 2018;240.0;115.0;50.0;10.0;72.0;90.0;0.0;10.0;40.0;79.0;70.0;8.0;0.0;0.0;10.0;110.0;10.0;10.0;60.0;80.0;55.0;20.0;25.0;68.0;46.0;5.0;24.0;25.0;70.0;15.0;0.0;40.0
151;10 of meer werkzame personen;58 Uitgeverijen;2018 - 2020;225.0;175.0;120.0;80.0;100.0;67.0;1.0;0.0;95.0;96.0;45.0;1.0;2.0;75.0;40.0;150.0;30.0;25.0;120.0;90.0;65.0;30.0;50.0;79.0;60.0;4.0;0.0;25.0;70.0;50.0;15.0;65.0
152;10 of meer werkzame personen;58 Uitgeverijen;2020 - 2022;210.0;100.0;65.0;25.0;96.0;19.0;4.0;4.0;60.0;82.0;44.0;20.0;7.0;15.0;20.0;75.0;20.0;15.0;55.0;35.0;25.0;25.0;25.0;75.0;52.0;12.0;4.0;15.0;45.0;15.0;15.0;55.0
153;10 of meer werkzame personen;"59 Film- en tv-productie; geluidsopname";2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;10 of meer werkzame personen;"59 Film- en tv-productie; geluidsopname";2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;10 of meer werkzame personen;"59 Film- en tv-productie; geluidsopname";2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;10 of meer werkzame personen;60 Radio- en televisieomroepen;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;10 of meer werkzame personen;60 Radio- en televisieomroepen;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;10 of meer werkzame personen;60 Radio- en televisieomroepen;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;10 of meer werkzame personen;61 Telecommunicatie;2016 - 2018;125.0;65.0;45.0;25.0;33.0;30.0;35.0;58.0;45.0;76.0;76.0;38.0;31.0;20.0;20.0;50.0;25.0;25.0;45.0;20.0;35.0;25.0;25.0;84.0;59.0;28.0;19.0;10.0;20.0;15.0;15.0;40.0
160;10 of meer werkzame personen;61 Telecommunicatie;2018 - 2020;105.0;50.0;20.0;10.0;32.0;80.0;80.0;24.0;20.0;54.0;57.0;39.0;45.0;10.0;10.0;40.0;10.0;10.0;35.0;25.0;15.0;10.0;15.0;53.0;48.0;28.0;7.0;10.0;20.0;10.0;15.0;25.0
161;10 of meer werkzame personen;61 Telecommunicatie;2020 - 2022;95.0;65.0;35.0;10.0;25.0;25.0;25.0;75.0;35.0;91.0;39.0;33.0;3.0;5.0;5.0;60.0;15.0;20.0;45.0;30.0;10.0;15.0;30.0;75.0;47.0;16.0;7.0;5.0;40.0;10.0;15.0;30.0
162;10 of meer werkzame personen;62-63 IT- en informatiedienstverlening;2016 - 2018;2670.0;1920.0;1330.0;420.0;77.0;35.0;18.0;14.0;1205.0;88.0;33.0;19.0;7.0;305.0;285.0;1560.0;655.0;300.0;1025.0;790.0;590.0;530.0;535.0;74.0;41.0;20.0;15.0;350.0;795.0;415.0;345.0;1205.0
163;10 of meer werkzame personen;62-63 IT- en informatiedienstverlening;2018 - 2020;3055.0;2325.0;1570.0;575.0;76.0;31.0;21.0;12.0;1405.0;89.0;31.0;18.0;6.0;385.0;425.0;1840.0;830.0;260.0;1230.0;810.0;630.0;770.0;705.0;73.0;41.0;19.0;12.0;430.0;1025.0;380.0;325.0;1320.0
164;10 of meer werkzame personen;62-63 IT- en informatiedienstverlening;2020 - 2022;3275.0;2415.0;1640.0;430.0;68.0;43.0;19.0;14.0;1535.0;87.0;29.0;12.0;7.0;300.0;295.0;1795.0;740.0;330.0;1250.0;860.0;805.0;800.0;755.0;75.0;41.0;17.0;8.0;435.0;945.0;415.0;405.0;1450.0
165;10 of meer werkzame personen;62 IT-dienstverlening;2016 - 2018;2400.0;1745.0;1215.0;385.0;78.0;36.0;16.0;11.0;1090.0;89.0;33.0;18.0;6.0;275.0;265.0;1430.0;605.0;275.0;935.0;725.0;545.0;490.0;495.0;74.0;41.0;21.0;15.0;325.0;735.0;370.0;300.0;1090.0
166;10 of meer werkzame personen;62 IT-dienstverlening;2018 - 2020;2750.0;2110.0;1430.0;550.0;76.0;32.0;22.0;12.0;1275.0;90.0;31.0;18.0;6.0;370.0;405.0;1645.0;785.0;225.0;1115.0;735.0;570.0;705.0;635.0;73.0;41.0;20.0;12.0;385.0;905.0;355.0;305.0;1185.0
167;10 of meer werkzame personen;62 IT-dienstverlening;2020 - 2022;2955.0;2180.0;1470.0;395.0;68.0;43.0;20.0;15.0;1375.0;87.0;29.0;11.0;7.0;280.0;270.0;1620.0;670.0;310.0;1115.0;780.0;735.0;730.0;695.0;75.0;42.0;16.0;8.0;415.0;840.0;365.0;360.0;1315.0
168;10 of meer werkzame personen;63 Diensten op het gebied van informatie;2016 - 2018;270.0;175.0;120.0;35.0;68.0;24.0;38.0;43.0;115.0;80.0;35.0;23.0;14.0;30.0;25.0;130.0;50.0;25.0;90.0;65.0;45.0;40.0;40.0;74.0;47.0;9.0;15.0;25.0;60.0;45.0;40.0;110.0
169;10 of meer werkzame personen;63 Diensten op het gebied van informatie;2018 - 2020;300.0;215.0;140.0;25.0;63.0;27.0;0.0;19.0;130.0;84.0;32.0;16.0;5.0;15.0;15.0;190.0;45.0;30.0;110.0;80.0;65.0;65.0;70.0;72.0;37.0;4.0;16.0;45.0;120.0;25.0;20.0;130.0
170;10 of meer werkzame personen;63 Diensten op het gebied van informatie;2020 - 2022;320.0;235.0;170.0;35.0;77.0;47.0;14.0;10.0;160.0;84.0;28.0;21.0;7.0;25.0;25.0;175.0;70.0;20.0;135.0;85.0;70.0;70.0;60.0;73.0;36.0;19.0;9.0;20.0;105.0;50.0;45.0;135.0
171;10 of meer werkzame personen;K Financiële dienstverlening;2016 - 2018;1160.0;425.0;165.0;20.0;18.0;90.0;0.0;0.0;165.0;78.0;52.0;9.0;0.0;100.0;110.0;355.0;85.0;85.0;250.0;175.0;115.0;145.0;115.0;68.0;57.0;14.0;12.0;15.0;260.0;80.0;55.0;135.0
172;10 of meer werkzame personen;K Financiële dienstverlening;2018 - 2020;1230.0;620.0;270.0;40.0;21.0;50.0;14.0;43.0;255.0;81.0;32.0;19.0;4.0;135.0;225.0;535.0;165.0;125.0;380.0;355.0;160.0;280.0;120.0;73.0;54.0;35.0;9.0;105.0;350.0;80.0;100.0;320.0
173;10 of meer werkzame personen;K Financiële dienstverlening;2020 - 2022;1265.0;540.0;275.0;40.0;79.0;32.0;20.0;6.0;255.0;80.0;35.0;18.0;7.0;115.0;220.0;420.0;135.0;70.0;275.0;200.0;140.0;115.0;130.0;64.0;50.0;20.0;14.0;50.0;320.0;50.0;80.0;290.0
174;10 of meer werkzame personen;L Verhuur en handel van onroerend goed;2016 - 2018;755.0;270.0;15.0;5.0;0.0;75.0;0.0;25.0;15.0;65.0;49.0;7.0;7.0;10.0;10.0;265.0;10.0;45.0;100.0;195.0;60.0;65.0;35.0;29.0;24.0;19.0;57.0;5.0;190.0;70.0;55.0;60.0
175;10 of meer werkzame personen;L Verhuur en handel van onroerend goed;2018 - 2020;770.0;330.0;45.0;5.0;33.0;67.0;33.0;67.0;45.0;29.0;45.0;36.0;33.0;25.0;40.0;325.0;15.0;5.0;200.0;185.0;115.0;155.0;45.0;8.0;54.0;4.0;40.0;5.0;220.0;100.0;15.0;30.0
176;10 of meer werkzame personen;L Verhuur en handel van onroerend goed;2020 - 2022;765.0;300.0;110.0;50.0;46.0;11.0;2.0;49.0;85.0;72.0;18.0;1.0;28.0;65.0;75.0;270.0;50.0;25.0;180.0;130.0;50.0;70.0;60.0;38.0;31.0;21.0;33.0;40.0;205.0;25.0;30.0;95.0
177;10 of meer werkzame personen;68 Verhuur en handel van onroerend goed;2016 - 2018;755.0;270.0;15.0;5.0;0.0;75.0;0.0;25.0;15.0;65.0;49.0;7.0;7.0;5.0;5.0;265.0;10.0;45.0;100.0;195.0;60.0;65.0;35.0;29.0;24.0;19.0;57.0;5.0;190.0;70.0;55.0;60.0
178;10 of meer werkzame personen;68 Verhuur en handel van onroerend goed;2018 - 2020;770.0;330.0;45.0;5.0;33.0;67.0;33.0;67.0;45.0;29.0;45.0;36.0;33.0;5.0;0.0;325.0;15.0;5.0;200.0;185.0;115.0;155.0;45.0;8.0;54.0;4.0;40.0;5.0;220.0;100.0;15.0;30.0
179;10 of meer werkzame personen;68 Verhuur en handel van onroerend goed;2020 - 2022;765.0;300.0;110.0;50.0;46.0;11.0;2.0;49.0;85.0;72.0;18.0;1.0;28.0;30.0;35.0;270.0;50.0;25.0;180.0;130.0;50.0;70.0;60.0;38.0;31.0;21.0;33.0;40.0;205.0;25.0;30.0;95.0
180;10 of meer werkzame personen;M-N Zakelijke dienstverlening;2016 - 2018;11190.0;3695.0;1890.0;780.0;49.0;40.0;23.0;25.0;1590.0;78.0;46.0;20.0;10.0;520.0;510.0;3025.0;995.0;410.0;1630.0;1750.0;1005.0;1095.0;705.0;54.0;45.0;19.0;25.0;415.0;2090.0;520.0;500.0;1405.0
181;10 of meer werkzame personen;M-N Zakelijke dienstverlening;2018 - 2020;11825.0;5230.0;1955.0;810.0;78.0;36.0;14.0;14.0;1595.0;74.0;37.0;22.0;12.0;590.0;550.0;4325.0;1350.0;565.0;2225.0;2600.0;1335.0;1425.0;1115.0;50.0;38.0;18.0;24.0;625.0;3100.0;600.0;435.0;1685.0
182;10 of meer werkzame personen;M-N Zakelijke dienstverlening;2020 - 2022;12005.0;5345.0;2105.0;725.0;65.0;48.0;19.0;8.0;1835.0;81.0;31.0;13.0;7.0;490.0;500.0;4365.0;1090.0;625.0;2190.0;2425.0;1470.0;1770.0;1010.0;59.0;39.0;16.0;19.0;485.0;3295.0;585.0;455.0;1880.0
183;10 of meer werkzame personen;M Specialistische zakelijke diensten;2016 - 2018;6045.0;2435.0;1365.0;565.0;64.0;37.0;22.0;17.0;1125.0;81.0;50.0;24.0;10.0;835.0;910.0;1935.0;745.0;255.0;995.0;1080.0;655.0;650.0;470.0;59.0;51.0;16.0;21.0;330.0;1245.0;360.0;435.0;1080.0
184;10 of meer werkzame personen;M Specialistische zakelijke diensten;2018 - 2020;6420.0;3300.0;1605.0;660.0;75.0;40.0;18.0;16.0;1340.0;77.0;35.0;23.0;13.0;950.0;1215.0;2600.0;965.0;350.0;1320.0;1480.0;920.0;850.0;615.0;51.0;40.0;15.0;24.0;595.0;1690.0;315.0;380.0;1240.0
185;10 of meer werkzame personen;M Specialistische zakelijke diensten;2020 - 2022;6605.0;3255.0;1470.0;540.0;72.0;53.0;16.0;4.0;1260.0;81.0;38.0;17.0;8.0;915.0;1025.0;2425.0;705.0;360.0;1235.0;1315.0;735.0;930.0;540.0;60.0;40.0;14.0;25.0;360.0;1715.0;350.0;340.0;1315.0
186;10 of meer werkzame personen;69-71 Management- en technisch advies;2016 - 2018;4375.0;1690.0;925.0;390.0;64.0;39.0;24.0;11.0;785.0;78.0;50.0;21.0;7.0;285.0;260.0;1385.0;575.0;185.0;735.0;845.0;425.0;455.0;300.0;54.0;50.0;15.0;25.0;285.0;825.0;275.0;315.0;805.0
187;10 of meer werkzame personen;69-71 Management- en technisch advies;2018 - 2020;4655.0;2375.0;1130.0;420.0;81.0;49.0;22.0;7.0;940.0;79.0;40.0;22.0;9.0;295.0;300.0;1935.0;675.0;220.0;975.0;1165.0;765.0;650.0;450.0;51.0;42.0;16.0;24.0;470.0;1235.0;230.0;280.0;885.0
188;10 of meer werkzame personen;69-71 Management- en technisch advies;2020 - 2022;4805.0;2180.0;970.0;310.0;74.0;54.0;20.0;2.0;880.0;80.0;42.0;17.0;7.0;275.0;190.0;1665.0;470.0;280.0;915.0;945.0;480.0;555.0;255.0;56.0;42.0;14.0;30.0;205.0;1185.0;275.0;235.0;865.0
189;10 of meer werkzame personen;69 Juridische diensten en administratie;2016 - 2018;1505.0;365.0;80.0;30.0;7.0;18.0;85.0;0.0;75.0;93.0;76.0;2.0;33.0;0.0;30.0;335.0;110.0;55.0;150.0;275.0;85.0;85.0;55.0;35.0;43.0;16.0;40.0;55.0;195.0;85.0;60.0;95.0
190;10 of meer werkzame personen;69 Juridische diensten en administratie;2018 - 2020;1515.0;540.0;135.0;30.0;100.0;0.0;3.0;0.0;105.0;65.0;28.0;17.0;30.0;0.0;30.0;520.0;135.0;90.0;210.0;500.0;280.0;55.0;50.0;17.0;45.0;10.0;35.0;170.0;305.0;50.0;40.0;45.0
191;10 of meer werkzame personen;69 Juridische diensten en administratie;2020 - 2022;1535.0;655.0;90.0;0.0;;;;;90.0;58.0;54.0;3.0;42.0;0.0;0.0;590.0;55.0;110.0;325.0;415.0;60.0;60.0;65.0;32.0;33.0;15.0;56.0;5.0;500.0;85.0;30.0;70.0
192;10 of meer werkzame personen;70 Holdings en managementadviesbureaus;2016 - 2018;1255.0;505.0;290.0;80.0;61.0;19.0;20.0;20.0;265.0;71.0;48.0;13.0;3.0;65.0;50.0;400.0;105.0;25.0;260.0;230.0;135.0;145.0;120.0;54.0;61.0;13.0;15.0;60.0;280.0;60.0;60.0;215.0
193;10 of meer werkzame personen;70 Holdings en managementadviesbureaus;2018 - 2020;1370.0;755.0;360.0;105.0;61.0;50.0;8.0;0.0;300.0;89.0;25.0;18.0;0.0;50.0;80.0;580.0;135.0;30.0;335.0;265.0;220.0;270.0;175.0;65.0;34.0;16.0;19.0;65.0;435.0;80.0;75.0;300.0
194;10 of meer werkzame personen;70 Holdings en managementadviesbureaus;2020 - 2022;1420.0;465.0;340.0;65.0;52.0;51.0;70.0;0.0;335.0;83.0;41.0;27.0;0.0;65.0;35.0;315.0;80.0;100.0;260.0;140.0;175.0;145.0;50.0;79.0;60.0;21.0;0.0;50.0;215.0;55.0;45.0;200.0
195;10 of meer werkzame personen;71 Architecten-, ingenieursbureaus e.d.;2016 - 2018;1615.0;820.0;555.0;275.0;71.0;48.0;18.0;9.0;440.0;79.0;46.0;28.0;5.0;220.0;180.0;650.0;360.0;105.0;325.0;340.0;210.0;225.0;125.0;64.0;46.0;16.0;24.0;170.0;345.0;135.0;195.0;495.0
196;10 of meer werkzame personen;71 Architecten-, ingenieursbureaus e.d.;2018 - 2020;1770.0;1080.0;635.0;285.0;86.0;54.0;29.0;11.0;535.0;76.0;50.0;25.0;10.0;240.0;190.0;835.0;405.0;100.0;425.0;405.0;260.0;325.0;225.0;62.0;46.0;20.0;22.0;235.0;500.0;105.0;165.0;540.0
197;10 of meer werkzame personen;71 Architecten-, ingenieursbureaus e.d.;2020 - 2022;1855.0;1060.0;540.0;245.0;79.0;55.0;6.0;3.0;450.0;82.0;41.0;12.0;5.0;210.0;155.0;755.0;335.0;70.0;330.0;395.0;240.0;345.0;140.0;64.0;41.0;11.0;21.0;150.0;470.0;135.0;155.0;595.0
198;10 of meer werkzame personen;72 Research;2016 - 2018;340.0;260.0;150.0;90.0;82.0;55.0;18.0;8.0;105.0;87.0;45.0;18.0;6.0;75.0;50.0;155.0;90.0;15.0;75.0;60.0;55.0;50.0;40.0;75.0;46.0;11.0;13.0;30.0;80.0;45.0;80.0;190.0
199;10 of meer werkzame personen;72 Research;2018 - 2020;390.0;320.0;180.0;120.0;93.0;46.0;18.0;3.0;110.0;86.0;43.0;12.0;6.0;95.0;75.0;210.0;120.0;30.0;105.0;75.0;65.0;70.0;60.0;75.0;47.0;18.0;11.0;65.0;90.0;55.0;90.0;190.0
