ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
767;Totaal mannen en vrouwen;15 tot 75 jaar;Suriname;2022 1e kwartaal;293;208;194;169;111;58;25;21;4;0;0;88;24;13;11;64;23;41;106;14;6.7;85;71.1;66.3
768;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2003 1e kwartaal;91;59;53;49;37;13;4;3;0;0;0;26;12;7;5;14;6;8;28;6;10.0;31;65.5;59.0
769;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2003 2e kwartaal;92;60;51;47;35;11;5;5;0;0;0;24;11;7;4;12;5;8;28;9;14.6;31;65.8;56.2
770;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2003 3e kwartaal;90;60;51;48;37;11;3;2;0;0;0;23;8;4;4;15;5;10;28;9;14.7;31;66.3;56.5
771;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2003 4e kwartaal;90;61;53;50;40;10;3;3;0;0;0;22;8;5;3;14;5;9;31;8;13.2;29;68.1;59.1
772;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2003;91;60;52;49;37;11;4;3;0;0;0;24;10;6;4;14;5;9;29;8;13.1;30;66.4;57.7
773;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2004 1e kwartaal;92;66;55;53;43;10;3;2;1;0;0;24;11;7;4;14;5;9;31;11;16.5;26;72.2;60.3
774;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2004 2e kwartaal;92;63;54;52;40;12;2;2;1;0;0;23;10;6;4;13;4;9;31;9;14.5;29;68.2;58.3
775;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2004 3e kwartaal;92;64;56;54;39;14;2;1;1;0;0;26;12;7;5;14;6;8;29;8;12.9;28;69.4;60.4
776;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2004 4e kwartaal;93;60;53;50;38;11;3;2;1;0;0;24;11;6;5;13;5;7;29;8;12.8;33;64.5;56.2
777;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2004;92;63;54;52;40;12;3;2;1;0;0;24;11;6;5;13;5;8;30;9;14.2;29;68.5;58.8
778;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2005 1e kwartaal;93;64;55;51;39;12;4;2;2;0;0;23;11;6;5;13;6;7;31;10;14.8;29;69.1;58.9
779;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2005 2e kwartaal;93;65;54;51;39;12;3;2;1;0;0;22;9;4;5;13;6;7;32;11;16.7;28;69.9;58.2
780;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2005 3e kwartaal;93;65;56;53;39;14;3;2;1;0;0;24;10;4;6;14;7;7;32;10;14.6;28;70.0;59.8
781;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2005 4e kwartaal;93;64;56;53;39;14;3;2;1;0;0;24;11;6;5;13;6;7;32;8;13.1;29;68.7;59.7
782;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2005;93;65;55;52;39;13;3;2;1;0;0;23;10;5;5;13;6;7;32;10;14.8;29;69.4;59.1
783;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2006 1e kwartaal;94;67;56;54;38;15;3;2;1;0;0;24;11;6;5;13;6;7;33;11;16.0;27;71.5;60.1
784;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2006 2e kwartaal;94;67;57;53;36;17;4;3;1;0;0;24;11;7;3;13;6;8;33;10;15.0;27;71.1;60.5
785;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2006 3e kwartaal;96;64;58;54;37;17;4;4;0;0;0;25;10;6;3;16;6;10;33;5;8.4;32;66.4;60.8
786;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2006 4e kwartaal;95;66;57;53;38;15;4;4;0;0;0;22;10;6;4;12;4;8;35;10;14.4;28;70.1;60.0
787;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2006;95;66;57;53;37;16;4;3;0;0;0;24;10;6;4;14;5;8;33;9;13.5;29;69.8;60.3
788;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2007 1e kwartaal;95;67;57;54;36;18;4;3;1;0;0;23;10;6;4;13;5;8;34;9;14.1;29;69.7;59.9
789;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2007 2e kwartaal;95;63;58;54;36;17;4;3;1;0;0;24;10;5;5;14;5;9;34;5;7.6;32;66.4;61.3
790;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2007 3e kwartaal;95;69;63;59;39;20;4;3;1;0;0;25;10;6;4;14;6;8;38;5;7.9;26;72.4;66.7
791;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2007 4e kwartaal;94;67;59;54;33;21;5;4;1;0;0;23;10;6;4;13;6;7;36;8;11.5;27;71.2;63.0
792;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2007;95;66;59;55;36;19;4;3;1;0;0;24;10;6;4;14;6;8;36;7;10.3;28;69.9;62.7
793;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2008 1e kwartaal;95;69;61;55;35;20;5;4;1;0;0;24;11;7;4;13;6;7;36;8;11.8;27;72.2;63.6
794;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2008 2e kwartaal;94;70;63;58;40;18;5;4;1;0;0;25;14;7;7;11;4;7;38;7;10.2;24;74.4;66.8
795;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2008 3e kwartaal;96;69;64;59;40;19;5;5;0;0;0;26;12;6;6;14;6;8;38;5;7.8;27;71.9;66.3
796;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2008 4e kwartaal;96;67;60;54;36;18;6;5;1;0;0;26;11;6;5;15;6;9;34;7;10.7;29;70.2;62.7
797;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2008;95;69;62;57;38;19;5;5;1;0;0;25;12;6;5;14;6;8;36;7;10.1;27;72.1;64.8
798;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2009 1e kwartaal;100;67;60;55;39;15;6;5;1;0;0;25;10;5;5;15;6;9;35;7;10.4;32;67.5;60.5
799;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2009 2e kwartaal;100;66;59;55;37;17;5;4;1;0;0;25;10;5;5;16;5;11;34;7;10.4;33;66.4;59.5
800;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2009 3e kwartaal;100;68;59;54;36;18;5;4;1;0;0;28;10;5;6;18;8;10;31;8;12.2;32;67.8;59.5
801;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2009 4e kwartaal;99;68;59;54;37;17;5;5;0;0;0;28;12;7;5;16;6;9;31;9;12.6;31;68.6;59.9
802;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2009;99;67;60;54;38;17;5;4;1;0;0;27;11;5;5;16;6;10;33;8;11.4;32;67.6;59.9
803;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2010 1e kwartaal;102;68;59;55;38;17;5;4;0;0;0;27;12;7;5;15;5;10;32;8;12.5;34;66.6;58.3
804;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2010 2e kwartaal;101;70;62;57;41;16;5;5;1;0;0;31;11;6;5;19;8;11;32;8;11.1;31;69.6;61.9
805;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2010 3e kwartaal;98;67;59;55;39;16;4;3;1;0;0;25;10;6;4;15;6;9;34;8;11.7;31;68.7;60.6
806;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2010 4e kwartaal;98;68;60;55;35;20;5;4;1;0;0;27;11;7;4;16;7;9;33;8;11.6;31;68.9;60.9
807;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2010;100;68;60;55;38;17;5;4;1;0;0;28;11;7;4;17;7;10;33;8;11.7;31;68.5;60.4
808;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2011 1e kwartaal;101;69;61;56;37;19;5;4;1;0;0;30;14;10;4;15;6;10;31;9;12.5;32;68.5;59.9
809;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2011 2e kwartaal;103;68;57;52;35;16;5;4;1;0;0;27;11;8;3;15;6;10;30;11;16.4;34;66.4;55.5
810;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2011 3e kwartaal;103;70;59;54;37;18;5;3;2;0;0;29;12;8;4;17;7;10;30;11;15.5;33;68.1;57.6
811;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2011 4e kwartaal;102;71;58;54;36;18;4;3;1;0;0;31;12;9;3;19;8;11;27;12;17.6;32;69.0;56.9
812;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2011;102;70;59;54;36;18;5;4;1;0;0;29;12;9;4;17;7;10;30;11;15.5;33;68.0;57.5
813;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2012 1e kwartaal;105;75;65;60;41;19;5;4;1;0;0;33;13;7;6;20;8;12;32;10;13.2;30;71.5;62.1
814;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2012 2e kwartaal;104;76;66;60;40;20;6;5;1;0;0;34;13;8;6;21;8;13;32;10;13.7;28;73.2;63.1
815;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2012 3e kwartaal;104;76;64;57;37;20;7;7;0;0;0;34;14;7;7;20;7;13;30;11;15.2;29;72.3;61.3
816;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2012 4e kwartaal;103;74;61;54;34;20;7;7;0;0;0;32;13;9;4;19;6;14;29;13;18.1;29;72.0;59.0
817;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2012;104;75;64;58;38;20;6;6;0;0;0;33;13;8;5;20;7;13;31;11;15.0;29;72.2;61.4
818;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2013 1e kwartaal;108;77;61;54;35;20;7;6;1;0;0;30;14;8;5;16;8;8;31;15;20.2;31;71.1;56.8
819;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2013 2e kwartaal;108;75;63;55;35;20;8;7;1;0;0;33;17;10;6;16;7;9;30;12;16.2;33;69.7;58.4
820;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2013 3e kwartaal;108;79;65;58;37;21;7;6;1;0;0;34;14;8;6;20;9;11;32;13;17.1;29;72.8;60.4
821;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2013 4e kwartaal;106;75;61;55;35;20;6;5;0;0;0;32;13;8;6;18;8;10;29;14;19.2;30;71.2;57.5
822;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2013;107;76;63;56;36;20;7;6;1;0;0;32;14;9;6;17;8;9;31;14;18.2;31;71.2;58.3
823;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2014 1e kwartaal;107;73;59;53;35;18;6;5;1;0;0;30;12;7;5;17;8;10;29;14;19.7;34;68.2;54.8
824;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2014 2e kwartaal;107;73;59;53;34;19;6;5;1;0;0;29;11;8;2;19;7;12;30;14;19.3;34;68.1;54.9
825;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2014 3e kwartaal;107;73;58;53;37;16;5;5;0;0;0;25;10;7;3;16;7;9;33;14;19.8;34;68.0;54.6
826;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2014 4e kwartaal;106;77;62;55;38;17;7;6;1;0;0;28;11;8;4;17;6;11;34;15;19.3;29;72.2;58.2
827;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2014;107;74;59;54;36;18;6;5;1;0;0;28;11;8;3;17;7;10;31;14;19.5;33;69.1;55.6
828;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2015 1e kwartaal;108;76;62;56;40;16;6;6;0;0;0;29;11;7;4;17;8;10;33;14;18.5;31;70.9;57.8
829;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2015 2e kwartaal;109;73;62;54;36;18;8;7;0;0;0;32;11;6;5;21;10;12;30;11;15.2;36;67.1;56.9
830;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2015 3e kwartaal;110;78;64;57;39;19;7;6;1;0;0;29;9;5;5;20;9;11;35;14;17.5;32;70.7;58.3
831;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2015 4e kwartaal;109;72;60;53;37;17;6;5;1;0;0;27;11;6;4;16;6;10;33;12;16.6;37;65.9;54.9
832;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2015;109;75;62;55;38;18;7;6;1;0;0;29;11;6;4;19;8;11;33;13;17.0;34;68.6;57.0
833;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2016 1e kwartaal;112;75;62;56;37;20;6;4;2;0;0;26;10;5;5;16;7;9;36;13;16.8;37;66.6;55.4
834;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2016 2e kwartaal;112;76;65;58;38;20;6;4;2;0;0;29;11;5;5;19;7;11;35;12;15.2;36;68.1;57.7
835;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2016 3e kwartaal;112;75;64;59;36;23;5;4;1;0;0;30;11;5;7;19;7;12;34;11;14.2;37;66.6;57.1
836;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2016 4e kwartaal;112;73;63;57;36;21;6;4;2;0;0;28;9;4;5;19;7;12;35;10;14.1;39;64.9;55.7
837;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2016;112;75;63;58;36;21;6;4;2;0;0;28;10;5;6;18;7;11;35;11;15.1;38;66.5;56.5
838;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2017 1e kwartaal;114;72;60;53;32;21;7;4;2;0;0;29;13;7;6;16;6;10;31;12;16.8;43;62.7;52.2
839;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2017 2e kwartaal;114;73;61;54;32;22;7;5;2;0;0;29;11;6;5;18;8;10;32;12;16.0;42;63.6;53.4
840;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2017 3e kwartaal;114;75;67;59;32;27;8;6;2;0;0;38;16;9;7;22;10;11;29;8;11.1;39;65.7;58.3
841;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2017 4e kwartaal;116;75;67;59;35;25;7;5;2;0;0;32;13;9;4;19;9;10;34;8;11.3;41;64.6;57.3
842;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2017;115;74;63;56;33;24;7;5;2;0;0;32;13;8;5;19;8;10;31;10;13.7;41;64.2;55.3
843;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2018 1e kwartaal;117;76;66;59;36;23;7;5;2;0;0;31;10;6;3;22;8;14;34;10;13.3;41;64.7;56.1
844;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2018 2e kwartaal;115;75;69;63;39;24;6;5;1;0;0;37;12;8;4;25;12;14;32;6;7.6;40;65.0;60.0
845;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2018 3e kwartaal;116;77;72;65;35;30;6;6;1;0;0;38;11;7;5;26;11;15;34;6;7.3;39;66.6;61.7
846;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2018 4e kwartaal;116;78;74;67;39;29;7;6;1;0;0;39;13;8;4;26;12;14;35;4;5.4;38;67.2;63.5
847;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2018;116;76;70;64;37;26;6;5;1;0;0;36;11;7;4;25;11;14;34;6;8.4;40;65.9;60.3
848;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2019 1e kwartaal;119;82;74;66;40;26;9;8;1;0;0;38;15;8;7;23;10;13;36;8;9.3;37;69.0;62.6
849;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2019 2e kwartaal;122;86;78;70;39;31;9;8;1;0;0;43;18;10;7;25;9;16;36;7;8.7;36;70.6;64.5
850;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2019 3e kwartaal;119;80;76;67;38;30;8;7;1;0;0;40;18;10;8;22;8;14;35;4;5.5;39;67.0;63.3
851;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2019 4e kwartaal;120;85;80;70;39;32;10;9;1;0;0;43;19;11;8;24;10;14;37;5;5.6;35;71.2;67.2
852;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2019;120;83;77;68;39;29;9;8;1;0;0;41;17;10;7;24;9;14;36;6;7.3;37;69.4;64.4
853;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2020 1e kwartaal;122;84;79;68;40;28;11;10;1;0;0;44;15;10;4;30;11;19;34;5;6.2;39;68.5;64.3
854;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2020 2e kwartaal;130;88;81;69;46;22;13;12;1;0;0;42;12;7;5;30;11;19;39;7;7.9;41;68.1;62.7
855;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2020 3e kwartaal;130;88;77;67;48;20;10;9;1;0;0;36;7;4;3;30;10;19;40;11;12.6;42;67.8;59.2
856;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2020 4e kwartaal;127;83;76;67;47;20;9;8;0;1;0;35;8;5;3;26;9;17;41;7;8.7;44;65.5;59.8
857;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2020;127;86;78;68;45;23;10;10;1;0;0;39;11;7;4;29;10;19;39;8;8.9;41;67.5;61.5
858;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2021 1e kwartaal;133;101;87;75;50;25;12;9;3;0;0;34;13;4;9;21;4;17;54;14;13.5;32;76.0;65.8
859;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2021 2e kwartaal;133;105;97;86;55;31;11;9;2;0;0;41;16;7;9;25;10;15;56;8;7.3;28;78.7;72.9
860;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2021 3e kwartaal;134;99;91;81;52;29;10;9;2;0;0;38;12;9;3;26;9;16;53;7;7.5;35;73.6;68.1
861;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2021 4e kwartaal;136;99;91;82;51;31;9;8;2;0;0;42;13;6;7;30;10;20;49;8;7.6;37;72.7;67.1
862;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2021;134;101;92;81;52;29;11;9;2;0;0;39;14;7;7;25;8;17;53;9;9.0;33;75.2;68.5
863;Totaal mannen en vrouwen;15 tot 75 jaar;(voormalige) Nederlandse Antillen, Aruba;2022 1e kwartaal;135;99;92;83;52;31;10;8;2;0;0;39;14;5;8;26;8;18;53;7;7.0;36;73.5;68.3
864;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2003 1e kwartaal;369;218;189;164;106;58;25;17;7;1;0;84;41;26;15;43;21;22;105;29;13.1;152;58.9;51.2
865;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2003 2e kwartaal;368;207;181;164;115;49;17;11;6;1;0;86;41;24;17;45;23;23;95;26;12.5;161;56.3;49.3
866;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2003 3e kwartaal;367;222;196;176;114;63;20;10;10;0;0;91;40;24;16;51;21;30;105;26;11.7;145;60.5;53.5
867;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2003 4e kwartaal;368;206;177;159;105;54;18;10;6;1;0;81;38;25;13;43;15;28;96;29;13.9;163;55.8;48.1
868;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2003;368;213;186;166;110;56;20;12;7;1;0;86;40;25;15;46;20;26;100;27;12.8;155;57.9;50.5
869;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2004 1e kwartaal;384;222;184;168;114;54;16;9;6;1;0;81;37;25;13;44;18;26;103;37;16.9;162;57.7;48.0
870;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2004 2e kwartaal;383;217;190;166;116;50;24;15;7;1;0;78;36;23;13;42;18;24;112;27;12.5;166;56.6;49.5
871;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2004 3e kwartaal;384;229;194;177;120;57;18;12;4;1;0;83;43;24;19;39;16;23;112;35;15.2;155;59.6;50.6
872;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2004 4e kwartaal;381;223;190;170;119;51;20;14;6;1;0;87;44;28;15;43;19;24;103;34;15.1;158;58.6;49.7
873;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2004;383;223;190;170;117;53;19;12;6;1;0;82;40;25;15;42;18;24;107;33;14.9;161;58.1;49.4
874;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2005 1e kwartaal;392;234;193;167;112;55;26;19;4;3;0;93;46;27;19;47;20;27;100;41;17.4;158;59.7;49.3
875;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2005 2e kwartaal;390;242;199;169;116;53;30;20;7;2;0;90;44;28;16;46;23;23;109;43;17.6;148;62.0;51.1
876;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2005 3e kwartaal;389;237;202;173;117;56;29;19;9;2;0;87;42;29;13;45;23;22;115;34;14.5;153;60.7;51.9
877;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2005 4e kwartaal;390;240;204;177;117;60;27;17;8;2;0;90;46;29;16;44;22;22;114;36;15.0;150;61.6;52.3
878;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2005;390;238;200;172;116;56;28;19;7;2;0;90;45;28;16;46;22;24;110;38;16.1;152;61.0;51.2
879;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2006 1e kwartaal;399;237;200;170;114;56;30;18;9;3;0;92;50;33;17;41;19;22;108;37;15.7;163;59.3;50.0
880;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2006 2e kwartaal;400;236;206;180;122;57;27;16;8;2;0;93;51;32;20;42;19;23;113;30;12.7;164;59.1;51.6
881;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2006 3e kwartaal;399;241;209;184;117;68;24;16;6;3;0;92;48;28;20;44;17;26;117;32;13.3;158;60.4;52.3
882;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2006 4e kwartaal;398;241;210;181;112;69;29;19;6;4;0;92;48;29;19;43;20;23;119;31;12.7;157;60.5;52.8
883;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2006;399;239;206;179;116;62;28;17;7;3;0;92;50;31;19;43;19;24;114;32;13.6;160;59.8;51.7
884;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2007 1e kwartaal;406;250;216;188;112;75;29;17;7;5;0;93;52;33;19;41;17;24;123;34;13.4;156;61.6;53.3
885;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2007 2e kwartaal;404;252;227;199;120;79;28;16;8;4;0;96;51;31;20;45;21;24;130;26;10.2;152;62.4;56.0
886;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2007 3e kwartaal;403;261;233;207;125;81;26;17;6;3;0;101;48;29;19;52;23;29;132;28;10.7;142;64.7;57.8
887;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2007 4e kwartaal;401;256;237;207;132;75;30;19;8;3;0;108;51;30;21;58;27;31;128;19;7.4;145;63.8;59.0
888;Totaal mannen en vrouwen;15 tot 75 jaar;Overige niet-westerse migratieachterg...;2007;404;255;228;200;123;78;28;17;7;4;0;100;51;31;20;49;22;27;128;27;10.4;149;63.1;56.5
