ID;Geslacht;Zwangerschapsduur;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
248;Totaal jongens en meisjes;40 weken;2005;51249;51164;85.0;32.0;117.0;1.7;0.6;2.3;51249;51164;85.0;42.0;127.0;1.7;0.8;2.5;51164;32.0;42.0;69.0;0.6;0.8;1.3
249;Totaal jongens en meisjes;40 weken;2006;50794;50728;66.0;35.0;101.0;1.3;0.7;2.0;50794;50728;66.0;45.0;111.0;1.3;0.9;2.2;50728;35.0;45.0;69.0;0.7;0.9;1.4
250;Totaal jongens en meisjes;40 weken;2007;49549;49474;75.0;28.0;103.0;1.5;0.6;2.1;49549;49474;75.0;40.0;115.0;1.5;0.8;2.3;49474;28.0;40.0;65.0;0.6;0.8;1.3
251;Totaal jongens en meisjes;40 weken;2008;50832;50780;51.0;25.0;76.0;1.0;0.5;1.5;50832;50780;51.0;37.0;89.0;1.0;0.7;1.7;50780;25.0;37.0;60.0;0.5;0.7;1.2
252;Totaal jongens en meisjes;40 weken;2009;50106;50059;47.0;23.0;69.0;0.9;0.5;1.4;50106;50059;47.0;30.0;77.0;0.9;0.6;1.5;50059;23.0;30.0;55.0;0.5;0.6;1.1
253;Totaal jongens en meisjes;40 weken;2010;50250;50204;47.0;21.0;67.0;0.9;0.4;1.3;50250;50204;47.0;30.0;77.0;0.9;0.6;1.5;50204;21.0;30.0;56.0;0.4;0.6;1.1
254;Totaal jongens en meisjes;40 weken;2011;49524;49481;44.0;30.0;74.0;0.9;0.6;1.5;49524;49481;44.0;36.0;80.0;0.9;0.7;1.6;49481;30.0;36.0;58.0;0.6;0.7;1.2
255;Totaal jongens en meisjes;40 weken;2012;48376;48333;43.0;17.0;60.0;0.9;0.3;1.2;48376;48333;43.0;24.0;67.0;0.9;0.5;1.4;48333;17.0;24.0;53.0;0.3;0.5;1.1
256;Totaal jongens en meisjes;40 weken;2013;46891;46850;41.0;22.0;63.0;0.9;0.5;1.3;46891;46850;41.0;26.0;67.0;0.9;0.6;1.4;46850;22.0;26.0;43.0;0.5;0.6;0.9
257;Totaal jongens en meisjes;40 weken;2014;47753;47717;36.0;17.0;53.0;0.8;0.4;1.1;47753;47717;36.0;28.0;64.0;0.8;0.6;1.3;47717;17.0;28.0;54.0;0.4;0.6;1.1
258;Totaal jongens en meisjes;40 weken;2015;47031;46993;38.0;10.0;48.0;0.8;0.2;1.0;47031;46993;38.0;16.0;54.0;0.8;0.3;1.1;46993;10.0;16.0;31.0;0.2;0.3;0.7
259;Totaal jongens en meisjes;40 weken;2016;47500;47459;41.0;14.0;54.0;0.9;0.3;1.1;47500;47459;41.0;21.0;62.0;0.9;0.4;1.3;47459;14.0;21.0;46.0;0.3;0.4;1.0
260;Totaal jongens en meisjes;41 weken;2004;33891;33839;52.0;35.0;88.0;1.5;1.0;2.6;33891;33839;52.0;53.0;106.0;1.5;1.6;3.1;33839;35.0;53.0;72.0;1.0;1.6;2.1
261;Totaal jongens en meisjes;41 weken;2005;33777;33727;50.0;35.0;85.0;1.5;1.0;2.5;33777;33727;50.0;51.0;101.0;1.5;1.5;3.0;33727;35.0;51.0;78.0;1.0;1.5;2.3
262;Totaal jongens en meisjes;41 weken;2006;32903;32855;47.0;34.0;81.0;1.4;1.0;2.5;32903;32855;47.0;44.0;91.0;1.4;1.3;2.8;32855;34.0;44.0;61.0;1.0;1.3;1.9
263;Totaal jongens en meisjes;41 weken;2007;31852;31808;44.0;22.0;66.0;1.4;0.7;2.1;31852;31808;44.0;27.0;71.0;1.4;0.8;2.2;31808;22.0;27.0;43.0;0.7;0.8;1.4
264;Totaal jongens en meisjes;41 weken;2008;31802;31754;48.0;22.0;70.0;1.5;0.7;2.2;31802;31754;48.0;37.0;85.0;1.5;1.2;2.7;31754;22.0;37.0;55.0;0.7;1.2;1.7
265;Totaal jongens en meisjes;41 weken;2009;31574;31543;31.0;13.0;44.0;1.0;0.4;1.4;31574;31543;31.0;22.0;52.0;1.0;0.7;1.7;31543;13.0;22.0;51.0;0.4;0.7;1.6
266;Totaal jongens en meisjes;41 weken;2010;31221;31189;31.0;13.0;45.0;1.0;0.4;1.4;31221;31189;31.0;19.0;50.0;1.0;0.6;1.6;31189;13.0;19.0;29.0;0.4;0.6;0.9
267;Totaal jongens en meisjes;41 weken;2011;31051;31021;29.0;14.0;43.0;0.9;0.4;1.4;31051;31021;29.0;20.0;49.0;0.9;0.7;1.6;31021;14.0;20.0;37.0;0.4;0.7;1.2
268;Totaal jongens en meisjes;41 weken;2012;29210;29178;32.0;11.0;42.0;1.1;0.4;1.4;29210;29178;32.0;14.0;45.0;1.1;0.5;1.6;29178;11.0;14.0;31.0;0.4;0.5;1.1
269;Totaal jongens en meisjes;41 weken;2013;27984;27957;28.0;10.0;38.0;1.0;0.4;1.4;27984;27957;28.0;14.0;42.0;1.0;0.5;1.5;27957;10.0;14.0;24.0;0.4;0.5;0.9
270;Totaal jongens en meisjes;41 weken;2014;28536;28515;21.0;16.0;37.0;0.7;0.6;1.3;28536;28515;21.0;20.0;41.0;0.7;0.7;1.4;28515;16.0;20.0;32.0;0.6;0.7;1.1
271;Totaal jongens en meisjes;41 weken;2015;27197;27179;19.0;9.0;28.0;0.7;0.3;1.0;27197;27179;19.0;13.0;32.0;0.7;0.5;1.2;27179;9.0;13.0;23.0;0.3;0.5;0.8
272;Totaal jongens en meisjes;41 weken;2016;27975;27950;26.0;16.0;42.0;0.9;0.6;1.5;27975;27950;26.0;20.0;46.0;0.9;0.7;1.6;27950;16.0;20.0;32.0;0.6;0.7;1.2
273;Totaal jongens en meisjes;42 weken of meer;2004;9690;9676;14.0;10.0;23.0;1.4;1.0;2.4;9690;9676;14.0;17.0;31.0;1.4;1.8;3.2;9676;10.0;17.0;23.0;1.0;1.8;2.3
274;Totaal jongens en meisjes;42 weken of meer;2005;9446;9433;13.0;14.0;27.0;1.3;1.5;2.8;9446;9433;13.0;17.0;30.0;1.3;1.8;3.1;9433;14.0;17.0;24.0;1.5;1.8;2.6
275;Totaal jongens en meisjes;42 weken of meer;2006;8506;8491;15.0;11.0;27.0;1.8;1.3;3.1;8506;8491;15.0;14.0;30.0;1.8;1.7;3.5;8491;11.0;14.0;17.0;1.3;1.7;2.1
276;Totaal jongens en meisjes;42 weken of meer;2007;7689;7680;9.0;;13.0;1.2;;1.7;7689;7680;9.0;7.0;17.0;1.2;1.0;2.2;7680;;7.0;12.0;;1.0;1.5
277;Totaal jongens en meisjes;42 weken of meer;2008;6676;6668;8.0;6.0;14.0;1.2;0.9;2.1;6676;6668;8.0;7.0;15.0;1.2;1.1;2.3;6668;6.0;7.0;12.0;0.9;1.1;1.7
278;Totaal jongens en meisjes;42 weken of meer;2009;5235;5231;;;6.0;;;1.2;5235;5231;;5.0;9.0;;1.0;1.7;5231;;5.0;10.0;;1.0;1.9
279;Totaal jongens en meisjes;42 weken of meer;2010;3549;3546;;;6.0;;;1.7;3549;3546;;6.0;9.0;;1.7;2.6;3546;;6.0;9.0;;1.7;2.6
280;Totaal jongens en meisjes;42 weken of meer;2011;2977;2974;;;6.0;;;2.2;2977;2974;;5.0;8.0;;1.5;2.5;2974;;5.0;6.0;;1.5;1.9
281;Totaal jongens en meisjes;42 weken of meer;2012;2528;2526;;;5.0;;;2.0;2528;2526;;;6.0;;;2.5;2526;;;6.0;;;2.5
282;Totaal jongens en meisjes;42 weken of meer;2013;2187;2184;;;;;;;2187;2184;;;;;;;2184;;;;;;
283;Totaal jongens en meisjes;42 weken of meer;2014;2238;2238;;;;;;;2238;2238;;;;;;;2238;;;;;;
284;Totaal jongens en meisjes;42 weken of meer;2015;2137;2135;;;6.0;;;2.6;2137;2135;;;7.0;;;3.1;2135;;;6.0;;;3.0
285;Totaal jongens en meisjes;42 weken of meer;2016;2367;2362;5.0;;7.0;1.9;;3.0;2367;2362;5.0;;7.0;1.9;;3.0;2362;;;7.0;;;2.8
286;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2004;99707;99044;663.0;300.0;963.0;6.6;3.0;9.7;99707;99044;663.0;390.0;1053.0;6.6;3.9;10.6;99044;300.0;390.0;502.0;3.0;3.9;5.1
287;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2005;96535;95873;662.0;317.0;979.0;6.9;3.3;10.1;96535;95873;662.0;400.0;1062.0;6.9;4.2;11.0;95873;317.0;400.0;511.0;3.3;4.2;5.3
288;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2006;95279;94637;642.0;291.0;933.0;6.7;3.1;9.8;95279;94637;642.0;382.0;1024.0;6.7;4.0;10.7;94637;291.0;382.0;481.0;3.1;4.0;5.1
289;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2007;92768;92196;572.0;282.0;854.0;6.2;3.1;9.2;92768;92196;572.0;361.0;933.0;6.2;3.9;10.1;92196;282.0;361.0;467.0;3.1;3.9;5.1
290;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2008;95051;94449;602.0;240.0;842.0;6.3;2.5;8.9;95051;94449;602.0;311.0;913.0;6.3;3.3;9.6;94449;240.0;311.0;395.0;2.5;3.3;4.2
291;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2009;94666;94134;532.0;244.0;776.0;5.6;2.6;8.2;94666;94134;532.0;308.0;840.0;5.6;3.3;8.9;94134;244.0;308.0;420.0;2.6;3.3;4.5
292;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2010;94109;93617;491.0;264.0;755.0;5.2;2.8;8.0;94109;93617;491.0;335.0;827.0;5.2;3.6;8.8;93617;264.0;335.0;432.0;2.8;3.6;4.6
293;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2011;92443;91919;524.0;244.0;768.0;5.7;2.7;8.3;92443;91919;524.0;308.0;832.0;5.7;3.3;9.0;91919;244.0;308.0;406.0;2.7;3.3;4.4
294;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2012;90180;89701;478.0;213.0;691.0;5.3;2.4;7.7;90180;89701;478.0;271.0;749.0;5.3;3.0;8.3;89701;213.0;271.0;379.0;2.4;3.0;4.2
295;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2013;87940;87522;419.0;220.0;638.0;4.8;2.5;7.3;87940;87522;419.0;290.0;709.0;4.8;3.3;8.1;87522;220.0;290.0;360.0;2.5;3.3;4.1
296;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2014;89483;89030;453.0;215.0;668.0;5.1;2.4;7.5;89483;89030;453.0;285.0;738.0;5.1;3.2;8.2;89030;215.0;285.0;386.0;2.4;3.2;4.3
297;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2015;87658;87209;449.0;186.0;635.0;5.1;2.1;7.2;87658;87209;449.0;251.0;699.0;5.1;2.9;8.0;87209;186.0;251.0;320.0;2.1;2.9;3.7
298;Jongens;Totaal zwangerschapsduur 22 wkn of meer;2016;88535;88098;436.0;200.0;637.0;4.9;2.3;7.2;88535;88098;436.0;262.0;699.0;4.9;3.0;7.9;88098;200.0;262.0;346.0;2.3;3.0;3.9
299;Jongens;22 weken;2004;87;22;65.0;22.0;87.0;747.1;1000.0;1000.0;87;22;65.0;22.0;87.0;747.1;1000.0;1000.0;22;22.0;22.0;22.0;1000.0;1000.0;1000.0
300;Jongens;22 weken;2005;106;31;75.0;31.0;106.0;707.5;1000.0;1000.0;106;31;75.0;31.0;106.0;707.5;1000.0;1000.0;31;31.0;31.0;31.0;1000.0;1000.0;1000.0
301;Jongens;22 weken;2006;106;22;84.0;22.0;106.0;792.5;1000.0;1000.0;106;22;84.0;22.0;106.0;792.5;1000.0;1000.0;22;22.0;22.0;22.0;1000.0;1000.0;1000.0
302;Jongens;22 weken;2007;122;28;94.0;28.0;122.0;770.5;1000.0;1000.0;122;28;94.0;28.0;122.0;770.5;1000.0;1000.0;28;28.0;28.0;28.0;1000.0;1000.0;1000.0
303;Jongens;22 weken;2008;137;35;102.0;35.0;137.0;744.5;1000.0;1000.0;137;35;102.0;35.0;137.0;744.5;1000.0;1000.0;35;35.0;35.0;35.0;1000.0;1000.0;1000.0
304;Jongens;22 weken;2009;138;35;103.0;35.0;138.0;746.4;1000.0;1000.0;138;35;103.0;35.0;138.0;746.4;1000.0;1000.0;35;35.0;35.0;35.0;1000.0;1000.0;1000.0
305;Jongens;22 weken;2010;136;52;84.0;52.0;136.0;617.6;1000.0;1000.0;136;52;84.0;52.0;136.0;617.6;1000.0;1000.0;52;52.0;52.0;52.0;1000.0;1000.0;1000.0
306;Jongens;22 weken;2011;128;35;93.0;35.0;128.0;726.6;1000.0;1000.0;128;35;93.0;35.0;128.0;726.6;1000.0;1000.0;35;35.0;35.0;35.0;1000.0;1000.0;1000.0
307;Jongens;22 weken;2012;117;28;89.0;28.0;117.0;760.7;1000.0;1000.0;117;28;89.0;28.0;117.0;760.7;1000.0;1000.0;28;28.0;28.0;28.0;1000.0;1000.0;1000.0
308;Jongens;22 weken;2013;119;31;88.0;31.0;119.0;739.5;1000.0;1000.0;119;31;88.0;31.0;119.0;739.5;1000.0;1000.0;31;31.0;31.0;31.0;1000.0;1000.0;1000.0
309;Jongens;22 weken;2014;133;31;102.0;31.0;133.0;766.9;1000.0;1000.0;133;31;102.0;31.0;133.0;766.9;1000.0;1000.0;31;31.0;31.0;31.0;1000.0;1000.0;1000.0
310;Jongens;22 weken;2015;112;31;81.0;30.0;111.0;723.2;967.7;991.1;112;31;81.0;30.0;111.0;723.2;967.7;991.1;31;30.0;30.0;31.0;967.7;967.7;1000.0
311;Jongens;22 weken;2016;118;35;83.0;35.0;118.0;703.4;1000.0;1000.0;118;35;83.0;35.0;118.0;703.4;1000.0;1000.0;35;35.0;35.0;35.0;1000.0;1000.0;1000.0
312;Jongens;23 weken;2004;105;43;62.0;42.0;104.0;590.5;976.7;990.5;105;43;62.0;42.0;104.0;590.5;976.7;990.5;43;42.0;42.0;42.0;976.7;976.7;976.7
313;Jongens;23 weken;2005;114;40;74.0;40.0;114.0;649.1;1000.0;1000.0;114;40;74.0;40.0;114.0;649.1;1000.0;1000.0;40;40.0;40.0;40.0;1000.0;1000.0;1000.0
314;Jongens;23 weken;2006;127;43;84.0;43.0;127.0;661.4;1000.0;1000.0;127;43;84.0;43.0;127.0;661.4;1000.0;1000.0;43;43.0;43.0;43.0;1000.0;1000.0;1000.0
315;Jongens;23 weken;2007;138;42;96.0;42.0;138.0;695.7;1000.0;1000.0;138;42;96.0;42.0;138.0;695.7;1000.0;1000.0;42;42.0;42.0;42.0;1000.0;1000.0;1000.0
316;Jongens;23 weken;2008;151;46;105.0;46.0;151.0;695.4;1000.0;1000.0;151;46;105.0;46.0;151.0;695.4;1000.0;1000.0;46;46.0;46.0;46.0;1000.0;1000.0;1000.0
317;Jongens;23 weken;2009;119;45;74.0;44.0;118.0;621.8;977.8;991.6;119;45;74.0;44.0;118.0;621.8;977.8;991.6;45;44.0;44.0;44.0;977.8;977.8;977.8
318;Jongens;23 weken;2010;139;57;82.0;55.0;137.0;589.9;964.9;985.6;139;57;82.0;56.0;138.0;589.9;982.5;992.8;57;55.0;56.0;56.0;964.9;982.5;982.5
319;Jongens;23 weken;2011;130;49;81.0;47.0;128.0;623.1;959.2;984.6;130;49;81.0;47.0;128.0;623.1;959.2;984.6;49;47.0;47.0;48.0;959.2;959.2;979.6
320;Jongens;23 weken;2012;119;41;78.0;41.0;119.0;655.5;1000.0;1000.0;119;41;78.0;41.0;119.0;655.5;1000.0;1000.0;41;41.0;41.0;41.0;1000.0;1000.0;1000.0
321;Jongens;23 weken;2013;107;40;67.0;39.0;106.0;626.2;975.0;990.7;107;40;67.0;40.0;107.0;626.2;1000.0;1000.0;40;39.0;40.0;40.0;975.0;1000.0;1000.0
322;Jongens;23 weken;2014;113;37;76.0;37.0;113.0;672.6;1000.0;1000.0;113;37;76.0;37.0;113.0;672.6;1000.0;1000.0;37;37.0;37.0;37.0;1000.0;1000.0;1000.0
323;Jongens;23 weken;2015;119;37;82.0;36.0;118.0;689.1;973.0;991.6;119;37;82.0;37.0;119.0;689.1;1000.0;1000.0;37;36.0;37.0;37.0;973.0;1000.0;1000.0
324;Jongens;23 weken;2016;119;39;80.0;38.0;118.0;672.3;974.4;991.6;119;39;80.0;38.0;118.0;672.3;974.4;991.6;39;38.0;38.0;38.0;974.4;974.4;974.4
325;Jongens;24 weken;2004;59;21;38.0;18.0;56.0;644.0;852.6;947.5;59;21;38.0;18.0;56.0;644.0;852.6;947.5;21;18.0;18.0;18.0;852.6;852.6;852.6
326;Jongens;24 weken;2005;79;45;34.0;40.0;74.0;428.5;885.2;934.4;79;45;34.0;41.0;75.0;428.5;907.6;947.2;45;40.0;41.0;43.0;885.2;907.6;954.4
327;Jongens;24 weken;2006;90;47;43.0;44.0;87.0;477.8;934.8;966.0;90;47;43.0;45.0;88.0;477.8;956.5;977.3;47;44.0;45.0;45.0;934.8;956.5;956.5
328;Jongens;24 weken;2007;65;44;22.0;39.0;61.0;332.6;904.1;936.0;65;44;22.0;42.0;64.0;332.6;975.3;983.5;44;39.0;42.0;44.0;904.1;975.3;1000.0
329;Jongens;24 weken;2008;81;50;31.0;40.0;72.0;387.9;813.2;885.7;81;50;31.0;44.0;76.0;387.9;896.1;936.4;50;40.0;44.0;44.0;813.2;896.1;896.1
330;Jongens;24 weken;2009;71;42;29.0;32.0;61.0;405.3;756.9;855.4;71;42;29.0;35.0;64.0;405.3;831.0;899.5;42;32.0;35.0;35.0;756.9;831.0;831.0
331;Jongens;24 weken;2010;64;35;30.0;15.0;45.0;461.6;437.2;697.0;64;35;30.0;21.0;51.0;461.6;618.4;794.5;35;15.0;21.0;22.0;437.2;618.4;647.2
332;Jongens;24 weken;2011;69;42;27.0;23.0;50.0;386.8;556.4;728.0;69;42;27.0;28.0;55.0;386.8;662.8;793.2;42;23.0;28.0;31.0;556.4;662.8;734.1
333;Jongens;24 weken;2012;69;45;24.0;24.0;48.0;347.9;542.0;701.3;69;45;24.0;30.0;54.0;347.9;679.4;790.9;45;24.0;30.0;33.0;542.0;679.4;749.1
334;Jongens;24 weken;2013;78;57;21.0;24.0;46.0;269.2;421.1;589.7;78;57;21.0;36.0;57.0;269.2;631.6;730.8;57;24.0;36.0;40.0;421.1;631.6;701.8
335;Jongens;24 weken;2014;67;50;17.0;20.0;37.0;256.8;405.3;558.0;67;50;17.0;28.0;45.0;256.8;568.0;678.9;50;20.0;28.0;31.0;405.3;568.0;629.7
336;Jongens;24 weken;2015;74;45;29.0;18.0;46.0;388.1;388.6;625.9;74;45;29.0;26.0;54.0;388.1;567.0;735.1;45;18.0;26.0;31.0;388.6;567.0;678.7
337;Jongens;24 weken;2016;77;53;24.0;20.0;45.0;315.4;384.2;578.4;77;53;24.0;28.0;53.0;315.4;535.8;682.2;53;20.0;28.0;31.0;384.2;535.8;592.6
338;Jongens;25 weken;2004;82;50;33.0;20.0;53.0;397.0;411.7;645.3;82;50;33.0;26.0;58.0;397.0;514.2;707.1;50;20.0;26.0;27.0;411.7;514.2;535.3
339;Jongens;25 weken;2005;72;42;30.0;22.0;52.0;413.7;533.2;726.3;72;42;30.0;22.0;52.0;413.7;533.2;726.3;42;22.0;22.0;27.0;533.2;533.2;631.8
340;Jongens;25 weken;2006;87;57;30.0;15.0;45.0;348.5;264.5;520.8;87;57;30.0;26.0;57.0;348.5;463.1;650.2;57;15.0;26.0;27.0;264.5;463.1;480.7
341;Jongens;25 weken;2007;78;54;24.0;17.0;40.0;307.4;309.8;522.0;78;54;24.0;21.0;45.0;307.4;385.8;574.6;54;17.0;21.0;23.0;309.8;385.8;427.2
342;Jongens;25 weken;2008;86;65;21.0;11.0;32.0;242.6;175.6;375.6;86;65;21.0;21.0;41.0;242.6;317.3;482.9;65;11.0;21.0;25.0;175.6;317.3;382.8
343;Jongens;25 weken;2009;67;51;15.0;10.0;25.0;229.7;194.9;379.9;67;51;15.0;17.0;33.0;229.7;340.6;492.1;51;10.0;17.0;22.0;194.9;340.6;422.9
344;Jongens;25 weken;2010;74;51;24.0;14.0;37.0;318.2;271.4;503.2;74;51;24.0;17.0;40.0;318.2;332.3;544.8;51;14.0;17.0;19.0;271.4;332.3;371.9
345;Jongens;25 weken;2011;84;63;21.0;18.0;39.0;254.6;286.8;468.4;84;63;21.0;27.0;48.0;254.6;430.1;575.2;63;18.0;27.0;29.0;286.8;430.1;462.1
346;Jongens;25 weken;2012;74;56;19.0;15.0;33.0;248.9;263.5;446.8;74;56;19.0;21.0;40.0;248.9;375.9;531.2;56;15.0;21.0;23.0;263.5;375.9;412.5
347;Jongens;25 weken;2013;87;68;19.0;11.0;30.0;218.4;161.8;344.8;87;68;19.0;18.0;37.0;218.4;264.7;425.3;68;11.0;18.0;21.0;161.8;264.7;308.8
348;Jongens;25 weken;2014;74;55;18.0;10.0;28.0;246.3;172.5;376.3;74;55;18.0;19.0;37.0;246.3;336.9;500.2;55;10.0;19.0;21.0;172.5;336.9;374.4
349;Jongens;25 weken;2015;63;47;16.0;11.0;27.0;258.8;232.9;431.4;63;47;16.0;18.0;34.0;258.8;383.0;542.7;47;11.0;18.0;19.0;232.9;383.0;405.0
350;Jongens;25 weken;2016;80;69;11.0;13.0;24.0;137.5;184.8;296.8;80;69;11.0;19.0;30.0;137.5;273.5;373.3;69;13.0;19.0;23.0;184.8;273.5;336.1
351;Jongens;26 weken;2004;92;60;31.0;9.0;40.0;341.7;146.8;438.3;92;60;31.0;16.0;47.0;341.7;267.9;518.0;60;9.0;16.0;17.0;146.8;267.9;283.8
352;Jongens;26 weken;2005;87;62;26.0;10.0;36.0;294.1;167.9;412.6;87;62;26.0;15.0;41.0;294.1;249.8;470.5;62;10.0;15.0;19.0;167.9;249.8;315.9
353;Jongens;26 weken;2006;89;68;21.0;7.0;29.0;237.5;108.7;320.4;89;68;21.0;17.0;38.0;237.5;245.1;424.4;68;7.0;17.0;18.0;108.7;245.1;260.3
354;Jongens;26 weken;2007;92;71;20.0;18.0;38.0;223.0;248.6;416.2;92;71;20.0;30.0;50.0;223.0;421.9;550.8;71;18.0;30.0;31.0;248.6;421.9;436.0
355;Jongens;26 weken;2008;85;72;13.0;7.0;21.0;158.2;100.0;242.4;85;72;13.0;13.0;27.0;158.2;185.4;314.3;72;7.0;13.0;19.0;100.0;185.4;272.5
356;Jongens;26 weken;2009;77;57;21.0;11.0;31.0;265.3;187.6;403.1;77;57;21.0;14.0;34.0;265.3;243.9;444.5;57;11.0;14.0;19.0;187.6;243.9;337.6
357;Jongens;26 weken;2010;100;83;16.0;16.0;32.0;164.1;186.2;319.8;100;83;16.0;20.0;36.0;164.1;235.9;361.3;83;16.0;20.0;22.0;186.2;235.9;262.2
358;Jongens;26 weken;2011;102;82;19.0;14.0;34.0;190.1;176.1;332.7;102;82;19.0;21.0;40.0;190.1;256.3;397.6;82;14.0;21.0;22.0;176.1;256.3;268.5
359;Jongens;26 weken;2012;102;88;13.0;15.0;28.0;129.7;164.6;273.0;102;88;13.0;23.0;36.0;129.7;258.4;354.6;88;15.0;23.0;26.0;164.6;258.4;293.0
360;Jongens;26 weken;2013;106;91;15.0;5.0;20.0;141.5;54.9;188.7;106;91;15.0;15.0;29.0;141.5;164.8;273.6;91;5.0;15.0;21.0;54.9;164.8;230.8
361;Jongens;26 weken;2014;99;85;14.0;10.0;23.0;137.9;112.6;235.0;99;85;14.0;13.0;26.0;137.9;148.7;266.1;85;10.0;13.0;16.0;112.6;148.7;184.2
362;Jongens;26 weken;2015;97;88;9.0;12.0;22.0;94.0;142.0;222.6;97;88;9.0;19.0;29.0;94.0;222.0;295.1;88;12.0;19.0;25.0;142.0;222.0;291.1
363;Jongens;26 weken;2016;93;87;7.0;7.0;14.0;72.9;77.6;144.8;93;87;7.0;8.0;15.0;72.9;89.1;155.5;87;7.0;8.0;10.0;77.6;89.1;112.5
364;Jongens;27 weken;2004;145;115;30.0;14.0;44.0;204.5;121.6;301.2;145;115;30.0;18.0;48.0;204.5;159.5;331.4;115;14.0;18.0;25.0;121.6;159.5;221.1
365;Jongens;27 weken;2005;125;95;31.0;9.0;40.0;244.3;97.6;318.1;125;95;31.0;18.0;49.0;244.3;195.2;391.8;95;9.0;18.0;21.0;97.6;195.2;226.8
366;Jongens;27 weken;2006;112;90;22.0;11.0;33.0;196.3;118.2;291.3;112;90;22.0;15.0;37.0;196.3;163.8;328.0;90;11.0;15.0;17.0;118.2;163.8;186.0
367;Jongens;27 weken;2007;133;104;29.0;8.0;36.0;216.4;74.0;274.3;133;104;29.0;9.0;37.0;216.4;83.6;281.9;104;8.0;9.0;11.0;74.0;83.6;103.7
368;Jongens;27 weken;2008;120;103;17.0;7.0;25.0;144.6;70.3;204.7;120;103;17.0;12.0;29.0;144.6;112.2;240.5;103;7.0;12.0;14.0;70.3;112.2;132.3
369;Jongens;27 weken;2009;97;87;10.0;;13.0;104.3;;136.3;97;87;10.0;12.0;22.0;104.3;135.6;225.8;87;;12.0;14.0;;135.6;160.2
370;Jongens;27 weken;2010;103;90;12.0;6.0;19.0;119.8;71.0;182.3;103;90;12.0;13.0;25.0;119.8;142.8;245.5;90;6.0;13.0;18.0;71.0;142.8;198.8
371;Jongens;27 weken;2011;95;82;13.0;;17.0;137.9;;182.2;95;82;13.0;8.0;21.0;137.9;101.9;225.8;82;;8.0;14.0;;101.9;175.9
372;Jongens;27 weken;2012;121;103;19.0;7.0;26.0;153.0;70.7;212.8;121;103;19.0;10.0;29.0;153.0;100.6;238.2;103;7.0;10.0;14.0;70.7;100.6;140.6
373;Jongens;27 weken;2013;93;76;17.0;;19.0;182.8;;204.3;93;76;17.0;5.0;22.0;182.8;65.8;236.6;76;;5.0;11.0;;65.8;144.7
374;Jongens;27 weken;2014;112;102;10.0;8.0;18.0;90.0;74.2;157.6;112;102;10.0;15.0;25.0;90.0;143.7;220.8;102;8.0;15.0;22.0;74.2;143.7;216.4
375;Jongens;27 weken;2015;112;93;20.0;5.0;25.0;175.7;54.7;220.8;112;93;20.0;9.0;29.0;175.7;99.3;257.6;93;5.0;9.0;13.0;54.7;99.3;143.7
376;Jongens;27 weken;2016;109;96;12.0;5.0;18.0;113.5;57.0;164.0;109;96;12.0;7.0;20.0;113.5;77.7;182.4;96;5.0;7.0;9.0;57.0;77.7;98.4
377;Jongens;28 weken;2004;161;137;23.0;13.0;36.0;144.9;94.6;225.8;161;137;23.0;21.0;45.0;144.9;154.6;277.1;137;13.0;21.0;23.0;94.6;154.6;170.0
378;Jongens;28 weken;2005;143;127;16.0;8.0;24.0;111.1;65.5;169.4;143;127;16.0;12.0;28.0;111.1;91.6;192.5;127;8.0;12.0;15.0;65.5;91.6;115.7
379;Jongens;28 weken;2006;133;110;23.0;6.0;29.0;174.6;54.6;219.6;133;110;23.0;8.0;31.0;174.6;73.1;234.9;110;6.0;8.0;9.0;54.6;73.1;82.2
380;Jongens;28 weken;2007;137;125;11.0;6.0;17.0;81.4;47.9;125.4;137;125;11.0;8.0;19.0;81.4;63.9;140.2;125;6.0;8.0;15.0;47.9;63.9;122.8
