ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
1275;Total male and female;15 to 24 years;Other household member;2016 1st quarter;92.0;68.0;60.0;57.0;13.0;44.0;3.0;3.0;0.0;0.0;0.0;44.0;31.0;22.0;9.0;12.0;6.0;6.0;16.0;8.0;12.1;24.0;74.4;65.4
1276;Total male and female;15 to 24 years;Other household member;2016 2nd quarter;105.0;83.0;75.0;71.0;20.0;52.0;4.0;3.0;0.0;1.0;0.0;51.0;38.0;26.0;12.0;13.0;8.0;5.0;25.0;7.0;8.9;22.0;78.6;71.6
1277;Total male and female;15 to 24 years;Other household member;2016 3rd quarter;93.0;71.0;64.0;60.0;11.0;49.0;3.0;3.0;0.0;0.0;0.0;46.0;27.0;17.0;10.0;20.0;11.0;9.0;18.0;7.0;10.3;22.0;76.6;68.7
1278;Total male and female;15 to 24 years;Other household member;2016 4th quarter;90.0;69.0;62.0;62.0;13.0;49.0;0.0;0.0;0.0;0.0;0.0;46.0;30.0;18.0;12.0;16.0;8.0;7.0;16.0;7.0;10.4;20.0;77.3;69.2
1279;Total male and female;15 to 24 years;Other household member;2016;95.0;73.0;65.0;63.0;14.0;48.0;3.0;2.0;0.0;0.0;0.0;47.0;31.0;21.0;11.0;15.0;8.0;7.0;19.0;8.0;10.3;22.0;76.8;68.8
1280;Total male and female;15 to 24 years;Other household member;2017 1st quarter;91.0;66.0;59.0;57.0;15.0;42.0;3.0;3.0;0.0;0.0;0.0;41.0;25.0;18.0;8.0;16.0;10.0;6.0;18.0;6.0;9.3;26.0;71.9;65.2
1281;Total male and female;15 to 24 years;Other household member;2017 2nd quarter;92.0;70.0;64.0;62.0;18.0;44.0;2.0;2.0;0.0;0.0;0.0;45.0;32.0;21.0;11.0;13.0;7.0;6.0;19.0;6.0;8.2;22.0;75.6;69.5
1282;Total male and female;15 to 24 years;Other household member;2017 3rd quarter;92.0;70.0;62.0;59.0;17.0;43.0;3.0;3.0;0.0;0.0;0.0;44.0;30.0;20.0;9.0;14.0;7.0;7.0;18.0;7.0;10.5;22.0;76.1;68.1
1283;Total male and female;15 to 24 years;Other household member;2017 4th quarter;102.0;77.0;71.0;67.0;17.0;50.0;3.0;3.0;0.0;0.0;0.0;49.0;37.0;26.0;11.0;12.0;5.0;7.0;22.0;6.0;7.6;25.0;75.4;69.7
1284;Total male and female;15 to 24 years;Other household member;2017;94.0;70.0;64.0;61.0;17.0;45.0;3.0;3.0;0.0;0.0;0.0;45.0;31.0;21.0;10.0;14.0;7.0;6.0;19.0;6.0;8.8;24.0;74.8;68.2
1285;Total male and female;15 to 24 years;Other household member;2018 1st quarter;110.0;79.0;73.0;70.0;18.0;51.0;3.0;3.0;0.0;0.0;0.0;54.0;37.0;26.0;11.0;17.0;10.0;7.0;19.0;5.0;6.9;31.0;71.6;66.6
1286;Total male and female;15 to 24 years;Other household member;2018 2nd quarter;120.0;82.0;75.0;71.0;20.0;51.0;4.0;4.0;0.0;0.0;0.0;54.0;37.0;24.0;12.0;18.0;11.0;7.0;21.0;7.0;8.3;38.0;68.3;62.6
1287;Total male and female;15 to 24 years;Other household member;2018 3rd quarter;98.0;71.0;66.0;62.0;18.0;44.0;4.0;4.0;0.0;0.0;0.0;47.0;28.0;19.0;9.0;19.0;13.0;6.0;19.0;5.0;7.6;27.0;72.8;67.3
1288;Total male and female;15 to 24 years;Other household member;2018 4th quarter;92.0;71.0;65.0;61.0;19.0;42.0;4.0;4.0;0.0;0.0;0.0;47.0;31.0;23.0;8.0;16.0;6.0;10.0;18.0;6.0;7.8;21.0;77.5;71.5
1289;Total male and female;15 to 24 years;Other household member;2018;105.0;76.0;70.0;66.0;19.0;47.0;4.0;4.0;0.0;0.0;0.0;51.0;33.0;23.0;10.0;17.0;10.0;7.0;19.0;6.0;7.7;29.0;72.2;66.7
1290;Total male and female;15 to 24 years;Other household member;2019 1st quarter;99.0;76.0;72.0;68.0;20.0;48.0;4.0;4.0;0.0;0.0;0.0;54.0;37.0;24.0;12.0;18.0;9.0;9.0;18.0;3.0;4.4;23.0;76.7;73.4
1291;Total male and female;15 to 24 years;Other household member;2019 2nd quarter;93.0;75.0;69.0;64.0;18.0;47.0;5.0;5.0;0.0;0.0;0.0;53.0;32.0;23.0;9.0;22.0;12.0;10.0;16.0;6.0;7.8;18.0;81.0;74.8
1292;Total male and female;15 to 24 years;Other household member;2019 3rd quarter;96.0;71.0;67.0;63.0;17.0;45.0;4.0;4.0;0.0;0.0;0.0;49.0;27.0;19.0;8.0;22.0;11.0;11.0;18.0;4.0;6.1;25.0;73.9;69.4
1293;Total male and female;15 to 24 years;Other household member;2019 4th quarter;102.0;79.0;74.0;69.0;19.0;50.0;5.0;5.0;0.0;0.0;0.0;53.0;34.0;26.0;8.0;19.0;9.0;10.0;21.0;5.0;6.5;23.0;77.6;72.6
1294;Total male and female;15 to 24 years;Other household member;2019;97.0;75.0;71.0;66.0;19.0;47.0;5.0;4.0;0.0;0.0;0.0;52.0;32.0;23.0;9.0;20.0;10.0;10.0;18.0;5.0;6.2;22.0;77.3;72.5
1295;Total male and female;15 to 24 years;Other household member;2020 1st quarter;93.0;72.0;67.0;63.0;19.0;44.0;4.0;4.0;0.0;0.0;0.0;50.0;34.0;24.0;9.0;16.0;9.0;8.0;17.0;5.0;7.4;20.0;78.1;72.4
1296;Total male and female;15 to 24 years;Other household member;2020 2nd quater;96.0;68.0;61.0;57.0;19.0;38.0;4.0;4.0;0.0;0.0;0.0;47.0;28.0;18.0;9.0;19.0;6.0;13.0;14.0;7.0;9.9;28.0;70.4;63.5
1297;Total male and female;15 to 24 years;Other household member;2020 3rd quarter;97.0;70.0;61.0;57.0;18.0;38.0;4.0;4.0;0.0;0.0;0.0;46.0;31.0;18.0;12.0;16.0;9.0;7.0;14.0;10.0;13.7;27.0;72.2;62.3
1298;Total male and female;15 to 24 years;Other household member;2020 4th quarter;93.0;72.0;65.0;62.0;18.0;44.0;3.0;3.0;0.0;0.0;0.0;46.0;30.0;22.0;9.0;16.0;7.0;9.0;19.0;7.0;9.2;22.0;76.6;69.6
1299;Total male and female;15 to 24 years;Other household member;2020;95.0;71.0;63.0;60.0;18.0;41.0;4.0;4.0;0.0;0.0;0.0;47.0;31.0;21.0;10.0;17.0;8.0;9.0;16.0;7.0;10.0;24.0;74.3;66.8
1300;Total male and female;15 to 24 years;Other household member;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
1301;Total male and female;15 to 24 years;Other household member;2021 2nd quarter;37.0;28.0;22.0;17.0;5.0;12.0;5.0;5.0;0.0;0.0;0.0;14.0;10.0;5.0;6.0;3.0;1.0;2.0;9.0;6.0;;9.0;75.7;60.1
1302;Total male and female;15 to 24 years;Other household member;2021 3rd quarter;35.0;29.0;27.0;21.0;7.0;15.0;6.0;5.0;1.0;0.0;0.0;15.0;8.0;4.0;4.0;7.0;1.0;5.0;12.0;2.0;;6.0;84.1;78.4
1303;Total male and female;15 to 24 years;Other household member;2021 4th quarter;45.0;36.0;34.0;29.0;7.0;22.0;5.0;5.0;0.0;0.0;0.0;18.0;11.0;5.0;6.0;7.0;3.0;4.0;16.0;3.0;7.0;8.0;81.3;75.6
1304;Total male and female;15 to 24 years;Other household member;2021;39.0;31.0;28.0;22.0;6.0;16.0;5.0;5.0;0.0;0.0;0.0;16.0;10.0;5.0;5.0;6.0;2.0;4.0;12.0;3.0;11.1;8.0;80.4;71.5
1305;Total male and female;15 to 24 years;Other household member;2022 1st quarter;45.0;38.0;34.0;30.0;6.0;24.0;4.0;3.0;1.0;0.0;0.0;21.0;13.0;7.0;6.0;9.0;4.0;5.0;13.0;4.0;11.0;7.0;84.7;75.3
1306;Total male and female;15 to 24 years;Other household member;2022 2nd quarter;40.0;34.0;32.0;29.0;8.0;21.0;3.0;3.0;0.0;0.0;0.0;18.0;13.0;7.0;6.0;6.0;2.0;4.0;14.0;2.0;5.9;6.0;85.4;80.3
1307;Total male and female;15 to 24 years;Other household member;2022 3rd quarter;37.0;32.0;31.0;30.0;10.0;20.0;1.0;1.0;0.0;0.0;0.0;17.0;9.0;5.0;4.0;8.0;4.0;4.0;14.0;1.0;3.1;5.0;86.1;83.4
1308;Total male and female;15 to 24 years;Other household member;2022 4th quarter;55.0;46.0;43.0;38.0;10.0;28.0;5.0;5.0;0.0;0.0;0.0;27.0;18.0;9.0;9.0;10.0;4.0;6.0;16.0;3.0;5.6;9.0;82.9;78.3
1309;Total male and female;15 to 24 years;Other household member;2022;44.0;37.0;35.0;32.0;8.0;23.0;3.0;3.0;0.0;0.0;0.0;21.0;13.0;7.0;6.0;8.0;3.0;5.0;14.0;2.0;6.5;7.0;84.5;79.0
1310;Total male and female;15 to 24 years;Other household member;2023 1st quarter;53.0;47.0;42.0;38.0;10.0;28.0;4.0;3.0;0.0;0.0;0.0;26.0;17.0;9.0;8.0;9.0;4.0;6.0;16.0;6.0;11.9;6.0;89.1;78.5
1311;Total male and female;15 to 24 years;Other household member;2023 2nd quarter;54.0;44.0;41.0;37.0;10.0;28.0;4.0;4.0;0.0;0.0;0.0;26.0;15.0;10.0;6.0;11.0;3.0;7.0;15.0;3.0;6.0;10.0;80.9;76.0
1312;Total male and female;15 to 24 years;Other household member;2023 3rd quarter;53.0;47.0;44.0;40.0;7.0;33.0;4.0;4.0;0.0;0.0;0.0;26.0;14.0;9.0;5.0;12.0;6.0;6.0;18.0;3.0;5.8;6.0;88.4;83.3
1313;Total male and female;15 to 24 years;Other household member;2023 4th quarter;46.0;37.0;36.0;33.0;7.0;27.0;2.0;2.0;0.0;0.0;0.0;23.0;14.0;9.0;5.0;9.0;4.0;5.0;13.0;2.0;5.2;9.0;81.0;76.8
1314;Total male and female;15 to 24 years;Other household member;2023;52.0;44.0;41.0;37.0;8.0;29.0;3.0;3.0;0.0;0.0;0.0;25.0;15.0;9.0;6.0;10.0;4.0;6.0;16.0;3.0;7.3;8.0;84.9;78.7
1315;Total male and female;15 to 24 years;Other household member;2024 1st quarter;55.0;46.0;43.0;40.0;8.0;32.0;3.0;3.0;0.0;0.0;0.0;29.0;18.0;11.0;7.0;11.0;3.0;8.0;14.0;3.0;6.8;8.0;84.7;78.9
1316;Total male and female;15 to 24 years;Other household member;2024 2nd quarter;50.0;40.0;37.0;34.0;8.0;26.0;3.0;3.0;0.0;0.0;0.0;24.0;14.0;9.0;5.0;9.0;5.0;4.0;14.0;3.0;7.2;10.0;80.1;74.3
1317;Total male and female;15 to 24 years;Other household member;2024 3rd quarter;57.0;48.0;46.0;42.0;10.0;33.0;4.0;3.0;1.0;0.0;0.0;31.0;19.0;9.0;10.0;12.0;6.0;7.0;14.0;2.0;5.1;8.0;85.1;80.7
1318;Total male and female;15 to 24 years;Other household member;2024 4th quarter;64.0;54.0;50.0;46.0;10.0;36.0;4.0;4.0;0.0;0.0;0.0;32.0;18.0;12.0;7.0;14.0;6.0;8.0;17.0;4.0;7.7;11.0;83.6;77.2
1319;Total male and female;15 to 24 years;Other household member;2024;56.0;47.0;44.0;41.0;9.0;31.0;3.0;3.0;0.0;0.0;0.0;29.0;17.0;10.0;7.0;12.0;5.0;7.0;15.0;3.0;6.7;9.0;83.5;77.9
1320;Total male and female;25 to 44 years;Total persons;2013 1st quarter;4319.0;3865.0;3605.0;3114.0;2218.0;896.0;491.0;358.0;121.0;13.0;0.0;1406.0;362.0;161.0;200.0;1044.0;530.0;514.0;2199.0;260.0;6.7;454.0;89.5;83.5
1321;Total male and female;25 to 44 years;Total persons;2013 2nd quarter;4309.0;3851.0;3587.0;3088.0;2191.0;896.0;499.0;361.0;122.0;16.0;0.0;1401.0;352.0;157.0;195.0;1049.0;530.0;519.0;2185.0;265.0;6.9;458.0;89.4;83.2
1322;Total male and female;25 to 44 years;Total persons;2013 3rd quarter;4300.0;3837.0;3570.0;3072.0;2150.0;922.0;498.0;363.0;118.0;16.0;0.0;1376.0;344.0;162.0;183.0;1032.0;515.0;517.0;2193.0;267.0;7.0;463.0;89.2;83.0
1323;Total male and female;25 to 44 years;Total persons;2013 4th quarter;4290.0;3837.0;3568.0;3079.0;2119.0;961.0;488.0;353.0;120.0;15.0;0.0;1394.0;349.0;166.0;183.0;1045.0;515.0;530.0;2173.0;270.0;7.0;453.0;89.4;83.2
1324;Total male and female;25 to 44 years;Total persons;2013;4305.0;3848.0;3582.0;3088.0;2169.0;919.0;494.0;359.0;120.0;15.0;0.0;1394.0;352.0;162.0;190.0;1043.0;523.0;520.0;2188.0;265.0;6.9;457.0;89.4;83.2
1325;Total male and female;25 to 44 years;Total persons;2014 1st quarter;4274.0;3807.0;3516.0;3039.0;2108.0;930.0;477.0;347.0;115.0;16.0;0.0;1383.0;352.0;177.0;175.0;1032.0;512.0;519.0;2133.0;291.0;7.7;467.0;89.1;82.3
1326;Total male and female;25 to 44 years;Total persons;2014 2nd quarter;4252.0;3782.0;3515.0;3041.0;2104.0;937.0;474.0;350.0;110.0;14.0;0.0;1377.0;346.0;163.0;183.0;1031.0;508.0;523.0;2138.0;266.0;7.0;471.0;88.9;82.7
1327;Total male and female;25 to 44 years;Total persons;2014 3rd quarter;4230.0;3748.0;3509.0;3036.0;2083.0;953.0;473.0;352.0;105.0;16.0;0.0;1362.0;338.0;156.0;182.0;1024.0;495.0;530.0;2147.0;239.0;6.4;482.0;88.6;83.0
1328;Total male and female;25 to 44 years;Total persons;2014 4th quarter;4208.0;3766.0;3517.0;3037.0;2091.0;945.0;481.0;357.0;109.0;15.0;0.0;1372.0;332.0;160.0;171.0;1040.0;517.0;523.0;2146.0;248.0;6.6;442.0;89.5;83.6
1329;Total male and female;25 to 44 years;Total persons;2014;4241.0;3776.0;3514.0;3038.0;2097.0;941.0;476.0;351.0;110.0;15.0;0.0;1374.0;342.0;164.0;178.0;1032.0;508.0;524.0;2141.0;261.0;6.9;465.0;89.0;82.9
1330;Total male and female;25 to 44 years;Total persons;2015 1st quarter;4192.0;3742.0;3478.0;3007.0;2092.0;915.0;471.0;352.0;105.0;14.0;0.0;1362.0;330.0;158.0;172.0;1032.0;510.0;522.0;2116.0;264.0;7.1;449.0;89.3;83.0
1331;Total male and female;25 to 44 years;Total persons;2015 2nd quarter;4181.0;3710.0;3472.0;3021.0;2062.0;959.0;451.0;333.0;105.0;13.0;0.0;1364.0;344.0;161.0;182.0;1021.0;501.0;519.0;2107.0;238.0;6.4;471.0;88.7;83.0
1332;Total male and female;25 to 44 years;Total persons;2015 3rd quarter;4171.0;3692.0;3478.0;3019.0;2044.0;974.0;459.0;339.0;107.0;13.0;0.0;1352.0;343.0;162.0;181.0;1009.0;501.0;508.0;2126.0;214.0;5.8;479.0;88.5;83.4
1333;Total male and female;25 to 44 years;Total persons;2015 4th quarter;4161.0;3701.0;3487.0;3023.0;2043.0;981.0;463.0;337.0;110.0;16.0;0.0;1365.0;337.0;154.0;184.0;1027.0;501.0;526.0;2122.0;214.0;5.8;460.0;88.9;83.8
1334;Total male and female;25 to 44 years;Total persons;2015;4176.0;3711.0;3479.0;3018.0;2060.0;957.0;461.0;340.0;107.0;14.0;0.0;1361.0;338.0;159.0;180.0;1022.0;504.0;519.0;2118.0;233.0;6.3;465.0;88.9;83.3
1335;Total male and female;25 to 44 years;Total persons;2016 1st quarter;4158.0;3682.0;3464.0;2993.0;2056.0;936.0;471.0;340.0;117.0;15.0;0.0;1352.0;315.0;144.0;171.0;1037.0;490.0;547.0;2112.0;218.0;5.9;476.0;88.5;83.3
1336;Total male and female;25 to 44 years;Total persons;2016 2nd quarter;4162.0;3682.0;3484.0;3016.0;2071.0;945.0;469.0;339.0;117.0;13.0;0.0;1336.0;310.0;143.0;168.0;1026.0;486.0;540.0;2148.0;197.0;5.4;481.0;88.4;83.7
1337;Total male and female;25 to 44 years;Total persons;2016 3rd quarter;4167.0;3677.0;3493.0;3019.0;2053.0;967.0;474.0;348.0;116.0;10.0;0.0;1337.0;297.0;136.0;161.0;1040.0;481.0;559.0;2156.0;183.0;5.0;490.0;88.2;83.8
1338;Total male and female;25 to 44 years;Total persons;2016 4th quarter;4171.0;3691.0;3514.0;3027.0;2041.0;986.0;487.0;355.0;121.0;11.0;0.0;1364.0;302.0;142.0;160.0;1061.0;496.0;565.0;2150.0;177.0;4.8;480.0;88.5;84.2
1339;Total male and female;25 to 44 years;Total persons;2016;4165.0;3683.0;3489.0;3014.0;2055.0;959.0;475.0;345.0;117.0;12.0;0.0;1347.0;306.0;141.0;165.0;1041.0;488.0;553.0;2142.0;194.0;5.3;482.0;88.4;83.8
1340;Total male and female;25 to 44 years;Total persons;2017 1st quarter;4174.0;3690.0;3506.0;3010.0;2017.0;993.0;496.0;363.0;122.0;11.0;0.0;1343.0;293.0;133.0;160.0;1049.0;497.0;553.0;2163.0;184.0;5.0;484.0;88.4;84.0
1341;Total male and female;25 to 44 years;Total persons;2017 2nd quarter;4176.0;3683.0;3519.0;3036.0;2031.0;1005.0;483.0;357.0;118.0;8.0;0.0;1340.0;292.0;137.0;155.0;1048.0;483.0;565.0;2179.0;164.0;4.4;493.0;88.2;84.3
1342;Total male and female;25 to 44 years;Total persons;2017 3rd quarter;4178.0;3678.0;3524.0;3059.0;2063.0;996.0;465.0;345.0;112.0;8.0;0.0;1332.0;268.0;123.0;145.0;1064.0;494.0;570.0;2192.0;154.0;4.2;500.0;88.0;84.3
1343;Total male and female;25 to 44 years;Total persons;2017 4th quarter;4180.0;3683.0;3534.0;3048.0;2050.0;998.0;486.0;364.0;114.0;9.0;0.0;1356.0;285.0;137.0;148.0;1071.0;481.0;590.0;2179.0;149.0;4.0;497.0;88.1;84.6
1344;Total male and female;25 to 44 years;Total persons;2017;4177.0;3684.0;3521.0;3038.0;2041.0;998.0;482.0;357.0;116.0;9.0;0.0;1343.0;285.0;133.0;152.0;1058.0;489.0;569.0;2178.0;163.0;4.4;494.0;88.2;84.3
1345;Total male and female;25 to 44 years;Total persons;2018 1st quarter;4183.0;3684.0;3535.0;3042.0;2055.0;986.0;493.0;367.0;116.0;10.0;0.0;1365.0;285.0;139.0;146.0;1080.0;477.0;602.0;2169.0;149.0;4.1;499.0;88.1;84.5
1346;Total male and female;25 to 44 years;Total persons;2018 2nd quarter;4186.0;3692.0;3563.0;3085.0;2107.0;978.0;478.0;362.0;107.0;9.0;0.0;1382.0;284.0;136.0;148.0;1098.0;492.0;606.0;2181.0;129.0;3.5;494.0;88.2;85.1
1347;Total male and female;25 to 44 years;Total persons;2018 3rd quarter;4190.0;3715.0;3601.0;3123.0;2117.0;1006.0;478.0;361.0;108.0;9.0;0.0;1402.0;281.0;126.0;155.0;1121.0;504.0;618.0;2199.0;114.0;3.1;475.0;88.7;86.0
1348;Total male and female;25 to 44 years;Total persons;2018 4th quarter;4193.0;3739.0;3618.0;3132.0;2129.0;1003.0;485.0;365.0;114.0;6.0;0.0;1398.0;265.0;112.0;154.0;1133.0;514.0;619.0;2219.0;122.0;3.3;454.0;89.2;86.3
1349;Total male and female;25 to 44 years;Total persons;2018;4188.0;3708.0;3579.0;3095.0;2102.0;993.0;484.0;364.0;111.0;9.0;0.0;1387.0;279.0;128.0;151.0;1108.0;497.0;611.0;2192.0;128.0;3.5;480.0;88.5;85.5
1350;Total male and female;25 to 44 years;Total persons;2019 1st quarter;4201.0;3746.0;3609.0;3133.0;2140.0;992.0;477.0;361.0;108.0;8.0;0.0;1405.0;266.0;117.0;149.0;1139.0;522.0;617.0;2204.0;137.0;3.6;455.0;89.2;85.9
1351;Total male and female;25 to 44 years;Total persons;2019 2nd quarter;4213.0;3746.0;3620.0;3142.0;2164.0;978.0;478.0;358.0;111.0;9.0;0.0;1409.0;273.0;126.0;148.0;1136.0;490.0;646.0;2211.0;126.0;3.4;467.0;88.9;85.9
1352;Total male and female;25 to 44 years;Total persons;2019 3rd quarter;4225.0;3758.0;3633.0;3161.0;2173.0;988.0;472.0;359.0;104.0;9.0;0.0;1420.0;274.0;119.0;155.0;1146.0;500.0;646.0;2213.0;125.0;3.3;467.0;88.9;86.0
1353;Total male and female;25 to 44 years;Total persons;2019 4th quarter;4237.0;3782.0;3648.0;3171.0;2223.0;947.0;478.0;357.0;111.0;10.0;0.0;1449.0;274.0;116.0;159.0;1175.0;513.0;662.0;2199.0;133.0;3.5;455.0;89.3;86.1
1354;Total male and female;25 to 44 years;Total persons;2019;4219.0;3758.0;3628.0;3151.0;2175.0;976.0;476.0;359.0;109.0;9.0;0.0;1421.0;272.0;119.0;153.0;1149.0;506.0;643.0;2207.0;130.0;3.5;461.0;89.1;86.0
1355;Total male and female;25 to 44 years;Total persons;2020 1st quarter;4247.0;3790.0;3651.0;3168.0;2231.0;937.0;483.0;358.0;112.0;12.0;0.0;1465.0;275.0;114.0;161.0;1190.0;497.0;693.0;2186.0;139.0;3.7;457.0;89.2;86.0
1356;Total male and female;25 to 44 years;Total persons;2020 2nd quater;4255.0;3783.0;3637.0;3132.0;2240.0;891.0;505.0;381.0;114.0;11.0;0.0;1456.0;285.0;132.0;153.0;1172.0;496.0;675.0;2180.0;146.0;3.9;472.0;88.9;85.5
1357;Total male and female;25 to 44 years;Total persons;2020 3rd quarter;4263.0;3800.0;3643.0;3133.0;2272.0;861.0;510.0;384.0;117.0;9.0;0.0;1443.0;277.0;124.0;153.0;1166.0;503.0;663.0;2200.0;157.0;4.1;463.0;89.1;85.5
1358;Total male and female;25 to 44 years;Total persons;2020 4th quarter;4270.0;3832.0;3675.0;3133.0;2280.0;853.0;541.0;407.0;126.0;9.0;0.0;1466.0;273.0;120.0;153.0;1193.0;512.0;681.0;2209.0;158.0;4.1;438.0;89.7;86.0
1359;Total male and female;25 to 44 years;Total persons;2020;4259.0;3801.0;3651.0;3141.0;2256.0;886.0;510.0;383.0;117.0;10.0;0.0;1457.0;277.0;122.0;155.0;1180.0;502.0;678.0;2194.0;150.0;3.9;458.0;89.3;85.7
1360;Total male and female;25 to 44 years;Total persons;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
1361;Total male and female;25 to 44 years;Total persons;2021 2nd quarter;4309.0;3835.0;3712.0;3225.0;2372.0;853.0;486.0;356.0;123.0;8.0;0.0;1429.0;253.0;104.0;149.0;1176.0;513.0;663.0;2283.0;124.0;3.2;473.0;89.0;86.1
1362;Total male and female;25 to 44 years;Total persons;2021 3rd quarter;4317.0;3860.0;3736.0;3247.0;2347.0;900.0;489.0;378.0;107.0;4.0;0.0;1483.0;251.0;112.0;139.0;1232.0;492.0;740.0;2252.0;124.0;3.2;456.0;89.4;86.5
1363;Total male and female;25 to 44 years;Total persons;2021 4th quarter;4337.0;3892.0;3771.0;3274.0;2348.0;926.0;497.0;378.0;114.0;5.0;0.0;1493.0;251.0;103.0;148.0;1241.0;494.0;748.0;2278.0;121.0;3.1;445.0;89.7;86.9
1364;Total male and female;25 to 44 years;Total persons;2021;4321.0;3863.0;3739.0;3249.0;2356.0;893.0;491.0;371.0;115.0;6.0;0.0;1468.0;252.0;106.0;145.0;1217.0;499.0;717.0;2271.0;123.0;3.2;458.0;89.4;86.5
1365;Total male and female;25 to 44 years;Total persons;2022 1st quarter;4356.0;3905.0;3787.0;3297.0;2365.0;932.0;490.0;376.0;108.0;6.0;0.0;1474.0;243.0;93.0;150.0;1231.0;483.0;748.0;2314.0;118.0;3.0;451.0;89.6;86.9
1366;Total male and female;25 to 44 years;Total persons;2022 2nd quarter;4388.0;3933.0;3829.0;3321.0;2343.0;978.0;509.0;393.0;111.0;5.0;0.0;1471.0;241.0;100.0;141.0;1229.0;494.0;735.0;2359.0;103.0;2.6;455.0;89.6;87.3
1367;Total male and female;25 to 44 years;Total persons;2022 3rd quarter;4414.0;3966.0;3850.0;3313.0;2372.0;941.0;537.0;425.0;110.0;2.0;0.0;1466.0;221.0;95.0;125.0;1245.0;480.0;766.0;2385.0;116.0;2.9;448.0;89.9;87.2
1368;Total male and female;25 to 44 years;Total persons;2022 4th quarter;4441.0;4006.0;3893.0;3351.0;2396.0;955.0;542.0;427.0;110.0;5.0;0.0;1526.0;233.0;98.0;135.0;1294.0;507.0;786.0;2366.0;114.0;2.8;435.0;90.2;87.6
1369;Total male and female;25 to 44 years;Total persons;2022;4400.0;3953.0;3840.0;3321.0;2369.0;952.0;519.0;405.0;110.0;4.0;0.0;1484.0;234.0;97.0;138.0;1250.0;491.0;759.0;2356.0;113.0;2.9;447.0;89.8;87.3
1370;Total male and female;25 to 44 years;Total persons;2023 1st quarter;4465.0;4029.0;3904.0;3335.0;2367.0;968.0;569.0;447.0;115.0;7.0;0.0;1506.0;236.0;93.0;143.0;1270.0;502.0;768.0;2398.0;125.0;3.1;436.0;90.2;87.4
1371;Total male and female;25 to 44 years;Total persons;2023 2nd quarter;4478.0;4030.0;3918.0;3351.0;2379.0;973.0;567.0;446.0;116.0;5.0;0.0;1519.0;242.0;92.0;150.0;1277.0;502.0;774.0;2400.0;111.0;2.8;448.0;90.0;87.5
1372;Total male and female;25 to 44 years;Total persons;2023 3rd quarter;4493.0;4042.0;3926.0;3358.0;2404.0;954.0;567.0;447.0;116.0;4.0;0.0;1511.0;231.0;90.0;141.0;1280.0;487.0;793.0;2414.0;116.0;2.9;452.0;89.9;87.4
1373;Total male and female;25 to 44 years;Total persons;2023 4th quarter;4519.0;4076.0;3959.0;3353.0;2420.0;933.0;606.0;491.0;112.0;2.0;0.0;1536.0;237.0;97.0;140.0;1298.0;505.0;793.0;2423.0;117.0;2.9;443.0;90.2;87.6
1374;Total male and female;25 to 44 years;Total persons;2023;4489.0;4044.0;3927.0;3349.0;2392.0;957.0;577.0;458.0;115.0;5.0;0.0;1518.0;237.0;93.0;144.0;1281.0;499.0;782.0;2409.0;117.0;2.9;445.0;90.1;87.5
1375;Total male and female;25 to 44 years;Total persons;2024 1st quarter;4536.0;4085.0;3954.0;3356.0;2413.0;943.0;598.0;472.0;121.0;5.0;0.0;1530.0;238.0;101.0;138.0;1291.0;507.0;784.0;2425.0;131.0;3.2;451.0;90.1;87.2
1376;Total male and female;25 to 44 years;Total persons;2024 2nd quarter;4547.0;4098.0;3975.0;3387.0;2446.0;941.0;588.0;466.0;118.0;4.0;0.0;1545.0;242.0;94.0;148.0;1303.0;500.0;803.0;2430.0;122.0;3.0;449.0;90.1;87.4
1377;Total male and female;25 to 44 years;Total persons;2024 3rd quarter;4561.0;4112.0;3989.0;3384.0;2453.0;931.0;605.0;489.0;111.0;5.0;0.0;1548.0;242.0;92.0;150.0;1305.0;493.0;812.0;2441.0;123.0;3.0;449.0;90.1;87.4
1378;Total male and female;25 to 44 years;Total persons;2024 4th quarter;4579.0;4123.0;4001.0;3401.0;2470.0;931.0;600.0;483.0;113.0;3.0;0.0;1558.0;246.0;103.0;143.0;1312.0;509.0;803.0;2443.0;123.0;3.0;455.0;90.1;87.4
1379;Total male and female;25 to 44 years;Total persons;2024;4556.0;4105.0;3980.0;3382.0;2446.0;936.0;598.0;477.0;116.0;4.0;0.0;1545.0;242.0;97.0;145.0;1303.0;502.0;801.0;2435.0;125.0;3.0;451.0;90.1;87.4
