ID;Geslacht;Leeftijd;Migratieachtergrond;Verblijfstitel;Strafduur;Perioden;GedetineerdenOp30September_1
761;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2010;4160.0
762;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2011;4110.0
763;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2012;3980.0
764;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2013;3740.0
765;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2014;3610.0
766;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2015;3220.0
767;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2016;3230.0
768;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2017;3300.0
769;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2018;3400.0
770;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2019;3400.0
771;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2020;3080.0
772;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2021;3180.0
773;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Totaal;2022;3030.0
774;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2005;430.0
775;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2006;370.0
776;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2007;340.0
777;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2008;300.0
778;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2009;340.0
779;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2010;340.0
780;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2011;340.0
781;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2012;310.0
782;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2013;360.0
783;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2014;370.0
784;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2015;230.0
785;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2016;200.0
786;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2017;180.0
787;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2018;190.0
788;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2019;180.0
789;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2020;80.0
790;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2021;170.0
791;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Minder dan 1 maand;2022;150.0
792;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2005;860.0
793;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2006;660.0
794;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2007;570.0
795;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2008;590.0
796;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2009;520.0
797;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2010;440.0
798;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2011;370.0
799;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2012;360.0
800;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2013;360.0
801;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2014;360.0
802;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2015;330.0
803;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2016;330.0
804;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2017;360.0
805;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2018;360.0
806;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2019;320.0
807;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2020;180.0
808;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2021;340.0
809;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 6 maanden;2022;290.0
810;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2005;370.0
811;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2006;310.0
812;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2007;300.0
813;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2008;280.0
814;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2009;300.0
815;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2010;250.0
816;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2011;290.0
817;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2012;280.0
818;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2013;230.0
819;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2014;260.0
820;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2015;230.0
821;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2016;240.0
822;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2017;220.0
823;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2018;240.0
824;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2019;200.0
825;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2020;160.0
826;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2021;200.0
827;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;6 maanden tot 1 jaar;2022;180.0
828;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2005;810.0
829;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2006;800.0
830;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2007;760.0
831;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2008;720.0
832;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2009;580.0
833;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2010;620.0
834;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2011;600.0
835;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2012;610.0
836;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2013;550.0
837;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2014;510.0
838;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2015;490.0
839;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2016;490.0
840;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2017;540.0
841;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2018;620.0
842;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2019;660.0
843;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2020;630.0
844;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2021;560.0
845;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1 tot 3 jaren;2022;490.0
846;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2005;810.0
847;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2006;750.0
848;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2007;690.0
849;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2008;620.0
850;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2009;550.0
851;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2010;520.0
852;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2011;540.0
853;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2012;570.0
854;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2013;620.0
855;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2014;590.0
856;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2015;600.0
857;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2016;600.0
858;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2017;580.0
859;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2018;540.0
860;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2019;610.0
861;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2020;620.0
862;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2021;650.0
863;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;3 jaren of langer;2022;610.0
864;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2005;2500.0
865;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2006;2270.0
866;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2007;2300.0
867;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2008;2120.0
868;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2009;1910.0
869;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2010;1990.0
870;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2011;1980.0
871;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2012;1850.0
872;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2013;1620.0
873;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2014;1520.0
874;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2015;1340.0
875;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2016;1380.0
876;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2017;1410.0
877;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2018;1460.0
878;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2019;1440.0
879;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2020;1410.0
880;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2021;1250.0
881;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;Overig en onbekend;2022;1310.0
882;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2005;2230.0
883;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2006;2090.0
884;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2007;2050.0
885;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2008;1920.0
886;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2009;1770.0
887;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2010;1830.0
888;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2011;1820.0
889;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2012;1700.0
890;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2013;1500.0
891;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2014;1390.0
892;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2015;1230.0
893;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2016;1270.0
894;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2017;1300.0
895;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2018;1310.0
896;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2019;1300.0
897;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2020;1310.0
898;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2021;1170.0
899;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Totaal;2022;1210.0
900;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2005;
901;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2006;
902;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2007;
903;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2008;
904;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2009;
905;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2010;
906;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2011;
907;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2012;
908;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2013;
909;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2014;
910;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2015;
911;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2016;
912;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2017;
913;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2018;
914;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2019;
915;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2020;
916;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2021;
917;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Minder dan 1 maand;2022;
918;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2005;
919;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2006;
920;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2007;
921;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2008;
922;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2009;
923;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2010;
924;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2011;
925;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2012;
926;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2013;
927;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2014;
928;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2015;
929;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2016;
930;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2017;
931;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2018;
932;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2019;
933;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2020;
934;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2021;
935;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 6 maanden;2022;
936;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2005;
937;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2006;
938;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2007;
939;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2008;
940;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2009;
941;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2010;
942;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2011;
943;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2012;
944;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2013;
945;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2014;
946;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2015;
947;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2016;
948;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2017;
949;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2018;
950;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2019;
951;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2020;
952;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2021;
953;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;6 maanden tot 1 jaar;2022;
954;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2005;
955;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2006;
956;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2007;
957;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2008;
958;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2009;
959;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2010;
960;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2011;
961;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2012;
962;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2013;
963;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2014;
964;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2015;
965;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2016;
966;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2017;
967;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2018;
968;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2019;
969;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2020;
970;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2021;
971;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;1 tot 3 jaren;2022;
972;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2005;
973;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2006;
974;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2007;
975;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2008;
976;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2009;
977;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2010;
978;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2011;
979;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2012;
980;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2013;
981;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2014;
982;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2015;
983;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2016;
984;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2017;
985;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2018;
986;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2019;
987;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2020;
988;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2021;
989;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;3 jaren of langer;2022;
990;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2005;2230.0
991;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2006;2090.0
992;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2007;2050.0
993;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2008;1920.0
994;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2009;1770.0
995;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2010;1830.0
996;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2011;1820.0
997;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2012;1700.0
998;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2013;1500.0
999;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2014;1390.0
1000;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2015;1230.0
1001;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Voorlopige hechtenis;Overig en onbekend;2016;1270.0
