ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
3651;Total 1 or more employed persons;432 Construction installation;2010 November;104.8;-2.6
3652;Total 1 or more employed persons;432 Construction installation;2010 December;118.3;2.1
3653;Total 1 or more employed persons;432 Construction installation;2010 4th quarter;108.8;-0.3
3654;Total 1 or more employed persons;432 Construction installation;2010;97.7;-3.7
3655;Total 1 or more employed persons;432 Construction installation;2011 January;82.6;5.1
3656;Total 1 or more employed persons;432 Construction installation;2011 February;92.9;7.7
3657;Total 1 or more employed persons;432 Construction installation;2011 March;108.3;-0.7
3658;Total 1 or more employed persons;432 Construction installation;2011 1st quarter;94.6;3.6
3659;Total 1 or more employed persons;432 Construction installation;2011 April;102.0;3.6
3660;Total 1 or more employed persons;432 Construction installation;2011 May;106.8;16.0
3661;Total 1 or more employed persons;432 Construction installation;2011 June;106.0;-2.0
3662;Total 1 or more employed persons;432 Construction installation;2011 2nd quarter;105.0;5.4
3663;Total 1 or more employed persons;432 Construction installation;2011 July;98.1;1.6
3664;Total 1 or more employed persons;432 Construction installation;2011 August;79.9;8.3
3665;Total 1 or more employed persons;432 Construction installation;2011 September;110.5;7.5
3666;Total 1 or more employed persons;432 Construction installation;2011 3rd quarter;96.2;5.6
3667;Total 1 or more employed persons;432 Construction installation;2011 October;107.8;4.4
3668;Total 1 or more employed persons;432 Construction installation;2011 November;113.6;8.4
3669;Total 1 or more employed persons;432 Construction installation;2011 December;123.1;4.1
3670;Total 1 or more employed persons;432 Construction installation;2011 4th quarter;114.8;5.6
3671;Total 1 or more employed persons;432 Construction installation;2011;102.6;5.1
3672;Total 1 or more employed persons;432 Construction installation;2012 January;84.8;2.7
3673;Total 1 or more employed persons;432 Construction installation;2012 February;89.5;-3.6
3674;Total 1 or more employed persons;432 Construction installation;2012 March;102.1;-5.7
3675;Total 1 or more employed persons;432 Construction installation;2012 1st quarter;92.2;-2.6
3676;Total 1 or more employed persons;432 Construction installation;2012 April;96.1;-5.8
3677;Total 1 or more employed persons;432 Construction installation;2012 May;97.9;-8.4
3678;Total 1 or more employed persons;432 Construction installation;2012 June;107.1;1.0
3679;Total 1 or more employed persons;432 Construction installation;2012 2nd quarter;100.4;-4.4
3680;Total 1 or more employed persons;432 Construction installation;2012 July;94.5;-3.7
3681;Total 1 or more employed persons;432 Construction installation;2012 August;78.2;-2.2
3682;Total 1 or more employed persons;432 Construction installation;2012 September;104.7;-5.2
3683;Total 1 or more employed persons;432 Construction installation;2012 3rd quarter;92.5;-3.9
3684;Total 1 or more employed persons;432 Construction installation;2012 October;105.4;-2.2
3685;Total 1 or more employed persons;432 Construction installation;2012 November;108.0;-5.0
3686;Total 1 or more employed persons;432 Construction installation;2012 December;109.1;-11.4
3687;Total 1 or more employed persons;432 Construction installation;2012 4th quarter;107.5;-6.4
3688;Total 1 or more employed persons;432 Construction installation;2012;98.1;-4.4
3689;Total 1 or more employed persons;432 Construction installation;2013 January;78.8;-7.2
3690;Total 1 or more employed persons;432 Construction installation;2013 February;84.5;-5.7
3691;Total 1 or more employed persons;432 Construction installation;2013 March;93.5;-8.5
3692;Total 1 or more employed persons;432 Construction installation;2013 1st quarter;85.6;-7.2
3693;Total 1 or more employed persons;432 Construction installation;2013 April;94.1;-2.1
3694;Total 1 or more employed persons;432 Construction installation;2013 May;95.4;-2.5
3695;Total 1 or more employed persons;432 Construction installation;2013 June;98.9;-7.7
3696;Total 1 or more employed persons;432 Construction installation;2013 2nd quarter;96.1;-4.2
3697;Total 1 or more employed persons;432 Construction installation;2013 July;94.1;-0.5
3698;Total 1 or more employed persons;432 Construction installation;2013 August;77.5;-0.9
3699;Total 1 or more employed persons;432 Construction installation;2013 September;97.0;-7.4
3700;Total 1 or more employed persons;432 Construction installation;2013 3rd quarter;89.5;-3.2
3701;Total 1 or more employed persons;432 Construction installation;2013 October;107.7;2.2
3702;Total 1 or more employed persons;432 Construction installation;2013 November;105.2;-2.6
3703;Total 1 or more employed persons;432 Construction installation;2013 December;114.2;4.7
3704;Total 1 or more employed persons;432 Construction installation;2013 4th quarter;109.0;1.5
3705;Total 1 or more employed persons;432 Construction installation;2013;95.1;-3.1
3706;Total 1 or more employed persons;432 Construction installation;2014 January;83.5;6.0
3707;Total 1 or more employed persons;432 Construction installation;2014 February;89.5;5.9
3708;Total 1 or more employed persons;432 Construction installation;2014 March;96.6;3.4
3709;Total 1 or more employed persons;432 Construction installation;2014 1st quarter;89.9;5.0
3710;Total 1 or more employed persons;432 Construction installation;2014 April;96.9;3.0
3711;Total 1 or more employed persons;432 Construction installation;2014 May;91.3;-4.4
3712;Total 1 or more employed persons;432 Construction installation;2014 June;95.8;-3.1
3713;Total 1 or more employed persons;432 Construction installation;2014 2nd quarter;94.7;-1.5
3714;Total 1 or more employed persons;432 Construction installation;2014 July;101.6;8.0
3715;Total 1 or more employed persons;432 Construction installation;2014 August;68.5;-11.6
3716;Total 1 or more employed persons;432 Construction installation;2014 September;99.4;2.4
3717;Total 1 or more employed persons;432 Construction installation;2014 3rd quarter;89.8;0.3
3718;Total 1 or more employed persons;432 Construction installation;2014 October;110.4;2.5
3719;Total 1 or more employed persons;432 Construction installation;2014 November;105.7;0.5
3720;Total 1 or more employed persons;432 Construction installation;2014 December;117.8;3.1
3721;Total 1 or more employed persons;432 Construction installation;2014 4th quarter;111.3;2.1
3722;Total 1 or more employed persons;432 Construction installation;2014;96.4;1.4
3723;Total 1 or more employed persons;432 Construction installation;2015 January;81.7;-2.1
3724;Total 1 or more employed persons;432 Construction installation;2015 February;89.5;0.0
3725;Total 1 or more employed persons;432 Construction installation;2015 March;106.1;9.8
3726;Total 1 or more employed persons;432 Construction installation;2015 1st quarter;92.4;2.9
3727;Total 1 or more employed persons;432 Construction installation;2015 April;99.0;2.2
3728;Total 1 or more employed persons;432 Construction installation;2015 May;93.6;2.5
3729;Total 1 or more employed persons;432 Construction installation;2015 June;114.2;19.1
3730;Total 1 or more employed persons;432 Construction installation;2015 2nd quarter;102.3;8.0
3731;Total 1 or more employed persons;432 Construction installation;2015 July;101.5;-0.2
3732;Total 1 or more employed persons;432 Construction installation;2015 August;74.1;8.2
3733;Total 1 or more employed persons;432 Construction installation;2015 September;104.0;4.7
3734;Total 1 or more employed persons;432 Construction installation;2015 3rd quarter;93.2;3.7
3735;Total 1 or more employed persons;432 Construction installation;2015 October;109.3;-1.0
3736;Total 1 or more employed persons;432 Construction installation;2015 November;108.1;2.2
3737;Total 1 or more employed persons;432 Construction installation;2015 December;119.0;1.0
3738;Total 1 or more employed persons;432 Construction installation;2015 4th quarter;112.1;0.7
3739;Total 1 or more employed persons;432 Construction installation;2015;100.0;3.7
3740;Total 1 or more employed persons;432 Construction installation;2016 January;85.5;4.6
3741;Total 1 or more employed persons;432 Construction installation;2016 February;96.6;7.9
3742;Total 1 or more employed persons;432 Construction installation;2016 March;111.3;4.8
3743;Total 1 or more employed persons;432 Construction installation;2016 1st quarter;97.8;5.8
3744;Total 1 or more employed persons;432 Construction installation;2016 April;103.4;4.4
3745;Total 1 or more employed persons;432 Construction installation;2016 May;103.0;10.1
3746;Total 1 or more employed persons;432 Construction installation;2016 June;117.4;2.8
3747;Total 1 or more employed persons;432 Construction installation;2016 2nd quarter;107.9;5.6
3748;Total 1 or more employed persons;432 Construction installation;2016 July;118.2;16.5
3749;Total 1 or more employed persons;432 Construction installation;2016 August;80.7;9.0
3750;Total 1 or more employed persons;432 Construction installation;2016 September;110.2;5.9
3751;Total 1 or more employed persons;432 Construction installation;2016 3rd quarter;103.0;10.6
3752;Total 1 or more employed persons;432 Construction installation;2016 October;110.4;1.0
3753;Total 1 or more employed persons;432 Construction installation;2016 November;116.9;8.2
3754;Total 1 or more employed persons;432 Construction installation;2016 December;128.2;7.8
3755;Total 1 or more employed persons;432 Construction installation;2016 4th quarter;118.5;5.7
3756;Total 1 or more employed persons;432 Construction installation;2016;106.8;6.8
3757;Total 1 or more employed persons;432 Construction installation;2017 January;84.9;-0.6
3758;Total 1 or more employed persons;432 Construction installation;2017 February;94.2;-2.4
3759;Total 1 or more employed persons;432 Construction installation;2017 March;113.8;2.3
3760;Total 1 or more employed persons;432 Construction installation;2017 1st quarter;97.7;-0.1
3761;Total 1 or more employed persons;432 Construction installation;2017 April;96.1;-7.1
3762;Total 1 or more employed persons;432 Construction installation;2017 May;107.1;4.0
3763;Total 1 or more employed persons;432 Construction installation;2017 June;113.8;-3.0
3764;Total 1 or more employed persons;432 Construction installation;2017 2nd quarter;105.7;-2.1
3765;Total 1 or more employed persons;432 Construction installation;2017 July;109.0;-7.7
3766;Total 1 or more employed persons;432 Construction installation;2017 August;81.1;0.5
3767;Total 1 or more employed persons;432 Construction installation;2017 September;107.2;-2.7
3768;Total 1 or more employed persons;432 Construction installation;2017 3rd quarter;99.1;-3.8
3769;Total 1 or more employed persons;432 Construction installation;2017 October;114.9;4.1
3770;Total 1 or more employed persons;432 Construction installation;2017 November;124.5;6.5
3771;Total 1 or more employed persons;432 Construction installation;2017 December;127.7;-0.4
3772;Total 1 or more employed persons;432 Construction installation;2017 4th quarter;122.4;3.3
3773;Total 1 or more employed persons;432 Construction installation;2017;106.2;-0.6
3774;Total 1 or more employed persons;432 Construction installation;2018 January;90.8;6.9
3775;Total 1 or more employed persons;432 Construction installation;2018 February;99.7;5.7
3776;Total 1 or more employed persons;432 Construction installation;2018 March;117.1;2.9
3777;Total 1 or more employed persons;432 Construction installation;2018 1st quarter;102.5;5.0
3778;Total 1 or more employed persons;432 Construction installation;2018 April;110.0;14.5
3779;Total 1 or more employed persons;432 Construction installation;2018 May;115.4;7.7
3780;Total 1 or more employed persons;432 Construction installation;2018 June;122.8;7.9
3781;Total 1 or more employed persons;432 Construction installation;2018 2nd quarter;116.1;9.8
3782;Total 1 or more employed persons;432 Construction installation;2018 July;122.6;12.5
3783;Total 1 or more employed persons;432 Construction installation;2018 August;89.4;10.1
3784;Total 1 or more employed persons;432 Construction installation;2018 September;113.4;5.8
3785;Total 1 or more employed persons;432 Construction installation;2018 3rd quarter;108.5;9.4
3786;Total 1 or more employed persons;432 Construction installation;2018 October;132.4;15.2
3787;Total 1 or more employed persons;432 Construction installation;2018 November;136.3;9.5
3788;Total 1 or more employed persons;432 Construction installation;2018 December;136.9;7.2
3789;Total 1 or more employed persons;432 Construction installation;2018 4th quarter;135.2;10.5
3790;Total 1 or more employed persons;432 Construction installation;2018;115.6;8.8
3791;Total 1 or more employed persons;432 Construction installation;2019 January;102.1;12.5
3792;Total 1 or more employed persons;432 Construction installation;2019 February;115.6;16.0
3793;Total 1 or more employed persons;432 Construction installation;2019 March;126.3;7.9
3794;Total 1 or more employed persons;432 Construction installation;2019 1st quarter;114.7;11.9
3795;Total 1 or more employed persons;432 Construction installation;2019 April;126.5;15.0
3796;Total 1 or more employed persons;432 Construction installation;2019 May;130.6;13.2
3797;Total 1 or more employed persons;432 Construction installation;2019 June;122.4;-0.4
3798;Total 1 or more employed persons;432 Construction installation;2019 2nd quarter;126.5;9.0
3799;Total 1 or more employed persons;432 Construction installation;2019 July;132.5;8.1
3800;Total 1 or more employed persons;432 Construction installation;2019 August;91.4;2.2
3801;Total 1 or more employed persons;432 Construction installation;2019 September;130.9;15.4
3802;Total 1 or more employed persons;432 Construction installation;2019 3rd quarter;118.3;9.0
3803;Total 1 or more employed persons;432 Construction installation;2019 October;141.2;6.7
3804;Total 1 or more employed persons;432 Construction installation;2019 November;141.4;3.7
3805;Total 1 or more employed persons;432 Construction installation;2019 December;146.6;7.1
3806;Total 1 or more employed persons;432 Construction installation;2019 4th quarter;143.1;5.8
3807;Total 1 or more employed persons;432 Construction installation;2019;125.6;8.7
3808;Total 1 or more employed persons;432 Construction installation;2020 January;114.7;12.4
3809;Total 1 or more employed persons;432 Construction installation;2020 February;121.4;5.0
3810;Total 1 or more employed persons;432 Construction installation;2020 March;143.6;13.6
3811;Total 1 or more employed persons;432 Construction installation;2020 1st quarter;126.5;10.4
3812;Total 1 or more employed persons;432 Construction installation;2020 April;124.1;-1.9
3813;Total 1 or more employed persons;432 Construction installation;2020 May;117.1;-10.3
3814;Total 1 or more employed persons;432 Construction installation;2020 June;135.1;10.4
3815;Total 1 or more employed persons;432 Construction installation;2020 2nd quarter;125.4;-0.8
3816;Total 1 or more employed persons;432 Construction installation;2020 July;132.7;0.2
3817;Total 1 or more employed persons;432 Construction installation;2020 August;92.3;1.0
3818;Total 1 or more employed persons;432 Construction installation;2020 September;134.3;2.6
3819;Total 1 or more employed persons;432 Construction installation;2020 3rd quarter;119.8;1.3
3820;Total 1 or more employed persons;432 Construction installation;2020 October;141.2;0.0
3821;Total 1 or more employed persons;432 Construction installation;2020 November;143.4;1.5
3822;Total 1 or more employed persons;432 Construction installation;2020 December;151.7;3.5
3823;Total 1 or more employed persons;432 Construction installation;2020 4th quarter;145.4;1.7
3824;Total 1 or more employed persons;432 Construction installation;2020;129.3;2.9
3825;Total 1 or more employed persons;432 Construction installation;2021 January;113.0;-1.5
3826;Total 1 or more employed persons;432 Construction installation;2021 February;118.5;-2.4
3827;Total 1 or more employed persons;432 Construction installation;2021 March;148.2;3.2
3828;Total 1 or more employed persons;432 Construction installation;2021 1st quarter;126.6;0.0
3829;Total 1 or more employed persons;432 Construction installation;2021 April;136.3;9.8
3830;Total 1 or more employed persons;432 Construction installation;2021 May;128.1;9.4
3831;Total 1 or more employed persons;432 Construction installation;2021 June;147.5;9.2
3832;Total 1 or more employed persons;432 Construction installation;2021 2nd quarter;137.3;9.4
3833;Total 1 or more employed persons;432 Construction installation;2021 July;150.0;13.0
3834;Total 1 or more employed persons;432 Construction installation;2021  August;95.0;3.0
3835;Total 1 or more employed persons;432 Construction installation;2021 September;138.3;3.0
3836;Total 1 or more employed persons;432 Construction installation;2021 3rd quarter;127.8;6.7
3837;Total 1 or more employed persons;432 Construction installation;2021 October;149.2;5.6
3838;Total 1 or more employed persons;432 Construction installation;2021 November;154.8;8.0
3839;Total 1 or more employed persons;432 Construction installation;2021 December;175.1;15.4
3840;Total 1 or more employed persons;432 Construction installation;2021 4th quarter;159.7;9.8
3841;Total 1 or more employed persons;432 Construction installation;2021;137.8;6.6
3842;Total 1 or more employed persons;432 Construction installation;2022 January;113.2;0.1
3843;Total 1 or more employed persons;432 Construction installation;2022 February;135.6;14.5
3844;Total 1 or more employed persons;432 Construction installation;2022 March;162.7;9.8
3845;Total 1 or more employed persons;432 Construction installation;2022 1st quarter;137.1;8.4
3846;Total 1 or more employed persons;432 Construction installation;2022 April;148.7;9.1
3847;Total 1 or more employed persons;432 Construction installation;2022 May;152.9;19.4
3848;Total 1 or more employed persons;432 Construction installation;2022 June;170.3;15.5
3849;Total 1 or more employed persons;432 Construction installation;2022 2nd quarter;157.3;14.6
3850;Total 1 or more employed persons;432 Construction installation;2022 July;165.1;10.1
3851;Total 1 or more employed persons;432 Construction installation;2022 August;108.3;13.9
3852;Total 1 or more employed persons;432 Construction installation;2022 September;166.2;20.2
3853;Total 1 or more employed persons;432 Construction installation;2022 3rd quarter;146.5;14.7
3854;Total 1 or more employed persons;432 Construction installation;2022 October;173.5;16.3
3855;Total 1 or more employed persons;432 Construction installation;2022 November;184.8;19.3
3856;Total 1 or more employed persons;432 Construction installation;2022 December;205.7;17.5
3857;Total 1 or more employed persons;432 Construction installation;2022 4th quarter;188.0;17.7
3858;Total 1 or more employed persons;432 Construction installation;2022;157.2;14.1
3859;Total 1 or more employed persons;432 Construction installation;2023 January;142.3;25.8
3860;Total 1 or more employed persons;432 Construction installation;2023 February;163.3;20.4
3861;Total 1 or more employed persons;432 Construction installation;2023 March;194.1;19.3
3862;Total 1 or more employed persons;432 Construction installation;2023 1st quarter;166.6;21.4
3863;Total 1 or more employed persons;432 Construction installation;2023 April;166.1;11.7
3864;Total 1 or more employed persons;432 Construction installation;2023 May;183.5;20.0
3865;Total 1 or more employed persons;432 Construction installation;2023 June;202.0;18.6
3866;Total 1 or more employed persons;432 Construction installation;2023 2nd quarter;183.9;16.9
3867;Total 1 or more employed persons;432 Construction installation;2023 July;190.2;15.2
3868;Total 1 or more employed persons;432 Construction installation;2023 August;130.8;20.9
3869;Total 1 or more employed persons;432 Construction installation;2023 September;178.6;7.4
3870;Total 1 or more employed persons;432 Construction installation;2023 3rd quarter;166.5;13.7
3871;Total 1 or more employed persons;432 Construction installation;2023 October;193.8;11.7
3872;Total 1 or more employed persons;432 Construction installation;2023 November;195.1;5.6
3873;Total 1 or more employed persons;432 Construction installation;2023 December;202.5;-1.5
3874;Total 1 or more employed persons;432 Construction installation;2023 4th quarter;197.2;4.9
3875;Total 1 or more employed persons;432 Construction installation;2023;178.5;13.5
3876;Total 1 or more employed persons;433 Building completion;2005 January;50.6;-11.2
3877;Total 1 or more employed persons;433 Building completion;2005 February;69.5;-0.7
3878;Total 1 or more employed persons;433 Building completion;2005 March;90.1;4.2
3879;Total 1 or more employed persons;433 Building completion;2005 1st quarter;70.1;-1.5
3880;Total 1 or more employed persons;433 Building completion;2005 April;91.7;7.2
3881;Total 1 or more employed persons;433 Building completion;2005 May;90.4;5.2
3882;Total 1 or more employed persons;433 Building completion;2005 June;117.9;13.9
3883;Total 1 or more employed persons;433 Building completion;2005 2nd quarter;100.0;9.1
3884;Total 1 or more employed persons;433 Building completion;2005 July;95.8;1.7
3885;Total 1 or more employed persons;433 Building completion;2005 August;63.5;9.2
3886;Total 1 or more employed persons;433 Building completion;2005 September;113.4;17.6
3887;Total 1 or more employed persons;433 Building completion;2005 3rd quarter;90.9;9.6
3888;Total 1 or more employed persons;433 Building completion;2005 October;104.0;3.2
3889;Total 1 or more employed persons;433 Building completion;2005 November;110.3;7.2
3890;Total 1 or more employed persons;433 Building completion;2005 December;127.4;12.8
3891;Total 1 or more employed persons;433 Building completion;2005 4th quarter;113.9;7.9
3892;Total 1 or more employed persons;433 Building completion;2005;93.7;6.7
3893;Total 1 or more employed persons;433 Building completion;2006 January;56.5;11.6
3894;Total 1 or more employed persons;433 Building completion;2006 February;77.1;11.0
3895;Total 1 or more employed persons;433 Building completion;2006 March;102.2;13.3
3896;Total 1 or more employed persons;433 Building completion;2006 1st quarter;78.6;12.1
3897;Total 1 or more employed persons;433 Building completion;2006 April;89.9;-2.1
3898;Total 1 or more employed persons;433 Building completion;2006 May;103.9;14.9
3899;Total 1 or more employed persons;433 Building completion;2006 June;119.6;1.5
3900;Total 1 or more employed persons;433 Building completion;2006 2nd quarter;104.4;4.4
3901;Total 1 or more employed persons;433 Building completion;2006 July;100.0;4.4
3902;Total 1 or more employed persons;433 Building completion;2006 August;70.5;11.0
3903;Total 1 or more employed persons;433 Building completion;2006 September;114.7;1.2
3904;Total 1 or more employed persons;433 Building completion;2006 3rd quarter;95.1;4.6
3905;Total 1 or more employed persons;433 Building completion;2006 October;111.6;7.3
3906;Total 1 or more employed persons;433 Building completion;2006 November;117.4;6.4
3907;Total 1 or more employed persons;433 Building completion;2006 December;131.8;3.4
3908;Total 1 or more employed persons;433 Building completion;2006 4th quarter;120.2;5.6
3909;Total 1 or more employed persons;433 Building completion;2006;99.6;6.3
3910;Total 1 or more employed persons;433 Building completion;2007 January;62.6;10.9
3911;Total 1 or more employed persons;433 Building completion;2007 February;86.8;12.6
3912;Total 1 or more employed persons;433 Building completion;2007 March;111.5;9.2
3913;Total 1 or more employed persons;433 Building completion;2007 1st quarter;87.0;10.7
3914;Total 1 or more employed persons;433 Building completion;2007 April;98.5;9.6
3915;Total 1 or more employed persons;433 Building completion;2007 May;108.3;4.3
3916;Total 1 or more employed persons;433 Building completion;2007 June;131.5;9.9
3917;Total 1 or more employed persons;433 Building completion;2007 2nd quarter;112.8;8.0
3918;Total 1 or more employed persons;433 Building completion;2007 July;104.7;4.7
3919;Total 1 or more employed persons;433 Building completion;2007 August;78.0;10.7
3920;Total 1 or more employed persons;433 Building completion;2007 September;122.0;6.3
3921;Total 1 or more employed persons;433 Building completion;2007 3rd quarter;101.6;6.8
3922;Total 1 or more employed persons;433 Building completion;2007 October;122.3;9.6
3923;Total 1 or more employed persons;433 Building completion;2007 November;126.1;7.5
3924;Total 1 or more employed persons;433 Building completion;2007 December;135.2;2.6
3925;Total 1 or more employed persons;433 Building completion;2007 4th quarter;127.9;6.4
3926;Total 1 or more employed persons;433 Building completion;2007;107.3;7.7
3927;Total 1 or more employed persons;433 Building completion;2008 January;72.8;16.3
3928;Total 1 or more employed persons;433 Building completion;2008 February;98.2;13.1
3929;Total 1 or more employed persons;433 Building completion;2008 March;114.3;2.5
3930;Total 1 or more employed persons;433 Building completion;2008 1st quarter;95.1;9.3
3931;Total 1 or more employed persons;433 Building completion;2008 April;115.1;16.9
3932;Total 1 or more employed persons;433 Building completion;2008 May;112.5;3.8
3933;Total 1 or more employed persons;433 Building completion;2008 June;134.8;2.5
3934;Total 1 or more employed persons;433 Building completion;2008 2nd quarter;120.8;7.1
3935;Total 1 or more employed persons;433 Building completion;2008 July;114.2;9.1
3936;Total 1 or more employed persons;433 Building completion;2008 August;82.7;6.0
3937;Total 1 or more employed persons;433 Building completion;2008 September;131.0;7.3
3938;Total 1 or more employed persons;433 Building completion;2008 3rd quarter;109.3;7.6
3939;Total 1 or more employed persons;433 Building completion;2008 October;131.7;7.7
3940;Total 1 or more employed persons;433 Building completion;2008 November;121.2;-3.9
3941;Total 1 or more employed persons;433 Building completion;2008 December;132.1;-2.3
3942;Total 1 or more employed persons;433 Building completion;2008 4th quarter;128.4;0.4
3943;Total 1 or more employed persons;433 Building completion;2008;113.4;5.7
3944;Total 1 or more employed persons;433 Building completion;2009 January;75.0;3.0
3945;Total 1 or more employed persons;433 Building completion;2009 February;92.1;-6.2
3946;Total 1 or more employed persons;433 Building completion;2009 March;113.5;-0.8
3947;Total 1 or more employed persons;433 Building completion;2009 1st quarter;93.5;-1.7
3948;Total 1 or more employed persons;433 Building completion;2009 April;113.4;-1.5
3949;Total 1 or more employed persons;433 Building completion;2009 May;109.8;-2.3
3950;Total 1 or more employed persons;433 Building completion;2009 June;125.1;-7.2
3951;Total 1 or more employed persons;433 Building completion;2009 2nd quarter;116.1;-3.9
3952;Total 1 or more employed persons;433 Building completion;2009 July;119.6;4.7
3953;Total 1 or more employed persons;433 Building completion;2009 August;77.8;-6.0
3954;Total 1 or more employed persons;433 Building completion;2009 September;120.6;-7.9
3955;Total 1 or more employed persons;433 Building completion;2009 3rd quarter;106.0;-3.0
3956;Total 1 or more employed persons;433 Building completion;2009 October;124.5;-5.5
3957;Total 1 or more employed persons;433 Building completion;2009 November;114.7;-5.4
3958;Total 1 or more employed persons;433 Building completion;2009 December;125.3;-5.2
3959;Total 1 or more employed persons;433 Building completion;2009 4th quarter;121.5;-5.4
3960;Total 1 or more employed persons;433 Building completion;2009;109.3;-3.6
3961;Total 1 or more employed persons;433 Building completion;2010 January;60.7;-19.1
3962;Total 1 or more employed persons;433 Building completion;2010 February;80.6;-12.5
3963;Total 1 or more employed persons;433 Building completion;2010 March;105.2;-7.2
3964;Total 1 or more employed persons;433 Building completion;2010 1st quarter;82.2;-12.1
3965;Total 1 or more employed persons;433 Building completion;2010 April;107.0;-5.6
3966;Total 1 or more employed persons;433 Building completion;2010 May;100.3;-8.7
3967;Total 1 or more employed persons;433 Building completion;2010 June;124.7;-0.4
3968;Total 1 or more employed persons;433 Building completion;2010 2nd quarter;110.6;-4.7
3969;Total 1 or more employed persons;433 Building completion;2010 July;115.3;-3.6
3970;Total 1 or more employed persons;433 Building completion;2010 August;76.9;-1.1
3971;Total 1 or more employed persons;433 Building completion;2010 September;116.3;-3.6
3972;Total 1 or more employed persons;433 Building completion;2010 3rd quarter;102.8;-3.0
3973;Total 1 or more employed persons;433 Building completion;2010 October;116.2;-6.6
3974;Total 1 or more employed persons;433 Building completion;2010 November;117.4;2.4
3975;Total 1 or more employed persons;433 Building completion;2010 December;118.6;-5.3
3976;Total 1 or more employed persons;433 Building completion;2010 4th quarter;117.4;-3.3
3977;Total 1 or more employed persons;433 Building completion;2010;103.3;-5.5
3978;Total 1 or more employed persons;433 Building completion;2011 January;66.0;8.7
3979;Total 1 or more employed persons;433 Building completion;2011 February;86.6;7.4
3980;Total 1 or more employed persons;433 Building completion;2011 March;108.5;3.1
3981;Total 1 or more employed persons;433 Building completion;2011 1st quarter;87.0;5.9
3982;Total 1 or more employed persons;433 Building completion;2011 April;103.6;-3.2
3983;Total 1 or more employed persons;433 Building completion;2011 May;117.1;16.8
3984;Total 1 or more employed persons;433 Building completion;2011 June;117.8;-5.5
3985;Total 1 or more employed persons;433 Building completion;2011 2nd quarter;112.8;2.0
3986;Total 1 or more employed persons;433 Building completion;2011 July;110.0;-4.6
3987;Total 1 or more employed persons;433 Building completion;2011 August;76.8;-0.2
3988;Total 1 or more employed persons;433 Building completion;2011 September;118.2;1.7
3989;Total 1 or more employed persons;433 Building completion;2011 3rd quarter;101.6;-1.2
3990;Total 1 or more employed persons;433 Building completion;2011 October;107.1;-7.9
3991;Total 1 or more employed persons;433 Building completion;2011 November;113.9;-3.0
3992;Total 1 or more employed persons;433 Building completion;2011 December;121.5;2.4
3993;Total 1 or more employed persons;433 Building completion;2011 4th quarter;114.1;-2.8
3994;Total 1 or more employed persons;433 Building completion;2011;103.9;0.6
3995;Total 1 or more employed persons;433 Building completion;2012 January;60.5;-8.3
3996;Total 1 or more employed persons;433 Building completion;2012 February;76.4;-11.8
3997;Total 1 or more employed persons;433 Building completion;2012 March;96.7;-10.9
3998;Total 1 or more employed persons;433 Building completion;2012 1st quarter;77.9;-10.5
3999;Total 1 or more employed persons;433 Building completion;2012 April;92.8;-10.5
4000;Total 1 or more employed persons;433 Building completion;2012 May;97.7;-16.6
4001;Total 1 or more employed persons;433 Building completion;2012 June;110.2;-6.4
4002;Total 1 or more employed persons;433 Building completion;2012 2nd quarter;100.2;-11.2
4003;Total 1 or more employed persons;433 Building completion;2012 July;97.1;-11.7
4004;Total 1 or more employed persons;433 Building completion;2012 August;73.5;-4.3
4005;Total 1 or more employed persons;433 Building completion;2012 September;111.1;-6.0
4006;Total 1 or more employed persons;433 Building completion;2012 3rd quarter;93.9;-7.6
4007;Total 1 or more employed persons;433 Building completion;2012 October;96.5;-9.9
4008;Total 1 or more employed persons;433 Building completion;2012 November;101.5;-10.9
4009;Total 1 or more employed persons;433 Building completion;2012 December;102.5;-15.6
4010;Total 1 or more employed persons;433 Building completion;2012 4th quarter;100.1;-12.3
4011;Total 1 or more employed persons;433 Building completion;2012;93.0;-10.5
4012;Total 1 or more employed persons;433 Building completion;2013 January;53.7;-11.1
4013;Total 1 or more employed persons;433 Building completion;2013 February;69.0;-9.7
4014;Total 1 or more employed persons;433 Building completion;2013 March;85.3;-11.8
4015;Total 1 or more employed persons;433 Building completion;2013 1st quarter;69.3;-11.0
4016;Total 1 or more employed persons;433 Building completion;2013 April;85.4;-7.9
4017;Total 1 or more employed persons;433 Building completion;2013 May;92.6;-5.3
4018;Total 1 or more employed persons;433 Building completion;2013 June;103.8;-5.9
4019;Total 1 or more employed persons;433 Building completion;2013 2nd quarter;93.9;-6.3
4020;Total 1 or more employed persons;433 Building completion;2013 July;98.4;1.3
4021;Total 1 or more employed persons;433 Building completion;2013 August;78.4;6.7
4022;Total 1 or more employed persons;433 Building completion;2013 September;104.6;-5.8
4023;Total 1 or more employed persons;433 Building completion;2013 3rd quarter;93.8;-0.1
4024;Total 1 or more employed persons;433 Building completion;2013 October;108.9;12.9
4025;Total 1 or more employed persons;433 Building completion;2013 November;106.1;4.5
4026;Total 1 or more employed persons;433 Building completion;2013 December;112.6;9.9
4027;Total 1 or more employed persons;433 Building completion;2013 4th quarter;109.2;9.0
4028;Total 1 or more employed persons;433 Building completion;2013;91.6;-1.6
