ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
60;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1991;540.0;3.0;18.0;25.0;29.0;31.0;35.0;3.0;18.0;25.0;28.0;30.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;42.0;54.0;59.0;61.0;62.0;62.0;61.0;63.0;69.0;58.0;45.0;38.0;21.0;13.0;9.0;8.0;3.0;69.0;58.0;44.0;38.0;20.0;12.0;9.0;7.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;;;;0.0;0.0;0.0;0.0;0.0;0.0
61;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1992;530.0;4.0;21.0;30.0;35.0;37.0;41.0;4.0;21.0;30.0;35.0;37.0;40.0;;;;;;0.0;25.0;36.0;48.0;52.0;53.0;54.0;54.0;55.0;55.0;75.0;64.0;51.0;43.0;26.0;16.0;11.0;8.0;4.0;74.0;64.0;49.0;42.0;25.0;16.0;10.0;7.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;;;;0.0;0.0;0.0;0.0;0.0;0.0
62;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1993;130.0;5.0;27.0;39.0;44.0;47.0;48.0;4.0;26.0;37.0;41.0;44.0;45.0;1.0;1.0;2.0;2.0;2.0;3.0;22.0;33.0;38.0;40.0;40.0;43.0;46.0;43.0;47.0;78.0;66.0;60.0;55.0;33.0;18.0;11.0;11.0;5.0;78.0;64.0;57.0;53.0;30.0;18.0;10.0;9.0;4.0;;2.0;2.0;1.0;2.0;;;1.0;;;;;1.0;1.0;1.0;1.0;1.0;1.0
63;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding mbo;Cohort 1994;330.0;9.0;27.0;36.0;40.0;42.0;;9.0;27.0;35.0;40.0;42.0;;;0.0;0.0;0.0;0.0;;27.0;34.0;46.0;48.0;49.0;50.0;51.0;50.0;;73.0;66.0;51.0;43.0;24.0;14.0;9.0;7.0;;73.0;65.0;51.0;42.0;23.0;13.0;8.0;6.0;;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;;0.0;;;;;;;
64;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1991;60.0;7.0;23.0;26.0;31.0;33.0;33.0;7.0;21.0;25.0;30.0;31.0;31.0;;2.0;2.0;2.0;2.0;2.0;30.0;38.0;52.0;52.0;54.0;57.0;61.0;61.0;59.0;70.0;62.0;46.0;41.0;23.0;16.0;8.0;7.0;8.0;64.0;54.0;38.0;34.0;18.0;11.0;3.0;2.0;2.0;;;;;;;;;2.0;7.0;8.0;8.0;7.0;5.0;5.0;5.0;5.0;5.0
65;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1992;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1993;60.0;16.0;30.0;40.0;40.0;47.0;49.0;14.0;26.0;35.0;35.0;39.0;40.0;2.0;4.0;5.0;5.0;9.0;9.0;19.0;28.0;35.0;33.0;35.0;40.0;39.0;39.0;44.0;79.0;70.0;58.0;51.0;35.0;19.0;21.0;14.0;7.0;77.0;68.0;56.0;47.0;30.0;16.0;16.0;12.0;7.0;;;;;2.0;;;;;2.0;2.0;2.0;4.0;4.0;4.0;5.0;2.0;
67;Totaal mannen en vrouwen;Technisch onderwijs;Vooropleiding wo;Cohort 1994;60.0;15.0;27.0;28.0;33.0;35.0;;12.0;22.0;23.0;28.0;28.0;;3.0;5.0;5.0;5.0;7.0;;17.0;32.0;45.0;48.0;52.0;55.0;60.0;62.0;;83.0;65.0;45.0;37.0;22.0;17.0;7.0;3.0;;80.0;60.0;35.0;30.0;17.0;13.0;5.0;3.0;;;2.0;2.0;2.0;;;;;;3.0;3.0;8.0;5.0;5.0;3.0;2.0;;
68;Totaal mannen en vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1991;160.0;5.0;14.0;24.0;30.0;34.0;37.0;4.0;14.0;23.0;29.0;33.0;36.0;1.0;1.0;1.0;1.0;1.0;1.0;27.0;37.0;47.0;48.0;54.0;56.0;57.0;58.0;61.0;73.0;62.0;52.0;47.0;32.0;20.0;12.0;7.0;2.0;72.0;60.0;51.0;45.0;30.0;19.0;12.0;7.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;1.0;1.0;;
69;Totaal mannen en vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1992;170.0;8.0;17.0;25.0;27.0;30.0;33.0;7.0;16.0;24.0;26.0;29.0;31.0;1.0;1.0;1.0;1.0;1.0;2.0;33.0;44.0;52.0;54.0;55.0;58.0;60.0;60.0;59.0;67.0;55.0;45.0;38.0;28.0;17.0;13.0;10.0;8.0;65.0;53.0;43.0;36.0;26.0;16.0;12.0;8.0;7.0;1.0;2.0;2.0;1.0;1.0;;;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
70;Totaal mannen en vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1993;490.0;8.0;20.0;29.0;35.0;38.0;40.0;8.0;20.0;29.0;35.0;38.0;39.0;;;;;;0.0;29.0;37.0;48.0;53.0;55.0;56.0;56.0;56.0;57.0;71.0;62.0;49.0;39.0;25.0;16.0;10.0;6.0;3.0;70.0;61.0;49.0;38.0;24.0;15.0;9.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
71;Totaal mannen en vrouwen;Technisch onderwijs;Andere vooropleiding;Cohort 1994;100.0;6.0;16.0;25.0;27.0;29.0;;6.0;16.0;25.0;27.0;29.0;;;;;;;;36.0;47.0;57.0;64.0;65.0;63.0;63.0;63.0;;64.0;53.0;42.0;30.0;19.0;12.0;10.0;8.0;;62.0;51.0;41.0;29.0;18.0;11.0;9.0;7.0;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;2.0;1.0;;;;;;;
72;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1991;1140.0;58.0;66.0;67.0;68.0;68.0;69.0;58.0;66.0;67.0;68.0;68.0;69.0;;;0.0;0.0;0.0;0.0;20.0;28.0;30.0;31.0;31.0;31.0;31.0;31.0;30.0;79.0;42.0;28.0;11.0;4.0;2.0;1.0;1.0;1.0;78.0;41.0;28.0;10.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1992;820.0;50.0;64.0;66.0;67.0;68.0;69.0;50.0;64.0;66.0;66.0;67.0;68.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;29.0;32.0;32.0;32.0;31.0;30.0;30.0;30.0;80.0;52.0;39.0;18.0;4.0;3.0;3.0;2.0;1.0;79.0;51.0;38.0;17.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0
74;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1993;650.0;45.0;55.0;58.0;59.0;60.0;60.0;45.0;55.0;57.0;58.0;58.0;59.0;1.0;1.0;1.0;1.0;1.0;1.0;26.0;38.0;38.0;40.0;39.0;38.0;38.0;37.0;38.0;73.0;48.0;35.0;15.0;5.0;5.0;3.0;3.0;2.0;72.0;47.0;34.0;14.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Totaal alle vooropleidingen;Cohort 1994;700.0;58.0;65.0;66.0;67.0;67.0;;58.0;65.0;66.0;66.0;67.0;;;0.0;0.0;0.0;0.0;;24.0;27.0;29.0;31.0;31.0;32.0;32.0;31.0;;76.0;41.0;26.0;11.0;4.0;2.0;2.0;2.0;;76.0;40.0;25.0;10.0;3.0;2.0;1.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;
76;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1991;70.0;51.0;65.0;67.0;67.0;67.0;67.0;51.0;65.0;67.0;67.0;67.0;67.0;;;;;;;17.0;26.0;29.0;32.0;33.0;33.0;32.0;32.0;29.0;83.0;51.0;48.0;17.0;1.0;;1.0;1.0;4.0;81.0;51.0;48.0;17.0;1.0;;1.0;1.0;3.0;1.0;;;;;;;;1.0;;;;;;;;;
77;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1992;80.0;43.0;65.0;69.0;70.0;70.0;74.0;42.0;64.0;68.0;69.0;69.0;73.0;1.0;1.0;1.0;1.0;1.0;1.0;19.0;27.0;28.0;27.0;25.0;26.0;23.0;23.0;23.0;81.0;57.0;48.0;30.0;10.0;5.0;6.0;6.0;2.0;80.0;56.0;47.0;28.0;9.0;5.0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;;;2.0;1.0;;;;;;;;;
78;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1993;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding havo;Cohort 1994;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1991;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1992;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1993;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1994;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1991;760.0;62.0;66.0;68.0;69.0;69.0;69.0;62.0;66.0;68.0;68.0;69.0;69.0;;;0.0;0.0;0.0;1.0;21.0;29.0;30.0;31.0;30.0;31.0;31.0;31.0;29.0;78.0;34.0;22.0;7.0;3.0;1.0;1.0;1.0;1.0;77.0;34.0;21.0;7.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1992;470.0;60.0;67.0;68.0;69.0;69.0;70.0;60.0;67.0;68.0;68.0;68.0;69.0;0.0;0.0;0.0;1.0;1.0;1.0;19.0;29.0;30.0;31.0;31.0;30.0;29.0;30.0;29.0;81.0;45.0;30.0;9.0;1.0;2.0;2.0;1.0;1.0;80.0;44.0;29.0;9.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;;;;;0.0
86;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1993;190.0;51.0;58.0;59.0;62.0;63.0;63.0;50.0;57.0;58.0;60.0;61.0;61.0;1.0;1.0;1.0;2.0;2.0;2.0;28.0;36.0;38.0;37.0;37.0;36.0;36.0;35.0;34.0;72.0;56.0;33.0;11.0;4.0;5.0;2.0;2.0;3.0;71.0;54.0;31.0;10.0;3.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;1.0;;;;;;;;;1.0
87;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1994;530.0;64.0;68.0;69.0;69.0;69.0;;64.0;68.0;69.0;69.0;69.0;;;0.0;0.0;0.0;0.0;;22.0;26.0;27.0;28.0;29.0;30.0;29.0;29.0;;77.0;37.0;20.0;7.0;3.0;1.0;1.0;1.0;;77.0;37.0;20.0;7.0;3.0;1.0;1.0;1.0;;;0.0;0.0;0.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;
88;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1991;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1992;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1993;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1994;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1991;240.0;53.0;66.0;68.0;69.0;70.0;71.0;53.0;66.0;68.0;69.0;70.0;71.0;;;;;;;18.0;24.0;28.0;30.0;28.0;30.0;29.0;28.0;28.0;80.0;63.0;42.0;18.0;5.0;2.0;2.0;2.0;1.0;79.0;62.0;42.0;18.0;5.0;2.0;2.0;1.0;0.0;;;;;;;;;0.0;0.0;1.0;0.0;;;;0.0;0.0;0.0
93;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1992;230.0;31.0;57.0;61.0;63.0;64.0;65.0;31.0;57.0;61.0;63.0;64.0;65.0;;;;;;;23.0;31.0;37.0;36.0;36.0;35.0;35.0;34.0;33.0;77.0;62.0;54.0;32.0;7.0;4.0;3.0;2.0;2.0;77.0;62.0;54.0;32.0;6.0;3.0;2.0;2.0;1.0;0.0;0.0;;;;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0
94;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1993;410.0;43.0;54.0;56.0;57.0;57.0;58.0;43.0;54.0;56.0;57.0;57.0;58.0;;;0.0;0.0;0.0;0.0;27.0;40.0;39.0;41.0;41.0;40.0;40.0;40.0;40.0;72.0;43.0;34.0;16.0;5.0;4.0;3.0;3.0;1.0;72.0;43.0;33.0;15.0;4.0;3.0;2.0;2.0;1.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;;;;;;0.0;0.0;;
95;Totaal mannen en vrouwen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1994;110.0;39.0;58.0;61.0;62.0;63.0;;39.0;57.0;60.0;61.0;62.0;;;1.0;1.0;1.0;1.0;;29.0;31.0;31.0;34.0;35.0;33.0;34.0;33.0;;70.0;54.0;45.0;27.0;6.0;6.0;4.0;4.0;;69.0;52.0;44.0;25.0;6.0;5.0;3.0;3.0;;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;;
96;Totaal mannen en vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;2080.0;19.0;30.0;35.0;37.0;39.0;41.0;19.0;30.0;34.0;36.0;38.0;39.0;0.0;0.0;1.0;1.0;1.0;2.0;29.0;45.0;51.0;53.0;54.0;55.0;56.0;56.0;57.0;71.0;54.0;46.0;28.0;16.0;11.0;7.0;5.0;2.0;70.0;52.0;44.0;26.0;14.0;9.0;6.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
97;Totaal mannen en vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;1900.0;21.0;31.0;35.0;38.0;39.0;41.0;21.0;30.0;34.0;36.0;37.0;38.0;1.0;1.0;1.0;2.0;2.0;2.0;27.0;44.0;49.0;51.0;53.0;54.0;55.0;56.0;56.0;73.0;55.0;49.0;27.0;17.0;11.0;7.0;5.0;3.0;71.0;53.0;46.0;25.0;15.0;9.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
98;Totaal mannen en vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;1620.0;21.0;31.0;36.0;39.0;40.0;41.0;20.0;30.0;35.0;38.0;38.0;39.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;44.0;48.0;51.0;53.0;53.0;54.0;54.0;55.0;70.0;55.0;48.0;28.0;16.0;10.0;7.0;6.0;4.0;68.0;53.0;46.0;26.0;15.0;9.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0
99;Totaal mannen en vrouwen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;1390.0;24.0;33.0;38.0;40.0;42.0;;23.0;33.0;37.0;39.0;41.0;;1.0;1.0;1.0;1.0;1.0;;31.0;41.0;46.0;50.0;51.0;52.0;52.0;53.0;;69.0;57.0;49.0;26.0;16.0;11.0;8.0;5.0;;68.0;56.0;48.0;24.0;14.0;9.0;6.0;3.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
100;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1991;540.0;21.0;33.0;36.0;39.0;41.0;42.0;21.0;33.0;35.0;38.0;40.0;41.0;;0.0;0.0;1.0;1.0;2.0;28.0;43.0;50.0;51.0;52.0;54.0;56.0;55.0;56.0;72.0;56.0;47.0;28.0;15.0;10.0;6.0;4.0;2.0;71.0;54.0;45.0;26.0;12.0;8.0;4.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0
101;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1992;490.0;23.0;33.0;38.0;41.0;42.0;44.0;22.0;33.0;37.0;39.0;40.0;42.0;1.0;1.0;1.0;1.0;1.0;2.0;27.0;43.0;46.0;49.0;50.0;52.0;52.0;53.0;53.0;73.0;56.0;52.0;28.0;17.0;10.0;7.0;5.0;3.0;72.0;55.0;50.0;26.0;15.0;9.0;6.0;4.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
102;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1993;110.0;23.0;28.0;32.0;34.0;35.0;36.0;23.0;28.0;32.0;33.0;34.0;35.0;;;;1.0;1.0;1.0;32.0;46.0;54.0;56.0;56.0;59.0;59.0;61.0;61.0;68.0;48.0;38.0;21.0;16.0;9.0;6.0;4.0;3.0;66.0;47.0;36.0;18.0;14.0;6.0;4.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;;;;2.0;1.0;1.0;2.0;1.0;1.0
103;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding havo;Cohort 1994;210.0;33.0;39.0;45.0;49.0;50.0;;33.0;39.0;45.0;48.0;49.0;;;;0.0;1.0;1.0;;25.0;34.0;39.0;43.0;43.0;41.0;41.0;44.0;;75.0;65.0;56.0;25.0;18.0;14.0;10.0;6.0;;74.0;64.0;55.0;23.0;16.0;12.0;8.0;5.0;;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;;0.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;
104;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding vwo;Cohort 1991;270.0;26.0;38.0;43.0;46.0;48.0;51.0;26.0;38.0;42.0;44.0;45.0;48.0;;0.0;1.0;2.0;2.0;3.0;22.0;36.0;38.0;42.0;43.0;44.0;46.0;47.0;47.0;78.0;63.0;59.0;32.0;19.0;13.0;8.0;5.0;2.0;76.0;60.0;56.0;29.0;16.0;11.0;8.0;5.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;;0.0;0.0;2.0;1.0;2.0;2.0;2.0;1.0;0.0;;0.0
105;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding vwo;Cohort 1992;240.0;29.0;39.0;46.0;49.0;51.0;52.0;29.0;39.0;46.0;49.0;50.0;51.0;;;;0.0;0.0;0.0;22.0;34.0;39.0;39.0;42.0;43.0;45.0;46.0;44.0;78.0;66.0;59.0;32.0;19.0;11.0;6.0;3.0;4.0;78.0;66.0;58.0;30.0;17.0;10.0;5.0;3.0;2.0;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;;;;1.0;1.0;0.0;0.0;;1.0
106;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding vwo;Cohort 1993;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding vwo;Cohort 1994;120.0;38.0;47.0;51.0;56.0;57.0;;37.0;44.0;48.0;52.0;53.0;;1.0;2.0;2.0;3.0;4.0;;19.0;30.0;32.0;36.0;38.0;39.0;38.0;39.0;;81.0;64.0;56.0;26.0;15.0;10.0;6.0;4.0;;80.0;60.0;52.0;22.0;14.0;9.0;5.0;3.0;;1.0;2.0;3.0;3.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;;;
108;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding mbo;Cohort 1991;700.0;17.0;27.0;31.0;34.0;35.0;38.0;17.0;27.0;31.0;33.0;34.0;36.0;;0.0;0.0;1.0;1.0;2.0;31.0;49.0;55.0;57.0;58.0;58.0;59.0;59.0;60.0;69.0;50.0;44.0;26.0;15.0;11.0;8.0;6.0;2.0;69.0;49.0;42.0;24.0;13.0;9.0;6.0;4.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
109;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding mbo;Cohort 1992;580.0;21.0;30.0;34.0;37.0;38.0;40.0;21.0;29.0;34.0;36.0;38.0;38.0;;0.0;1.0;1.0;1.0;1.0;26.0;47.0;52.0;53.0;54.0;54.0;56.0;56.0;57.0;74.0;52.0;46.0;26.0;16.0;11.0;7.0;5.0;4.0;73.0;50.0;44.0;23.0;15.0;9.0;5.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
110;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding mbo;Cohort 1993;140.0;26.0;35.0;39.0;41.0;42.0;42.0;26.0;35.0;39.0;41.0;42.0;42.0;;;;;;;33.0;43.0;48.0;53.0;53.0;53.0;54.0;53.0;53.0;67.0;54.0;47.0;21.0;12.0;9.0;5.0;5.0;5.0;66.0;53.0;47.0;21.0;12.0;8.0;5.0;4.0;4.0;1.0;1.0;;;;1.0;;1.0;1.0;;;;;;;;;
111;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding mbo;Cohort 1994;540.0;24.0;37.0;41.0;43.0;46.0;;24.0;37.0;41.0;43.0;45.0;;;;;0.0;0.0;;27.0;39.0;43.0;47.0;47.0;49.0;49.0;50.0;;73.0;60.0;54.0;29.0;17.0;10.0;8.0;4.0;;73.0;60.0;54.0;28.0;15.0;9.0;7.0;3.0;;;;;0.0;1.0;1.0;1.0;1.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;
112;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding wo;Cohort 1991;260.0;20.0;29.0;36.0;39.0;43.0;44.0;19.0;28.0;34.0;37.0;41.0;41.0;1.0;1.0;2.0;2.0;2.0;3.0;24.0;37.0;47.0;48.0;51.0;50.0;51.0;52.0;51.0;76.0;63.0;48.0;32.0;21.0;14.0;10.0;5.0;5.0;73.0;59.0;46.0;30.0;19.0;13.0;9.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;
113;Totaal mannen en vrouwen;Economisch onderwijs;Vooropleiding wo;Cohort 1992;250.0;20.0;31.0;36.0;40.0;40.0;42.0;18.0;27.0;31.0;34.0;34.0;35.0;2.0;4.0;4.0;6.0;6.0;7.0;27.0;40.0;45.0;47.0;50.0;52.0;53.0;55.0;54.0;72.0;58.0;52.0;32.0;20.0;12.0;8.0;4.0;4.0;67.0;53.0;46.0;26.0;16.0;9.0;6.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;4.0;4.0;5.0;4.0;2.0;2.0;1.0;1.0;1.0
