ID;RegioS;Perioden;TotaleVervoersprestatie_1;AutoBestuurder_2;AutoPassagier_3;Trein_4;BusTramMetro_5;BromSnorfiets_6;Fiets_7;Lopen_8;OverigeVervoersprestatie_9
277;Noord-Holland;1986;25.2;10.6;7.6;1.5;1.7;0.2;1.9;0.7;1.1
278;Noord-Holland;1987;24.4;10.4;7.0;1.4;1.8;0.2;1.9;0.7;0.9
279;Noord-Holland;1988;26.5;11.0;7.5;2.2;1.7;0.2;1.9;0.7;1.2
280;Noord-Holland;1989;24.8;10.7;7.1;1.9;1.4;0.1;2.2;0.7;0.7
281;Noord-Holland;1990;28.5;11.6;8.5;2.6;1.7;0.2;2.2;0.7;1.0
282;Noord-Holland;1991;27.9;11.7;7.6;3.0;1.9;0.2;1.9;0.7;0.8
283;Noord-Holland;1992;29.4;12.2;7.9;3.2;2.1;0.2;2.4;0.7;0.8
284;Noord-Holland;1993;27.8;12.3;7.7;2.2;1.7;0.2;2.1;0.7;0.7
285;Noord-Holland;1994;28.5;11.8;8.5;2.5;1.7;0.1;2.3;0.7;0.8
286;Noord-Holland;1995;28.6;12.7;7.6;2.6;1.8;0.1;2.2;0.8;0.8
287;Noord-Holland;1996;28.2;12.3;7.6;2.7;1.7;0.2;2.2;0.7;0.8
288;Noord-Holland;1997;29.3;12.4;8.1;2.9;1.8;0.2;2.3;0.7;0.9
289;Noord-Holland;1998;29.9;13.1;8.3;3.1;1.7;0.2;2.0;0.7;0.8
290;Noord-Holland;1999;30.2;13.2;8.0;3.1;1.9;0.1;2.1;0.7;1.0
291;Noord-Holland;2000;29.4;13.3;7.6;3.1;1.8;0.1;2.1;0.7;0.7
292;Noord-Holland;2001;30.3;13.6;8.1;3.1;1.9;0.1;2.1;0.7;0.8
293;Noord-Holland;2002;30.0;13.3;8.0;3.2;1.7;0.1;2.1;0.7;0.8
294;Noord-Holland;2003;30.2;13.7;7.9;2.9;1.7;0.1;2.3;0.7;0.8
295;Noord-Holland;2004;30.9;13.8;8.5;3.0;1.5;0.1;2.4;0.7;0.7
296;Noord-Holland;2005;29.4;13.8;7.5;2.5;1.5;0.2;2.4;0.7;0.8
297;Noord-Holland;2006;30.6;13.6;7.7;3.3;1.6;0.2;2.3;0.8;1.1
298;Noord-Holland;2007;31.0;13.5;8.1;3.3;1.4;0.2;2.5;0.8;1.2
299;Zuid-Holland;1985;31.2;13.2;9.4;1.7;2.0;0.2;2.4;0.9;1.2
300;Zuid-Holland;1986;32.0;13.6;9.7;1.9;2.1;0.4;2.3;0.9;1.1
301;Zuid-Holland;1987;32.2;13.8;9.9;2.2;2.0;0.2;2.1;0.9;1.0
302;Zuid-Holland;1988;32.9;15.3;9.3;1.9;2.0;0.3;2.3;0.9;0.9
303;Zuid-Holland;1989;34.6;16.1;10.0;1.7;1.9;0.3;2.5;0.9;1.3
304;Zuid-Holland;1990;35.5;16.2;10.4;2.0;2.0;0.3;2.6;0.9;1.2
305;Zuid-Holland;1991;36.4;14.9;10.4;2.8;2.3;0.3;2.7;1.0;2.1
306;Zuid-Holland;1992;37.1;17.1;10.2;3.1;2.4;0.2;2.4;1.0;0.8
307;Zuid-Holland;1993;37.2;17.0;10.0;2.6;2.9;0.2;2.5;1.0;1.0
308;Zuid-Holland;1994;35.6;14.8;11.2;2.4;2.3;0.3;2.6;1.0;1.1
309;Zuid-Holland;1995;36.6;16.0;10.6;2.8;2.3;0.2;2.7;1.0;1.1
310;Zuid-Holland;1996;36.3;16.1;10.5;2.5;2.4;0.2;2.5;1.0;1.0
311;Zuid-Holland;1997;38.2;16.8;10.9;3.1;2.4;0.2;2.7;1.0;1.1
312;Zuid-Holland;1998;38.0;16.8;10.7;3.4;2.3;0.2;2.5;0.9;1.1
313;Zuid-Holland;1999;38.1;17.6;10.4;3.1;2.4;0.2;2.5;0.9;1.0
314;Zuid-Holland;2000;38.1;17.2;10.6;3.4;2.3;0.2;2.4;0.9;0.9
315;Zuid-Holland;2001;37.9;17.3;10.4;3.3;2.3;0.2;2.5;0.9;1.0
316;Zuid-Holland;2002;37.6;17.9;10.0;3.1;2.3;0.2;2.4;0.9;0.8
317;Zuid-Holland;2003;38.3;18.3;10.3;2.9;2.1;0.2;2.7;0.9;0.9
318;Zuid-Holland;2004;40.7;18.5;12.0;3.7;2.0;0.2;2.6;0.9;0.8
319;Zuid-Holland;2005;38.4;18.5;10.2;2.7;2.2;0.2;2.6;1.0;1.0
320;Zuid-Holland;2006;37.5;18.5;9.4;3.1;1.7;0.2;2.6;0.9;1.1
321;Zuid-Holland;2007;37.6;18.1;9.8;3.1;1.6;0.2;2.6;1.0;1.1
322;Zeeland;1985;3.7;1.7;1.1;0.1;0.2;0.0;0.3;0.1;0.2
323;Zeeland;1986;3.8;1.7;1.1;0.1;0.2;0.0;0.3;0.1;0.4
324;Zeeland;1987;3.5;1.3;1.2;0.2;0.2;0.0;0.3;0.1;0.2
325;Zeeland;1988;3.8;1.8;1.2;0.2;0.2;0.0;0.3;0.1;0.1
326;Zeeland;1989;4.3;1.9;1.4;0.2;0.1;0.0;0.4;0.1;0.2
327;Zeeland;1990;3.9;2.0;1.1;0.2;0.1;0.0;0.3;0.1;0.1
328;Zeeland;1991;4.2;1.8;1.5;0.1;0.1;0.0;0.4;0.1;0.1
329;Zeeland;1992;3.6;1.7;1.0;0.1;0.1;0.0;0.4;0.1;0.1
330;Zeeland;1993;3.8;1.4;1.1;0.6;0.1;0.0;0.3;0.1;0.1
331;Zeeland;1994;4.3;1.9;1.3;0.2;0.3;0.0;0.3;0.1;0.2
332;Zeeland;1995;4.1;1.9;1.3;0.2;0.2;0.0;0.3;0.1;0.1
333;Zeeland;1996;3.8;1.8;1.0;0.3;0.1;0.0;0.3;0.1;0.1
334;Zeeland;1997;4.2;1.8;1.4;0.2;0.2;0.0;0.3;0.1;0.2
335;Zeeland;1998;4.6;2.1;1.4;0.2;0.2;0.0;0.3;0.1;0.2
336;Zeeland;1999;4.1;2.0;1.2;0.3;0.1;0.0;0.3;0.1;0.1
337;Zeeland;2000;4.4;2.2;1.2;0.2;0.1;0.0;0.3;0.1;0.2
338;Zeeland;2001;4.4;2.1;1.3;0.3;0.1;0.0;0.3;0.1;0.2
339;Zeeland;2002;4.5;2.3;1.3;0.3;0.1;0.0;0.3;0.1;0.2
340;Zeeland;2003;4.5;2.3;1.2;0.1;0.1;0.0;0.3;0.1;0.3
341;Zeeland;2004;4.3;2.2;1.1;0.2;0.1;0.0;0.3;0.1;0.1
342;Zeeland;2005;4.7;2.5;1.2;0.3;0.1;0.0;0.4;0.1;0.1
343;Zeeland;2006;4.7;2.3;1.3;0.3;0.1;0.0;0.3;0.1;0.3
344;Zeeland;2007;4.0;2.3;0.9;0.1;0.1;0.0;0.3;0.1;0.1
345;Noord-Brabant;1985;21.8;9.8;6.8;1.0;0.6;0.2;1.9;0.5;0.9
346;Noord-Brabant;1986;23.2;11.2;7.2;1.2;0.5;0.2;1.9;0.5;0.7
347;Noord-Brabant;1987;22.3;10.1;7.1;1.3;0.7;0.2;1.9;0.5;0.5
348;Noord-Brabant;1988;23.4;10.9;7.3;1.1;0.7;0.1;2.0;0.5;0.7
349;Noord-Brabant;1989;23.1;10.9;7.4;1.0;0.5;0.1;2.0;0.5;0.7
350;Noord-Brabant;1990;24.4;11.5;6.9;1.7;0.7;0.2;2.1;0.5;0.7
351;Noord-Brabant;1991;25.2;11.9;7.2;1.7;0.7;0.1;2.2;0.6;0.8
352;Noord-Brabant;1992;25.0;12.2;6.8;1.8;0.8;0.2;2.1;0.5;0.6
353;Noord-Brabant;1993;25.3;11.2;7.8;1.8;0.8;0.2;2.1;0.5;0.8
354;Noord-Brabant;1994;24.7;11.7;7.4;1.6;0.8;0.2;1.9;0.5;0.7
355;Noord-Brabant;1995;25.6;12.3;7.5;1.4;0.8;0.2;2.1;0.6;0.8
356;Noord-Brabant;1996;26.4;13.0;7.8;1.6;0.7;0.2;1.9;0.6;0.7
357;Noord-Brabant;1997;27.1;13.3;7.7;1.7;0.8;0.2;2.1;0.5;0.7
358;Noord-Brabant;1998;26.4;13.0;7.5;1.7;0.8;0.2;2.0;0.5;0.8
359;Noord-Brabant;1999;27.8;13.9;8.3;1.7;0.6;0.2;2.0;0.5;0.6
360;Noord-Brabant;2000;28.4;14.3;8.2;1.9;0.6;0.2;2.0;0.5;0.7
361;Noord-Brabant;2001;27.7;14.3;7.5;1.9;0.7;0.2;2.0;0.5;0.7
362;Noord-Brabant;2002;28.2;14.3;8.1;1.9;0.6;0.2;2.0;0.6;0.7
363;Noord-Brabant;2003;28.8;14.8;8.0;1.8;0.6;0.1;2.1;0.5;0.7
364;Noord-Brabant;2004;28.2;13.9;8.9;1.4;0.6;0.1;2.0;0.6;0.8
365;Noord-Brabant;2005;28.9;14.6;8.5;1.6;0.5;0.2;2.2;0.6;0.7
366;Noord-Brabant;2006;28.5;14.8;8.1;1.8;0.4;0.1;2.1;0.6;0.5
367;Noord-Brabant;2007;28.7;15.1;7.9;1.6;0.5;0.1;2.0;0.6;0.9
368;Limburg;1985;10.1;4.2;3.2;0.6;0.3;0.1;0.8;0.3;0.6
369;Limburg;1986;9.5;3.9;3.5;0.3;0.3;0.1;0.8;0.3;0.3
370;Limburg;1987;9.6;4.1;3.0;0.8;0.3;0.1;0.7;0.3;0.3
371;Limburg;1988;10.2;4.9;3.1;0.3;0.3;0.1;0.8;0.3;0.4
372;Limburg;1989;10.2;4.9;2.8;0.6;0.3;0.1;0.8;0.3;0.3
373;Limburg;1990;10.8;4.9;3.2;0.7;0.3;0.1;0.9;0.3;0.4
374;Limburg;1991;10.2;4.3;2.9;1.0;0.4;0.1;0.9;0.3;0.3
375;Limburg;1992;10.7;4.8;3.0;0.9;0.4;0.1;0.8;0.3;0.4
376;Limburg;1993;10.8;5.0;3.2;0.8;0.4;0.1;0.7;0.3;0.3
377;Limburg;1994;11.0;4.9;3.3;1.0;0.4;0.1;0.8;0.3;0.3
378;Limburg;1995;10.6;4.9;3.0;0.8;0.4;0.1;0.7;0.3;0.3
379;Limburg;1996;11.1;5.2;3.1;1.0;0.4;0.1;0.7;0.3;0.4
380;Limburg;1997;11.2;5.3;3.3;0.8;0.3;0.1;0.7;0.3;0.4
381;Limburg;1998;11.3;5.5;3.2;0.9;0.3;0.1;0.7;0.3;0.3
382;Limburg;1999;11.7;5.6;3.4;1.0;0.3;0.1;0.7;0.3;0.3
383;Limburg;2000;11.2;5.5;3.0;0.9;0.3;0.1;0.8;0.3;0.2
384;Limburg;2001;11.3;5.6;3.1;0.9;0.3;0.1;0.7;0.3;0.3
385;Limburg;2002;11.6;5.7;3.3;1.0;0.2;0.1;0.7;0.3;0.3
386;Limburg;2003;12.3;6.0;3.7;0.9;0.2;0.1;0.7;0.3;0.4
387;Limburg;2004;11.6;5.6;3.2;1.1;0.3;0.1;0.8;0.3;0.3
388;Limburg;2005;11.8;6.0;3.1;1.0;0.3;0.1;0.8;0.3;0.2
389;Limburg;2006;11.6;5.5;3.5;0.8;0.3;0.1;0.8;0.3;0.3
390;Limburg;2007;12.1;6.1;3.3;1.0;0.2;0.1;0.8;0.3;0.4
