ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
6041;Total male and female;5 to 9 years;Guyana;Saba;2018;0
6042;Total male and female;5 to 9 years;Guyana;Saba;2019;0
6043;Total male and female;5 to 9 years;Guyana;Saba;2020;0
6044;Total male and female;5 to 9 years;Guyana;Saba;2021;0
6045;Total male and female;5 to 9 years;Guyana;Saba;2022;0
6046;Total male and female;5 to 9 years;Guyana;Saba;2023;0
6047;Total male and female;5 to 9 years;Guyana;Saba;2024;1
6048;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2011;0
6049;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2012;0
6050;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2013;0
6051;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2014;1
6052;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2015;2
6053;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2016;3
6054;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2017;3
6055;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2018;4
6056;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2019;3
6057;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2020;3
6058;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2021;4
6059;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2022;2
6060;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2023;2
6061;Total male and female;5 to 9 years;Haiti;Caribbean Netherlands;2024;9
6062;Total male and female;5 to 9 years;Haiti;Bonaire;2011;0
6063;Total male and female;5 to 9 years;Haiti;Bonaire;2012;0
6064;Total male and female;5 to 9 years;Haiti;Bonaire;2013;0
6065;Total male and female;5 to 9 years;Haiti;Bonaire;2014;0
6066;Total male and female;5 to 9 years;Haiti;Bonaire;2015;1
6067;Total male and female;5 to 9 years;Haiti;Bonaire;2016;2
6068;Total male and female;5 to 9 years;Haiti;Bonaire;2017;2
6069;Total male and female;5 to 9 years;Haiti;Bonaire;2018;4
6070;Total male and female;5 to 9 years;Haiti;Bonaire;2019;3
6071;Total male and female;5 to 9 years;Haiti;Bonaire;2020;3
6072;Total male and female;5 to 9 years;Haiti;Bonaire;2021;4
6073;Total male and female;5 to 9 years;Haiti;Bonaire;2022;2
6074;Total male and female;5 to 9 years;Haiti;Bonaire;2023;2
6075;Total male and female;5 to 9 years;Haiti;Bonaire;2024;8
6076;Total male and female;5 to 9 years;Haiti;St. Eustatius;2011;0
6077;Total male and female;5 to 9 years;Haiti;St. Eustatius;2012;0
6078;Total male and female;5 to 9 years;Haiti;St. Eustatius;2013;0
6079;Total male and female;5 to 9 years;Haiti;St. Eustatius;2014;1
6080;Total male and female;5 to 9 years;Haiti;St. Eustatius;2015;1
6081;Total male and female;5 to 9 years;Haiti;St. Eustatius;2016;1
6082;Total male and female;5 to 9 years;Haiti;St. Eustatius;2017;1
6083;Total male and female;5 to 9 years;Haiti;St. Eustatius;2018;0
6084;Total male and female;5 to 9 years;Haiti;St. Eustatius;2019;0
6085;Total male and female;5 to 9 years;Haiti;St. Eustatius;2020;0
6086;Total male and female;5 to 9 years;Haiti;St. Eustatius;2021;0
6087;Total male and female;5 to 9 years;Haiti;St. Eustatius;2022;0
6088;Total male and female;5 to 9 years;Haiti;St. Eustatius;2023;0
6089;Total male and female;5 to 9 years;Haiti;St. Eustatius;2024;0
6090;Total male and female;5 to 9 years;Haiti;Saba;2011;0
6091;Total male and female;5 to 9 years;Haiti;Saba;2012;0
6092;Total male and female;5 to 9 years;Haiti;Saba;2013;0
6093;Total male and female;5 to 9 years;Haiti;Saba;2014;0
6094;Total male and female;5 to 9 years;Haiti;Saba;2015;0
6095;Total male and female;5 to 9 years;Haiti;Saba;2016;0
6096;Total male and female;5 to 9 years;Haiti;Saba;2017;0
6097;Total male and female;5 to 9 years;Haiti;Saba;2018;0
6098;Total male and female;5 to 9 years;Haiti;Saba;2019;0
6099;Total male and female;5 to 9 years;Haiti;Saba;2020;0
6100;Total male and female;5 to 9 years;Haiti;Saba;2021;0
6101;Total male and female;5 to 9 years;Haiti;Saba;2022;0
6102;Total male and female;5 to 9 years;Haiti;Saba;2023;0
6103;Total male and female;5 to 9 years;Haiti;Saba;2024;1
6104;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2011;1
6105;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2012;0
6106;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2013;1
6107;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2014;2
6108;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2015;2
6109;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2016;4
6110;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2017;4
6111;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2018;4
6112;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2019;5
6113;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2020;5
6114;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2021;4
6115;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2022;2
6116;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2023;5
6117;Total male and female;5 to 9 years;Jamaica;Caribbean Netherlands;2024;3
6118;Total male and female;5 to 9 years;Jamaica;Bonaire;2011;1
6119;Total male and female;5 to 9 years;Jamaica;Bonaire;2012;0
6120;Total male and female;5 to 9 years;Jamaica;Bonaire;2013;0
6121;Total male and female;5 to 9 years;Jamaica;Bonaire;2014;1
6122;Total male and female;5 to 9 years;Jamaica;Bonaire;2015;2
6123;Total male and female;5 to 9 years;Jamaica;Bonaire;2016;2
6124;Total male and female;5 to 9 years;Jamaica;Bonaire;2017;1
6125;Total male and female;5 to 9 years;Jamaica;Bonaire;2018;1
6126;Total male and female;5 to 9 years;Jamaica;Bonaire;2019;2
6127;Total male and female;5 to 9 years;Jamaica;Bonaire;2020;2
6128;Total male and female;5 to 9 years;Jamaica;Bonaire;2021;2
6129;Total male and female;5 to 9 years;Jamaica;Bonaire;2022;2
6130;Total male and female;5 to 9 years;Jamaica;Bonaire;2023;3
6131;Total male and female;5 to 9 years;Jamaica;Bonaire;2024;1
6132;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2011;0
6133;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2012;0
6134;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2013;1
6135;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2014;1
6136;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2015;0
6137;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2016;0
6138;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2017;1
6139;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2018;1
6140;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2019;1
6141;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2020;2
6142;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2021;2
6143;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2022;0
6144;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2023;0
6145;Total male and female;5 to 9 years;Jamaica;St. Eustatius;2024;0
6146;Total male and female;5 to 9 years;Jamaica;Saba;2011;0
6147;Total male and female;5 to 9 years;Jamaica;Saba;2012;0
6148;Total male and female;5 to 9 years;Jamaica;Saba;2013;0
6149;Total male and female;5 to 9 years;Jamaica;Saba;2014;0
6150;Total male and female;5 to 9 years;Jamaica;Saba;2015;0
6151;Total male and female;5 to 9 years;Jamaica;Saba;2016;2
6152;Total male and female;5 to 9 years;Jamaica;Saba;2017;2
6153;Total male and female;5 to 9 years;Jamaica;Saba;2018;2
6154;Total male and female;5 to 9 years;Jamaica;Saba;2019;2
6155;Total male and female;5 to 9 years;Jamaica;Saba;2020;1
6156;Total male and female;5 to 9 years;Jamaica;Saba;2021;0
6157;Total male and female;5 to 9 years;Jamaica;Saba;2022;0
6158;Total male and female;5 to 9 years;Jamaica;Saba;2023;2
6159;Total male and female;5 to 9 years;Jamaica;Saba;2024;2
6160;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2011;4
6161;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2012;5
6162;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2013;6
6163;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2014;5
6164;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2015;4
6165;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2016;6
6166;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2017;5
6167;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2018;8
6168;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2019;8
6169;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2020;7
6170;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2021;7
6171;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2022;10
6172;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2023;10
6173;Total male and female;5 to 9 years;Peru;Caribbean Netherlands;2024;9
6174;Total male and female;5 to 9 years;Peru;Bonaire;2011;4
6175;Total male and female;5 to 9 years;Peru;Bonaire;2012;5
6176;Total male and female;5 to 9 years;Peru;Bonaire;2013;6
6177;Total male and female;5 to 9 years;Peru;Bonaire;2014;5
6178;Total male and female;5 to 9 years;Peru;Bonaire;2015;4
6179;Total male and female;5 to 9 years;Peru;Bonaire;2016;6
6180;Total male and female;5 to 9 years;Peru;Bonaire;2017;5
6181;Total male and female;5 to 9 years;Peru;Bonaire;2018;8
6182;Total male and female;5 to 9 years;Peru;Bonaire;2019;8
6183;Total male and female;5 to 9 years;Peru;Bonaire;2020;7
6184;Total male and female;5 to 9 years;Peru;Bonaire;2021;7
6185;Total male and female;5 to 9 years;Peru;Bonaire;2022;10
6186;Total male and female;5 to 9 years;Peru;Bonaire;2023;10
6187;Total male and female;5 to 9 years;Peru;Bonaire;2024;9
6188;Total male and female;5 to 9 years;Peru;St. Eustatius;2011;0
6189;Total male and female;5 to 9 years;Peru;St. Eustatius;2012;0
6190;Total male and female;5 to 9 years;Peru;St. Eustatius;2013;0
6191;Total male and female;5 to 9 years;Peru;St. Eustatius;2014;0
6192;Total male and female;5 to 9 years;Peru;St. Eustatius;2015;0
6193;Total male and female;5 to 9 years;Peru;St. Eustatius;2016;0
6194;Total male and female;5 to 9 years;Peru;St. Eustatius;2017;0
6195;Total male and female;5 to 9 years;Peru;St. Eustatius;2018;0
6196;Total male and female;5 to 9 years;Peru;St. Eustatius;2019;0
6197;Total male and female;5 to 9 years;Peru;St. Eustatius;2020;0
6198;Total male and female;5 to 9 years;Peru;St. Eustatius;2021;0
6199;Total male and female;5 to 9 years;Peru;St. Eustatius;2022;0
6200;Total male and female;5 to 9 years;Peru;St. Eustatius;2023;0
6201;Total male and female;5 to 9 years;Peru;St. Eustatius;2024;0
6202;Total male and female;5 to 9 years;Peru;Saba;2011;0
6203;Total male and female;5 to 9 years;Peru;Saba;2012;0
6204;Total male and female;5 to 9 years;Peru;Saba;2013;0
6205;Total male and female;5 to 9 years;Peru;Saba;2014;0
6206;Total male and female;5 to 9 years;Peru;Saba;2015;0
6207;Total male and female;5 to 9 years;Peru;Saba;2016;0
6208;Total male and female;5 to 9 years;Peru;Saba;2017;0
6209;Total male and female;5 to 9 years;Peru;Saba;2018;0
6210;Total male and female;5 to 9 years;Peru;Saba;2019;0
6211;Total male and female;5 to 9 years;Peru;Saba;2020;0
6212;Total male and female;5 to 9 years;Peru;Saba;2021;0
6213;Total male and female;5 to 9 years;Peru;Saba;2022;0
6214;Total male and female;5 to 9 years;Peru;Saba;2023;0
6215;Total male and female;5 to 9 years;Peru;Saba;2024;0
6216;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2011;21
6217;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2012;27
6218;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2013;26
6219;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2014;27
6220;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2015;25
6221;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2016;21
6222;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2017;16
6223;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2018;13
6224;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2019;10
6225;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2020;8
6226;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2021;9
6227;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2022;8
6228;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2023;12
6229;Total male and female;5 to 9 years;Saba;Caribbean Netherlands;2024;15
6230;Total male and female;5 to 9 years;Saba;Bonaire;2011;0
6231;Total male and female;5 to 9 years;Saba;Bonaire;2012;0
6232;Total male and female;5 to 9 years;Saba;Bonaire;2013;0
6233;Total male and female;5 to 9 years;Saba;Bonaire;2014;0
6234;Total male and female;5 to 9 years;Saba;Bonaire;2015;0
6235;Total male and female;5 to 9 years;Saba;Bonaire;2016;0
6236;Total male and female;5 to 9 years;Saba;Bonaire;2017;0
6237;Total male and female;5 to 9 years;Saba;Bonaire;2018;0
6238;Total male and female;5 to 9 years;Saba;Bonaire;2019;1
6239;Total male and female;5 to 9 years;Saba;Bonaire;2020;1
6240;Total male and female;5 to 9 years;Saba;Bonaire;2021;1
6241;Total male and female;5 to 9 years;Saba;Bonaire;2022;1
6242;Total male and female;5 to 9 years;Saba;Bonaire;2023;1
6243;Total male and female;5 to 9 years;Saba;Bonaire;2024;0
6244;Total male and female;5 to 9 years;Saba;St. Eustatius;2011;0
6245;Total male and female;5 to 9 years;Saba;St. Eustatius;2012;0
6246;Total male and female;5 to 9 years;Saba;St. Eustatius;2013;0
6247;Total male and female;5 to 9 years;Saba;St. Eustatius;2014;0
6248;Total male and female;5 to 9 years;Saba;St. Eustatius;2015;1
6249;Total male and female;5 to 9 years;Saba;St. Eustatius;2016;0
6250;Total male and female;5 to 9 years;Saba;St. Eustatius;2017;0
6251;Total male and female;5 to 9 years;Saba;St. Eustatius;2018;1
6252;Total male and female;5 to 9 years;Saba;St. Eustatius;2019;1
6253;Total male and female;5 to 9 years;Saba;St. Eustatius;2020;1
6254;Total male and female;5 to 9 years;Saba;St. Eustatius;2021;1
6255;Total male and female;5 to 9 years;Saba;St. Eustatius;2022;1
6256;Total male and female;5 to 9 years;Saba;St. Eustatius;2023;0
6257;Total male and female;5 to 9 years;Saba;St. Eustatius;2024;0
6258;Total male and female;5 to 9 years;Saba;Saba;2011;21
6259;Total male and female;5 to 9 years;Saba;Saba;2012;27
6260;Total male and female;5 to 9 years;Saba;Saba;2013;26
6261;Total male and female;5 to 9 years;Saba;Saba;2014;27
6262;Total male and female;5 to 9 years;Saba;Saba;2015;24
6263;Total male and female;5 to 9 years;Saba;Saba;2016;21
6264;Total male and female;5 to 9 years;Saba;Saba;2017;16
6265;Total male and female;5 to 9 years;Saba;Saba;2018;12
6266;Total male and female;5 to 9 years;Saba;Saba;2019;8
6267;Total male and female;5 to 9 years;Saba;Saba;2020;6
6268;Total male and female;5 to 9 years;Saba;Saba;2021;7
6269;Total male and female;5 to 9 years;Saba;Saba;2022;6
6270;Total male and female;5 to 9 years;Saba;Saba;2023;11
6271;Total male and female;5 to 9 years;Saba;Saba;2024;15
6272;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2011;121
6273;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2012;119
6274;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2013;123
6275;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2014;133
6276;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2015;142
6277;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2016;140
6278;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2017;135
6279;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2018;144
6280;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2019;133
6281;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2020;141
6282;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2021;144
6283;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2022;148
6284;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2023;141
6285;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Caribbean Netherlands;2024;148
6286;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2011;2
6287;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2012;1
6288;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2013;3
6289;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2014;3
6290;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2015;7
6291;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2016;5
6292;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2017;6
6293;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2018;7
6294;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2019;6
6295;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2020;9
6296;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2021;6
6297;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2022;5
6298;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2023;3
6299;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Bonaire;2024;2
6300;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2011;58
6301;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2012;59
6302;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2013;66
6303;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2014;72
6304;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2015;75
6305;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2016;80
6306;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2017;83
6307;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2018;82
6308;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2019;74
6309;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2020;79
6310;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2021;79
6311;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2022;82
6312;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2023;78
6313;Total male and female;5 to 9 years;Saint Maarten (Dutch part);St. Eustatius;2024;88
6314;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2011;61
6315;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2012;59
6316;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2013;54
6317;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2014;58
6318;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2015;60
6319;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2016;55
6320;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2017;46
6321;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2018;55
6322;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2019;53
6323;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2020;53
6324;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2021;59
6325;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2022;61
6326;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2023;60
6327;Total male and female;5 to 9 years;Saint Maarten (Dutch part);Saba;2024;58
6328;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2011;114
6329;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2012;103
6330;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2013;87
6331;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2014;77
6332;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2015;81
6333;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2016;86
6334;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2017;82
6335;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2018;81
6336;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2019;97
6337;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2020;86
6338;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2021;71
6339;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2022;64
6340;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2023;57
6341;Total male and female;5 to 9 years;St. Eustatius;Caribbean Netherlands;2024;43
6342;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2011;0
6343;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2012;0
6344;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2013;0
6345;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2014;0
6346;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2015;0
6347;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2016;0
6348;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2017;0
6349;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2018;0
6350;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2019;1
6351;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2020;0
6352;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2021;0
6353;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2022;0
6354;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2023;1
6355;Total male and female;5 to 9 years;St. Eustatius;Bonaire;2024;1
6356;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2011;114
6357;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2012;103
6358;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2013;87
6359;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2014;77
6360;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2015;80
6361;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2016;84
6362;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2017;81
6363;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2018;80
6364;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2019;95
6365;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2020;86
6366;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2021;71
6367;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2022;64
6368;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2023;56
6369;Total male and female;5 to 9 years;St. Eustatius;St. Eustatius;2024;42
6370;Total male and female;5 to 9 years;St. Eustatius;Saba;2011;0
6371;Total male and female;5 to 9 years;St. Eustatius;Saba;2012;0
6372;Total male and female;5 to 9 years;St. Eustatius;Saba;2013;0
6373;Total male and female;5 to 9 years;St. Eustatius;Saba;2014;0
6374;Total male and female;5 to 9 years;St. Eustatius;Saba;2015;1
6375;Total male and female;5 to 9 years;St. Eustatius;Saba;2016;2
6376;Total male and female;5 to 9 years;St. Eustatius;Saba;2017;1
6377;Total male and female;5 to 9 years;St. Eustatius;Saba;2018;1
6378;Total male and female;5 to 9 years;St. Eustatius;Saba;2019;1
6379;Total male and female;5 to 9 years;St. Eustatius;Saba;2020;0
6380;Total male and female;5 to 9 years;St. Eustatius;Saba;2021;0
6381;Total male and female;5 to 9 years;St. Eustatius;Saba;2022;0
6382;Total male and female;5 to 9 years;St. Eustatius;Saba;2023;0
6383;Total male and female;5 to 9 years;St. Eustatius;Saba;2024;0
6384;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2011;4
6385;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2012;5
6386;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2013;4
6387;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2014;4
6388;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2015;3
6389;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2016;2
6390;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2017;1
6391;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2018;1
6392;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2019;1
6393;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2020;1
6394;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2021;1
6395;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2022;2
6396;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2023;3
6397;Total male and female;5 to 9 years;St Kitts and Nevis;Caribbean Netherlands;2024;2
6398;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2011;0
6399;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2012;0
6400;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2013;0
6401;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2014;0
6402;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2015;0
6403;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2016;0
6404;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2017;0
6405;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2018;0
6406;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2019;0
6407;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2020;0
6408;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2021;0
6409;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2022;0
6410;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2023;0
6411;Total male and female;5 to 9 years;St Kitts and Nevis;Bonaire;2024;0
6412;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2011;4
6413;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2012;5
6414;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2013;4
6415;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2014;4
6416;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2015;3
6417;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2016;2
6418;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2017;1
6419;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2018;1
6420;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2019;1
6421;Total male and female;5 to 9 years;St Kitts and Nevis;St. Eustatius;2020;1
