ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalDeelnemersVavo_1;VavoDeelnemersVmboT_2;VavoDeelnemersHavo_3;VavoDeelnemersVwo_4
981;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2011/'12;8797;1086;5392;2319
982;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2012/'13;8503;1137;4931;2435
983;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2013/'14;8254;1164;5044;2046
984;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2014/'15;8271;1115;5039;2117
985;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2015/'16;9359;1199;5861;2299
986;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2016/'17;9926;1173;6195;2558
987;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2017/'18;10080;1197;6143;2740
988;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2018/'19;9716;1150;5792;2774
989;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2019/'20;9246;1104;5415;2727
990;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2020/'21;5794;577;3761;1456
991;Totaal mannen en vrouwen;Jonger dan 25 jaar;Nederlandse achtergrond;2021/'22;7074;619;4385;2070
992;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2006/'07;4378;1083;2380;915
993;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2007/'08;4743;1122;2614;1007
994;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2008/'09;5283;954;3174;1155
995;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2009/'10;5803;1011;3236;1556
996;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2010/'11;5186;893;3072;1221
997;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2011/'12;4516;881;2668;967
998;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2012/'13;4486;900;2480;1106
999;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2013/'14;4677;984;2649;1044
1000;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2014/'15;4673;938;2548;1187
1001;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2015/'16;5011;991;2777;1243
1002;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2016/'17;5331;1101;2907;1323
1003;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2017/'18;5757;1344;3056;1357
1004;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2018/'19;5760;1169;3221;1370
1005;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2019/'20;5685;1108;3070;1507
1006;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2020/'21;3543;665;1999;879
1007;Totaal mannen en vrouwen;Jonger dan 25 jaar;Met migratieachtergrond;2021/'22;4601;707;2606;1288
1008;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2006/'07;1205;245;665;295
1009;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2007/'08;1277;247;717;313
1010;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2008/'09;1384;215;843;326
1011;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2009/'10;1506;202;883;421
1012;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2010/'11;1362;199;839;324
1013;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2011/'12;1189;185;712;292
1014;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2012/'13;1290;219;762;309
1015;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2013/'14;1209;215;710;284
1016;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2014/'15;1207;205;709;293
1017;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2015/'16;1394;256;782;356
1018;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2016/'17;1402;228;823;351
1019;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2017/'18;1381;230;777;374
1020;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2018/'19;1320;191;760;369
1021;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2019/'20;1346;198;739;409
1022;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2020/'21;904;143;519;242
1023;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse migratieachtergrond;2021/'22;1072;120;655;297
1024;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2006/'07;3173;838;1715;620
1025;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2007/'08;3466;875;1897;694
1026;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2008/'09;3899;739;2331;829
1027;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2009/'10;4297;809;2353;1135
1028;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2010/'11;3824;694;2233;897
1029;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2011/'12;3327;696;1956;675
1030;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2012/'13;3196;681;1718;797
1031;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2013/'14;3468;769;1939;760
1032;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2014/'15;3466;733;1839;894
1033;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2015/'16;3617;735;1995;887
1034;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2016/'17;3929;873;2084;972
1035;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2017/'18;4376;1114;2279;983
1036;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2018/'19;4440;978;2461;1001
1037;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2019/'20;4339;910;2331;1098
1038;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2020/'21;2639;522;1480;637
1039;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse migratieachtergrond;2021/'22;3529;587;1951;991
1040;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2006/'07;10;4;4;2
1041;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2007/'08;8;3;5;0
1042;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2008/'09;13;6;4;3
1043;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2009/'10;58;52;3;3
1044;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2010/'11;46;36;4;6
1045;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2011/'12;61;51;8;2
1046;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2012/'13;58;48;8;2
1047;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2013/'14;52;42;7;3
1048;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2014/'15;53;43;8;2
1049;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2015/'16;48;40;8;0
1050;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2016/'17;41;37;3;1
1051;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2017/'18;32;24;7;1
1052;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2018/'19;20;15;3;2
1053;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2019/'20;22;16;4;2
1054;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2020/'21;14;11;2;1
1055;Totaal mannen en vrouwen;Jonger dan 25 jaar;Onbekende migratieachtergrond;2021/'22;39;35;3;1
1056;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2006/'07;1004;470;398;136
1057;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2007/'08;892;371;391;130
1058;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2008/'09;815;354;343;118
1059;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2009/'10;765;280;379;106
1060;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2010/'11;496;206;215;75
1061;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2011/'12;336;118;152;66
1062;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2012/'13;279;91;133;55
1063;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2013/'14;453;132;201;120
1064;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2014/'15;710;177;334;199
1065;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2015/'16;948;217;406;325
1066;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2016/'17;827;180;410;237
1067;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2017/'18;705;142;382;181
1068;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2018/'19;624;103;331;190
1069;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2019/'20;525;98;249;178
1070;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2020/'21;468;75;238;155
1071;Totaal mannen en vrouwen;25 tot 65 jaar;Totaal migratieachtergrond;2021/'22;470;81;200;189
1072;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2006/'07;654;298;259;97
1073;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2007/'08;561;223;248;90
1074;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2008/'09;494;218;200;76
1075;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2009/'10;434;172;198;64
1076;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2010/'11;309;125;140;44
1077;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2011/'12;195;57;98;40
1078;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2012/'13;161;41;85;35
1079;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2013/'14;251;69;109;73
1080;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2014/'15;411;100;178;133
1081;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2015/'16;570;129;239;202
1082;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2016/'17;488;97;265;126
1083;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2017/'18;403;74;217;112
1084;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2018/'19;332;46;173;113
1085;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2019/'20;298;45;147;106
1086;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2020/'21;252;29;140;83
1087;Totaal mannen en vrouwen;25 tot 65 jaar;Nederlandse achtergrond;2021/'22;249;35;115;99
1088;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2006/'07;347;169;139;39
1089;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2007/'08;329;147;143;39
1090;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2008/'09;319;135;142;42
1091;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2009/'10;322;106;174;42
1092;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2010/'11;184;78;75;31
1093;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2011/'12;141;61;54;26
1094;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2012/'13;118;50;48;20
1095;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2013/'14;202;63;92;47
1096;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2014/'15;299;77;156;66
1097;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2015/'16;377;88;167;122
1098;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2016/'17;338;83;144;111
1099;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2017/'18;299;68;162;69
1100;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2018/'19;291;57;157;77
1101;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2019/'20;226;53;101;72
1102;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2020/'21;215;46;97;72
1103;Totaal mannen en vrouwen;25 tot 65 jaar;Met migratieachtergrond;2021/'22;221;46;85;90
1104;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2006/'07;116;48;53;15
1105;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2007/'08;121;46;59;16
1106;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2008/'09;117;46;55;16
1107;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2009/'10;103;31;58;14
1108;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2010/'11;54;21;25;8
1109;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2011/'12;41;14;20;7
1110;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2012/'13;37;16;14;7
1111;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2013/'14;53;16;25;12
1112;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2014/'15;92;24;43;25
1113;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2015/'16;95;20;37;38
1114;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2016/'17;90;21;45;24
1115;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2017/'18;83;16;53;14
1116;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2018/'19;77;15;44;18
1117;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2019/'20;62;9;33;20
1118;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2020/'21;55;10;28;17
1119;Totaal mannen en vrouwen;25 tot 65 jaar;Westerse migratieachtergrond;2021/'22;65;7;29;29
1120;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2006/'07;231;121;86;24
1121;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2007/'08;208;101;84;23
1122;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2008/'09;202;89;87;26
1123;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2009/'10;219;75;116;28
1124;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2010/'11;130;57;50;23
1125;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2011/'12;100;47;34;19
1126;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2012/'13;81;34;34;13
1127;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2013/'14;149;47;67;35
1128;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2014/'15;207;53;113;41
1129;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2015/'16;282;68;130;84
1130;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2016/'17;248;62;99;87
1131;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2017/'18;216;52;109;55
1132;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2018/'19;214;42;113;59
1133;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2019/'20;164;44;68;52
1134;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2020/'21;160;36;69;55
1135;Totaal mannen en vrouwen;25 tot 65 jaar;Niet-westerse migratieachtergrond;2021/'22;156;39;56;61
1136;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2006/'07;3;3;0;0
1137;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2007/'08;2;1;0;1
1138;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2008/'09;2;1;1;0
1139;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2009/'10;9;2;7;0
1140;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2010/'11;3;3;0;0
1141;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
1142;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
1143;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
1144;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
1145;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2015/'16;1;0;0;1
1146;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2016/'17;1;0;1;0
1147;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2017/'18;3;0;3;0
1148;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2018/'19;1;0;1;0
1149;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2019/'20;1;0;1;0
1150;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2020/'21;1;0;1;0
1151;Totaal mannen en vrouwen;25 tot 65 jaar;Onbekende migratieachtergrond;2021/'22;0;0;0;0
1152;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2006/'07;391;164;177;50
1153;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2007/'08;379;147;168;64
1154;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2008/'09;371;118;181;72
1155;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2009/'10;391;98;226;67
1156;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2010/'11;261;74;138;49
1157;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2011/'12;202;55;101;46
1158;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2012/'13;184;57;91;36
1159;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2013/'14;299;88;141;70
1160;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2014/'15;393;83;211;99
1161;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2015/'16;479;88;230;161
1162;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2016/'17;426;89;197;140
1163;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2017/'18;410;80;213;117
1164;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2018/'19;378;66;200;112
1165;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2019/'20;316;51;150;115
1166;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2020/'21;284;37;139;108
1167;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal migratieachtergrond;2021/'22;279;46;112;121
1168;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2006/'07;203;64;107;32
1169;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2007/'08;199;61;96;42
1170;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2008/'09;187;50;93;44
1171;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2009/'10;179;38;106;35
1172;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2010/'11;140;35;81;24
1173;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2011/'12;112;19;68;25
1174;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2012/'13;110;28;60;22
1175;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2013/'14;144;41;69;34
1176;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2014/'15;192;42;98;52
1177;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2015/'16;243;49;122;72
1178;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2016/'17;212;43;111;58
1179;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2017/'18;213;43;104;66
1180;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2018/'19;179;27;94;58
1181;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2019/'20;163;19;79;65
1182;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2020/'21;146;10;76;60
1183;Totaal mannen en vrouwen;25 tot 35 jaar;Nederlandse achtergrond;2021/'22;150;21;63;66
1184;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2006/'07;186;98;70;18
1185;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2007/'08;179;85;72;22
1186;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2008/'09;184;68;88;28
1187;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2009/'10;207;59;116;32
1188;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2010/'11;120;38;57;25
1189;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2011/'12;90;36;33;21
1190;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2012/'13;74;29;31;14
1191;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2013/'14;155;47;72;36
1192;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2014/'15;201;41;113;47
1193;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2015/'16;236;39;108;89
1194;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2016/'17;213;46;85;82
1195;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2017/'18;194;37;106;51
1196;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2018/'19;198;39;105;54
1197;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2019/'20;152;32;70;50
1198;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2020/'21;137;27;62;48
1199;Totaal mannen en vrouwen;25 tot 35 jaar;Met migratieachtergrond;2021/'22;129;25;49;55
1200;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2006/'07;48;24;20;4
1201;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2007/'08;50;20;22;8
1202;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2008/'09;53;17;29;7
1203;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2009/'10;54;12;34;8
1204;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2010/'11;26;4;16;6
1205;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2011/'12;25;9;11;5
1206;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2012/'13;22;13;5;4
1207;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2013/'14;39;14;17;8
1208;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2014/'15;53;12;29;12
1209;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2015/'16;40;5;20;15
1210;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2016/'17;42;12;18;12
1211;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2017/'18;40;8;25;7
1212;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2018/'19;47;12;23;12
1213;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2019/'20;35;6;18;11
1214;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2020/'21;23;7;11;5
1215;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse migratieachtergrond;2021/'22;28;2;14;12
1216;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2006/'07;138;74;50;14
1217;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2007/'08;129;65;50;14
1218;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2008/'09;131;51;59;21
1219;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2009/'10;153;47;82;24
1220;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2010/'11;94;34;41;19
1221;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2011/'12;65;27;22;16
1222;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2012/'13;52;16;26;10
1223;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2013/'14;116;33;55;28
1224;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2014/'15;148;29;84;35
1225;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2015/'16;196;34;88;74
1226;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2016/'17;171;34;67;70
1227;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse migratieachtergrond;2017/'18;154;29;81;44
