ID;Geslacht;Persoonskenmerken;Beroep;CaribischNederland;Perioden;WerkzameBeroepsbevolking_1
3008;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Bonaire;2020;210
3009;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Bonaire;2022;250
3010;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Sint-Eustatius;2014;100
3011;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Sint-Eustatius;2016;20
3012;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Sint-Eustatius;2018;60
3013;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Sint-Eustatius;2020;80
3014;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Sint-Eustatius;2022;60
3015;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Saba;2014;20
3016;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Saba;2016;20
3017;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Saba;2018;30
3018;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Saba;2020;10
3019;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;063 Beveiligingswerkers;Saba;2022;30
3020;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Caribisch Nederland;2014;1580
3021;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Caribisch Nederland;2016;1220
3022;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Caribisch Nederland;2018;1260
3023;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Caribisch Nederland;2020;1440
3024;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Caribisch Nederland;2022;1540
3025;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Bonaire;2014;1290
3026;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Bonaire;2016;980
3027;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Bonaire;2018;940
3028;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Bonaire;2020;1180
3029;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Bonaire;2022;1310
3030;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Sint-Eustatius;2014;230
3031;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Sint-Eustatius;2016;180
3032;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Sint-Eustatius;2018;230
3033;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Sint-Eustatius;2020;170
3034;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Sint-Eustatius;2022;150
3035;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Saba;2014;60
3036;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Saba;2016;60
3037;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Saba;2018;90
3038;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Saba;2020;100
3039;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;07 Technische beroepen;Saba;2022;80
3040;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2014;40
3041;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2016;30
3042;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2018;40
3043;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2020;50
3044;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2022;60
3045;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2014;20
3046;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2016;30
3047;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2018;0
3048;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2020;30
3049;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2022;40
3050;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2014;30
3051;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2016;0
3052;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2018;40
3053;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2020;20
3054;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2022;10
3055;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2014;0
3056;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2016;0
3057;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2018;0
3058;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2020;0
3059;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2022;10
3060;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2014;80
3061;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2016;150
3062;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2018;160
3063;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2020;170
3064;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2022;80
3065;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2014;70
3066;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2016;130
3067;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2018;110
3068;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2020;150
3069;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2022;50
3070;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2014;10
3071;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2016;20
3072;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2018;60
3073;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2020;20
3074;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2022;20
3075;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Saba;2014;10
3076;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Saba;2016;0
3077;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Saba;2018;0
3078;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Saba;2020;0
3079;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;072 Vakspecialisten natuur en techniek;Saba;2022;0
3080;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Caribisch Nederland;2014;720
3081;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Caribisch Nederland;2016;580
3082;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Caribisch Nederland;2018;640
3083;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Caribisch Nederland;2020;660
3084;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Caribisch Nederland;2022;790
3085;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Bonaire;2014;620
3086;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Bonaire;2016;490
3087;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Bonaire;2018;510
3088;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Bonaire;2020;570
3089;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Bonaire;2022;690
3090;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Sint-Eustatius;2014;70
3091;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Sint-Eustatius;2016;60
3092;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Sint-Eustatius;2018;80
3093;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Sint-Eustatius;2020;40
3094;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Sint-Eustatius;2022;60
3095;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Saba;2014;30
3096;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Saba;2016;30
3097;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Saba;2018;50
3098;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Saba;2020;50
3099;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;073 Bouwarbeiders;Saba;2022;40
3100;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Caribisch Nederland;2014;340
3101;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Caribisch Nederland;2016;170
3102;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Caribisch Nederland;2018;140
3103;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Caribisch Nederland;2020;190
3104;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Caribisch Nederland;2022;230
3105;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Bonaire;2014;310
3106;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Bonaire;2016;130
3107;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Bonaire;2018;110
3108;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Bonaire;2020;160
3109;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Bonaire;2022;200
3110;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Sint-Eustatius;2014;20
3111;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Sint-Eustatius;2016;30
3112;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Sint-Eustatius;2018;20
3113;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Sint-Eustatius;2020;20
3114;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Sint-Eustatius;2022;20
3115;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Saba;2014;0
3116;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Saba;2016;10
3117;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Saba;2018;10
3118;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Saba;2020;10
3119;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;074 Metaalarbeiders, machinemonteurs;Saba;2022;10
3120;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Caribisch Nederland;2014;60
3121;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Caribisch Nederland;2016;60
3122;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Caribisch Nederland;2018;130
3123;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Caribisch Nederland;2020;80
3124;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Caribisch Nederland;2022;100
3125;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Bonaire;2014;40
3126;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Bonaire;2016;30
3127;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Bonaire;2018;110
3128;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Bonaire;2020;50
3129;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Bonaire;2022;70
3130;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Sint-Eustatius;2014;10
3131;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Sint-Eustatius;2016;20
3132;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Sint-Eustatius;2018;0
3133;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Sint-Eustatius;2020;20
3134;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Sint-Eustatius;2022;10
3135;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Saba;2014;10
3136;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Saba;2016;10
3137;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Saba;2018;10
3138;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Saba;2020;10
3139;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;075 Voedselverwerkende beroepen en ov...;Saba;2022;10
3140;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Caribisch Nederland;2014;190
3141;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Caribisch Nederland;2016;100
3142;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Caribisch Nederland;2018;90
3143;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Caribisch Nederland;2020;150
3144;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Caribisch Nederland;2022;150
3145;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Bonaire;2014;140
3146;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Bonaire;2016;100
3147;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Bonaire;2018;60
3148;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Bonaire;2020;140
3149;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Bonaire;2022;140
3150;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Sint-Eustatius;2014;40
3151;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Sint-Eustatius;2016;0
3152;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Sint-Eustatius;2018;10
3153;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Sint-Eustatius;2020;0
3154;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Sint-Eustatius;2022;10
3155;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Saba;2014;10
3156;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Saba;2016;10
3157;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Saba;2018;20
3158;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Saba;2020;10
3159;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;076 Elektriciens en elektronicamonteurs;Saba;2022;0
3160;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Caribisch Nederland;2014;40
3161;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Caribisch Nederland;2016;80
3162;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Caribisch Nederland;2018;30
3163;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Caribisch Nederland;2020;90
3164;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Caribisch Nederland;2022;60
3165;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Bonaire;2014;0
3166;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Bonaire;2016;30
3167;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Bonaire;2018;30
3168;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Bonaire;2020;30
3169;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Bonaire;2022;50
3170;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Sint-Eustatius;2014;30
3171;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Sint-Eustatius;2016;50
3172;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Sint-Eustatius;2018;0
3173;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Sint-Eustatius;2020;40
3174;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Sint-Eustatius;2022;0
3175;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Saba;2014;0
3176;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Saba;2016;0
3177;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Saba;2018;0
3178;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Saba;2020;20
3179;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;077 Productiemachinebedieners en asse...;Saba;2022;0
3180;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Caribisch Nederland;2014;120
3181;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Caribisch Nederland;2016;50
3182;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Caribisch Nederland;2018;40
3183;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Caribisch Nederland;2020;50
3184;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Caribisch Nederland;2022;80
3185;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Bonaire;2014;90
3186;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Bonaire;2016;50
3187;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Bonaire;2018;10
3188;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Bonaire;2020;50
3189;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Bonaire;2022;80
3190;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Sint-Eustatius;2014;20
3191;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Sint-Eustatius;2016;0
3192;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Sint-Eustatius;2018;20
3193;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Sint-Eustatius;2020;0
3194;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Sint-Eustatius;2022;10
3195;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Saba;2014;10
3196;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Saba;2016;0
3197;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Saba;2018;0
3198;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Saba;2020;0
3199;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;078 Hulpkrachten bouw en industrie;Saba;2022;0
3200;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Caribisch Nederland;2014;110
3201;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Caribisch Nederland;2016;180
3202;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Caribisch Nederland;2018;80
3203;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Caribisch Nederland;2020;70
3204;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Caribisch Nederland;2022;140
3205;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Bonaire;2014;80
3206;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Bonaire;2016;160
3207;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Bonaire;2018;50
3208;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Bonaire;2020;50
3209;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Bonaire;2022;100
3210;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2014;30
3211;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2016;10
3212;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2018;20
3213;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2020;20
3214;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Sint-Eustatius;2022;30
3215;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Saba;2014;10
3216;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Saba;2016;10
3217;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Saba;2018;10
3218;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Saba;2020;0
3219;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;08 ICT beroepen;Saba;2022;10
3220;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2014;90
3221;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2016;120
3222;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;081 Specialisten ICT;Caribisch Nederland;2018;70
