ID;Geslacht;KenmerkenVanPersonen;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2
1049;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;46.0;2.4
1050;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;44.9;2.3
1051;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;33.2;1.7
1052;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;36.6;1.9
1053;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;6.8;0.5
1054;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;7.4;0.5
1055;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;8.6;0.5
1056;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;9.8;0.6
1057;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;12.1;0.7
1058;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;11.7;0.7
1059;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;12.0;0.7
1060;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;13.2;0.7
1061;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;16.7;0.9
1062;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;17.5;0.9
1063;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;18.4;1.0
1064;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;13.3;0.7
1065;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;11.3;0.6
1066;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;63.7;4.5
1067;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;72.1;4.8
1068;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;75.3;4.7
1069;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;77.8;4.7
1070;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;80.3;4.7
1071;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;83.3;4.8
1072;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;86.6;4.8
1073;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;89.2;4.8
1074;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;92.3;4.9
1075;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;96.8;5.1
1076;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;97.5;5.0
1077;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;98.1;5.1
1078;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;101.2;5.3
1079;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;28.2;2.0
1080;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;30.5;2.0
1081;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;31.9;2.0
1082;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;33.2;2.0
1083;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;38.1;2.3
1084;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;40.5;2.3
1085;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;43.1;2.4
1086;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;45.4;2.5
1087;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;48.5;2.6
1088;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;51.0;2.7
1089;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;51.4;2.7
1090;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;52.5;2.8
1091;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;53.9;2.8
1092;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;120.4;8.6
1093;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;122.5;8.2
1094;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;128.4;8.1
1095;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;130.8;7.9
1096;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;134.9;7.9
1097;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;136.9;7.8
1098;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;139.7;7.8
1099;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;142.4;7.7
1100;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;144.0;7.7
1101;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;148.5;7.8
1102;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;148.5;7.7
1103;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;149.8;7.8
1104;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;152.4;7.9
1105;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;69.0;4.9
1106;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;73.7;5.0
1107;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;76.5;4.9
1108;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;76.5;4.7
1109;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;78.2;4.6
1110;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;81.6;4.7
1111;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;85.2;4.8
1112;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;88.1;4.8
1113;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;91.3;4.9
1114;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;93.8;5.0
1115;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;93.8;4.9
1116;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;93.6;4.9
1117;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;94.3;5.0
1118;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;177.8;12.6
1119;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;178.2;11.9
1120;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;188.3;11.9
1121;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;190.1;11.5
1122;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;192.8;11.3
1123;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;194.3;11.1
1124;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;196.8;10.9
1125;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;199.0;10.8
1126;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;199.3;10.6
1127;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;204.9;10.7
1128;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;202.1;10.4
1129;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;199.9;10.4
1130;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;200.7;10.4
1131;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;110.1;7.9
1132;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;115.9;7.8
1133;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;118.9;7.6
1134;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;117.1;7.1
1135;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;118.2;7.0
1136;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;123.0;7.1
1137;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;126.9;7.1
1138;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;130.2;7.1
1139;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;133.2;7.2
1140;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;135.3;7.2
1141;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;134.3;7.0
1142;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;131.5;6.9
1143;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;130.7;6.9
1144;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;14.3;1.8
1145;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;19.9;2.4
1146;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;24.3;2.9
1147;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;22.5;2.6
1148;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;19.5;2.2
1149;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;19.8;2.2
1150;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;21.8;2.3
1151;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;25.9;2.7
1152;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;25.6;2.6
1153;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;27.3;2.7
1154;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;23.0;2.2
1155;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;16.5;1.5
1156;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;18.6;1.6
1157;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;3.7;0.5
1158;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;3.9;0.5
1159;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;4.5;0.5
1160;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;4.9;0.6
1161;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;7.3;0.8
1162;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;7.6;0.8
1163;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;7.9;0.9
1164;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;9.1;1.0
1165;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;10.1;1.0
1166;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;11.0;1.1
1167;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;11.8;1.1
1168;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;7.8;0.7
1169;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;7.6;0.6
1170;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;39.1;4.8
1171;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;41.4;5.0
1172;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;43.5;5.2
1173;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;46.4;5.4
1174;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;50.3;5.7
1175;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;55.6;6.1
1176;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;59.6;6.4
1177;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;62.7;6.6
1178;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;64.0;6.5
1179;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;66.8;6.5
1180;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;66.3;6.3
1181;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;67.3;6.0
1182;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;68.5;5.8
1183;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;20.4;2.5
1184;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;21.0;2.6
1185;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;22.4;2.7
1186;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;23.3;2.7
1187;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;27.2;3.1
1188;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;29.9;3.3
1189;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;32.5;3.5
1190;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;35.6;3.8
1191;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;38.9;4.0
1192;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;42.2;4.1
1193;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;43.5;4.2
1194;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;45.7;4.1
1195;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;46.6;3.9
1196;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;90.6;11.2
1197;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;88.5;10.7
1198;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;93.0;11.0
1199;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;96.4;11.2
1200;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;101.3;11.4
1201;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;104.5;11.5
1202;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;105.9;11.4
1203;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;106.9;11.2
1204;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;105.7;10.7
1205;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;108.8;10.6
1206;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;107.5;10.3
1207;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;112.1;10.0
1208;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;115.0;9.7
1209;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;59.6;7.4
1210;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;62.0;7.5
1211;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;64.1;7.6
1212;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;64.3;7.5
1213;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;65.9;7.5
1214;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;70.5;7.8
1215;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;73.4;7.9
1216;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;75.8;8.0
1217;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;76.5;7.8
1218;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;78.5;7.7
1219;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;78.5;7.5
1220;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;80.7;7.2
1221;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;83.1;7.0
1222;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;155.6;19.2
1223;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;149.9;18.1
1224;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;157.4;18.7
1225;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;159.8;18.6
1226;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;164.1;18.5
1227;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;166.3;18.3
1228;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;166.7;17.9
1229;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;166.2;17.5
1230;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;163.3;16.6
1231;Totaal mannen en vrouwen;Leeftijd: 75 tot 85 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;167.3;16.4
