ID;Geslacht;Leeftijd;Herkomst;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
2522;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03A Perifeer werkende spierrelaxantia;2022;6385.0;0.04;0.0;0.0
2523;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03A Perifeer werkende spierrelaxantia;2023;7065.0;0.05;0.0;0.0
2524;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03B Centraal werkende spierrelaxantia;2020;19310.0;0.13;3788.0;249.0
2525;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03B Centraal werkende spierrelaxantia;2021;19195.0;0.13;3778.0;248.0
2526;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03B Centraal werkende spierrelaxantia;2022;19380.0;0.13;3812.0;250.0
2527;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03B Centraal werkende spierrelaxantia;2023;19585.0;0.13;3817.0;251.0
2528;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03C Direct werkende spierrelaxantia;2020;400.0;0.0;135.0;9.0
2529;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03C Direct werkende spierrelaxantia;2021;375.0;0.0;126.0;8.0
2530;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03C Direct werkende spierrelaxantia;2022;345.0;0.0;115.0;8.0
2531;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M03C Direct werkende spierrelaxantia;2023;330.0;0.0;107.0;7.0
2532;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04 Jichtmiddelen;2020;181220.0;1.19;29087.0;1912.0
2533;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04 Jichtmiddelen;2021;183680.0;1.21;29536.0;1939.0
2534;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04 Jichtmiddelen;2022;186980.0;1.23;30022.0;1971.0
2535;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04 Jichtmiddelen;2023;191925.0;1.26;29786.0;1956.0
2536;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04A Jichtmiddelen;2020;181220.0;1.19;29087.0;1912.0
2537;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04A Jichtmiddelen;2021;183680.0;1.21;29536.0;1939.0
2538;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04A Jichtmiddelen;2022;186980.0;1.23;30022.0;1971.0
2539;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M04A Jichtmiddelen;2023;191925.0;1.26;29786.0;1956.0
2540;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05 Middelen bij botziekten;2020;196870.0;1.29;66834.0;4393.0
2541;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05 Middelen bij botziekten;2021;200065.0;1.31;64721.0;4249.0
2542;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05 Middelen bij botziekten;2022;202100.0;1.33;64857.0;4258.0
2543;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05 Middelen bij botziekten;2023;201190.0;1.32;62673.0;4116.0
2544;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05B Botstruct+botmineralis.beïnvl. midd;2020;196870.0;1.29;66834.0;4393.0
2545;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05B Botstruct+botmineralis.beïnvl. midd;2021;200065.0;1.31;64721.0;4249.0
2546;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05B Botstruct+botmineralis.beïnvl. midd;2022;202100.0;1.33;64857.0;4258.0
2547;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M05B Botstruct+botmineralis.beïnvl. midd;2023;201190.0;1.32;62673.0;4116.0
2548;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09 Ov midd ziekten v skeletspierstelsel;2020;0.0;0.0;0.0;0.0
2549;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09 Ov midd ziekten v skeletspierstelsel;2021;15.0;0.0;0.0;0.0
2550;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09 Ov midd ziekten v skeletspierstelsel;2022;15.0;0.0;2.0;0.0
2551;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09 Ov midd ziekten v skeletspierstelsel;2023;55.0;0.0;8.0;1.0
2552;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09A Ov midd ziekten skeletspierstelsel;2020;0.0;0.0;0.0;0.0
2553;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09A Ov midd ziekten skeletspierstelsel;2021;15.0;0.0;0.0;0.0
2554;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09A Ov midd ziekten skeletspierstelsel;2022;15.0;0.0;2.0;0.0
2555;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;M09A Ov midd ziekten skeletspierstelsel;2023;55.0;0.0;8.0;1.0
2556;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N Zenuwstelsel;2020;2476305.0;16.28;620170.0;40768.0
2557;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N Zenuwstelsel;2021;2532670.0;16.63;627561.0;41197.0
2558;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N Zenuwstelsel;2022;2585750.0;16.97;637041.0;41819.0
2559;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N Zenuwstelsel;2023;2633440.0;17.3;646266.0;42447.0
2560;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01 Anaesthetica;2020;159445.0;1.05;9051.0;595.0
2561;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01 Anaesthetica;2021;174540.0;1.15;9273.0;609.0
2562;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01 Anaesthetica;2022;180655.0;1.19;8474.0;556.0
2563;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01 Anaesthetica;2023;201010.0;1.32;8258.0;542.0
2564;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01A Algemene anaesthetica;2020;5420.0;0.04;0.0;0.0
2565;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01A Algemene anaesthetica;2021;5800.0;0.04;0.0;0.0
2566;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01A Algemene anaesthetica;2022;6700.0;0.04;0.0;0.0
2567;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01A Algemene anaesthetica;2023;7510.0;0.05;0.0;0.0
2568;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01B Anaesthetica, lokale;2020;158140.0;1.04;9051.0;595.0
2569;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01B Anaesthetica, lokale;2021;173265.0;1.14;9273.0;609.0
2570;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01B Anaesthetica, lokale;2022;179335.0;1.18;8474.0;556.0
2571;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N01B Anaesthetica, lokale;2023;199680.0;1.31;8258.0;542.0
2572;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02 Analgetica;2020;999645.0;6.57;53839.0;3539.0
2573;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02 Analgetica;2021;1036375.0;6.8;53920.0;3540.0
2574;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02 Analgetica;2022;1068795.0;7.02;54254.0;3562.0
2575;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02 Analgetica;2023;1160020.0;7.62;78495.0;5156.0
2576;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02A Opioïden;2020;827000.0;5.44;41173.0;2707.0
2577;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02A Opioïden;2021;860570.0;5.65;41054.0;2695.0
2578;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02A Opioïden;2022;892620.0;5.86;40417.0;2653.0
2579;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02A Opioïden;2023;898765.0;5.9;39491.0;2594.0
2580;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02B Overige analgetica en antipyretica;2020;3250.0;0.02;35.0;2.0
2581;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02B Overige analgetica en antipyretica;2021;3110.0;0.02;36.0;2.0
2582;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02B Overige analgetica en antipyretica;2022;2780.0;0.02;35.0;2.0
2583;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02B Overige analgetica en antipyretica;2023;176210.0;1.16;26223.0;1722.0
2584;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02C Migrainemiddelen;2020;195045.0;1.28;12630.0;830.0
2585;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02C Migrainemiddelen;2021;199740.0;1.31;12830.0;842.0
2586;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02C Migrainemiddelen;2022;200605.0;1.32;13801.0;906.0
2587;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N02C Migrainemiddelen;2023;199425.0;1.31;12781.0;839.0
2588;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03 Anti-epileptica;2020;310135.0;2.04;62036.0;4078.0
2589;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03 Anti-epileptica;2021;312840.0;2.05;62968.0;4134.0
2590;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03 Anti-epileptica;2022;319615.0;2.1;64456.0;4231.0
2591;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03 Anti-epileptica;2023;160080.0;1.05;39894.0;2620.0
2592;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03A Anti-epileptica;2020;310135.0;2.04;62036.0;4078.0
2593;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03A Anti-epileptica;2021;312840.0;2.05;62968.0;4134.0
2594;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03A Anti-epileptica;2022;319615.0;2.1;64456.0;4231.0
2595;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N03A Anti-epileptica;2023;160080.0;1.05;39894.0;2620.0
2596;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04 Parkinsonmiddelen;2020;84365.0;0.55;20074.0;1320.0
2597;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04 Parkinsonmiddelen;2021;85080.0;0.56;20036.0;1315.0
2598;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04 Parkinsonmiddelen;2022;85490.0;0.56;20464.0;1343.0
2599;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04 Parkinsonmiddelen;2023;85720.0;0.56;20644.0;1356.0
2600;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04A Parasympathicolytica;2020;9910.0;0.07;1002.0;66.0
2601;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04A Parasympathicolytica;2021;9515.0;0.06;975.0;64.0
2602;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04A Parasympathicolytica;2022;9035.0;0.06;938.0;62.0
2603;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04A Parasympathicolytica;2023;8595.0;0.06;903.0;59.0
2604;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04B Dopaminergica;2020;75120.0;0.49;19073.0;1254.0
2605;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04B Dopaminergica;2021;76245.0;0.5;19061.0;1251.0
2606;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04B Dopaminergica;2022;77130.0;0.51;19526.0;1282.0
2607;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N04B Dopaminergica;2023;77740.0;0.51;19740.0;1297.0
2608;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05 Psycholeptica;2020;593890.0;3.9;112377.0;7387.0
2609;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05 Psycholeptica;2021;598510.0;3.93;112908.0;7412.0
2610;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05 Psycholeptica;2022;594855.0;3.9;111779.0;7338.0
2611;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05 Psycholeptica;2023;588885.0;3.87;109182.0;7171.0
2612;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05A Antipsychotica;2020;294975.0;1.94;41926.0;2756.0
2613;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05A Antipsychotica;2021;300410.0;1.97;41866.0;2748.0
2614;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05A Antipsychotica;2022;301555.0;1.98;41831.0;2746.0
2615;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05A Antipsychotica;2023;300675.0;1.97;41854.0;2749.0
2616;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05B Anxiolytica;2020;266395.0;1.75;38976.0;2562.0
2617;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05B Anxiolytica;2021;263380.0;1.73;38054.0;2498.0
2618;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05B Anxiolytica;2022;257610.0;1.69;37159.0;2439.0
2619;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05B Anxiolytica;2023;249555.0;1.64;35657.0;2342.0
2620;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05C Hypnotica en sedativa;2020;207620.0;1.36;31476.0;2069.0
2621;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05C Hypnotica en sedativa;2021;208000.0;1.37;32988.0;2166.0
2622;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05C Hypnotica en sedativa;2022;207510.0;1.36;32789.0;2152.0
2623;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N05C Hypnotica en sedativa;2023;206895.0;1.36;31671.0;2080.0
2624;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06 Psychoanaleptica;2020;1118155.0;7.35;333527.0;21925.0
2625;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06 Psychoanaleptica;2021;1140220.0;7.49;340838.0;22375.0
2626;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06 Psychoanaleptica;2022;1164720.0;7.65;350912.0;23036.0
2627;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06 Psychoanaleptica;2023;1196590.0;7.86;364637.0;23949.0
2628;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06A Antidepressiva;2020;907570.0;5.97;267092.0;17558.0
2629;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06A Antidepressiva;2021;922960.0;6.06;270572.0;17762.0
2630;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06A Antidepressiva;2022;933790.0;6.13;274849.0;18043.0
2631;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06A Antidepressiva;2023;945025.0;6.21;281168.0;18467.0
2632;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06B Psychostimul., midd adhd/noötropica;2020;226675.0;1.49;61805.0;4063.0
2633;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06B Psychostimul., midd adhd/noötropica;2021;236540.0;1.55;65785.0;4319.0
2634;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06B Psychostimul., midd adhd/noötropica;2022;253315.0;1.66;71669.0;4705.0
2635;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06B Psychostimul., midd adhd/noötropica;2023;278260.0;1.83;79230.0;5204.0
2636;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06C Psycholeptica met psychoanaleptica;2020;0.0;0.0;0.0;0.0
2637;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06C Psycholeptica met psychoanaleptica;2021;0.0;0.0;0.0;0.0
2638;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06C Psycholeptica met psychoanaleptica;2022;0.0;0.0;0.0;0.0
2639;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06C Psycholeptica met psychoanaleptica;2023;0.0;0.0;0.0;0.0
2640;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06D Dementiemiddelen;2020;17905.0;0.12;4630.0;304.0
2641;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06D Dementiemiddelen;2021;17505.0;0.11;4481.0;294.0
2642;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06D Dementiemiddelen;2022;17250.0;0.11;4394.0;288.0
2643;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N06D Dementiemiddelen;2023;16535.0;0.11;4239.0;278.0
2644;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07 Ov midd werkzaam op het zenuwstelsel;2020;121725.0;0.8;29265.0;1924.0
2645;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07 Ov midd werkzaam op het zenuwstelsel;2021;109700.0;0.72;27619.0;1813.0
2646;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07 Ov midd werkzaam op het zenuwstelsel;2022;104725.0;0.69;26701.0;1753.0
2647;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07 Ov midd werkzaam op het zenuwstelsel;2023;107465.0;0.71;25156.0;1652.0
2648;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07A Parasympathicomimetica;2020;5355.0;0.04;1842.0;121.0
2649;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07A Parasympathicomimetica;2021;5390.0;0.04;1839.0;121.0
2650;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07A Parasympathicomimetica;2022;5470.0;0.04;1845.0;121.0
2651;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07A Parasympathicomimetica;2023;5580.0;0.04;1884.0;124.0
2652;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07B Middelen bij verslavingen;2020;56180.0;0.37;9780.0;643.0
2653;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07B Middelen bij verslavingen;2021;47895.0;0.31;9100.0;597.0
2654;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07B Middelen bij verslavingen;2022;45625.0;0.3;8819.0;579.0
2655;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07B Middelen bij verslavingen;2023;53810.0;0.35;8871.0;583.0
2656;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07C Vertigomiddelen;2020;55630.0;0.37;16212.0;1066.0
2657;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07C Vertigomiddelen;2021;51510.0;0.34;15105.0;992.0
2658;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07C Vertigomiddelen;2022;48225.0;0.32;14170.0;930.0
2659;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07C Vertigomiddelen;2023;42380.0;0.28;12303.0;808.0
2660;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07X Ov. midd. werkzaam op zenuwstelsel;2020;5205.0;0.03;1431.0;94.0
2661;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07X Ov. midd. werkzaam op zenuwstelsel;2021;5455.0;0.04;1575.0;103.0
2662;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07X Ov. midd. werkzaam op zenuwstelsel;2022;5965.0;0.04;1868.0;123.0
2663;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;N07X Ov. midd. werkzaam op zenuwstelsel;2023;6265.0;0.04;2098.0;138.0
2664;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P Antiparasitica, insecticiden en...;2020;151380.0;1.0;7912.0;520.0
2665;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P Antiparasitica, insecticiden en...;2021;165610.0;1.09;8881.0;583.0
2666;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P Antiparasitica, insecticiden en...;2022;187690.0;1.23;12074.0;793.0
2667;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P Antiparasitica, insecticiden en...;2023;240070.0;1.58;15134.0;994.0
2668;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01 Antiprotozoïca;2020;124255.0;0.82;5344.0;351.0
2669;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01 Antiprotozoïca;2021;119580.0;0.79;5122.0;336.0
2670;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01 Antiprotozoïca;2022;117030.0;0.77;4946.0;325.0
2671;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01 Antiprotozoïca;2023;116040.0;0.76;4789.0;315.0
2672;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01A Amoebiasismidd. + andere antiprotoz;2020;84105.0;0.55;351.0;23.0
2673;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01A Amoebiasismidd. + andere antiprotoz;2021;81095.0;0.53;347.0;23.0
2674;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01A Amoebiasismidd. + andere antiprotoz;2022;79650.0;0.52;347.0;23.0
2675;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01A Amoebiasismidd. + andere antiprotoz;2023;79545.0;0.52;352.0;23.0
2676;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01B Malariamiddelen;2020;40430.0;0.27;4993.0;328.0
2677;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01B Malariamiddelen;2021;38755.0;0.25;4775.0;313.0
2678;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01B Malariamiddelen;2022;37650.0;0.25;4599.0;302.0
2679;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01B Malariamiddelen;2023;36755.0;0.24;4437.0;291.0
2680;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01C Leishmaniasis- + trypanosomias.midd;2020;55.0;0.0;0.0;0.0
2681;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01C Leishmaniasis- + trypanosomias.midd;2021;45.0;0.0;0.0;0.0
2682;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01C Leishmaniasis- + trypanosomias.midd;2022;55.0;0.0;0.0;0.0
2683;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P01C Leishmaniasis- + trypanosomias.midd;2023;45.0;0.0;0.0;0.0
2684;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02 Anthelminthica;2020;985.0;0.01;7.0;0.0
2685;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02 Anthelminthica;2021;9370.0;0.06;25.0;2.0
2686;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02 Anthelminthica;2022;14025.0;0.09;40.0;3.0
2687;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02 Anthelminthica;2023;77575.0;0.51;283.0;19.0
2688;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02B Anthelminthica tegen trematoden;2020;85.0;0.0;0.0;0.0
2689;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02B Anthelminthica tegen trematoden;2021;50.0;0.0;0.0;0.0
2690;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02B Anthelminthica tegen trematoden;2022;120.0;0.0;0.0;0.0
2691;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02B Anthelminthica tegen trematoden;2023;105.0;0.0;0.0;0.0
2692;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02C Anthelminthica tegen nematoden;2020;380.0;0.0;6.0;0.0
2693;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02C Anthelminthica tegen nematoden;2021;8735.0;0.06;24.0;2.0
2694;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02C Anthelminthica tegen nematoden;2022;13420.0;0.09;39.0;3.0
2695;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02C Anthelminthica tegen nematoden;2023;77020.0;0.51;282.0;18.0
2696;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02D Anthelminthica tegen cestoden;2020;525.0;0.0;1.0;0.0
2697;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02D Anthelminthica tegen cestoden;2021;600.0;0.0;1.0;0.0
2698;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02D Anthelminthica tegen cestoden;2022;500.0;0.0;1.0;0.0
2699;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P02D Anthelminthica tegen cestoden;2023;460.0;0.0;1.0;0.0
2700;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03 Ectoparaciticiden (incl. scabiciden);2020;26760.0;0.18;2561.0;168.0
2701;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03 Ectoparaciticiden (incl. scabiciden);2021;37625.0;0.25;3734.0;245.0
2702;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03 Ectoparaciticiden (incl. scabiciden);2022;65795.0;0.43;7089.0;465.0
2703;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03 Ectoparaciticiden (incl. scabiciden);2023;93385.0;0.61;10063.0;661.0
2704;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03A Scabiës- en pediculosemiddelen;2020;26760.0;0.18;2561.0;168.0
2705;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03A Scabiës- en pediculosemiddelen;2021;37625.0;0.25;3734.0;245.0
2706;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03A Scabiës- en pediculosemiddelen;2022;65795.0;0.43;7089.0;465.0
2707;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03A Scabiës- en pediculosemiddelen;2023;93385.0;0.61;10063.0;661.0
2708;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03B Insecticiden + insectenwerende midd;2020;0.0;0.0;0.0;0.0
2709;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03B Insecticiden + insectenwerende midd;2021;0.0;0.0;0.0;0.0
2710;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03B Insecticiden + insectenwerende midd;2022;0.0;0.0;0.0;0.0
2711;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;P03B Insecticiden + insectenwerende midd;2023;0.0;0.0;0.0;0.0
2712;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;R Ademhalingsstelsel;2020;2924370.0;19.22;643176.0;42280.0
2713;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;R Ademhalingsstelsel;2021;2963660.0;19.46;628528.0;41261.0
2714;Totaal mannen en vrouwen;10000;Herkomst: geboren in Nederland;R Ademhalingsstelsel;2022;3141495.0;20.62;627080.0;41165.0
