ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
412;981;981;Vaals                      ;VLS;Vaals                      ;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;34;Maastricht Mergelland              ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;10700;737
413;619;619;Valkenburg                 ;VKG;Valkenburg                 ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;69;Katwijk, Rijnsburg, Valkenburg          ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord                  ;30;Leiden             ;15;Leiden          ;3;West-Nederland ;2808;Bollenstreek                            ;7;Westelijk Holland             ;46;Leiden                ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;21;Rijnstreek                         ;17;Overig Nederland                        ;26;Zuid-Holland-Noord                      ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;311;-  ;-                             ;12;Leiden              ;12;Leiden              ;1;minder dan 5 000 inwoners               ;4;Weinig stedelijk    ;3760;949
414;994;994;Valkenburg aan de Geul     ;VGL;Valkenburg aan de Geul     ;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;34;Maastricht Mergelland              ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;  -;-  ;-                             ;0;Niet van toepassing ;22;Maastricht          ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;17828;538
415;858;858;Valkenswaard               ;VWD;Valkenswaard               ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;117;Valkenswaard en oostelijke randgemeenten;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;0;Niet van toepassing ;19;Eindhoven           ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;31135;1207
416;47;47;Veendam                    ;VNM;Veendam                    ;18;Groningen       ;34;Groningen                     ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;4;Groninger Veenkoloniën                  ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;58;Zuidbroek          ;1;Groningen       ;1;Noord-Nederland;2004;Westerwolde en Groninger Veenkoloniën   ;2;Veenkoloniën en Oldambt       ;4;Veendam               ;NL1;Noord-Nederland;NL11;Groningen                 ;NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;2;Oost Groningen                     ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;022;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;28291;824
417;345;345;Veenendaal                 ;VDL;Veenendaal                 ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;43;Utrechtse Vallei en Eemgebied           ;4;Amsterdam       ;6;Arnhem            ;9;Utrecht          ;26;GGD Zuidoost Utrecht                    ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2605;Zandgebied in Utrecht                   ;5;Centraal Veehouderijgebied    ;34;Veenendaal            ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;10;Valleiregio                        ;7;Utrechtse Heuvelrug en 't Gooi          ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;191;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;60650;1807
418;717;717;Veere                      ;VRE;Veere                      ;12;Middelburg      ;5;Zeeland                       ;35;Middelburg-Vlissingen              ;32;Overig Zeeland                     ;96;Overige gemeenten Walcheren             ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk akkerbouwgebied ;59;Middelburg            ;NL3;West-Nederland ;NL34;Zeeland                   ;NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;24;Zeeland                            ;2;Noordzeebadplaatsen                     ;32;Walcheren                               ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;5;Niet stedelijk      ;21969;248
419;860;860;Veghel                     ;VHL;Veghel                     ;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant (0.2);41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;112;Midden-Meijerij                         ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;71;Uden                  ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;27;Noordoost Brabant                  ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;412;352;Overig Noordoost-Noord-Brabant;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;36407;895
420;861;861;Veldhoven                  ;VHN;Veldhoven                  ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;19;Eindhoven           ;19;Eindhoven           ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;42691;1428
421;453;453;Velsen                     ;VSN;Velsen                     ;15;Haarlem         ;44;Zuid- en Midden Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;20;IJmond                             ;59;IJmond                                  ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;30;GGD Midden-Kennemerland                 ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2708;Kennemerland                            ;7;Westelijk Holland             ;42;Velsen                ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL323;IJmond                             ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;20;Zuidelijk Noord-Holland            ;2;Noordzeebadplaatsen                     ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;22;Midden-Kennemerland                     ;221;-  ;-                             ;0;Niet van toepassing ;11;Haarlem             ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;67356;1621
422;454;454;Venhuizen                  ;VZN;Venhuizen                  ;14;Alkmaar         ;24;West-Friesland                ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;39;Enkhuizen             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;19;Noord-Holland Noord                ;3;IJsselmeerkust                          ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;262;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;7845;214
423;983;983;Venlo                      ;VLO;Venlo                      ;4;Roermond        ;42;Noord- en Midden-Limburg i.o  ;48;Venlo                              ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;29;Noord Limburg                      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;5;50 000 - < 100 000 inwoners             ;3;Matig stedelijk     ;91347;1457
424;984;984;Venray                     ;VRY;Venray                     ;4;Roermond        ;42;Noord- en Midden-Limburg i.o  ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;29;Noord Limburg                      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;38629;909
425;620;620;Vianen                     ;VAN;Vianen                     ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;46;Nieuwegein, IJsselstein                 ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;36;Utrecht               ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;18;West Utrecht                       ;17;Overig Nederland                        ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;191;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;19438;750
426;622;622;Vlaardingen                ;VLN;Vlaardingen                ;10;Rotterdam       ;20;Rotterdam-Rijnmond            ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;85;Ind. geb. ten N .v. de Nieuwe Waterweg  ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;47;GGD Nieuwe Waterweg Noord               ;33;Schiedam           ;14;Dordrecht       ;3;West-Nederland ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland             ;54;Rotterdam             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;23;Rijnmond                           ;17;Overig Nederland                        ;29;Rijnmond                                ;23;Rijnmond                                ;31;Rijnmond                                ;281;291;Rijnmond                      ;14;Rotterdam           ;14;Rotterdam           ;5;50 000 - < 100 000 inwoners             ;1;Zeer sterk stedelijk;73809;2791
427;48;48;Vlagtwedde                 ;VWE;Vlagtwedde                 ;18;Groningen       ;34;Groningen                     ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;4;Groninger Veenkoloniën                  ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;59;Winschoten         ;1;Groningen       ;1;Noord-Nederland;2004;Westerwolde en Groninger Veenkoloniën   ;2;Veenkoloniën en Oldambt       ;6;Stadskanaal           ;NL1;Noord-Nederland;NL11;Groningen                 ;NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;2;Oost Groningen                     ;12;Groningse, Friese en Drentse zandgronden;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;023;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;16596;336
428;96;96;Vlieland                   ;VLD;Vlieland                   ;17;Leeuwarden      ;23;Friesland                     ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;13;Friese Waddeneilanden                   ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2104;Eilanden                                ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;4;Friesland                          ;1;Waddeneilanden                          ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;1;minder dan 5 000 inwoners               ;5;Niet stedelijk      ;1195;124
429;718;718;Vlissingen                 ;VIN;Vlissingen                 ;12;Middelburg      ;5;Zeeland                       ;35;Middelburg-Vlissingen              ;32;Overig Zeeland                     ;95;Kanaalzone Walcheren                    ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk akkerbouwgebied ;59;Middelburg            ;NL3;West-Nederland ;NL34;Zeeland                   ;NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;24;Zeeland                            ;2;Noordzeebadplaatsen                     ;32;Walcheren                               ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;45388;1661
430;623;623;Vlist                      ;VLT;Vlist                      ;9;'s-Gravenhage   ;16;Midden-Holland                ;33;Gouda                              ;28;Oost-Zuid-Holland                  ;75;Krimpenerwaard                          ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                      ;34;Gouda              ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;51;Gouda                 ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;21;Rijnstreek                         ;17;Overig Nederland                        ;27;Zuid-Holland-Oost                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;  -;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;9791;367
431;986;986;Voerendaal                 ;VOL;Voerendaal                 ;3;Maastricht      ;67;Zuid-Limburg                  ;45;Heerlen                            ;39;Zuid-Limburg                       ;125;Oostelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;10;Heerlen            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;79;Heerlen               ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;33;Parkstad Limburg                   ;15;Zuid-Limburg                            ;41;Oostelijk Zuid-Limburg                  ;30;Zuid-Limburg                            ;43;Oostelijk Zuid-Limburg                  ;  -;-  ;-                             ;0;Niet van toepassing ;21;Heerlen             ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;13156;471
432;625;625;Voorhout                   ;VHT;Voorhout                   ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;68;Zuidhollandse Bollenstreek              ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord                  ;30;Leiden             ;15;Leiden          ;3;West-Nederland ;2808;Bollenstreek                            ;7;Westelijk Holland             ;46;Leiden                ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;21;Rijnstreek                         ;17;Overig Nederland                        ;26;Zuid-Holland-Noord                      ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;311;-  ;-                             ;0;Niet van toepassing ;12;Leiden              ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;14323;1070
433;626;626;Voorschoten                ;VON;Voorschoten                ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;71;Randgebied Leiden                       ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord                  ;30;Leiden             ;15;Leiden          ;3;West-Nederland ;2804;Westelijk Rijnland                      ;7;Westelijk Holland             ;46;Leiden                ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;21;Rijnstreek                         ;17;Overig Nederland                        ;26;Zuid-Holland-Noord                      ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;311;-  ;-                             ;12;Leiden              ;12;Leiden              ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;22484;1585
434;285;285;Voorst                     ;VRT;Voorst                     ;6;Zutphen         ;32;Stedendriehoek                ;13;Deventer                           ;13;Veluwe                             ;34;Overige gemeenten oostelijke Veluwezoom ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;20;Apeldoorn          ;7;Arnhem          ;2;Oost-Nederland ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;9;Stedendriehoek                     ;8;Veluwe en Veluwerand                    ;11;Stedendriehoek                          ;9;Veluwe                                  ;11;Oost-Veluwe                             ;  -;-  ;-                             ;0;Niet van toepassing ;5;Apeldoorn           ;4;20 000 - < 50 000 inwoners              ;5;Niet stedelijk      ;23681;467
435;286;286;Vorden                     ;VDN;Vorden                     ;6;Zutphen         ;32;Stedendriehoek                ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;9;Stedendriehoek                     ;10;Achterhoek                              ;11;Stedendriehoek                          ;11;Achterhoek                              ;12;Achterhoek                              ;161;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;8525;385
436;186;186;Vriezenveen                ;VVN;Vriezenveen                ;8;Almelo          ;35;Twente                        ;12;Almelo                             ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;21;Almelo                ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;7;Twente                             ;11;Twente, Salland en Vechtstreek          ;12;Twente                                  ;7;Twente                                  ;7;Almelo                                  ;121;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;33366;507
437;865;865;Vught                      ;VGT;Vught                      ;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant (0.2);41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;109;'s-Hertogenbosch en Vught               ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3004;Oostelijke Langstraat                   ;10;Rivierengebied                ;69;'s-Hertogenbosch      ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;27;Noordoost Brabant                  ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;37;Den Bosch e.o.                          ;411;351;Stadsgewest 's-Hertogenbosch  ;18;'s-Hertogenbosch    ;18;'s-Hertogenbosch    ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;25628;1069
438;866;866;Waalre                     ;WRE;Waalre                     ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;28;Zuidoost Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;-                             ;19;Eindhoven           ;19;Eindhoven           ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;16210;693
439;867;867;Waalwijk                   ;WWK;Waalwijk                   ;2;Breda           ;1;Midden-Brabant                ;41;'s-Hertogenbosch                   ;34;Midden-Noord-Brabant               ;106;Langstraat                              ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;54;GGD Hart van Brabant                    ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied   ;67;Waalwijk              ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;12;Noord-Noord-Brabant             ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;26;Midden Brabant                     ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;414;-  ;-                             ;0;Niet van toepassing ;0;Niet van toepassing ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;45423;1097
