ID;Geslacht;Leeftijd;TypeInstelling;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
260;Totaal mannen en vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2006;1130;0.16;1295.0;0.18;413.0
261;Totaal mannen en vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2007;1185;0.16;;;
262;Totaal mannen en vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2008;1180;0.16;1385.0;0.18;439.0
263;Totaal mannen en vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2009;1230;0.16;1430.0;0.18;449.0
264;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2004;12760;2.21;19705.0;3.33;4502.0
265;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2005;12670;2.19;19645.0;3.32;4401.0
266;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2006;12445;2.13;19660.0;3.29;4394.0
267;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2007;11840;2.01;;;
268;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2008;11595;1.92;19070.0;3.1;4040.0
269;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2009;12000;1.94;19615.0;3.11;4143.0
270;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2004;10305;1.78;17060.0;2.88;3571.0
271;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2005;10165;1.75;16955.0;2.86;3464.0
272;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2006;9870;1.69;16895.0;2.83;3427.0
273;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2007;9265;1.57;;;
274;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2008;9030;1.49;16315.0;2.65;3071.0
275;Totaal mannen en vrouwen;70 tot 75 jaar;Verpleging en verzorging;2009;9270;1.5;16720.0;2.65;3135.0
276;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2004;1485;0.26;1615.0;0.27;561.0
277;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2005;1560;0.27;1660.0;0.28;580.0
278;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2006;1630;0.28;1750.0;0.29;611.0
279;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2007;1655;0.28;;;
280;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2008;1680;0.28;1860.0;0.3;640.0
281;Totaal mannen en vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2009;1790;0.29;1920.0;0.3;660.0
282;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2004;975;0.17;1145.0;0.19;370.0
283;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2005;945;0.16;1135.0;0.19;357.0
284;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2006;940;0.16;1110.0;0.19;356.0
285;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2007;920;0.16;;;
286;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2008;885;0.15;1025.0;0.17;329.0
287;Totaal mannen en vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2009;935;0.15;1150.0;0.18;348.0
288;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2004;23300;5.06;35545.0;7.43;8198.0
289;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2005;23480;5.01;36400.0;7.47;8197.0
290;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2006;23355;4.91;36525.0;7.4;8210.0
291;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2007;22820;4.7;;;
292;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2008;22185;4.53;35700.0;7.04;7746.0
293;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2009;21945;4.42;35715.0;6.96;7632.0
294;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2004;21690;4.71;33760.0;7.06;7577.0
295;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2005;21805;4.65;34545.0;7.09;7550.0
296;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2006;21625;4.55;34650.0;7.02;7558.0
297;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2007;21100;4.35;;;
298;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2008;20480;4.18;33805.0;6.67;7090.0
299;Totaal mannen en vrouwen;75 tot 80 jaar;Verpleging en verzorging;2009;20205;4.07;33825.0;6.59;6979.0
300;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2004;900;0.2;985.0;0.21;339.0
301;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2005;970;0.21;1060.0;0.22;367.0
302;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2006;1005;0.21;1095.0;0.22;381.0
303;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2007;1050;0.22;;;
304;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2008;1065;0.22;1215.0;0.24;413.0
305;Totaal mannen en vrouwen;75 tot 80 jaar;Gehandicaptenzorg;2009;1115;0.22;1235.0;0.24;420.0
306;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2004;715;0.15;900.0;0.19;281.0
307;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2005;705;0.15;900.0;0.18;280.0
308;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2006;725;0.15;870.0;0.18;271.0
309;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2007;670;0.14;;;
310;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2008;640;0.13;785.0;0.15;244.0
311;Totaal mannen en vrouwen;75 tot 80 jaar;Geestelijke gezondheidszorg;2009;625;0.13;765.0;0.15;234.0
312;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2004;41100;12.22;59295.0;16.45;14848.0
313;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2005;39635;11.76;58510.0;16.22;14272.0
314;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2006;38780;11.41;57795.0;15.92;13989.0
315;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2007;38340;11.18;;;
316;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2008;36945;10.65;56390.0;15.28;13128.0
317;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal zorg met verblijf;2009;36960;10.49;56260.0;15.04;12973.0
318;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2004;40200;11.96;58310.0;16.18;14501.0
319;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2005;38775;11.5;57500.0;15.94;13928.0
320;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2006;37885;11.15;56770.0;15.64;13642.0
321;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2007;37465;10.93;;;
322;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2008;36115;10.42;55420.0;15.02;12799.0
323;Totaal mannen en vrouwen;80 tot 85 jaar;Verpleging en verzorging;2009;36060;10.23;55245.0;14.77;12627.0
324;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2004;420;0.12;470.0;0.13;160.0
325;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2005;445;0.13;520.0;0.14;175.0
326;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2006;490;0.14;560.0;0.15;189.0
327;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2007;500;0.15;;;
328;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2008;485;0.14;575.0;0.16;191.0
329;Totaal mannen en vrouwen;80 tot 85 jaar;Gehandicaptenzorg;2009;540;0.15;625.0;0.17;208.0
330;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2004;480;0.14;625.0;0.17;188.0
331;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2005;415;0.12;560.0;0.16;169.0
332;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2006;405;0.12;535.0;0.15;157.0
333;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2007;375;0.11;;;
334;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2008;345;0.1;455.0;0.12;137.0
335;Totaal mannen en vrouwen;80 tot 85 jaar;Geestelijke gezondheidszorg;2009;355;0.1;470.0;0.13;137.0
336;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2004;42560;26.45;59195.0;32.59;16027.0
337;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2005;42820;24.9;60545.0;31.29;16136.0
338;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2006;42805;23.58;61635.0;30.23;16226.0
339;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2007;45075;23.6;;;
340;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2008;45990;22.81;66370.0;29.51;16927.0
341;Totaal mannen en vrouwen;85 tot 90 jaar;Totaal zorg met verblijf;2009;47380;22.57;68410.0;29.32;17325.0
342;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2004;42265;26.26;58840.0;32.4;15901.0
343;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2005;42510;24.72;60160.0;31.1;16007.0
344;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2006;42470;23.4;61230.0;30.04;16088.0
345;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2007;44725;23.42;;;
346;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2008;45610;22.62;65930.0;29.31;16774.0
347;Totaal mannen en vrouwen;85 tot 90 jaar;Verpleging en verzorging;2009;47005;22.39;67970.0;29.13;17178.0
348;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2004;130;0.08;155.0;0.09;52.0
349;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2005;140;0.08;175.0;0.09;57.0
350;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2006;140;0.08;180.0;0.09;57.0
351;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2007;175;0.09;;;
352;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2008;200;0.1;240.0;0.11;79.0
353;Totaal mannen en vrouwen;85 tot 90 jaar;Gehandicaptenzorg;2009;210;0.1;250.0;0.11;82.0
354;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2004;165;0.1;255.0;0.14;75.0
355;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2005;170;0.1;245.0;0.13;72.0
356;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2006;195;0.11;260.0;0.13;81.0
357;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2007;175;0.09;;;
358;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2008;180;0.09;245.0;0.11;74.0
359;Totaal mannen en vrouwen;85 tot 90 jaar;Geestelijke gezondheidszorg;2009;165;0.08;215.0;0.09;65.0
360;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2004;27975;43.93;39860.0;51.15;11186.0
361;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2005;27605;42.6;39815.0;50.12;11051.0
362;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2006;27215;41.21;39570.0;48.97;11010.0
363;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2007;28600;42.14;;;
364;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2008;27690;40.39;40355.0;48.5;10878.0
365;Totaal mannen en vrouwen;90 tot 95 jaar;Totaal zorg met verblijf;2009;28075;39.75;40615.0;47.78;10836.0
366;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2004;27885;43.79;39755.0;51.02;11148.0
367;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2005;27515;42.46;39700.0;49.97;11013.0
368;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2006;27130;41.08;39460.0;48.83;10974.0
369;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2007;28510;42.01;;;
370;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2008;27595;40.25;40240.0;48.35;10839.0
371;Totaal mannen en vrouwen;90 tot 95 jaar;Verpleging en verzorging;2009;27980;39.62;40500.0;47.64;10799.0
372;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2004;35;0.05;35.0;0.05;13.0
373;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2005;35;0.06;45.0;0.05;15.0
374;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2006;40;0.06;45.0;0.06;16.0
375;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2007;50;0.07;;;
376;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2008;55;0.08;70.0;0.08;22.0
377;Totaal mannen en vrouwen;90 tot 95 jaar;Gehandicaptenzorg;2009;55;0.08;70.0;0.08;21.0
378;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2004;55;0.09;85.0;0.11;25.0
379;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2005;60;0.09;80.0;0.1;24.0
380;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2006;45;0.07;75.0;0.09;20.0
381;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2007;40;0.06;;;
382;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2008;40;0.06;60.0;0.07;17.0
383;Totaal mannen en vrouwen;90 tot 95 jaar;Geestelijke gezondheidszorg;2009;40;0.06;60.0;0.07;16.0
384;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2004;8825;60.74;13675.0;67.52;3842.0
385;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2005;8790;58.74;13795.0;65.75;3845.0
386;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2006;8875;57.59;13955.0;64.66;3909.0
387;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2007;9520;58.16;;;
388;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2008;9690;56.45;15370.0;64.52;4128.0
389;Totaal mannen en vrouwen;95 jaar of ouder;Totaal zorg met verblijf;2009;10150;55.15;15860.0;63.29;4242.0
390;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2004;8810;60.63;13655.0;67.41;3835.0
391;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2005;8775;58.63;13770.0;65.63;3837.0
392;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2006;8860;57.47;13930.0;64.54;3901.0
393;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2007;9500;58.05;;;
394;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2008;9675;56.36;15350.0;64.42;4121.0
395;Totaal mannen en vrouwen;95 jaar of ouder;Verpleging en verzorging;2009;10135;55.06;15830.0;63.17;4234.0
396;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2004;5;0.04;5.0;0.03;2.0
397;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2005;5;0.05;10.0;0.05;3.0
398;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2006;5;0.05;10.0;0.06;3.0
399;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2007;5;0.04;;;
400;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2008;5;0.03;10.0;0.04;3.0
401;Totaal mannen en vrouwen;95 jaar of ouder;Gehandicaptenzorg;2009;10;0.05;15.0;0.06;4.0
402;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2004;10;0.08;15.0;0.08;5.0
403;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2005;10;0.06;15.0;0.08;5.0
404;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2006;10;0.07;15.0;0.08;5.0
405;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2007;10;0.07;;;
406;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2008;10;0.06;15.0;0.07;5.0
407;Totaal mannen en vrouwen;95 jaar of ouder;Geestelijke gezondheidszorg;2009;10;0.04;20.0;0.07;4.0
408;Mannen;0;Totaal zorg met verblijf;2004;77870;1.25;105785.0;1.7;28429.0
409;Mannen;0;Totaal zorg met verblijf;2005;80185;1.28;109875.0;1.76;29143.0
410;Mannen;0;Totaal zorg met verblijf;2006;82850;1.32;113415.0;1.81;30201.0
411;Mannen;0;Totaal zorg met verblijf;2007;86215;1.37;;;
412;Mannen;0;Totaal zorg met verblijf;2008;87445;1.38;120935.0;1.92;31802.0
413;Mannen;0;Totaal zorg met verblijf;2009;91630;1.43;125635.0;1.97;32946.0
414;Mannen;0;Verpleging en verzorging;2004;40945;0.66;66215.0;1.06;15230.0
415;Mannen;0;Verpleging en verzorging;2005;41240;0.66;68020.0;1.09;15276.0
416;Mannen;0;Verpleging en verzorging;2006;41690;0.67;69245.0;1.11;15520.0
417;Mannen;0;Verpleging en verzorging;2007;43105;0.68;;;
418;Mannen;0;Verpleging en verzorging;2008;43155;0.68;72745.0;1.15;15692.0
419;Mannen;0;Verpleging en verzorging;2009;44355;0.69;75080.0;1.18;16069.0
420;Mannen;0;Gehandicaptenzorg;2004;27820;0.45;29465.0;0.47;10030.0
421;Mannen;0;Gehandicaptenzorg;2005;28950;0.46;30635.0;0.49;10391.0
422;Mannen;0;Gehandicaptenzorg;2006;30045;0.48;31915.0;0.51;10826.0
423;Mannen;0;Gehandicaptenzorg;2007;31600;0.5;;;
424;Mannen;0;Gehandicaptenzorg;2008;31900;0.5;34655.0;0.55;11799.0
425;Mannen;0;Gehandicaptenzorg;2009;33570;0.52;35650.0;0.56;12136.0
426;Mannen;0;Geestelijke gezondheidszorg;2004;9105;0.15;10495.0;0.17;3169.0
427;Mannen;0;Geestelijke gezondheidszorg;2005;9990;0.16;11615.0;0.19;3476.0
428;Mannen;0;Geestelijke gezondheidszorg;2006;11115;0.18;12705.0;0.2;3855.0
429;Mannen;0;Geestelijke gezondheidszorg;2007;11510;0.18;;;
430;Mannen;0;Geestelijke gezondheidszorg;2008;12390;0.19;14345.0;0.23;4310.0
431;Mannen;0;Geestelijke gezondheidszorg;2009;13700;0.21;15905.0;0.25;4741.0
432;Mannen;1;Totaal zorg met verblijf;2004;4450;0.65;5185.0;0.77;1445.0
433;Mannen;1;Totaal zorg met verblijf;2005;4980;0.72;5785.0;0.86;1611.0
434;Mannen;1;Totaal zorg met verblijf;2006;5530;0.8;6460.0;0.96;1826.0
435;Mannen;1;Totaal zorg met verblijf;2007;6235;0.9;;;
436;Mannen;1;Totaal zorg met verblijf;2008;6825;0.96;7865.0;1.14;2391.0
437;Mannen;1;Totaal zorg met verblijf;2009;7325;1.01;8455.0;1.2;2558.0
438;Mannen;1;Verpleging en verzorging;2004;60;0.01;70.0;0.01;19.0
439;Mannen;1;Verpleging en verzorging;2005;65;0.01;90.0;0.01;20.0
440;Mannen;1;Verpleging en verzorging;2006;60;0.01;85.0;0.01;21.0
441;Mannen;1;Verpleging en verzorging;2007;165;0.02;;;
442;Mannen;1;Verpleging en verzorging;2008;215;0.03;290.0;0.04;73.0
443;Mannen;1;Verpleging en verzorging;2009;235;0.03;315.0;0.04;80.0
444;Mannen;1;Gehandicaptenzorg;2004;3650;0.53;4230.0;0.62;1198.0
445;Mannen;1;Gehandicaptenzorg;2005;4040;0.59;4640.0;0.69;1318.0
446;Mannen;1;Gehandicaptenzorg;2006;4475;0.65;5195.0;0.77;1494.0
447;Mannen;1;Gehandicaptenzorg;2007;5020;0.72;;;
448;Mannen;1;Gehandicaptenzorg;2008;5360;0.75;6185.0;0.9;1927.0
449;Mannen;1;Gehandicaptenzorg;2009;5730;0.79;6555.0;0.93;2038.0
450;Mannen;1;Geestelijke gezondheidszorg;2004;745;0.11;910.0;0.13;227.0
451;Mannen;1;Geestelijke gezondheidszorg;2005;875;0.13;1095.0;0.16;273.0
452;Mannen;1;Geestelijke gezondheidszorg;2006;995;0.14;1220.0;0.18;311.0
453;Mannen;1;Geestelijke gezondheidszorg;2007;1050;0.15;;;
454;Mannen;1;Geestelijke gezondheidszorg;2008;1250;0.18;1510.0;0.22;391.0
455;Mannen;1;Geestelijke gezondheidszorg;2009;1365;0.19;1725.0;0.25;440.0
456;Mannen;2;Totaal zorg met verblijf;2004;2995;0.6;3335.0;0.68;1060.0
457;Mannen;2;Totaal zorg met verblijf;2005;3285;0.66;3660.0;0.75;1161.0
458;Mannen;2;Totaal zorg met verblijf;2006;3525;0.71;3870.0;0.8;1245.0
459;Mannen;2;Totaal zorg met verblijf;2007;3680;0.74;;;
460;Mannen;2;Totaal zorg met verblijf;2008;3845;0.77;4290.0;0.9;1384.0
461;Mannen;2;Totaal zorg met verblijf;2009;4225;0.84;4635.0;0.96;1496.0
462;Mannen;2;Verpleging en verzorging;2004;80;0.02;110.0;0.02;30.0
463;Mannen;2;Verpleging en verzorging;2005;85;0.02;110.0;0.02;31.0
464;Mannen;2;Verpleging en verzorging;2006;80;0.02;110.0;0.02;28.0
465;Mannen;2;Verpleging en verzorging;2007;115;0.02;;;
466;Mannen;2;Verpleging en verzorging;2008;130;0.03;160.0;0.03;41.0
467;Mannen;2;Verpleging en verzorging;2009;130;0.03;185.0;0.04;46.0
468;Mannen;2;Gehandicaptenzorg;2004;2155;0.43;2320.0;0.48;779.0
469;Mannen;2;Gehandicaptenzorg;2005;2345;0.47;2510.0;0.52;839.0
470;Mannen;2;Gehandicaptenzorg;2006;2470;0.5;2630.0;0.55;889.0
471;Mannen;2;Gehandicaptenzorg;2007;2665;0.54;;;
472;Mannen;2;Gehandicaptenzorg;2008;2745;0.55;2980.0;0.63;1008.0
473;Mannen;2;Gehandicaptenzorg;2009;2990;0.59;3175.0;0.66;1078.0
474;Mannen;2;Geestelijke gezondheidszorg;2004;760;0.15;915.0;0.19;251.0
475;Mannen;2;Geestelijke gezondheidszorg;2005;855;0.17;1050.0;0.22;291.0
476;Mannen;2;Geestelijke gezondheidszorg;2006;970;0.2;1150.0;0.24;327.0
477;Mannen;2;Geestelijke gezondheidszorg;2007;900;0.18;;;
478;Mannen;2;Geestelijke gezondheidszorg;2008;970;0.19;1185.0;0.25;335.0
479;Mannen;2;Geestelijke gezondheidszorg;2009;1100;0.22;1325.0;0.28;372.0
480;Mannen;3;Totaal zorg met verblijf;2004;3510;0.59;3785.0;0.64;1250.0
481;Mannen;3;Totaal zorg met verblijf;2005;3590;0.64;3870.0;0.7;1265.0
482;Mannen;3;Totaal zorg met verblijf;2006;3620;0.68;3915.0;0.75;1289.0
483;Mannen;3;Totaal zorg met verblijf;2007;3565;0.7;;;
484;Mannen;3;Totaal zorg met verblijf;2008;3625;0.72;3985.0;0.82;1307.0
485;Mannen;3;Totaal zorg met verblijf;2009;3895;0.78;4195.0;0.86;1371.0
486;Mannen;3;Verpleging en verzorging;2004;130;0.02;165.0;0.03;46.0
487;Mannen;3;Verpleging en verzorging;2005;110;0.02;140.0;0.03;41.0
488;Mannen;3;Verpleging en verzorging;2006;120;0.02;155.0;0.03;43.0
489;Mannen;3;Verpleging en verzorging;2007;140;0.03;;;
490;Mannen;3;Verpleging en verzorging;2008;155;0.03;210.0;0.04;54.0
491;Mannen;3;Verpleging en verzorging;2009;155;0.03;220.0;0.05;58.0
492;Mannen;3;Gehandicaptenzorg;2004;2570;0.43;2675.0;0.45;931.0
493;Mannen;3;Gehandicaptenzorg;2005;2540;0.45;2655.0;0.48;915.0
494;Mannen;3;Gehandicaptenzorg;2006;2465;0.46;2580.0;0.49;890.0
495;Mannen;3;Gehandicaptenzorg;2007;2425;0.47;;;
496;Mannen;3;Gehandicaptenzorg;2008;2410;0.48;2570.0;0.53;890.0
497;Mannen;3;Gehandicaptenzorg;2009;2530;0.51;2640.0;0.54;909.0
498;Mannen;3;Geestelijke gezondheidszorg;2004;810;0.14;960.0;0.16;273.0
499;Mannen;3;Geestelijke gezondheidszorg;2005;940;0.17;1085.0;0.2;310.0
500;Mannen;3;Geestelijke gezondheidszorg;2006;1035;0.19;1195.0;0.23;356.0
501;Mannen;3;Geestelijke gezondheidszorg;2007;1005;0.2;;;
502;Mannen;3;Geestelijke gezondheidszorg;2008;1060;0.21;1240.0;0.25;363.0
503;Mannen;3;Geestelijke gezondheidszorg;2009;1210;0.24;1390.0;0.29;404.0
504;Mannen;4;Totaal zorg met verblijf;2004;4165;0.62;4470.0;0.68;1499.0
505;Mannen;4;Totaal zorg met verblijf;2005;4300;0.65;4565.0;0.7;1522.0
506;Mannen;4;Totaal zorg met verblijf;2006;4480;0.69;4760.0;0.74;1594.0
507;Mannen;4;Totaal zorg met verblijf;2007;4550;0.71;;;
508;Mannen;4;Totaal zorg met verblijf;2008;4495;0.72;4920.0;0.81;1615.0
509;Mannen;4;Totaal zorg met verblijf;2009;4465;0.75;4820.0;0.83;1588.0
510;Mannen;4;Verpleging en verzorging;2004;180;0.03;255.0;0.04;65.0
511;Mannen;4;Verpleging en verzorging;2005;185;0.03;235.0;0.04;65.0
512;Mannen;4;Verpleging en verzorging;2006;180;0.03;250.0;0.04;65.0
513;Mannen;4;Verpleging en verzorging;2007;205;0.03;;;
514;Mannen;4;Verpleging en verzorging;2008;210;0.03;315.0;0.05;72.0
515;Mannen;4;Verpleging en verzorging;2009;220;0.04;320.0;0.06;77.0
516;Mannen;4;Gehandicaptenzorg;2004;3120;0.47;3225.0;0.49;1133.0
517;Mannen;4;Gehandicaptenzorg;2005;3100;0.47;3185.0;0.49;1115.0
518;Mannen;4;Gehandicaptenzorg;2006;3155;0.48;3260.0;0.51;1143.0
519;Mannen;4;Gehandicaptenzorg;2007;3165;0.49;;;
520;Mannen;4;Gehandicaptenzorg;2008;2985;0.48;3155.0;0.52;1100.0
521;Mannen;4;Gehandicaptenzorg;2009;2915;0.49;3005.0;0.52;1046.0
