ID;Zorgfuncties;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
322;HCR11: Langdurige zorg,welzijn,in natura;HF121a: Wlz, AWBZ;2022;3669.0
323;HCR11: Langdurige zorg,welzijn,in natura;HF121a: Wlz, AWBZ;2023;4123.0
324;HCR11: Langdurige zorg,welzijn,in natura;HF121b: Ziekenfonds;2021;
325;HCR11: Langdurige zorg,welzijn,in natura;HF121b: Ziekenfonds;2022;
326;HCR11: Langdurige zorg,welzijn,in natura;HF121b: Ziekenfonds;2023;
327;HCR11: Langdurige zorg,welzijn,in natura;HF122: Zorgverzekeringswet;2021;0.0
328;HCR11: Langdurige zorg,welzijn,in natura;HF122: Zorgverzekeringswet;2022;0.0
329;HCR11: Langdurige zorg,welzijn,in natura;HF122: Zorgverzekeringswet;2023;0.0
330;HCR11: Langdurige zorg,welzijn,in natura;Vrijwillige financiering, eigen betaling;2021;356.0
331;HCR11: Langdurige zorg,welzijn,in natura;Vrijwillige financiering, eigen betaling;2022;378.0
332;HCR11: Langdurige zorg,welzijn,in natura;Vrijwillige financiering, eigen betaling;2023;394.0
333;HCR11: Langdurige zorg,welzijn,in natura;HF2: Vrijwillige financieringsvormen;2021;0.0
334;HCR11: Langdurige zorg,welzijn,in natura;HF2: Vrijwillige financieringsvormen;2022;0.0
335;HCR11: Langdurige zorg,welzijn,in natura;HF2: Vrijwillige financieringsvormen;2023;0.0
336;HCR11: Langdurige zorg,welzijn,in natura;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
337;HCR11: Langdurige zorg,welzijn,in natura;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
338;HCR11: Langdurige zorg,welzijn,in natura;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
339;HCR11: Langdurige zorg,welzijn,in natura;HF22: Financiering door IZWH;2021;0.0
340;HCR11: Langdurige zorg,welzijn,in natura;HF22: Financiering door IZWH;2022;0.0
341;HCR11: Langdurige zorg,welzijn,in natura;HF22: Financiering door IZWH;2023;0.0
342;HCR11: Langdurige zorg,welzijn,in natura;HF23: Financiering door ondernemingen;2021;0.0
343;HCR11: Langdurige zorg,welzijn,in natura;HF23: Financiering door ondernemingen;2022;0.0
344;HCR11: Langdurige zorg,welzijn,in natura;HF23: Financiering door ondernemingen;2023;0.0
345;HCR11: Langdurige zorg,welzijn,in natura;HF3: Eigen betalingen;2021;356.0
346;HCR11: Langdurige zorg,welzijn,in natura;HF3: Eigen betalingen;2022;378.0
347;HCR11: Langdurige zorg,welzijn,in natura;HF3: Eigen betalingen;2023;394.0
348;HCR11: Langdurige zorg,welzijn,in natura;HF31: Directe eigen betalingen;2021;0.0
349;HCR11: Langdurige zorg,welzijn,in natura;HF31: Directe eigen betalingen;2022;0.0
350;HCR11: Langdurige zorg,welzijn,in natura;HF31: Directe eigen betalingen;2023;0.0
351;HCR11: Langdurige zorg,welzijn,in natura;HF32: Eigen risico en bijdragen;2021;356.0
352;HCR11: Langdurige zorg,welzijn,in natura;HF32: Eigen risico en bijdragen;2022;378.0
353;HCR11: Langdurige zorg,welzijn,in natura;HF32: Eigen risico en bijdragen;2023;394.0
354;HCR11: Langdurige zorg,welzijn,in natura;"Buitenland; uitvoer";2021;0.0
355;HCR11: Langdurige zorg,welzijn,in natura;"Buitenland; uitvoer";2022;0.0
356;HCR11: Langdurige zorg,welzijn,in natura;"Buitenland; uitvoer";2023;0.0
357;HCR12: Langdurige zorg, uitkeringen;Totaal alle financieringsvormen;2021;1692.0
358;HCR12: Langdurige zorg, uitkeringen;Totaal alle financieringsvormen;2022;1724.0
359;HCR12: Langdurige zorg, uitkeringen;Totaal alle financieringsvormen;2023;1824.0
360;HCR12: Langdurige zorg, uitkeringen;Totaal financiering van ingezetenen;2021;1692.0
361;HCR12: Langdurige zorg, uitkeringen;Totaal financiering van ingezetenen;2022;1724.0
362;HCR12: Langdurige zorg, uitkeringen;Totaal financiering van ingezetenen;2023;1824.0
363;HCR12: Langdurige zorg, uitkeringen;HF1: Overheid en soc. verzekering;2021;1683.0
364;HCR12: Langdurige zorg, uitkeringen;HF1: Overheid en soc. verzekering;2022;1716.0
365;HCR12: Langdurige zorg, uitkeringen;HF1: Overheid en soc. verzekering;2023;1818.0
366;HCR12: Langdurige zorg, uitkeringen;HF11: Overheid;2021;305.0
367;HCR12: Langdurige zorg, uitkeringen;HF11: Overheid;2022;240.0
368;HCR12: Langdurige zorg, uitkeringen;HF11: Overheid;2023;231.0
369;HCR12: Langdurige zorg, uitkeringen;HF12: Verplichte premiegeb verzekeringen;2021;1378.0
370;HCR12: Langdurige zorg, uitkeringen;HF12: Verplichte premiegeb verzekeringen;2022;1476.0
371;HCR12: Langdurige zorg, uitkeringen;HF12: Verplichte premiegeb verzekeringen;2023;1586.0
372;HCR12: Langdurige zorg, uitkeringen;HF121a: Wlz, AWBZ;2021;1378.0
373;HCR12: Langdurige zorg, uitkeringen;HF121a: Wlz, AWBZ;2022;1476.0
374;HCR12: Langdurige zorg, uitkeringen;HF121a: Wlz, AWBZ;2023;1586.0
375;HCR12: Langdurige zorg, uitkeringen;HF121b: Ziekenfonds;2021;
376;HCR12: Langdurige zorg, uitkeringen;HF121b: Ziekenfonds;2022;
377;HCR12: Langdurige zorg, uitkeringen;HF121b: Ziekenfonds;2023;
378;HCR12: Langdurige zorg, uitkeringen;HF122: Zorgverzekeringswet;2021;0.0
379;HCR12: Langdurige zorg, uitkeringen;HF122: Zorgverzekeringswet;2022;0.0
380;HCR12: Langdurige zorg, uitkeringen;HF122: Zorgverzekeringswet;2023;0.0
381;HCR12: Langdurige zorg, uitkeringen;Vrijwillige financiering, eigen betaling;2021;9.0
382;HCR12: Langdurige zorg, uitkeringen;Vrijwillige financiering, eigen betaling;2022;8.0
383;HCR12: Langdurige zorg, uitkeringen;Vrijwillige financiering, eigen betaling;2023;6.0
384;HCR12: Langdurige zorg, uitkeringen;HF2: Vrijwillige financieringsvormen;2021;0.0
385;HCR12: Langdurige zorg, uitkeringen;HF2: Vrijwillige financieringsvormen;2022;0.0
386;HCR12: Langdurige zorg, uitkeringen;HF2: Vrijwillige financieringsvormen;2023;0.0
387;HCR12: Langdurige zorg, uitkeringen;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
388;HCR12: Langdurige zorg, uitkeringen;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
389;HCR12: Langdurige zorg, uitkeringen;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
390;HCR12: Langdurige zorg, uitkeringen;HF22: Financiering door IZWH;2021;0.0
391;HCR12: Langdurige zorg, uitkeringen;HF22: Financiering door IZWH;2022;0.0
392;HCR12: Langdurige zorg, uitkeringen;HF22: Financiering door IZWH;2023;0.0
393;HCR12: Langdurige zorg, uitkeringen;HF23: Financiering door ondernemingen;2021;0.0
394;HCR12: Langdurige zorg, uitkeringen;HF23: Financiering door ondernemingen;2022;0.0
395;HCR12: Langdurige zorg, uitkeringen;HF23: Financiering door ondernemingen;2023;0.0
396;HCR12: Langdurige zorg, uitkeringen;HF3: Eigen betalingen;2021;9.0
397;HCR12: Langdurige zorg, uitkeringen;HF3: Eigen betalingen;2022;8.0
398;HCR12: Langdurige zorg, uitkeringen;HF3: Eigen betalingen;2023;6.0
399;HCR12: Langdurige zorg, uitkeringen;HF31: Directe eigen betalingen;2021;0.0
400;HCR12: Langdurige zorg, uitkeringen;HF31: Directe eigen betalingen;2022;0.0
401;HCR12: Langdurige zorg, uitkeringen;HF31: Directe eigen betalingen;2023;0.0
402;HCR12: Langdurige zorg, uitkeringen;HF32: Eigen risico en bijdragen;2021;9.0
403;HCR12: Langdurige zorg, uitkeringen;HF32: Eigen risico en bijdragen;2022;8.0
404;HCR12: Langdurige zorg, uitkeringen;HF32: Eigen risico en bijdragen;2023;6.0
405;HCR12: Langdurige zorg, uitkeringen;"Buitenland; uitvoer";2021;0.0
406;HCR12: Langdurige zorg, uitkeringen;"Buitenland; uitvoer";2022;0.0
407;HCR12: Langdurige zorg, uitkeringen;"Buitenland; uitvoer";2023;0.0
408;HCR2: Gezondheidsbevord., multi sector;Totaal alle financieringsvormen;2021;0.0
409;HCR2: Gezondheidsbevord., multi sector;Totaal alle financieringsvormen;2022;0.0
410;HCR2: Gezondheidsbevord., multi sector;Totaal alle financieringsvormen;2023;0.0
411;HCR2: Gezondheidsbevord., multi sector;Totaal financiering van ingezetenen;2021;0.0
412;HCR2: Gezondheidsbevord., multi sector;Totaal financiering van ingezetenen;2022;0.0
413;HCR2: Gezondheidsbevord., multi sector;Totaal financiering van ingezetenen;2023;0.0
414;HCR2: Gezondheidsbevord., multi sector;HF1: Overheid en soc. verzekering;2021;0.0
415;HCR2: Gezondheidsbevord., multi sector;HF1: Overheid en soc. verzekering;2022;0.0
416;HCR2: Gezondheidsbevord., multi sector;HF1: Overheid en soc. verzekering;2023;0.0
417;HCR2: Gezondheidsbevord., multi sector;HF11: Overheid;2021;0.0
418;HCR2: Gezondheidsbevord., multi sector;HF11: Overheid;2022;0.0
419;HCR2: Gezondheidsbevord., multi sector;HF11: Overheid;2023;0.0
420;HCR2: Gezondheidsbevord., multi sector;HF12: Verplichte premiegeb verzekeringen;2021;0.0
421;HCR2: Gezondheidsbevord., multi sector;HF12: Verplichte premiegeb verzekeringen;2022;0.0
422;HCR2: Gezondheidsbevord., multi sector;HF12: Verplichte premiegeb verzekeringen;2023;0.0
423;HCR2: Gezondheidsbevord., multi sector;HF121a: Wlz, AWBZ;2021;0.0
424;HCR2: Gezondheidsbevord., multi sector;HF121a: Wlz, AWBZ;2022;0.0
425;HCR2: Gezondheidsbevord., multi sector;HF121a: Wlz, AWBZ;2023;0.0
426;HCR2: Gezondheidsbevord., multi sector;HF121b: Ziekenfonds;2021;
427;HCR2: Gezondheidsbevord., multi sector;HF121b: Ziekenfonds;2022;
428;HCR2: Gezondheidsbevord., multi sector;HF121b: Ziekenfonds;2023;
429;HCR2: Gezondheidsbevord., multi sector;HF122: Zorgverzekeringswet;2021;0.0
430;HCR2: Gezondheidsbevord., multi sector;HF122: Zorgverzekeringswet;2022;0.0
431;HCR2: Gezondheidsbevord., multi sector;HF122: Zorgverzekeringswet;2023;0.0
432;HCR2: Gezondheidsbevord., multi sector;Vrijwillige financiering, eigen betaling;2021;0.0
433;HCR2: Gezondheidsbevord., multi sector;Vrijwillige financiering, eigen betaling;2022;0.0
434;HCR2: Gezondheidsbevord., multi sector;Vrijwillige financiering, eigen betaling;2023;0.0
435;HCR2: Gezondheidsbevord., multi sector;HF2: Vrijwillige financieringsvormen;2021;0.0
436;HCR2: Gezondheidsbevord., multi sector;HF2: Vrijwillige financieringsvormen;2022;0.0
437;HCR2: Gezondheidsbevord., multi sector;HF2: Vrijwillige financieringsvormen;2023;0.0
438;HCR2: Gezondheidsbevord., multi sector;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
439;HCR2: Gezondheidsbevord., multi sector;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
440;HCR2: Gezondheidsbevord., multi sector;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
441;HCR2: Gezondheidsbevord., multi sector;HF22: Financiering door IZWH;2021;0.0
442;HCR2: Gezondheidsbevord., multi sector;HF22: Financiering door IZWH;2022;0.0
443;HCR2: Gezondheidsbevord., multi sector;HF22: Financiering door IZWH;2023;0.0
444;HCR2: Gezondheidsbevord., multi sector;HF23: Financiering door ondernemingen;2021;0.0
445;HCR2: Gezondheidsbevord., multi sector;HF23: Financiering door ondernemingen;2022;0.0
446;HCR2: Gezondheidsbevord., multi sector;HF23: Financiering door ondernemingen;2023;0.0
447;HCR2: Gezondheidsbevord., multi sector;HF3: Eigen betalingen;2021;0.0
448;HCR2: Gezondheidsbevord., multi sector;HF3: Eigen betalingen;2022;0.0
449;HCR2: Gezondheidsbevord., multi sector;HF3: Eigen betalingen;2023;0.0
450;HCR2: Gezondheidsbevord., multi sector;HF31: Directe eigen betalingen;2021;0.0
451;HCR2: Gezondheidsbevord., multi sector;HF31: Directe eigen betalingen;2022;0.0
452;HCR2: Gezondheidsbevord., multi sector;HF31: Directe eigen betalingen;2023;0.0
453;HCR2: Gezondheidsbevord., multi sector;HF32: Eigen risico en bijdragen;2021;0.0
454;HCR2: Gezondheidsbevord., multi sector;HF32: Eigen risico en bijdragen;2022;0.0
455;HCR2: Gezondheidsbevord., multi sector;HF32: Eigen risico en bijdragen;2023;0.0
456;HCR2: Gezondheidsbevord., multi sector;"Buitenland; uitvoer";2021;0.0
457;HCR2: Gezondheidsbevord., multi sector;"Buitenland; uitvoer";2022;0.0
458;HCR2: Gezondheidsbevord., multi sector;"Buitenland; uitvoer";2023;0.0
