ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
143;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2014;33.8;41.7;27.7;58.6;59.6;53.2;64.5;43.7;19.8;;5.6;9.3;13.3;3.6;1.2;18.1;9.1;4.2;0.2;4.9;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8;10.2;29.4;15.8;7.8;10.5
144;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2015;34.3;42.7;28.5;57.3;58.9;50.8;63.7;44.3;21.5;;6.0;10.3;10.9;3.9;0.8;16.8;10.5;3.8;0.3;3.2;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;10.6;25.0;15.2;8.4;10.7
145;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2016;34.4;42.8;29.3;55.4;55.6;50.8;63.2;44.4;22.8;;6.1;10.8;11.5;5.1;2.0;16.5;8.5;3.9;0.1;4.0;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;12.6;28.7;19.8;9.8;13.6
146;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2017;33.4;41.3;31.1;57.7;58.3;51.3;61.2;44.0;21.3;;8.0;11.8;14.2;5.1;2.1;18.7;10.8;3.9;0.2;4.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;12.6;25.8;17.6;9.8;11.4
147;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2018;35.8;43.8;29.7;55.2;56.7;52.1;63.9;49.8;23.7;;7.9;12.5;13.8;5.5;1.9;18.6;10.9;5.3;0.4;6.2;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;16.3;31.4;21.0;13.3;14.0
148;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2019;32.3;41.6;28.6;55.6;58.6;51.9;65.0;50.0;25.9;;7.1;11.1;13.6;9.3;3.2;23.4;11.6;6.1;0.4;6.8;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5;13.6;27.9;18.9;14.1;12.9
149;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2020;30.8;38.8;24.1;57.5;57.4;54.9;64.8;49.3;27.9;;5.8;10.1;14.2;3.6;1.5;16.8;8.6;3.5;0.4;4.5;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;15.7;28.1;20.8;13.0;13.6
150;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2021;29.5;41.2;28.1;56.2;58.0;52.9;65.6;49.1;27.6;;7.2;10.9;12.7;5.2;2.2;17.4;8.7;3.3;0.2;4.1;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;14.6;28.3;19.3;12.5;13.6
151;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2022;32.4;41.6;28.4;58.0;59.4;52.7;59.7;51.5;27.9;25.7;5.6;9.0;12.8;;;;;;;;;5.1;2.8;0.4;1.3;9.4;7.7;0.3;0.5;1.3;1.3;0.0;0.0;4.1;0.7;0.7;1.7;8.3;1.6;0.6;0.1;0.0;1.4;1.1;0.7;0.2;2.6;20.8;20.0;33.2;24.0;16.7;16.0
152;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2023;28.8;37.6;23.9;59.9;57.9;53.9;63.7;52.2;25.7;24.2;4.9;10.9;11.1;;;;;;;;;4.2;1.9;0.3;1.0;11.1;7.8;1.1;1.1;1.9;1.3;0.0;0.1;3.8;0.9;0.3;1.6;9.7;1.3;0.7;0.1;0.7;3.1;1.4;0.6;0.2;3.0;17.9;19.0;31.5;21.9;14.5;14.8
153;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2024;28.2;36.8;22.9;55.9;56.3;52.4;60.0;53.1;27.6;23.9;5.1;9.5;9.5;;;;;;;;;3.7;2.8;0.1;0.3;8.9;6.4;0.8;0.8;1.1;0.9;0.0;0.0;4.1;1.1;0.4;2.0;8.7;1.6;0.7;0.4;0.3;3.0;0.7;0.9;0.6;2.0;19.2;17.8;32.6;22.9;17.6;16.0
154;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2014;40.6;48.8;34.2;65.6;66.6;60.2;71.2;50.8;25.5;;9.3;13.7;18.4;7.1;3.3;23.9;13.5;7.6;1.4;8.2;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9;14.8;36.0;21.4;12.0;15.4
155;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2015;40.3;49.0;34.3;63.5;65.0;57.1;69.7;50.6;26.7;;9.4;14.4;15.1;6.7;2.5;21.7;14.7;6.6;1.4;5.8;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;14.7;30.6;20.0;12.2;14.9
156;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2016;40.5;49.1;35.3;61.7;61.9;57.1;69.3;50.7;28.3;;9.3;14.8;15.7;8.2;4.2;21.3;12.3;6.7;0.7;6.8;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;16.9;34.5;25.0;13.8;18.3
157;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2017;39.8;47.9;37.4;64.2;64.8;57.9;67.6;50.6;26.9;;12.0;16.4;19.2;8.6;4.6;24.1;15.2;6.9;1.3;7.6;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;17.3;31.7;23.0;14.0;16.0
158;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2018;41.5;49.6;35.1;61.0;62.4;57.9;69.4;55.6;28.8;;11.4;16.7;18.0;8.5;4.0;23.3;14.7;8.3;1.7;9.2;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;20.9;36.9;26.0;17.5;18.3
159;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2019;37.7;47.2;33.8;61.2;64.1;57.5;70.3;55.6;31.0;;10.2;14.9;17.7;12.9;5.6;28.3;15.4;9.0;1.7;10.0;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;19.7;17.6;33.1;23.5;18.2;16.9
160;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2020;36.3;44.6;29.2;63.3;63.3;60.8;70.4;55.2;33.3;;8.9;13.8;18.6;6.1;3.2;21.3;12.2;6.1;1.5;7.2;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;20.1;33.4;25.7;17.2;17.8
161;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2021;35.3;47.4;33.9;62.3;64.1;59.1;71.5;55.3;33.3;;10.8;15.1;17.1;8.4;4.4;22.3;12.5;5.8;1.1;6.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;19.3;34.0;24.5;16.9;18.2
162;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2022;37.7;47.1;33.5;63.5;64.8;58.2;65.1;57.0;33.0;30.7;9.8;13.9;18.5;;;;;;;;;9.2;6.0;2.3;3.7;14.5;12.5;2.1;2.3;3.7;3.7;;;7.8;2.6;2.9;4.3;13.1;4.5;2.6;1.3;0.9;3.8;3.5;2.7;1.5;5.5;25.5;24.7;38.5;29.0;21.1;20.3
163;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2023;34.0;43.1;28.8;65.4;63.5;59.5;69.1;57.8;30.7;29.2;8.9;16.4;16.4;;;;;;;;;8.2;4.8;1.9;3.5;16.4;12.5;3.2;3.3;4.7;3.8;;1.5;7.3;2.9;2.0;4.2;15.0;3.8;2.7;1.7;2.9;6.6;4.2;2.6;1.7;6.4;22.4;23.6;36.9;26.8;18.7;19.0
164;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2024;33.1;42.0;27.5;61.2;61.6;57.8;65.3;58.5;32.6;28.6;9.0;14.5;14.3;;;;;;;;;7.3;6.0;1.3;2.0;13.8;10.7;2.8;2.7;3.3;2.9;;;7.8;3.4;2.1;4.8;13.5;4.2;2.7;2.1;1.6;6.1;2.5;3.0;2.4;4.8;23.7;22.2;37.8;27.7;22.0;20.2
165;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2014;36.8;45.2;33.1;53.5;56.8;52.1;61.6;43.2;25.0;;7.3;11.5;12.7;6.0;2.7;18.7;10.8;4.7;0.7;6.7;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.2;14.7;29.8;22.8;10.8;16.3
166;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2015;35.6;43.6;31.2;53.7;55.9;53.8;61.9;42.9;24.6;;7.4;11.0;12.3;6.2;3.2;17.1;11.2;3.8;0.3;5.0;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6;13.9;28.8;21.2;12.1;16.0
167;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2016;37.2;44.5;31.7;51.5;55.2;51.0;61.7;41.6;23.8;;7.7;11.7;12.0;7.1;3.0;19.7;10.9;5.6;0.7;6.8;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;17.2;32.6;25.3;14.0;17.6
168;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2017;37.5;44.6;32.4;50.8;53.2;50.9;62.6;43.6;25.4;;9.5;14.8;13.3;7.5;2.7;20.8;11.1;4.3;0.5;6.8;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;16.8;32.0;25.3;13.8;18.1
169;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2018;33.9;44.0;30.3;52.6;55.6;53.1;61.0;47.3;27.2;;8.7;12.2;12.8;6.4;3.3;19.9;11.5;5.1;1.2;7.6;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;20.6;19.8;32.5;25.8;15.3;18.9
170;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2019;34.3;43.2;30.6;53.5;54.5;52.6;59.5;45.8;28.4;;8.5;12.8;12.6;9.7;4.6;23.9;13.1;6.2;1.1;9.5;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;19.0;33.6;26.8;16.6;19.5
171;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2020;32.6;42.4;30.1;53.6;57.4;56.0;61.6;48.6;30.3;;8.8;13.7;14.5;6.2;2.9;19.6;8.4;4.7;0.9;7.3;8.1;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;19.2;31.8;24.1;15.9;17.4
172;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2021;32.9;41.6;29.9;52.1;55.1;50.5;59.0;47.2;29.1;;10.7;13.8;15.3;7.6;2.6;19.3;9.0;5.0;0.7;6.5;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;20.9;31.2;26.9;18.9;20.1
173;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2022;30.5;41.1;28.4;54.0;56.5;53.2;59.1;49.1;30.1;29.0;8.3;12.9;11.4;;;;;;;;;6.3;4.6;0.2;1.5;12.6;9.1;1.6;1.7;2.8;1.8;0.2;0.4;6.6;2.0;1.1;3.6;16.1;2.1;9.2;4.1;0.1;2.9;1.4;1.4;0.4;2.5;25.2;24.9;37.0;30.0;21.8;20.8
174;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2023;29.6;39.1;25.6;53.9;55.9;53.4;57.9;53.4;30.5;28.5;7.6;12.1;11.3;;;;;;;;;7.3;5.1;0.4;2.0;14.7;10.6;1.8;2.2;2.8;2.1;0.1;0.2;5.7;1.9;0.9;3.0;18.0;2.4;9.3;4.1;0.7;3.2;1.9;1.7;1.1;3.5;23.1;22.3;35.1;26.8;19.7;18.7
175;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2024;29.7;39.1;26.1;53.2;54.3;51.5;59.0;52.5;28.3;26.4;7.4;13.0;11.4;;;;;;;;;5.7;4.3;0.2;1.3;13.3;10.1;1.4;1.2;3.0;2.1;0.0;0.4;8.0;2.4;1.4;3.8;18.1;1.9;10.7;4.6;0.4;3.4;2.0;1.9;0.7;2.3;24.5;23.7;35.1;27.6;23.0;20.5
176;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2014;34.3;42.5;30.7;50.8;54.1;49.4;58.8;40.6;22.9;;6.1;9.9;11.2;4.8;2.0;16.8;9.4;3.7;0.4;5.5;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;15.3;13.0;27.5;20.7;9.3;14.4
177;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2015;33.5;41.3;29.1;51.4;53.6;51.5;59.7;40.7;22.7;;6.3;9.7;10.9;5.2;2.5;15.5;9.9;3.0;0.1;4.1;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;12.4;26.8;19.4;10.7;14.4
178;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2016;35.1;42.3;29.7;49.2;52.9;48.7;59.5;39.4;22.0;;6.6;10.4;10.7;6.0;2.4;18.1;9.6;4.7;0.4;5.8;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;15.5;30.6;23.4;12.5;15.9
179;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2017;35.4;42.4;30.4;48.6;50.9;48.6;60.4;41.5;23.5;;8.3;13.3;11.9;6.4;2.1;19.1;9.8;3.5;0.3;5.8;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;17.4;15.2;29.9;23.4;12.4;16.4
180;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2018;32.2;42.2;28.7;50.8;53.7;51.3;59.2;45.5;25.6;;7.8;11.1;11.6;5.6;2.7;18.5;10.4;4.4;0.9;6.7;8.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.1;18.4;30.9;24.2;14.0;17.5
181;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2019;32.5;41.4;28.9;51.6;52.6;50.7;57.6;44.0;26.7;;7.6;11.6;11.4;8.6;3.9;22.3;11.9;5.3;0.7;8.5;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;17.5;31.8;25.1;15.2;18.0
182;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2020;30.9;40.6;28.4;51.7;55.5;54.1;59.7;46.7;28.6;;7.8;12.5;13.3;5.3;2.3;18.2;7.5;3.9;0.6;6.4;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.1;17.8;30.2;22.6;14.6;16.0
183;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2021;31.0;39.6;28.1;50.0;53.0;48.4;56.9;45.2;27.2;;9.5;12.5;13.9;6.5;2.0;17.7;7.9;4.2;0.4;5.5;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;19.3;29.4;25.1;17.4;18.5
184;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2022;28.8;39.3;26.7;52.1;54.5;51.3;57.2;47.1;28.4;27.4;6.9;11.2;9.8;;;;;;;;;5.1;3.6;0.1;0.9;11.0;7.7;1.1;1.1;2.0;1.2;0.1;0.1;5.3;1.3;0.7;2.7;14.1;1.5;7.6;3.0;0.0;2.1;0.9;0.9;0.2;1.8;23.6;23.3;35.2;28.2;20.3;19.3
185;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2023;28.0;37.3;24.0;52.0;54.0;51.5;56.0;51.5;28.8;26.9;6.3;10.4;9.7;;;;;;;;;6.0;4.0;0.2;1.4;12.9;9.0;1.2;1.6;2.0;1.4;0.0;0.1;4.6;1.3;0.5;2.2;16.0;1.8;7.8;3.2;0.4;2.4;1.3;1.1;0.7;2.7;21.5;20.8;33.3;25.1;18.3;17.2
186;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2024;28.1;37.3;24.6;51.4;52.5;49.7;57.2;50.7;26.7;24.9;6.1;11.4;9.9;;;;;;;;;4.5;3.3;0.1;0.8;11.6;8.6;0.9;0.7;2.2;1.5;0.0;0.1;6.7;1.7;0.9;2.9;16.2;1.3;9.2;3.5;0.2;2.6;1.4;1.3;0.4;1.7;23.0;22.2;33.4;26.0;21.5;19.0
187;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2014;39.4;47.8;35.7;56.2;59.5;54.7;64.2;45.9;27.3;;8.7;13.2;14.5;7.4;3.6;20.8;12.4;6.0;1.4;8.2;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;16.7;32.3;25.1;12.5;18.3
188;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2015;37.8;45.8;33.3;55.9;58.1;56.1;64.1;45.1;26.6;;8.7;12.5;13.8;7.3;4.1;18.8;12.7;4.7;0.7;6.0;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;15.5;30.9;23.1;13.7;17.8
189;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2016;39.3;46.7;33.8;53.7;57.4;53.2;63.9;43.8;25.7;;8.9;13.2;13.5;8.4;3.8;21.5;12.3;6.7;1.2;8.0;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;18.9;34.8;27.3;15.6;19.3
190;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2017;39.7;46.8;34.5;53.0;55.4;53.1;64.8;45.9;27.3;;10.8;16.4;14.9;8.8;3.5;22.7;12.5;5.3;0.9;8.0;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;20.9;18.5;34.0;27.3;15.4;19.8
191;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2018;35.6;45.8;32.0;54.4;57.4;54.9;62.8;49.2;28.8;;9.8;13.5;14.0;7.4;4.1;21.4;12.8;6.0;1.7;8.6;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;22.1;21.2;34.3;27.4;16.6;20.4
192;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2019;36.1;45.1;32.4;55.4;56.4;54.5;61.4;47.7;30.1;;9.6;14.1;13.8;10.9;5.5;25.5;14.4;7.2;1.6;10.7;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;22.5;20.5;35.4;28.5;18.0;21.1
193;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2020;34.4;44.3;31.8;55.5;59.3;57.9;63.4;50.4;32.0;;9.9;15.1;15.8;7.2;3.6;21.1;9.5;5.5;1.4;8.4;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;20.7;33.6;25.7;17.3;18.8
194;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2021;34.9;43.6;31.8;54.1;57.2;52.5;61.0;49.3;31.0;;12.0;15.3;16.8;8.8;3.4;21.0;10.3;6.0;1.2;7.6;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;22.8;22.6;33.2;28.8;20.6;21.8
195;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2022;32.3;43.0;30.1;55.9;58.4;55.1;60.9;51.0;31.9;30.8;10.0;14.8;13.2;;;;;;;;;7.8;5.9;0.7;2.3;14.5;10.8;2.5;2.6;3.8;2.6;0.7;1.0;8.1;2.9;1.8;4.7;18.3;3.1;11.1;5.5;0.3;4.0;2.2;2.2;0.9;3.7;27.0;26.6;38.9;31.8;23.5;22.4
196;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2023;31.4;41.0;27.3;55.7;57.7;55.3;59.7;55.3;32.3;30.2;9.2;14.0;13.1;;;;;;;;;8.9;6.5;1.0;2.9;16.8;12.5;2.6;3.2;3.9;3.1;0.6;0.6;7.1;2.9;1.6;4.1;20.1;3.4;11.0;5.4;1.3;4.3;2.7;2.5;1.8;4.6;24.7;24.0;36.9;28.5;21.3;20.2
197;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2024;31.3;40.8;27.7;55.0;56.1;53.4;60.8;54.3;29.9;28.0;8.9;14.9;13.1;;;;;;;;;7.1;5.6;0.6;2.1;15.3;11.8;2.2;1.9;4.1;2.9;;1.0;9.6;3.3;2.2;5.0;20.2;2.7;12.5;5.9;0.9;4.4;2.9;2.7;1.3;3.2;26.1;25.3;36.9;29.3;24.6;22.0
198;Herkomst: geboren in Europa (excl. NL);Waarde;2014;40.6;50.7;34.8;56.9;56.7;53.2;63.3;41.0;19.7;;13.1;14.9;18.6;5.6;2.8;12.2;9.6;4.7;0.8;6.7;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;20.8;36.5;25.9;16.2;18.6
199;Herkomst: geboren in Europa (excl. NL);Waarde;2015;39.6;49.1;34.5;56.4;55.6;57.6;63.2;46.2;20.0;;12.2;13.5;17.6;3.7;2.9;11.1;9.9;3.5;1.0;5.8;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;19.6;16.7;30.9;24.0;12.9;17.3
200;Herkomst: geboren in Europa (excl. NL);Waarde;2016;36.4;47.4;30.8;55.5;55.8;53.8;63.1;41.0;24.0;;13.4;14.0;17.2;4.6;2.8;11.3;9.6;2.7;0.4;5.4;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;18.9;34.6;26.4;15.7;19.0
201;Herkomst: geboren in Europa (excl. NL);Waarde;2017;37.8;49.4;33.7;54.3;53.8;51.9;60.5;42.8;19.3;;14.3;15.9;21.7;3.9;2.3;11.0;10.6;3.7;0.5;6.5;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;24.8;23.1;36.5;27.8;19.4;20.2
202;Herkomst: geboren in Europa (excl. NL);Waarde;2018;40.5;50.4;33.7;52.1;53.1;52.6;62.7;43.5;19.6;;16.1;16.6;24.2;5.6;5.4;11.9;11.2;4.0;2.1;7.1;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;28.6;27.4;40.3;31.1;23.4;23.0
203;Herkomst: geboren in Europa (excl. NL);Waarde;2019;37.8;51.6;35.0;55.3;55.7;54.2;63.2;48.3;23.8;;17.5;18.0;23.3;7.9;5.3;15.1;13.9;5.0;2.2;8.7;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;25.3;24.2;37.8;29.8;20.4;23.2
204;Herkomst: geboren in Europa (excl. NL);Waarde;2020;35.4;47.5;30.7;56.9;55.4;56.7;63.8;47.4;23.4;;14.4;15.6;20.8;4.2;3.1;10.0;10.2;3.5;1.3;7.8;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;24.7;24.2;35.9;30.1;19.6;22.1
205;Herkomst: geboren in Europa (excl. NL);Waarde;2021;37.5;52.0;36.8;53.1;53.5;55.6;61.5;46.8;23.0;;16.1;18.1;25.2;4.8;4.0;11.3;12.1;3.2;1.6;6.5;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;28.7;26.5;41.3;33.8;23.4;24.8
206;Herkomst: geboren in Europa (excl. NL);Waarde;2022;34.0;46.1;31.3;62.2;59.0;60.2;61.7;48.6;27.4;29.3;13.6;15.6;19.6;;;;;;;;;4.5;1.7;0.6;1.9;10.7;5.1;2.9;3.1;2.8;1.6;0.4;0.4;8.0;1.5;2.5;4.3;19.3;3.8;10.0;0.8;1.2;2.3;0.7;3.2;0.1;5.3;30.1;29.2;43.7;32.8;24.1;24.3
207;Herkomst: geboren in Europa (excl. NL);Waarde;2023;33.7;44.5;28.9;60.1;60.1;59.0;59.3;51.7;26.1;28.6;13.2;16.0;21.3;;;;;;;;;3.7;1.8;0.5;1.3;9.3;4.0;2.5;2.4;2.5;1.2;0.1;0.8;8.5;0.9;2.5;4.7;19.5;4.4;8.6;0.5;0.7;3.4;0.8;2.9;0.4;5.3;30.1;30.0;43.3;33.3;25.1;24.2
208;Herkomst: geboren in Europa (excl. NL);Waarde;2024;34.9;44.7;29.8;60.9;58.7;59.4;58.6;51.3;25.2;25.6;12.4;14.4;21.4;;;;;;;;;4.9;2.5;0.4;2.1;9.2;3.8;2.7;2.6;1.6;1.0;0.3;0.2;9.0;1.5;3.5;4.1;23.0;4.2;11.3;1.1;0.9;4.6;2.0;2.7;0.6;6.2;31.5;31.8;43.0;34.8;27.6;26.0
209;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2014;37.4;47.4;31.7;53.6;53.4;49.9;60.0;37.8;17.4;;11.0;12.7;16.1;4.2;1.9;10.3;8.0;3.5;0.4;5.3;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;17.9;18.2;33.3;23.1;13.9;16.2
210;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2015;36.7;46.0;31.7;53.4;52.5;54.5;60.2;43.1;17.7;;10.3;11.5;15.4;2.7;2.0;9.4;8.3;2.5;0.5;4.6;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;14.5;28.2;21.5;11.0;15.1
211;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2016;33.5;44.4;28.1;52.4;52.8;50.7;60.2;38.1;21.5;;11.5;12.1;15.0;3.5;2.0;9.6;8.1;1.9;0.2;4.2;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;16.6;31.8;23.8;13.6;16.7
212;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2017;35.0;46.5;31.0;51.4;50.9;49.0;57.6;40.0;17.1;;12.3;13.9;19.3;2.9;1.6;9.3;9.0;2.7;0.2;5.2;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;22.3;20.7;33.7;25.3;17.2;17.9
213;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2018;37.9;47.8;31.3;49.5;50.5;49.9;60.1;40.9;17.6;;14.2;14.7;22.0;4.5;4.3;10.4;9.6;3.1;1.4;5.9;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;26.3;25.1;37.7;28.7;21.3;20.9
