ID;Marges;Geslacht;Leeftijd;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2019_4;GevaarlijkWerkVanaf2019_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
121;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2017;23.0;5.4;11.3;2.7;;;;;;;;;;;;16.2;8.6;7.9;2.6;;;;;;;;;11.8;33.2;3.6
122;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2019;20.4;5.6;12.5;;11.9;1.7;3.6;0.5;3.2;2.5;0.1;0.2;0.7;0.0;2.2;14.2;7.9;7.7;4.0;;;;;;;;;10.0;26.5;3.5
123;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2021;19.5;4.8;11.9;;13.7;2.7;4.7;0.7;6.0;2.4;1.2;0.3;1.3;0.1;1.3;15.7;7.9;6.0;6.2;;;;;;;;;11.4;28.0;3.9
124;Ondergrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2023;20.6;6.1;10.1;;12.6;2.5;3.4;1.0;5.0;1.7;0.9;0.7;1.0;0.1;1.0;;;;;4.8;40.1;10.1;28.8;2.3;0.5;0.2;1.4;13.0;27.4;3.8
125;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2015;18.7;4.4;11.8;1.1;;;;;;;;;;;;16.1;6.9;7.8;4.1;;;;;;;;;9.8;28.7;3.1
126;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2017;21.1;4.5;12.7;2.1;;;;;;;;;;;;18.1;8.2;8.1;2.2;;;;;;;;;10.1;30.4;3.2
127;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2019;21.4;4.8;10.7;;11.0;1.4;3.8;0.9;4.1;1.8;1.1;0.2;1.1;0.1;1.0;16.3;8.2;7.5;3.4;;;;;;;;;11.0;29.4;3.3
128;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2021;20.3;5.0;10.3;;12.5;1.8;4.0;1.1;5.1;2.3;0.6;0.4;1.5;0.0;2.1;17.1;8.7;7.0;5.2;;;;;;;;;10.7;31.0;3.6
129;Ondergrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2023;20.0;5.9;10.4;;10.3;2.1;3.1;0.9;4.1;1.3;0.5;0.2;0.8;0.1;1.6;;;;;4.1;44.8;8.8;32.0;4.2;0.5;0.2;2.3;9.4;26.0;3.6
130;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2015;17.2;3.2;9.3;1.5;;;;;;;;;;;;16.3;6.4;5.6;4.1;;;;;;;;;7.8;27.1;2.8
131;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2017;20.0;4.1;10.4;1.7;;;;;;;;;;;;17.1;6.8;6.5;3.2;;;;;;;;;11.2;31.3;2.9
132;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2019;20.0;4.0;10.7;;10.1;1.4;3.0;0.7;3.1;2.4;0.3;0.2;0.7;0.1;1.0;17.0;7.0;7.2;3.0;;;;;;;;;10.5;28.0;2.9
133;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2021;19.1;4.3;10.1;;9.2;1.4;3.1;0.6;3.4;1.5;0.2;0.2;0.3;0.0;1.3;15.3;6.4;5.1;5.3;;;;;;;;;10.0;29.8;3.3
134;Ondergrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2023;21.9;4.0;10.2;;11.1;2.3;3.8;0.4;3.6;1.8;0.4;0.2;0.4;0.0;0.7;;;;;3.7;43.6;9.4;30.6;4.4;0.3;0.2;1.2;11.0;27.7;3.1
135;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2015;10.2;1.5;6.6;0.8;;;;;;;;;;;;8.0;3.0;3.7;3.1;;;;;;;;;3.6;17.6;2.2
136;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2017;9.7;1.1;7.4;0.7;;;;;;;;;;;;10.7;3.9;4.2;2.6;;;;;;;;;4.2;19.5;2.2
137;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2019;9.9;1.8;6.4;;5.2;0.7;1.4;0.3;1.0;0.8;0.2;0.0;0.1;0.0;1.0;11.3;5.6;4.2;2.8;;;;;;;;;5.5;19.2;2.3
138;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2021;13.2;2.0;8.4;;5.2;0.5;1.7;0.2;1.3;0.8;0.2;0.1;0.1;0.0;0.5;11.5;3.6;4.2;3.3;;;;;;;;;5.9;20.5;2.6
139;Ondergrens 95%-interval;Totaal mannen en vrouwen;65 jaar of ouder;2023;11.5;2.4;7.6;;6.1;0.4;1.5;0.2;1.3;1.7;0.1;0.2;0.3;0.0;0.5;;;;;2.1;38.4;6.5;27.1;4.2;0.1;0.0;0.7;5.8;17.1;2.5
140;Ondergrens 95%-interval;Mannen;Totaal;2015;24.7;6.8;17.0;2.5;;;;;;;;;;;;14.2;8.2;9.0;3.4;;;;;;;;;11.8;30.2;3.1
141;Ondergrens 95%-interval;Mannen;Totaal;2017;26.7;6.9;16.3;3.1;;;;;;;;;;;;16.1;8.6;9.3;2.7;;;;;;;;;13.3;33.8;3.2
142;Ondergrens 95%-interval;Mannen;Totaal;2019;27.2;7.7;16.8;;15.6;2.8;5.6;1.4;5.0;3.6;1.0;0.5;1.4;0.2;2.3;15.0;9.2;9.8;3.2;;;;;;;;;12.6;30.8;3.2
143;Ondergrens 95%-interval;Mannen;Totaal;2021;26.4;7.8;16.2;;16.0;3.4;6.0;1.5;6.6;3.5;1.1;0.5;1.4;0.2;2.0;15.6;8.8;8.5;5.0;;;;;;;;;13.9;31.7;3.5
144;Ondergrens 95%-interval;Mannen;Totaal;2023;26.5;8.0;15.7;;15.3;3.7;5.5;1.4;5.6;2.7;0.9;0.6;1.1;0.1;1.6;;;;;5.2;36.8;5.0;27.4;4.2;0.5;0.2;2.3;13.0;28.3;3.5
145;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2021;27.2;9.1;14.9;;12.9;1.1;5.8;1.6;3.8;2.6;0.6;0.8;1.1;0.4;0.6;8.3;5.8;5.4;4.9;;;;;;;;;11.0;25.1;2.8
149;Ondergrens 95%-interval;Mannen;15 tot 25 jaar;2023;24.0;8.8;18.5;;17.8;4.1;6.6;1.7;4.5;2.8;0.4;0.7;1.4;0.0;1.8;;;;;1.1;15.1;0.6;8.7;1.5;0.0;0.0;0.7;12.1;24.9;2.8
150;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2015;24.9;7.7;17.2;2.4;;;;;;;;;;;;7.7;8.2;8.1;1.5;;;;;;;;;14.7;31.6;3.0
151;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2017;25.1;7.9;15.3;2.0;;;;;;;;;;;;11.7;7.2;8.4;2.2;;;;;;;;;11.3;34.1;3.7
152;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2019;26.3;8.7;19.1;;17.7;2.2;5.4;1.2;6.9;3.6;0.5;0.5;1.7;0.0;2.7;12.9;10.0;11.6;1.8;;;;;;;;;12.4;32.7;3.4
153;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2021;28.6;9.8;18.7;;17.9;3.7;6.8;1.7;6.7;3.5;0.9;0.6;1.5;0.5;2.2;15.2;10.2;10.5;4.2;;;;;;;;;17.7;32.9;3.7
154;Ondergrens 95%-interval;Mannen;25 tot 35 jaar;2023;25.5;6.5;14.3;;15.3;2.2;5.2;1.0;4.9;1.3;0.5;0.5;1.1;0.0;1.4;;;;;5.2;31.7;3.9;23.7;2.8;0.5;0.0;0.8;9.9;23.2;3.7
155;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2015;25.2;7.5;18.1;2.2;;;;;;;;;;;;15.3;10.0;8.0;1.7;;;;;;;;;9.6;29.0;3.4
156;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2017;29.6;7.5;15.8;3.7;;;;;;;;;;;;15.9;8.6;8.5;1.6;;;;;;;;;13.8;36.5;3.5
157;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2019;26.2;8.3;17.2;;16.1;2.4;5.0;0.8;4.2;4.0;0.2;0.4;0.9;0.1;2.4;13.0;8.2;8.7;3.2;;;;;;;;;11.2;27.5;3.4
158;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2021;26.3;6.9;16.5;;18.3;4.2;6.6;1.2;8.3;3.7;1.6;0.3;1.4;0.1;1.4;14.7;8.1;6.9;3.8;;;;;;;;;13.6;29.7;3.8
159;Ondergrens 95%-interval;Mannen;35 tot 45 jaar;2023;25.1;8.5;14.1;;15.1;3.7;4.7;1.4;6.1;2.4;1.2;0.8;1.0;0.1;0.8;;;;;4.7;34.8;4.5;26.7;2.5;0.2;0.1;1.7;14.7;27.7;3.7
160;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2015;24.2;5.8;16.2;1.6;;;;;;;;;;;;14.8;6.6;10.3;3.9;;;;;;;;;11.5;28.1;3.0
161;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2017;27.3;6.5;17.7;3.0;;;;;;;;;;;;17.8;8.9;10.1;2.2;;;;;;;;;13.1;32.3;3.1
162;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2019;28.3;6.9;15.6;;14.3;2.4;5.6;1.4;4.5;2.3;1.6;0.3;1.3;0.1;1.2;14.2;8.6;9.1;2.8;;;;;;;;;13.5;30.7;3.3
163;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2021;25.4;7.1;13.8;;16.4;2.7;5.5;1.5;6.6;3.5;0.8;0.4;1.8;0.0;2.3;16.4;8.9;8.7;4.3;;;;;;;;;11.9;31.0;3.5
164;Ondergrens 95%-interval;Mannen;45 tot 55 jaar;2023;26.3;8.6;15.4;;13.7;3.3;4.6;1.2;5.1;1.9;0.6;0.2;1.0;0.1;2.0;;;;;4.5;36.8;3.8;26.9;3.7;0.4;0.1;3.3;11.0;29.1;3.5
165;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2015;20.7;3.9;11.9;2.2;;;;;;;;;;;;13.7;5.5;6.1;3.0;;;;;;;;;9.1;28.6;2.9
166;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2017;23.8;5.4;13.0;2.1;;;;;;;;;;;;15.2;6.9;7.4;3.1;;;;;;;;;13.4;32.6;2.8
167;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2019;27.4;5.4;14.8;;13.7;2.3;4.2;1.0;3.8;3.3;0.5;0.3;0.8;0.1;1.3;14.9;6.8;8.4;2.5;;;;;;;;;11.2;30.0;2.8
168;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2021;24.3;6.0;13.5;;11.8;2.3;3.9;0.8;4.3;1.9;0.4;0.2;0.4;0.0;1.3;13.1;6.4;6.0;4.9;;;;;;;;;12.2;31.7;3.3
169;Ondergrens 95%-interval;Mannen;55 tot 65 jaar;2023;28.6;5.5;14.6;;15.1;3.7;5.3;0.7;4.9;2.7;0.5;0.2;0.3;0.0;0.9;;;;;4.6;36.6;4.3;26.7;4.4;0.3;0.2;1.6;13.5;30.1;3.0
170;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2015;12.1;1.9;8.6;0.9;;;;;;;;;;;;5.8;3.1;3.8;3.5;;;;;;;;;4.4;18.1;2.3
171;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2017;10.2;0.9;8.4;1.0;;;;;;;;;;;;7.9;3.3;4.4;2.1;;;;;;;;;4.2;17.1;2.3
172;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2019;10.9;2.1;7.3;;6.2;0.7;1.8;0.3;1.0;0.9;0.2;0.0;0.1;0.0;1.2;11.4;6.0;4.0;2.4;;;;;;;;;6.2;19.2;2.4
173;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2021;15.2;2.8;10.5;;6.2;0.7;2.2;0.3;1.5;1.0;0.2;0.1;0.0;0.0;0.4;10.8;4.3;4.7;3.8;;;;;;;;;6.5;21.4;2.7
174;Ondergrens 95%-interval;Mannen;65 jaar of ouder;2023;12.9;2.9;9.0;;6.5;0.5;1.8;0.3;0.9;1.8;0.1;0.2;0.3;0.0;0.4;;;;;2.5;35.6;5.4;25.0;4.1;0.2;0.0;0.8;5.9;16.8;2.5
175;Ondergrens 95%-interval;Vrouwen;Totaal;2015;9.6;1.7;3.7;0.3;;;;;;;;;;;;18.8;6.9;3.7;3.9;;;;;;;;;6.1;27.1;3.2
176;Ondergrens 95%-interval;Vrouwen;Totaal;2017;11.2;2.0;3.9;0.5;;;;;;;;;;;;18.2;7.6;4.8;3.0;;;;;;;;;6.4;27.6;3.3
177;Ondergrens 95%-interval;Vrouwen;Totaal;2019;9.0;1.4;3.6;;4.7;0.1;1.0;0.1;2.0;0.5;0.1;0.1;0.4;0.0;0.6;18.1;7.2;5.1;4.6;;;;;;;;;7.9;25.3;3.3
178;Ondergrens 95%-interval;Vrouwen;Totaal;2021;10.4;1.5;4.1;;5.7;0.2;1.3;0.2;2.5;0.3;0.2;0.2;0.7;0.0;1.2;17.4;7.3;4.1;7.5;;;;;;;;;7.8;27.1;3.7
179;Ondergrens 95%-interval;Vrouwen;Totaal;2023;11.2;1.7;3.6;;6.1;0.2;1.0;0.2;2.3;0.5;0.1;0.4;0.5;0.0;0.9;;;;;3.4;51.9;17.9;34.4;3.5;0.5;0.1;0.5;8.7;23.4;3.6
180;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Ondergrens 95%-interval;Vrouwen;15 tot 25 jaar;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2015;7.5;1.3;1.7;0.3;;;;;;;;;;;;14.6;3.9;2.8;1.4;;;;;;;;;3.9;24.6;3.5
186;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2017;10.9;4.4;1.9;0.1;;;;;;;;;;;;15.4;9.4;2.8;1.6;;;;;;;;;5.9;26.8;3.2
187;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2019;6.0;2.1;3.2;;4.5;0.0;1.2;0.0;1.4;0.0;0.2;0.2;0.1;0.0;0.1;18.2;7.4;4.8;4.5;;;;;;;;;9.2;25.2;3.6
188;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2021;9.6;1.8;2.1;;5.6;0.3;0.5;0.2;3.3;0.1;0.0;0.0;0.5;0.0;0.2;15.8;8.5;4.2;10.3;;;;;;;;;9.4;26.7;4.0
189;Ondergrens 95%-interval;Vrouwen;25 tot 35 jaar;2023;10.5;1.1;5.1;;5.6;0.0;0.7;0.1;1.6;0.2;0.0;0.4;0.2;0.0;1.0;;;;;4.4;47.7;21.5;25.3;1.2;0.4;0.0;0.0;13.5;22.8;3.9
190;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2015;9.2;1.3;3.8;0.3;;;;;;;;;;;;17.2;6.6;2.8;2.8;;;;;;;;;6.9;26.9;3.4
191;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2017;9.2;0.9;2.2;0.4;;;;;;;;;;;;14.3;6.9;5.3;3.5;;;;;;;;;6.5;24.3;3.7
192;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2019;8.6;0.5;3.4;;3.7;0.1;0.7;0.0;1.0;0.0;0.0;0.0;0.1;0.0;1.1;14.0;5.7;4.5;4.1;;;;;;;;;6.2;21.8;3.5
193;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2021;7.3;0.9;3.3;;5.1;0.1;1.0;0.0;1.7;0.1;0.4;0.1;0.7;0.0;0.8;15.3;6.3;3.5;8.8;;;;;;;;;6.5;23.1;3.8
194;Ondergrens 95%-interval;Vrouwen;35 tot 45 jaar;2023;11.0;1.2;2.3;;6.6;0.1;0.6;0.0;2.1;0.3;0.1;0.3;0.5;0.0;0.9;;;;;3.6;45.8;17.7;29.5;1.2;0.7;0.2;0.5;8.1;24.1;3.7
195;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2015;8.1;1.3;3.2;0.2;;;;;;;;;;;;16.3;6.3;2.6;3.4;;;;;;;;;5.5;27.2;3.1
196;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2017;9.6;0.8;3.6;0.4;;;;;;;;;;;;16.7;5.9;3.8;1.8;;;;;;;;;4.2;25.3;3.3
197;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2019;9.6;0.9;2.3;;4.8;0.0;0.6;0.0;2.5;0.6;0.2;0.1;0.5;0.0;0.3;17.4;6.4;3.9;3.4;;;;;;;;;6.0;25.2;3.3
198;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2021;11.1;1.4;4.2;;5.6;0.2;1.2;0.2;2.2;0.2;0.1;0.2;0.8;0.0;1.3;16.6;7.2;3.5;5.8;;;;;;;;;7.7;29.0;3.7
199;Ondergrens 95%-interval;Vrouwen;45 tot 55 jaar;2023;9.2;1.2;2.3;;4.2;0.2;0.5;0.1;1.8;0.2;0.1;0.1;0.2;0.0;0.6;;;;;2.7;53.9;14.9;37.2;4.0;0.3;0.2;0.4;5.9;19.5;3.7
200;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2015;9.0;1.1;3.2;0.0;;;;;;;;;;;;18.6;6.6;3.4;4.9;;;;;;;;;4.0;21.7;2.5
201;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2017;11.2;1.1;4.3;0.6;;;;;;;;;;;;18.2;5.3;3.8;2.6;;;;;;;;;5.9;26.4;2.9
202;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2019;6.2;1.0;2.7;;3.1;0.0;0.6;0.0;1.2;0.4;0.0;0.0;0.3;0.0;0.3;18.3;5.9;3.9;3.1;;;;;;;;;7.7;22.3;2.8
203;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2021;9.2;1.0;3.6;;4.0;0.0;1.1;0.1;1.2;0.4;0.0;0.1;0.1;0.0;0.9;17.2;5.3;2.8;5.0;;;;;;;;;5.4;24.9;3.2
204;Ondergrens 95%-interval;Vrouwen;55 tot 65 jaar;2023;9.9;1.0;2.5;;3.8;0.0;0.8;0.0;1.0;0.1;0.0;0.1;0.3;0.0;0.2;;;;;1.6;52.0;16.1;34.4;3.5;0.1;0.0;0.3;5.9;21.8;3.1
205;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2017;5.5;0.8;2.7;0.0;;;;;;;;;;;;15.2;3.6;1.9;2.4;;;;;;;;;2.6;21.9;1.8
207;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2019;4.4;0.4;2.3;;1.2;0.3;0.1;0.1;0.3;0.1;0.0;0.0;0.0;0.0;0.1;7.9;2.9;3.2;2.4;;;;;;;;;1.8;15.2;1.9
208;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2021;5.9;0.0;1.5;;1.3;0.0;0.1;0.0;0.3;0.1;0.0;0.0;0.1;0.0;0.5;10.8;0.9;1.7;1.0;;;;;;;;;2.8;14.9;2.2
209;Ondergrens 95%-interval;Vrouwen;65 jaar of ouder;2023;5.2;0.3;2.1;;3.2;0.0;0.3;0.0;1.4;0.5;0.0;0.1;0.2;0.0;0.3;;;;;0.4;41.8;7.7;29.0;3.0;0.0;0.0;0.1;3.5;14.6;2.3
210;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2015;22.4;6.7;14.8;2.8;;;;;;;;;;;;18.6;9.8;9.2;5.0;;;;;;;;;12.1;32.5;3.3
211;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2017;23.9;6.8;14.1;3.2;;;;;;;;;;;;19.4;10.2;9.6;3.9;;;;;;;;;13.0;34.7;3.5
212;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2019;23.3;7.0;14.2;;13.9;2.8;5.3;1.6;5.4;3.6;1.3;0.9;1.9;0.4;2.7;18.8;10.5;10.1;5.1;;;;;;;;;13.1;31.9;3.4
213;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2021;22.8;6.9;13.6;;14.2;3.2;5.5;1.7;6.5;3.2;1.4;0.8;1.9;0.4;2.5;18.5;10.0;8.4;7.4;;;;;;;;;13.6;32.7;3.7
214;Bovengrens 95%-interval;Totaal mannen en vrouwen;Totaal;2023;23.5;7.2;13.3;;14.1;3.5;5.2;1.7;5.8;2.8;1.3;1.1;1.6;0.3;2.2;;;;;6.0;45.5;11.6;32.9;5.2;1.1;0.4;2.5;13.6;29.4;3.7
215;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2021;38.6;19.7;26.5;;26.2;7.0;15.8;8.9;15.0;11.6;7.1;6.0;7.6;5.0;7.5;22.0;19.9;17.7;17.3;;;;;;;;;22.4;42.1;3.9
219;Bovengrens 95%-interval;Totaal mannen en vrouwen;15 tot 25 jaar;2023;36.5;20.4;28.6;;31.3;12.0;14.9;7.8;13.8;11.3;5.2;5.4;7.7;;8.4;;;;;8.0;35.5;10.8;27.0;9.8;;;5.1;23.9;41.4;3.9
220;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2015;28.6;11.4;19.5;5.8;;;;;;;;;;;;18.5;13.5;12.8;5.2;;;;;;;;;18.7;40.1;3.9
221;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2017;28.5;12.5;17.0;4.2;;;;;;;;;;;;20.9;14.7;12.1;5.6;;;;;;;;;16.0;41.2;4.1
222;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2019;27.5;11.9;20.7;;20.4;4.5;8.7;3.4;10.2;6.0;2.8;2.4;4.2;1.5;5.2;23.3;16.0;15.9;6.9;;;;;;;;;18.5;39.9;4.1
223;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2021;29.2;11.8;18.8;;19.7;5.5;8.5;3.3;9.9;5.2;2.3;1.8;3.5;1.6;3.9;22.0;15.2;13.6;10.7;;;;;;;;;21.2;38.8;4.3
224;Bovengrens 95%-interval;Totaal mannen en vrouwen;25 tot 35 jaar;2023;28.0;9.1;17.5;;18.6;4.5;7.9;3.2;8.1;3.4;2.1;2.5;3.1;1.1;4.2;;;;;10.1;47.1;16.4;33.0;5.7;2.5;;2.3;17.7;31.5;4.4
225;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2015;26.0;9.1;18.6;3.8;;;;;;;;;;;;22.1;13.7;10.3;4.7;;;;;;;;;13.5;35.5;3.8
226;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2017;28.8;8.7;16.0;5.3;;;;;;;;;;;;21.2;12.7;11.9;4.7;;;;;;;;;16.4;39.3;4.0
227;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2019;26.1;9.4;17.4;;16.9;4.2;6.6;1.9;6.3;5.3;1.1;1.8;2.4;0.8;4.8;19.5;12.2;11.8;7.1;;;;;;;;;14.4;32.6;3.9
228;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2021;24.3;7.7;15.9;;17.9;5.0;7.6;2.0;9.2;4.7;2.9;1.3;3.0;0.9;2.8;19.9;11.2;9.0;9.0;;;;;;;;;15.4;33.2;4.2
229;Bovengrens 95%-interval;Totaal mannen en vrouwen;35 tot 45 jaar;2023;26.1;9.6;14.5;;17.3;4.9;6.2;2.8;8.3;3.9;2.8;2.2;2.6;0.7;2.6;;;;;8.0;46.3;13.8;34.7;4.3;1.9;1.0;3.4;17.6;33.2;4.2
230;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2015;23.1;6.8;15.5;2.6;;;;;;;;;;;;20.2;9.9;10.9;6.4;;;;;;;;;13.2;33.5;3.3
231;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2017;25.2;6.8;16.1;3.7;;;;;;;;;;;;21.9;11.1;11.0;3.7;;;;;;;;;13.2;34.8;3.5
232;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2019;25.9;7.3;14.1;;14.4;2.9;6.0;2.1;6.4;3.4;2.5;1.0;2.4;0.7;2.3;20.3;11.3;10.4;5.5;;;;;;;;;14.4;34.1;3.6
233;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2021;24.0;7.3;13.3;;15.6;3.4;6.0;2.3;7.3;3.8;1.6;1.1;2.9;0.4;3.7;20.6;11.4;9.5;7.3;;;;;;;;;13.7;35.1;3.9
234;Bovengrens 95%-interval;Totaal mannen en vrouwen;45 tot 55 jaar;2023;24.4;8.8;14.0;;13.8;4.2;5.3;2.3;6.6;2.8;1.6;0.9;2.0;0.6;3.2;;;;;6.5;49.9;11.7;36.9;6.4;1.5;0.9;4.3;12.7;30.7;3.9
235;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2015;22.0;5.7;13.1;3.2;;;;;;;;;;;;21.0;9.5;8.6;6.6;;;;;;;;;11.2;32.5;3.1
236;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2017;24.4;6.6;13.9;3.3;;;;;;;;;;;;21.1;9.7;9.4;5.2;;;;;;;;;14.7;36.1;3.2
237;Bovengrens 95%-interval;Totaal mannen en vrouwen;55 tot 65 jaar;2019;24.5;6.3;14.3;;13.5;3.0;5.1;1.8;5.2;4.3;1.2;1.0;1.9;0.6;2.4;21.3;9.9;10.2;4.9;;;;;;;;;13.9;32.8;3.1
