ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
437;Utrecht (SG);Winst;18.3;34.1
438;Utrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;21.9;16.5
439;Utrecht (SG);Pensioen;50.7;24.8
440;Amsterdam (SG);Totaal particulier huishouden;650.4;27.9
441;Amsterdam (SG);Loon;368.8;32.5
442;Amsterdam (SG);Winst;59.7;28.3
443;Amsterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;84.4;15.6
444;Amsterdam (SG);Pensioen;129.1;22.7
445;Haarlem (SG);Totaal particulier huishouden;174.8;30.7
446;Haarlem (SG);Loon;94.3;35.0
447;Haarlem (SG);Winst;14.9;33.2
448;Haarlem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.6;17.1
449;Haarlem (SG);Pensioen;48.6;25.4
450;Leiden (SG);Totaal particulier huishouden;132.4;31.8
451;Leiden (SG);Loon;79.0;35.6
452;Leiden (SG);Winst;11.1;35.6
453;Leiden (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.9;16.9
454;Leiden (SG);Pensioen;31.6;25.3
455;'s-Gravenhage (SG);Totaal particulier huishouden;427.3;28.9
456;'s-Gravenhage (SG);Loon;238.4;33.1
457;'s-Gravenhage (SG);Winst;33.5;31.0
458;'s-Gravenhage (SG);Werkloosheid,bijstand,arbeidsongeschikt;46.0;15.8
459;'s-Gravenhage (SG);Pensioen;103.9;24.6
460;Rotterdam (SG);Totaal particulier huishouden;519.3;27.1
461;Rotterdam (SG);Loon;282.5;31.9
462;Rotterdam (SG);Winst;33.8;30.2
463;Rotterdam (SG);Werkloosheid,bijstand,arbeidsongeschikt;67.6;15.5
464;Rotterdam (SG);Pensioen;129.6;21.9
465;Dordrecht (SG);Totaal particulier huishouden;118.9;29.0
466;Dordrecht (SG);Loon;67.4;33.2
467;Dordrecht (SG);Winst;8.3;32.6
468;Dordrecht (SG);Werkloosheid,bijstand,arbeidsongeschikt;10.4;16.3
469;Dordrecht (SG);Pensioen;31.6;23.0
470;Breda (SG);Totaal particulier huishouden;127.2;29.5
471;Breda (SG);Loon;72.0;33.8
472;Breda (SG);Winst;10.6;32.8
473;Breda (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.1;16.9
474;Breda (SG);Pensioen;32.2;23.4
475;Tilburg (SG);Totaal particulier huishouden;116.3;28.6
476;Tilburg (SG);Loon;66.7;32.8
477;Tilburg (SG);Winst;9.1;31.6
478;Tilburg (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.0;17.3
479;Tilburg (SG);Pensioen;27.9;22.3
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.1;30.0
481;'s-Hertogenbosch (SG);Loon;44.0;34.5
482;'s-Hertogenbosch (SG);Winst;7.2;30.9
483;'s-Hertogenbosch (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.1;17.3
484;'s-Hertogenbosch (SG);Pensioen;18.7;24.4
485;Eindhoven (SG);Totaal particulier huishouden;172.1;29.4
486;Eindhoven (SG);Loon;94.7;33.5
487;Eindhoven (SG);Winst;12.9;30.7
488;Eindhoven (SG);Werkloosheid,bijstand,arbeidsongeschikt;16.7;17.2
489;Eindhoven (SG);Pensioen;45.6;25.1
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.5;28.3
491;Geleen/Sittard (SG);Loon;34.1;33.4
492;Geleen/Sittard (SG);Winst;4.1;30.8
493;Geleen/Sittard (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.9;17.8
494;Geleen/Sittard (SG);Pensioen;18.4;23.3
495;Heerlen (SG);Totaal particulier huishouden;114.6;26.3
496;Heerlen (SG);Loon;57.5;31.2
497;Heerlen (SG);Winst;6.7;29.0
498;Heerlen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.8;16.3
499;Heerlen (SG);Pensioen;33.3;22.1
500;Maastricht (SG);Totaal particulier huishouden;77.0;27.8
501;Maastricht (SG);Loon;39.1;32.7
502;Maastricht (SG);Winst;6.0;30.6
503;Maastricht (SG);Werkloosheid,bijstand,arbeidsongeschikt;9.0;16.9
504;Maastricht (SG);Pensioen;21.8;23.1
505;Aa en Hunze;Totaal particulier huishouden;10.3;30.0
506;Aa en Hunze;Loon;5.3;35.0
507;Aa en Hunze;Winst;1.2;29.2
508;Aa en Hunze;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.8
509;Aa en Hunze;Pensioen;3.1;23.6
510;Aalburg;Totaal particulier huishouden;4.1;32.5
511;Aalburg;Loon;2.2;36.8
512;Aalburg;Winst;0.7;35.2
513;Aalburg;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.3
514;Aalburg;Pensioen;1.0;22.2
515;Aalsmeer;Totaal particulier huishouden;9.4;33.1
516;Aalsmeer;Loon;5.3;38.3
517;Aalsmeer;Winst;0.9;34.1
518;Aalsmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.2
519;Aalsmeer;Pensioen;2.5;24.0
520;Aalten;Totaal particulier huishouden;10.5;28.8
521;Aalten;Loon;5.9;32.3
522;Aalten;Winst;1.0;35.8
523;Aalten;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.9
524;Aalten;Pensioen;3.0;21.1
525;Abcoude;Totaal particulier huishouden;3.4;41.2
526;Abcoude;Loon;1.7;47.1
527;Abcoude;Winst;0.6;42.0
528;Abcoude;Werkloosheid,bijstand,arbeidsongeschikt;0.1;20.1
529;Abcoude;Pensioen;0.9;30.5
530;Achtkarspelen;Totaal particulier huishouden;11.0;26.3
531;Achtkarspelen;Loon;5.7;30.4
532;Achtkarspelen;Winst;1.1;30.9
533;Achtkarspelen;Werkloosheid,bijstand,arbeidsongeschikt;1.3;17.7
534;Achtkarspelen;Pensioen;2.8;20.3
535;Alblasserdam;Totaal particulier huishouden;7.2;28.6
536;Alblasserdam;Loon;3.9;33.8
537;Alblasserdam;Winst;0.5;31.5
538;Alblasserdam;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.9
539;Alblasserdam;Pensioen;2.3;21.5
540;Albrandswaard;Totaal particulier huishouden;8.0;35.1
541;Albrandswaard;Loon;5.0;38.9
542;Albrandswaard;Winst;0.6;36.6
543;Albrandswaard;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.6
544;Albrandswaard;Pensioen;1.8;26.3
545;Alkemade;Totaal particulier huishouden;5.4;32.3
546;Alkemade;Loon;3.2;37.4
547;Alkemade;Winst;0.7;32.8
548;Alkemade;Werkloosheid,bijstand,arbeidsongeschikt;0.2;18.3
549;Alkemade;Pensioen;1.3;22.1
550;Alkmaar;Totaal particulier huishouden;41.4;27.4
551;Alkmaar;Loon;23.9;31.2
552;Alkmaar;Winst;3.0;29.2
553;Alkmaar;Werkloosheid,bijstand,arbeidsongeschikt;4.4;16.6
554;Alkmaar;Pensioen;9.5;22.9
555;Almelo;Totaal particulier huishouden;30.0;26.0
556;Almelo;Loon;15.5;30.4
557;Almelo;Winst;2.1;29.4
558;Almelo;Werkloosheid,bijstand,arbeidsongeschikt;4.2;17.3
559;Almelo;Pensioen;7.7;21.6
560;Almere;Totaal particulier huishouden;67.8;29.6
561;Almere;Loon;45.7;33.1
562;Almere;Winst;4.9;29.8
563;Almere;Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.1
564;Almere;Pensioen;9.8;22.5
565;Alphen aan den Rijn;Totaal particulier huishouden;28.3;31.8
566;Alphen aan den Rijn;Loon;18.2;34.9
567;Alphen aan den Rijn;Winst;2.2;32.9
568;Alphen aan den Rijn;Werkloosheid,bijstand,arbeidsongeschikt;1.7;18.4
569;Alphen aan den Rijn;Pensioen;5.9;24.9
570;Alphen-Chaam;Totaal particulier huishouden;3.6;31.8
571;Alphen-Chaam;Loon;1.9;37.5
572;Alphen-Chaam;Winst;0.6;28.4
573;Alphen-Chaam;Werkloosheid,bijstand,arbeidsongeschikt;0.1;20.0
574;Alphen-Chaam;Pensioen;1.0;24.6
575;Ambt Montfort;Totaal particulier huishouden;4.3;29.5
576;Ambt Montfort;Loon;2.4;33.9
577;Ambt Montfort;Winst;0.4;31.8
578;Ambt Montfort;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.4
579;Ambt Montfort;Pensioen;1.1;22.4
580;Ameland;Totaal particulier huishouden;1.5;26.5
581;Ameland;Loon;0.7;27.6
582;Ameland;Winst;0.3;30.0
583;Ameland;Werkloosheid,bijstand,arbeidsongeschikt;0.1;16.2
584;Ameland;Pensioen;0.3;21.7
585;Amerongen;Totaal particulier huishouden;2.8;32.3
586;Amerongen;Loon;1.3;37.5
587;Amerongen;Winst;0.4;35.1
588;Amerongen;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.1
589;Amerongen;Pensioen;0.9;25.2
590;Amersfoort;Totaal particulier huishouden;55.8;30.5
591;Amersfoort;Loon;34.0;34.4
592;Amersfoort;Winst;4.0;33.6
593;Amersfoort;Werkloosheid,bijstand,arbeidsongeschikt;5.4;17.3
594;Amersfoort;Pensioen;11.7;24.5
595;Amstelveen;Totaal particulier huishouden;35.0;33.9
596;Amstelveen;Loon;19.1;39.0
597;Amstelveen;Winst;2.7;34.6
598;Amstelveen;Werkloosheid,bijstand,arbeidsongeschikt;2.2;19.1
599;Amstelveen;Pensioen;10.4;27.1
600;Amsterdam;Totaal particulier huishouden;359.2;25.2
601;Amsterdam;Loon;193.8;30.0
602;Amsterdam;Winst;34.8;25.5
603;Amsterdam;Werkloosheid,bijstand,arbeidsongeschikt;60.7;14.7
604;Amsterdam;Pensioen;64.7;20.9
605;Andijk;Totaal particulier huishouden;2.5;29.3
606;Andijk;Loon;1.4;33.0
607;Andijk;Winst;0.4;29.9
608;Andijk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.9
609;Andijk;Pensioen;0.6;20.8
610;Anna Paulowna;Totaal particulier huishouden;5.4;27.8
611;Anna Paulowna;Loon;3.0;32.3
612;Anna Paulowna;Winst;0.6;21.8
613;Anna Paulowna;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.3
614;Anna Paulowna;Pensioen;1.3;23.2
615;Apeldoorn;Totaal particulier huishouden;64.7;29.1
616;Apeldoorn;Loon;36.6;33.1
617;Apeldoorn;Winst;4.2;31.5
618;Apeldoorn;Werkloosheid,bijstand,arbeidsongeschikt;5.5;17.1
619;Apeldoorn;Pensioen;17.6;24.0
620;Appingedam;Totaal particulier huishouden;5.5;25.4
621;Appingedam;Loon;2.7;30.2
622;Appingedam;Winst;0.3;25.8
623;Appingedam;Werkloosheid,bijstand,arbeidsongeschikt;0.6;16.6
624;Appingedam;Pensioen;1.8;20.7
625;Arcen en Velden;Totaal particulier huishouden;3.5;30.4
626;Arcen en Velden;Loon;1.9;36.4
627;Arcen en Velden;Winst;0.4;28.6
628;Arcen en Velden;Werkloosheid,bijstand,arbeidsongeschikt;0.2;16.7
629;Arcen en Velden;Pensioen;0.9;23.0
630;Arnhem;Totaal particulier huishouden;63.4;25.6
631;Arnhem;Loon;35.0;29.3
632;Arnhem;Winst;4.4;28.2
633;Arnhem;Werkloosheid,bijstand,arbeidsongeschikt;9.6;15.7
634;Arnhem;Pensioen;13.2;23.0
635;Assen;Totaal particulier huishouden;26.1;27.4
636;Assen;Loon;15.1;30.6
637;Assen;Winst;1.6;30.6
638;Assen;Werkloosheid,bijstand,arbeidsongeschikt;2.7;17.1
639;Assen;Pensioen;6.2;24.0
640;Asten;Totaal particulier huishouden;6.2;31.3
641;Asten;Loon;3.4;36.1
642;Asten;Winst;0.8;32.2
643;Asten;Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.4
644;Asten;Pensioen;1.5;22.2
645;Baarle-Nassau;Totaal particulier huishouden;2.7;28.9
646;Baarle-Nassau;Loon;1.4;34.8
647;Baarle-Nassau;Winst;0.4;27.6
648;Baarle-Nassau;Werkloosheid,bijstand,arbeidsongeschikt;0.2;14.7
649;Baarle-Nassau;Pensioen;0.8;22.7
650;Baarn;Totaal particulier huishouden;10.4;31.6
651;Baarn;Loon;5.4;35.3
652;Baarn;Winst;1.0;35.6
653;Baarn;Werkloosheid,bijstand,arbeidsongeschikt;0.8;18.0
654;Baarn;Pensioen;3.1;27.5
655;Barendrecht;Totaal particulier huishouden;15.1;34.1
656;Barendrecht;Loon;9.8;38.0
657;Barendrecht;Winst;1.3;35.9
658;Barendrecht;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.7
659;Barendrecht;Pensioen;3.4;24.6
660;Barneveld;Totaal particulier huishouden;17.0;32.2
661;Barneveld;Loon;9.7;35.2
662;Barneveld;Winst;2.4;36.9
663;Barneveld;Werkloosheid,bijstand,arbeidsongeschikt;0.8;19.7
664;Barneveld;Pensioen;3.8;24.1
665;Bedum;Totaal particulier huishouden;4.1;28.8
666;Bedum;Loon;2.4;32.4
667;Bedum;Winst;0.4;32.5
668;Bedum;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.4
669;Bedum;Pensioen;1.0;22.3
670;Beek (L.);Totaal particulier huishouden;7.0;30.6
671;Beek (L.);Loon;3.8;35.5
672;Beek (L.);Winst;0.5;32.9
673;Beek (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.8
674;Beek (L.);Pensioen;1.9;24.3
675;Beemster;Totaal particulier huishouden;3.3;33.1
676;Beemster;Loon;1.6;38.9
677;Beemster;Winst;0.6;35.5
678;Beemster;Werkloosheid,bijstand,arbeidsongeschikt;0.1;16.8
679;Beemster;Pensioen;1.0;24.7
680;Beesel;Totaal particulier huishouden;5.3;28.8
681;Beesel;Loon;3.1;33.1
682;Beesel;Winst;0.4;30.1
683;Beesel;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.8
684;Beesel;Pensioen;1.4;21.3
685;Bellingwedde;Totaal particulier huishouden;4.2;24.7
686;Bellingwedde;Loon;1.8;30.5
687;Bellingwedde;Winst;0.5;26.5
688;Bellingwedde;Werkloosheid,bijstand,arbeidsongeschikt;0.6;16.9
689;Bellingwedde;Pensioen;1.3;20.2
690;Bennebroek;Totaal particulier huishouden;2.1;38.3
691;Bennebroek;Loon;0.9;46.3
692;Bennebroek;Winst;0.2;38.3
693;Bennebroek;Werkloosheid,bijstand,arbeidsongeschikt;0.1;18.1
694;Bennebroek;Pensioen;0.8;32.4
695;Bergambacht;Totaal particulier huishouden;3.5;33.8
696;Bergambacht;Loon;2.0;38.2
697;Bergambacht;Winst;0.4;42.6
698;Bergambacht;Werkloosheid,bijstand,arbeidsongeschikt;0.1;22.1
699;Bergambacht;Pensioen;1.0;23.3
700;Bergeijk;Totaal particulier huishouden;6.8;31.7
701;Bergeijk;Loon;3.6;37.0
702;Bergeijk;Winst;1.0;31.6
703;Bergeijk;Werkloosheid,bijstand,arbeidsongeschikt;0.4;17.8
704;Bergeijk;Pensioen;1.8;24.4
705;Bergen (L.);Totaal particulier huishouden;5.3;29.0
706;Bergen (L.);Loon;3.0;34.3
707;Bergen (L.);Winst;0.5;29.3
708;Bergen (L.);Werkloosheid,bijstand,arbeidsongeschikt;0.4;19.8
709;Bergen (L.);Pensioen;1.4;20.5
710;Bergen (NH.);Totaal particulier huishouden;13.2;32.7
711;Bergen (NH.);Loon;6.1;37.6
712;Bergen (NH.);Winst;1.7;33.5
713;Bergen (NH.);Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.3
714;Bergen (NH.);Pensioen;4.2;26.7
715;Bergen op Zoom;Totaal particulier huishouden;27.8;28.5
716;Bergen op Zoom;Loon;15.5;33.0
717;Bergen op Zoom;Winst;2.0;29.5
718;Bergen op Zoom;Werkloosheid,bijstand,arbeidsongeschikt;2.6;17.4
719;Bergen op Zoom;Pensioen;7.3;22.6
720;Bergschenhoek;Totaal particulier huishouden;5.7;36.4
721;Bergschenhoek;Loon;4.0;39.8
722;Bergschenhoek;Winst;0.6;33.1
723;Bergschenhoek;Werkloosheid,bijstand,arbeidsongeschikt;0.2;17.7
724;Bergschenhoek;Pensioen;0.9;24.7
725;Berkel en Rodenrijs;Totaal particulier huishouden;6.8;33.7
726;Berkel en Rodenrijs;Loon;3.9;39.1
727;Berkel en Rodenrijs;Winst;0.8;28.7
728;Berkel en Rodenrijs;Werkloosheid,bijstand,arbeidsongeschikt;0.4;20.4
729;Berkel en Rodenrijs;Pensioen;1.7;25.4
730;Berkelland;Totaal particulier huishouden;17.3;29.5
731;Berkelland;Loon;9.1;34.3
732;Berkelland;Winst;2.2;30.9
733;Berkelland;Werkloosheid,bijstand,arbeidsongeschikt;1.1;19.7
734;Berkelland;Pensioen;4.8;22.5
735;Bernheze;Totaal particulier huishouden;10.5;32.4
736;Bernheze;Loon;5.9;37.3
737;Bernheze;Winst;1.4;33.6
738;Bernheze;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.0
739;Bernheze;Pensioen;2.4;23.2
740;Bernisse;Totaal particulier huishouden;5.0;32.5
741;Bernisse;Loon;2.8;37.2
742;Bernisse;Winst;0.6;31.6
743;Bernisse;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.0
744;Bernisse;Pensioen;1.4;25.1
745;Best;Totaal particulier huishouden;11.3;32.2
746;Best;Loon;6.9;36.5
747;Best;Winst;0.9;34.5
748;Best;Werkloosheid,bijstand,arbeidsongeschikt;0.8;19.3
749;Best;Pensioen;2.5;23.8
750;Beuningen;Totaal particulier huishouden;9.6;31.5
751;Beuningen;Loon;5.9;35.4
752;Beuningen;Winst;0.9;33.7
753;Beuningen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.8
754;Beuningen;Pensioen;2.0;22.2
755;Beverwijk;Totaal particulier huishouden;16.2;28.3
756;Beverwijk;Loon;9.0;32.4
757;Beverwijk;Winst;1.1;30.9
758;Beverwijk;Werkloosheid,bijstand,arbeidsongeschikt;1.5;17.5
759;Beverwijk;Pensioen;4.4;23.0
760;Binnenmaas;Totaal particulier huishouden;7.8;33.4
761;Binnenmaas;Loon;4.5;37.2
762;Binnenmaas;Winst;0.8;35.9
763;Binnenmaas;Werkloosheid,bijstand,arbeidsongeschikt;0.3;18.2
764;Binnenmaas;Pensioen;2.1;25.7
765;Bladel;Totaal particulier huishouden;7.1;31.8
766;Bladel;Loon;4.1;36.1
767;Bladel;Winst;0.8;34.6
768;Bladel;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.5
769;Bladel;Pensioen;1.7;23.1
770;Blaricum;Totaal particulier huishouden;3.8;42.6
771;Blaricum;Loon;1.9;51.1
772;Blaricum;Winst;0.5;37.8
773;Blaricum;Werkloosheid,bijstand,arbeidsongeschikt;0.2;20.6
774;Blaricum;Pensioen;1.0;34.1
775;Bleiswijk;Totaal particulier huishouden;3.8;34.9
776;Bleiswijk;Loon;2.2;39.8
777;Bleiswijk;Winst;0.5;28.8
778;Bleiswijk;Werkloosheid,bijstand,arbeidsongeschikt;0.2;26.5
779;Bleiswijk;Pensioen;0.9;27.1
780;Bloemendaal;Totaal particulier huishouden;6.7;45.2
781;Bloemendaal;Loon;3.1;51.9
782;Bloemendaal;Winst;0.8;47.4
783;Bloemendaal;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.9
784;Bloemendaal;Pensioen;2.2;37.5
785;Boarnsterhim;Totaal particulier huishouden;7.8;27.2
786;Boarnsterhim;Loon;4.1;31.8
787;Boarnsterhim;Winst;1.2;25.3
788;Boarnsterhim;Werkloosheid,bijstand,arbeidsongeschikt;0.5;17.5
789;Boarnsterhim;Pensioen;1.9;21.5
790;Bodegraven;Totaal particulier huishouden;7.3;33.3
791;Bodegraven;Loon;4.4;36.5
792;Bodegraven;Winst;0.8;37.0
793;Bodegraven;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.7
794;Bodegraven;Pensioen;1.7;25.4
795;Boekel;Totaal particulier huishouden;3.3;31.2
796;Boekel;Loon;1.8;35.8
797;Boekel;Winst;0.5;31.8
798;Boekel;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.6
799;Boekel;Pensioen;0.7;20.9
800;Bolsward;Totaal particulier huishouden;4.0;25.8
801;Bolsward;Loon;2.2;29.4
802;Bolsward;Winst;0.3;26.0
803;Bolsward;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.3
804;Bolsward;Pensioen;1.1;20.9
805;Borger-Odoorn;Totaal particulier huishouden;10.6;27.2
806;Borger-Odoorn;Loon;5.2;32.3
807;Borger-Odoorn;Winst;1.2;24.1
808;Borger-Odoorn;Werkloosheid,bijstand,arbeidsongeschikt;1.0;19.1
809;Borger-Odoorn;Pensioen;3.1;22.4
810;Borne;Totaal particulier huishouden;8.0;30.3
811;Borne;Loon;4.5;34.5
812;Borne;Winst;0.8;33.8
813;Borne;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.6
814;Borne;Pensioen;2.2;23.5
815;Borsele;Totaal particulier huishouden;8.7;30.3
816;Borsele;Loon;4.8;33.6
817;Borsele;Winst;1.1;34.0
818;Borsele;Werkloosheid,bijstand,arbeidsongeschikt;0.4;18.6
819;Borsele;Pensioen;2.3;22.8
820;Boskoop;Totaal particulier huishouden;5.9;31.4
821;Boskoop;Loon;3.3;34.6
822;Boskoop;Winst;1.0;35.5
823;Boskoop;Werkloosheid,bijstand,arbeidsongeschikt;0.3;16.2
824;Boskoop;Pensioen;1.3;23.4
825;Boxmeer;Totaal particulier huishouden;11.1;30.9
826;Boxmeer;Loon;6.4;35.4
827;Boxmeer;Winst;1.2;32.6
828;Boxmeer;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.5
829;Boxmeer;Pensioen;2.7;23.2
830;Boxtel;Totaal particulier huishouden;11.6;30.6
831;Boxtel;Loon;6.5;34.7
832;Boxtel;Winst;1.1;33.0
833;Boxtel;Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.0
834;Boxtel;Pensioen;2.8;23.2
835;Breda;Totaal particulier huishouden;71.4;28.8
836;Breda;Loon;40.1;32.9
837;Breda;Winst;5.5;32.1
838;Breda;Werkloosheid,bijstand,arbeidsongeschikt;7.1;15.9
839;Breda;Pensioen;18.0;23.9
840;Breukelen;Totaal particulier huishouden;5.7;33.6
841;Breukelen;Loon;3.0;39.1
842;Breukelen;Winst;0.8;34.3
843;Breukelen;Werkloosheid,bijstand,arbeidsongeschikt;0.3;17.9
844;Breukelen;Pensioen;1.5;25.1
845;Brielle;Totaal particulier huishouden;6.7;31.6
846;Brielle;Loon;3.9;35.8
847;Brielle;Winst;0.6;29.7
848;Brielle;Werkloosheid,bijstand,arbeidsongeschikt;0.3;15.9
849;Brielle;Pensioen;1.7;26.4
850;Bronckhorst;Totaal particulier huishouden;14.4;30.9
851;Bronckhorst;Loon;7.3;36.0
852;Bronckhorst;Winst;2.0;31.3
853;Bronckhorst;Werkloosheid,bijstand,arbeidsongeschikt;0.7;21.0
854;Bronckhorst;Pensioen;4.3;23.9
855;Brummen;Totaal particulier huishouden;8.4;31.6
856;Brummen;Loon;4.5;36.4
857;Brummen;Winst;0.8;35.0
858;Brummen;Werkloosheid,bijstand,arbeidsongeschikt;0.6;19.8
859;Brummen;Pensioen;2.4;25.1
860;Brunssum;Totaal particulier huishouden;13.0;25.5
861;Brunssum;Loon;6.5;30.0
862;Brunssum;Winst;0.6;28.4
863;Brunssum;Werkloosheid,bijstand,arbeidsongeschikt;1.7;17.2
864;Brunssum;Pensioen;4.0;21.9
865;Bunnik;Totaal particulier huishouden;5.6;36.7
866;Bunnik;Loon;3.1;40.4
867;Bunnik;Winst;0.6;38.9
868;Bunnik;Werkloosheid,bijstand,arbeidsongeschikt;0.2;19.6
869;Bunnik;Pensioen;1.6;30.8
870;Bunschoten;Totaal particulier huishouden;6.7;32.3
871;Bunschoten;Loon;4.0;35.7
872;Bunschoten;Winst;0.9;37.7
873;Bunschoten;Werkloosheid,bijstand,arbeidsongeschikt;0.3;19.6
874;Bunschoten;Pensioen;1.4;22.9
875;Buren;Totaal particulier huishouden;9.7;32.2
876;Buren;Loon;5.5;37.3
877;Buren;Winst;1.5;32.7
878;Buren;Werkloosheid,bijstand,arbeidsongeschikt;0.5;20.3
879;Buren;Pensioen;2.2;22.1
880;Bussum;Totaal particulier huishouden;14.0;34.4
881;Bussum;Loon;6.9;41.0
882;Bussum;Winst;1.5;34.9
883;Bussum;Werkloosheid,bijstand,arbeidsongeschikt;0.9;16.3
884;Bussum;Pensioen;4.4;27.5
885;Capelle aan den IJssel;Totaal particulier huishouden;28.0;30.3
886;Capelle aan den IJssel;Loon;16.5;34.7
887;Capelle aan den IJssel;Winst;1.9;34.9
888;Capelle aan den IJssel;Werkloosheid,bijstand,arbeidsongeschikt;2.5;16.3
889;Capelle aan den IJssel;Pensioen;6.8;23.1
890;Castricum;Totaal particulier huishouden;14.2;34.0
891;Castricum;Loon;7.5;37.7
892;Castricum;Winst;1.5;36.6
893;Castricum;Werkloosheid,bijstand,arbeidsongeschikt;0.7;20.0
894;Castricum;Pensioen;4.3;29.0
895;Coevorden;Totaal particulier huishouden;14.8;27.1
896;Coevorden;Loon;7.3;31.8
897;Coevorden;Winst;1.5;26.3
898;Coevorden;Werkloosheid,bijstand,arbeidsongeschikt;1.4;18.3
899;Coevorden;Pensioen;4.4;22.1
900;Cranendonck;Totaal particulier huishouden;8.0;30.8
901;Cranendonck;Loon;4.5;35.0
902;Cranendonck;Winst;0.8;37.5
903;Cranendonck;Werkloosheid,bijstand,arbeidsongeschikt;0.6;18.6
904;Cranendonck;Pensioen;2.0;23.0
905;Cromstrijen;Totaal particulier huishouden;5.2;32.4
906;Cromstrijen;Loon;3.1;37.6
907;Cromstrijen;Winst;0.5;32.7
908;Cromstrijen;Werkloosheid,bijstand,arbeidsongeschikt;0.2;21.4
909;Cromstrijen;Pensioen;1.4;22.7
910;Cuijk;Totaal particulier huishouden;9.6;29.1
911;Cuijk;Loon;5.7;32.9
912;Cuijk;Winst;0.7;35.5
913;Cuijk;Werkloosheid,bijstand,arbeidsongeschikt;0.9;19.3
914;Cuijk;Pensioen;2.2;22.1
915;Culemborg;Totaal particulier huishouden;10.7;31.1
916;Culemborg;Loon;6.7;35.2
917;Culemborg;Winst;0.8;33.8
918;Culemborg;Werkloosheid,bijstand,arbeidsongeschikt;0.7;17.8
919;Culemborg;Pensioen;2.3;22.3
920;Dalfsen;Totaal particulier huishouden;9.7;31.7
921;Dalfsen;Loon;5.2;35.6
922;Dalfsen;Winst;1.3;35.4
923;Dalfsen;Werkloosheid,bijstand,arbeidsongeschikt;0.4;22.0
924;Dalfsen;Pensioen;2.6;23.5
925;Dantumadeel;Totaal particulier huishouden;7.4;26.6
926;Dantumadeel;Loon;3.7;31.0
927;Dantumadeel;Winst;0.8;29.7
928;Dantumadeel;Werkloosheid,bijstand,arbeidsongeschikt;0.7;18.7
929;Dantumadeel;Pensioen;2.1;20.5
930;De Bilt;Totaal particulier huishouden;17.9;35.8
931;De Bilt;Loon;9.0;40.7
932;De Bilt;Winst;1.7;39.5
933;De Bilt;Werkloosheid,bijstand,arbeidsongeschikt;0.9;18.6
934;De Bilt;Pensioen;6.0;29.2
935;De Marne;Totaal particulier huishouden;4.8;24.7
936;De Marne;Loon;2.2;29.1
937;De Marne;Winst;0.7;25.9
938;De Marne;Werkloosheid,bijstand,arbeidsongeschikt;0.5;15.7
939;De Marne;Pensioen;1.3;20.3
940;De Ronde Venen;Totaal particulier huishouden;13.3;34.9
941;De Ronde Venen;Loon;8.0;39.4
942;De Ronde Venen;Winst;1.5;35.6
943;De Ronde Venen;Werkloosheid,bijstand,arbeidsongeschikt;0.7;19.2
944;De Ronde Venen;Pensioen;3.0;25.4
945;De Wolden;Totaal particulier huishouden;9.3;29.3
946;De Wolden;Loon;4.4;34.4
947;De Wolden;Winst;1.4;30.7
948;De Wolden;Werkloosheid,bijstand,arbeidsongeschikt;0.5;19.4
