ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
4103;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 februari;23
4104;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 maart;18
4105;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 1e kwartaal;66
4106;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 april;15
4107;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 mei;21
4108;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 juni;24
4109;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 2e kwartaal;60
4110;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 juli;15
4111;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 augustus;38
4112;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 september;22
4113;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 3e kwartaal;75
4114;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 oktober;16
4115;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 november;22
4116;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 december;19
4117;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023 4e kwartaal;57
4118;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2023;258
4119;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 januari;26
4120;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 februari;23
4121;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 maart;22
4122;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 1e kwartaal;71
4123;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 april;25
4124;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 mei;17
4125;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 juni;31
4126;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 2e kwartaal;73
4127;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 juli;41
4128;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 augustus;17
4129;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 september;28
4130;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 3e kwartaal;86
4131;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 oktober;23
4132;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 november;16
4133;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 december;23
4134;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 4e kwartaal;62
4135;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2024 ;292
4136;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2025 januari;22
4137;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2025 februari;25
4138;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2025 maart;26
4139;Bedrijven, instellingen en eenmanszaken;Utrecht (PV);2025 1e kwartaal;73
4140;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 januari;97
4141;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 februari;87
4142;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 maart;147
4143;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 1e kwartaal;331
4144;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 april;123
4145;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 mei;84
4146;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 juni;134
4147;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 2e kwartaal;341
4148;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 juli;113
4149;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 augustus;99
4150;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 september;112
4151;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 3e kwartaal;324
4152;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 oktober;120
4153;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 november;106
4154;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 december;100
4155;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009 4e kwartaal;326
4156;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2009;1322
4157;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 januari;117
4158;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 februari;108
4159;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 maart;107
4160;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 1e kwartaal;332
4161;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 april;68
4162;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 mei;63
4163;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 juni;93
4164;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 2e kwartaal;224
4165;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 juli;81
4166;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 augustus;112
4167;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 september;101
4168;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 3e kwartaal;294
4169;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 oktober;114
4170;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 november;113
4171;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 december;90
4172;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010 4e kwartaal;317
4173;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2010;1167
4174;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 januari;85
4175;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 februari;121
4176;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 maart;84
4177;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 1e kwartaal;290
4178;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 april;73
4179;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 mei;99
4180;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 juni;82
4181;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 2e kwartaal;254
4182;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 juli;96
4183;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 augustus;86
4184;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 september;98
4185;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 3e kwartaal;280
4186;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 oktober;114
4187;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 november;142
4188;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 december;100
4189;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011 4e kwartaal;356
4190;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2011;1180
4191;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 januari;116
4192;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 februari;103
4193;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 maart;96
4194;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 1e kwartaal;315
4195;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 april;103
4196;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 mei;110
4197;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 juni;91
4198;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 2e kwartaal;304
4199;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 juli;141
4200;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 augustus;106
4201;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 september;103
4202;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 3e kwartaal;350
4203;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 oktober;121
4204;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 november;120
4205;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 december;79
4206;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012 4e kwartaal;320
4207;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2012;1289
4208;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 januari;134
4209;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 februari;145
4210;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 maart;119
4211;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 1e kwartaal;398
4212;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 april;127
4213;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 mei;145
4214;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 juni;110
4215;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 2e kwartaal;382
4216;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 juli;137
4217;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 augustus;104
4218;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 september;92
4219;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 3e kwartaal;333
4220;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 oktober;181
4221;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 november;121
4222;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 december;123
4223;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013 4e kwartaal;425
4224;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2013;1538
4225;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 januari;108
4226;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 februari;124
4227;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 maart;105
4228;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 1e kwartaal;337
4229;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 april;130
4230;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 mei;100
4231;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 juni;78
4232;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 2e kwartaal;308
4233;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 juli;103
4234;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 augustus;68
4235;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 september;103
4236;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 3e kwartaal;274
4237;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 oktober;99
4238;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 november;74
4239;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 december;82
4240;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014 4e kwartaal;255
4241;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2014;1174
4242;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 januari;75
4243;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 februari;74
4244;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 maart;103
4245;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 1e kwartaal;252
4246;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 april;65
4247;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 mei;59
4248;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 juni;91
4249;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 2e kwartaal;215
4250;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 juli;74
4251;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 augustus;57
4252;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 september;87
4253;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 3e kwartaal;218
4254;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 oktober;86
4255;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 november;63
4256;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 december;98
4257;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015 4e kwartaal;247
4258;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2015;932
4259;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 januari;67
4260;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 februari;100
4261;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 maart;91
4262;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 1e kwartaal;258
4263;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 april;68
4264;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 mei;93
4265;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 juni;81
4266;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 2e kwartaal;242
4267;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 juli;69
4268;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 augustus;69
4269;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 september;59
4270;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 3e kwartaal;197
4271;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 oktober;57
4272;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 november;68
4273;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 december;58
4274;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016 4e kwartaal;183
4275;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2016;880
4276;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 januari;71
4277;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 februari;67
4278;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 maart;64
4279;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 1e kwartaal;202
4280;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 april;54
4281;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 mei;57
4282;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 juni;65
4283;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 2e kwartaal;176
4284;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 juli;36
4285;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 augustus;31
4286;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 september;47
4287;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 3e kwartaal;114
4288;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 oktober;57
4289;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 november;46
4290;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 december;42
4291;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017 4e kwartaal;145
4292;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2017;637
4293;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 januari;56
4294;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 februari;46
4295;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 maart;66
4296;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 1e kwartaal;168
4297;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 april;41
4298;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 mei;70
4299;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 juni;63
4300;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 2e kwartaal;174
4301;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 juli;55
4302;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 augustus;58
4303;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 september;48
4304;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 3e kwartaal;161
4305;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 oktober;49
4306;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 november;66
4307;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 december;39
4308;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018 4e kwartaal;154
4309;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2018;657
4310;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 januari;67
4311;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 februari;56
4312;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 maart;49
4313;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 1e kwartaal;172
4314;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 april;55
4315;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 mei;47
4316;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 juni;34
4317;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 2e kwartaal;136
4318;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 juli;77
4319;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 augustus;47
4320;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 september;47
4321;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 3e kwartaal;171
4322;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 oktober;60
4323;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 november;51
4324;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 december;59
4325;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019 4e kwartaal;170
4326;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2019;649
4327;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 januari;63
4328;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 februari;46
4329;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 maart;62
4330;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 1e kwartaal;171
4331;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 april;94
4332;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 mei;57
4333;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 juni;59
4334;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 2e kwartaal;210
4335;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 juli;45
4336;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 augustus;38
4337;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 september;42
4338;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 3e kwartaal;125
4339;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 oktober;26
4340;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 november;50
4341;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 december;44
4342;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020 4e kwartaal;120
4343;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2020;626
4344;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 januari;31
4345;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 februari;34
4346;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 maart;40
4347;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 1e kwartaal;105
4348;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 april;30
4349;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 mei;25
4350;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 juni;31
4351;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 2e kwartaal;86
4352;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 juli;25
4353;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 augustus;20
4354;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 september;28
4355;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 3e kwartaal;73
4356;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 oktober;16
4357;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 november;40
4358;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 december;14
4359;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021 4e kwartaal;70
4360;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2021;334
4361;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 januari;16
4362;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 februari;29
4363;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 maart;37
4364;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 1e kwartaal;82
4365;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 april;22
4366;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 mei;56
4367;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 juni;30
4368;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 2e kwartaal;108
4369;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 juli;31
4370;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 augustus;42
4371;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 september;27
4372;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 3e kwartaal;100
4373;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 oktober;41
4374;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 november;43
4375;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 december;52
4376;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022 4e kwartaal;136
4377;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2022;426
4378;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 januari;40
4379;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 februari;62
4380;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 maart;32
4381;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 1e kwartaal;134
4382;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 april;41
4383;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 mei;47
4384;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 juni;56
4385;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 2e kwartaal;144
4386;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 juli;49
4387;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 augustus;57
4388;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 september;45
4389;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 3e kwartaal;151
4390;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 oktober;56
4391;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 november;44
4392;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 december;38
4393;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023 4e kwartaal;138
4394;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2023;567
4395;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 januari;81
4396;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 februari;61
4397;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 maart;55
4398;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 1e kwartaal;197
4399;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 april;67
4400;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 mei;56
4401;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 juni;63
4402;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 2e kwartaal;186
4403;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 juli;97
4404;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 augustus;51
4405;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 september;59
4406;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 3e kwartaal;207
4407;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 oktober;60
4408;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 november;60
4409;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 december;79
4410;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 4e kwartaal;199
4411;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2024 ;789
4412;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2025 januari;51
4413;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2025 februari;62
4414;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2025 maart;31
4415;Bedrijven, instellingen en eenmanszaken;Noord-Holland (PV);2025 1e kwartaal;144
4416;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 januari;96
4417;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 februari;102
4418;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 maart;153
4419;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 1e kwartaal;351
4420;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 april;123
4421;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 mei;129
4422;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 juni;160
4423;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 2e kwartaal;412
4424;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 juli;123
4425;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 augustus;116
4426;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 september;136
4427;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 3e kwartaal;375
4428;Bedrijven, instellingen en eenmanszaken;Zuid-Holland (PV);2009 oktober;133
