ID;Geslacht;TypeZelfstandigeInStartjaar;SociaaleconomischePositieJaarEerder;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StartendeZelfstandigen_1
1743;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2011;1.3
1744;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2012;1.2
1745;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2013;1.2
1746;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2014;1.6
1747;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2015;1.2
1748;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2016;1.2
1749;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;K Financiële dienstverlening;2017;1.3
1750;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2008;0.3
1751;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2009;0.2
1752;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2010;0.3
1753;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2011;0.3
1754;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2012;0.2
1755;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2013;0.2
1756;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2014;0.2
1757;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2015;0.3
1758;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2016;0.3
1759;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;L Verhuur en handel van onroerend goed;2017;0.3
1760;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2008;3.9
1761;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2009;3.4
1762;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2010;4.4
1763;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2011;5.3
1764;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2012;5.0
1765;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2013;5.0
1766;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2014;5.8
1767;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2015;6.5
1768;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2016;5.9
1769;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;M Specialistische zakelijke diensten;2017;6.1
1770;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2008;1.3
1771;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2009;1.2
1772;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2010;1.7
1773;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2011;1.6
1774;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2012;1.5
1775;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2013;1.6
1776;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2014;1.9
1777;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2015;2.0
1778;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2016;1.9
1779;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;N Verhuur en overige zakelijke diensten;2017;2.4
1780;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2008;0.3
1781;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2009;0.7
1782;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2010;1.1
1783;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2011;0.5
1784;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2012;0.7
1785;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2013;0.2
1786;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2014;1.2
1787;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2015;0.7
1788;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2016;0.5
1789;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;O Openbaar bestuur en overheidsdiensten;2017;0.5
1790;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2008;1.7
1791;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2009;1.7
1792;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2010;2.1
1793;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2011;2.3
1794;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2012;2.2
1795;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2013;2.1
1796;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2014;2.3
1797;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2015;2.6
1798;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2016;2.7
1799;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;P Onderwijs;2017;2.8
1800;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2008;9.9
1801;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2009;7.3
1802;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2010;5.7
1803;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2011;5.7
1804;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2012;6.1
1805;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2013;8.5
1806;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2014;6.6
1807;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2015;8.0
1808;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2016;6.2
1809;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;Q Gezondheids- en welzijnszorg;2017;5.6
1810;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2008;0.7
1811;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2009;0.7
1812;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2010;0.8
1813;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2011;0.9
1814;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2012;0.8
1815;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2013;0.8
1816;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2014;0.9
1817;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2015;1.1
1818;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2016;1.0
1819;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;R Cultuur, sport en recreatie;2017;1.1
1820;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2008;0.9
1821;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2009;0.8
1822;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2010;1.1
1823;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2011;1.3
1824;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2012;1.2
1825;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2013;1.2
1826;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2014;1.3
1827;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2015;1.5
1828;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2016;1.5
1829;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;S Overige dienstverlening;2017;1.4
1830;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2008;0.0
1831;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2009;0.0
1832;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2010;0.0
1833;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2011;0.0
1834;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2012;0.0
1835;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2013;0.0
1836;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2014;0.0
1837;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2015;0.0
1838;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2016;0.0
1839;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;T Huishoudens;2017;0.0
1840;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2008;0.0
1841;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2009;0.0
1842;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2010;0.0
1843;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2011;0.0
1844;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2012;0.0
1845;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2013;0.0
1846;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2014;0.0
1847;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2015;0.0
1848;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2016;0.0
1849;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;U Extraterritoriale organisaties;2017;0.0
1850;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2008;22.4
1851;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2009;21.8
1852;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2010;14.4
1853;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2011;12.8
1854;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2012;11.4
1855;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2013;11.6
1856;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2014;10.5
1857;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2015;9.1
1858;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2016;9.7
1859;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 55 jaar;SBI-code onbekend;2017;12.0
1860;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2008;86.9
1861;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2009;78.7
1862;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2010;68.9
1863;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2011;67.9
1864;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2012;63.1
1865;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2013;65.8
1866;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2014;68.1
1867;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2015;69.9
1868;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2016;65.7
1869;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A-U Alle economische activiteiten;2017;72.1
1870;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2008;0.9
1871;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2009;0.8
1872;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2010;0.9
1873;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2011;1.2
1874;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2012;1.0
1875;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2013;1.1
1876;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2014;1.2
1877;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2015;1.4
1878;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2016;1.2
1879;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-E Nijverheid (geen bouw) en energie;2017;1.3
1880;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2008;3.0
1881;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2009;2.6
1882;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2010;3.1
1883;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2011;3.6
1884;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2012;3.3
1885;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2013;3.5
1886;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2014;4.0
1887;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2015;4.7
1888;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2016;4.4
1889;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B-F Nijverheid en energie;2017;4.5
1890;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2008;6.4
1891;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2009;6.4
1892;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2010;7.3
1893;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2011;8.3
1894;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2012;7.6
1895;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2013;7.3
1896;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2014;8.5
1897;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2015;9.1
1898;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2016;8.9
1899;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-I Handel, vervoer en horeca;2017;8.6
1900;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2008;18.9
1901;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2009;17.3
1902;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2010;21.6
1903;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2011;23.7
1904;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2012;22.0
1905;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2013;21.8
1906;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2014;25.2
1907;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2015;26.8
1908;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2016;25.3
1909;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2017;25.8
1910;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2008;8.2
1911;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2009;7.4
1912;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2010;9.8
1913;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2011;10.8
1914;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2012;10.3
1915;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2013;10.4
1916;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2014;11.7
1917;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2015;13.0
1918;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2016;12.0
1919;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2017;12.8
1920;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2008;24.4
1921;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2009;18.8
1922;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2010;15.7
1923;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2011;14.2
1924;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2012;14.8
1925;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2013;17.7
1926;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2014;17.3
1927;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2015;18.5
1928;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2016;15.3
1929;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2017;14.7
1930;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2008;26.6
1931;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2009;21.1
1932;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2010;18.4
1933;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2011;17.3
1934;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2012;17.5
1935;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2013;20.5
1936;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2014;20.4
1937;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2015;22.2
1938;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2016;18.9
1939;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2017;18.3
