ID;BedrijfstakkenBranches;Perioden;ProducentenprijzenAfzetBinnenland_1;IngevoerdeGrondstoffenHalffabrikaten_2
534;23 Aardolie-industrie;2007;148.3;195.9
535;23 Aardolie-industrie;2008;181.3;245.4
536;23 Aardolie-industrie;2009;127.3;177.8
537;23 Aardolie-industrie;2010;164.9;242.7
538;23 Aardolie-industrie;2011;208.2;317.4
539;24 Chemische industrie;1935;7.4;
540;24 Chemische industrie;1936;7.4;
541;24 Chemische industrie;1937;9.0;
542;24 Chemische industrie;1938;9.0;
543;24 Chemische industrie;1939;9.0;
544;24 Chemische industrie;1940;12.3;
545;24 Chemische industrie;1941;13.1;
546;24 Chemische industrie;1942;13.9;
547;24 Chemische industrie;1943;14.8;
548;24 Chemische industrie;1944;14.8;
549;24 Chemische industrie;1945;18.0;
550;24 Chemische industrie;1946;27.9;
551;24 Chemische industrie;1947;27.9;
552;24 Chemische industrie;1948;27.9;
553;24 Chemische industrie;1949;29.5;
554;24 Chemische industrie;1950;30.3;
555;24 Chemische industrie;1951;37.7;
556;24 Chemische industrie;1952;36.9;
557;24 Chemische industrie;1953;32.8;
558;24 Chemische industrie;1954;33.6;
559;24 Chemische industrie;1955;35.2;
560;24 Chemische industrie;1956;35.2;
561;24 Chemische industrie;1957;36.1;
562;24 Chemische industrie;1958;36.1;
563;24 Chemische industrie;1959;35.2;
564;24 Chemische industrie;1960;35.2;
565;24 Chemische industrie;1961;32.8;
566;24 Chemische industrie;1962;33.6;
567;24 Chemische industrie;1963;33.6;
568;24 Chemische industrie;1964;35.2;
569;24 Chemische industrie;1965;36.9;
570;24 Chemische industrie;1966;37.7;
571;24 Chemische industrie;1967;37.7;
572;24 Chemische industrie;1968;38.5;
573;24 Chemische industrie;1969;41.0;
574;24 Chemische industrie;1970;41.8;26.5
575;24 Chemische industrie;1971;43.4;27.3
576;24 Chemische industrie;1972;45.1;26.5
577;24 Chemische industrie;1973;47.5;28.8
578;24 Chemische industrie;1974;53.3;47.7
579;24 Chemische industrie;1975;59.8;49.2
580;24 Chemische industrie;1976;61.5;52.3
581;24 Chemische industrie;1977;63.1;51.5
582;24 Chemische industrie;1978;63.9;50.0
583;24 Chemische industrie;1979;65.6;62.1
584;24 Chemische industrie;1980;70.5;72.0
585;24 Chemische industrie;1981;77.9;84.1
586;24 Chemische industrie;1982;81.1;86.4
587;24 Chemische industrie;1983;80.3;84.8
588;24 Chemische industrie;1984;84.4;90.2
589;24 Chemische industrie;1985;87.7;93.9
590;24 Chemische industrie;1986;79.5;75.0
591;24 Chemische industrie;1987;79.5;68.2
592;24 Chemische industrie;1988;81.1;66.7
593;24 Chemische industrie;1989;82.0;73.5
594;24 Chemische industrie;1990;82.0;75.8
595;24 Chemische industrie;1991;82.8;75.0
596;24 Chemische industrie;1992;78.7;72.0
597;24 Chemische industrie;1993;77.9;68.2
598;24 Chemische industrie;1994;80.3;68.2
599;24 Chemische industrie;1995;84.4;71.2
600;24 Chemische industrie;1996;83.6;73.5
601;24 Chemische industrie;1997;86.1;78.0
602;24 Chemische industrie;1998;84.4;72.0
603;24 Chemische industrie;1999;85.2;75.8
604;24 Chemische industrie;2000;100.0;100.0
605;24 Chemische industrie;2001;97.3;98.0
606;24 Chemische industrie;2002;92.4;94.5
607;24 Chemische industrie;2003;96.7;97.8
608;24 Chemische industrie;2004;109.9;109.3
609;24 Chemische industrie;2005;123.2;126.1
610;24 Chemische industrie;2006;138.2;135.2
611;24 Chemische industrie;2007;142.7;140.2
612;24 Chemische industrie;2008;157.3;153.5
613;24 Chemische industrie;2009;119.5;128.6
614;24 Chemische industrie;2010;143.1;149.0
615;24 Chemische industrie;2011;169.1;172.9
616;27-33 Metaal- en elektrotechnische ind.;1935;7.3;5.6
617;27-33 Metaal- en elektrotechnische ind.;1936;6.4;6.5
618;27-33 Metaal- en elektrotechnische ind.;1937;8.2;10.2
619;27-33 Metaal- en elektrotechnische ind.;1938;8.2;8.3
620;27-33 Metaal- en elektrotechnische ind.;1939;9.1;9.3
621;27-33 Metaal- en elektrotechnische ind.;1940;10.9;12.0
622;27-33 Metaal- en elektrotechnische ind.;1941;11.8;12.0
623;27-33 Metaal- en elektrotechnische ind.;1942;11.8;10.2
624;27-33 Metaal- en elektrotechnische ind.;1943;11.8;10.2
625;27-33 Metaal- en elektrotechnische ind.;1944;11.8;10.2
626;27-33 Metaal- en elektrotechnische ind.;1945;11.8;10.2
627;27-33 Metaal- en elektrotechnische ind.;1946;21.8;20.4
628;27-33 Metaal- en elektrotechnische ind.;1947;22.7;22.2
629;27-33 Metaal- en elektrotechnische ind.;1948;22.7;24.1
630;27-33 Metaal- en elektrotechnische ind.;1949;23.6;25.0
631;27-33 Metaal- en elektrotechnische ind.;1950;27.3;25.9
632;27-33 Metaal- en elektrotechnische ind.;1951;33.6;43.5
633;27-33 Metaal- en elektrotechnische ind.;1952;34.5;42.6
634;27-33 Metaal- en elektrotechnische ind.;1953;31.8;35.2
635;27-33 Metaal- en elektrotechnische ind.;1954;31.8;33.3
636;27-33 Metaal- en elektrotechnische ind.;1955;33.6;38.0
637;27-33 Metaal- en elektrotechnische ind.;1956;35.5;39.8
638;27-33 Metaal- en elektrotechnische ind.;1957;35.5;38.9
639;27-33 Metaal- en elektrotechnische ind.;1958;32.7;37.0
640;27-33 Metaal- en elektrotechnische ind.;1959;33.6;30.6
641;27-33 Metaal- en elektrotechnische ind.;1960;33.6;38.0
642;27-33 Metaal- en elektrotechnische ind.;1961;33.6;36.1
643;27-33 Metaal- en elektrotechnische ind.;1962;33.6;36.1
644;27-33 Metaal- en elektrotechnische ind.;1963;33.6;35.2
645;27-33 Metaal- en elektrotechnische ind.;1964;35.5;38.9
646;27-33 Metaal- en elektrotechnische ind.;1965;36.4;42.6
647;27-33 Metaal- en elektrotechnische ind.;1966;39.1;42.6
648;27-33 Metaal- en elektrotechnische ind.;1967;39.1;40.7
649;27-33 Metaal- en elektrotechnische ind.;1968;40.0;39.8
650;27-33 Metaal- en elektrotechnische ind.;1969;41.8;43.5
651;27-33 Metaal- en elektrotechnische ind.;1970;44.5;47.2
652;27-33 Metaal- en elektrotechnische ind.;1971;47.3;46.3
653;27-33 Metaal- en elektrotechnische ind.;1972;49.1;46.3
654;27-33 Metaal- en elektrotechnische ind.;1973;51.8;52.8
655;27-33 Metaal- en elektrotechnische ind.;1974;56.4;65.7
656;27-33 Metaal- en elektrotechnische ind.;1975;60.9;62.0
657;27-33 Metaal- en elektrotechnische ind.;1976;63.6;66.7
658;27-33 Metaal- en elektrotechnische ind.;1977;65.5;65.7
659;27-33 Metaal- en elektrotechnische ind.;1978;65.5;65.7
660;27-33 Metaal- en elektrotechnische ind.;1979;69.1;70.4
661;27-33 Metaal- en elektrotechnische ind.;1980;71.8;75.0
662;27-33 Metaal- en elektrotechnische ind.;1981;75.5;81.5
663;27-33 Metaal- en elektrotechnische ind.;1982;79.1;84.3
664;27-33 Metaal- en elektrotechnische ind.;1983;80.9;86.1
665;27-33 Metaal- en elektrotechnische ind.;1984;82.7;88.9
666;27-33 Metaal- en elektrotechnische ind.;1985;85.5;94.4
667;27-33 Metaal- en elektrotechnische ind.;1986;86.4;88.0
668;27-33 Metaal- en elektrotechnische ind.;1987;85.5;86.1
669;27-33 Metaal- en elektrotechnische ind.;1988;87.3;88.9
670;27-33 Metaal- en elektrotechnische ind.;1989;90.9;94.4
671;27-33 Metaal- en elektrotechnische ind.;1990;90.9;92.6
672;27-33 Metaal- en elektrotechnische ind.;1991;91.8;91.7
673;27-33 Metaal- en elektrotechnische ind.;1992;92.7;90.7
674;27-33 Metaal- en elektrotechnische ind.;1993;91.8;89.8
675;27-33 Metaal- en elektrotechnische ind.;1994;91.8;90.7
676;27-33 Metaal- en elektrotechnische ind.;1995;94.5;93.5
677;27-33 Metaal- en elektrotechnische ind.;1996;94.5;92.6
678;27-33 Metaal- en elektrotechnische ind.;1997;96.4;95.4
679;27-33 Metaal- en elektrotechnische ind.;1998;97.3;95.4
680;27-33 Metaal- en elektrotechnische ind.;1999;97.3;93.5
681;27-33 Metaal- en elektrotechnische ind.;2000;100.0;100.0
682;27-33 Metaal- en elektrotechnische ind.;2001;101.9;99.6
683;27-33 Metaal- en elektrotechnische ind.;2002;103.2;97.0
684;27-33 Metaal- en elektrotechnische ind.;2003;104.9;94.9
685;27-33 Metaal- en elektrotechnische ind.;2004;108.0;100.4
686;27-33 Metaal- en elektrotechnische ind.;2005;112.5;105.0
687;27-33 Metaal- en elektrotechnische ind.;2006;116.9;112.5
688;27-33 Metaal- en elektrotechnische ind.;2007;121.4;120.6
689;27-33 Metaal- en elektrotechnische ind.;2008;126.4;122.3
690;27-33 Metaal- en elektrotechnische ind.;2009;;
691;27-33 Metaal- en elektrotechnische ind.;2010;;
692;27-33 Metaal- en elektrotechnische ind.;2011;;
693;27 Basismetaalindustrie;1935;;
694;27 Basismetaalindustrie;1936;;
695;27 Basismetaalindustrie;1937;;
696;27 Basismetaalindustrie;1938;;
697;27 Basismetaalindustrie;1939;;
698;27 Basismetaalindustrie;1940;;
699;27 Basismetaalindustrie;1941;;
700;27 Basismetaalindustrie;1942;;
701;27 Basismetaalindustrie;1943;;
702;27 Basismetaalindustrie;1944;;
703;27 Basismetaalindustrie;1945;;
704;27 Basismetaalindustrie;1946;;
705;27 Basismetaalindustrie;1947;;
706;27 Basismetaalindustrie;1948;;
707;27 Basismetaalindustrie;1949;;
708;27 Basismetaalindustrie;1950;;
709;27 Basismetaalindustrie;1951;;
710;27 Basismetaalindustrie;1952;;
711;27 Basismetaalindustrie;1953;;
712;27 Basismetaalindustrie;1954;;
713;27 Basismetaalindustrie;1955;;
714;27 Basismetaalindustrie;1956;;
715;27 Basismetaalindustrie;1957;;
716;27 Basismetaalindustrie;1958;;
717;27 Basismetaalindustrie;1959;;
718;27 Basismetaalindustrie;1960;;
719;27 Basismetaalindustrie;1961;;
720;27 Basismetaalindustrie;1962;;
721;27 Basismetaalindustrie;1963;;
722;27 Basismetaalindustrie;1964;;
723;27 Basismetaalindustrie;1965;;
724;27 Basismetaalindustrie;1966;;
725;27 Basismetaalindustrie;1967;;
726;27 Basismetaalindustrie;1968;;
727;27 Basismetaalindustrie;1969;;
728;27 Basismetaalindustrie;1970;;
729;27 Basismetaalindustrie;1971;;
730;27 Basismetaalindustrie;1972;;
731;27 Basismetaalindustrie;1973;;
732;27 Basismetaalindustrie;1974;;
733;27 Basismetaalindustrie;1975;;65.5
734;27 Basismetaalindustrie;1976;;69.1
735;27 Basismetaalindustrie;1977;;68.2
736;27 Basismetaalindustrie;1978;;65.5
737;27 Basismetaalindustrie;1979;;70.9
738;27 Basismetaalindustrie;1980;;76.4
739;27 Basismetaalindustrie;1981;;90.0
740;27 Basismetaalindustrie;1982;;92.7
741;27 Basismetaalindustrie;1983;;92.7
742;27 Basismetaalindustrie;1984;;100.0
743;27 Basismetaalindustrie;1985;;100.9
744;27 Basismetaalindustrie;1986;;85.5
745;27 Basismetaalindustrie;1987;;79.1
746;27 Basismetaalindustrie;1988;;86.4
747;27 Basismetaalindustrie;1989;;95.5
748;27 Basismetaalindustrie;1990;;90.9
749;27 Basismetaalindustrie;1991;;90.0
750;27 Basismetaalindustrie;1992;;89.1
751;27 Basismetaalindustrie;1993;;88.2
752;27 Basismetaalindustrie;1994;;89.1
753;27 Basismetaalindustrie;1995;;91.8
754;27 Basismetaalindustrie;1996;;90.9
755;27 Basismetaalindustrie;1997;;93.6
756;27 Basismetaalindustrie;1998;;93.6
757;27 Basismetaalindustrie;1999;;89.1
758;27 Basismetaalindustrie;2000;;100.0
759;27 Basismetaalindustrie;2001;;97.6
760;27 Basismetaalindustrie;2002;;92.9
761;27 Basismetaalindustrie;2003;;92.4
762;27 Basismetaalindustrie;2004;;107.5
763;27 Basismetaalindustrie;2005;;121.2
764;27 Basismetaalindustrie;2006;;146.1
765;27 Basismetaalindustrie;2007;;158.5
766;27 Basismetaalindustrie;2008;;155.2
767;27 Basismetaalindustrie;2009;;143.2
768;27 Basismetaalindustrie;2010;;176.9
769;27 Basismetaalindustrie;2011;;194.4
770;28 Metaalproductenindustrie;1935;;
771;28 Metaalproductenindustrie;1936;;
772;28 Metaalproductenindustrie;1937;;
773;28 Metaalproductenindustrie;1938;;
774;28 Metaalproductenindustrie;1939;;
775;28 Metaalproductenindustrie;1940;;
776;28 Metaalproductenindustrie;1941;;
777;28 Metaalproductenindustrie;1942;;
778;28 Metaalproductenindustrie;1943;;
779;28 Metaalproductenindustrie;1944;;
780;28 Metaalproductenindustrie;1945;;
781;28 Metaalproductenindustrie;1946;;
782;28 Metaalproductenindustrie;1947;;
783;28 Metaalproductenindustrie;1948;;
784;28 Metaalproductenindustrie;1949;;
785;28 Metaalproductenindustrie;1950;;
786;28 Metaalproductenindustrie;1951;;
787;28 Metaalproductenindustrie;1952;;
788;28 Metaalproductenindustrie;1953;;
789;28 Metaalproductenindustrie;1954;;
790;28 Metaalproductenindustrie;1955;;
791;28 Metaalproductenindustrie;1956;;
792;28 Metaalproductenindustrie;1957;;
793;28 Metaalproductenindustrie;1958;;
794;28 Metaalproductenindustrie;1959;;
795;28 Metaalproductenindustrie;1960;;
796;28 Metaalproductenindustrie;1961;;
797;28 Metaalproductenindustrie;1962;;
798;28 Metaalproductenindustrie;1963;;
799;28 Metaalproductenindustrie;1964;;
800;28 Metaalproductenindustrie;1965;;
801;28 Metaalproductenindustrie;1966;;
802;28 Metaalproductenindustrie;1967;;
803;28 Metaalproductenindustrie;1968;;
804;28 Metaalproductenindustrie;1969;;
805;28 Metaalproductenindustrie;1970;;
806;28 Metaalproductenindustrie;1971;;
807;28 Metaalproductenindustrie;1972;;
808;28 Metaalproductenindustrie;1973;;
809;28 Metaalproductenindustrie;1974;;
810;28 Metaalproductenindustrie;1975;53.4;57.9
811;28 Metaalproductenindustrie;1976;56.0;61.4
812;28 Metaalproductenindustrie;1977;58.6;58.8
813;28 Metaalproductenindustrie;1978;60.3;61.4
814;28 Metaalproductenindustrie;1979;62.1;64.9
815;28 Metaalproductenindustrie;1980;65.5;69.3
816;28 Metaalproductenindustrie;1981;69.0;73.7
817;28 Metaalproductenindustrie;1982;73.3;78.9
818;28 Metaalproductenindustrie;1983;75.0;79.8
819;28 Metaalproductenindustrie;1984;76.7;83.3
820;28 Metaalproductenindustrie;1985;78.4;86.8
821;28 Metaalproductenindustrie;1986;80.2;81.6
822;28 Metaalproductenindustrie;1987;80.2;78.9
823;28 Metaalproductenindustrie;1988;81.0;83.3
824;28 Metaalproductenindustrie;1989;84.5;90.4
825;28 Metaalproductenindustrie;1990;86.2;87.7
826;28 Metaalproductenindustrie;1991;88.8;89.5
827;28 Metaalproductenindustrie;1992;90.5;90.4
828;28 Metaalproductenindustrie;1993;91.4;90.4
829;28 Metaalproductenindustrie;1994;92.2;91.2
830;28 Metaalproductenindustrie;1995;93.1;92.1
831;28 Metaalproductenindustrie;1996;94.8;92.1
832;28 Metaalproductenindustrie;1997;95.7;93.9
833;28 Metaalproductenindustrie;1998;97.4;94.7
834;28 Metaalproductenindustrie;1999;97.4;90.4
835;28 Metaalproductenindustrie;2000;100.0;100.0
836;28 Metaalproductenindustrie;2001;102.5;102.4
837;28 Metaalproductenindustrie;2002;103.9;103.1
838;28 Metaalproductenindustrie;2003;105.6;101.8
839;28 Metaalproductenindustrie;2004;108.4;104.9
840;28 Metaalproductenindustrie;2005;111.4;109.2
841;28 Metaalproductenindustrie;2006;114.6;111.1
842;28 Metaalproductenindustrie;2007;121.8;114.7
843;28 Metaalproductenindustrie;2008;127.7;119.7
844;28 Metaalproductenindustrie;2009;125.5;120.1
845;28 Metaalproductenindustrie;2010;125.1;120.5
846;28 Metaalproductenindustrie;2011;128.0;125.2
847;29 Machine-industrie;1935;;
848;29 Machine-industrie;1936;;
849;29 Machine-industrie;1937;;
850;29 Machine-industrie;1938;;
851;29 Machine-industrie;1939;;
852;29 Machine-industrie;1940;;
853;29 Machine-industrie;1941;;
854;29 Machine-industrie;1942;;
855;29 Machine-industrie;1943;;
856;29 Machine-industrie;1944;;
857;29 Machine-industrie;1945;;
858;29 Machine-industrie;1946;;
859;29 Machine-industrie;1947;;
860;29 Machine-industrie;1948;17.4;
861;29 Machine-industrie;1949;17.4;
862;29 Machine-industrie;1950;19.0;
863;29 Machine-industrie;1951;21.5;
864;29 Machine-industrie;1952;23.1;
865;29 Machine-industrie;1953;23.1;
866;29 Machine-industrie;1954;23.1;
867;29 Machine-industrie;1955;24.0;
868;29 Machine-industrie;1956;24.8;
869;29 Machine-industrie;1957;24.8;
870;29 Machine-industrie;1958;24.8;
871;29 Machine-industrie;1959;24.0;
872;29 Machine-industrie;1960;24.8;
873;29 Machine-industrie;1961;24.8;
874;29 Machine-industrie;1962;25.6;
875;29 Machine-industrie;1963;25.6;
876;29 Machine-industrie;1964;27.3;
877;29 Machine-industrie;1965;28.1;
878;29 Machine-industrie;1966;28.9;
879;29 Machine-industrie;1967;30.6;
880;29 Machine-industrie;1968;30.6;
881;29 Machine-industrie;1969;31.4;
882;29 Machine-industrie;1970;33.9;
883;29 Machine-industrie;1971;36.4;
884;29 Machine-industrie;1972;38.8;
885;29 Machine-industrie;1973;40.5;
886;29 Machine-industrie;1974;45.5;
887;29 Machine-industrie;1975;50.4;58.9
888;29 Machine-industrie;1976;55.4;62.5
889;29 Machine-industrie;1977;57.9;60.7
890;29 Machine-industrie;1978;59.5;64.3
891;29 Machine-industrie;1979;61.2;67.0
892;29 Machine-industrie;1980;64.5;70.5
893;29 Machine-industrie;1981;66.9;75.0
894;29 Machine-industrie;1982;71.1;81.3
895;29 Machine-industrie;1983;72.7;82.1
896;29 Machine-industrie;1984;74.4;84.8
897;29 Machine-industrie;1985;76.9;88.4
898;29 Machine-industrie;1986;77.7;84.8
899;29 Machine-industrie;1987;78.5;83.0
900;29 Machine-industrie;1988;79.3;85.7
901;29 Machine-industrie;1989;81.0;91.1
902;29 Machine-industrie;1990;82.6;89.3
903;29 Machine-industrie;1991;86.0;90.2
904;29 Machine-industrie;1992;89.3;90.2
905;29 Machine-industrie;1993;89.3;89.3
906;29 Machine-industrie;1994;91.7;91.1
907;29 Machine-industrie;1995;93.4;92.9
908;29 Machine-industrie;1996;94.2;93.8
909;29 Machine-industrie;1997;95.9;95.5
910;29 Machine-industrie;1998;98.3;95.5
911;29 Machine-industrie;1999;99.2;94.6
912;29 Machine-industrie;2000;100.0;100.0
913;29 Machine-industrie;2001;102.6;101.5
914;29 Machine-industrie;2002;104.6;102.1
915;29 Machine-industrie;2003;106.3;100.4
916;29 Machine-industrie;2004;108.2;100.5
917;29 Machine-industrie;2005;111.5;102.4
918;29 Machine-industrie;2006;113.9;103.7
919;29 Machine-industrie;2007;117.3;104.5
920;29 Machine-industrie;2008;120.5;106.5
921;29 Machine-industrie;2009;122.2;109.5
922;29 Machine-industrie;2010;124.6;111.0
923;29 Machine-industrie;2011;126.0;111.6
924;31 Elektrotechnische industrie;1935;;
925;31 Elektrotechnische industrie;1936;;
926;31 Elektrotechnische industrie;1937;;
927;31 Elektrotechnische industrie;1938;;
928;31 Elektrotechnische industrie;1939;;
929;31 Elektrotechnische industrie;1940;;
930;31 Elektrotechnische industrie;1941;;
931;31 Elektrotechnische industrie;1942;;
932;31 Elektrotechnische industrie;1943;;
933;31 Elektrotechnische industrie;1944;;
934;31 Elektrotechnische industrie;1945;;
935;31 Elektrotechnische industrie;1946;;
936;31 Elektrotechnische industrie;1947;;
937;31 Elektrotechnische industrie;1948;25.2;
938;31 Elektrotechnische industrie;1949;27.7;
939;31 Elektrotechnische industrie;1950;31.1;
940;31 Elektrotechnische industrie;1951;47.9;
941;31 Elektrotechnische industrie;1952;44.5;
942;31 Elektrotechnische industrie;1953;39.5;
943;31 Elektrotechnische industrie;1954;38.7;
944;31 Elektrotechnische industrie;1955;43.7;
945;31 Elektrotechnische industrie;1956;46.2;
946;31 Elektrotechnische industrie;1957;43.7;
947;31 Elektrotechnische industrie;1958;37.8;
948;31 Elektrotechnische industrie;1959;38.7;
949;31 Elektrotechnische industrie;1960;38.7;
950;31 Elektrotechnische industrie;1961;38.7;
951;31 Elektrotechnische industrie;1962;38.7;
952;31 Elektrotechnische industrie;1963;37.8;
953;31 Elektrotechnische industrie;1964;39.5;
954;31 Elektrotechnische industrie;1965;42.0;
955;31 Elektrotechnische industrie;1966;48.7;
956;31 Elektrotechnische industrie;1967;47.9;
957;31 Elektrotechnische industrie;1968;49.6;
958;31 Elektrotechnische industrie;1969;52.9;
959;31 Elektrotechnische industrie;1970;53.8;
960;31 Elektrotechnische industrie;1971;54.6;
961;31 Elektrotechnische industrie;1972;57.1;
962;31 Elektrotechnische industrie;1973;60.5;
963;31 Elektrotechnische industrie;1974;65.5;
964;31 Elektrotechnische industrie;1975;66.4;58.9
965;31 Elektrotechnische industrie;1976;68.1;62.5
966;31 Elektrotechnische industrie;1977;68.1;60.7
967;31 Elektrotechnische industrie;1978;68.1;64.3
968;31 Elektrotechnische industrie;1979;69.7;67.0
969;31 Elektrotechnische industrie;1980;70.6;70.5
970;31 Elektrotechnische industrie;1981;75.6;75.0
971;31 Elektrotechnische industrie;1982;78.2;81.3
972;31 Elektrotechnische industrie;1983;79.8;82.1
973;31 Elektrotechnische industrie;1984;81.5;84.8
974;31 Elektrotechnische industrie;1985;83.2;88.4
975;31 Elektrotechnische industrie;1986;82.4;84.8
976;31 Elektrotechnische industrie;1987;83.2;83.0
977;31 Elektrotechnische industrie;1988;84.0;85.7
978;31 Elektrotechnische industrie;1989;84.9;91.1
979;31 Elektrotechnische industrie;1990;84.0;89.3
980;31 Elektrotechnische industrie;1991;86.6;90.2
981;31 Elektrotechnische industrie;1992;89.9;90.2
982;31 Elektrotechnische industrie;1993;91.6;89.3
983;31 Elektrotechnische industrie;1994;92.4;91.1
984;31 Elektrotechnische industrie;1995;94.1;92.9
985;31 Elektrotechnische industrie;1996;95.0;93.8
986;31 Elektrotechnische industrie;1997;95.8;95.5
987;31 Elektrotechnische industrie;1998;97.5;95.5
988;31 Elektrotechnische industrie;1999;98.3;94.6
989;31 Elektrotechnische industrie;2000;100.0;100.0
990;31 Elektrotechnische industrie;2001;103.9;103.0
991;31 Elektrotechnische industrie;2002;104.9;102.3
992;31 Elektrotechnische industrie;2003;105.6;99.3
993;31 Elektrotechnische industrie;2004;107.6;99.0
994;31 Elektrotechnische industrie;2005;110.1;100.4
995;31 Elektrotechnische industrie;2006;115.0;102.9
996;31 Elektrotechnische industrie;2007;119.4;104.5
997;31 Elektrotechnische industrie;2008;122.3;105.7
998;31 Elektrotechnische industrie;2009;122.9;107.2
999;31 Elektrotechnische industrie;2010;124.6;108.4
1000;31 Elektrotechnische industrie;2011;129.7;111.7
1001;34-35 Transportmiddelenindustrie;1935;;
1002;34-35 Transportmiddelenindustrie;1936;;
1003;34-35 Transportmiddelenindustrie;1937;;
1004;34-35 Transportmiddelenindustrie;1938;;
1005;34-35 Transportmiddelenindustrie;1939;;
1006;34-35 Transportmiddelenindustrie;1940;;
1007;34-35 Transportmiddelenindustrie;1941;;
1008;34-35 Transportmiddelenindustrie;1942;;
1009;34-35 Transportmiddelenindustrie;1943;;
1010;34-35 Transportmiddelenindustrie;1944;;
1011;34-35 Transportmiddelenindustrie;1945;;
1012;34-35 Transportmiddelenindustrie;1946;;
1013;34-35 Transportmiddelenindustrie;1947;;
1014;34-35 Transportmiddelenindustrie;1948;22.0;
1015;34-35 Transportmiddelenindustrie;1949;22.9;
1016;34-35 Transportmiddelenindustrie;1950;25.4;
1017;34-35 Transportmiddelenindustrie;1951;28.0;
1018;34-35 Transportmiddelenindustrie;1952;28.8;
1019;34-35 Transportmiddelenindustrie;1953;28.8;
1020;34-35 Transportmiddelenindustrie;1954;28.8;
1021;34-35 Transportmiddelenindustrie;1955;28.8;
1022;34-35 Transportmiddelenindustrie;1956;29.7;
1023;34-35 Transportmiddelenindustrie;1957;30.5;
1024;34-35 Transportmiddelenindustrie;1958;30.5;
1025;34-35 Transportmiddelenindustrie;1959;31.4;
1026;34-35 Transportmiddelenindustrie;1960;31.4;
1027;34-35 Transportmiddelenindustrie;1961;31.4;
1028;34-35 Transportmiddelenindustrie;1962;31.4;
1029;34-35 Transportmiddelenindustrie;1963;31.4;
1030;34-35 Transportmiddelenindustrie;1964;31.4;
1031;34-35 Transportmiddelenindustrie;1965;32.2;
1032;34-35 Transportmiddelenindustrie;1966;33.1;
1033;34-35 Transportmiddelenindustrie;1967;33.1;
1034;34-35 Transportmiddelenindustrie;1968;32.2;
1035;34-35 Transportmiddelenindustrie;1969;33.1;
1036;34-35 Transportmiddelenindustrie;1970;34.7;
1037;34-35 Transportmiddelenindustrie;1971;36.4;
1038;34-35 Transportmiddelenindustrie;1972;39.0;
1039;34-35 Transportmiddelenindustrie;1973;40.7;
1040;34-35 Transportmiddelenindustrie;1974;44.1;
1041;34-35 Transportmiddelenindustrie;1975;48.3;54.5
1042;34-35 Transportmiddelenindustrie;1976;51.7;59.1
1043;34-35 Transportmiddelenindustrie;1977;54.2;59.1
1044;34-35 Transportmiddelenindustrie;1978;56.8;60.0
1045;34-35 Transportmiddelenindustrie;1979;58.5;62.7
1046;34-35 Transportmiddelenindustrie;1980;61.9;69.1
1047;34-35 Transportmiddelenindustrie;1981;63.6;74.5
1048;34-35 Transportmiddelenindustrie;1982;66.9;78.2
1049;34-35 Transportmiddelenindustrie;1983;68.6;80.0
1050;34-35 Transportmiddelenindustrie;1984;71.2;84.5
1051;34-35 Transportmiddelenindustrie;1985;73.7;86.4
1052;34-35 Transportmiddelenindustrie;1986;75.4;85.5
1053;34-35 Transportmiddelenindustrie;1987;77.1;84.5
1054;34-35 Transportmiddelenindustrie;1988;79.7;87.3
1055;34-35 Transportmiddelenindustrie;1989;83.1;90.9
1056;34-35 Transportmiddelenindustrie;1990;84.7;90.9
1057;34-35 Transportmiddelenindustrie;1991;87.3;92.7
1058;34-35 Transportmiddelenindustrie;1992;89.8;92.7
1059;34-35 Transportmiddelenindustrie;1993;91.5;92.7
1060;34-35 Transportmiddelenindustrie;1994;91.5;93.6
1061;34-35 Transportmiddelenindustrie;1995;94.1;94.5
1062;34-35 Transportmiddelenindustrie;1996;96.6;94.5
1063;34-35 Transportmiddelenindustrie;1997;96.6;96.4
1064;34-35 Transportmiddelenindustrie;1998;94.9;97.3
1065;34-35 Transportmiddelenindustrie;1999;98.3;96.4
1066;34-35 Transportmiddelenindustrie;2000;100.0;100.0
1067;34-35 Transportmiddelenindustrie;2001;102.2;101.2
1068;34-35 Transportmiddelenindustrie;2002;104.4;100.9
1069;34-35 Transportmiddelenindustrie;2003;106.3;98.1
1070;34-35 Transportmiddelenindustrie;2004;107.3;99.8
1071;34-35 Transportmiddelenindustrie;2005;108.9;101.3
1072;34-35 Transportmiddelenindustrie;2006;110.2;104.2
1073;34-35 Transportmiddelenindustrie;2007;111.9;106.9
1074;34-35 Transportmiddelenindustrie;2008;115.8;108.5
1075;34-35 Transportmiddelenindustrie;2009;;
1076;34-35 Transportmiddelenindustrie;2010;;
1077;34-35 Transportmiddelenindustrie;2011;;
1078;40-41 Openbare nutsbedrijven;1935;;
1079;40-41 Openbare nutsbedrijven;1936;;
1080;40-41 Openbare nutsbedrijven;1937;;
1081;40-41 Openbare nutsbedrijven;1938;;
1082;40-41 Openbare nutsbedrijven;1939;;
1083;40-41 Openbare nutsbedrijven;1940;;
1084;40-41 Openbare nutsbedrijven;1941;;
1085;40-41 Openbare nutsbedrijven;1942;;
1086;40-41 Openbare nutsbedrijven;1943;;
1087;40-41 Openbare nutsbedrijven;1944;;
1088;40-41 Openbare nutsbedrijven;1945;;
1089;40-41 Openbare nutsbedrijven;1946;;
