ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Huishoudens_1;HuishoudensRelatief_2
464;Type: Meerpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;56.5;1.2
465;Type: Meerpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;55.1;1.2
466;Type: Meerpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;52.9;1.1
467;Type: Meerpersoonshuishouden;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;52.7;1.1
468;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;279.7;6.0
469;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;293.0;6.3
470;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;298.7;6.4
471;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;301.1;6.4
472;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;278.4;5.9
473;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;273.8;5.8
474;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;265.0;5.6
475;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;256.2;5.4
476;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;247.8;5.2
477;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;247.3;5.1
478;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;234.1;4.8
479;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;222.2;4.5
480;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;229.9;4.7
481;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;102.5;2.3
482;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;111.5;2.5
483;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;117.8;2.6
484;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;116.5;2.6
485;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;114.1;2.5
486;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;115.4;2.5
487;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;115.3;2.5
488;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;114.5;2.5
489;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;115.3;2.5
490;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;116.6;2.5
491;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;113.2;2.4
492;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;107.7;2.3
493;Type: Meerpersoonshuishouden;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;105.6;2.2
494;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;370.9;8.0
495;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;382.3;8.2
496;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;391.1;8.3
497;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;393.2;8.4
498;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;366.0;7.8
499;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;357.9;7.6
500;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;346.0;7.3
501;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;334.7;7.0
502;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;323.0;6.7
503;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;322.5;6.7
504;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;305.9;6.3
505;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;288.6;5.9
506;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;297.1;6.0
507;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;168.2;3.7
508;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;177.7;3.9
509;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;183.1;4.0
510;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;177.6;3.9
511;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;172.4;3.8
512;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;173.7;3.8
513;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;172.4;3.8
514;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;169.4;3.7
515;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;168.2;3.6
516;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;168.2;3.6
517;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;162.2;3.5
518;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;153.0;3.3
519;Type: Meerpersoonshuishouden;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;149.4;3.2
520;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;70.6;15.6
521;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;84.9;18.3
522;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;98.0;20.6
523;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;94.9;19.5
524;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;86.5;17.5
525;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;82.7;16.3
526;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;78.0;15.3
527;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;74.5;14.3
528;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;68.8;12.9
529;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;60.6;11.2
530;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;54.7;10.1
531;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;37.5;6.9
532;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;32.1;5.7
533;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;19.1;4.6
534;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;21.3;4.9
535;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;24.3;5.4
536;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;24.2;5.2
537;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;25.3;5.4
538;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;25.5;5.4
539;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;24.3;5.1
540;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;23.2;4.7
541;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;21.2;4.3
542;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;18.6;3.7
543;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;17.0;3.3
544;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;11.0;2.1
545;Type: Eenoudergezin;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;6.5;1.3
546;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;81.6;18.1
547;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;88.4;19.0
548;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;91.8;19.3
549;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;95.1;19.5
550;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;74.2;15.1
551;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;73.9;14.6
552;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;69.4;13.6
553;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;65.8;12.6
554;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;63.2;11.9
555;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;62.7;11.6
556;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;57.2;10.5
557;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;51.8;9.5
558;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;55.0;9.8
559;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;20.2;4.8
560;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;23.2;5.3
561;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;25.5;5.7
562;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;25.8;5.6
563;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;23.1;5.0
564;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;23.1;4.9
565;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;23.3;4.9
566;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;23.2;4.8
567;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;22.5;4.5
568;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;22.8;4.5
569;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;21.8;4.3
570;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;20.1;3.9
571;Type: Eenoudergezin;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;19.6;3.8
572;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;116.3;25.7
573;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;123.4;26.6
574;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;127.2;26.8
575;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;132.4;27.2
576;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;108.6;22.0
577;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;108.8;21.5
578;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;104.7;20.5
579;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;99.8;19.1
580;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;97.1;18.2
581;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;96.5;17.9
582;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;90.0;16.6
583;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;83.1;15.2
584;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;86.3;15.4
585;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;47.6;11.4
586;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;51.5;11.9
587;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;54.8;12.2
588;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;52.6;11.4
589;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;48.3;10.4
590;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;48.6;10.2
591;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;48.7;10.2
592;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;47.8;9.8
593;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;47.0;9.4
594;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;46.6;9.2
595;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;45.0;8.8
596;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;42.2;8.2
597;Type: Eenoudergezin;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;41.1;8.0
598;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;142.1;31.4
599;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;149.5;32.2
600;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;153.8;32.4
601;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;159.7;32.8
602;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;132.9;27.0
603;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;132.9;26.2
604;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;128.8;25.2
605;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;124.1;23.8
606;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;120.5;22.6
607;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;120.1;22.2
608;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;113.0;20.8
609;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;103.9;19.0
610;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;107.4;19.2
611;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;69.9;16.7
612;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;74.3;17.1
613;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;77.3;17.3
614;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;73.6;16.0
615;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;67.2;14.4
616;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;67.3;14.1
617;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;67.0;14.0
618;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;65.6;13.4
619;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;64.5;13.0
620;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;63.7;12.6
621;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;61.5;12.1
622;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;57.4;11.2
623;Type: Eenoudergezin;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;55.7;10.8
624;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;54.9;22.3
625;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;65.0;25.8
626;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;75.9;29.4
627;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;73.1;27.6
628;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;65.4;24.4
629;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;62.0;22.5
630;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;58.3;21.3
631;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;54.5;19.7
632;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;49.4;17.8
633;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;41.5;14.9
634;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;37.7;13.7
635;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;22.8;8.4
636;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;19.3;7.0
637;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;15.6;7.0
638;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;17.2;7.5
639;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;19.4;8.2
640;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;19.0;7.8
641;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;19.6;7.9
642;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;19.9;7.9
643;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;19.2;7.7
644;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;18.1;7.2
645;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;16.0;6.3
646;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;13.6;5.4
647;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;12.3;4.9
648;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;7.0;2.8
649;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;3.5;1.4
650;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;66.8;27.2
651;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;70.8;28.1
652;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;72.8;28.2
653;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;75.6;28.5
654;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;63.2;23.5
655;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;63.3;23.0
656;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;59.7;21.8
657;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;56.8;20.5
658;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;54.6;19.6
659;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;53.6;19.3
660;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;49.1;17.8
661;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;44.4;16.3
662;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;47.0;16.9
663;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;16.9;7.6
664;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;19.1;8.3
665;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;20.7;8.7
666;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;20.8;8.5
667;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;19.6;7.9
668;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;20.2;8.0
669;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;20.7;8.3
670;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;20.9;8.3
671;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;20.3;8.0
672;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;20.6;8.1
673;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;19.8;7.8
674;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;18.2;7.3
675;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;17.6;7.2
676;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;94.8;38.6
677;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;98.4;39.0
678;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;100.4;38.9
679;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;104.5;39.4
680;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;91.3;34.0
681;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;91.5;33.2
682;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;88.6;32.3
683;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;84.9;30.7
684;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;82.6;29.7
685;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;81.3;29.3
686;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;76.8;27.8
687;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;70.9;26.0
688;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;73.8;26.6
689;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;39.8;18.0
690;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;42.5;18.5
691;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;44.6;18.8
692;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;42.2;17.2
693;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;40.5;16.3
694;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;41.5;16.5
695;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;42.2;16.9
696;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;41.9;16.6
697;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;41.4;16.3
698;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;41.0;16.2
699;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;39.8;15.7
700;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;37.6;15.1
701;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;36.7;14.9
702;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;112.2;45.6
