ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;AfstandTussenWoonEnWerkgemeente_2
1377;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2006 december;6.6;
1378;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2007 december;8.6;
1379;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2008 december;6.4;
1380;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2009 december;8.7;
1381;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2010 december;10.3;
1382;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2011 december;11.4;
1383;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2012 december;14.4;
1384;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2013 december;13.4;
1385;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Groot-Rijnmond (CR);2014 december;15.6;
1386;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2006 december;2.2;
1387;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2007 december;3.3;
1388;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2008 december;2.4;
1389;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2009 december;3.1;
1390;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2010 december;2.9;
1391;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2011 december;3.3;
1392;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2012 december;3.5;
1393;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2013 december;3.3;
1394;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Zuid-Holland (CR);2014 december;4.3;
1395;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2006 december;2.3;
1396;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2007 december;2.3;
1397;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2008 december;2.2;
1398;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2009 december;2.7;
1399;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2010 december;3.1;
1400;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2011 december;3.3;
1401;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2012 december;2.4;
1402;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2013 december;2.0;
1403;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zeeuwsch-Vlaanderen (CR);2014 december;1.8;
1404;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2006 december;1.1;
1405;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2007 december;1.3;
1406;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2008 december;1.0;
1407;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2009 december;1.5;
1408;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2010 december;1.6;
1409;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2011 december;1.7;
1410;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2012 december;1.8;
1411;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2013 december;1.5;
1412;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Overig Zeeland (CR);2014 december;1.8;
1413;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2006 december;7.1;
1414;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2007 december;8.3;
1415;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2008 december;8.1;
1416;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2009 december;10.6;
1417;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2010 december;11.8;
1418;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2011 december;12.6;
1419;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2012 december;11.8;
1420;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2013 december;11.4;
1421;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;West-Noord-Brabant (CR);2014 december;11.6;
1422;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2006 december;4.4;
1423;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2007 december;5.2;
1424;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2008 december;4.5;
1425;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2009 december;6.1;
1426;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2010 december;6.8;
1427;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2011 december;6.7;
1428;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2012 december;6.5;
1429;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2013 december;5.8;
1430;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Noord-Brabant (CR);2014 december;7.4;
1431;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2006 december;8.7;
1432;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2007 december;9.8;
1433;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2008 december;6.2;
1434;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2009 december;6.6;
1435;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2010 december;6.5;
1436;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2011 december;6.9;
1437;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2012 december;7.1;
1438;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2013 december;7.3;
1439;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noordoost-Noord-Brabant (CR);2014 december;8.5;
1440;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2006 december;10.8;
1441;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2007 december;14.2;
1442;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2008 december;12.3;
1443;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2009 december;13.9;
1444;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2010 december;14.5;
1445;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2011 december;15.5;
1446;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2012 december;15.3;
1447;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2013 december;13.5;
1448;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuidoost-Noord-Brabant (CR);2014 december;13.1;
1449;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2006 december;7.3;
1450;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2007 december;9.9;
1451;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2008 december;9.1;
1452;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2009 december;8.3;
1453;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2010 december;11.8;
1454;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2011 december;12.4;
1455;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2012 december;13.3;
1456;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2013 december;12.6;
1457;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Noord-Limburg (CR);2014 december;13.6;
1458;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2006 december;4.8;
1459;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2007 december;5.3;
1460;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2008 december;4.7;
1461;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2009 december;5.0;
1462;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2010 december;5.3;
1463;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2011 december;5.4;
1464;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2012 december;5.8;
1465;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2013 december;4.8;
1466;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Midden-Limburg (CR);2014 december;5.1;
1467;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2006 december;18.0;
1468;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2007 december;20.9;
1469;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2008 december;17.7;
1470;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2009 december;21.0;
1471;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2010 december;21.0;
1472;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2011 december;21.3;
1473;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2012 december;20.4;
1474;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2013 december;15.1;
1475;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Zuid-Limburg (CR);2014 december;12.9;
1476;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2006 december;1.2;
1477;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2007 december;1.5;
1478;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2008 december;1.2;
1479;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2009 december;1.8;
1480;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2010 december;2.3;
1481;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2011 december;2.5;
1482;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2012 december;3.0;
1483;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2013 december;2.8;
1484;Totaal mannen en vrouwen;Totaal leeftijd;Niet in te delen;Flevoland (CR);2014 december;3.1;
1485;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2006 december;247.4;19.4
1486;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2007 december;255.1;19.9
1487;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2008 december;256.5;20.2
1488;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2009 december;248.4;20.1
1489;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2010 december;252.9;20.3
1490;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2011 december;260.0;19.4
1491;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2012 december;255.5;24.6
1492;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2013 december;250.6;22.7
1493;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland;2014 december;251.0;21.8
1494;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2006 december;249.6;
1495;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2007 december;255.4;
1496;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2008 december;259.7;
1497;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2009 december;252.5;
1498;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2010 december;256.0;
1499;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2011 december;260.1;
1500;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2012 december;256.0;
1501;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2013 december;251.6;
1502;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Nederland inclusief niet in te delen;2014 december;251.2;
1503;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2006 december;2.2;
1504;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2007 december;0.3;
1505;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2008 december;3.2;
1506;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2009 december;4.1;
1507;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2010 december;3.1;
1508;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2011 december;0.1;
1509;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2012 december;0.5;
1510;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2013 december;1.0;
1511;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Werklokatie onbekend;2014 december;0.1;
1512;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2006 december;203.1;7.2
1513;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2007 december;207.7;7.2
1514;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2008 december;206.8;7.0
1515;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2009 december;201.6;7.1
1516;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2010 december;202.8;6.8
1517;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2011 december;211.0;6.4
1518;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2012 december;200.7;6.5
1519;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2013 december;197.6;6.6
1520;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Groningen (PV);2014 december;199.0;6.6
1521;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2006 december;8.8;42.9
1522;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2007 december;9.5;42.8
1523;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2008 december;9.7;41.6
1524;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2009 december;9.3;42.1
1525;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2010 december;9.8;41.9
1526;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2011 december;10.0;41.7
1527;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2012 december;10.5;41.7
1528;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2013 december;10.3;41.7
1529;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Friesland (PV);2014 december;9.9;41.5
1530;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2006 december;19.0;27.9
1531;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2007 december;20.4;28.3
1532;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2008 december;21.5;28.7
1533;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2009 december;19.8;28.3
1534;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2010 december;21.8;28.2
1535;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2011 december;20.1;27.6
1536;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2012 december;21.3;31.5
1537;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2013 december;21.8;29.0
1538;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Drenthe (PV);2014 december;23.2;30.1
1539;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2006 december;4.1;90.2
1540;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2007 december;3.4;89.3
1541;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2008 december;4.3;90.0
1542;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2009 december;3.6;89.8
1543;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2010 december;3.9;91.9
1544;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2011 december;3.8;90.5
1545;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2012 december;6.1;91.2
1546;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2013 december;5.4;90.4
1547;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Overijssel (PV);2014 december;4.2;91.7
1548;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2006 december;0.6;118.1
1549;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2007 december;0.8;105.4
1550;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2008 december;0.8;115.0
1551;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2009 december;0.9;119.4
1552;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2010 december;1.2;116.4
1553;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2011 december;1.0;116.5
1554;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2012 december;1.3;114.0
1555;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2013 december;1.4;118.4
1556;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Flevoland (PV);2014 december;1.1;114.5
1557;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2006 december;1.8;132.0
1558;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2007 december;3.0;136.3
1559;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2008 december;2.8;136.6
1560;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2009 december;2.7;128.9
1561;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2010 december;2.2;137.4
1562;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2011 december;3.5;138.1
1563;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2012 december;3.8;129.1
1564;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2013 december;2.9;129.7
1565;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Gelderland (PV);2014 december;2.9;131.7
1566;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2006 december;2.2;162.3
1567;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2007 december;2.2;161.6
1568;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2008 december;2.7;160.4
1569;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2009 december;3.0;158.4
1570;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2010 december;3.3;154.7
1571;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2011 december;2.5;154.3
1572;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2012 december;3.1;151.6
1573;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2013 december;2.7;152.5
1574;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Utrecht (PV);2014 december;2.5;155.7
1575;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2006 december;4.0;148.8
1576;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2007 december;4.0;150.2
1577;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2008 december;3.8;149.9
1578;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2009 december;3.6;149.7
1579;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2010 december;3.5;145.0
1580;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2011 december;4.5;146.0
1581;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2012 december;4.0;143.2
1582;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2013 december;4.7;138.3
1583;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Holland (PV);2014 december;4.1;142.1
1584;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2006 december;2.1;206.2
1585;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2007 december;2.1;203.6
1586;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2008 december;2.4;204.0
1587;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2009 december;2.3;204.9
1588;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2010 december;2.7;201.0
1589;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2011 december;2.1;203.1
1590;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2012 december;2.9;197.5
1591;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2013 december;2.5;200.4
1592;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zuid-Holland (PV);2014 december;2.4;200.7
1593;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2006 december;0.0;
1594;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2007 december;0.0;
1595;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2008 december;0.0;
1596;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2009 december;0.0;
1597;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2010 december;0.0;
1598;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2011 december;0.0;
1599;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2012 december;0.0;
1600;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2013 december;0.0;
1601;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Zeeland (PV);2014 december;0.0;
1602;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2006 december;1.5;210.8
1603;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2007 december;1.8;210.3
1604;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2008 december;1.5;210.6
1605;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2009 december;1.3;209.5
1606;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2010 december;1.5;208.9
1607;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2011 december;1.3;209.7
1608;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2012 december;1.4;209.1
1609;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2013 december;1.1;206.9
1610;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Noord-Brabant (PV);2014 december;1.3;208.4
1611;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Limburg (PV);2006 december;0.2;230.9
1612;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Limburg (PV);2007 december;0.2;234.5
1613;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Limburg (PV);2008 december;0.2;232.2
1614;Totaal mannen en vrouwen;Totaal leeftijd;Groningen (PV);Limburg (PV);2009 december;0.3;239.7
