ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;TotaleBevolking_1;PersonenMetArbeidTotaal_2;Werknemers_3;ZelfstandigenWinstUitOnderneming_4;ZelfstandigenOverigeArbeid_5;PersonenMetArbeidInBuitenland_6;PersonenMetEenUitkeringTotaal_7;PersonenMetEenAOUitkering_8;PersonenMetEenWWUitkering_9;PersonenMetEenBijstandsuitkering_10;PersonenMetEenAndereUitkering_11;PersonenMetPensioenTotaal_12;PersonenMetEenAOWUitkering_13;PersonenMetEenOverigPensioen_14
2573;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2009, vrijdag 25 september;9.1;2.1;1.9;0.1;0.1;0.0;4.9;2.0;0.2;2.7;0.1;0.9;0.0;0.9
2574;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2010, vrijdag 24 september;9.1;2.1;1.9;0.2;0.1;0.0;4.9;2.0;0.2;2.7;0.2;1.0;0.0;1.0
2575;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2011, vrijdag 30 september;9.7;2.4;2.1;0.2;0.1;0.0;5.2;2.1;0.2;2.8;0.2;1.0;0.0;1.0
2576;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2012, vrijdag 28 september;10.0;2.5;2.3;0.2;0.1;0.0;5.3;2.2;0.2;2.8;0.2;1.0;0.0;1.0
2577;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2013. vrijdag 27 september;10.8;2.7;2.5;0.2;0.1;0.0;5.7;2.4;0.3;3.0;0.3;1.1;0.0;1.1
2578;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2014, vrijdag 26 september;11.5;3.0;2.7;0.3;0.1;0.0;6.1;2.5;0.4;3.2;0.2;1.1;0.0;1.1
2579;Totaal mannen en vrouwen;55 tot 60 jaar;Marokko;2015, vrijdag 25 september;12.8;3.5;3.1;0.3;0.1;0.0;6.9;2.8;0.4;3.6;0.2;1.1;0.0;1.1
2580;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2001, vrijdag 28 september;9.5;1.3;1.2;0.1;0.0;0.0;6.5;4.0;0.2;2.6;0.2;1.0;0.0;1.0
2581;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2002, vrijdag 27 september;9.2;1.3;1.2;0.1;0.0;0.0;6.2;3.8;0.2;2.4;0.2;1.0;0.0;1.0
2582;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2003, vrijdag 26 september;9.4;1.3;1.2;0.1;0.0;0.0;6.3;3.8;0.2;2.5;0.2;1.1;0.0;1.1
2583;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2004, vrijdag 24 september;9.6;1.4;1.2;0.1;0.0;0.0;6.3;3.8;0.3;2.5;0.2;1.1;0.0;1.1
2584;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2005, vrijdag 30 september;10.0;1.5;1.3;0.1;0.0;0.0;6.5;3.9;0.3;2.5;0.3;1.2;0.0;1.2
2585;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2006, vrijdag 29 september;9.8;1.5;1.3;0.1;0.0;0.0;6.2;3.7;0.3;2.2;0.3;1.2;0.0;1.2
2586;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2007, vrijdag 28 september;9.7;1.6;1.5;0.1;0.1;0.0;6.0;3.6;0.3;2.2;0.3;1.2;0.0;1.2
2587;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2008, vrijdag 26 september;9.5;1.8;1.6;0.2;0.1;0.0;5.9;3.5;0.2;2.1;0.2;1.2;0.0;1.2
2588;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2009, vrijdag 25 september;9.4;1.9;1.6;0.2;0.2;0.0;5.8;3.4;0.2;2.1;0.2;1.2;0.0;1.2
2589;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2010, vrijdag 24 september;9.3;2.1;1.8;0.2;0.1;0.0;5.6;3.3;0.2;2.0;0.3;1.1;0.0;1.1
2590;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2011, vrijdag 30 september;10.5;2.6;2.2;0.3;0.1;0.0;6.4;3.8;0.3;2.3;0.4;1.1;0.0;1.1
2591;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2012, vrijdag 28 september;11.0;2.8;2.4;0.4;0.1;0.0;6.5;3.9;0.4;2.2;0.4;1.2;0.0;1.2
2592;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2013. vrijdag 27 september;11.7;3.1;2.6;0.5;0.1;0.0;7.0;4.1;0.4;2.4;0.4;1.2;0.0;1.2
2593;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2014, vrijdag 26 september;12.8;3.7;3.0;0.6;0.2;0.0;7.5;4.3;0.5;2.6;0.4;1.2;0.0;1.2
2594;Totaal mannen en vrouwen;55 tot 60 jaar;Turkije;2015, vrijdag 25 september;15.1;4.7;3.8;0.8;0.2;0.0;8.7;5.0;0.6;3.0;0.4;1.3;0.0;1.3
2595;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2001, vrijdag 28 september;10.5;5.0;4.7;0.3;0.1;0.0;5.1;2.7;0.3;2.1;0.4;1.4;0.0;1.4
2596;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2002, vrijdag 27 september;11.2;5.6;5.3;0.3;0.1;0.0;5.3;2.9;0.3;2.0;0.3;1.6;0.0;1.6
2597;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2003, vrijdag 26 september;12.2;6.2;5.8;0.4;0.2;0.0;5.6;3.2;0.4;2.1;0.3;1.7;0.0;1.7
2598;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2004, vrijdag 24 september;12.9;6.7;6.3;0.4;0.2;0.0;5.9;3.3;0.5;2.1;0.3;1.7;0.0;1.7
2599;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2005, vrijdag 30 september;13.7;7.3;6.8;0.4;0.2;0.0;6.0;3.3;0.6;2.2;0.4;1.8;0.0;1.8
2600;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2006, vrijdag 29 september;14.7;8.0;7.5;0.5;0.3;0.0;6.2;3.3;0.7;2.2;0.4;1.9;0.0;1.9
2601;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2007, vrijdag 28 september;15.8;9.1;8.5;0.5;0.3;0.0;6.4;3.4;0.7;2.2;0.4;1.9;0.0;1.9
2602;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2008, vrijdag 26 september;17.1;10.3;9.6;0.6;0.4;0.0;6.5;3.6;0.6;2.3;0.4;1.9;0.0;1.9
2603;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2009, vrijdag 25 september;18.6;11.4;10.6;0.7;0.5;0.0;6.9;3.7;0.7;2.4;0.4;2.2;0.0;2.2
2604;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2010, vrijdag 24 september;20.0;12.2;11.4;0.8;0.5;0.0;7.4;3.8;0.8;2.7;0.4;2.4;0.0;2.4
2605;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2011, vrijdag 30 september;21.2;12.9;12.1;0.9;0.4;0.0;8.0;4.0;0.9;2.9;0.5;2.3;0.0;2.3
2606;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2012, vrijdag 28 september;22.2;13.4;12.4;1.0;0.5;0.0;8.4;4.0;1.2;3.1;0.5;2.4;0.0;2.4
2607;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2013. vrijdag 27 september;23.0;13.7;12.6;1.1;0.5;0.0;9.0;4.0;1.5;3.3;0.6;2.3;0.0;2.3
2608;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2014, vrijdag 26 september;24.0;14.2;13.0;1.2;0.5;0.0;9.5;4.1;1.7;3.5;0.6;2.2;0.0;2.2
2609;Totaal mannen en vrouwen;55 tot 60 jaar;Suriname;2015, vrijdag 25 september;24.8;14.6;13.4;1.3;0.5;0.0;9.8;4.1;1.7;3.8;0.6;2.0;0.0;2.0
2610;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2001, vrijdag 28 september;3.6;1.8;1.8;0.1;0.0;0.0;1.6;0.5;0.1;1.0;0.1;0.3;0.0;0.3
2611;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2002, vrijdag 27 september;4.0;2.0;1.9;0.1;0.1;0.0;1.7;0.5;0.1;1.0;0.1;0.4;0.0;0.4
2612;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2003, vrijdag 26 september;4.4;2.3;2.2;0.1;0.1;0.0;1.8;0.6;0.2;1.0;0.1;0.4;0.0;0.4
2613;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2004, vrijdag 24 september;4.5;2.4;2.3;0.1;0.1;0.0;1.8;0.6;0.2;1.0;0.1;0.4;0.0;0.4
2614;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2005, vrijdag 30 september;4.7;2.6;2.5;0.1;0.1;0.0;1.8;0.6;0.2;0.9;0.2;0.5;0.0;0.5
2615;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2006, vrijdag 29 september;4.8;2.8;2.6;0.1;0.1;0.0;1.8;0.6;0.3;0.9;0.1;0.5;0.0;0.5
2616;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2007, vrijdag 28 september;5.1;3.1;2.9;0.2;0.1;0.0;1.8;0.6;0.3;1.0;0.1;0.4;0.0;0.4
2617;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2008, vrijdag 26 september;5.4;3.4;3.2;0.2;0.1;0.0;1.8;0.6;0.2;0.9;0.1;0.4;0.0;0.4
2618;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2009, vrijdag 25 september;5.7;3.6;3.4;0.2;0.1;0.0;1.9;0.6;0.3;1.0;0.2;0.4;0.0;0.4
2619;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2010, vrijdag 24 september;6.1;3.8;3.6;0.2;0.1;0.0;2.2;0.6;0.4;1.1;0.2;0.4;0.0;0.4
2620;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2011, vrijdag 30 september;6.3;3.9;3.6;0.3;0.1;0.0;2.3;0.6;0.4;1.2;0.2;0.4;0.0;0.4
2621;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2012, vrijdag 28 september;6.6;4.0;3.7;0.3;0.2;0.0;2.5;0.7;0.4;1.3;0.2;0.5;0.0;0.5
2622;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2013. vrijdag 27 september;6.9;4.0;3.7;0.3;0.2;0.0;2.8;0.7;0.6;1.5;0.2;0.4;0.0;0.4
2623;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2014, vrijdag 26 september;7.2;4.1;3.7;0.3;0.2;0.0;3.1;0.8;0.6;1.6;0.2;0.4;0.0;0.4
2624;Totaal mannen en vrouwen;55 tot 60 jaar;(voormalige) Nederlandse Antillen, Aruba;2015, vrijdag 25 september;7.5;4.2;3.8;0.4;0.2;0.0;3.2;0.8;0.6;1.8;0.2;0.3;0.0;0.3
2625;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2001, vrijdag 28 september;8.9;3.2;2.7;0.5;0.1;0.0;4.0;0.9;0.2;2.9;0.2;0.7;0.0;0.7
2626;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2002, vrijdag 27 september;10.1;3.9;3.2;0.6;0.1;0.0;4.5;1.1;0.2;3.1;0.2;0.8;0.0;0.8
2627;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2003, vrijdag 26 september;11.5;4.5;3.7;0.8;0.2;0.0;5.1;1.3;0.4;3.4;0.2;0.9;0.0;0.9
2628;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2004, vrijdag 24 september;12.7;5.1;4.2;0.9;0.2;0.0;5.6;1.5;0.5;3.8;0.2;0.9;0.0;0.9
2629;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2005, vrijdag 30 september;14.2;5.8;4.7;1.0;0.2;0.0;6.2;1.5;0.6;4.1;0.3;1.0;0.0;1.0
2630;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2006, vrijdag 29 september;15.6;6.7;5.4;1.3;0.3;0.0;6.6;1.6;0.6;4.4;0.2;1.1;0.0;1.1
2631;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2007, vrijdag 28 september;17.3;7.7;6.3;1.4;0.3;0.1;7.2;1.7;0.7;4.8;0.3;1.2;0.0;1.2
2632;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2008, vrijdag 26 september;19.0;8.9;7.3;1.5;0.4;0.1;7.5;1.8;0.6;5.1;0.3;1.2;0.0;1.2
2633;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2009, vrijdag 25 september;21.2;10.0;8.0;1.8;0.4;0.1;8.4;2.0;0.7;5.7;0.3;1.3;0.0;1.3
2634;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2010, vrijdag 24 september;23.1;11.0;8.9;2.0;0.4;0.1;9.2;2.1;0.8;6.2;0.3;1.4;0.0;1.4
2635;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2011, vrijdag 30 september;25.4;12.2;9.8;2.3;0.4;0.1;10.3;2.2;1.0;6.9;0.4;1.4;0.0;1.4
2636;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2012, vrijdag 28 september;27.6;13.3;10.6;2.5;0.5;0.1;11.3;2.4;1.2;7.6;0.5;1.6;0.0;1.6
2637;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2013. vrijdag 27 september;29.9;14.1;11.2;2.8;0.5;0.1;12.5;2.5;1.6;8.4;0.5;1.6;0.0;1.6
2638;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2014, vrijdag 26 september;31.9;15.1;12.0;2.9;0.6;0.1;13.5;2.7;1.7;9.0;0.5;1.6;0.0;1.6
2639;Totaal mannen en vrouwen;55 tot 60 jaar;Overig niet-westers;2015, vrijdag 25 september;34.6;16.3;12.9;3.3;0.6;0.1;14.8;2.8;1.7;10.2;0.5;1.6;0.0;1.6
2640;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2001, vrijdag 28 september;754.3;166.5;112.7;44.4;18.6;1.1;273.9;168.7;34.0;58.1;32.2;294.0;0.0;293.9
2641;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2002, vrijdag 27 september;768.6;181.3;125.3;46.1;19.6;1.2;272.2;171.3;28.6;59.4;31.8;307.6;0.0;307.6
2642;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2003, vrijdag 26 september;787.2;203.8;143.6;49.5;21.7;1.4;270.6;172.1;28.2;57.6;32.3;327.0;0.0;327.0
2643;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2004, vrijdag 24 september;817.9;216.7;152.7;51.0;23.8;1.6;271.4;174.8;29.5;54.2;33.4;351.2;0.0;351.2
2644;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2005, vrijdag 30 september;841.4;239.3;170.4;54.2;26.9;1.7;268.9;175.1;30.2;49.8;34.6;373.1;0.1;373.1
2645;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2006, vrijdag 29 september;903.8;269.9;188.4;63.2;31.7;1.9;272.0;180.0;33.1;45.9;32.6;401.2;0.0;401.2
2646;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2007, vrijdag 28 september;980.3;323.0;233.8;63.8;38.9;2.1;281.9;187.0;34.2;45.7;34.7;431.1;0.0;431.1
2647;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2008, vrijdag 26 september;1033.2;371.1;272.0;68.9;46.3;2.3;281.9;189.8;30.1;45.6;34.1;443.3;0.0;443.3
2648;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2009, vrijdag 25 september;1064.0;406.9;302.0;73.6;49.3;2.4;278.3;189.6;25.8;47.5;31.7;452.6;0.0;452.6
2649;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2010, vrijdag 24 september;1090.8;435.4;331.8;78.4;44.1;2.5;279.6;188.0;24.3;50.6;31.6;455.6;0.0;455.6
2650;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2011, vrijdag 30 september;1076.9;466.2;364.9;80.6;42.0;2.6;276.1;181.0;25.9;50.8;33.6;424.2;0.0;424.2
2651;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2012, vrijdag 28 september;1055.5;487.2;387.9;81.9;40.5;2.6;273.7;173.3;31.8;50.6;33.3;384.2;0.0;384.2
2652;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2013. vrijdag 27 september;1046.3;511.4;414.2;83.0;35.7;2.7;282.1;168.3;42.6;52.7;35.1;338.9;0.0;338.9
2653;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2014, vrijdag 26 september;1044.3;540.1;442.3;85.3;34.6;2.7;290.9;164.3;53.2;55.5;32.7;298.8;0.0;298.8
2654;Totaal mannen en vrouwen;60 tot 65 jaar;Totaal herkomst;2015, vrijdag 25 september;1052.0;564.5;464.2;91.6;33.5;2.8;296.3;160.4;59.4;58.6;32.7;259.9;0.0;259.9
2655;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2001, vrijdag 28 september;638.4;144.7;96.8;39.9;16.6;0.6;219.7;140.1;28.4;39.9;26.6;254.5;0.0;254.5
2656;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2002, vrijdag 27 september;648.7;157.2;107.5;41.3;17.5;0.7;217.2;141.6;23.8;40.6;26.3;265.9;0.0;265.9
2657;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2003, vrijdag 26 september;667.2;178.1;124.4;44.5;19.4;0.8;216.2;142.6;23.5;39.0;26.8;283.6;0.0;283.6
2658;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2004, vrijdag 24 september;697.2;190.4;133.3;45.9;21.3;0.9;217.6;145.5;24.7;36.1;27.8;306.4;0.0;306.4
2659;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2005, vrijdag 30 september;721.7;211.0;149.3;49.0;24.1;1.0;216.7;146.5;25.3;33.0;28.7;327.7;0.0;327.7
2660;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2006, vrijdag 29 september;780.0;238.5;165.3;57.1;28.5;1.1;220.1;151.2;28.0;29.8;27.1;354.4;0.0;354.4
2661;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2007, vrijdag 28 september;848.9;284.6;204.6;57.5;35.0;1.3;229.2;158.0;29.0;29.7;28.9;382.3;0.0;382.3
2662;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2008, vrijdag 26 september;892.3;325.3;236.7;61.8;41.8;1.5;227.7;159.7;25.4;29.1;28.0;392.8;0.0;392.8
2663;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2009, vrijdag 25 september;915.1;355.1;261.8;65.7;44.3;1.5;223.0;158.9;21.4;30.3;25.6;399.5;0.0;399.5
2664;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2010, vrijdag 24 september;933.4;378.6;286.8;69.8;39.4;1.6;221.8;156.8;20.1;31.6;25.4;400.7;0.0;400.7
2665;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2011, vrijdag 30 september;915.8;403.9;314.8;71.3;37.4;1.5;216.9;150.1;21.3;30.8;27.0;371.4;0.0;371.4
2666;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2012, vrijdag 28 september;893.8;421.8;335.0;72.2;35.8;1.5;213.5;143.0;26.3;30.0;26.6;335.4;0.0;335.4
2667;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2013. vrijdag 27 september;883.6;443.2;358.3;73.2;31.5;1.5;219.6;138.4;35.3;31.2;27.9;295.7;0.0;295.7
2668;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2014, vrijdag 26 september;879.6;468.0;382.9;75.0;30.5;1.6;226.4;135.0;44.6;32.6;25.7;260.8;0.0;260.8
2669;Totaal mannen en vrouwen;60 tot 65 jaar;Autochtoon;2015, vrijdag 25 september;885.5;489.3;402.1;80.4;29.5;1.7;231.0;131.7;50.2;34.6;26.4;227.2;0.0;227.2
2670;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2001, vrijdag 28 september;115.9;21.8;16.0;4.4;2.0;0.5;54.1;28.6;5.6;18.2;5.6;39.5;0.0;39.5
2671;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2002, vrijdag 27 september;119.9;24.1;17.8;4.8;2.1;0.5;55.0;29.8;4.7;18.8;5.5;41.7;0.0;41.7
2672;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2003, vrijdag 26 september;120.1;25.8;19.2;5.1;2.3;0.6;54.4;29.4;4.7;18.7;5.5;43.4;0.0;43.4
2673;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2004, vrijdag 24 september;120.7;26.3;19.4;5.0;2.5;0.7;53.9;29.2;4.8;18.1;5.6;44.7;0.0;44.7
2674;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2005, vrijdag 30 september;119.7;28.3;21.1;5.2;2.7;0.7;52.2;28.6;4.9;16.9;5.9;45.5;0.0;45.5
2675;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2006, vrijdag 29 september;123.7;31.5;23.1;6.0;3.2;0.7;51.9;28.7;5.1;16.1;5.5;46.8;0.0;46.8
2676;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2007, vrijdag 28 september;131.3;38.4;29.2;6.3;3.8;0.8;52.7;29.0;5.3;16.0;5.9;48.8;0.0;48.8
2677;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2008, vrijdag 26 september;140.9;45.8;35.3;7.1;4.5;0.9;54.2;30.0;4.7;16.5;6.1;50.5;0.0;50.5
2678;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2009, vrijdag 25 september;148.9;51.8;40.2;7.9;5.1;0.9;55.3;30.6;4.3;17.3;6.0;53.1;0.0;53.1
2679;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2010, vrijdag 24 september;157.3;56.9;45.0;8.6;4.6;1.0;57.8;31.1;4.2;19.0;6.2;54.9;0.0;54.9
2680;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2011, vrijdag 30 september;161.1;62.3;50.1;9.3;4.6;1.0;59.2;30.9;4.6;20.0;6.6;52.8;0.0;52.8
2681;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2012, vrijdag 28 september;161.7;65.3;52.9;9.7;4.6;1.1;60.2;30.3;5.5;20.6;6.8;48.8;0.0;48.8
2682;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2013. vrijdag 27 september;162.8;68.2;56.0;9.8;4.1;1.1;62.5;29.8;7.3;21.5;7.2;43.2;0.0;43.2
2683;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2014, vrijdag 26 september;164.7;72.1;59.4;10.3;4.1;1.1;64.5;29.3;8.6;22.9;6.9;38.0;0.0;38.0
2684;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon;2015, vrijdag 25 september;166.5;75.2;62.0;11.2;3.9;1.1;65.3;28.7;9.2;24.1;6.3;32.7;0.0;32.7
2685;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2001, vrijdag 28 september;68.2;11.4;8.8;1.9;0.8;0.4;35.7;16.9;3.2;14.7;3.3;20.5;0.0;20.5
2686;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2002, vrijdag 27 september;72.3;13.0;10.1;2.1;0.9;0.4;37.0;18.1;2.8;15.3;3.3;22.2;0.0;22.2
2687;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2003, vrijdag 26 september;72.6;13.7;10.5;2.3;0.9;0.5;37.0;18.0;2.8;15.4;3.3;23.2;0.0;23.2
2688;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2004, vrijdag 24 september;73.1;14.0;10.7;2.2;1.1;0.5;36.9;18.0;2.9;15.2;3.4;23.9;0.0;23.9
2689;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2005, vrijdag 30 september;72.4;15.2;11.8;2.3;1.2;0.6;35.9;17.8;3.0;14.2;3.6;24.3;0.0;24.3
2690;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2006, vrijdag 29 september;73.7;16.7;12.8;2.6;1.4;0.6;35.7;17.8;3.1;13.6;3.5;24.5;0.0;24.5
2691;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2007, vrijdag 28 september;77.5;20.7;16.4;2.8;1.6;0.6;36.1;17.9;3.2;13.6;3.7;25.1;0.0;25.1
2692;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2008, vrijdag 26 september;84.6;25.4;20.4;3.3;2.0;0.7;37.7;18.9;2.9;14.1;3.9;26.3;0.0;26.3
2693;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2009, vrijdag 25 september;91.5;29.8;24.0;3.9;2.4;0.7;39.2;19.6;2.8;14.8;4.0;28.5;0.0;28.5
2694;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2010, vrijdag 24 september;98.8;33.5;27.3;4.3;2.3;0.7;41.7;20.2;2.8;16.3;4.2;30.0;0.0;30.0
2695;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2011, vrijdag 30 september;103.2;36.9;30.3;4.8;2.3;0.8;43.4;20.4;3.1;17.3;4.6;29.9;0.0;29.9
2696;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2012, vrijdag 28 september;104.7;38.4;31.7;5.1;2.4;0.9;44.5;20.2;3.6;17.9;4.8;28.1;0.0;28.1
2697;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2013. vrijdag 27 september;106.2;40.0;33.2;5.2;2.1;0.9;46.3;20.1;4.7;18.7;5.2;25.0;0.0;25.0
2698;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2014, vrijdag 26 september;108.1;42.4;35.1;5.6;2.2;0.9;47.9;19.9;5.5;19.9;5.0;21.7;0.0;21.7
2699;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 1e generatie;2015, vrijdag 25 september;109.3;44.2;36.7;6.1;2.0;0.9;48.2;19.4;5.7;20.8;4.4;18.3;0.0;18.3
2700;Totaal mannen en vrouwen;60 tot 65 jaar;Allochtoon, 2e generatie;2001, vrijdag 28 september;47.7;10.4;7.2;2.5;1.2;0.1;18.4;11.7;2.4;3.5;2.3;19.0;0.0;19.0
