ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
3052;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;181400.0;6900.0;12800.0;38.0;3600.0;12200.0;37.0;44.0;10500.0;25000.0;75.0
3053;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;184250.0;6900.0;12900.0;38.0;3400.0;11900.0;35.0;43.0;10300.0;24800.0;73.0
3054;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;187250.0;7000.0;13100.0;38.0;3200.0;11800.0;34.0;41.0;10200.0;24900.0;72.0
3055;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;187500.0;7100.0;13300.0;38.0;2800.0;11200.0;32.0;37.0;9900.0;24500.0;70.0
3056;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2005;111100.0;6000.0;11300.0;39.0;3400.0;10000.0;35.0;46.0;9400.0;21300.0;74.0
3057;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2006;112050.0;6100.0;11400.0;37.0;3300.0;11300.0;36.0;47.0;9400.0;22700.0;73.0
3058;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2007;113400.0;6300.0;11800.0;36.0;3900.0;12700.0;39.0;48.0;10200.0;24500.0;75.0
3059;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2008;121150.0;6500.0;12200.0;36.0;4000.0;13300.0;39.0;51.0;10500.0;25500.0;75.0
3060;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2009;115850.0;6800.0;12800.0;37.0;3700.0;12600.0;37.0;46.0;10500.0;25400.0;74.0
3061;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2010;126000.0;6900.0;12900.0;37.0;3500.0;12300.0;35.0;45.0;10400.0;25200.0;72.0
3062;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2011;123050.0;7000.0;13100.0;37.0;3300.0;12100.0;34.0;43.0;10300.0;25200.0;71.0
3063;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2012;124750.0;7100.0;13300.0;37.0;2900.0;11400.0;32.0;39.0;10000.0;24700.0;69.0
3064;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2005;70300.0;6100.0;11300.0;43.0;3000.0;8900.0;34.0;39.0;9100.0;20200.0;77.0
3065;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2006;69500.0;6200.0;11400.0;41.0;3000.0;10100.0;36.0;40.0;9200.0;21500.0;77.0
3066;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2007;70500.0;6400.0;11800.0;40.0;3400.0;11300.0;38.0;42.0;9800.0;23100.0;78.0
3067;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2008;62050.0;6600.0;12200.0;40.0;3500.0;11600.0;38.0;45.0;10100.0;23800.0;78.0
3068;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2009;65550.0;6900.0;12800.0;41.0;3400.0;11500.0;37.0;40.0;10300.0;24300.0;78.0
3069;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2010;58200.0;7000.0;12900.0;41.0;3100.0;11000.0;34.0;38.0;10100.0;23900.0;75.0
3070;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2011;64200.0;7100.0;13100.0;40.0;3100.0;11200.0;34.0;37.0;10200.0;24300.0;74.0
3071;Totaal huishoudsamenstelling;40 tot 45 jaar;Autochtonen;Autochtonen;Ooit gescheiden;2012;62800.0;7200.0;13300.0;40.0;2700.0;10700.0;32.0;34.0;9900.0;24000.0;72.0
3072;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;68850.0;4200.0;9400.0;44.0;1600.0;5800.0;27.0;18.0;5800.0;15200.0;71.0
3073;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;70300.0;4300.0;9600.0;42.0;1700.0;6700.0;29.0;19.0;6000.0;16300.0;71.0
3074;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;71900.0;4400.0;9900.0;42.0;2000.0;7500.0;32.0;20.0;6400.0;17400.0;74.0
3075;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;73750.0;4500.0;10200.0;41.0;2000.0;7800.0;32.0;24.0;6500.0;18000.0;73.0
3076;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;75300.0;4800.0;10700.0;43.0;1300.0;4600.0;18.0;19.0;6100.0;15300.0;61.0
3077;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;77650.0;4800.0;10800.0;43.0;1200.0;4400.0;17.0;18.0;6000.0;15200.0;60.0
3078;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;79500.0;5000.0;11100.0;43.0;1100.0;4200.0;16.0;18.0;6100.0;15300.0;59.0
3079;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;81250.0;5000.0;11200.0;43.0;1000.0;3800.0;15.0;16.0;6000.0;15000.0;58.0
3080;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2005;40500.0;4000.0;9300.0;42.0;1700.0;6200.0;28.0;20.0;5700.0;15500.0;70.0
3081;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2006;41600.0;4100.0;9400.0;40.0;1700.0;7100.0;30.0;20.0;5800.0;16500.0;70.0
3082;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2007;43300.0;4200.0;9700.0;40.0;2000.0;7900.0;33.0;21.0;6200.0;17600.0;73.0
3083;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2008;47350.0;4300.0;10000.0;40.0;2000.0;8200.0;33.0;26.0;6300.0;18200.0;73.0
3084;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2009;46850.0;4500.0;10400.0;42.0;1400.0;4800.0;19.0;20.0;5900.0;15200.0;61.0
3085;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2010;51350.0;4600.0;10600.0;42.0;1300.0;4600.0;18.0;19.0;5900.0;15200.0;60.0
3086;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2011;53100.0;4600.0;10700.0;41.0;1100.0;4300.0;17.0;18.0;5700.0;15000.0;58.0
3087;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Nooit gescheiden;2012;54800.0;4700.0;10900.0;42.0;1000.0;4000.0;15.0;16.0;5700.0;14900.0;57.0
3088;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2005;28350.0;4500.0;9700.0;47.0;1600.0;5100.0;25.0;17.0;6100.0;14800.0;72.0
3089;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2006;28700.0;4600.0;9900.0;45.0;1600.0;6000.0;27.0;17.0;6200.0;15900.0;72.0
3090;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2007;28600.0;4800.0;10200.0;44.0;2000.0;6900.0;30.0;19.0;6800.0;17100.0;74.0
3091;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2008;26450.0;5000.0;10600.0;44.0;2000.0;7200.0;30.0;21.0;7000.0;17800.0;74.0
3092;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2009;28400.0;5200.0;11100.0;45.0;1200.0;4200.0;17.0;17.0;6400.0;15300.0;62.0
3093;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2010;26250.0;5400.0;11300.0;45.0;1100.0;3900.0;16.0;16.0;6500.0;15200.0;61.0
3094;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2011;26400.0;5600.0;11700.0;45.0;1100.0;4000.0;15.0;16.0;6700.0;15700.0;60.0
3095;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Totaal alle generaties;Ooit gescheiden;2012;26450.0;5800.0;11900.0;46.0;900.0;3500.0;14.0;15.0;6700.0;15400.0;60.0
3096;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2005;51200.0;3600.0;8800.0;45.0;1200.0;4600.0;24.0;13.0;4800.0;13400.0;69.0
3097;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2006;51950.0;3700.0;9000.0;44.0;1200.0;5400.0;26.0;13.0;4900.0;14400.0;70.0
3098;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2007;53100.0;3800.0;9300.0;43.0;1500.0;6100.0;29.0;14.0;5300.0;15400.0;72.0
3099;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2008;54700.0;3900.0;9500.0;43.0;1400.0;6300.0;28.0;19.0;5300.0;15800.0;71.0
3100;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2009;56000.0;4100.0;10000.0;45.0;700.0;2600.0;12.0;13.0;4800.0;12600.0;57.0
3101;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2010;57750.0;4100.0;10100.0;44.0;700.0;2400.0;11.0;14.0;4800.0;12500.0;55.0
3102;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2011;58950.0;4300.0;10400.0;44.0;600.0;2300.0;10.0;13.0;4900.0;12700.0;54.0
3103;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2012;60200.0;4300.0;10500.0;45.0;500.0;2100.0;9.0;12.0;4800.0;12600.0;54.0
3104;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2005;29100.0;3200.0;8500.0;43.0;1200.0;5000.0;26.0;13.0;4400.0;13500.0;69.0
3105;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2006;29750.0;3300.0;8600.0;41.0;1200.0;5800.0;28.0;13.0;4500.0;14400.0;69.0
3106;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2007;31050.0;3400.0;8900.0;41.0;1400.0;6400.0;30.0;15.0;4800.0;15300.0;71.0
3107;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2008;34150.0;3500.0;9100.0;41.0;1400.0;6500.0;29.0;20.0;4900.0;15600.0;70.0
3108;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2009;33950.0;3600.0;9600.0;43.0;700.0;2700.0;12.0;14.0;4300.0;12300.0;55.0
3109;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2010;37250.0;3700.0;9700.0;43.0;700.0;2500.0;11.0;14.0;4400.0;12200.0;54.0
3110;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2011;38800.0;3800.0;9900.0;43.0;600.0;2300.0;10.0;13.0;4400.0;12200.0;53.0
3111;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2012;39950.0;3800.0;10000.0;43.0;500.0;2100.0;9.0;12.0;4300.0;12100.0;52.0
3112;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2005;22100.0;4000.0;9300.0;48.0;1200.0;4100.0;21.0;12.0;5200.0;13400.0;69.0
3113;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2006;22200.0;4200.0;9400.0;47.0;1300.0;4800.0;24.0;12.0;5500.0;14200.0;71.0
3114;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2007;22050.0;4300.0;9800.0;46.0;1500.0;5700.0;27.0;14.0;5800.0;15500.0;73.0
3115;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2008;20600.0;4600.0;10200.0;46.0;1500.0;5800.0;26.0;17.0;6100.0;16000.0;72.0
3116;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2009;22050.0;4800.0;10700.0;47.0;700.0;2500.0;11.0;13.0;5500.0;13200.0;58.0
3117;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2010;20500.0;5000.0;10900.0;47.0;700.0;2400.0;10.0;13.0;5700.0;13300.0;57.0
3118;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2011;20150.0;5200.0;11300.0;47.0;600.0;2300.0;10.0;13.0;5800.0;13600.0;57.0
3119;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2012;20250.0;5300.0;11500.0;48.0;500.0;2000.0;9.0;12.0;5800.0;13500.0;57.0
3120;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2005;17650.0;6000.0;11200.0;41.0;3000.0;9100.0;33.0;35.0;9000.0;20300.0;74.0
3121;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2006;18350.0;6000.0;11400.0;39.0;2900.0;10400.0;35.0;35.0;8900.0;21800.0;74.0
3122;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2007;18800.0;6300.0;11700.0;39.0;3500.0;11600.0;38.0;36.0;9800.0;23300.0;77.0
3123;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2008;19050.0;6500.0;12100.0;38.0;3600.0;12300.0;38.0;39.0;10100.0;24400.0;76.0
3124;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2009;19300.0;6800.0;12700.0;39.0;3000.0;10400.0;32.0;34.0;9800.0;23100.0;71.0
3125;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2010;19900.0;6800.0;12800.0;39.0;2800.0;9900.0;30.0;32.0;9600.0;22700.0;69.0
3126;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2011;20500.0;6900.0;13000.0;39.0;2600.0;9600.0;29.0;30.0;9500.0;22600.0;68.0
3127;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2012;21100.0;7000.0;13200.0;40.0;2200.0;8700.0;27.0;27.0;9200.0;21900.0;67.0
3128;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2005;11450.0;6000.0;11200.0;40.0;3000.0;9300.0;33.0;36.0;9000.0;20500.0;73.0
3129;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2006;11900.0;6000.0;11400.0;38.0;3000.0;10600.0;35.0;36.0;9000.0;22000.0;73.0
3130;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2007;12250.0;6200.0;11800.0;38.0;3600.0;11800.0;38.0;37.0;9800.0;23600.0;76.0
3131;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2008;13200.0;6400.0;12100.0;37.0;3600.0;12300.0;38.0;40.0;10000.0;24400.0;75.0
3132;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2009;12950.0;6700.0;12700.0;39.0;3000.0;10500.0;32.0;35.0;9700.0;23200.0;71.0
3133;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2010;14150.0;6800.0;12800.0;39.0;2800.0;10100.0;31.0;34.0;9600.0;22900.0;70.0
3134;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2011;14300.0;6900.0;13000.0;39.0;2500.0;9800.0;29.0;31.0;9400.0;22800.0;68.0
3135;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2012;14900.0;7000.0;13200.0;40.0;2100.0;8900.0;27.0;28.0;9100.0;22100.0;67.0
3136;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2005;6250.0;6000.0;11200.0;43.0;2900.0;8700.0;34.0;32.0;8900.0;19900.0;77.0
3137;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2006;6500.0;6100.0;11300.0;40.0;2900.0;10000.0;35.0;33.0;9000.0;21300.0;75.0
3138;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2007;6500.0;6300.0;11700.0;40.0;3400.0;11100.0;38.0;35.0;9700.0;22800.0;78.0
3139;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2008;5850.0;6500.0;12100.0;39.0;3700.0;12100.0;39.0;37.0;10200.0;24200.0;78.0
3140;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2009;6350.0;6800.0;12700.0;40.0;3000.0;10100.0;32.0;32.0;9800.0;22800.0;72.0
3141;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2010;5750.0;6900.0;12800.0;41.0;2700.0;9500.0;30.0;29.0;9600.0;22300.0;71.0
3142;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2011;6250.0;7000.0;13100.0;40.0;2600.0;9400.0;29.0;29.0;9600.0;22500.0;69.0
3143;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2012;6200.0;7100.0;13200.0;41.0;2200.0;8400.0;26.0;25.0;9300.0;21600.0;67.0
3144;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;
3145;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2006;;;;;;;;;;;
3146;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2007;;;;;;;;;;;
3147;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2008;;;;;;;;;;;
3148;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;;;;;;;;;;;
3149;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;;;;;;;;;;;
3150;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;;;;;;;;;;;
3151;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;;;;;;;;;;;
3152;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2005;;;;;;;;;;;
3153;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2006;;;;;;;;;;;
3154;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2007;;;;;;;;;;;
3155;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2008;;;;;;;;;;;
3156;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2009;;;;;;;;;;;
3157;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2010;;;;;;;;;;;
3158;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2011;;;;;;;;;;;
3159;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Nooit gescheiden;2012;;;;;;;;;;;
3160;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2005;;;;;;;;;;;
3161;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2006;;;;;;;;;;;
3162;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2007;;;;;;;;;;;
3163;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2008;;;;;;;;;;;
3164;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2009;;;;;;;;;;;
3165;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2010;;;;;;;;;;;
3166;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2011;;;;;;;;;;;
3167;Totaal huishoudsamenstelling;40 tot 45 jaar;Allochtonen;Autochtonen;Ooit gescheiden;2012;;;;;;;;;;;
3168;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;28650.0;4700.0;10000.0;39.0;2300.0;8100.0;32.0;29.0;7000.0;18100.0;71.0
3169;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;29150.0;4800.0;10100.0;37.0;2300.0;9300.0;34.0;29.0;7100.0;19400.0;71.0
3170;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;30250.0;4800.0;10300.0;37.0;2700.0;10300.0;36.0;31.0;7500.0;20600.0;73.0
3171;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;31000.0;4900.0;10500.0;36.0;2700.0;10600.0;36.0;36.0;7600.0;21100.0;72.0
3172;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;31450.0;5000.0;11000.0;38.0;1800.0;6100.0;21.0;28.0;6800.0;17100.0;59.0
3173;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;32100.0;5100.0;11100.0;38.0;1600.0;5700.0;19.0;28.0;6700.0;16800.0;57.0
3174;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;33150.0;5100.0;11200.0;37.0;1400.0;5400.0;18.0;26.0;6500.0;16600.0;55.0
3175;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;33250.0;5100.0;11200.0;37.0;1200.0;5000.0;16.0;23.0;6300.0;16200.0;53.0
3176;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2005;18600.0;4500.0;9800.0;37.0;2300.0;8500.0;33.0;30.0;6800.0;18300.0;70.0
3177;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2006;19100.0;4600.0;9900.0;35.0;2200.0;9700.0;34.0;29.0;6800.0;19600.0;69.0
3178;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2007;20200.0;4600.0;10100.0;35.0;2600.0;10400.0;36.0;31.0;7200.0;20500.0;71.0
3179;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2008;22000.0;4600.0;10300.0;35.0;2600.0;10700.0;36.0;37.0;7200.0;21000.0;71.0
3180;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2009;21650.0;4800.0;10700.0;37.0;1700.0;5900.0;20.0;29.0;6500.0;16600.0;57.0
3181;Totaal huishoudsamenstelling;40 tot 45 jaar;Westerse allochtonen;Totaal alle generaties;Nooit gescheiden;2010;23450.0;4800.0;10800.0;37.0;1600.0;5600.0;19.0;28.0;6400.0;16400.0;56.0
