ID;IndicatieGrondslag;LeveringsvormZorg;Zorgzwaartepakket;Perioden;PersonenMetIndicatieOpPeildatum_1;PersonenMetIndicatieOpPeildatum_2
553;Totaal personen;Zin verblijf;Totaal zzp Verpleging en verzorging (VV);2019;123730.0;0.71
554;Totaal personen;Zin verblijf;Totaal zzp Verpleging en verzorging (VV);2020;121470.0;0.7
555;Totaal personen;Zin verblijf;Totaal zzp Verpleging en verzorging (VV);2021;122665.0;0.7
556;Totaal personen;Zin verblijf;Totaal zzp Verpleging en verzorging (VV);2022;124620.0;0.7
557;Totaal personen;Zin verblijf;Totaal zzp Verpleging en verzorging (VV);2023;126305.0;0.7
558;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2015;955.0;0.01
559;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2016;685.0;0.0
560;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2017;475.0;0.0
561;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2018;320.0;0.0
562;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2019;195.0;0.0
563;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2020;115.0;0.0
564;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2021;60.0;0.0
565;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2022;40.0;0.0
566;Totaal personen;Zin verblijf;zzp 1 VV Beschut wonen met enige bege..;2023;25.0;0.0
567;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2015;3500.0;0.02
568;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2016;2325.0;0.01
569;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2017;1450.0;0.01
570;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2018;910.0;0.01
571;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2019;555.0;0.0
572;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2020;300.0;0.0
573;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2021;185.0;0.0
574;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2022;100.0;0.0
575;Totaal personen;Zin verblijf;zzp 2 VV Beschut wonen met begeleidin..;2023;60.0;0.0
576;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2015;7655.0;0.05
577;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2016;5045.0;0.03
578;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2017;3115.0;0.02
579;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2018;1855.0;0.01
580;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2019;1155.0;0.01
581;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2020;630.0;0.0
582;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2021;360.0;0.0
583;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2022;220.0;0.0
584;Totaal personen;Zin verblijf;zzp 3 VV Beschut wonen met begeleidin..;2023;115.0;0.0
585;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2015;22225.0;0.13
586;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2016;22295.0;0.13
587;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2017;22565.0;0.13
588;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2018;23155.0;0.13
589;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2019;22585.0;0.13
590;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2020;19670.0;0.11
591;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2021;18210.0;0.1
592;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2022;16465.0;0.09
593;Totaal personen;Zin verblijf;zzp 4 VV Beschut wonen met intensieve..;2023;13580.0;0.08
594;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2015;50585.0;0.3
595;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2016;53115.0;0.31
596;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2017;54040.0;0.31
597;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2018;56730.0;0.33
598;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2019;58640.0;0.34
599;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2020;58540.0;0.34
600;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2021;59100.0;0.34
601;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2022;60310.0;0.34
602;Totaal personen;Zin verblijf;zzp 5 VV Beschermd wonen met intensie..;2023;61175.0;0.34
603;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2015;23030.0;0.14
604;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2016;24170.0;0.14
605;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2017;24360.0;0.14
606;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2018;25620.0;0.15
607;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2019;26555.0;0.15
608;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2020;27580.0;0.16
609;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2021;28890.0;0.16
610;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2022;30770.0;0.17
611;Totaal personen;Zin verblijf;zzp 6 VV Beschermd wonen met intensie..;2023;32890.0;0.18
612;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2015;12760.0;0.08
613;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2016;11710.0;0.07
614;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2017;10845.0;0.06
615;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2018;10400.0;0.06
616;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2019;10845.0;0.06
617;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2020;11275.0;0.06
618;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2021;12300.0;0.07
619;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2022;13110.0;0.07
620;Totaal personen;Zin verblijf;zzp 7 VV Beschermd wonen met zeer int..;2023;14830.0;0.08
621;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2015;1920.0;0.01
622;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2016;1905.0;0.01
623;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2017;1880.0;0.01
624;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2018;1980.0;0.01
625;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2019;2090.0;0.01
626;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2020;2275.0;0.01
627;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2021;2425.0;0.01
628;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2022;2500.0;0.01
629;Totaal personen;Zin verblijf;zzp 8 VV Beschermd wonen met zeer int..;2023;2490.0;0.01
630;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2015;;
631;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2016;;
632;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2017;;
633;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2018;;
634;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2019;;
635;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2020;;
636;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2021;;
637;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2022;;
638;Totaal personen;Zin verblijf;zzp 9 VV Herstelgerichte behandeling ..;2023;;
639;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2015;575.0;0.0
640;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2016;710.0;0.0
641;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2017;860.0;0.0
642;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2018;1010.0;0.01
643;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2019;1105.0;0.01
644;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2020;1085.0;0.01
645;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2021;1135.0;0.01
646;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2022;1105.0;0.01
647;Totaal personen;Zin verblijf;zzp 9b VV Herstelgerichte behandeling..;2023;1140.0;0.01
648;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2015;140.0;0.0
649;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2016;100.0;0.0
650;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2017;95.0;0.0
651;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2018;15.0;0.0
652;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2019;5.0;0.0
653;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2020;0.0;0.0
654;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2021;0.0;0.0
655;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2022;0.0;0.0
656;Totaal personen;Zin verblijf;zzp 10 VV Beschermd verblijf met inte..;2023;0.0;0.0
657;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2015;77035.0;0.45
658;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2016;76140.0;0.45
659;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2017;75025.0;0.44
660;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2018;75305.0;0.44
661;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2019;75270.0;0.43
662;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2020;75085.0;0.43
663;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2021;75530.0;0.43
664;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2022;75720.0;0.43
665;Totaal personen;Zin verblijf;Totaal zzp Gehandicaptenzorg (GHZ);2023;75860.0;0.42
666;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2015;285.0;0.0
667;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2016;245.0;0.0
668;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2017;215.0;0.0
669;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2018;190.0;0.0
670;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2019;165.0;0.0
671;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2020;140.0;0.0
672;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2021;115.0;0.0
673;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2022;95.0;0.0
674;Totaal personen;Zin verblijf;zzp 1 VG Wonen met enige begeleiding..;2023;85.0;0.0
675;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2015;2140.0;0.01
676;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2016;1890.0;0.01
677;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2017;1675.0;0.01
678;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2018;1490.0;0.01
679;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2019;1255.0;0.01
680;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2020;1050.0;0.01
681;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2021;870.0;0.0
682;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2022;720.0;0.0
683;Totaal personen;Zin verblijf;zzp 2 VG Wonen met begeleiding..;2023;590.0;0.0
684;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2015;12220.0;0.07
685;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2016;12180.0;0.07
686;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2017;11840.0;0.07
687;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2018;11660.0;0.07
688;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2019;11405.0;0.07
689;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2020;11225.0;0.06
690;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2021;11055.0;0.06
691;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2022;10735.0;0.06
692;Totaal personen;Zin verblijf;zzp 3 VG Wonen met begeleiding en ver..;2023;10325.0;0.06
693;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2015;8265.0;0.05
694;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2016;8120.0;0.05
695;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2017;7975.0;0.05
696;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2018;7970.0;0.05
697;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2019;7885.0;0.05
698;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2020;7700.0;0.04
699;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2021;7780.0;0.04
700;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2022;7705.0;0.04
701;Totaal personen;Zin verblijf;zzp 4 VG Wonen met begeleiding en int..;2023;7730.0;0.04
702;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2015;7860.0;0.05
703;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2016;7785.0;0.05
704;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2017;7765.0;0.05
705;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2018;7840.0;0.05
706;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2019;7875.0;0.05
707;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2020;7890.0;0.05
708;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2021;7955.0;0.05
709;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2022;8150.0;0.05
710;Totaal personen;Zin verblijf;zzp 5 VG Wonen met intensieve begelei..;2023;8230.0;0.05
711;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2015;15080.0;0.09
712;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2016;15255.0;0.09
713;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2017;15390.0;0.09
714;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2018;15740.0;0.09
715;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2019;16040.0;0.09
716;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2020;16280.0;0.09
717;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2021;16655.0;0.09
718;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2022;17055.0;0.1
719;Totaal personen;Zin verblijf;zzp 6 VG Wonen met intensieve begelei..;2023;17315.0;0.1
720;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2015;11495.0;0.07
721;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2016;12010.0;0.07
722;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2017;12315.0;0.07
723;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2018;12950.0;0.07
724;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2019;13545.0;0.08
725;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2020;13980.0;0.08
726;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2021;14515.0;0.08
727;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2022;14965.0;0.08
728;Totaal personen;Zin verblijf;zzp 7 VG (Besloten) wonen met zeer in..;2023;15495.0;0.09
729;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2015;5190.0;0.03
730;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2016;5200.0;0.03
731;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2017;5150.0;0.03
732;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2018;5145.0;0.03
733;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2019;5180.0;0.03
734;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2020;5230.0;0.03
735;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2021;5245.0;0.03
736;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2022;5220.0;0.03
737;Totaal personen;Zin verblijf;zzp 8 VG Wonen met begeleiding en vol..;2023;5290.0;0.03
738;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2015;10.0;0.0
739;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2016;15.0;0.0
740;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2017;15.0;0.0
741;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2018;10.0;0.0
742;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2019;10.0;0.0
743;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2020;5.0;0.0
744;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2021;5.0;0.0
745;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2022;5.0;0.0
746;Totaal personen;Zin verblijf;zzp 1 LVG Wonen met enige behandeling..;2023;15.0;0.0
747;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2015;295.0;0.0
748;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2016;275.0;0.0
749;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2017;260.0;0.0
750;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2018;285.0;0.0
751;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2019;310.0;0.0
752;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2020;265.0;0.0
753;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2021;245.0;0.0
754;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2022;220.0;0.0
755;Totaal personen;Zin verblijf;zzp 2 LVG Wonen met behandeling en be..;2023;185.0;0.0
756;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2015;655.0;0.0
757;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2016;660.0;0.0
758;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2017;680.0;0.0
759;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2018;735.0;0.0
760;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2019;700.0;0.0
761;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2020;695.0;0.0
762;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2021;650.0;0.0
763;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2022;600.0;0.0
764;Totaal personen;Zin verblijf;zzp 3 LVG Wonen met intensieve behand..;2023;585.0;0.0
765;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2015;220.0;0.0
766;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2016;175.0;0.0
767;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2017;180.0;0.0
768;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2018;180.0;0.0
769;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2019;205.0;0.0
770;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2020;205.0;0.0
771;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2021;210.0;0.0
772;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2022;175.0;0.0
773;Totaal personen;Zin verblijf;zzp 4 LVG Wonen met zeer intensieve b..;2023;165.0;0.0
774;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2015;35.0;0.0
775;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2016;20.0;0.0
776;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2017;15.0;0.0
777;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2018;20.0;0.0
778;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2019;20.0;0.0
779;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2020;15.0;0.0
780;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2021;10.0;0.0
781;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2022;5.0;0.0
782;Totaal personen;Zin verblijf;zzp 5 LVG Besloten wonen met zeer int..;2023;5.0;0.0
783;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2015;310.0;0.0
784;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2016;285.0;0.0
785;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2017;240.0;0.0
786;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2018;260.0;0.0
787;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2019;220.0;0.0
788;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2020;240.0;0.0
789;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2021;245.0;0.0
790;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2022;225.0;0.0
791;Totaal personen;Zin verblijf;zzp 1 SGLVG Behandeling in een SGLVG ..;2023;245.0;0.0
792;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2015;205.0;0.0
793;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2016;175.0;0.0
794;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2017;135.0;0.0
795;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2018;110.0;0.0
796;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2019;90.0;0.0
797;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2020;75.0;0.0
798;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2021;60.0;0.0
799;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2022;50.0;0.0
800;Totaal personen;Zin verblijf;zzp 1 LG  Wonen met enige begeleiding..;2023;40.0;0.0
801;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2015;945.0;0.01
802;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2016;870.0;0.01
803;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2017;840.0;0.0
804;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2018;775.0;0.0
805;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2019;705.0;0.0
806;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2020;685.0;0.0
807;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2021;645.0;0.0
808;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2022;620.0;0.0
809;Totaal personen;Zin verblijf;zzp 2 LG Wonen met begeleiding en eni..;2023;565.0;0.0
810;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2015;820.0;0.0
811;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2016;615.0;0.0
812;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2017;470.0;0.0
813;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2018;350.0;0.0
814;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2019;265.0;0.0
815;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2020;205.0;0.0
816;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2021;160.0;0.0
817;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2022;130.0;0.0
818;Totaal personen;Zin verblijf;zzp 3 LG Wonen met enige begeleiding ..;2023;110.0;0.0
819;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2015;2730.0;0.02
820;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2016;2565.0;0.02
821;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2017;2470.0;0.01
822;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2018;2390.0;0.01
823;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2019;2395.0;0.01
824;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2020;2335.0;0.01
825;Totaal personen;Zin verblijf;zzp 4 LG Wonen met begeleiding en ver..;2021;2300.0;0.01
