ID;Populatie;RegioS;Motieven;Geslacht;Persoonskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
2355;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1994;3.32;19.25;57.95
2356;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1995;3.26;20.2;59.55
2357;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1996;3.25;19.23;55.83
2358;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1997;3.21;19.31;58.12
2359;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1998;3.27;18.84;56.95
2360;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;1999;2.99;18.97;55.99
2361;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2000;2.98;20.36;55.08
2362;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2001;2.93;18.57;53.68
2363;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2002;2.88;18.23;51.91
2364;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2003;2.79;18.81;52.8
2365;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2004;2.88;18.78;51.68
2366;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2005;2.82;21.19;56.26
2367;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2006;2.7;20.48;52.22
2368;Hele bevolking;Nederland;1;3;12 tot 15 jarigen;2007;2.79;18.64;52.41
2369;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1985;3.27;20.73;59.01
2370;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1986;3.18;20.51;59.01
2371;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1987;3.32;21.26;63.9
2372;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1988;3.2;20.82;61.35
2373;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1989;3.43;21.65;65.33
2374;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1990;3.47;20.14;61.39
2375;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1991;3.44;23.37;63.33
2376;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1992;3.34;24.03;63.5
2377;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1993;3.29;21.3;59.76
2378;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1994;3.34;23.01;63.76
2379;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1995;3.26;23.35;63.09
2380;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1996;3.21;22.37;62.01
2381;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1997;3.19;22.47;61.87
2382;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1998;3.21;22.85;62.0
2383;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;1999;2.98;24.05;62.52
2384;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2000;2.99;25.3;63.65
2385;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2001;2.89;25.39;61.2
2386;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2002;2.89;24.55;61.56
2387;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2003;2.88;23.84;59.83
2388;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2004;2.88;26.44;64.33
2389;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2005;2.77;25.59;62.47
2390;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2006;2.88;23.57;59.46
2391;Hele bevolking;Nederland;1;3;15 tot 18 jarigen;2007;2.57;21.97;60.06
2392;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1985;3.21;25.19;64.97
2393;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1986;3.39;28.69;72.82
2394;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1987;3.3;30.05;68.41
2395;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1988;3.36;28.61;69.68
2396;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1989;3.45;29.04;71.17
2397;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1990;3.42;32.23;73.19
2398;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1991;3.53;32.36;74.02
2399;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1992;3.24;30.01;69.49
2400;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1993;3.3;31.49;75.7
2401;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1994;3.35;37.26;80.11
2402;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1995;3.28;33.0;75.72
2403;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1996;3.24;33.5;75.55
2404;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1997;3.31;35.1;79.04
2405;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1998;3.19;34.56;73.46
2406;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;1999;2.98;36.56;74.66
2407;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2000;2.92;34.37;73.67
2408;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2001;2.96;38.12;74.55
2409;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2002;2.78;36.59;70.87
2410;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2003;2.9;37.01;73.5
2411;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2004;2.81;32.93;67.19
2412;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2005;2.73;34.68;73.03
2413;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2006;2.59;30.18;68.01
2414;Hele bevolking;Nederland;1;3;18 tot 20 jarigen;2007;2.43;36.86;73.8
2415;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1985;3.38;26.53;61.19
2416;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1986;3.34;28.14;62.9
2417;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1987;3.42;29.71;64.08
2418;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1988;3.45;30.52;63.71
2419;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1989;3.53;29.13;63.85
2420;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1990;3.44;29.75;62.1
2421;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1991;3.33;32.44;67.22
2422;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1992;3.43;33.61;68.29
2423;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1993;3.38;37.27;71.84
2424;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1994;3.61;33.9;69.77
2425;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1995;3.42;35.54;70.28
2426;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1996;3.38;36.55;71.05
2427;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1997;3.37;37.5;73.32
2428;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1998;3.32;34.74;70.21
2429;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;1999;3.22;37.34;69.48
2430;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2000;3.1;37.05;70.14
2431;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2001;3.0;38.5;70.17
2432;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2002;3.07;37.38;68.91
2433;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2003;3.12;38.64;71.26
2434;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2004;3.09;37.68;72.09
2435;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2005;2.85;32.87;65.53
2436;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2006;3.03;39.21;73.42
2437;Hele bevolking;Nederland;1;3;20 tot 25 jarigen;2007;2.76;34.64;66.89
2438;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1985;3.37;23.17;52.3
2439;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1986;3.47;22.3;54.41
2440;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1987;3.36;22.95;53.03
2441;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1988;3.6;26.73;58.89
2442;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1989;3.55;30.04;60.3
2443;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1990;3.69;29.82;61.13
2444;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1991;3.49;28.31;59.29
2445;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1992;3.71;29.06;59.45
2446;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1993;3.6;30.3;60.54
2447;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1994;3.6;31.87;63.4
2448;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1995;3.59;32.88;63.28
2449;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1996;3.54;32.17;62.36
2450;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1997;3.58;35.37;66.01
2451;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1998;3.47;35.26;66.09
2452;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;1999;3.53;36.78;67.72
2453;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2000;3.44;36.35;65.84
2454;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2001;3.35;38.04;67.84
2455;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2002;3.41;36.05;66.64
2456;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2003;3.43;37.6;67.04
2457;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2004;3.32;38.34;68.22
2458;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2005;3.15;35.57;65.38
2459;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2006;3.16;37.27;67.81
2460;Hele bevolking;Nederland;1;3;25 tot 30 jarigen;2007;3.08;39.31;69.51
2461;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1985;3.47;21.9;51.48
2462;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1986;3.32;22.04;49.92
2463;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1987;3.42;22.67;53.34
2464;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1988;3.63;25.27;55.35
2465;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1989;3.55;24.82;55.91
2466;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1990;3.8;26.72;56.44
2467;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1991;3.66;26.17;56.98
2468;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1992;3.85;28.04;60.81
2469;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1993;3.79;25.61;56.46
2470;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1994;3.94;27.26;58.98
2471;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1995;3.95;28.32;60.61
2472;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1996;3.95;28.89;60.51
2473;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1997;3.94;30.11;62.52
2474;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1998;3.87;29.76;60.48
2475;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;1999;4.02;31.94;63.81
2476;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2000;3.93;31.49;62.23
2477;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2001;3.81;30.71;60.89
2478;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2002;3.9;31.63;60.78
2479;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2003;3.94;33.25;62.96
2480;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2004;3.8;34.25;64.18
2481;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2005;3.74;32.82;61.89
2482;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2006;3.64;32.54;62.77
2483;Hele bevolking;Nederland;1;3;30 tot 40 jarigen;2007;3.68;34.2;63.1
2484;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1985;2.69;20.05;45.32
2485;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1986;2.8;23.2;50.68
2486;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1987;2.85;22.66;49.99
2487;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1988;2.88;23.54;52.27
2488;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1989;3.13;26.19;55.95
2489;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1990;3.21;26.25;55.52
2490;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1991;3.06;25.88;53.23
2491;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1992;3.0;26.31;53.06
2492;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1993;3.22;24.81;53.32
2493;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1994;3.26;27.47;57.23
2494;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1995;3.26;27.28;56.37
2495;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1996;3.27;26.87;55.93
2496;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1997;3.36;27.67;57.79
2497;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1998;3.41;27.79;58.91
2498;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;1999;3.6;30.52;62.18
2499;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2000;3.63;30.38;61.24
2500;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2001;3.61;29.68;60.12
2501;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2002;3.64;30.11;60.27
2502;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2003;3.68;30.81;62.56
2503;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2004;3.65;31.1;63.71
2504;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2005;3.52;31.73;62.43
2505;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2006;3.73;32.04;65.1
2506;Hele bevolking;Nederland;1;3;40 tot 50 jarigen;2007;3.59;32.15;62.48
2507;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1985;2.55;21.01;50.2
2508;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1986;2.62;22.25;51.98
2509;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1987;2.67;23.0;52.41
2510;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1988;2.72;24.06;55.78
2511;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1989;2.78;23.83;55.39
2512;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1990;3.03;26.37;59.46
2513;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1991;2.88;28.17;58.28
2514;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1992;2.91;26.54;58.43
2515;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1993;2.94;26.4;57.02
2516;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1994;2.95;25.84;57.53
2517;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1995;2.91;28.23;59.28
2518;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1996;2.92;27.76;57.75
2519;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1997;3.04;28.93;60.5
2520;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1998;2.96;29.31;60.57
2521;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;1999;3.06;29.56;59.75
2522;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2000;3.05;30.34;60.6
2523;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2001;3.07;28.88;59.61
2524;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2002;3.09;29.55;59.19
2525;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2003;3.1;28.78;58.48
2526;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2004;3.11;30.36;61.53
2527;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2005;3.15;29.56;61.14
2528;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2006;3.18;29.57;61.73
2529;Hele bevolking;Nederland;1;3;50 tot 60 jarigen;2007;3.27;30.67;64.26
2530;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1985;2.22;21.18;53.04
2531;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1986;2.51;23.73;54.76
2532;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1987;2.53;22.16;55.52
2533;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1988;2.68;20.26;56.83
2534;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1989;2.48;28.28;58.41
2535;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1990;2.7;27.13;57.61
2536;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1991;2.61;24.35;52.92
2537;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1992;2.54;25.63;56.03
2538;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1993;2.63;22.15;55.91
2539;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1994;2.62;23.39;53.52
2540;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1995;2.59;24.73;55.8
2541;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1996;2.51;23.57;53.93
2542;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1997;2.54;25.68;56.53
2543;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1998;2.7;25.64;55.85
2544;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;1999;2.71;25.66;55.88
2545;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2000;2.72;23.76;54.2
2546;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2001;2.73;23.87;53.9
2547;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2002;2.8;27.71;57.17
2548;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2003;2.85;24.7;55.08
2549;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2004;2.81;26.68;57.21
2550;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2005;2.85;27.71;58.57
2551;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2006;2.98;28.49;58.26
2552;Hele bevolking;Nederland;1;3;60 tot 65 jarigen;2007;2.93;26.44;59.91
2553;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1985;1.98;18.64;47.62
2554;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1986;1.89;17.51;45.94
2555;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1987;1.84;17.81;47.03
2556;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1988;1.96;19.73;47.43
2557;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1989;2.08;19.1;47.57
2558;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1990;2.31;19.54;49.49
2559;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1991;2.17;18.46;51.1
2560;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1992;2.1;20.21;51.38
2561;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1993;1.94;15.45;41.81
2562;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1994;1.97;17.94;45.17
2563;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1995;1.91;18.76;43.87
2564;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1996;1.96;18.65;43.78
2565;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1997;1.96;19.9;46.18
2566;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1998;2.01;18.22;43.64
2567;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;1999;2.23;18.29;44.53
2568;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2000;2.28;18.58;45.92
2569;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2001;2.3;18.72;45.5
2570;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2002;2.26;17.66;43.28
2571;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2003;2.29;18.8;45.01
2572;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2004;2.31;19.99;48.4
2573;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2005;2.4;18.69;48.15
2574;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2006;2.57;23.16;52.32
2575;Hele bevolking;Nederland;1;3;65 tot 75 jarigen;2007;2.56;21.42;50.11
2576;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1985;1.24;9.23;25.33
2577;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1986;1.24;11.68;29.76
2578;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1987;1.48;11.65;29.11
2579;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1988;1.38;11.47;31.5
2580;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1989;1.66;13.16;38.57
2581;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1990;1.59;11.14;35.53
2582;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1991;1.4;16.12;33.87
2583;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1992;1.28;11.28;29.38
2584;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1993;1.54;11.76;32.8
2585;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1994;1.51;13.03;33.41
2586;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1995;1.38;11.48;30.72
2587;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1996;1.43;12.35;31.53
2588;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1997;1.44;12.83;32.51
2589;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1998;1.48;12.59;31.95
2590;Hele bevolking;Nederland;1;3;75 jarigen of ouder;1999;1.35;8.98;24.58
2591;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2000;1.4;9.42;26.04
2592;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2001;1.43;9.31;25.35
2593;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2002;1.39;8.39;24.87
2594;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2003;1.34;9.3;24.81
2595;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2004;1.43;9.66;27.45
2596;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2005;1.48;10.52;27.79
2597;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2006;1.58;9.89;26.56
2598;Hele bevolking;Nederland;1;3;75 jarigen of ouder;2007;1.72;11.06;30.57
2599;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1985;;;
2600;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1986;;;
2601;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1987;;;
2602;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1988;;;
2603;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1989;;;
2604;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1990;;;
2605;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1991;;;
2606;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1992;;;
2607;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1993;;;
2608;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1994;3.31;17.63;46.2
2609;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1995;3.29;16.81;45.3
2610;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1996;3.27;16.84;43.77
2611;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1997;3.28;18.04;46.09
2612;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1998;3.24;17.6;44.55
2613;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;1999;3.14;17.57;44.95
2614;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2000;3.08;17.27;43.42
2615;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2001;3.04;17.11;42.45
2616;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2002;3.0;17.28;42.14
2617;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2003;3.0;16.82;41.82
2618;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2004;2.98;16.96;42.1
2619;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2005;2.91;17.48;41.81
2620;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2006;2.9;17.28;41.38
2621;Hele bevolking;Nederland;1;3;0 tot 15 jarigen;2007;2.9;17.2;40.69
2622;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1985;3.31;24.49;61.32
2623;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1986;3.3;25.95;63.97
2624;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1987;3.36;27.11;64.93
2625;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1988;3.35;27.19;64.28
2626;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1989;3.49;27.11;65.78
2627;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1990;3.44;27.82;64.38
2628;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1991;3.4;30.07;67.67
2629;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1992;3.37;30.53;67.43
2630;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1993;3.34;32.13;69.51
2631;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1994;3.49;31.68;70.09
2632;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1995;3.35;31.65;69.44
2633;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1996;3.3;31.88;69.49
2634;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1997;3.31;32.75;71.41
2635;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1998;3.26;31.3;68.58
2636;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;1999;3.1;33.24;68.54
2637;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2000;3.03;33.05;69.02
2638;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2001;2.96;34.53;68.39
2639;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2002;2.95;33.27;67.06
2640;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2003;3.0;33.85;68.33
2641;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2004;2.97;33.2;68.64
2642;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2005;2.8;30.97;66.27
2643;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2006;2.89;32.33;67.82
2644;Hele bevolking;Nederland;1;3;15 tot 25 jarigen;2007;2.63;31.14;66.25
2645;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1985;3.32;22.17;50.78
2646;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1986;3.27;22.6;51.63
2647;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1987;3.32;22.78;52.47
2648;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1988;3.49;25.3;55.72
2649;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1989;3.48;26.82;57.61
2650;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1990;3.65;27.59;57.79
2651;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1991;3.51;27.05;57.37
2652;Hele bevolking;Nederland;1;3;25 tot 45 jarigen;1992;3.66;27.93;58.71
