ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
2161;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Holland (PV);2012;12405.0
2162;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Holland (PV);2013;11260.0
2163;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Holland (PV);2014;10810.0
2164;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeland (PV);2011;2200.0
2165;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeland (PV);2012;2075.0
2166;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeland (PV);2013;1855.0
2167;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeland (PV);2014;1730.0
2168;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Brabant (PV);2011;14310.0
2169;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Brabant (PV);2012;13325.0
2170;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Brabant (PV);2013;12365.0
2171;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Brabant (PV);2014;11700.0
2172;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Limburg (PV);2011;6820.0
2173;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Limburg (PV);2012;6450.0
2174;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Limburg (PV);2013;6200.0
2175;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Limburg (PV);2014;5830.0
2176;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Groningen (CR);2011;1425.0
2177;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Groningen (CR);2012;1350.0
2178;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Groningen (CR);2013;1235.0
2179;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Groningen (CR);2014;1185.0
2180;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delfzijl en omgeving (CR);2011;380.0
2181;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delfzijl en omgeving (CR);2012;400.0
2182;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delfzijl en omgeving (CR);2013;375.0
2183;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delfzijl en omgeving (CR);2014;350.0
2184;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Groningen (CR);2011;2790.0
2185;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Groningen (CR);2012;2625.0
2186;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Groningen (CR);2013;2400.0
2187;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Groningen (CR);2014;2295.0
2188;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Friesland (CR);2011;2155.0
2189;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Friesland (CR);2012;2120.0
2190;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Friesland (CR);2013;2030.0
2191;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Friesland (CR);2014;1895.0
2192;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Friesland (CR);2011;630.0
2193;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Friesland (CR);2012;580.0
2194;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Friesland (CR);2013;575.0
2195;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Friesland (CR);2014;665.0
2196;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Friesland (CR);2011;1410.0
2197;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Friesland (CR);2012;1340.0
2198;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Friesland (CR);2013;1305.0
2199;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Friesland (CR);2014;1165.0
2200;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Drenthe (CR);2011;1300.0
2201;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Drenthe (CR);2012;1225.0
2202;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Drenthe (CR);2013;1110.0
2203;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Drenthe (CR);2014;1045.0
2204;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Drenthe (CR);2011;1150.0
2205;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Drenthe (CR);2012;1080.0
2206;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Drenthe (CR);2013;1010.0
2207;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Drenthe (CR);2014;985.0
2208;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Drenthe (CR);2011;770.0
2209;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Drenthe (CR);2012;730.0
2210;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Drenthe (CR);2013;740.0
2211;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Drenthe (CR);2014;725.0
2212;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Overijssel (CR);2011;2535.0
2213;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Overijssel (CR);2012;2415.0
2214;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Overijssel (CR);2013;2280.0
2215;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Overijssel (CR);2014;2235.0
2216;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Overijssel (CR);2011;825.0
2217;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Overijssel (CR);2012;845.0
2218;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Overijssel (CR);2013;800.0
2219;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Overijssel (CR);2014;770.0
2220;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Twente (CR);2011;3145.0
2221;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Twente (CR);2012;3070.0
2222;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Twente (CR);2013;2915.0
2223;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Twente (CR);2014;2755.0
2224;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Veluwe (CR);2011;3665.0
2225;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Veluwe (CR);2012;3660.0
2226;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Veluwe (CR);2013;3455.0
2227;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Veluwe (CR);2014;3360.0
2228;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achterhoek (CR);2011;2895.0
2229;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achterhoek (CR);2012;2695.0
2230;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achterhoek (CR);2013;2570.0
2231;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Achterhoek (CR);2014;2410.0
2232;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem/Nijmegen (CR);2011;3375.0
2233;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem/Nijmegen (CR);2012;3280.0
2234;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem/Nijmegen (CR);2013;3170.0
2235;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem/Nijmegen (CR);2014;3065.0
2236;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Gelderland (CR);2011;1235.0
2237;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Gelderland (CR);2012;1170.0
2238;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Gelderland (CR);2013;1080.0
2239;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidwest-Gelderland (CR);2014;1045.0
2240;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (CR);2011;5060.0
2241;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (CR);2012;4940.0
2242;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (CR);2013;4675.0
2243;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Utrecht (CR);2014;4275.0
2244;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kop van Noord-Holland (CR);2011;1625.0
2245;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kop van Noord-Holland (CR);2012;1575.0
2246;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kop van Noord-Holland (CR);2013;1490.0
2247;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Kop van Noord-Holland (CR);2014;1400.0
2248;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar en omgeving (CR);2011;920.0
2249;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar en omgeving (CR);2012;885.0
2250;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar en omgeving (CR);2013;860.0
2251;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Alkmaar en omgeving (CR);2014;860.0
2252;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJmond (CR);2011;660.0
2253;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJmond (CR);2012;625.0
2254;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJmond (CR);2013;605.0
2255;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;IJmond (CR);2014;555.0
2256;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Haarlem (CR);2011;620.0
2257;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Haarlem (CR);2012;575.0
2258;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Haarlem (CR);2013;570.0
2259;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Haarlem (CR);2014;570.0
2260;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zaanstreek (CR);2011;755.0
2261;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zaanstreek (CR);2012;710.0
2262;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zaanstreek (CR);2013;670.0
2263;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zaanstreek (CR);2014;625.0
2264;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Amsterdam (CR);2011;4355.0
2265;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Amsterdam (CR);2012;4150.0
2266;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Amsterdam (CR);2013;4015.0
2267;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Amsterdam (CR);2014;3890.0
2268;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Het Gooi en Vechtstreek (CR);2011;860.0
2269;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Het Gooi en Vechtstreek (CR);2012;890.0
2270;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Het Gooi en Vechtstreek (CR);2013;870.0
2271;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Het Gooi en Vechtstreek (CR);2014;825.0
2272;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Leiden en Bollenstreek (CR);2011;1540.0
2273;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Leiden en Bollenstreek (CR);2012;1420.0
2274;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Leiden en Bollenstreek (CR);2013;1295.0
2275;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie Leiden en Bollenstreek (CR);2014;1270.0
2276;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie 's-Gravenhage (CR);2011;2490.0
2277;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie 's-Gravenhage (CR);2012;2330.0
2278;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie 's-Gravenhage (CR);2013;2155.0
2279;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Agglomeratie 's-Gravenhage (CR);2014;2145.0
2280;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delft en Westland (CR);2011;720.0
2281;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delft en Westland (CR);2012;680.0
2282;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delft en Westland (CR);2013;600.0
2283;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Delft en Westland (CR);2014;560.0
2284;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Zuid-Holland (CR);2011;1560.0
2285;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Zuid-Holland (CR);2012;1455.0
2286;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Zuid-Holland (CR);2013;1335.0
2287;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Oost-Zuid-Holland (CR);2014;1295.0
2288;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Rijnmond (CR);2011;5130.0
2289;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Rijnmond (CR);2012;4620.0
2290;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Rijnmond (CR);2013;4100.0
2291;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groot-Rijnmond (CR);2014;3895.0
2292;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Zuid-Holland (CR);2011;1980.0
2293;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Zuid-Holland (CR);2012;1905.0
2294;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Zuid-Holland (CR);2013;1770.0
2295;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Zuid-Holland (CR);2014;1645.0
2296;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeuwsch-Vlaanderen (CR);2011;560.0
2297;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeuwsch-Vlaanderen (CR);2012;550.0
2298;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeuwsch-Vlaanderen (CR);2013;505.0
2299;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zeeuwsch-Vlaanderen (CR);2014;465.0
2300;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Zeeland (CR);2011;1640.0
2301;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Zeeland (CR);2012;1530.0
2302;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Zeeland (CR);2013;1350.0
2303;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Overig Zeeland (CR);2014;1265.0
2304;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;West-Noord-Brabant (CR);2011;3100.0
2305;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;West-Noord-Brabant (CR);2012;2890.0
2306;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;West-Noord-Brabant (CR);2013;2700.0
2307;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;West-Noord-Brabant (CR);2014;2590.0
2308;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Noord-Brabant (CR);2011;2610.0
2309;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Noord-Brabant (CR);2012;2590.0
2310;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Noord-Brabant (CR);2013;2490.0
2311;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Noord-Brabant (CR);2014;2440.0
2312;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoost-Noord-Brabant (CR);2011;4170.0
2313;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoost-Noord-Brabant (CR);2012;3855.0
2314;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoost-Noord-Brabant (CR);2013;3550.0
2315;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noordoost-Noord-Brabant (CR);2014;3250.0
2316;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Noord-Brabant (CR);2011;4430.0
2317;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Noord-Brabant (CR);2012;3990.0
2318;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Noord-Brabant (CR);2013;3625.0
2319;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuidoost-Noord-Brabant (CR);2014;3415.0
2320;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Limburg (CR);2011;1495.0
2321;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Limburg (CR);2012;1420.0
2322;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Limburg (CR);2013;1355.0
2323;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Noord-Limburg (CR);2014;1265.0
2324;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Limburg (CR);2011;1480.0
2325;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Limburg (CR);2012;1425.0
2326;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Limburg (CR);2013;1395.0
2327;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Midden-Limburg (CR);2014;1335.0
2328;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Limburg (CR);2011;3845.0
2329;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Limburg (CR);2012;3605.0
2330;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Limburg (CR);2013;3450.0
2331;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zuid-Limburg (CR);2014;3230.0
2332;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Flevoland (CR);2011;3725.0
2333;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Flevoland (CR);2012;3635.0
2334;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Flevoland (CR);2013;3505.0
2335;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Flevoland (CR);2014;3190.0
2336;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen stadsgewest (SG);2011;43100.0
2337;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen stadsgewest (SG);2012;41225.0
2338;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen stadsgewest (SG);2013;38820.0
2339;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Geen stadsgewest (SG);2014;36815.0
2340;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (SG);2011;2310.0
2341;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (SG);2012;2160.0
2342;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (SG);2013;1960.0
2343;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Groningen (SG);2014;1890.0
2344;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (SG);2011;1115.0
2345;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (SG);2012;1090.0
2346;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (SG);2013;1045.0
2347;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Leeuwarden (SG);2014;1045.0
2348;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (SG);2011;1230.0
2349;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (SG);2012;1160.0
2350;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (SG);2013;1085.0
2351;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Zwolle (SG);2014;1040.0
2352;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (SG);2011;1590.0
2353;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (SG);2012;1565.0
2354;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (SG);2013;1515.0
2355;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Enschede (SG);2014;1410.0
2356;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (SG);2011;1060.0
2357;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (SG);2012;1035.0
2358;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (SG);2013;980.0
2359;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Apeldoorn (SG);2014;950.0
2360;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (SG);2011;1590.0
2361;Wel of geen provinciaal gefinanc. zorg;Wel of geen Zvw-gefinancierde GGZ;1;Arnhem (SG);2012;1540.0
