ID;Zorgaanbieders;Zorgfinanciering;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
2237;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2010;1332.0
2238;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2011;1416.0
2239;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2012;1465.0
2240;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2013;1684.0
2241;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2014;1736.0
2242;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2015;1445.0
2243;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2016;1469.0
2244;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2017;1458.0
2245;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2018;1397.0
2246;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2019;1445.0
2247;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2020;1481.0
2248;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2021;1546.0
2249;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2022;1659.0
2250;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;1998;6102.0
2251;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;1999;6451.0
2252;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2000;6908.0
2253;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2001;7887.0
2254;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2002;9034.0
2255;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2003;9727.0
2256;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2004;9750.0
2257;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2005;9922.0
2258;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2006;11092.0
2259;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2007;11327.0
2260;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2008;12125.0
2261;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2009;12525.0
2262;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2010;12990.0
2263;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2011;13372.0
2264;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2012;14547.0
2265;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2013;14934.0
2266;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2014;14897.0
2267;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2015;13920.0
2268;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2016;14143.0
2269;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2017;14562.0
2270;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2018;15450.0
2271;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2019;16840.0
2272;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2020;18972.0
2273;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2021;19636.0
2274;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2022;19867.0
2275;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;1998;5117.0
2276;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;1999;5426.0
2277;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2000;5864.0
2278;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2001;6809.0
2279;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2002;7905.0
2280;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2003;8597.0
2281;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2004;8514.0
2282;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2005;8656.0
2283;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2006;9803.0
2284;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2007;10171.0
2285;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2008;10986.0
2286;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2009;11334.0
2287;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2010;11857.0
2288;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2011;12199.0
2289;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2012;13319.0
2290;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2013;13543.0
2291;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2014;13454.0
2292;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2015;12672.0
2293;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2016;12875.0
2294;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2017;13366.0
2295;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2018;14299.0
2296;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2019;15654.0
2297;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2020;17759.0
2298;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2021;18370.0
2299;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2022;18515.0
2300;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;1998;141.0
2301;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;1999;151.0
2302;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2000;176.0
2303;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2001;205.0
2304;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2002;285.0
2305;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2003;325.0
2306;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2004;283.0
2307;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2005;310.0
2308;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2006;309.0
2309;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2007;356.0
2310;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2008;302.0
2311;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2009;284.0
2312;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2010;277.0
2313;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2011;250.0
2314;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2012;248.0
2315;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2013;247.0
2316;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2014;252.0
2317;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2015;39.0
2318;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2016;36.0
2319;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2017;34.0
2320;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2018;168.0
2321;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2019;160.0
2322;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2020;1053.0
2323;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2021;567.0
2324;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2022;250.0
2325;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;1998;4976.0
2326;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;1999;5275.0
2327;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2000;5688.0
2328;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2001;6604.0
2329;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2002;7621.0
2330;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2003;8272.0
2331;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2004;8231.0
2332;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2005;8346.0
2333;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2006;9494.0
2334;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2007;9815.0
2335;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2008;10683.0
2336;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2009;11050.0
2337;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2010;11581.0
2338;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2011;11949.0
2339;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2012;13070.0
2340;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2013;13296.0
2341;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2014;13202.0
2342;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2015;12632.0
2343;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2016;12839.0
2344;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2017;13332.0
2345;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2018;14131.0
2346;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2019;15495.0
2347;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2020;16706.0
2348;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2021;17803.0
2349;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2022;18264.0
2350;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;1998;4896.0
2351;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;1999;5184.0
2352;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2000;5582.0
2353;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2001;6462.0
2354;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2002;7456.0
2355;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2003;8078.0
2356;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2004;8024.0
2357;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2005;8129.0
2358;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2006;9170.0
2359;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2007;9478.0
2360;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2008;10300.0
2361;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2009;10622.0
2362;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2010;11093.0
2363;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2011;11473.0
2364;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2012;12596.0
2365;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2013;12261.0
2366;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2014;12125.0
2367;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2015;8767.0
2368;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2016;8862.0
2369;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2017;9036.0
2370;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2018;9672.0
2371;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2019;11027.0
2372;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2020;12317.0
2373;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2021;13287.0
2374;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2022;14015.0
2375;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;1998;81.0
2376;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;1999;91.0
2377;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2000;107.0
2378;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2001;142.0
2379;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2002;164.0
2380;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2003;194.0
2381;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2004;207.0
2382;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2005;217.0
2383;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2006;
2384;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2007;
2385;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2008;
2386;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2009;
2387;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2010;
2388;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2011;
2389;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2012;
2390;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2013;
2391;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2014;
2392;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2015;
2393;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2016;
2394;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2017;
2395;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2018;
2396;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2019;
2397;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2020;
2398;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2021;
2399;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2022;
2400;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;1998;
2401;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;1999;
2402;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2000;
2403;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2001;
2404;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2002;
2405;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2003;
2406;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2004;
2407;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2005;
2408;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2006;324.0
2409;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2007;338.0
2410;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2008;384.0
2411;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2009;427.0
2412;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2010;488.0
2413;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2011;476.0
2414;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2012;475.0
2415;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2013;1035.0
2416;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2014;1077.0
2417;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2015;3865.0
2418;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2016;3977.0
2419;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2017;4297.0
2420;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2018;4458.0
2421;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2019;4467.0
2422;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2020;4388.0
2423;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2021;4516.0
2424;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2022;4250.0
2425;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;1998;985.0
2426;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;1999;1025.0
2427;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2000;1044.0
2428;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2001;1077.0
2429;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2002;1129.0
2430;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2003;1130.0
2431;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2004;1236.0
2432;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2005;1266.0
2433;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2006;1289.0
2434;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2007;1156.0
2435;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2008;1139.0
2436;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2009;1191.0
2437;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2010;1133.0
2438;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2011;1173.0
2439;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2012;1228.0
2440;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2013;1391.0
2441;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2014;1443.0
2442;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2015;1248.0
2443;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2016;1267.0
2444;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2017;1196.0
2445;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2018;1151.0
2446;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2019;1186.0
2447;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2020;1213.0
2448;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2021;1266.0
2449;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2022;1353.0
2450;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;1998;21.0
2451;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;1999;29.0
2452;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2000;34.0
2453;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2001;44.0
2454;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2002;58.0
2455;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2003;72.0
2456;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2004;82.0
2457;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2005;92.0
2458;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2006;0.0
2459;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2007;0.0
2460;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2008;0.0
2461;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2009;0.0
2462;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2010;0.0
2463;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2011;0.0
2464;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2012;0.0
2465;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2013;0.0
2466;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2014;0.0
2467;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2015;0.0
2468;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2016;0.0
2469;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2017;0.0
2470;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2018;0.0
2471;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2019;0.0
2472;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2020;0.0
2473;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2021;0.0
2474;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2022;0.0
2475;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;1998;21.0
2476;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;1999;29.0
2477;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2000;34.0
2478;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2001;44.0
2479;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2002;58.0
2480;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2003;72.0
2481;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2004;82.0
2482;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2005;92.0
2483;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2006;0.0
2484;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2007;0.0
2485;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2008;0.0
2486;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2009;0.0
2487;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2010;0.0
2488;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2011;0.0
2489;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2012;0.0
2490;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2013;0.0
2491;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2014;0.0
2492;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2015;0.0
2493;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2016;0.0
2494;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2017;0.0
2495;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2018;0.0
2496;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2019;0.0
