ID;Geslacht;Migratieachtergrond;Onderwijssoort;Leeftijd;OnderwijsVertragingInSchoolloopbaan;Perioden;AantalLeerlingenVoortgezetOnderwijs_1;AantalVsvErsVoorgezetOnderwijs_2;AantalNietVsvErsVoortgezetOnderwijs_3;PercentageVsvErsVoortgezetOnderwijs_4
3041;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;Wel vertraging;2014/'15;37000.0;1010.0;35990.0;2.7
3042;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;Wel vertraging;2015/'16;37650.0;1030.0;36620.0;2.7
3043;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;Wel vertraging;2016/'17;37430.0;1140.0;36280.0;3.0
3044;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;Wel vertraging;2017/'18;37620.0;1110.0;36510.0;3.0
3045;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2004/'05;22970.0;450.0;22520.0;2.0
3046;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2005/'06;22890.0;350.0;22540.0;1.5
3047;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2006/'07;23840.0;390.0;23450.0;1.6
3048;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2007/'08;25710.0;360.0;25350.0;1.4
3049;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2008/'09;25450.0;330.0;25120.0;1.3
3050;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2009/'10;26480.0;350.0;26130.0;1.3
3051;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2010/'11;27610.0;250.0;27360.0;0.9
3052;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2011/'12;28750.0;350.0;28400.0;1.2
3053;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2012/'13 Oude methode;28270.0;300.0;27970.0;1.1
3054;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2012/'13 Nieuwe methode;28260.0;290.0;27970.0;1.0
3055;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2013/'14;27350.0;260.0;27090.0;0.9
3056;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2014/'15;26760.0;250.0;26510.0;0.9
3057;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2015/'16;27490.0;250.0;27250.0;0.9
3058;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2016/'17;27670.0;330.0;27340.0;1.2
3059;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;1 jaar vertraging;2017/'18;27880.0;310.0;27570.0;1.1
3060;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2004/'05;9100.0;1160.0;7950.0;12.7
3061;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2005/'06;9190.0;1030.0;8150.0;11.3
3062;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2006/'07;9180.0;1020.0;8160.0;11.1
3063;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2007/'08;9900.0;1100.0;8800.0;11.1
3064;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2008/'09;9820.0;1000.0;8820.0;10.2
3065;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2009/'10;10340.0;1000.0;9340.0;9.7
3066;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2010/'11;10630.0;890.0;9740.0;8.4
3067;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2011/'12;10610.0;890.0;9720.0;8.4
3068;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2012/'13 Oude methode;10830.0;870.0;9960.0;8.1
3069;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2012/'13 Nieuwe methode;10800.0;840.0;9960.0;7.8
3070;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2013/'14;10550.0;760.0;9790.0;7.2
3071;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2014/'15;10240.0;750.0;9490.0;7.4
3072;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2015/'16;10160.0;780.0;9370.0;7.7
3073;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2016/'17;9750.0;810.0;8940.0;8.3
3074;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 20 jaar;2 jaar of meer vertraging;2017/'18;9740.0;810.0;8940.0;8.3
3075;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2004/'05;52140.0;1800.0;50330.0;3.5
3076;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2005/'06;52930.0;1520.0;51410.0;2.9
3077;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2006/'07;54400.0;1550.0;52850.0;2.8
3078;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2007/'08;58350.0;1610.0;56740.0;2.8
3079;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2008/'09;59360.0;1490.0;57870.0;2.5
3080;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2009/'10;60390.0;1500.0;58880.0;2.5
3081;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2010/'11;61920.0;1200.0;60720.0;1.9
3082;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2011/'12;62660.0;1410.0;61250.0;2.3
3083;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2012/'13 Oude methode;61420.0;1280.0;60140.0;2.1
3084;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2012/'13 Nieuwe methode;61370.0;1240.0;60140.0;2.0
3085;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2013/'14;59960.0;1130.0;58830.0;1.9
3086;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2014/'15;59630.0;1130.0;58510.0;1.9
3087;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2015/'16;60270.0;1140.0;59130.0;1.9
3088;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2016/'17;60740.0;1260.0;59480.0;2.1
3089;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Totaal;2017/'18;61220.0;1270.0;59960.0;2.1
3090;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2004/'05;19180.0;130.0;19050.0;0.7
3091;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2005/'06;19880.0;80.0;19810.0;0.4
3092;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2006/'07;20470.0;80.0;20380.0;0.4
3093;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2007/'08;21870.0;110.0;21760.0;0.5
3094;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2008/'09;23250.0;120.0;23130.0;0.5
3095;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2009/'10;22880.0;120.0;22770.0;0.5
3096;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2010/'11;22780.0;40.0;22740.0;0.2
3097;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2011/'12;22360.0;130.0;22230.0;0.6
3098;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2012/'13 Oude methode;21440.0;70.0;21370.0;0.3
3099;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2012/'13 Nieuwe methode;21440.0;70.0;21370.0;0.3
3100;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2013/'14;21170.0;80.0;21090.0;0.4
3101;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2014/'15;21750.0;90.0;21670.0;0.4
3102;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2015/'16;21810.0;90.0;21720.0;0.4
3103;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2016/'17;22420.0;90.0;22330.0;0.4
3104;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Geen vertraging;2017/'18;22640.0;100.0;22540.0;0.4
3105;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2004/'05;32960.0;1680.0;31280.0;5.1
3106;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2005/'06;33050.0;1440.0;31600.0;4.4
3107;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2006/'07;33930.0;1460.0;32470.0;4.3
3108;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2007/'08;36490.0;1500.0;34990.0;4.1
3109;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2008/'09;36110.0;1370.0;34740.0;3.8
3110;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2009/'10;37510.0;1390.0;36120.0;3.7
3111;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2010/'11;39140.0;1170.0;37980.0;3.0
3112;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2011/'12;40300.0;1280.0;39020.0;3.2
3113;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2012/'13 Oude methode;39980.0;1210.0;38770.0;3.0
3114;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2012/'13 Nieuwe methode;39940.0;1170.0;38770.0;2.9
3115;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2013/'14;38790.0;1060.0;37740.0;2.7
3116;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2014/'15;37880.0;1040.0;36840.0;2.7
3117;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2015/'16;38470.0;1060.0;37410.0;2.7
3118;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2016/'17;38320.0;1170.0;37150.0;3.1
3119;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;Wel vertraging;2017/'18;38580.0;1170.0;37410.0;3.0
3120;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2004/'05;22970.0;450.0;22520.0;2.0
3121;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2005/'06;22890.0;350.0;22540.0;1.5
3122;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2006/'07;23840.0;390.0;23450.0;1.6
3123;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2007/'08;25710.0;360.0;25350.0;1.4
3124;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2008/'09;25450.0;330.0;25120.0;1.3
3125;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2009/'10;26480.0;350.0;26130.0;1.3
3126;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2010/'11;27610.0;250.0;27360.0;0.9
3127;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2011/'12;28750.0;350.0;28400.0;1.2
3128;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2012/'13 Oude methode;28270.0;300.0;27970.0;1.1
3129;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2012/'13 Nieuwe methode;28260.0;290.0;27970.0;1.0
3130;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2013/'14;27350.0;260.0;27090.0;0.9
3131;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2014/'15;26760.0;250.0;26510.0;0.9
3132;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2015/'16;27490.0;250.0;27250.0;0.9
3133;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2016/'17;27670.0;330.0;27340.0;1.2
3134;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;1 jaar vertraging;2017/'18;27880.0;310.0;27570.0;1.1
3135;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2004/'05;9980.0;1220.0;8760.0;12.3
3136;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2005/'06;10150.0;1090.0;9060.0;10.8
3137;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2006/'07;10090.0;1070.0;9020.0;10.6
3138;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2007/'08;10780.0;1140.0;9640.0;10.6
3139;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2008/'09;10670.0;1040.0;9630.0;9.8
3140;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2009/'10;11020.0;1040.0;9980.0;9.4
3141;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2010/'11;11540.0;920.0;10620.0;8.0
3142;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2011/'12;11550.0;930.0;10620.0;8.1
3143;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2012/'13 Oude methode;11720.0;920.0;10800.0;7.8
3144;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2012/'13 Nieuwe methode;11680.0;880.0;10800.0;7.6
3145;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2013/'14;11440.0;800.0;10640.0;7.0
3146;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2014/'15;11120.0;780.0;10340.0;7.1
3147;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2015/'16;10970.0;810.0;10160.0;7.4
3148;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2016/'17;10650.0;840.0;9810.0;7.9
3149;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);18 tot 23 jaar;2 jaar of meer vertraging;2017/'18;10700.0;860.0;9840.0;8.0
3150;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2004/'05;880.0;70.0;810.0;7.9
3151;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2005/'06;970.0;60.0;910.0;6.2
3152;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2006/'07;910.0;50.0;870.0;5.1
3153;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2007/'08;880.0;40.0;840.0;5.0
3154;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2008/'09;850.0;40.0;810.0;4.9
3155;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2009/'10;680.0;40.0;640.0;5.7
3156;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2010/'11;910.0;30.0;880.0;3.3
3157;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2011/'12;940.0;40.0;900.0;4.7
3158;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2012/'13 Oude methode;880.0;40.0;840.0;4.9
3159;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2012/'13 Nieuwe methode;880.0;40.0;840.0;4.9
3160;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2013/'14;890.0;40.0;860.0;4.3
3161;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2014/'15;880.0;30.0;850.0;3.4
3162;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2015/'16;820.0;30.0;790.0;3.3
3163;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2016/'17;900.0;30.0;860.0;3.5
3164;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Totaal;2017/'18;960.0;50.0;900.0;5.5
3165;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2004/'05;0.0;0.0;0.0;0.0
3166;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2005/'06;0.0;0.0;0.0;0.0
3167;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2006/'07;0.0;0.0;0.0;0.0
3168;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2007/'08;0.0;0.0;0.0;0.0
3169;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2008/'09;0.0;0.0;0.0;0.0
3170;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2009/'10;0.0;0.0;0.0;0.0
3171;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2010/'11;0.0;0.0;0.0;0.0
3172;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2011/'12;0.0;0.0;0.0;0.0
3173;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2012/'13 Oude methode;0.0;0.0;0.0;0.0
3174;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2012/'13 Nieuwe methode;0.0;0.0;0.0;0.0
3175;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2013/'14;0.0;0.0;0.0;0.0
3176;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2014/'15;0.0;0.0;0.0;0.0
3177;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2015/'16;0.0;0.0;0.0;0.0
3178;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2016/'17;0.0;0.0;0.0;0.0
3179;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Geen vertraging;2017/'18;0.0;0.0;0.0;0.0
3180;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2004/'05;880.0;70.0;810.0;7.9
3181;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2005/'06;970.0;60.0;910.0;6.2
3182;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2006/'07;910.0;50.0;870.0;5.1
3183;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2007/'08;880.0;40.0;840.0;5.0
3184;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2008/'09;850.0;40.0;810.0;4.9
3185;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2009/'10;680.0;40.0;640.0;5.7
3186;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2010/'11;910.0;30.0;880.0;3.3
3187;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2011/'12;940.0;40.0;900.0;4.7
3188;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2012/'13 Oude methode;880.0;40.0;840.0;4.9
3189;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2012/'13 Nieuwe methode;880.0;40.0;840.0;4.9
3190;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2013/'14;890.0;40.0;860.0;4.3
3191;Totaal mannen en vrouwen;Nederlandse achtergrond;Totaal voortgezet onderwijs (vo);20 tot 23 jaar;Wel vertraging;2014/'15;880.0;30.0;850.0;3.4
