ID;Zorgfuncties;Zorgfinanciering;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
618;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2016;0.0
619;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2017;0.0
620;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2018;0.0
621;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2019;0.0
622;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2020;0.0
623;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2021;0.0
624;Welzijnszorg en kinderopvang;HF122: Zorgverzekeringswet;2022;0.0
625;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;1998;907.0
626;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;1999;1055.0
627;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2000;1287.0
628;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2001;1464.0
629;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2002;1878.0
630;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2003;2206.0
631;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2004;2390.0
632;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2005;2035.0
633;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2006;1947.0
634;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2007;1402.0
635;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2008;1434.0
636;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2009;1513.0
637;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2010;1633.0
638;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2011;1872.0
639;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2012;2192.0
640;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2013;2267.0
641;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2014;2019.0
642;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2015;2052.0
643;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2016;2096.0
644;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2017;2152.0
645;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2018;2267.0
646;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2019;2467.0
647;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2020;2197.0
648;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2021;2412.0
649;Welzijnszorg en kinderopvang;Vrijwillige financiering, eigen betaling;2022;3074.0
650;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;1998;419.0
651;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;1999;450.0
652;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2000;631.0
653;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2001;765.0
654;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2002;1131.0
655;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2003;1342.0
656;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2004;1409.0
657;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2005;1122.0
658;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2006;1006.0
659;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2007;346.0
660;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2008;443.0
661;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2009;409.0
662;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2010;415.0
663;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2011;419.0
664;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2012;430.0
665;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2013;414.0
666;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2014;413.0
667;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2015;409.0
668;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2016;435.0
669;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2017;460.0
670;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2018;481.0
671;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2019;526.0
672;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2020;521.0
673;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2021;582.0
674;Welzijnszorg en kinderopvang;HF2: Vrijwillige financieringsvormen;2022;629.0
675;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;1998;0.0
676;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;1999;0.0
677;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2000;0.0
678;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2001;0.0
679;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2002;0.0
680;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2003;0.0
681;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2004;0.0
682;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2005;0.0
683;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2006;0.0
684;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2007;0.0
685;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2008;0.0
686;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2009;0.0
687;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2010;0.0
688;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2011;0.0
689;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2012;0.0
690;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2013;0.0
691;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2014;0.0
692;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2015;0.0
693;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2016;0.0
694;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2017;0.0
695;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2018;0.0
696;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2019;0.0
697;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2020;0.0
698;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
699;Welzijnszorg en kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
700;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;1998;0.0
701;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;1999;0.0
702;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2000;0.0
703;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2001;0.0
704;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2002;0.0
705;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2003;0.0
706;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2004;0.0
707;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2005;0.0
708;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2006;0.0
709;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2007;0.0
710;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2008;0.0
711;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2009;0.0
712;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2010;0.0
713;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2011;0.0
714;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2012;0.0
715;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2013;0.0
716;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2014;0.0
717;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2015;0.0
718;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2016;0.0
719;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2017;0.0
720;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2018;0.0
721;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2019;0.0
722;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2020;0.0
723;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2021;0.0
724;Welzijnszorg en kinderopvang;HF22: Financiering door IZWH;2022;0.0
725;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;1998;419.0
726;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;1999;450.0
727;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2000;631.0
728;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2001;765.0
729;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2002;1131.0
730;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2003;1342.0
731;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2004;1409.0
732;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2005;1122.0
733;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2006;1006.0
734;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2007;346.0
735;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2008;443.0
736;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2009;409.0
737;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2010;415.0
738;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2011;419.0
739;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2012;430.0
740;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2013;414.0
741;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2014;413.0
742;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2015;409.0
743;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2016;435.0
744;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2017;460.0
745;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2018;481.0
746;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2019;526.0
747;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2020;521.0
748;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2021;582.0
749;Welzijnszorg en kinderopvang;HF23: Financiering door ondernemingen;2022;629.0
750;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;1998;488.0
751;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;1999;605.0
752;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2000;656.0
753;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2001;699.0
754;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2002;747.0
755;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2003;864.0
756;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2004;981.0
757;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2005;912.0
758;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2006;940.0
759;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2007;1055.0
760;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2008;991.0
761;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2009;1104.0
762;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2010;1218.0
763;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2011;1453.0
764;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2012;1762.0
765;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2013;1853.0
766;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2014;1606.0
767;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2015;1643.0
768;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2016;1661.0
769;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2017;1692.0
770;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2018;1786.0
771;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2019;1941.0
772;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2020;1676.0
773;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2021;1830.0
774;Welzijnszorg en kinderopvang;HF3: Eigen betalingen;2022;2445.0
775;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;1998;433.0
776;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;1999;547.0
777;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2000;600.0
778;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2001;638.0
779;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2002;677.0
780;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2003;791.0
781;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2004;907.0
782;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2005;843.0
783;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2006;876.0
784;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2007;1013.0
785;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2008;936.0
786;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2009;1062.0
787;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2010;1177.0
788;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2011;1409.0
789;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2012;1720.0
790;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2013;1808.0
791;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2014;1564.0
792;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2015;1549.0
793;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2016;1577.0
794;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2017;1628.0
795;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2018;1718.0
796;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2019;1907.0
797;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2020;1658.0
798;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2021;1818.0
799;Welzijnszorg en kinderopvang;HF31: Directe eigen betalingen;2022;2433.0
800;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;1998;55.0
801;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;1999;58.0
802;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2000;56.0
803;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2001;61.0
804;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2002;70.0
805;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2003;73.0
806;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2004;74.0
807;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2005;69.0
808;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2006;65.0
809;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2007;42.0
810;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2008;55.0
811;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2009;42.0
812;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2010;41.0
813;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2011;44.0
814;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2012;42.0
815;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2013;45.0
816;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2014;41.0
817;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2015;94.0
818;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2016;84.0
819;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2017;64.0
820;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2018;68.0
821;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2019;34.0
822;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2020;17.0
823;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2021;13.0
824;Welzijnszorg en kinderopvang;HF32: Eigen risico en bijdragen;2022;12.0
825;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";1998;0.0
826;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";1999;0.0
827;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2000;0.0
828;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2001;0.0
829;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2002;0.0
830;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2003;0.0
831;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2004;0.0
832;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2005;0.0
833;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2006;0.0
834;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2007;0.0
835;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2008;0.0
836;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2009;0.0
837;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2010;0.0
838;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2011;0.0
839;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2012;0.0
840;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2013;0.0
841;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2014;0.0
842;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2015;0.0
843;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2016;0.0
844;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2017;0.0
845;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2018;0.0
846;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2019;0.0
847;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2020;0.0
848;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2021;0.0
849;Welzijnszorg en kinderopvang;"Buitenland; uitvoer";2022;0.0
850;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;1998;929.0
851;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;1999;1011.0
852;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2000;1079.0
853;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2001;1240.0
854;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2002;1386.0
855;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2003;1484.0
856;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2004;1599.0
857;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2005;1627.0
858;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2006;2185.0
859;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2007;2301.0
860;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2008;2396.0
861;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2009;2719.0
862;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2010;2778.0
863;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2011;3212.0
864;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2012;3295.0
865;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2013;3206.0
866;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2014;3340.0
867;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2015;2874.0
868;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2016;2961.0
869;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2017;3064.0
870;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2018;3120.0
871;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2019;3317.0
872;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2020;3783.0
873;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2021;3760.0
874;Onderwijs, R&D, overige diensten;Totaal alle financieringsvormen;2022;3836.0
875;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;1998;906.0
876;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;1999;986.0
877;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2000;1052.0
878;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2001;1208.0
879;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2002;1348.0
880;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2003;1444.0
881;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2004;1556.0
882;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2005;1584.0
883;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2006;2140.0
884;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2007;2252.0
885;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2008;2342.0
886;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2009;2649.0
887;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2010;2701.0
888;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2011;3126.0
889;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2012;3195.0
890;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2013;3114.0
891;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2014;3258.0
892;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2015;2779.0
893;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2016;2867.0
894;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2017;2968.0
895;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2018;3019.0
896;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2019;3210.0
897;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2020;3671.0
898;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2021;3643.0
899;Onderwijs, R&D, overige diensten;Totaal financiering van ingezetenen;2022;3719.0
900;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;1998;735.0
901;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;1999;796.0
902;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2000;853.0
903;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2001;983.0
904;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2002;1081.0
905;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2003;1157.0
906;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2004;1252.0
907;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2005;1270.0
908;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2006;1979.0
909;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2007;2077.0
910;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2008;2193.0
911;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2009;2458.0
912;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2010;2489.0
913;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2011;2890.0
914;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2012;2921.0
915;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2013;2868.0
916;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2014;3002.0
917;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2015;2526.0
918;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2016;2592.0
919;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2017;2684.0
920;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2018;2720.0
921;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2019;2891.0
922;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2020;3358.0
923;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2021;3314.0
924;Onderwijs, R&D, overige diensten;HF1: Overheid en soc. verzekering;2022;3392.0
925;Onderwijs, R&D, overige diensten;HF11: Overheid;1998;477.0
926;Onderwijs, R&D, overige diensten;HF11: Overheid;1999;532.0
927;Onderwijs, R&D, overige diensten;HF11: Overheid;2000;571.0
928;Onderwijs, R&D, overige diensten;HF11: Overheid;2001;661.0
929;Onderwijs, R&D, overige diensten;HF11: Overheid;2002;719.0
930;Onderwijs, R&D, overige diensten;HF11: Overheid;2003;771.0
931;Onderwijs, R&D, overige diensten;HF11: Overheid;2004;853.0
932;Onderwijs, R&D, overige diensten;HF11: Overheid;2005;867.0
933;Onderwijs, R&D, overige diensten;HF11: Overheid;2006;1387.0
934;Onderwijs, R&D, overige diensten;HF11: Overheid;2007;2033.0
935;Onderwijs, R&D, overige diensten;HF11: Overheid;2008;2073.0
936;Onderwijs, R&D, overige diensten;HF11: Overheid;2009;2327.0
937;Onderwijs, R&D, overige diensten;HF11: Overheid;2010;2348.0
938;Onderwijs, R&D, overige diensten;HF11: Overheid;2011;2387.0
939;Onderwijs, R&D, overige diensten;HF11: Overheid;2012;2336.0
940;Onderwijs, R&D, overige diensten;HF11: Overheid;2013;1229.0
941;Onderwijs, R&D, overige diensten;HF11: Overheid;2014;1187.0
942;Onderwijs, R&D, overige diensten;HF11: Overheid;2015;1186.0
943;Onderwijs, R&D, overige diensten;HF11: Overheid;2016;1236.0
944;Onderwijs, R&D, overige diensten;HF11: Overheid;2017;1307.0
945;Onderwijs, R&D, overige diensten;HF11: Overheid;2018;1315.0
946;Onderwijs, R&D, overige diensten;HF11: Overheid;2019;1408.0
947;Onderwijs, R&D, overige diensten;HF11: Overheid;2020;1774.0
948;Onderwijs, R&D, overige diensten;HF11: Overheid;2021;1676.0
949;Onderwijs, R&D, overige diensten;HF11: Overheid;2022;1670.0
950;Onderwijs, R&D, overige diensten;HF12: Verplichte premiegeb verzekeringen;1998;258.0
951;Onderwijs, R&D, overige diensten;HF12: Verplichte premiegeb verzekeringen;1999;264.0
952;Onderwijs, R&D, overige diensten;HF12: Verplichte premiegeb verzekeringen;2000;282.0
953;Onderwijs, R&D, overige diensten;HF12: Verplichte premiegeb verzekeringen;2001;323.0
954;Onderwijs, R&D, overige diensten;HF12: Verplichte premiegeb verzekeringen;2002;362.0
