ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
1105;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2000;15820.0;11.0;22.0;42.0;62.0;;;;8.0;19.0;37.0;54.0;;;;8.0;18.0;36.0;52.0;;;;0.0;0.0;1.0;2.0;;;;3.0;3.0;6.0;8.0;;;;7.0;9.0;10.0;10.0;11.0;13.0;;;90.0;87.0;79.0;68.0;46.0;25.0;;;85.0;80.0;71.0;60.0;41.0;22.0;;;82.0;76.0;67.0;56.0;38.0;20.0;;;3.0;4.0;4.0;4.0;3.0;2.0;;;6.0;8.0;8.0;8.0;5.0;3.0;;
1106;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2001;17650.0;15.0;29.0;53.0;;;;;12.0;26.0;47.0;;;;;12.0;25.0;45.0;;;;;0.0;1.0;1.0;;;;;3.0;3.0;6.0;;;;;7.0;8.0;9.0;10.0;12.0;;;;91.0;87.0;76.0;61.0;36.0;;;;85.0;79.0;67.0;53.0;30.0;;;;82.0;76.0;63.0;50.0;28.0;;;;3.0;4.0;4.0;3.0;3.0;;;;6.0;8.0;8.0;8.0;5.0;;;
1107;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2002;18200.0;27.0;48.0;;;;;;24.0;45.0;;;;;;24.0;44.0;;;;;;0.0;1.0;;;;;;3.0;3.0;;;;;;6.0;8.0;9.0;11.0;;;;;91.0;87.0;64.0;41.0;;;;;85.0;79.0;55.0;33.0;;;;;82.0;75.0;51.0;30.0;;;;;3.0;4.0;4.0;3.0;;;;;6.0;8.0;8.0;8.0;;;;
1108;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2003;18290.0;27.0;;;;;;;25.0;;;;;;;24.0;;;;;;;0.0;;;;;;;2.0;;;;;;;7.0;9.0;11.0;;;;;;91.0;86.0;62.0;;;;;;85.0;78.0;53.0;;;;;;81.0;73.0;50.0;;;;;;3.0;4.0;4.0;;;;;;6.0;8.0;9.0;;;;;
1109;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2004;18750.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;10.0;;;;;;;91.0;84.0;;;;;;;84.0;75.0;;;;;;;81.0;71.0;;;;;;;3.0;4.0;;;;;;;7.0;9.0;;;;;;
1110;Totaal mannen en vrouwen;3;Totaal alle vooropleidingen;Cohort 2005;18640.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;91.0;;;;;;;;83.0;;;;;;;;80.0;;;;;;;;3.0;;;;;;;;7.0;;;;;;;
1111;Totaal mannen en vrouwen;3;VWO;Cohort 1995;9600.0;0.0;3.0;26.0;51.0;66.0;73.0;77.0;0.0;2.0;21.0;43.0;57.0;64.0;67.0;0.0;2.0;21.0;42.0;55.0;61.0;64.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;0.0;1.0;4.0;7.0;9.0;10.0;10.0;4.0;6.0;8.0;9.0;10.0;12.0;12.0;14.0;95.0;93.0;91.0;88.0;64.0;38.0;21.0;13.0;89.0;83.0;80.0;77.0;56.0;33.0;18.0;11.0;86.0;80.0;77.0;73.0;53.0;31.0;17.0;10.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;7.0;10.0;11.0;11.0;8.0;5.0;3.0;2.0
1112;Totaal mannen en vrouwen;3;VWO;Cohort 1996;9460.0;0.0;5.0;26.0;50.0;66.0;74.0;78.0;0.0;4.0;22.0;44.0;58.0;65.0;69.0;0.0;4.0;22.0;43.0;56.0;62.0;66.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;0.0;1.0;4.0;6.0;8.0;8.0;9.0;4.0;6.0;7.0;8.0;9.0;10.0;11.0;11.0;96.0;94.0;92.0;87.0;65.0;40.0;23.0;15.0;90.0;86.0;83.0;78.0;58.0;35.0;20.0;13.0;88.0;82.0;79.0;74.0;55.0;33.0;19.0;12.0;3.0;4.0;4.0;4.0;3.0;3.0;2.0;1.0;6.0;8.0;10.0;9.0;7.0;5.0;3.0;2.0
1113;Totaal mannen en vrouwen;3;VWO;Cohort 1997;9820.0;0.0;4.0;26.0;50.0;66.0;75.0;80.0;0.0;3.0;22.0;44.0;59.0;67.0;71.0;0.0;3.0;21.0;42.0;56.0;63.0;67.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;0.0;1.0;4.0;6.0;8.0;8.0;9.0;3.0;6.0;7.0;7.0;8.0;8.0;10.0;10.0;97.0;94.0;93.0;88.0;66.0;41.0;24.0;14.0;91.0;86.0;83.0;79.0;60.0;37.0;21.0;12.0;87.0;82.0;79.0;75.0;55.0;34.0;19.0;11.0;4.0;4.0;5.0;5.0;4.0;3.0;3.0;2.0;6.0;8.0;9.0;9.0;6.0;4.0;3.0;2.0
1114;Totaal mannen en vrouwen;3;VWO;Cohort 1998;10330.0;1.0;5.0;27.0;51.0;68.0;78.0;;0.0;4.0;22.0;44.0;60.0;69.0;;0.0;3.0;22.0;43.0;57.0;65.0;;0.0;0.0;0.0;2.0;3.0;4.0;;0.0;1.0;4.0;7.0;8.0;9.0;;4.0;5.0;7.0;7.0;7.0;8.0;9.0;10.0;96.0;94.0;93.0;88.0;66.0;41.0;23.0;12.0;89.0;85.0;83.0;79.0;59.0;36.0;20.0;10.0;86.0;81.0;78.0;74.0;54.0;33.0;17.0;8.0;3.0;4.0;4.0;5.0;5.0;4.0;3.0;2.0;6.0;9.0;10.0;10.0;7.0;5.0;3.0;2.0
1115;Totaal mannen en vrouwen;3;VWO;Cohort 1999;10880.0;1.0;6.0;29.0;55.0;72.0;;;0.0;4.0;25.0;47.0;63.0;;;0.0;4.0;24.0;45.0;60.0;;;0.0;0.0;1.0;2.0;3.0;;;0.0;1.0;5.0;7.0;9.0;;;4.0;5.0;6.0;6.0;6.0;7.0;9.0;;96.0;94.0;94.0;88.0;64.0;38.0;20.0;;89.0;85.0;83.0;78.0;57.0;34.0;17.0;;86.0;81.0;79.0;74.0;53.0;31.0;14.0;;3.0;4.0;5.0;5.0;4.0;3.0;2.0;;7.0;9.0;11.0;10.0;7.0;4.0;3.0;
1116;Totaal mannen en vrouwen;3;VWO;Cohort 2000;10420.0;1.0;11.0;36.0;61.0;;;;1.0;10.0;31.0;54.0;;;;1.0;10.0;30.0;51.0;;;;0.0;0.0;1.0;3.0;;;;0.0;1.0;4.0;7.0;;;;4.0;5.0;5.0;6.0;6.0;8.0;;;96.0;95.0;93.0;83.0;58.0;32.0;;;90.0;86.0;83.0;73.0;51.0;28.0;;;86.0;81.0;78.0;68.0;47.0;25.0;;;3.0;5.0;5.0;5.0;4.0;3.0;;;6.0;9.0;10.0;10.0;7.0;4.0;;
1117;Totaal mannen en vrouwen;3;VWO;Cohort 2001;11120.0;5.0;19.0;48.0;;;;;5.0;18.0;43.0;;;;;5.0;18.0;41.0;;;;;0.0;1.0;2.0;;;;;0.0;1.0;5.0;;;;;3.0;4.0;4.0;5.0;6.0;;;;96.0;96.0;91.0;76.0;46.0;;;;90.0;86.0;80.0;66.0;39.0;;;;86.0;82.0;75.0;61.0;36.0;;;;4.0;5.0;5.0;5.0;4.0;;;;7.0;9.0;10.0;10.0;7.0;;;
1118;Totaal mannen en vrouwen;3;VWO;Cohort 2002;10980.0;18.0;42.0;;;;;;18.0;41.0;;;;;;18.0;40.0;;;;;;0.0;1.0;;;;;;0.0;1.0;;;;;;3.0;4.0;5.0;6.0;;;;;97.0;96.0;77.0;52.0;;;;;90.0;86.0;66.0;42.0;;;;;86.0;81.0;61.0;37.0;;;;;4.0;5.0;5.0;5.0;;;;;7.0;10.0;11.0;10.0;;;;
1119;Totaal mannen en vrouwen;3;VWO;Cohort 2003;11510.0;20.0;;;;;;;20.0;;;;;;;19.0;;;;;;;0.0;;;;;;;0.0;;;;;;;3.0;4.0;6.0;;;;;;97.0;95.0;74.0;;;;;;89.0;85.0;63.0;;;;;;85.0;80.0;58.0;;;;;;4.0;5.0;5.0;;;;;;8.0;10.0;11.0;;;;;
1120;Totaal mannen en vrouwen;3;VWO;Cohort 2004;11580.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;5.0;;;;;;;96.0;94.0;;;;;;;88.0;83.0;;;;;;;83.0;78.0;;;;;;;4.0;5.0;;;;;;;9.0;12.0;;;;;;
1121;Totaal mannen en vrouwen;3;VWO;Cohort 2005;11970.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;96.0;;;;;;;;87.0;;;;;;;;83.0;;;;;;;;4.0;;;;;;;;9.0;;;;;;;
1122;Totaal mannen en vrouwen;3;HBO;Cohort 1995;2020.0;46.0;57.0;63.0;65.0;66.0;67.0;68.0;41.0;53.0;59.0;61.0;62.0;63.0;64.0;41.0;53.0;58.0;61.0;62.0;63.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;21.0;25.0;28.0;29.0;30.0;30.0;30.0;31.0;74.0;60.0;27.0;13.0;7.0;4.0;3.0;2.0;73.0;59.0;26.0;12.0;7.0;4.0;3.0;2.0;72.0;59.0;25.0;12.0;7.0;4.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
1123;Totaal mannen en vrouwen;3;HBO;Cohort 1996;1500.0;44.0;56.0;61.0;64.0;66.0;67.0;68.0;41.0;53.0;58.0;61.0;63.0;64.0;64.0;41.0;53.0;58.0;61.0;62.0;63.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;19.0;22.0;25.0;28.0;29.0;29.0;29.0;29.0;78.0;65.0;30.0;16.0;10.0;7.0;5.0;4.0;77.0;64.0;30.0;15.0;9.0;6.0;4.0;3.0;77.0;64.0;29.0;15.0;9.0;5.0;4.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1124;Totaal mannen en vrouwen;3;HBO;Cohort 1997;1630.0;47.0;59.0;64.0;68.0;70.0;70.0;71.0;42.0;55.0;60.0;64.0;65.0;66.0;67.0;42.0;54.0;60.0;63.0;65.0;66.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;17.0;21.0;23.0;25.0;25.0;26.0;26.0;27.0;78.0;62.0;30.0;16.0;10.0;6.0;4.0;3.0;77.0;62.0;30.0;15.0;9.0;5.0;3.0;2.0;76.0;61.0;29.0;15.0;9.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1125;Totaal mannen en vrouwen;3;HBO;Cohort 1998;2040.0;45.0;58.0;65.0;68.0;70.0;71.0;;41.0;55.0;61.0;65.0;66.0;67.0;;41.0;54.0;61.0;64.0;66.0;67.0;;0.0;0.0;0.0;0.0;0.0;0.0;;4.0;4.0;4.0;3.0;3.0;3.0;;17.0;21.0;24.0;25.0;26.0;27.0;26.0;27.0;78.0;65.0;31.0;17.0;9.0;6.0;4.0;2.0;77.0;64.0;30.0;16.0;9.0;5.0;4.0;2.0;76.0;64.0;30.0;16.0;8.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
1126;Totaal mannen en vrouwen;3;HBO;Cohort 1999;2700.0;42.0;58.0;65.0;68.0;70.0;;;38.0;54.0;62.0;65.0;66.0;;;38.0;54.0;62.0;65.0;66.0;;;0.0;0.0;0.0;0.0;0.0;;;4.0;3.0;3.0;3.0;3.0;;;17.0;21.0;23.0;24.0;25.0;26.0;26.0;;78.0;68.0;35.0;18.0;9.0;6.0;4.0;;78.0;68.0;34.0;17.0;8.0;5.0;3.0;;77.0;67.0;34.0;17.0;8.0;5.0;3.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;1.0;1.0;1.0;1.0;
1127;Totaal mannen en vrouwen;3;HBO;Cohort 2000;2690.0;42.0;58.0;66.0;69.0;;;;38.0;55.0;62.0;66.0;;;;38.0;55.0;62.0;66.0;;;;0.0;0.0;0.0;0.0;;;;4.0;3.0;4.0;4.0;;;;15.0;18.0;21.0;22.0;23.0;25.0;;;81.0;72.0;37.0;20.0;11.0;6.0;;;80.0;71.0;36.0;19.0;10.0;5.0;;;80.0;70.0;35.0;18.0;10.0;5.0;;;1.0;1.0;1.0;0.0;1.0;0.0;;;1.0;1.0;1.0;1.0;1.0;1.0;;
1128;Totaal mannen en vrouwen;3;HBO;Cohort 2001;3170.0;43.0;60.0;68.0;;;;;39.0;56.0;64.0;;;;;39.0;56.0;64.0;;;;;0.0;0.0;0.0;;;;;4.0;4.0;3.0;;;;;13.0;17.0;19.0;21.0;22.0;;;;82.0;72.0;38.0;20.0;10.0;;;;81.0;70.0;37.0;19.0;9.0;;;;80.0;69.0;36.0;18.0;9.0;;;;1.0;1.0;1.0;1.0;0.0;;;;1.0;2.0;2.0;1.0;1.0;;;
1129;Totaal mannen en vrouwen;3;HBO;Cohort 2002;3620.0;47.0;64.0;;;;;;44.0;61.0;;;;;;43.0;61.0;;;;;;0.0;0.0;;;;;;3.0;3.0;;;;;;13.0;17.0;19.0;21.0;;;;;84.0;70.0;35.0;15.0;;;;;83.0;68.0;33.0;14.0;;;;;82.0;67.0;33.0;13.0;;;;;1.0;1.0;1.0;0.0;;;;;1.0;2.0;2.0;1.0;;;;
1130;Totaal mannen en vrouwen;3;HBO;Cohort 2003;3140.0;48.0;;;;;;;45.0;;;;;;;45.0;;;;;;;0.0;;;;;;;3.0;;;;;;;15.0;19.0;23.0;;;;;;79.0;62.0;29.0;;;;;;77.0;60.0;28.0;;;;;;76.0;59.0;27.0;;;;;;1.0;1.0;1.0;;;;;;1.0;2.0;1.0;;;;;
1131;Totaal mannen en vrouwen;3;HBO;Cohort 2004;3480.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;21.0;;;;;;;80.0;58.0;;;;;;;78.0;56.0;;;;;;;77.0;55.0;;;;;;;1.0;1.0;;;;;;;1.0;2.0;;;;;;
1132;Totaal mannen en vrouwen;3;HBO;Cohort 2005;2920.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;;;;;;;;79.0;;;;;;;;77.0;;;;;;;;76.0;;;;;;;;1.0;;;;;;;;1.0;;;;;;;
1133;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 1995;2180.0;15.0;21.0;33.0;44.0;51.0;54.0;56.0;3.0;8.0;19.0;30.0;36.0;39.0;41.0;3.0;8.0;19.0;30.0;35.0;38.0;40.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;12.0;13.0;14.0;14.0;15.0;15.0;15.0;21.0;27.0;30.0;32.0;33.0;35.0;36.0;36.0;70.0;62.0;55.0;48.0;34.0;21.0;13.0;10.0;63.0;54.0;49.0;43.0;31.0;19.0;12.0;9.0;62.0;53.0;47.0;42.0;29.0;18.0;11.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;8.0;7.0;5.0;3.0;2.0;1.0;1.0
1134;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 1996;2440.0;17.0;22.0;34.0;43.0;50.0;53.0;56.0;4.0;9.0;20.0;29.0;35.0;38.0;41.0;4.0;9.0;19.0;28.0;34.0;37.0;39.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;13.0;13.0;14.0;14.0;15.0;15.0;15.0;21.0;29.0;31.0;33.0;34.0;36.0;36.0;37.0;71.0;59.0;52.0;45.0;32.0;21.0;14.0;10.0;63.0;50.0;46.0;40.0;28.0;18.0;12.0;8.0;61.0;48.0;44.0;38.0;27.0;17.0;11.0;8.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;8.0;9.0;6.0;5.0;4.0;3.0;2.0;2.0
1135;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 1997;2740.0;20.0;26.0;38.0;48.0;55.0;58.0;61.0;6.0;12.0;24.0;33.0;40.0;43.0;45.0;6.0;11.0;23.0;32.0;38.0;41.0;44.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;14.0;14.0;14.0;15.0;15.0;15.0;15.0;19.0;28.0;30.0;31.0;32.0;33.0;34.0;34.0;71.0;57.0;50.0;43.0;30.0;19.0;12.0;8.0;62.0;49.0;43.0;38.0;26.0;16.0;9.0;6.0;61.0;47.0;42.0;36.0;25.0;15.0;9.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;8.0;8.0;6.0;5.0;4.0;3.0;2.0;2.0
1136;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 1998;3110.0;21.0;27.0;40.0;50.0;57.0;61.0;;7.0;14.0;26.0;36.0;42.0;47.0;;7.0;14.0;26.0;36.0;41.0;46.0;;0.0;0.0;0.0;0.0;1.0;1.0;;13.0;14.0;14.0;14.0;15.0;15.0;;18.0;25.0;27.0;28.0;29.0;29.0;30.0;32.0;73.0;61.0;53.0;45.0;31.0;20.0;13.0;7.0;64.0;53.0;46.0;40.0;28.0;17.0;11.0;5.0;63.0;52.0;45.0;39.0;26.0;16.0;10.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;7.0;5.0;4.0;3.0;2.0;2.0
1137;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 1999;2950.0;22.0;29.0;44.0;55.0;63.0;;;6.0;13.0;28.0;40.0;47.0;;;6.0;13.0;28.0;39.0;46.0;;;0.0;0.0;0.0;1.0;1.0;;;16.0;15.0;15.0;15.0;16.0;;;12.0;19.0;22.0;23.0;23.0;24.0;26.0;;76.0;64.0;56.0;48.0;33.0;20.0;11.0;;68.0;56.0;50.0;43.0;29.0;18.0;9.0;;66.0;54.0;47.0;41.0;27.0;17.0;9.0;;1.0;2.0;2.0;2.0;2.0;1.0;1.0;;8.0;8.0;6.0;5.0;4.0;3.0;2.0;
1138;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2000;2710.0;18.0;26.0;45.0;59.0;;;;6.0;15.0;32.0;46.0;;;;6.0;15.0;31.0;45.0;;;;0.0;0.0;1.0;1.0;;;;11.0;11.0;13.0;13.0;;;;12.0;15.0;16.0;18.0;19.0;21.0;;;79.0;73.0;66.0;56.0;37.0;20.0;;;72.0;64.0;58.0;49.0;32.0;17.0;;;70.0;62.0;56.0;47.0;31.0;17.0;;;1.0;2.0;2.0;2.0;1.0;1.0;;;8.0;9.0;8.0;7.0;5.0;3.0;;
1139;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2001;3360.0;22.0;34.0;55.0;;;;;12.0;23.0;43.0;;;;;12.0;22.0;42.0;;;;;0.0;1.0;1.0;;;;;11.0;11.0;12.0;;;;;12.0;15.0;16.0;17.0;20.0;;;;79.0;72.0;61.0;49.0;25.0;;;;72.0;63.0;53.0;43.0;21.0;;;;69.0;61.0;51.0;41.0;20.0;;;;2.0;2.0;2.0;1.0;1.0;;;;7.0;9.0;8.0;7.0;5.0;;;
1140;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2002;3600.0;33.0;50.0;;;;;;23.0;40.0;;;;;;22.0;38.0;;;;;;1.0;2.0;;;;;;10.0;10.0;;;;;;10.0;13.0;15.0;17.0;;;;;82.0;75.0;52.0;33.0;;;;;75.0;67.0;44.0;26.0;;;;;73.0;64.0;42.0;24.0;;;;;2.0;3.0;2.0;1.0;;;;;7.0;8.0;8.0;7.0;;;;
1141;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2003;3630.0;30.0;;;;;;;22.0;;;;;;;21.0;;;;;;;1.0;;;;;;;8.0;;;;;;;10.0;13.0;16.0;;;;;;84.0;77.0;54.0;;;;;;76.0;68.0;45.0;;;;;;74.0;66.0;43.0;;;;;;3.0;3.0;1.0;;;;;;7.0;9.0;9.0;;;;;
1142;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2004;3700.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;15.0;;;;;;;85.0;76.0;;;;;;;77.0;67.0;;;;;;;75.0;65.0;;;;;;;2.0;2.0;;;;;;;9.0;9.0;;;;;;
1143;Totaal mannen en vrouwen;3;Overige vooropleidingen;Cohort 2005;3760.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;85.0;;;;;;;;77.0;;;;;;;;75.0;;;;;;;;2.0;;;;;;;;8.0;;;;;;;
1144;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 1995;6770.0;11.0;15.0;35.0;53.0;64.0;69.0;72.0;8.0;12.0;29.0;45.0;55.0;59.0;62.0;8.0;11.0;28.0;43.0;52.0;56.0;59.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;3.0;4.0;6.0;8.0;9.0;10.0;10.0;11.0;15.0;16.0;18.0;19.0;20.0;20.0;21.0;86.0;80.0;73.0;67.0;47.0;27.0;16.0;10.0;80.0;72.0;64.0;59.0;41.0;24.0;14.0;8.0;78.0;69.0;61.0;55.0;38.0;22.0;12.0;8.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;6.0;8.0;9.0;8.0;6.0;3.0;2.0;2.0
1145;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 1996;6640.0;9.0;14.0;33.0;51.0;63.0;69.0;72.0;6.0;11.0;27.0;44.0;54.0;59.0;62.0;6.0;11.0;27.0;42.0;52.0;57.0;59.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;3.0;4.0;6.0;8.0;9.0;9.0;10.0;9.0;13.0;15.0;16.0;17.0;18.0;19.0;19.0;89.0;83.0;76.0;69.0;50.0;31.0;19.0;12.0;83.0;75.0;68.0;61.0;44.0;27.0;16.0;10.0;80.0;71.0;64.0;58.0;41.0;24.0;14.0;9.0;3.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;6.0;8.0;8.0;8.0;6.0;4.0;3.0;2.0
1146;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 1997;7060.0;10.0;15.0;34.0;52.0;64.0;70.0;74.0;6.0;11.0;28.0;44.0;55.0;61.0;64.0;6.0;11.0;27.0;43.0;52.0;58.0;60.0;0.0;0.0;1.0;2.0;2.0;3.0;4.0;4.0;4.0;6.0;8.0;9.0;9.0;10.0;9.0;13.0;15.0;16.0;16.0;17.0;18.0;18.0;89.0;82.0;76.0;69.0;50.0;31.0;19.0;11.0;83.0;74.0;68.0;62.0;44.0;27.0;16.0;9.0;79.0;70.0;64.0;58.0;41.0;24.0;14.0;8.0;3.0;4.0;4.0;4.0;4.0;3.0;2.0;1.0;6.0;7.0;8.0;7.0;5.0;4.0;3.0;2.0
1147;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 1998;7860.0;10.0;17.0;36.0;54.0;66.0;73.0;;7.0;13.0;30.0;46.0;57.0;64.0;;7.0;13.0;29.0;45.0;55.0;60.0;;0.0;0.0;0.0;1.0;2.0;3.0;;3.0;4.0;6.0;8.0;9.0;10.0;;10.0;13.0;14.0;15.0;15.0;16.0;16.0;17.0;88.0;82.0;75.0;68.0;49.0;30.0;18.0;9.0;81.0;74.0;67.0;60.0;43.0;26.0;15.0;7.0;79.0;71.0;63.0;57.0;39.0;23.0;13.0;6.0;3.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;6.0;8.0;8.0;8.0;6.0;4.0;3.0;2.0
1148;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 1999;8520.0;11.0;18.0;39.0;57.0;70.0;;;7.0;14.0;32.0;49.0;60.0;;;7.0;14.0;31.0;47.0;58.0;;;0.0;0.0;1.0;2.0;3.0;;;4.0;4.0;7.0;8.0;9.0;;;9.0;13.0;14.0;14.0;15.0;15.0;17.0;;88.0;82.0;75.0;68.0;46.0;27.0;14.0;;81.0;74.0;67.0;60.0;41.0;24.0;11.0;;78.0;70.0;63.0;56.0;37.0;21.0;10.0;;3.0;4.0;4.0;4.0;4.0;3.0;2.0;;6.0;8.0;8.0;8.0;5.0;4.0;2.0;
1149;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 2000;8260.0;11.0;21.0;43.0;63.0;;;;9.0;18.0;38.0;56.0;;;;9.0;18.0;37.0;54.0;;;;0.0;0.0;1.0;2.0;;;;2.0;3.0;5.0;7.0;;;;9.0;11.0;11.0;12.0;12.0;14.0;;;89.0;86.0;78.0;67.0;44.0;23.0;;;84.0;78.0;69.0;59.0;39.0;20.0;;;81.0;74.0;65.0;55.0;35.0;17.0;;;3.0;4.0;4.0;4.0;3.0;2.0;;;6.0;8.0;8.0;8.0;6.0;4.0;;
1150;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 2001;8970.0;14.0;28.0;55.0;;;;;11.0;25.0;49.0;;;;;11.0;24.0;47.0;;;;;0.0;1.0;2.0;;;;;3.0;3.0;6.0;;;;;8.0;9.0;10.0;11.0;12.0;;;;90.0;86.0;76.0;61.0;33.0;;;;84.0;78.0;67.0;53.0;28.0;;;;81.0;74.0;63.0;50.0;25.0;;;;3.0;4.0;4.0;4.0;3.0;;;;6.0;8.0;9.0;8.0;5.0;;;
1151;Totaal mannen en vrouwen;31;Totaal alle vooropleidingen;Cohort 2002;8350.0;32.0;54.0;;;;;;29.0;51.0;;;;;;28.0;50.0;;;;;;1.0;2.0;;;;;;3.0;3.0;;;;;;7.0;9.0;10.0;12.0;;;;;90.0;86.0;58.0;34.0;;;;;85.0;79.0;51.0;27.0;;;;;82.0;75.0;47.0;24.0;;;;;3.0;5.0;4.0;4.0;;;;;5.0;6.0;7.0;6.0;;;;
