ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;VoeltZichVaakOnveilig_1;VoeltZichSomsOnveilig_2;VoeltZichZeldenOnveilig_3;VoeltZichNooitOnveilig_4;VeelCriminaliteit_5;WeinigCriminaliteit_6;GeenCriminaliteit_7;RapportcijferVeiligheid_8
210;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;
211;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;3.4;;8.6;8.6;0.3
212;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;2.7;5.8;;6.0;7.8;0.2
213;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;
214;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;;;;8.7;;;9.3;0.3
215;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;;;;6.1;;;7.2;0.3
216;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2013;5.1;13.8;7.7;73.0;4.5;35.2;55.8;7.7
217;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2017/2018;2.7;5.1;6.0;86.0;2.2;26.5;71.3;8.1
218;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2021;0.7;3.1;2.9;93.3;;20.6;71.7;8.4
219;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2013;6.3;17.0;7.3;69.0;6.0;43.2;45.6;7.3
220;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2017/2018;4.0;7.4;8.8;79.5;3.4;36.7;48.3;7.7
221;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2021;;3.8;4.2;91.5;;35.1;53.3;7.9
222;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2013;;;6.1;89.0;;11.5;85.4;8.9
223;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2017/2018;;;;98.0;;6.1;93.9;8.5
224;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2021;1.4;2.5;1.7;94.4;;4.2;91.6;8.8
225;Onderwijsniveau: laag onderwijs;Percentage;Saba;2013;;6.1;15.8;72.3;;14.2;83.7;8.8
226;Onderwijsniveau: laag onderwijs;Percentage;Saba;2017/2018;;5.3;;90.7;;6.1;93.9;9.3
227;Onderwijsniveau: laag onderwijs;Percentage;Saba;2021;;;;97.4;;6.4;92.3;9.3
228;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;1.8;2.8;2.2;3.6;1.7;3.9;4.0;0.1
229;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;1.1;1.4;1.6;2.3;1.0;3.0;3.1;0.1
230;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.6;1.2;1.2;1.8;;2.9;3.2;0.1
231;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;2.3;3.5;2.5;4.4;2.3;4.7;4.7;0.2
232;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;1.6;2.2;2.4;3.4;1.5;4.1;4.2;0.1
233;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;;1.9;2.0;2.8;;4.7;4.9;0.1
234;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;5.2;6.8;;6.9;7.7;0.2
235;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;1.7;;3.0;3.0;0.2
236;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;1.4;1.9;1.5;2.8;;2.4;3.4;0.2
237;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2013;;5.9;9.0;10.9;;8.6;9.1;0.3
238;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;;4.3;;5.6;;4.6;4.6;0.2
239;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2021;;;;3.2;;4.8;5.3;0.2
240;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2013;3.9;17.1;9.3;69.5;7.7;46.1;40.3;7.5
241;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2017/2018;1.7;5.1;4.8;88.4;5.7;37.4;56.9;8.2
242;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2021;1.0;4.5;4.7;89.7;1.5;31.3;60.1;8.4
243;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2013;5.2;20.2;9.0;65.5;10.0;50.1;32.7;7.2
244;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2017/2018;2.0;6.7;6.3;85.1;8.6;47.6;32.5;7.7
245;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2021;1.9;5.1;5.5;87.4;2.9;49.1;37.7;7.8
246;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2013;;;;;;;;
247;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2017/2018;;;;94.9;;18.9;81.1;8.7
248;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2021;;4.1;3.8;91.9;;13.5;82.0;8.6
249;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2013;;13.4;14.8;71.3;;33.9;60.2;8.7
250;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2017/2018;;2.8;2.7;93.0;;9.1;90.9;9.3
251;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2021;;3.7;4.0;92.3;;11.0;86.2;9.2
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;1.8;3.4;2.6;4.2;2.4;4.5;4.5;0.2
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.9;1.6;1.6;2.3;1.8;3.7;3.8;0.1
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.7;1.5;1.6;2.3;0.9;3.4;3.6;0.1
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;2.4;4.3;3.0;5.0;3.2;5.3;5.0;0.2
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;1.3;2.3;2.3;3.3;2.6;4.6;4.4;0.1
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;1.4;2.3;2.3;3.4;1.7;5.1;5.0;0.1
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;3.9;;6.8;6.8;0.2
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;3.1;3.0;4.2;;5.3;5.9;0.2
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;;7.4;7.7;9.8;;10.3;10.6;0.3
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;;2.7;2.6;4.2;;4.7;4.7;0.2
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;;2.8;2.9;4.0;;4.6;5.1;0.1
264;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2013;5.0;18.6;7.2;69.0;8.3;44.8;40.8;7.3
265;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2017/2018;2.0;5.3;4.5;88.3;5.1;35.1;59.9;8.2
266;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2021;;4.9;4.6;90.2;1.0;27.6;63.9;8.3
267;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2013;6.1;22.0;8.3;63.3;9.9;46.8;35.8;7.0
268;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2017/2018;2.6;6.8;5.8;84.7;7.0;42.6;37.2;7.8
269;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2021;;6.5;5.4;87.6;2.0;44.5;42.8;7.8
270;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2013;;;;;;;;
271;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2017/2018;;;;95.7;;13.4;86.6;8.6
272;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2021;;3.7;4.5;91.8;;11.9;83.0;8.6
273;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2013;;;;;;;;
274;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2017/2018;;;;94.7;;8.8;91.2;9.2
275;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2021;;;;94.1;;8.8;88.0;9.3
276;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;2.5;4.5;3.0;5.3;3.2;5.7;5.7;0.2
277;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;1.3;2.2;2.0;3.1;2.2;4.8;4.9;0.1
278;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;;2.0;1.9;2.8;0.9;4.2;4.5;0.1
279;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;3.1;5.3;3.5;6.2;3.8;6.4;6.2;0.2
280;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;1.9;3.0;2.8;4.3;3.0;5.9;5.7;0.2
281;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;;3.2;3.0;4.3;1.8;6.5;6.5;0.2
282;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;
283;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;4.5;;7.6;7.6;0.3
284;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;3.4;3.8;5.0;;5.9;6.9;0.3
285;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;
286;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;;;;5.6;;7.1;7.1;0.3
287;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2021;;;;4.6;;5.5;6.3;0.2
288;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2013;2.1;14.8;12.8;70.2;6.6;48.2;39.5;7.9
289;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2017/2018;;4.9;5.3;88.6;6.6;40.4;52.9;8.2
290;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2021;2.3;3.9;5.0;88.7;2.3;37.6;53.5;8.4
291;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2013;;16.5;10.3;70.0;10.3;56.7;26.3;7.5
292;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2017/2018;;6.4;7.0;85.7;11.1;55.4;25.2;7.5
293;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2021;4.2;3.1;5.7;87.0;4.2;56.4;29.6;7.8
294;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2013;;;;;;;;
295;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2017/2018;;;;93.5;;27.9;72.1;8.8
296;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2021;;;;;;;;
297;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2013;;13.7;17.7;67.8;;33.8;59.7;8.8
298;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2017/2018;;;;91.6;;9.3;90.7;9.3
299;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2021;;;5.5;89.6;;14.1;83.6;9.2
300;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;2.1;5.3;4.9;6.8;3.7;7.4;7.2;0.2
301;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;;2.4;2.5;3.6;2.9;5.6;5.7;0.2
302;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;1.8;2.4;2.6;3.9;1.8;5.9;6.0;0.1
303;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;;6.9;5.6;8.5;5.6;9.2;8.2;0.3
304;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;;3.6;3.8;5.2;4.7;7.4;6.5;0.2
305;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;3.3;2.8;3.8;5.5;3.3;8.2;7.5;0.2
306;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;
307;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;7.1;;12.9;12.9;0.4
308;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;
309;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2013;;8.8;9.8;12.1;;12.2;12.6;0.3
310;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;;;;6.0;;6.3;6.3;0.3
311;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2021;;;5.3;7.1;;8.0;8.5;0.2
