ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonend_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersoonInInstitutioneelHuishouden_12;TotaalPersonenInHuishoudens_13;TotaalPersonenInParticuliereHuish_14;PersoonInEenpersoonshuishouden_15;TotaalPersonenInMeerpersoonshuisho_16;ZonderKinderen_17;MetKinderen_18;TotaalPersonenInNietGehuwdPaar_19;ZonderKinderen_20;MetKinderen_21;TotaalPersonenInGehuwdPaar_22;ZonderKinderen_23;MetKinderen_24;PersoonInEenouderhuishouden_25;PersoonInOverigHuishouden_26;PersoonInInstitutioneelHuishouden_27
273;Mannen;53050;1980;1244;1217;956;81.0;137.0;40.0;62.0;3.0;32.0;0.0;44;27;1244;1217;81.0;1137;120;1016;63;40.0;23;955;68.0;887;106;12;27
274;Mannen;53050;1981;1263;1236;969;84.0;137.0;44.0;59.0;3.0;30.0;0.0;45;27;1263;1236;84.0;1152;122;1029;68;44.0;24;958;65.0;893;112;13;27
275;Mannen;53050;1982;1270;1244;973;88.0;137.0;49.0;56.0;3.0;29.0;0.0;46;26;1270;1244;88.0;1156;124;1033;73;49.0;24;952;61.0;891;118;14;26
276;Mannen;53050;1983;1272;1248;974;91.0;136.0;53.0;52.0;3.0;28.0;0.0;47;24;1272;1248;91.0;1157;125;1033;77;53.0;24;943;56.0;887;122;15;24
277;Mannen;53050;1984;1273;1250;975;94.0;134.0;57.0;48.0;3.0;27.0;0.0;46;23;1273;1250;94.0;1156;125;1031;80;57.0;24;935;52.0;883;125;16;23
278;Mannen;53050;1985;1277;1255;980;97.0;132.0;60.0;44.0;3.0;25.0;0.0;45;22;1277;1255;97.0;1158;126;1032;83;60.0;23;931;48.0;882;126;18;22
279;Mannen;53050;1986;1279;1258;982;102.0;130.0;63.0;41.0;3.0;23.0;0.0;44;21;1279;1258;102.0;1157;126;1030;86;63.0;23;926;45.0;881;127;18;21
280;Mannen;53050;1987;1274;1255;977;107.0;127.0;65.0;37.0;4.0;21.0;0.0;43;20;1274;1255;107.0;1148;127;1021;89;66.0;23;915;42.0;873;125;19;20
281;Mannen;53050;1988;1263;1244;965;113.0;124.0;68.0;34.0;4.0;19.0;0.0;42;19;1263;1244;113.0;1131;126;1004;91;68.0;23;899;39.0;860;122;19;19
282;Mannen;53050;1989;1239;1220;940;119.0;121.0;70.0;31.0;4.0;17.0;0.0;39;18;1239;1220;119.0;1101;126;975;93;71.0;22;873;37.0;836;117;19;18
283;Mannen;53050;1990;1210;1193;908;126.0;122.0;72.0;29.0;4.0;16.0;0.0;38;17;1210;1193;126.0;1067;126;941;95;73.0;21;844;35.0;809;110;18;17
284;Mannen;53050;1991;1181;1167;879;131.0;122.0;75.0;28.0;4.0;15.0;0.0;36;14;1181;1167;131.0;1036;126;910;97;75.0;21;818;33.0;786;103;18;14
285;Mannen;53050;1992;1154;1143;856;134.0;120.0;76.0;25.0;4.0;15.0;0.0;33;10;1154;1143;134.0;1009;123;886;99;77.0;22;794;29.0;765;100;17;10
286;Mannen;53050;1993;1122;1113;831;135.0;116.0;76.0;22.0;4.0;14.0;0.0;31;10;1122;1113;135.0;978;119;859;99;76.0;22;764;26.0;737;99;16;10
287;Mannen;53050;1994;1093;1083;810;135.0;110.0;73.0;20.0;4.0;13.0;0.0;29;9;1093;1083;135.0;948;113;835;97;74.0;23;736;24.0;713;99;16;9
288;Mannen;53500;1971;914;908;128;62.0;690.0;5.0;140.0;2.0;543.0;1.0;26;6;914;908;62.0;846;156;689;9;5.0;4;796;144.0;652;34;7;6
289;Mannen;53500;1972;974;967;137;66.0;737.0;5.0;161.0;4.0;567.0;1.0;26;7;974;967;66.0;901;179;722;12;7.0;5;847;166.0;681;36;7;7
290;Mannen;53500;1973;1020;1013;144;70.0;773.0;6.0;179.0;5.0;583.0;1.0;26;7;1020;1013;70.0;943;200;743;15;8.0;7;885;185.0;700;36;7;7
291;Mannen;53500;1974;1056;1048;149;73.0;800.0;7.0;195.0;6.0;593.0;1.0;25;7;1056;1048;73.0;975;218;758;18;10.0;8;914;201.0;713;37;7;7
292;Mannen;53500;1975;1087;1079;152;77.0;825.0;11.0;206.0;7.0;601.0;1.0;24;8;1087;1079;77.0;1002;232;771;22;13.0;9;937;212.0;725;37;6;8
293;Mannen;53500;1976;1118;1110;155;81.0;849.0;16.0;212.0;8.0;613.0;1.0;24;8;1118;1110;81.0;1029;242;787;27;16.0;10;959;219.0;741;36;6;8
294;Mannen;53500;1977;1144;1135;156;87.0;868.0;23.0;216.0;9.0;621.0;1.0;23;8;1144;1135;87.0;1049;252;797;34;23.0;11;972;222.0;750;36;6;8
295;Mannen;53500;1978;1168;1160;159;94.0;883.0;28.0;222.0;10.0;622.0;1.0;22;9;1168;1160;94.0;1066;263;802;40;28.0;12;983;229.0;754;36;6;9
296;Mannen;53500;1979;1185;1177;162;103.0;890.0;34.0;230.0;11.0;615.0;1.0;21;8;1185;1177;103.0;1075;276;798;48;34.0;13;985;236.0;749;36;6;8
297;Mannen;53500;1980;1201;1192;165;113.0;893.0;41.0;236.0;11.0;604.0;1.0;20;9;1201;1192;113.0;1079;290;789;55;41.0;14;981;242.0;739;36;7;9
298;Mannen;53500;1981;1223;1214;169;127.0;897.0;49.0;243.0;12.0;592.0;1.0;20;9;1223;1214;127.0;1087;304;783;64;49.0;15;979;248.0;731;37;7;9
299;Mannen;53500;1982;1205;1197;169;140.0;868.0;57.0;240.0;12.0;559.0;2.0;19;8;1205;1197;140.0;1057;308;749;72;57.0;15;941;244.0;697;37;7;8
300;Mannen;53500;1983;1194;1186;170;154.0;841.0;66.0;234.0;12.0;528.0;2.0;18;8;1194;1186;154.0;1031;311;720;81;66.0;15;906;238.0;668;37;7;8
301;Mannen;53500;1984;1191;1183;173;171.0;819.0;76.0;226.0;12.0;504.0;2.0;18;8;1191;1183;171.0;1012;315;697;92;77.0;15;875;230.0;645;38;8;8
302;Mannen;53500;1985;1197;1189;177;188.0;805.0;87.0;220.0;12.0;485.0;2.0;18;7;1197;1189;188.0;1001;321;680;103;88.0;15;851;224.0;627;38;9;7
303;Mannen;53500;1986;1209;1202;180;203.0;799.0;99.0;219.0;13.0;468.0;2.0;18;7;1209;1202;203.0;998;331;667;116;100.0;16;833;222.0;612;40;9;7
304;Mannen;53500;1987;1225;1217;183;216.0;799.0;112.0;220.0;15.0;452.0;2.0;18;7;1225;1217;216.0;1001;345;656;130;113.0;17;821;223.0;598;41;9;7
305;Mannen;53500;1988;1243;1235;187;227.0;802.0;125.0;222.0;17.0;438.0;2.0;17;8;1243;1235;227.0;1008;360;648;145;126.0;19;810;224.0;586;43;10;8
306;Mannen;53500;1989;1261;1253;190;236.0;808.0;139.0;223.0;20.0;426.0;2.0;17;8;1261;1253;236.0;1017;374;643;161;139.0;22;801;224.0;576;45;10;8
307;Mannen;53500;1990;1277;1269;191;244.0;816.0;152.0;225.0;22.0;417.0;2.0;17;8;1277;1269;244.0;1025;389;636;176;152.0;24;792;227.0;565;47;10;8
308;Mannen;53500;1991;1298;1290;193;252.0;827.0;167.0;221.0;24.0;415.0;2.0;16;8;1298;1290;252.0;1038;401;637;194;168.0;26;787;224.0;563;47;10;8
309;Mannen;53500;1992;1313;1304;193;261.0;831.0;177.0;220.0;27.0;408.0;2.0;16;9;1313;1304;261.0;1042;410;632;207;178.0;29;778;222.0;557;46;10;9
310;Mannen;53500;1993;1324;1315;193;272.0;832.0;189.0;220.0;30.0;394.0;2.0;16;9;1324;1315;272.0;1043;423;621;222;189.0;33;766;223.0;543;45;10;9
311;Mannen;53500;1994;1332;1323;193;283.0;829.0;203.0;210.0;34.0;382.0;2.0;16;9;1332;1323;283.0;1040;427;613;240;203.0;37;745;213.0;532;45;10;9
312;Mannen;53700;1971;778;772;39;34.0;677.0;4.0;56.0;3.0;614.0;4.0;19;6;778;772;34.0;738;70;668;7;4.0;3;700;58.0;642;22;8;6
313;Mannen;53700;1972;786;781;38;36.0;684.0;4.0;56.0;3.0;621.0;4.0;18;6;786;781;36.0;745;71;674;8;4.0;4;706;59.0;647;23;7;6
314;Mannen;53700;1973;793;787;38;39.0;690.0;4.0;57.0;4.0;625.0;4.0;18;6;793;787;39.0;749;70;678;8;4.0;4;710;59.0;651;23;7;6
315;Mannen;53700;1974;802;796;37;41.0;697.0;4.0;57.0;5.0;631.0;4.0;17;6;802;796;41.0;755;71;685;9;4.0;5;716;60.0;656;24;7;6
316;Mannen;53700;1975;812;807;37;43.0;706.0;4.0;58.0;5.0;639.0;4.0;16;6;812;807;43.0;763;71;693;10;4.0;6;724;60.0;663;24;6;6
317;Mannen;53700;1976;825;819;37;46.0;717.0;5.0;58.0;6.0;648.0;4.0;15;6;825;819;46.0;773;71;702;11;5.0;7;733;61.0;672;24;6;6
318;Mannen;53700;1977;834;828;37;49.0;724.0;5.0;58.0;7.0;654.0;4.0;14;6;834;828;49.0;779;72;708;12;5.0;7;738;61.0;677;23;6;6
319;Mannen;53700;1978;845;839;37;52.0;732.0;5.0;59.0;8.0;660.0;4.0;14;6;845;839;52.0;787;72;715;13;5.0;8;744;61.0;683;23;6;6
320;Mannen;53700;1979;866;861;37;57.0;749.0;6.0;60.0;8.0;674.0;5.0;13;5;866;861;57.0;803;73;730;15;6.0;9;759;62.0;697;24;5;5
321;Mannen;53700;1980;890;884;37;63.0;766.0;7.0;61.0;9.0;689.0;5.0;13;6;890;884;63.0;821;75;745;16;7.0;9;775;63.0;712;25;5;6
322;Mannen;53700;1981;909;904;37;70.0;778.0;8.0;63.0;9.0;699.0;5.0;13;5;909;904;70.0;834;77;756;17;8.0;9;786;64.0;722;25;5;5
323;Mannen;53700;1982;963;958;39;80.0;820.0;9.0;66.0;9.0;735.0;6.0;13;5;963;958;80.0;878;83;795;19;9.0;10;827;68.0;758;27;6;5
324;Mannen;53700;1983;1010;1005;40;91.0;853.0;11.0;70.0;9.0;762.0;7.0;14;5;1010;1005;91.0;914;89;825;22;11.0;10;859;72.0;787;28;6;5
325;Mannen;53700;1984;1046;1041;42;101.0;878.0;14.0;74.0;10.0;779.0;7.0;14;5;1046;1041;101.0;941;96;844;25;14.0;11;880;76.0;804;29;6;5
326;Mannen;53700;1985;1077;1072;42;111.0;897.0;17.0;78.0;11.0;791.0;8.0;14;5;1077;1072;111.0;962;104;857;29;17.0;12;896;80.0;816;30;7;5
327;Mannen;53700;1986;1102;1098;43;119.0;914.0;21.0;82.0;12.0;798.0;8.0;14;5;1102;1098;119.0;978;112;867;34;21.0;13;907;84.0;823;31;7;5
328;Mannen;53700;1987;1129;1125;43;127.0;932.0;25.0;87.0;14.0;806.0;9.0;13;5;1129;1125;127.0;998;120;878;40;25.0;15;919;88.0;830;32;7;5
329;Mannen;53700;1988;1156;1151;44;134.0;951.0;29.0;91.0;17.0;813.0;9.0;13;5;1156;1151;134.0;1017;128;888;47;29.0;18;930;92.0;837;33;6;5
330;Mannen;53700;1989;1174;1169;44;140.0;963.0;34.0;95.0;21.0;814.0;10.0;12;5;1174;1169;140.0;1029;136;893;55;34.0;21;934;96.0;838;34;6;5
331;Mannen;53700;1990;1188;1183;45;145.0;972.0;38.0;98.0;23.0;813.0;10.0;11;5;1188;1183;145.0;1038;143;894;62;38.0;23;936;99.0;837;34;6;5
332;Mannen;53700;1991;1210;1203;45;151.0;986.0;43.0;102.0;26.0;815.0;10.0;10;7;1210;1203;151.0;1052;152;900;69;43.0;26;942;104.0;838;35;6;7
333;Mannen;53700;1992;1198;1190;44;155.0;971.0;47.0;103.0;28.0;793.0;10.0;9;8;1198;1190;155.0;1035;156;879;76;47.0;29;919;104.0;816;34;5;8
334;Mannen;53700;1993;1192;1183;44;160.0;961.0;51.0;102.0;31.0;777.0;10.0;8;9;1192;1183;160.0;1023;159;864;83;52.0;32;901;103.0;798;34;5;9
335;Mannen;53700;1994;1195;1186;43;166.0;958.0;57.0;101.0;35.0;765.0;10.0;8;9;1195;1186;166.0;1020;164;856;93;57.0;36;889;102.0;786;34;5;9
336;Mannen;53800;1971;690;684;14;22.0;621.0;5.0;101.0;3.0;512.0;7.0;20;6;690;684;22.0;662;119;543;9;6.0;3;626;104.0;522;17;10;6
337;Mannen;53800;1972;697;691;15;24.0;626.0;6.0;100.0;4.0;516.0;7.0;19;6;697;691;24.0;667;118;549;10;6.0;4;629;103.0;525;19;9;6
338;Mannen;53800;1973;706;699;15;27.0;632.0;6.0;99.0;5.0;521.0;7.0;18;6;706;699;27.0;672;117;556;12;6.0;6;632;102.0;530;20;8;6
339;Mannen;53800;1974;717;711;16;29.0;641.0;6.0;99.0;7.0;529.0;8.0;18;6;717;711;29.0;682;117;565;13;7.0;7;639;102.0;537;22;8;6
340;Mannen;53800;1975;728;722;16;32.0;649.0;7.0;99.0;7.0;535.0;8.0;17;6;728;722;32.0;690;117;573;15;7.0;8;645;102.0;543;22;7;6
341;Mannen;53800;1976;733;727;17;34.0;652.0;7.0;100.0;8.0;537.0;8.0;16;6;733;727;34.0;693;117;576;15;7.0;8;648;103.0;545;23;7;6
342;Mannen;53800;1977;735;729;17;36.0;653.0;7.0;101.0;8.0;537.0;8.0;15;6;735;729;36.0;693;117;576;16;8.0;8;648;103.0;545;23;7;6
343;Mannen;53800;1978;740;734;17;38.0;655.0;7.0;101.0;8.0;539.0;9.0;15;6;740;734;38.0;696;116;579;16;8.0;8;650;102.0;548;23;6;6
344;Mannen;53800;1979;741;735;17;41.0;654.0;7.0;99.0;9.0;539.0;9.0;14;5;741;735;41.0;695;115;580;17;8.0;9;648;101.0;548;23;6;5
345;Mannen;53800;1980;745;739;17;43.0;656.0;8.0;98.0;9.0;541.0;9.0;14;6;745;739;43.0;696;114;582;18;9.0;9;648;99.0;549;24;6;6
346;Mannen;53800;1981;751;744;17;46.0;658.0;8.0;97.0;9.0;543.0;10.0;14;6;751;744;46.0;699;114;585;19;9.0;10;650;99.0;551;24;6;6
347;Mannen;53800;1982;757;751;17;48.0;662.0;9.0;99.0;9.0;545.0;11.0;14;6;757;751;48.0;703;115;587;20;10.0;10;653;100.0;553;25;6;6
348;Mannen;53800;1983;765;759;16;51.0;666.0;10.0;101.0;10.0;547.0;12.0;14;6;765;759;51.0;708;119;590;21;11.0;10;657;102.0;555;25;6;6
349;Mannen;53800;1984;774;769;17;54.0;672.0;11.0;103.0;10.0;548.0;12.0;14;6;774;769;54.0;714;122;592;22;12.0;10;661;104.0;557;25;6;6
350;Mannen;53800;1985;784;778;17;58.0;677.0;12.0;107.0;10.0;549.0;13.0;14;5;784;778;58.0;720;127;593;23;13.0;10;665;108.0;557;26;6;5
351;Mannen;53800;1986;793;788;17;61.0;683.0;13.0;110.0;10.0;550.0;13.0;14;5;793;788;61.0;726;132;594;25;14.0;10;669;112.0;558;26;6;5
352;Mannen;53800;1987;802;797;17;65.0;688.0;14.0;115.0;10.0;548.0;14.0;13;5;802;797;65.0;732;138;594;26;15.0;11;672;116.0;556;27;6;5
353;Mannen;53800;1988;813;808;17;69.0;695.0;16.0;120.0;11.0;548.0;15.0;13;5;813;808;69.0;739;145;594;28;17.0;11;677;122.0;555;28;6;5
354;Mannen;53800;1989;833;828;17;73.0;710.0;18.0;129.0;11.0;553.0;16.0;13;5;833;828;73.0;755;155;600;30;19.0;11;690;131.0;560;29;6;5
355;Mannen;53800;1990;857;852;17;78.0;729.0;20.0;140.0;11.0;557.0;16.0;12;5;857;852;78.0;774;169;605;32;21.0;11;706;142.0;564;30;6;5
356;Mannen;53800;1991;875;870;17;83.0;741.0;22.0;153.0;11.0;555.0;16.0;12;6;875;870;83.0;787;183;604;34;23.0;11;717;155.0;562;30;5;6
357;Mannen;53800;1992;930;924;17;90.0;787.0;25.0;173.0;13.0;577.0;17.0;12;6;930;924;90.0;833;206;627;39;26.0;13;758;175.0;583;32;5;6
358;Mannen;53800;1993;979;973;18;98.0;828.0;29.0;187.0;15.0;598.0;17.0;12;7;979;973;98.0;875;224;651;45;30.0;15;793;189.0;604;32;5;7
359;Mannen;53800;1994;1017;1010;18;105.0;857.0;32.0;200.0;17.0;608.0;18.0;12;7;1017;1010;105.0;905;241;664;51;34.0;17;817;203.0;614;33;4;7
360;Mannen;53900;1971;568;561;3;25.0;501.0;8.0;209.0;2.0;281.0;9.0;23;7;568;561;25.0;536;233;302;10;8.0;2;501;213.0;287;13;12;7
361;Mannen;53900;1972;572;565;3;26.0;504.0;8.0;210.0;3.0;283.0;9.0;22;7;571;565;26.0;538;234;305;11;8.0;3;503;214.0;289;13;11;7
362;Mannen;53900;1973;573;566;3;27.0;505.0;8.0;209.0;3.0;284.0;9.0;21;7;573;566;27.0;539;233;306;11;8.0;3;504;214.0;289;14;10;7
363;Mannen;53900;1974;572;565;4;28.0;504.0;8.0;209.0;3.0;284.0;9.0;21;7;572;565;28.0;538;232;306;11;8.0;3;503;214.0;289;14;9;7
364;Mannen;53900;1975;573;566;4;28.0;504.0;8.0;209.0;4.0;283.0;9.0;20;7;573;566;28.0;537;232;306;12;8.0;4;503;215.0;288;14;9;7
365;Mannen;53900;1976;585;578;4;29.0;516.0;8.0;216.0;4.0;288.0;9.0;20;7;585;578;29.0;548;237;311;12;8.0;4;513;220.0;293;14;9;7
366;Mannen;53900;1977;596;589;4;31.0;526.0;9.0;222.0;4.0;291.0;9.0;19;7;596;589;31.0;558;243;315;13;9.0;4;523;226.0;297;15;8;7
367;Mannen;53900;1978;603;596;5;32.0;532.0;9.0;226.0;4.0;293.0;9.0;19;7;603;596;32.0;564;247;318;13;9.0;4;529;230.0;299;15;8;7
368;Mannen;53900;1979;612;606;5;34.0;540.0;9.0;231.0;4.0;295.0;9.0;19;6;612;606;34.0;572;252;321;13;9.0;4;536;235.0;301;15;8;6
369;Mannen;53900;1980;618;611;5;35.0;543.0;9.0;235.0;4.0;295.0;9.0;18;7;618;611;35.0;576;255;321;14;9.0;4;539;238.0;301;16;7;7
370;Mannen;53900;1981;626;619;5;38.0;549.0;10.0;240.0;5.0;295.0;10.0;18;7;626;619;38.0;582;260;321;15;10.0;5;544;243.0;301;16;7;7
371;Mannen;53900;1982;634;627;5;41.0;554.0;10.0;246.0;5.0;293.0;10.0;18;7;634;627;41.0;587;267;319;15;11.0;5;547;249.0;298;17;7;7
372;Mannen;53900;1983;641;635;5;44.0;558.0;11.0;253.0;5.0;290.0;11.0;18;7;641;635;44.0;591;274;317;16;11.0;5;551;255.0;295;17;8;7
373;Mannen;53900;1984;653;646;5;47.0;565.0;11.0;259.0;5.0;289.0;11.0;18;6;653;646;47.0;599;282;317;17;12.0;5;557;262.0;295;17;8;6
374;Mannen;53900;1985;662;656;5;50.0;570.0;12.0;266.0;5.0;288.0;11.0;19;6;662;656;50.0;606;290;316;17;13.0;5;563;269.0;294;17;8;6
375;Mannen;53900;1986;666;660;5;53.0;571.0;12.0;271.0;5.0;283.0;12.0;19;6;666;660;53.0;607;296;311;18;14.0;5;563;274.0;289;17;8;6
376;Mannen;53900;1987;669;663;6;56.0;571.0;13.0;278.0;4.0;275.0;12.0;19;6;669;663;56.0;607;304;303;19;14.0;4;563;281.0;282;17;8;6
377;Mannen;53900;1988;674;668;6;59.0;573.0;14.0;289.0;4.0;266.0;12.0;19;6;674;668;59.0;609;315;295;19;15.0;4;565;292.0;273;17;8;6
378;Mannen;53900;1989;675;669;6;61.0;572.0;15.0;300.0;4.0;253.0;12.0;19;6;675;669;61.0;608;327;281;20;16.0;4;563;303.0;260;17;7;6
379;Mannen;53900;1990;679;673;6;64.0;574.0;16.0;316.0;3.0;239.0;11.0;18;6;679;673;64.0;609;343;266;21;17.0;4;564;319.0;245;17;7;6
380;Mannen;53900;1991;684;678;6;67.0;576.0;18.0;328.0;3.0;228.0;11.0;18;6;684;678;67.0;611;357;255;22;19.0;4;566;331.0;234;17;7;6
381;Mannen;53900;1992;691;685;6;70.0;581.0;19.0;337.0;4.0;222.0;11.0;17;6;691;685;70.0;615;366;249;24;20.0;4;569;340.0;228;16;6;6
382;Mannen;53900;1993;698;692;6;72.0;587.0;20.0;347.0;5.0;215.0;10.0;17;6;698;692;72.0;620;378;242;27;22.0;5;572;351.0;221;16;6;6
383;Mannen;53900;1994;708;702;5;75.0;595.0;22.0;360.0;5.0;207.0;10.0;16;6;708;702;75.0;626;393;233;28;23.0;5;577;364.0;213;15;6;6
384;Mannen;53925;1971;381;370;0;30.0;306.0;8.0;219.0;1.0;78.0;8.0;25;11;381;370;30.0;339;241;98;9;8.0;1;312;223.0;88;9;10;11
385;Mannen;53925;1972;385;374;0;32.0;310.0;8.0;224.0;1.0;77.0;8.0;24;11;385;374;32.0;343;246;97;9;8.0;1;315;228.0;87;9;10;11
386;Mannen;53925;1973;391;380;0;33.0;315.0;8.0;229.0;1.0;77.0;8.0;24;11;391;380;33.0;347;251;96;9;8.0;1;320;233.0;86;9;9;11
387;Mannen;53925;1974;398;386;0;35.0;321.0;8.0;235.0;1.0;77.0;8.0;23;11;398;386;35.0;352;256;96;10;8.0;1;324;239.0;86;9;9;11
388;Mannen;53925;1975;405;393;0;36.0;327.0;9.0;241.0;1.0;76.0;7.0;22;11;405;393;36.0;357;262;95;10;9.0;1;330;245.0;85;9;8;11
389;Mannen;53925;1976;410;398;0;38.0;331.0;9.0;246.0;1.0;76.0;7.0;22;11;410;398;38.0;361;266;94;10;9.0;1;334;250.0;84;9;8;11
390;Mannen;53925;1977;412;401;0;39.0;334.0;9.0;249.0;1.0;75.0;7.0;21;12;412;401;39.0;362;269;93;10;9.0;1;335;253.0;83;9;8;12
391;Mannen;53925;1978;417;406;0;40.0;338.0;9.0;254.0;1.0;74.0;7.0;20;12;417;406;40.0;366;274;92;11;9.0;1;339;257.0;82;8;7;12
392;Mannen;53925;1979;422;411;0;41.0;343.0;10.0;259.0;1.0;74.0;7.0;20;11;422;411;41.0;370;279;91;11;10.0;1;344;262.0;82;8;7;11
393;Mannen;53925;1980;428;416;0;42.0;348.0;10.0;263.0;1.0;73.0;7.0;19;12;428;416;42.0;374;284;91;11;10.0;1;348;266.0;81;8;7;12
394;Mannen;53925;1981;431;419;0;42.0;350.0;10.0;266.0;1.0;73.0;7.0;19;12;431;419;42.0;377;287;90;12;11.0;1;349;269.0;80;8;7;12
395;Mannen;53925;1982;434;423;0;43.0;353.0;11.0;269.0;1.0;72.0;7.0;19;12;434;423;43.0;380;291;89;12;11.0;1;352;273.0;79;8;7;12
396;Mannen;53925;1983;436;425;0;44.0;355.0;11.0;272.0;1.0;71.0;7.0;19;12;436;425;44.0;381;294;87;13;11.0;1;353;276.0;78;8;7;12
397;Mannen;53925;1984;437;425;0;44.0;356.0;11.0;275.0;1.0;69.0;7.0;18;12;437;425;44.0;382;297;85;13;12.0;1;354;278.0;75;8;7;12
398;Mannen;53925;1985;438;427;0;44.0;358.0;12.0;278.0;1.0;67.0;7.0;18;11;438;427;44.0;383;301;82;13;12.0;1;355;281.0;73;8;7;11
399;Mannen;53925;1986;449;438;1;45.0;368.0;12.0;288.0;1.0;67.0;7.0;18;11;449;438;45.0;393;311;82;14;12.0;1;364;291.0;73;8;7;11
400;Mannen;53925;1987;459;448;1;47.0;377.0;12.0;297.0;1.0;67.0;7.0;17;11;459;448;47.0;402;320;82;14;13.0;1;372;300.0;73;8;7;11
401;Mannen;53925;1988;467;456;1;48.0;384.0;13.0;304.0;1.0;66.0;7.0;17;11;467;456;48.0;408;327;81;14;13.0;1;379;307.0;72;8;7;11
402;Mannen;53925;1989;476;465;1;50.0;391.0;13.0;312.0;1.0;65.0;7.0;17;10;476;465;50.0;415;335;80;15;14.0;1;385;315.0;71;8;7;10
403;Mannen;53925;1990;482;472;1;52.0;396.0;14.0;318.0;1.0;63.0;7.0;16;10;482;472;52.0;420;342;78;15;14.0;1;390;321.0;69;8;7;10
404;Mannen;53925;1991;490;481;1;55.0;403.0;14.0;326.0;1.0;62.0;7.0;16;9;490;481;55.0;426;350;76;16;14.0;1;396;329.0;67;8;6;9
405;Mannen;53925;1992;498;490;1;58.0;410.0;14.0;335.0;1.0;60.0;6.0;15;8;498;490;58.0;432;358;74;16;15.0;1;403;337.0;65;8;6;8
406;Mannen;53925;1993;506;498;1;61.0;415.0;15.0;341.0;1.0;58.0;6.0;15;8;506;498;61.0;437;365;72;16;15.0;1;407;344.0;63;7;6;8
407;Mannen;53925;1994;515;507;1;64.0;422.0;15.0;350.0;1.0;56.0;6.0;14;8;515;507;64.0;443;373;70;17;16.0;1;414;352.0;61;7;5;8
408;Mannen;21600;1971;206;174;0;29.0;107.0;5.0;85.0;0.0;16.0;9.0;29;33;206;174;29.0;145;103;42;5;5.0;0;123;91.0;32;10;7;33
409;Mannen;21600;1972;210;176;0;29.0;110.0;5.0;89.0;0.0;16.0;9.0;28;34;210;176;29.0;147;106;41;5;5.0;0;126;94.0;31;10;6;34
410;Mannen;21600;1973;212;177;0;30.0;112.0;5.0;92.0;0.0;16.0;8.0;26;35;212;177;30.0;147;108;39;5;5.0;0;127;97.0;30;10;6;35
411;Mannen;21600;1974;214;179;0;30.0;115.0;5.0;95.0;0.0;16.0;8.0;25;36;214;179;30.0;148;110;38;5;5.0;0;129;100.0;29;9;6;36
412;Mannen;21600;1975;218;181;0;31.0;119.0;5.0;98.0;0.0;15.0;8.0;24;37;218;181;31.0;150;113;37;5;5.0;0;131;103.0;28;9;5;37
413;Mannen;21600;1976;221;183;0;32.0;121.0;5.0;102.0;0.0;15.0;8.0;22;38;221;183;32.0;151;116;35;5;5.0;0;133;106.0;27;9;5;38
414;Mannen;21600;1977;224;185;0;32.0;124.0;5.0;105.0;0.0;15.0;7.0;21;39;224;185;32.0;153;119;34;5;5.0;0;135;109.0;26;8;5;39
415;Mannen;21600;1978;229;190;0;34.0;129.0;5.0;109.0;0.0;15.0;7.0;20;39;229;190;34.0;156;123;33;5;5.0;0;138;113.0;25;8;5;39
416;Mannen;21600;1979;233;190;0;34.0;130.0;5.0;111.0;0.0;15.0;7.0;19;43;233;190;34.0;156;124;32;5;5.0;0;139;115.0;24;8;5;43
417;Mannen;21600;1980;238;197;0;36.0;136.0;5.0;116.0;0.0;15.0;7.0;18;41;238;197;36.0;161;129;32;5;5.0;0;144;120.0;24;8;5;41
418;Mannen;21600;1981;243;201;0;38.0;138.0;5.0;118.0;0.0;15.0;7.0;18;42;243;201;38.0;163;132;31;5;5.0;0;146;122.0;24;8;4;42
419;Mannen;21600;1982;246;203;0;39.0;140.0;5.0;120.0;0.0;15.0;7.0;17;43;246;203;39.0;164;133;31;5;5.0;0;147;123.0;23;7;4;43
420;Mannen;21600;1983;249;205;0;41.0;140.0;5.0;120.0;0.0;15.0;7.0;17;44;249;205;41.0;164;134;30;5;5.0;0;147;124.0;23;7;4;44
421;Mannen;21600;1984;253;209;0;42.0;143.0;6.0;123.0;0.0;15.0;7.0;17;44;253;209;42.0;167;137;30;6;6.0;0;149;127.0;23;7;5;44
422;Mannen;21600;1985;257;214;0;44.0;147.0;6.0;127.0;0.0;14.0;7.0;16;43;257;214;44.0;170;141;29;6;6.0;0;152;130.0;23;7;5;43
423;Mannen;21600;1986;261;218;0;46.0;150.0;6.0;130.0;0.0;14.0;7.0;15;42;261;218;46.0;172;143;29;6;6.0;0;155;132.0;22;7;5;42
424;Mannen;21600;1987;263;221;0;47.0;153.0;6.0;132.0;0.0;14.0;7.0;15;41;263;221;47.0;174;146;28;7;7.0;0;156;135.0;22;7;5;41
