ID;Arbeidspositie;ArbeidspositieVoorgaandePeriode;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
714;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2023 3e kwartaal;51.0
715;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2023 4e kwartaal;60.0
716;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2024 1e kwartaal;62.0
717;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2024 2e kwartaal;50.0
718;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2024 3e kwartaal;43.0
719;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;2 Havo, vwo, mbo2-4;2024 4e kwartaal;54.0
720;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2013 1e kwartaal;57.0
721;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2013 2e kwartaal;71.0
722;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2013 3e kwartaal;63.0
723;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2013 4e kwartaal;72.0
724;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2014 1e kwartaal;76.0
725;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2014 2e kwartaal;72.0
726;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2014 3e kwartaal;71.0
727;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2014 4e kwartaal;76.0
728;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2015 1e kwartaal;69.0
729;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2015 2e kwartaal;72.0
730;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2015 3e kwartaal;72.0
731;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2015 4e kwartaal;61.0
732;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2016 1e kwartaal;69.0
733;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2016 2e kwartaal;69.0
734;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2016 3e kwartaal;59.0
735;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2016 4e kwartaal;59.0
736;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2017 1e kwartaal;58.0
737;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2017 2e kwartaal;63.0
738;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2017 3e kwartaal;63.0
739;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2017 4e kwartaal;62.0
740;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2018 1e kwartaal;49.0
741;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2018 2e kwartaal;55.0
742;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2018 3e kwartaal;52.0
743;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2018 4e kwartaal;49.0
744;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2019 1e kwartaal;54.0
745;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2019 2e kwartaal;49.0
746;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2019 3e kwartaal;50.0
747;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2019 4e kwartaal;41.0
748;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2020 1e kwartaal;47.0
749;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2020 2e kwartaal;36.0
750;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2020 3e kwartaal;54.0
751;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2020 4e kwartaal;63.0
752;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2021 1e kwartaal;
753;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2021 2e kwartaal;67.0
754;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2021 3e kwartaal;58.0
755;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2021 4e kwartaal;71.0
756;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2022 1e kwartaal;55.0
757;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2022 2e kwartaal;41.0
758;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2022 3e kwartaal;51.0
759;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2022 4e kwartaal;45.0
760;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2023 1e kwartaal;37.0
761;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2023 2e kwartaal;45.0
762;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2023 3e kwartaal;48.0
763;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2023 4e kwartaal;61.0
764;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2024 1e kwartaal;41.0
765;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2024 2e kwartaal;43.0
766;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2024 3e kwartaal;40.0
767;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;3 Hbo, wo;2024 4e kwartaal;57.0
768;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2013 1e kwartaal;4.0
769;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2013 2e kwartaal;5.0
770;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2013 3e kwartaal;6.0
771;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2013 4e kwartaal;6.0
772;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2014 1e kwartaal;7.0
773;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2014 2e kwartaal;4.0
774;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2014 3e kwartaal;5.0
775;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2014 4e kwartaal;3.0
776;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2015 1e kwartaal;2.0
777;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2015 2e kwartaal;4.0
778;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2015 3e kwartaal;3.0
779;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2015 4e kwartaal;4.0
780;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2016 1e kwartaal;5.0
781;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2016 2e kwartaal;6.0
782;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2016 3e kwartaal;5.0
783;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2016 4e kwartaal;2.0
784;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2017 1e kwartaal;7.0
785;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2017 2e kwartaal;5.0
786;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2017 3e kwartaal;3.0
787;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2017 4e kwartaal;3.0
788;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2018 1e kwartaal;6.0
789;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2018 2e kwartaal;5.0
790;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2018 3e kwartaal;3.0
791;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2018 4e kwartaal;4.0
792;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2019 1e kwartaal;1.0
793;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2019 2e kwartaal;3.0
794;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2019 3e kwartaal;2.0
795;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2019 4e kwartaal;3.0
796;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2020 1e kwartaal;4.0
797;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2020 2e kwartaal;2.0
798;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2020 3e kwartaal;2.0
799;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2020 4e kwartaal;5.0
800;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2021 1e kwartaal;
801;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2021 2e kwartaal;0.0
802;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2021 3e kwartaal;0.0
803;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2021 4e kwartaal;2.0
804;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2022 1e kwartaal;3.0
805;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2022 2e kwartaal;3.0
806;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2022 3e kwartaal;5.0
807;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2022 4e kwartaal;1.0
808;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2023 1e kwartaal;3.0
809;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2023 2e kwartaal;2.0
810;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2023 3e kwartaal;1.0
811;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2023 4e kwartaal;2.0
812;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2024 1e kwartaal;1.0
813;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2024 2e kwartaal;1.0
814;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2024 3e kwartaal;2.0
815;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Onderwijsniveau: onbekend;2024 4e kwartaal;0.0
816;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;87.0
817;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;108.0
818;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;92.0
819;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;108.0
820;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;107.0
821;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;113.0
822;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;99.0
823;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;108.0
824;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;112.0
825;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;103.0
826;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;84.0
827;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;94.0
828;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;99.0
829;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;101.0
830;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;92.0
831;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;99.0
832;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal;104.0
833;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;97.0
834;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;74.0
835;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;73.0
836;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;77.0
837;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;90.0
838;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;68.0
839;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;78.0
840;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;71.0
841;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;82.0
842;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;68.0
843;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2019 4e kwartaal;62.0
844;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2020 1e kwartaal;67.0
845;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2020 2e kwartaal;72.0
846;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2020 3e kwartaal;114.0
847;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2020 4e kwartaal;76.0
848;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;
849;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;102.0
850;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;87.0
851;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;79.0
852;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;63.0
853;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2022 2e kwartaal;71.0
854;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;44.0
855;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;74.0
856;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2023 1e kwartaal;74.0
857;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2023 2e kwartaal;58.0
858;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2023 3e kwartaal;52.0
859;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2023 4e kwartaal;60.0
860;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2024 1e kwartaal;69.0
861;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2024 2e kwartaal;59.0
862;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2024 3e kwartaal;62.0
863;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 15 tot 25 jaar;2024 4e kwartaal;69.0
864;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2013 1e kwartaal;67.0
865;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2013 2e kwartaal;77.0
866;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2013 3e kwartaal;62.0
867;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2013 4e kwartaal;75.0
868;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2014 1e kwartaal;68.0
869;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2014 2e kwartaal;82.0
870;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2014 3e kwartaal;71.0
871;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2014 4e kwartaal;88.0
872;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2015 1e kwartaal;69.0
873;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2015 2e kwartaal;81.0
874;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2015 3e kwartaal;70.0
875;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2015 4e kwartaal;75.0
876;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2016 1e kwartaal;74.0
877;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2016 2e kwartaal;68.0
878;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2016 3e kwartaal;69.0
879;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2016 4e kwartaal;65.0
880;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2017 1e kwartaal;57.0
881;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2017 2e kwartaal;65.0
882;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2017 3e kwartaal;58.0
883;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2017 4e kwartaal;54.0
884;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2018 1e kwartaal;66.0
885;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2018 2e kwartaal;52.0
886;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2018 3e kwartaal;43.0
887;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2018 4e kwartaal;48.0
888;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2019 1e kwartaal;46.0
889;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2019 2e kwartaal;43.0
890;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2019 3e kwartaal;45.0
891;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2019 4e kwartaal;37.0
892;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2020 1e kwartaal;47.0
893;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2020 2e kwartaal;37.0
894;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2020 3e kwartaal;70.0
895;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2020 4e kwartaal;60.0
896;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2021 1e kwartaal;
897;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2021 2e kwartaal;42.0
898;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2021 3e kwartaal;54.0
899;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2021 4e kwartaal;48.0
900;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2022 1e kwartaal;33.0
901;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2022 2e kwartaal;33.0
902;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2022 3e kwartaal;37.0
903;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2022 4e kwartaal;35.0
904;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2023 1e kwartaal;36.0
905;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2023 2e kwartaal;31.0
906;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2023 3e kwartaal;30.0
907;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2023 4e kwartaal;29.0
908;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2024 1e kwartaal;30.0
909;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2024 2e kwartaal;28.0
910;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2024 3e kwartaal;23.0
911;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 25 tot 45 jaar;2024 4e kwartaal;36.0
912;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2013 1e kwartaal;179.0
913;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2013 2e kwartaal;172.0
914;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2013 3e kwartaal;182.0
915;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2013 4e kwartaal;190.0
916;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2014 1e kwartaal;185.0
917;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2014 2e kwartaal;172.0
918;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2014 3e kwartaal;174.0
919;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2014 4e kwartaal;168.0
920;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2015 1e kwartaal;169.0
921;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2015 2e kwartaal;168.0
922;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2015 3e kwartaal;182.0
923;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2015 4e kwartaal;173.0
924;Beroeps- en niet beroepsbevolking;Beschikbaar, niet gezocht;Leeftijd: 45 tot 75 jaar;2016 1e kwartaal;192.0
