ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
2444;Total domestic sectors;Monetary financial institutions;Financial transactions;2012;18752.0;-1447.0;-4696.0;0.0;651.0;0.0;65.0;1071.0
2445;Total domestic sectors;Monetary financial institutions;Financial transactions;2013 1st quarter;-47220.0;-1352.0;-1739.0;0.0;1190.0;0.0;-49.0;28.0
2446;Total domestic sectors;Monetary financial institutions;Financial transactions;2013 2nd quarter;53.0;-766.0;-2127.0;0.0;257.0;0.0;93.0;30.0
2447;Total domestic sectors;Monetary financial institutions;Financial transactions;2013 3rd quarter;-19471.0;-293.0;-2300.0;0.0;1984.0;0.0;-44.0;47.0
2448;Total domestic sectors;Monetary financial institutions;Financial transactions;2013 4th quarter;-45794.0;655.0;-2074.0;0.0;-1530.0;0.0;-84.0;-5.0
2449;Total domestic sectors;Monetary financial institutions;Financial transactions;2013;-112432.0;-1756.0;-8240.0;0.0;1901.0;0.0;-84.0;100.0
2450;Total domestic sectors;Monetary financial institutions;Financial transactions;2014 1st quarter;-5228.0;209.0;-1408.0;0.0;-440.0;0.0;5227.0;299.0
2451;Total domestic sectors;Monetary financial institutions;Financial transactions;2014 2nd quarter;-18372.0;694.0;-2455.0;0.0;512.0;0.0;2.0;2210.0
2452;Total domestic sectors;Monetary financial institutions;Financial transactions;2014 3rd quarter;-9910.0;-1812.0;-1946.0;0.0;843.0;0.0;-48.0;1369.0
2453;Total domestic sectors;Monetary financial institutions;Financial transactions;2014 4th quarter;25322.0;-402.0;-398.0;0.0;1081.0;0.0;-342.0;152.0
2454;Total domestic sectors;Monetary financial institutions;Financial transactions;2014;-8188.0;-1311.0;-6207.0;0.0;1996.0;0.0;4839.0;4030.0
2455;Total domestic sectors;Monetary financial institutions;Financial transactions;2015 1st quarter;21339.0;17.0;1167.0;0.0;-3.0;0.0;-57.0;1470.0
2456;Total domestic sectors;Monetary financial institutions;Financial transactions;2015 2nd quarter;30940.0;-29.0;1389.0;0.0;1943.0;0.0;-82.0;-1230.0
2457;Total domestic sectors;Monetary financial institutions;Financial transactions;2015 3rd quarter;13379.0;-443.0;1258.0;0.0;166.0;0.0;-44.0;699.0
2458;Total domestic sectors;Monetary financial institutions;Financial transactions;2015 4th quarter;-4970.0;108.0;1427.0;0.0;1224.0;0.0;-40.0;-398.0
2459;Total domestic sectors;Monetary financial institutions;Financial transactions;2015;60688.0;-347.0;5241.0;0.0;3330.0;0.0;-223.0;541.0
2460;Total domestic sectors;Monetary financial institutions;Financial transactions;2016 1st quarter;43935.0;152.0;1978.0;0.0;-585.0;0.0;-1.0;-733.0
2461;Total domestic sectors;Monetary financial institutions;Financial transactions;2016 2nd quarter;6160.0;-25.0;1264.0;0.0;-71.0;0.0;-178.0;-11.0
2462;Total domestic sectors;Monetary financial institutions;Financial transactions;2016 3rd quarter;50188.0;-158.0;639.0;0.0;-184.0;0.0;-21.0;-601.0
2463;Total domestic sectors;Monetary financial institutions;Financial transactions;2016 4th quarter;-22241.0;-183.0;96.0;0.0;1814.0;0.0;-41.0;-859.0
2464;Total domestic sectors;Monetary financial institutions;Financial transactions;2016;78042.0;-214.0;3977.0;0.0;974.0;0.0;-241.0;-2204.0
2465;Total domestic sectors;Monetary financial institutions;Financial transactions;2017 1st quarter;83721.0;74.0;613.0;0.0;641.0;0.0;177.0;-1460.0
2466;Total domestic sectors;Monetary financial institutions;Financial transactions;2017 2nd quarter;-38031.0;70.0;2534.0;0.0;-79.0;0.0;-89.0;345.0
2467;Total domestic sectors;Monetary financial institutions;Financial transactions;2017 3rd quarter;30628.0;-34.0;1664.0;0.0;1230.0;0.0;-23.0;-332.0
2468;Total domestic sectors;Monetary financial institutions;Financial transactions;2017 4th quarter;-39150.0;-143.0;2275.0;0.0;558.0;0.0;-70.0;309.0
2469;Total domestic sectors;Monetary financial institutions;Financial transactions;2017;37168.0;-33.0;7086.0;0.0;2350.0;0.0;-5.0;-1138.0
2470;Total domestic sectors;Monetary financial institutions;Financial transactions;2018 1st quarter;59014.0;-38.0;-142.0;0.0;1892.0;0.0;3.0;592.0
2471;Total domestic sectors;Monetary financial institutions;Financial transactions;2018 2nd quarter;-26318.0;-89.0;1895.0;0.0;96.0;0.0;1425.0;56.0
2472;Total domestic sectors;Monetary financial institutions;Financial transactions;2018 3rd quarter;18278.0;111.0;814.0;0.0;-1424.0;0.0;63.0;-427.0
2473;Total domestic sectors;Monetary financial institutions;Financial transactions;2018 4th quarter;-52941.0;-66.0;974.0;0.0;2127.0;0.0;88.0;-825.0
2474;Total domestic sectors;Monetary financial institutions;Financial transactions;2018;-1967.0;-82.0;3541.0;0.0;2691.0;0.0;1579.0;-604.0
2475;Total domestic sectors;Monetary financial institutions;Financial transactions;2019 1st quarter;24978.0;161.0;539.0;0.0;4727.0;0.0;-5.0;-175.0
2476;Total domestic sectors;Monetary financial institutions;Financial transactions;2019 2nd quarter;-23241.0;-6.0;189.0;0.0;-203.0;0.0;351.0;-198.0
2477;Total domestic sectors;Monetary financial institutions;Financial transactions;2019 3rd quarter;42545.0;-36.0;44.0;0.0;-1841.0;0.0;276.0;264.0
2478;Total domestic sectors;Monetary financial institutions;Financial transactions;2019 4th quarter;-45819.0;34.0;752.0;0.0;230.0;0.0;-550.0;-162.0
2479;Total domestic sectors;Monetary financial institutions;Financial transactions;2019;-1537.0;153.0;1524.0;0.0;2913.0;0.0;72.0;-271.0
2480;Total domestic sectors;Monetary financial institutions;Financial transactions;2020 1st quarter;90570.0;236.0;1951.0;0.0;2105.0;0.0;-618.0;776.0
2481;Total domestic sectors;Monetary financial institutions;Financial transactions;2020 2nd quarter;190513.0;-398.0;1050.0;0.0;1489.0;0.0;542.0;266.0
2482;Total domestic sectors;Monetary financial institutions;Financial transactions;2020 3rd quarter;88540.0;11.0;994.0;0.0;-3102.0;0.0;-71.0;57.0
2483;Total domestic sectors;Monetary financial institutions;Financial transactions;2020 4th quarter;-48569.0;104.0;1854.0;0.0;612.0;0.0;-646.0;-702.0
2484;Total domestic sectors;Monetary financial institutions;Financial transactions;2020;321054.0;-47.0;5849.0;0.0;1104.0;0.0;-793.0;397.0
2485;Total domestic sectors;Monetary financial institutions;Financial transactions;2021 1st quarter;81860.0;-1.0;1151.0;0.0;4395.0;0.0;-288.0;-46.0
2486;Total domestic sectors;Monetary financial institutions;Financial transactions;2021 2nd quarter;57693.0;-117.0;2407.0;0.0;-668.0;0.0;-189.0;207.0
2487;Total domestic sectors;Monetary financial institutions;Financial transactions;2021 3rd quarter;33455.0;-70.0;3167.0;0.0;-3473.0;0.0;-75.0;302.0
2488;Total domestic sectors;Monetary financial institutions;Financial transactions;2021 4th quarter;-35892.0;206.0;2413.0;0.0;-1944.0;0.0;-143.0;820.0
2489;Total domestic sectors;Monetary financial institutions;Financial transactions;2021;137116.0;18.0;9138.0;0.0;-1690.0;0.0;-695.0;1283.0
2490;Total domestic sectors;Monetary financial institutions;Financial transactions;2022 1st quarter;101251.0;-103.0;4334.0;0.0;-4274.0;0.0;268.0;-1520.0
2491;Total domestic sectors;Monetary financial institutions;Financial transactions;2022 2nd quarter;10268.0;-102.0;2437.0;0.0;-2464.0;0.0;211.0;-221.0
2492;Total domestic sectors;Monetary financial institutions;Financial transactions;2022 3rd quarter;49947.0;186.0;1641.0;0.0;-9592.0;0.0;154.0;-47.0
2493;Total domestic sectors;Monetary financial institutions;Financial transactions;2022 4th quarter;-227331.0;209.0;2032.0;0.0;-418.0;0.0;5.0;561.0
2494;Total domestic sectors;Monetary financial institutions;Financial transactions;2022;-65865.0;190.0;10444.0;0.0;-16748.0;0.0;638.0;-1227.0
2495;Total domestic sectors;Monetary financial institutions;Financial transactions;2023 1st quarter;58036.0;250.0;2467.0;0.0;510.0;0.0;-147.0;-563.0
2496;Total domestic sectors;Monetary financial institutions;Financial transactions;2023 2nd quarter;-71359.0;-106.0;387.0;0.0;432.0;0.0;-337.0;71.0
2497;Total domestic sectors;Monetary financial institutions;Financial transactions;2023 3rd quarter;18942.0;-63.0;-1028.0;0.0;-714.0;0.0;326.0;-172.0
2498;Total domestic sectors;Monetary financial institutions;Financial transactions;2023 4th quarter;-123301.0;115.0;1722.0;0.0;-3706.0;0.0;-49.0;168.0
2499;Total domestic sectors;Monetary financial institutions;Financial transactions;2023;-117682.0;196.0;3548.0;0.0;-3478.0;0.0;-207.0;-496.0
2500;Total domestic sectors;Monetary financial institutions;Other changes;1999 1st quarter;75.0;;;0.0;300.0;;;
2501;Total domestic sectors;Monetary financial institutions;Other changes;1999 2nd quarter;-182.0;;;0.0;-617.0;;;
2502;Total domestic sectors;Monetary financial institutions;Other changes;1999 3rd quarter;-350.0;;;0.0;-88.0;;;
2503;Total domestic sectors;Monetary financial institutions;Other changes;1999 4th quarter;426.0;;;0.0;345.0;;;
2504;Total domestic sectors;Monetary financial institutions;Other changes;1999;-31.0;;;0.0;-60.0;;;
2505;Total domestic sectors;Monetary financial institutions;Other changes;2000 1st quarter;1425.0;;;0.0;975.0;;;
2506;Total domestic sectors;Monetary financial institutions;Other changes;2000 2nd quarter;7.0;;;0.0;1350.0;;;
2507;Total domestic sectors;Monetary financial institutions;Other changes;2000 3rd quarter;5466.0;;;0.0;491.0;;;
2508;Total domestic sectors;Monetary financial institutions;Other changes;2000 4th quarter;700.0;;;0.0;66.0;;;
2509;Total domestic sectors;Monetary financial institutions;Other changes;2000;7598.0;;;0.0;2882.0;;;
2510;Total domestic sectors;Monetary financial institutions;Other changes;2001 1st quarter;-275.0;;;0.0;-42.0;;;
2511;Total domestic sectors;Monetary financial institutions;Other changes;2001 2nd quarter;641.0;;;0.0;-37.0;;;
2512;Total domestic sectors;Monetary financial institutions;Other changes;2001 3rd quarter;-432.0;;;0.0;-31.0;;;
2513;Total domestic sectors;Monetary financial institutions;Other changes;2001 4th quarter;304.0;;;0.0;-17.0;;;
2514;Total domestic sectors;Monetary financial institutions;Other changes;2001;238.0;;;0.0;-127.0;;;
2515;Total domestic sectors;Monetary financial institutions;Other changes;2002 1st quarter;2077.0;;;0.0;1.0;;;
2516;Total domestic sectors;Monetary financial institutions;Other changes;2002 2nd quarter;-2025.0;;;0.0;15.0;;;
2517;Total domestic sectors;Monetary financial institutions;Other changes;2002 3rd quarter;562.0;;;0.0;25.0;;;
2518;Total domestic sectors;Monetary financial institutions;Other changes;2002 4th quarter;-698.0;;;0.0;37.0;;;
2519;Total domestic sectors;Monetary financial institutions;Other changes;2002;-84.0;;;0.0;78.0;;;
2520;Total domestic sectors;Monetary financial institutions;Other changes;2003 1st quarter;1829.0;;;0.0;34.0;;;
2521;Total domestic sectors;Monetary financial institutions;Other changes;2003 2nd quarter;-1635.0;;;0.0;33.0;;;
2522;Total domestic sectors;Monetary financial institutions;Other changes;2003 3rd quarter;354.0;;;0.0;52.0;;;
2523;Total domestic sectors;Monetary financial institutions;Other changes;2003 4th quarter;-1710.0;;;0.0;75.0;;;
2524;Total domestic sectors;Monetary financial institutions;Other changes;2003;-1162.0;;;0.0;194.0;;;
2525;Total domestic sectors;Monetary financial institutions;Other changes;2004 1st quarter;3663.0;;;0.0;183.0;;;
2526;Total domestic sectors;Monetary financial institutions;Other changes;2004 2nd quarter;147.0;;;0.0;-146.0;;;
2527;Total domestic sectors;Monetary financial institutions;Other changes;2004 3rd quarter;-5080.0;;;0.0;-126.0;;;
2528;Total domestic sectors;Monetary financial institutions;Other changes;2004 4th quarter;-134.0;;;0.0;-94.0;;;
2529;Total domestic sectors;Monetary financial institutions;Other changes;2004;-1404.0;;;0.0;-183.0;;;
2530;Total domestic sectors;Monetary financial institutions;Other changes;2005 1st quarter;396.0;;;0.0;420.0;;;
2531;Total domestic sectors;Monetary financial institutions;Other changes;2005 2nd quarter;660.0;;;0.0;269.0;;;
2532;Total domestic sectors;Monetary financial institutions;Other changes;2005 3rd quarter;729.0;;;0.0;139.0;;;
2533;Total domestic sectors;Monetary financial institutions;Other changes;2005 4th quarter;448.0;;;0.0;-4077.0;;;
2534;Total domestic sectors;Monetary financial institutions;Other changes;2005;2233.0;;;0.0;-3249.0;;;
2535;Total domestic sectors;Monetary financial institutions;Other changes;2006 1st quarter;-1001.0;;;0.0;99.0;;;
2536;Total domestic sectors;Monetary financial institutions;Other changes;2006 2nd quarter;-78.0;;;0.0;-142.0;;;
2537;Total domestic sectors;Monetary financial institutions;Other changes;2006 3rd quarter;-245.0;;;0.0;9.0;;;
2538;Total domestic sectors;Monetary financial institutions;Other changes;2006 4th quarter;-377.0;;;0.0;-85.0;;;
2539;Total domestic sectors;Monetary financial institutions;Other changes;2006;-1701.0;;;0.0;-119.0;;;
2540;Total domestic sectors;Monetary financial institutions;Other changes;2007 1st quarter;-35.0;;;0.0;-47.0;;;
2541;Total domestic sectors;Monetary financial institutions;Other changes;2007 2nd quarter;37.0;;;0.0;-28.0;;;
2542;Total domestic sectors;Monetary financial institutions;Other changes;2007 3rd quarter;30.0;;;0.0;3.0;;;
2543;Total domestic sectors;Monetary financial institutions;Other changes;2007 4th quarter;27.0;;;0.0;-51.0;;;
2544;Total domestic sectors;Monetary financial institutions;Other changes;2007;59.0;;;0.0;-123.0;;;
2545;Total domestic sectors;Monetary financial institutions;Other changes;2008 1st quarter;-1359.0;;;0.0;39.0;;;
2546;Total domestic sectors;Monetary financial institutions;Other changes;2008 2nd quarter;136.0;;;0.0;-60.0;;;
2547;Total domestic sectors;Monetary financial institutions;Other changes;2008 3rd quarter;2036.0;;;0.0;-5.0;;;
2548;Total domestic sectors;Monetary financial institutions;Other changes;2008 4th quarter;1739.0;;;0.0;934.0;;;
2549;Total domestic sectors;Monetary financial institutions;Other changes;2008;2552.0;;;0.0;908.0;;;
2550;Total domestic sectors;Monetary financial institutions;Other changes;2009 1st quarter;504.0;;;0.0;274.0;;;
2551;Total domestic sectors;Monetary financial institutions;Other changes;2009 2nd quarter;-519.0;;;0.0;-186.0;;;
2552;Total domestic sectors;Monetary financial institutions;Other changes;2009 3rd quarter;-486.0;;;0.0;-164.0;;;
2553;Total domestic sectors;Monetary financial institutions;Other changes;2009 4th quarter;267.0;;;0.0;78.0;;;
2554;Total domestic sectors;Monetary financial institutions;Other changes;2009;-234.0;;;0.0;2.0;;;
2555;Total domestic sectors;Monetary financial institutions;Other changes;2010 1st quarter;1037.0;69.0;-412.0;0.0;309.0;0.0;-22.0;79.0
2556;Total domestic sectors;Monetary financial institutions;Other changes;2010 2nd quarter;15172.0;26.0;313.0;0.0;-16456.0;0.0;-13.0;-23.0
2557;Total domestic sectors;Monetary financial institutions;Other changes;2010 3rd quarter;-2037.0;-252.0;90.0;0.0;-13.0;0.0;-82.0;-11.0
2558;Total domestic sectors;Monetary financial institutions;Other changes;2010 4th quarter;449.0;-38.0;-228.0;0.0;-8.0;0.0;3.0;-20.0
2559;Total domestic sectors;Monetary financial institutions;Other changes;2010;14621.0;-195.0;-237.0;0.0;-16168.0;0.0;-114.0;25.0
2560;Total domestic sectors;Monetary financial institutions;Other changes;2011 1st quarter;-1145.0;-323.0;-1409.0;0.0;1532.0;0.0;84.0;-9.0
2561;Total domestic sectors;Monetary financial institutions;Other changes;2011 2nd quarter;-293.0;-121.0;523.0;0.0;-17.0;0.0;-185.0;-12.0
2562;Total domestic sectors;Monetary financial institutions;Other changes;2011 3rd quarter;1567.0;208.0;1326.0;0.0;12.0;0.0;-120.0;-11.0
2563;Total domestic sectors;Monetary financial institutions;Other changes;2011 4th quarter;714.0;-88.0;209.0;0.0;108.0;0.0;-46.0;-11.0
2564;Total domestic sectors;Monetary financial institutions;Other changes;2011;843.0;-324.0;649.0;0.0;1635.0;0.0;-267.0;-43.0
2565;Total domestic sectors;Monetary financial institutions;Other changes;2012 1st quarter;-903.0;16.0;819.0;0.0;40.0;0.0;-40.0;35.0
2566;Total domestic sectors;Monetary financial institutions;Other changes;2012 2nd quarter;1584.0;-102.0;426.0;0.0;38.0;0.0;-107.0;2.0
2567;Total domestic sectors;Monetary financial institutions;Other changes;2012 3rd quarter;-490.0;-12.0;738.0;0.0;32.0;0.0;-84.0;12.0
2568;Total domestic sectors;Monetary financial institutions;Other changes;2012 4th quarter;-663.0;-72.0;159.0;0.0;34.0;0.0;-41.0;6.0
2569;Total domestic sectors;Monetary financial institutions;Other changes;2012;-472.0;-170.0;2142.0;0.0;144.0;0.0;-272.0;55.0
2570;Total domestic sectors;Monetary financial institutions;Other changes;2013 1st quarter;349.0;-290.0;-688.0;0.0;76.0;0.0;6.0;1.0
2571;Total domestic sectors;Monetary financial institutions;Other changes;2013 2nd quarter;-405.0;-185.0;-619.0;0.0;-73.0;0.0;17.0;-10.0
2572;Total domestic sectors;Monetary financial institutions;Other changes;2013 3rd quarter;-497.0;-68.0;-112.0;0.0;-95.0;0.0;42.0;-7.0
2573;Total domestic sectors;Monetary financial institutions;Other changes;2013 4th quarter;-5018.0;-132.0;-544.0;0.0;-48.0;0.0;100.0;-11.0
2574;Total domestic sectors;Monetary financial institutions;Other changes;2013;-5571.0;-675.0;-1963.0;0.0;-140.0;0.0;165.0;-27.0
2575;Total domestic sectors;Monetary financial institutions;Other changes;2014 1st quarter;-135.0;91.0;478.0;0.0;12.0;0.0;3.0;15.0
2576;Total domestic sectors;Monetary financial institutions;Other changes;2014 2nd quarter;295.0;16.0;488.0;0.0;23.0;0.0;-114.0;-29.0
2577;Total domestic sectors;Monetary financial institutions;Other changes;2014 3rd quarter;1706.0;-31.0;244.0;0.0;235.0;0.0;-257.0;-11.0
2578;Total domestic sectors;Monetary financial institutions;Other changes;2014 4th quarter;-11880.0;84.0;886.0;0.0;1806.0;0.0;-305.0;-11.0
2579;Total domestic sectors;Monetary financial institutions;Other changes;2014;-10014.0;160.0;2096.0;0.0;2076.0;0.0;-673.0;-36.0
2580;Total domestic sectors;Monetary financial institutions;Other changes;2015 1st quarter;4181.0;33.0;242.0;0.0;642.0;0.0;309.0;-326.0
2581;Total domestic sectors;Monetary financial institutions;Other changes;2015 2nd quarter;-1369.0;-13.0;-421.0;0.0;-262.0;0.0;-167.0;198.0
2582;Total domestic sectors;Monetary financial institutions;Other changes;2015 3rd quarter;-293.0;-72.0;-53.0;0.0;-36.0;0.0;-79.0;-261.0
2583;Total domestic sectors;Monetary financial institutions;Other changes;2015 4th quarter;1114.0;-10.0;-58.0;0.0;183.0;0.0;111.0;218.0
2584;Total domestic sectors;Monetary financial institutions;Other changes;2015;3633.0;-62.0;-290.0;0.0;527.0;0.0;174.0;-171.0
2585;Total domestic sectors;Monetary financial institutions;Other changes;2016 1st quarter;-3147.0;26.0;-47.0;0.0;-310.0;0.0;-46.0;-41.0
2586;Total domestic sectors;Monetary financial institutions;Other changes;2016 2nd quarter;750.0;81.0;275.0;0.0;133.0;0.0;-76.0;-32.0
2587;Total domestic sectors;Monetary financial institutions;Other changes;2016 3rd quarter;-323.0;-1.0;93.0;0.0;-44.0;0.0;57.0;-11.0
2588;Total domestic sectors;Monetary financial institutions;Other changes;2016 4th quarter;4383.0;17.0;-457.0;0.0;38299.0;0.0;119.0;-29.0
2589;Total domestic sectors;Monetary financial institutions;Other changes;2016;1663.0;123.0;-136.0;0.0;38078.0;0.0;54.0;-113.0
2590;Total domestic sectors;Monetary financial institutions;Other changes;2017 1st quarter;-504.0;-8.0;74.0;0.0;-56.0;0.0;-23.0;-8.0
2591;Total domestic sectors;Monetary financial institutions;Other changes;2017 2nd quarter;-2918.0;-6.0;-92.0;0.0;-325.0;0.0;241.0;-20.0
2592;Total domestic sectors;Monetary financial institutions;Other changes;2017 3rd quarter;-1405.0;-5.0;106.0;0.0;-158.0;0.0;61.0;-13.0
2593;Total domestic sectors;Monetary financial institutions;Other changes;2017 4th quarter;-619.0;-3.0;193.0;0.0;-131.0;0.0;194.0;-2.0
2594;Total domestic sectors;Monetary financial institutions;Other changes;2017;-5446.0;-22.0;281.0;0.0;-670.0;0.0;473.0;-43.0
2595;Total domestic sectors;Monetary financial institutions;Other changes;2018 1st quarter;-929.0;-17.0;-228.0;0.0;-189.0;0.0;-37.0;-10.0
2596;Total domestic sectors;Monetary financial institutions;Other changes;2018 2nd quarter;1698.0;9.0;47.0;0.0;484.0;0.0;1231.0;-20.0
2597;Total domestic sectors;Monetary financial institutions;Other changes;2018 3rd quarter;213.0;6.0;-260.0;0.0;64.0;0.0;1303.0;-15.0
2598;Total domestic sectors;Monetary financial institutions;Other changes;2018 4th quarter;338.0;-31.0;-12.0;0.0;121.0;0.0;-1779.0;-95.0
2599;Total domestic sectors;Monetary financial institutions;Other changes;2018;1320.0;-33.0;-453.0;0.0;480.0;0.0;718.0;-140.0
2600;Total domestic sectors;Monetary financial institutions;Other changes;2019 1st quarter;690.0;36.0;689.0;0.0;340.0;0.0;1797.0;-1769.0
2601;Total domestic sectors;Monetary financial institutions;Other changes;2019 2nd quarter;-514.0;-6.0;732.0;0.0;-259.0;0.0;2069.0;-18.0
2602;Total domestic sectors;Monetary financial institutions;Other changes;2019 3rd quarter;1389.0;4.0;688.0;0.0;880.0;0.0;-905.0;-15.0
2603;Total domestic sectors;Monetary financial institutions;Other changes;2019 4th quarter;-787.0;-3.0;-922.0;0.0;-597.0;0.0;965.0;-11.0
2604;Total domestic sectors;Monetary financial institutions;Other changes;2019;778.0;31.0;1187.0;0.0;364.0;0.0;3926.0;-1813.0
2605;Total domestic sectors;Monetary financial institutions;Other changes;2020 1st quarter;683.0;-7.0;32.0;0.0;468.0;0.0;-1976.0;-22.0
2606;Total domestic sectors;Monetary financial institutions;Other changes;2020 2nd quarter;-873.0;-1.0;688.0;0.0;-474.0;0.0;3651.0;1.0
2607;Total domestic sectors;Monetary financial institutions;Other changes;2020 3rd quarter;-1393.0;-2.0;220.0;0.0;-874.0;0.0;1964.0;4.0
2608;Total domestic sectors;Monetary financial institutions;Other changes;2020 4th quarter;-1319.0;-3.0;-26.0;0.0;-865.0;0.0;2128.0;-3.0
2609;Total domestic sectors;Monetary financial institutions;Other changes;2020;-2902.0;-13.0;914.0;0.0;-1745.0;0.0;5767.0;-20.0
2610;Total domestic sectors;Monetary financial institutions;Other changes;2021 1st quarter;1566.0;-14.0;-1364.0;0.0;893.0;0.0;245.0;-2.0
2611;Total domestic sectors;Monetary financial institutions;Other changes;2021 2nd quarter;-427.0;39.0;-515.0;0.0;-302.0;0.0;248.0;-1.0
2612;Total domestic sectors;Monetary financial institutions;Other changes;2021 3rd quarter;900.0;2.0;68.0;0.0;563.0;0.0;817.0;-3.0
2613;Total domestic sectors;Monetary financial institutions;Other changes;2021 4th quarter;1037.0;1.0;-426.0;0.0;546.0;0.0;-351.0;-1.0
2614;Total domestic sectors;Monetary financial institutions;Other changes;2021;3076.0;28.0;-2237.0;0.0;1700.0;0.0;959.0;-7.0
2615;Total domestic sectors;Monetary financial institutions;Other changes;2022 1st quarter;627.0;0.0;-3749.0;0.0;-36.0;0.0;-1155.0;-4.0
2616;Total domestic sectors;Monetary financial institutions;Other changes;2022 2nd quarter;2558.0;6.0;-4050.0;0.0;1320.0;0.0;-1065.0;-3.0
2617;Total domestic sectors;Monetary financial institutions;Other changes;2022 3rd quarter;2570.0;-2.0;-3165.0;0.0;1349.0;0.0;-467.0;-1.0
2618;Total domestic sectors;Monetary financial institutions;Other changes;2022 4th quarter;-4161.0;-20.0;-461.0;0.0;-1931.0;0.0;564.0;3.0
2619;Total domestic sectors;Monetary financial institutions;Other changes;2022;1594.0;-16.0;-11425.0;0.0;702.0;0.0;-2123.0;-5.0
2620;Total domestic sectors;Monetary financial institutions;Other changes;2023 1st quarter;-699.0;0.0;301.0;0.0;-420.0;0.0;343.0;8.0
2621;Total domestic sectors;Monetary financial institutions;Other changes;2023 2nd quarter;416.0;-5.0;51.0;0.0;209.0;0.0;-77.0;6.0
2622;Total domestic sectors;Monetary financial institutions;Other changes;2023 3rd quarter;799.0;12.0;-1236.0;0.0;503.0;0.0;-703.0;8.0
2623;Total domestic sectors;Monetary financial institutions;Other changes;2023 4th quarter;-1156.0;-96.0;3630.0;0.0;-677.0;0.0;723.0;9.0
2624;Total domestic sectors;Monetary financial institutions;Other changes;2023;-640.0;-89.0;2746.0;0.0;-385.0;0.0;286.0;31.0
2625;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;1999 1st quarter;;;;;;;;
2626;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;1999 2nd quarter;;;;;;;;
2627;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;1999 3rd quarter;;;;;;;;
2628;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;1999 4th quarter;;;;;;;;
2629;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;1999;;;;;;;;
2630;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2000 1st quarter;;;;;;;;
2631;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2000 2nd quarter;;;;;;;;
2632;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2000 3rd quarter;;;;;;;;
2633;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2000 4th quarter;;;;;;;;
2634;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2000;;;;;;;;
2635;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2001 1st quarter;;;;;;;;
2636;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2001 2nd quarter;;;;;;;;
2637;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2001 3rd quarter;;;;;;;;
2638;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2001 4th quarter;;;;;;;;
2639;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2001;;;;;;;;
2640;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2002 1st quarter;;;;;;;;
2641;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2002 2nd quarter;;;;;;;;
2642;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2002 3rd quarter;;;;;;;;
2643;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2002 4th quarter;;;;;;;;
2644;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2002;;;;;;;;
2645;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2003 1st quarter;;;;;;;;
2646;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2003 2nd quarter;;;;;;;;
2647;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2003 3rd quarter;;;;;;;;
2648;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2003 4th quarter;;;;;;;;
2649;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2003;;;;;;;;
2650;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2004 1st quarter;;;;;;;;
2651;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2004 2nd quarter;;;;;;;;
2652;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2004 3rd quarter;;;;;;;;
2653;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2004 4th quarter;;;;;;;;
2654;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2004;;;;;;;;
2655;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2005 1st quarter;;;;;;;;
2656;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2005 2nd quarter;;;;;;;;
2657;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2005 3rd quarter;;;;;;;;
2658;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2005 4th quarter;;;;;;;;
2659;Total domestic sectors;Monetary financial institutions;Price changes and revaluations;2005;;;;;;;;
