ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
3035;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2008;79
3036;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2009;103
3037;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2010;116
3038;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2011;118
3039;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2012;115
3040;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2013;132
3041;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2014;132
3042;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2015;142
3043;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2016;263
3044;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2017;262
3045;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2018;252
3046;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2019;274
3047;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2020;290
3048;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2021;323
3049;HC13: Polikl./ambulante geneesk. zorg;HP2: Instellingen langdurige zorg;2022;322
3050;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;1998;4
3051;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;1999;9
3052;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2000;13
3053;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2001;20
3054;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2002;28
3055;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2003;36
3056;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2004;44
3057;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;53
3058;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;59
3059;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;57
3060;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;61
3061;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;75
3062;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;91
3063;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;88
3064;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;82
3065;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;95
3066;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;93
3067;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;97
3068;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;91
3069;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2017;93
3070;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2018;97
3071;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2019;111
3072;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2020;116
3073;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;130
3074;HC13: Polikl./ambulante geneesk. zorg;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;129
3075;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;1998;8
3076;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;1999;10
3077;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2000;11
3078;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2001;12
3079;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2002;14
3080;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2003;15
3081;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2004;17
3082;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2005;18
3083;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2006;20
3084;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2007;24
3085;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2008;19
3086;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2009;28
3087;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2010;26
3088;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2011;30
3089;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2012;32
3090;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2013;37
3091;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2014;39
3092;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2015;45
3093;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2016;172
3094;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2017;170
3095;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2018;155
3096;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2019;162
3097;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2020;174
3098;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2021;193
3099;HC13: Polikl./ambulante geneesk. zorg;HP22-29: Instellingen gehandicaptenzorg;2022;193
3100;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;1998;2733
3101;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;1999;2928
3102;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2000;3181
3103;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2001;3485
3104;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2002;3998
3105;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2003;4424
3106;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2004;4809
3107;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2005;4890
3108;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2006;5262
3109;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2007;5741
3110;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2008;6217
3111;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2009;6521
3112;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2010;6638
3113;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2011;7089
3114;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2012;7113
3115;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2013;7271
3116;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2014;7586
3117;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2015;7729
3118;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2016;8135
3119;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2017;8431
3120;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2018;8770
3121;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2019;9212
3122;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2020;9211
3123;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2021;9758
3124;HC13: Polikl./ambulante geneesk. zorg;HP3: Aanbieders ambulante zorg;2022;9987
3125;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;1998;1282
3126;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;1999;1394
3127;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2000;1492
3128;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2001;1639
3129;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2002;1915
3130;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2003;2157
3131;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2004;2302
3132;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2005;2368
3133;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2006;2616
3134;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2007;2835
3135;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2008;3146
3136;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2009;3352
3137;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2010;3363
3138;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2011;3622
3139;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2012;3556
3140;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2013;3780
3141;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2014;4064
3142;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2015;4014
3143;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2016;4274
3144;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2017;4436
3145;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2018;4700
3146;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2019;5072
3147;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2020;5445
3148;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2021;5603
3149;HC13: Polikl./ambulante geneesk. zorg;HP31: Medische praktijken;2022;5670
3150;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;1998;984
3151;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;1999;1048
3152;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2000;1163
3153;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2001;1286
3154;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2002;1475
3155;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2003;1622
3156;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2004;1831
3157;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2005;1816
3158;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2006;1893
3159;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2007;2049
3160;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2008;2128
3161;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2009;2205
3162;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2010;2300
3163;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2011;2450
3164;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2012;2535
3165;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2013;2391
3166;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2014;2444
3167;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2015;2414
3168;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2016;2532
3169;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2017;2622
3170;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2018;2688
3171;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2019;2722
3172;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2020;2417
3173;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2021;2678
3174;HC13: Polikl./ambulante geneesk. zorg;HP32: Tandheelkundige praktijken;2022;2768
3175;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;1998;20
3176;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;1999;24
3177;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2000;27
3178;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2001;32
3179;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2002;35
3180;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2003;35
3181;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2004;37
3182;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2005;37
3183;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2006;38
3184;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2007;39
3185;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2008;40
3186;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2009;42
3187;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2010;42
3188;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2011;41
3189;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2012;43
3190;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2013;43
3191;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2014;43
3192;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2015;225
3193;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2016;231
3194;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2017;235
3195;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2018;246
3196;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2019;285
3197;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2020;378
3198;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2021;396
3199;HC13: Polikl./ambulante geneesk. zorg;HP34: Ambulante zorgcentra;2022;413
3200;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;1998;446
3201;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;1999;462
3202;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2000;498
3203;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2001;527
3204;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2002;573
3205;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2003;610
3206;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2004;639
3207;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2005;668
3208;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2006;714
3209;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2007;818
3210;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2008;903
3211;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2009;922
3212;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2010;933
3213;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2011;976
3214;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2012;980
3215;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2013;1058
3216;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2014;1035
3217;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2015;1077
3218;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2016;1099
3219;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2017;1138
3220;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2018;1136
3221;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2019;1133
3222;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2020;971
3223;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2021;1080
3224;HC13: Polikl./ambulante geneesk. zorg;HP33: Overige praktijken gezondheidszorg;2022;1136
3225;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;1998;0
3226;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;1999;0
3227;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2000;0
3228;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2001;0
3229;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2002;0
3230;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2003;0
3231;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2004;0
3232;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2005;0
3233;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2006;0
3234;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2007;0
3235;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2008;0
3236;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2009;0
3237;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2010;0
3238;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2011;0
3239;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2012;0
3240;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2013;0
3241;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2014;0
3242;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2015;0
3243;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2016;0
3244;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2017;0
3245;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2018;0
3246;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2019;0
3247;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2020;0
3248;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2021;0
3249;HC13: Polikl./ambulante geneesk. zorg;HP4: Ondersteunende diensten;2022;0
3250;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;1998;0
3251;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;1999;0
3252;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2000;0
3253;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2001;0
3254;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2002;0
3255;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2003;0
3256;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2004;0
3257;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2005;0
3258;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2006;0
3259;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2007;0
3260;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2008;0
3261;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2009;0
3262;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2010;0
3263;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2011;0
3264;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2012;0
3265;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2013;0
3266;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2014;0
3267;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2015;0
3268;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2016;0
3269;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2017;0
3270;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2018;0
3271;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2019;0
3272;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2020;0
3273;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2021;0
3274;HC13: Polikl./ambulante geneesk. zorg;HP41: Ambulance, ziekenvervoer;2022;0
3275;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;1998;0
3276;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;1999;0
3277;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2000;0
3278;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2001;0
3279;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2002;0
3280;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2003;0
3281;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2004;0
3282;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2005;0
3283;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2006;0
3284;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2007;0
3285;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2008;0
3286;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2009;0
3287;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2010;0
3288;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2011;0
3289;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2012;0
3290;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2013;0
3291;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2014;0
3292;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2015;0
3293;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2016;0
3294;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2017;0
3295;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2018;0
3296;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2019;0
3297;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2020;0
3298;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2021;0
3299;HC13: Polikl./ambulante geneesk. zorg;HP42-49: Laboratoria en ov ondersteunend;2022;0
3300;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;1998;0
3301;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;1999;0
3302;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2000;0
3303;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2001;0
3304;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2002;0
3305;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2003;0
3306;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2004;0
3307;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2005;0
3308;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2006;0
3309;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2007;0
3310;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2008;0
3311;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2009;0
3312;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2010;0
3313;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2011;0
3314;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2012;0
3315;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2013;0
3316;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2014;0
3317;HC13: Polikl./ambulante geneesk. zorg;HP5: Leveranciers genees-en hulpmiddelen;2015;0
