ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
5310;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 juli;103.8;-0.7;0.3;103.8;-0.7;0.3
5311;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 augustus;103.8;0.0;0.4;103.8;0.0;0.4
5312;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 september;103.8;0.0;0.0;103.8;0.0;0.0
5313;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 oktober;103.8;0.0;0.0;103.8;0.0;0.0
5314;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 november;103.8;0.0;0.1;103.8;0.0;0.1
5315;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003 december;103.8;0.0;0.0;103.8;0.0;0.0
5316;Totale Nederlandse afzet;15810000 Bakkerijproducten;2003;104.0;;0.9;104.0;;0.9
5317;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 januari;103.9;0.1;0.1;103.9;0.1;0.1
5318;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 februari;103.9;0.0;-0.1;103.9;0.0;-0.1
5319;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 maart;103.9;0.0;-0.3;103.9;0.0;-0.3
5320;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 april;104.0;0.1;-0.5;104.0;0.1;-0.5
5321;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 mei;104.0;0.0;-0.5;104.0;0.0;-0.5
5322;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 juni;104.0;0.0;-0.5;104.0;0.0;-0.5
5323;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 juli;104.4;0.4;0.5;104.4;0.4;0.5
5324;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 augustus;103.9;-0.5;0.1;103.9;-0.5;0.1
5325;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 september;103.9;0.0;0.0;103.9;0.0;0.0
5326;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 oktober;104.5;0.6;0.6;104.5;0.6;0.6
5327;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 november;104.5;0.0;0.6;104.5;0.0;0.6
5328;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004 december;104.5;0.0;0.6;104.5;0.0;0.6
5329;Totale Nederlandse afzet;15810000 Bakkerijproducten;2004;104.1;;0.1;104.1;;0.1
5330;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 januari;104.8;0.3;0.9;104.8;0.3;0.9
5331;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 februari;104.9;0.0;0.9;104.9;0.0;0.9
5332;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 maart;104.6;-0.3;0.6;104.6;-0.3;0.6
5333;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 april;105.8;1.2;1.8;105.8;1.2;1.8
5334;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 mei;105.6;-0.2;1.5;105.6;-0.2;1.5
5335;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 juni;105.6;0.0;1.6;105.6;0.0;1.6
5336;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 juli;104.8;-0.8;0.4;104.8;-0.8;0.4
5337;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 augustus;105.2;0.4;1.2;105.2;0.4;1.2
5338;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 september;104.3;-0.9;0.4;104.3;-0.9;0.4
5339;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 oktober;103.3;-0.9;-1.1;103.3;-0.9;-1.1
5340;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 november;103.5;0.1;-1.0;103.5;0.1;-1.0
5341;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005 december;103.5;0.0;-1.0;103.5;0.0;-1.0
5342;Totale Nederlandse afzet;15810000 Bakkerijproducten;2005;104.6;;0.5;104.6;;0.5
5343;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 januari;103.6;0.1;-1.2;103.6;0.1;-1.2
5344;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 februari;103.5;-0.1;-1.3;103.5;-0.1;-1.3
5345;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 maart;103.3;-0.2;-1.3;103.3;-0.2;-1.3
5346;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 april;102.8;-0.4;-2.8;102.8;-0.4;-2.8
5347;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 mei;102.9;0.0;-2.6;102.9;0.0;-2.6
5348;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 juni;102.9;0.0;-2.6;102.9;0.0;-2.6
5349;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 juli;103.2;0.4;-1.5;103.2;0.4;-1.5
5350;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 augustus;102.9;-0.3;-2.2;102.9;-0.3;-2.2
5351;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 september;102.9;0.0;-1.3;102.9;0.0;-1.3
5352;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 oktober;102.2;-0.6;-1.1;102.2;-0.6;-1.1
5353;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 november;102.5;0.3;-0.9;102.5;0.3;-0.9
5354;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006 december;102.5;0.0;-0.9;102.5;0.0;-0.9
5355;Totale Nederlandse afzet;15810000 Bakkerijproducten;2006;102.9;;-1.6;102.9;;-1.6
5356;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 januari;103.0;0.5;-0.5;103.0;0.5;-0.5
5357;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 februari;103.0;0.0;-0.4;103.0;0.0;-0.4
5358;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 maart;102.9;-0.1;-0.4;102.9;-0.1;-0.4
5359;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 april;102.6;-0.2;-0.2;102.6;-0.2;-0.2
5360;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 mei;103.2;0.6;0.3;103.2;0.6;0.3
5361;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 juni;103.2;0.0;0.3;103.2;0.0;0.3
5362;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 juli;103.0;-0.2;-0.3;103.0;-0.2;-0.3
5363;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 augustus;104.0;1.0;1.1;104.0;1.0;1.1
5364;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 september;104.2;0.2;1.2;104.2;0.2;1.2
5365;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 oktober;106.4;2.2;4.1;106.4;2.2;4.1
5366;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 november;112.1;5.3;9.3;112.1;5.3;9.3
5367;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007 december;112.0;0.0;9.3;112.0;0.0;9.3
5368;Totale Nederlandse afzet;15810000 Bakkerijproducten;2007;105.0;;2.0;105.0;;2.0
5369;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 januari;113.7;1.5;10.4;113.7;1.5;10.4
5370;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 februari;114.5;0.7;11.2;114.5;0.7;11.2
5371;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 maart;114.8;0.2;11.6;114.8;0.2;11.6
5372;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 april;115.2;0.4;12.3;115.2;0.4;12.3
5373;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 mei;114.6;-0.6;11.0;114.6;-0.6;11.0
5374;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 juni;114.6;0.0;11.1;114.6;0.0;11.1
5375;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 juli;114.4;-0.2;11.1;114.4;-0.2;11.1
5376;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 augustus;114.5;0.1;10.1;114.5;0.1;10.1
5377;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 september;114.7;0.1;10.1;114.7;0.1;10.1
5378;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 oktober;114.8;0.1;7.9;114.8;0.1;7.9
5379;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 november;115.0;0.2;2.6;115.0;0.2;2.6
5380;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008 december;114.9;-0.1;2.6;114.9;-0.1;2.6
5381;Totale Nederlandse afzet;15810000 Bakkerijproducten;2008;114.6;;9.2;114.6;;9.2
5382;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 januari;99.8;;;99.8;;
5383;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 februari;99.8;0.0;;99.8;0.0;
5384;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 maart;99.8;0.0;;99.8;0.0;
5385;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 april;99.8;0.0;;99.8;0.0;
5386;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 mei;99.9;0.2;;99.9;0.2;
5387;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 juni;99.9;0.0;;99.9;0.0;
5388;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 juli;100.1;0.1;;100.1;0.1;
5389;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 augustus;100.2;0.1;;100.2;0.1;
5390;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 september;100.2;0.0;;100.2;0.0;
5391;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 oktober;100.2;0.0;;100.2;0.0;
5392;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 november;100.2;0.0;;100.2;0.0;
5393;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000 december;100.2;0.0;;100.2;0.0;
5394;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2000;100.0;;;100.0;;
5395;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 januari;100.2;0.0;0.4;100.2;0.0;0.4
5396;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 februari;100.2;0.0;0.4;100.2;0.0;0.4
5397;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 maart;100.4;0.2;0.6;100.4;0.2;0.6
5398;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 april;100.9;0.4;1.1;100.9;0.4;1.1
5399;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 mei;100.9;0.0;0.9;100.9;0.0;0.9
5400;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 juni;100.9;0.0;0.9;100.9;0.0;0.9
5401;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 juli;101.1;0.3;1.0;101.1;0.3;1.0
5402;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 augustus;101.1;0.0;1.0;101.1;0.0;1.0
5403;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 september;101.1;0.0;1.0;101.1;0.0;1.0
5404;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 oktober;101.2;0.1;1.0;101.2;0.1;1.0
5405;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 november;101.3;0.1;1.1;101.3;0.1;1.1
5406;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001 december;101.3;0.0;1.1;101.3;0.0;1.1
5407;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2001;100.9;;0.9;100.9;;0.9
5408;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 januari;101.2;-0.1;1.0;101.2;-0.1;1.0
5409;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 februari;101.2;0.0;1.0;101.2;0.0;1.0
5410;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 maart;101.2;0.0;0.8;101.2;0.0;0.8
5411;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 april;102.0;0.7;1.1;102.0;0.7;1.1
5412;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 mei;101.9;-0.1;1.0;101.9;-0.1;1.0
5413;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 juni;102.0;0.1;1.1;102.0;0.1;1.1
5414;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 juli;102.5;0.6;1.4;102.5;0.6;1.4
5415;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 augustus;102.5;0.0;1.4;102.5;0.0;1.4
5416;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 september;102.5;0.0;1.4;102.5;0.0;1.4
5417;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 oktober;102.0;-0.5;0.8;102.0;-0.5;0.8
5418;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 november;102.0;-0.1;0.7;102.0;-0.1;0.7
5419;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002 december;101.9;-0.1;0.6;101.9;-0.1;0.6
5420;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2002;101.9;;1.0;101.9;;1.0
5421;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 januari;102.9;1.0;1.7;102.9;1.0;1.7
5422;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 februari;102.9;0.0;1.7;102.9;0.0;1.7
5423;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 maart;102.9;0.0;1.7;102.9;0.0;1.7
5424;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 april;102.8;-0.1;0.8;102.8;-0.1;0.8
5425;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 mei;103.1;0.3;1.2;103.1;0.3;1.2
5426;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 juni;103.1;0.0;1.1;103.1;0.0;1.1
5427;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 juli;103.2;0.1;0.7;103.2;0.1;0.7
5428;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 augustus;103.2;0.0;0.7;103.2;0.0;0.7
5429;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 september;103.2;0.0;0.7;103.2;0.0;0.7
5430;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 oktober;103.1;-0.2;1.0;103.1;-0.2;1.0
5431;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 november;103.1;0.0;1.1;103.1;0.0;1.1
5432;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003 december;103.1;0.0;1.2;103.1;0.0;1.2
5433;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2003;103.0;;1.1;103.0;;1.1
5434;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 januari;103.5;0.4;0.6;103.5;0.4;0.6
5435;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 februari;103.5;0.0;0.6;103.5;0.0;0.6
5436;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 maart;103.5;0.0;0.6;103.5;0.0;0.6
5437;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 april;103.5;0.0;0.8;103.5;0.0;0.8
5438;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 mei;103.5;0.0;0.4;103.5;0.0;0.4
5439;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 juni;103.5;0.0;0.4;103.5;0.0;0.4
5440;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 juli;103.8;0.2;0.5;103.8;0.2;0.5
5441;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 augustus;103.6;-0.2;0.4;103.6;-0.2;0.4
5442;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 september;103.6;0.0;0.3;103.6;0.0;0.3
5443;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 oktober;103.5;-0.1;0.4;103.5;-0.1;0.4
5444;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 november;103.5;0.0;0.4;103.5;0.0;0.4
5445;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004 december;103.5;0.0;0.4;103.5;0.0;0.4
5446;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2004;103.6;;0.5;103.6;;0.5
5447;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 januari;103.4;-0.1;0.0;103.4;-0.1;0.0
5448;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 februari;103.5;0.1;0.0;103.5;0.1;0.0
5449;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 maart;103.5;0.0;0.0;103.5;0.0;0.0
5450;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 april;103.5;0.0;0.0;103.5;0.0;0.0
5451;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 mei;103.6;0.1;0.0;103.6;0.1;0.0
5452;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 juni;103.6;0.0;0.0;103.6;0.0;0.0
5453;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 juli;103.7;0.1;0.0;103.7;0.1;0.0
5454;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 augustus;103.8;0.0;0.2;103.8;0.0;0.2
5455;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 september;103.8;0.0;0.2;103.8;0.0;0.2
5456;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 oktober;103.8;0.0;0.2;103.8;0.0;0.2
5457;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 november;103.8;0.0;0.2;103.8;0.0;0.2
5458;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005 december;103.7;0.0;0.2;103.7;0.0;0.2
5459;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2005;103.6;;0.1;103.6;;0.1
5460;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 januari;103.1;-0.6;-0.3;103.1;-0.6;-0.3
5461;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 februari;103.1;0.0;-0.4;103.1;0.0;-0.4
5462;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 maart;103.1;0.0;-0.4;103.1;0.0;-0.4
5463;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 april;103.1;0.1;-0.4;103.1;0.1;-0.4
5464;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 mei;103.1;0.0;-0.4;103.1;0.0;-0.4
5465;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 juni;103.1;0.0;-0.4;103.1;0.0;-0.4
5466;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 juli;103.4;0.2;-0.3;103.4;0.2;-0.3
5467;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 augustus;103.4;0.0;-0.3;103.4;0.0;-0.3
5468;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 september;103.4;0.0;-0.3;103.4;0.0;-0.3
5469;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 oktober;103.4;0.0;-0.3;103.4;0.0;-0.3
5470;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 november;103.4;0.0;-0.3;103.4;0.0;-0.3
5471;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006 december;103.4;0.0;-0.3;103.4;0.0;-0.3
5472;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2006;103.3;;-0.4;103.3;;-0.4
5473;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 januari;103.4;0.0;0.3;103.4;0.0;0.3
5474;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 februari;103.4;0.0;0.3;103.4;0.0;0.3
5475;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 maart;103.4;0.0;0.3;103.4;0.0;0.3
5476;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 april;104.4;0.9;1.2;104.4;0.9;1.2
5477;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 mei;104.4;0.0;1.2;104.4;0.0;1.2
5478;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 juni;104.4;0.0;1.2;104.4;0.0;1.2
5479;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 juli;104.6;0.2;1.2;104.6;0.2;1.2
5480;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 augustus;104.6;0.0;1.2;104.6;0.0;1.2
5481;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 september;104.6;0.0;1.1;104.6;0.0;1.1
5482;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 oktober;106.3;1.6;2.7;106.3;1.6;2.7
5483;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 november;106.3;0.0;2.7;106.3;0.0;2.7
5484;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007 december;106.3;0.0;2.7;106.3;0.0;2.7
5485;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2007;104.7;;1.4;104.7;;1.4
5486;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 januari;112.2;5.6;8.5;112.2;5.6;8.5
5487;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 februari;112.2;0.0;8.5;112.2;0.0;8.5
5488;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 maart;112.2;0.0;8.5;112.2;0.0;8.5
5489;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 april;112.6;0.4;7.9;112.6;0.4;7.9
5490;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 mei;112.8;0.1;8.0;112.8;0.1;8.0
5491;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 juni;112.5;-0.3;7.8;112.5;-0.3;7.8
5492;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 juli;112.7;0.2;7.8;112.7;0.2;7.8
5493;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 augustus;112.7;0.0;7.7;112.7;0.0;7.7
5494;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 september;112.7;0.0;7.7;112.7;0.0;7.7
5495;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 oktober;112.9;0.2;6.2;112.9;0.2;6.2
5496;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 november;112.8;-0.1;6.2;112.8;-0.1;6.2
5497;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008 december;112.6;-0.1;6.0;112.6;-0.1;6.0
5498;Totale Nederlandse afzet;15820000 Beschuit, koekjes en ander houd;2008;112.6;;7.6;112.6;;7.6
5499;Totale Nederlandse afzet;15830000 Suiker;2000 januari;97.9;;;97.9;;
5500;Totale Nederlandse afzet;15830000 Suiker;2000 februari;97.9;0.0;;97.9;0.0;
5501;Totale Nederlandse afzet;15830000 Suiker;2000 maart;97.7;-0.2;;97.7;-0.2;
5502;Totale Nederlandse afzet;15830000 Suiker;2000 april;98.3;0.6;;98.3;0.6;
5503;Totale Nederlandse afzet;15830000 Suiker;2000 mei;98.4;0.1;;98.4;0.1;
5504;Totale Nederlandse afzet;15830000 Suiker;2000 juni;99.2;0.8;;99.2;0.8;
5505;Totale Nederlandse afzet;15830000 Suiker;2000 juli;100.4;1.2;;100.4;1.2;
5506;Totale Nederlandse afzet;15830000 Suiker;2000 augustus;100.0;-0.4;;100.0;-0.4;
5507;Totale Nederlandse afzet;15830000 Suiker;2000 september;100.3;0.3;;100.3;0.3;
5508;Totale Nederlandse afzet;15830000 Suiker;2000 oktober;100.5;0.2;;100.5;0.2;
5509;Totale Nederlandse afzet;15830000 Suiker;2000 november;106.1;5.5;;106.1;5.5;
5510;Totale Nederlandse afzet;15830000 Suiker;2000 december;103.3;-2.7;;103.3;-2.7;
5511;Totale Nederlandse afzet;15830000 Suiker;2000;100.0;;;100.0;;
5512;Totale Nederlandse afzet;15830000 Suiker;2001 januari;107.8;4.4;10.1;107.8;4.4;10.1
5513;Totale Nederlandse afzet;15830000 Suiker;2001 februari;108.2;0.4;10.6;108.2;0.4;10.6
5514;Totale Nederlandse afzet;15830000 Suiker;2001 maart;106.4;-1.7;8.9;106.4;-1.7;8.9
5515;Totale Nederlandse afzet;15830000 Suiker;2001 april;106.1;-0.3;7.9;106.1;-0.3;7.9
5516;Totale Nederlandse afzet;15830000 Suiker;2001 mei;105.4;-0.7;7.1;105.4;-0.7;7.1
5517;Totale Nederlandse afzet;15830000 Suiker;2001 juni;106.4;1.0;7.3;106.4;1.0;7.3
5518;Totale Nederlandse afzet;15830000 Suiker;2001 juli;106.9;0.5;6.5;106.9;0.5;6.5
5519;Totale Nederlandse afzet;15830000 Suiker;2001 augustus;106.8;-0.1;6.8;106.8;-0.1;6.8
5520;Totale Nederlandse afzet;15830000 Suiker;2001 september;106.7;-0.1;6.4;106.7;-0.1;6.4
5521;Totale Nederlandse afzet;15830000 Suiker;2001 oktober;106.5;-0.2;6.0;106.5;-0.2;6.0
5522;Totale Nederlandse afzet;15830000 Suiker;2001 november;106.8;0.2;0.6;106.8;0.2;0.6
5523;Totale Nederlandse afzet;15830000 Suiker;2001 december;108.5;1.6;5.0;108.5;1.6;5.0
5524;Totale Nederlandse afzet;15830000 Suiker;2001;106.9;;6.9;106.9;;6.9
5525;Totale Nederlandse afzet;15830000 Suiker;2002 januari;108.8;0.3;1.0;108.8;0.3;1.0
5526;Totale Nederlandse afzet;15830000 Suiker;2002 februari;108.7;-0.1;0.4;108.7;-0.1;0.4
5527;Totale Nederlandse afzet;15830000 Suiker;2002 maart;108.8;0.1;2.2;108.8;0.1;2.2
5528;Totale Nederlandse afzet;15830000 Suiker;2002 april;109.0;0.2;2.7;109.0;0.2;2.7
5529;Totale Nederlandse afzet;15830000 Suiker;2002 mei;108.6;-0.4;3.0;108.6;-0.4;3.0
5530;Totale Nederlandse afzet;15830000 Suiker;2002 juni;108.6;0.0;2.1;108.6;0.0;2.1
5531;Totale Nederlandse afzet;15830000 Suiker;2002 juli;106.9;-1.5;0.0;106.9;-1.5;0.0
5532;Totale Nederlandse afzet;15830000 Suiker;2002 augustus;106.9;0.0;0.1;106.9;0.0;0.1
5533;Totale Nederlandse afzet;15830000 Suiker;2002 september;106.2;-0.7;-0.5;106.2;-0.7;-0.5
5534;Totale Nederlandse afzet;15830000 Suiker;2002 oktober;106.1;-0.1;-0.4;106.1;-0.1;-0.4
