ID;Geslacht;Leeftijd;Herkomstland;Geboorteland;RegioS;Perioden;Bevolking_1
2661;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beek (L.);2022;1139.0
2662;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beek (L.);2023;1546.0
2663;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beek (L.);2024;1706.0
2664;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beekdaelen;2022;2428.0
2665;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beekdaelen;2023;2532.0
2666;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beekdaelen;2024;2658.0
2667;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beesel;2022;1079.0
2668;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beesel;2023;1191.0
2669;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beesel;2024;1231.0
2670;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berg en Dal;2022;2395.0
2671;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berg en Dal;2023;2873.0
2672;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berg en Dal;2024;2956.0
2673;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergeijk;2022;1258.0
2674;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergeijk;2023;1477.0
2675;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergeijk;2024;1573.0
2676;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (L.);2022;1005.0
2677;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (L.);2023;1033.0
2678;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (L.);2024;1118.0
2679;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (NH.);2022;2415.0
2680;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (NH.);2023;2823.0
2681;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen (NH.);2024;2861.0
2682;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen op Zoom;2022;9642.0
2683;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen op Zoom;2023;10293.0
2684;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bergen op Zoom;2024;11021.0
2685;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berkelland;2022;1877.0
2686;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berkelland;2023;2141.0
2687;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Berkelland;2024;2302.0
2688;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bernheze;2022;1860.0
2689;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bernheze;2023;2204.0
2690;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bernheze;2024;2422.0
2691;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Best;2022;3444.0
2692;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Best;2023;3789.0
2693;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Best;2024;4120.0
2694;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beuningen;2022;1677.0
2695;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beuningen;2023;1988.0
2696;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beuningen;2024;2037.0
2697;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beverwijk;2022;6787.0
2698;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beverwijk;2023;7267.0
2699;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Beverwijk;2024;7536.0
2700;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Bilt;2022;4345.0
2701;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Bilt;2023;4698.0
2702;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Bilt;2024;4887.0
2703;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bladel;2022;1346.0
2704;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bladel;2023;1501.0
2705;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bladel;2024;1573.0
2706;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Blaricum;2022;1274.0
2707;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Blaricum;2023;1390.0
2708;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Blaricum;2024;1645.0
2709;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bloemendaal;2022;2525.0
2710;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bloemendaal;2023;2835.0
2711;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bloemendaal;2024;2933.0
2712;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bodegraven-Reeuwijk;2022;2869.0
2713;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bodegraven-Reeuwijk;2023;3190.0
2714;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bodegraven-Reeuwijk;2024;3500.0
2715;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boekel;2022;645.0
2716;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boekel;2023;690.0
2717;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boekel;2024;782.0
2718;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borger-Odoorn;2022;857.0
2719;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borger-Odoorn;2023;1056.0
2720;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borger-Odoorn;2024;1188.0
2721;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borne;2022;1291.0
2722;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borne;2023;1652.0
2723;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borne;2024;1724.0
2724;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borsele;2022;1342.0
2725;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borsele;2023;1539.0
2726;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Borsele;2024;1624.0
2727;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boxtel;2022;3360.0
2728;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boxtel;2023;3794.0
2729;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Boxtel;2024;3965.0
2730;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Breda;2022;25652.0
2731;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Breda;2023;27566.0
2732;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Breda;2024;29155.0
2733;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brielle;2022;1470.0
2734;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brielle;2023;
2735;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brielle;2024;
2736;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bronckhorst;2022;1237.0
2737;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bronckhorst;2023;1484.0
2738;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bronckhorst;2024;1565.0
2739;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brummen;2022;1275.0
2740;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brummen;2023;1416.0
2741;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brummen;2024;1504.0
2742;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brunssum;2022;2595.0
2743;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brunssum;2023;2783.0
2744;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Brunssum;2024;2924.0
2745;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunnik;2022;1138.0
2746;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunnik;2023;1343.0
2747;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunnik;2024;1408.0
2748;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunschoten;2022;1720.0
2749;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunschoten;2023;1857.0
2750;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Bunschoten;2024;1915.0
2751;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Buren;2022;1455.0
2752;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Buren;2023;1854.0
2753;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Buren;2024;1956.0
2754;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Capelle aan den IJssel;2022;13721.0
2755;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Capelle aan den IJssel;2023;14595.0
2756;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Capelle aan den IJssel;2024;15411.0
2757;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Castricum;2022;2272.0
2758;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Castricum;2023;2385.0
2759;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Castricum;2024;2366.0
2760;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Coevorden;2022;1866.0
2761;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Coevorden;2023;2107.0
2762;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Coevorden;2024;2285.0
2763;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Cranendonck;2022;2013.0
2764;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Cranendonck;2023;2195.0
2765;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Cranendonck;2024;2282.0
2766;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Culemborg;2022;3537.0
2767;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Culemborg;2023;3722.0
2768;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Culemborg;2024;3818.0
2769;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dalfsen;2022;1120.0
2770;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dalfsen;2023;1447.0
2771;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dalfsen;2024;1626.0
2772;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dantumadiel;2022;550.0
2773;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dantumadiel;2023;733.0
2774;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dantumadiel;2024;741.0
2775;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Delft;2022;27003.0
2776;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Delft;2023;28808.0
2777;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Delft;2024;30681.0
2778;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deurne;2022;2028.0
2779;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deurne;2023;2379.0
2780;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deurne;2024;2581.0
2781;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deventer;2022;12367.0
2782;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deventer;2023;13375.0
2783;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Deventer;2024;13718.0
2784;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Diemen;2022;9787.0
2785;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Diemen;2023;11078.0
2786;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Diemen;2024;11475.0
2787;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dijk en Waard;2022;8862.0
2788;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dijk en Waard;2023;9593.0
2789;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dijk en Waard;2024;10225.0
2790;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dinkelland;2022;1047.0
2791;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dinkelland;2023;1213.0
2792;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dinkelland;2024;1281.0
2793;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doesburg;2022;1193.0
2794;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doesburg;2023;1233.0
2795;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doesburg;2024;1317.0
2796;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doetinchem;2022;4568.0
2797;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doetinchem;2023;5048.0
2798;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Doetinchem;2024;5349.0
2799;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dongen;2022;2076.0
2800;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dongen;2023;2629.0
2801;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dongen;2024;2524.0
2802;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dordrecht;2022;20430.0
2803;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dordrecht;2023;22282.0
2804;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dordrecht;2024;22842.0
2805;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drechterland;2022;1408.0
2806;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drechterland;2023;1720.0
2807;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drechterland;2024;1754.0
2808;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drimmelen;2022;1758.0
2809;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drimmelen;2023;2037.0
2810;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Drimmelen;2024;2158.0
2811;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dronten;2022;5060.0
2812;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dronten;2023;5459.0
2813;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Dronten;2024;5723.0
2814;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Druten;2022;1279.0
2815;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Druten;2023;1502.0
2816;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Druten;2024;1566.0
2817;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Duiven;2022;1896.0
2818;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Duiven;2023;2013.0
2819;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Duiven;2024;2158.0
2820;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Echt-Susteren;2022;2699.0
2821;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Echt-Susteren;2023;2883.0
2822;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Echt-Susteren;2024;3078.0
2823;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Edam-Volendam;2022;1934.0
2824;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Edam-Volendam;2023;2261.0
2825;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Edam-Volendam;2024;2354.0
2826;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ede;2022;10794.0
2827;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ede;2023;11889.0
2828;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ede;2024;12434.0
2829;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemnes;2022;723.0
2830;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemnes;2023;826.0
2831;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemnes;2024;944.0
2832;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemsdelta;2022;4180.0
2833;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemsdelta;2023;4468.0
2834;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eemsdelta;2024;4580.0
2835;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eersel;2022;1249.0
2836;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eersel;2023;1442.0
2837;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eersel;2024;1644.0
2838;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eijsden-Margraten;2022;1773.0
2839;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eijsden-Margraten;2023;1943.0
2840;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eijsden-Margraten;2024;2074.0
2841;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eindhoven;2022;62289.0
2842;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eindhoven;2023;69221.0
2843;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Eindhoven;2024;73431.0
2844;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Elburg;2022;1001.0
2845;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Elburg;2023;1251.0
2846;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Elburg;2024;1292.0
2847;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Emmen;2022;7552.0
2848;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Emmen;2023;8345.0
2849;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Emmen;2024;9090.0
2850;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enkhuizen;2022;1873.0
2851;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enkhuizen;2023;2172.0
2852;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enkhuizen;2024;2279.0
2853;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enschede;2022;28796.0
2854;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enschede;2023;30415.0
2855;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Enschede;2024;31457.0
2856;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Epe;2022;2136.0
2857;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Epe;2023;2344.0
2858;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Epe;2024;2384.0
2859;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ermelo;2022;1867.0
2860;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ermelo;2023;2055.0
2861;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Ermelo;2024;2207.0
2862;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Etten-Leur;2022;4691.0
2863;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Etten-Leur;2023;5063.0
2864;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Etten-Leur;2024;5350.0
2865;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Fryske Marren;2022;2466.0
2866;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Fryske Marren;2023;2935.0
2867;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;De Fryske Marren;2024;3054.0
2868;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geertruidenberg;2022;1337.0
2869;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geertruidenberg;2023;1584.0
2870;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geertruidenberg;2024;1614.0
2871;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geldrop-Mierlo;2022;4143.0
2872;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geldrop-Mierlo;2023;4686.0
2873;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Geldrop-Mierlo;2024;5062.0
2874;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gemert-Bakel;2022;2270.0
2875;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gemert-Bakel;2023;2554.0
2876;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gemert-Bakel;2024;2654.0
2877;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gennep;2022;1252.0
2878;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gennep;2023;1718.0
2879;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gennep;2024;1809.0
2880;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gilze en Rijen;2022;2713.0
2881;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gilze en Rijen;2023;3035.0
2882;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gilze en Rijen;2024;3282.0
2883;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goeree-Overflakkee;2022;2268.0
2884;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goeree-Overflakkee;2023;2706.0
2885;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goeree-Overflakkee;2024;2962.0
2886;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goes;2022;3945.0
2887;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goes;2023;4283.0
2888;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goes;2024;4643.0
2889;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goirle;2022;1426.0
2890;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goirle;2023;1544.0
2891;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Goirle;2024;1669.0
2892;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gooise Meren;2022;7014.0
2893;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gooise Meren;2023;8029.0
2894;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gooise Meren;2024;8367.0
2895;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gorinchem;2022;5339.0
2896;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gorinchem;2023;5957.0
2897;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gorinchem;2024;6150.0
2898;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gouda;2022;10972.0
2899;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gouda;2023;12017.0
2900;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Gouda;2024;12550.0
2901;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;'s-Gravenhage (gemeente);2022;197951.0
2902;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;'s-Gravenhage (gemeente);2023;209844.0
2903;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;'s-Gravenhage (gemeente);2024;215961.0
2904;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Groningen (gemeente);2022;40082.0
2905;Totaal mannen en vrouwen;Totaal;Totaal;Persoon geboren buiten Nederland;Groningen (gemeente);2023;44038.0
