ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
536;Totaal mannen en vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2008;1640;0.87;31;19;0.16
537;Totaal mannen en vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2009;1365;0.71;30;22;0.16
538;Totaal mannen en vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2010;1195;0.62;30;25;0.16
539;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2004;24625;1.57;566;23;0.36
540;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2005;20485;1.28;309;15;0.19
541;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2006;20715;1.28;321;16;0.2
542;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2007;18760;1.14;300;16;0.18
543;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2008;16915;1.0;271;16;0.16
544;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2009;14040;0.81;220;16;0.13
545;Totaal mannen en vrouwen;65 tot 80 jaar;3;Overige gemeenten;2010;13160;0.74;207;16;0.12
546;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2004;46190;2.63;6399;139;3.64
547;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2005;24150;1.35;3783;157;2.12
548;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2006;19760;1.09;3432;174;1.9
549;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2007;19990;1.09;3848;192;2.09
550;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2008;25410;1.35;5407;213;2.88
551;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2009;29585;1.53;6768;229;3.51
552;Totaal mannen en vrouwen;65 tot 80 jaar;4;Nederland;2010;31505;1.6;7550;240;3.84
553;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2004;7670;4.04;1057;138;5.57
554;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2005;3485;1.84;522;150;2.75
555;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2006;2340;1.24;391;167;2.07
556;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2007;1930;1.03;379;196;2.01
557;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2008;2285;1.21;490;214;2.59
558;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2009;3005;1.57;692;230;3.62
559;Totaal mannen en vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2010;3290;1.72;843;256;4.4
560;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2004;38520;2.46;5342;139;3.41
561;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2005;20665;1.3;3261;158;2.04
562;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2006;17420;1.08;3041;175;1.88
563;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2007;18060;1.1;3469;192;2.1
564;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2008;23125;1.37;4918;213;2.91
565;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2009;26580;1.53;6076;229;3.5
566;Totaal mannen en vrouwen;65 tot 80 jaar;4;Overige gemeenten;2010;28215;1.59;6707;238;3.78
567;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2004;8265;0.47;986;119;0.56
568;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2005;9860;0.55;1252;127;0.7
569;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2006;10315;0.57;1353;131;0.75
570;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2007;7825;0.43;1100;141;0.6
571;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2008;5530;0.29;787;142;0.42
572;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2009;4370;0.23;646;148;0.33
573;Totaal mannen en vrouwen;65 tot 80 jaar;5;Nederland;2010;3695;0.19;555;150;0.28
574;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2004;775;0.41;83;107;0.44
575;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2005;1530;0.81;217;142;1.15
576;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2006;1465;0.78;195;133;1.04
577;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2007;1180;0.63;149;126;0.79
578;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2008;795;0.42;104;131;0.55
579;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2009;560;0.29;78;139;0.41
580;Totaal mannen en vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2010;490;0.26;77;157;0.4
581;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2004;7490;0.48;903;121;0.58
582;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2005;8335;0.52;1035;124;0.65
583;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2006;8850;0.55;1158;131;0.72
584;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2007;6650;0.4;951;143;0.58
585;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2008;4740;0.28;683;144;0.4
586;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2009;3805;0.22;568;149;0.33
587;Totaal mannen en vrouwen;65 tot 80 jaar;5;Overige gemeenten;2010;3205;0.18;478;149;0.27
588;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2004;23940;1.36;2573;107;1.46
589;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2005;24715;1.39;2102;85;1.18
590;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2006;24385;1.35;2214;91;1.23
591;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2007;27810;1.51;2763;99;1.5
592;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2008;26880;1.43;2759;103;1.47
593;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2009;25005;1.3;2635;105;1.37
594;Totaal mannen en vrouwen;65 tot 80 jaar;6;Nederland;2010;24860;1.26;2666;107;1.36
595;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2004;2055;1.08;218;106;1.15
596;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2005;2105;1.11;206;98;1.09
597;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2006;2110;1.12;197;93;1.05
598;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2007;2505;1.33;247;98;1.31
599;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2008;2495;1.32;290;116;1.53
600;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2009;2015;1.05;246;122;1.29
601;Totaal mannen en vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2010;1940;1.01;251;129;1.31
602;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2004;21885;1.4;2355;108;1.5
603;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2005;22610;1.42;1896;84;1.19
604;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2006;22275;1.38;2017;91;1.25
605;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2007;25305;1.53;2517;99;1.53
606;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2008;24390;1.44;2470;101;1.46
607;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2009;22990;1.32;2389;104;1.38
608;Totaal mannen en vrouwen;65 tot 80 jaar;6;Overige gemeenten;2010;22920;1.29;2415;105;1.36
609;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2004;42745;2.43;10885;255;6.2
610;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2005;42675;2.39;11431;268;6.41
611;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2006;41880;2.32;12046;288;6.67
612;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2007;34530;1.88;10453;303;5.69
613;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2008;28470;1.52;8833;310;4.7
614;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2009;23955;1.24;7617;318;3.95
615;Totaal mannen en vrouwen;65 tot 80 jaar;7;Nederland;2010;21560;1.1;6904;320;3.51
616;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2004;5530;2.92;1511;273;7.97
617;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2005;4735;2.5;1389;293;7.33
618;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2006;5150;2.73;1568;305;8.32
619;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2007;4400;2.34;1377;313;7.32
620;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2008;3515;1.86;1143;325;6.04
621;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2009;2565;1.34;888;346;4.65
622;Totaal mannen en vrouwen;65 tot 80 jaar;7;4 grote gemeenten;2010;2305;1.2;829;360;4.33
623;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2004;37215;2.37;9374;252;5.98
624;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2005;37935;2.38;10041;265;6.3
625;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2006;36730;2.27;10478;285;6.47
626;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2007;30130;1.83;9076;301;5.5
627;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2008;24955;1.48;7690;308;4.55
628;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2009;21390;1.23;6729;315;3.87
629;Totaal mannen en vrouwen;65 tot 80 jaar;7;Overige gemeenten;2010;19255;1.09;6074;316;3.42
630;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2004;169750;9.66;15323;90;8.72
631;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2005;167570;9.39;18646;111;10.45
632;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2006;167545;9.27;19518;116;10.8
633;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2007;157820;8.59;18951;120;10.32
634;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2008;155075;8.25;18836;121;10.02
635;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2009;153460;7.96;19299;126;10.01
636;Totaal mannen en vrouwen;65 tot 80 jaar;8;Nederland;2010;149760;7.62;19120;128;9.73
637;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2004;22085;11.64;2018;91;10.64
638;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2005;21095;11.13;2479;118;13.08
639;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2006;21360;11.33;2539;119;13.47
640;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2007;19885;10.58;2354;118;12.52
641;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2008;18590;9.82;2189;118;11.57
642;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2009;18310;9.58;2138;117;11.18
643;Totaal mannen en vrouwen;65 tot 80 jaar;8;4 grote gemeenten;2010;18195;9.5;2245;123;11.72
644;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2004;147660;9.42;13305;90;8.49
645;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2005;146475;9.18;16167;110;10.14
646;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2006;146185;9.03;16979;116;10.49
647;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2007;137930;8.37;16597;120;10.07
648;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2008;136490;8.08;16647;122;9.85
649;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2009;135150;7.78;17162;127;9.88
650;Totaal mannen en vrouwen;65 tot 80 jaar;8;Overige gemeenten;2010;131565;7.42;16875;128;9.51
651;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2004;125215;7.13;10443;83;5.94
652;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2005;101640;5.7;7700;76;4.32
653;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2006;97250;5.38;7879;81;4.36
654;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2007;99550;5.42;8207;82;4.47
655;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2008;104135;5.54;9079;87;4.83
656;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2009;105970;5.5;9539;90;4.95
657;Totaal mannen en vrouwen;65 tot 80 jaar;9;Nederland;2010;109790;5.59;10083;92;5.13
658;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2004;16640;8.77;1317;79;6.94
659;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2005;11330;5.98;819;72;4.32
660;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2006;10430;5.53;861;83;4.57
661;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2007;10105;5.37;876;87;4.66
662;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2008;10075;5.33;991;98;5.24
663;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2009;9875;5.16;1022;104;5.35
664;Totaal mannen en vrouwen;65 tot 80 jaar;9;4 grote gemeenten;2010;10105;5.28;1152;114;6.01
665;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2004;108575;6.93;9125;84;5.82
666;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2005;90310;5.66;6881;76;4.31
667;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2006;86820;5.36;7018;81;4.34
668;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2007;89450;5.42;7331;82;4.45
669;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2008;94060;5.57;8088;86;4.79
670;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2009;96095;5.53;8517;89;4.9
671;Totaal mannen en vrouwen;65 tot 80 jaar;9;Overige gemeenten;2010;99685;5.62;8931;90;5.03
672;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2004;101595;5.78;4159;41;2.37
673;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2005;99775;5.59;3535;35;1.98
674;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2006;99270;5.49;3565;36;1.97
675;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2007;90760;4.94;3211;35;1.75
676;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2008;79445;4.23;2511;32;1.34
677;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2009;68740;3.56;2105;31;1.09
678;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Nederland;2010;64470;3.28;1986;31;1.01
679;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2004;10380;5.47;423;41;2.23
680;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2005;10410;5.49;446;43;2.35
681;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2006;10705;5.68;435;41;2.31
682;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2007;9920;5.28;397;40;2.11
683;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2008;8445;4.46;310;37;1.64
684;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2009;6510;3.4;249;38;1.3
685;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;4 grote gemeenten;2010;5930;3.1;237;40;1.24
686;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2004;91215;5.82;3736;41;2.38
687;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2005;89365;5.6;3089;35;1.94
688;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2006;88565;5.47;3130;35;1.93
689;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2007;80840;4.9;2814;35;1.71
690;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2008;71000;4.2;2201;31;1.3
691;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2009;62230;3.58;1857;30;1.07
692;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal verpleging;Overige gemeenten;2010;58540;3.3;1749;30;0.99
693;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2004;248660;38.84;46429;187;72.52
694;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2005;254715;38.9;48247;189;73.69
695;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2006;266270;39.79;51535;194;77.01
696;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2007;273105;40.0;52546;192;76.96
697;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2008;280660;40.01;53299;190;75.98
698;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2009;286550;39.94;55108;192;76.82
699;Totaal mannen en vrouwen;80 jaar of ouder;0;Nederland;2010;291915;39.54;56537;194;76.57
700;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2004;35225;39.11;6352;180;70.54
701;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2005;34650;38.74;6505;188;72.74
702;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2006;35335;39.8;6724;190;75.73
703;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2007;34895;39.66;6480;186;73.66
704;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2008;34110;38.89;6220;182;70.93
705;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2009;33585;38.6;6038;180;69.39
706;Totaal mannen en vrouwen;80 jaar of ouder;0;4 grote gemeenten;2010;32695;37.53;6293;192;72.25
707;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2004;213435;38.79;40077;188;72.84
708;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2005;220065;38.93;41742;190;73.84
709;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2006;230935;39.79;44812;194;77.2
710;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2007;238215;40.05;46066;193;77.45
711;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2008;246550;40.17;47079;191;76.71
712;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2009;252965;40.13;49070;194;77.84
713;Totaal mannen en vrouwen;80 jaar of ouder;0;Overige gemeenten;2010;259220;39.8;50244;194;77.15
714;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2004;61450;9.6;6501;106;10.15
715;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2005;81460;12.44;9339;115;14.26
716;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2006;88655;13.25;10330;117;15.44
717;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2007;91615;13.42;10745;117;15.74
718;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2008;93265;13.3;11082;119;15.8
719;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2009;94670;13.2;11605;123;16.18
720;Totaal mannen en vrouwen;80 jaar of ouder;1;Nederland;2010;92320;12.5;11662;126;15.79
721;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2004;8540;9.49;869;102;9.65
722;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2005;12120;13.55;1427;118;15.96
723;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2006;13205;14.87;1556;118;17.53
724;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2007;13240;15.05;1527;115;17.36
725;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2008;12735;14.52;1456;114;16.61
726;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2009;13110;15.07;1476;113;16.97
727;Totaal mannen en vrouwen;80 jaar of ouder;1;4 grote gemeenten;2010;12295;14.12;1496;122;17.17
728;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2004;52910;9.62;5632;106;10.24
729;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2005;69340;12.27;7912;114;14.0
730;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2006;75450;13.0;8774;116;15.12
731;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2007;78375;13.18;9218;118;15.5
732;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2008;80535;13.12;9626;120;15.68
733;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2009;81560;12.94;10129;124;16.07
734;Totaal mannen en vrouwen;80 jaar of ouder;1;Overige gemeenten;2010;80025;12.29;10166;127;15.61
735;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2004;13840;2.16;4137;299;6.46
736;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2005;13710;2.09;3346;244;5.11
737;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2006;15310;2.29;2879;188;4.3
738;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2007;23445;3.43;3199;136;4.68
739;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2008;34335;4.89;3978;116;5.67
740;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2009;42115;5.87;4731;112;6.59
741;Totaal mannen en vrouwen;80 jaar of ouder;2;Nederland;2010;49705;6.73;5135;103;6.95
742;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2004;1585;1.76;96;61;1.06
743;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2005;1420;1.59;97;68;1.08
744;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2006;1260;1.42;71;56;0.8
745;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2007;1945;2.21;110;56;1.25
746;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2008;2890;3.3;207;71;2.36
747;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2009;3830;4.4;292;76;3.35
748;Totaal mannen en vrouwen;80 jaar of ouder;2;4 grote gemeenten;2010;4320;4.96;410;95;4.71
749;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2004;12255;2.23;4041;330;7.34
750;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2005;12290;2.17;3249;264;5.75
751;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2006;14050;2.42;2808;200;4.84
752;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2007;21500;3.61;3089;144;5.19
753;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2008;31445;5.12;3772;120;6.15
754;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2009;38285;6.07;4439;116;7.04
755;Totaal mannen en vrouwen;80 jaar of ouder;2;Overige gemeenten;2010;45385;6.97;4725;104;7.25
756;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2004;14865;2.32;530;36;0.83
757;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2005;12830;1.96;278;22;0.43
758;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2006;13245;1.98;267;20;0.4
759;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2007;11360;1.66;237;21;0.35
760;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2008;9345;1.33;184;20;0.26
761;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2009;7945;1.11;159;20;0.22
762;Totaal mannen en vrouwen;80 jaar of ouder;3;Nederland;2010;7830;1.06;162;21;0.22
763;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2004;1675;1.86;41;24;0.46
764;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2005;1795;2.01;44;25;0.49
765;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2006;1690;1.9;32;19;0.36
766;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2007;1500;1.7;24;16;0.27
767;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2008;1275;1.45;21;16;0.24
768;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2009;985;1.13;21;21;0.24
769;Totaal mannen en vrouwen;80 jaar of ouder;3;4 grote gemeenten;2010;950;1.09;19;20;0.22
770;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2004;13190;2.4;489;37;0.89
771;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2005;11035;1.95;234;21;0.41
772;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2006;11555;1.99;235;20;0.41
773;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2007;9865;1.66;213;22;0.36
774;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2008;8070;1.32;164;20;0.27
775;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2009;6960;1.1;138;20;0.22
776;Totaal mannen en vrouwen;80 jaar of ouder;3;Overige gemeenten;2010;6880;1.06;143;21;0.22
777;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2004;46495;7.26;7509;161;11.73
778;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2005;30920;4.72;5748;186;8.78
779;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2006;28885;4.32;5816;201;8.69
780;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2007;33480;4.9;7209;215;10.56
781;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2008;48270;6.88;11563;240;16.48
782;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2009;60285;8.4;15753;261;21.96
783;Totaal mannen en vrouwen;80 jaar of ouder;4;Nederland;2010;66190;8.96;18328;277;24.82
