ID;Geslacht;TypeZelfstandige;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
2099;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2021;29.6
2100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G-N Commerciële dienstverlening;2022;30.4
2101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2012;9.7
2102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2013;10.5
2103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2014;10.2
2104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2015;10.7
2105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2016;10.8
2106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2017;11.0
2107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2018;11.1
2108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2019;12.2
2109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2020;14.5
2110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2021;13.7
2111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M-N Zakelijke dienstverlening;2022;14.4
2112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2012;14.9
2113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2013;16.7
2114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2014;16.9
2115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2015;21.0
2116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2016;19.2
2117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2017;17.9
2118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2018;16.7
2119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2019;16.7
2120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2020;20.1
2121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2021;16.3
2122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-Q Overheid en zorg;2022;16.4
2123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2012;18.2
2124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2013;20.2
2125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2014;20.3
2126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2015;24.5
2127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2016;22.9
2128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2017;21.6
2129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2018;20.5
2130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2019;20.8
2131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2020;25.9
2132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2021;21.4
2133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O-U Niet-commerciële dienstverlening;2022;21.2
2134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2012;3.3
2135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2013;3.6
2136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2014;3.4
2137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2015;3.5
2138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2016;3.7
2139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2017;3.6
2140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2018;3.9
2141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2019;4.2
2142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2020;5.7
2143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2021;5.1
2144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;R-U Cultuur, recreatie, overige diensten;2022;4.8
2145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2012;2.1
2146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2013;2.0
2147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2014;1.7
2148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2015;1.7
2149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2016;1.5
2150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2017;1.5
2151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2018;1.5
2152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2019;1.5
2153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2020;1.6
2154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2021;1.6
2155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;A Landbouw, bosbouw en visserij;2022;1.9
2156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2012;0.0
2157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2013;0.0
2158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2014;0.0
2159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2015;0.0
2160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2016;0.0
2161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2017;0.0
2162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2018;0.0
2163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2019;0.0
2164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2020;0.0
2165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2021;0.0
2166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;B Delfstoffenwinning;2022;0.0
2167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2012;1.6
2168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2013;1.6
2169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2014;1.4
2170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2015;1.4
2171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2016;1.4
2172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2017;1.4
2173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2018;1.3
2174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2019;1.5
2175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2020;1.7
2176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2021;1.5
2177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;C Industrie;2022;1.6
2178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2012;0.0
2179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2013;0.0
2180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2014;0.0
2181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2015;0.1
2182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2016;0.1
2183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2017;0.0
2184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2018;0.0
2185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2019;0.0
2186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2020;0.7
2187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2021;0.4
2188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;D Energievoorziening;2022;0.7
2189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2012;0.0
2190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2013;0.0
2191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2014;0.0
2192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2015;0.0
2193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2016;0.1
2194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2017;0.0
2195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2018;0.0
2196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2019;0.0
2197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2020;0.0
2198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2021;0.0
2199;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;E Waterbedrijven en afvalbeheer;2022;0.0
2200;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2012;3.4
2201;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2013;3.9
2202;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2014;3.3
2203;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2015;3.1
2204;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2016;3.1
2205;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2017;3.2
2206;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2018;3.1
2207;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2019;3.3
2208;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2020;3.9
2209;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2021;3.8
2210;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;F Bouwnijverheid;2022;4.5
2211;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2012;7.2
2212;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2013;7.6
2213;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2014;7.0
2214;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2015;6.7
2215;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2016;6.9
2216;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2017;6.4
2217;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2018;6.5
2218;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2019;6.8
2219;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2020;7.2
2220;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2021;6.5
2221;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;G Handel;2022;6.8
2222;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2012;2.1
2223;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2013;2.9
2224;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2014;1.8
2225;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2015;1.7
2226;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2016;1.6
2227;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2017;1.6
2228;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2018;2.2
2229;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2019;1.4
2230;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2020;1.4
2231;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2021;1.4
2232;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;H Vervoer en opslag;2022;1.3
2233;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2012;2.2
2234;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2013;2.3
2235;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2014;2.2
2236;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2015;2.3
2237;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2016;2.3
2238;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2017;2.4
2239;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2018;2.3
2240;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2019;2.5
2241;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2020;2.8
2242;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2021;2.7
2243;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;I Horeca;2022;2.7
2244;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2012;1.8
2245;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2013;1.9
2246;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2014;1.8
2247;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2015;1.8
2248;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2016;2.2
2249;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2017;2.2
2250;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2018;2.1
2251;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2019;2.1
2252;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2020;2.5
2253;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2021;2.6
2254;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;J Informatie en communicatie;2022;2.8
2255;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2012;2.8
2256;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2013;3.0
2257;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2014;2.7
2258;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2015;3.7
2259;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2016;2.4
2260;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2017;2.5
2261;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2018;2.3
2262;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2019;2.2
2263;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2020;2.3
2264;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2021;2.1
2265;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;K Financiële dienstverlening;2022;1.8
2266;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2012;0.7
2267;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2013;0.7
2268;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2014;0.6
2269;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2015;0.5
2270;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2016;0.5
2271;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2017;0.4
2272;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2018;0.4
2273;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2019;0.5
2274;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2020;0.7
2275;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2021;0.6
2276;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;L Verhuur en handel van onroerend goed;2022;0.6
2277;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2012;7.2
2278;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2013;8.0
2279;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2014;7.4
2280;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2015;7.8
2281;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2016;8.1
2282;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2017;8.3
2283;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2018;8.2
2284;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2019;8.9
2285;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2020;11.0
2286;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2021;10.0
2287;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;M Specialistische zakelijke diensten;2022;9.9
2288;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2012;2.5
2289;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2013;2.5
2290;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2014;2.8
2291;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2015;2.9
2292;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2016;2.6
2293;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2017;2.7
2294;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2018;2.9
2295;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2019;3.3
2296;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2020;3.4
2297;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2021;3.8
2298;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;N Verhuur en overige zakelijke diensten;2022;4.5
2299;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 45 tot 65 jaar;O Openbaar bestuur en overheidsdiensten;2012;1.5
