ID;Geslacht;Persoonskenmerken;Arbeidsmarktpositie;LevenLangLeren;Perioden;Bevolking15Tot75Jaar_1
590;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2004;1418
591;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2005;1447
592;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2006;1474
593;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2007;1494
594;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2008;1527
595;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2009;1546
596;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2010;1574
597;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2011;1585
598;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2012;1588
599;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2013;1591
600;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2014;1610
601;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2015;1633
602;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2016;1648
603;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2017;1682
604;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2018;1675
605;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2019;1682
606;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2020;1697
607;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang leren;2021;1624
608;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2003;1311
609;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2004;1346
610;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2005;1384
611;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2006;1409
612;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2007;1429
613;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2008;1457
614;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2009;1477
615;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2010;1512
616;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2011;1521
617;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2012;1521
618;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2013;1512
619;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2014;1539
620;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2015;1553
621;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2016;1573
622;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2017;1601
623;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2018;1603
624;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2019;1603
625;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2020;1620
626;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2021;1530
627;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2003;98
628;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2004;72
629;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2005;63
630;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2006;65
631;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2007;66
632;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2008;70
633;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2009;69
634;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2010;62
635;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2011;64
636;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2012;67
637;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2013;79
638;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2014;71
639;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2015;80
640;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2016;76
641;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2017;81
642;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2018;73
643;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2019;78
644;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2020;77
645;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2021;94
646;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2003;610
647;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2004;583
648;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2005;553
649;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2006;535
650;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2007;528
651;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2008;521
652;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2009;520
653;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2010;495
654;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2011;489
655;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2012;502
656;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2013;528
657;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2014;506
658;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2015;496
659;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2016;493
660;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2017;486
661;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2018;498
662;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2019;511
663;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2020;505
664;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2021;591
665;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2003;512
666;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2004;511
667;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2005;490
668;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2006;471
669;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2007;463
670;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2008;451
671;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2009;451
672;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2010;433
673;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2011;426
674;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2012;435
675;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2013;449
676;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2014;435
677;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2015;416
678;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2016;417
679;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2017;405
680;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2018;425
681;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2019;433
682;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2020;428
683;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang leren;2021;496
684;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2003;1326
685;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2004;1300
686;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2005;1304
687;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2006;1306
688;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2007;1362
689;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2008;1391
690;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2009;1399
691;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2010;1370
692;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2011;1369
693;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2012;1400
694;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2013;1411
695;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2014;1378
696;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2015;1402
697;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2016;1408
698;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2017;1427
699;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2018;1447
700;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2019;1480
701;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2020;1461
702;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Totaal;2021;1676
703;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2003;884
704;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2004;854
705;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2005;878
706;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2006;895
707;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2007;955
708;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2008;996
709;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2009;1008
710;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2010;994
711;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2011;995
712;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2012;1022
713;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2013;1027
714;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2014;1012
715;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2015;1046
716;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2016;1052
717;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2017;1081
718;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2018;1089
719;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2019;1115
720;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2020;1101
721;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Deelname leven lang leren;2021;1253
722;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2003;800
723;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2004;790
724;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2005;821
725;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2006;838
726;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2007;896
727;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2008;932
728;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2009;947
729;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2010;940
730;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2011;941
731;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2012;965
732;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2013;962
733;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2014;954
734;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2015;980
735;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2016;989
736;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2017;1017
737;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2018;1028
738;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2019;1050
739;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2020;1038
740;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt formeel onderwijs;2021;1167
741;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2003;84
742;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2004;64
743;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2005;57
744;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2006;57
745;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2007;60
746;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2008;64
747;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2009;61
748;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2010;54
749;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2011;54
750;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2012;56
751;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2013;65
752;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2014;58
753;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2015;67
754;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2016;63
755;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2017;63
756;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2018;61
757;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2019;65
758;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2020;64
759;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2021;86
760;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2003;526
761;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2004;511
762;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2005;483
763;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2006;468
764;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2007;466
765;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2008;459
766;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2009;451
767;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2010;430
768;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2011;427
769;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2012;435
770;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2013;450
771;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2014;424
772;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2015;423
773;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2016;419
774;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2017;409
775;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2018;419
776;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2019;430
777;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2020;423
778;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2021;509
779;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2003;442
780;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2004;446
781;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2005;426
782;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2006;411
783;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2007;407
784;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2008;395
785;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2009;390
786;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2010;376
787;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2011;373
788;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2012;378
789;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2013;385
790;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2014;366
791;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2015;356
792;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2016;357
793;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2017;346
794;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2018;358
795;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2019;366
796;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2020;359
797;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;Beroepsbevolking;Geen deelname leven lang leren;2021;423
