ID;Geslacht;Niveau;Leerweg;Sectorkamer;Persoonskenmerken;MaatschappelijkePositie1JaarEerder;Perioden;InstromersTotaal_1
2438;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onderwijsvolgend;2020/'21;130
2439;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onderwijsvolgend;2021/'22;450
2440;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onderwijsvolgend;2022/'23;250
2441;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onderwijsvolgend;2023/'24;170
2442;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2018/'19;10
2443;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2019/'20;10
2444;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2020/'21;0
2445;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2021/'22;10
2446;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2022/'23;0
2447;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Speciale scholen: vso;2023/'24;0
2448;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2018/'19;0
2449;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2019/'20;0
2450;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2020/'21;0
2451;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2021/'22;0
2452;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2022/'23;0
2453;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Praktijkonderwijs;2023/'24;0
2454;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2018/'19;0
2455;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2019/'20;0
2456;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2020/'21;0
2457;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2021/'22;0
2458;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2022/'23;0
2459;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vo algemene leerjaren 1-3;2023/'24;0
2460;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2018/'19;40
2461;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2019/'20;60
2462;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2020/'21;30
2463;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2021/'22;100
2464;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2022/'23;60
2465;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-b/k 3-4 totaal;2023/'24;50
2466;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2018/'19;70
2467;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2019/'20;80
2468;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2020/'21;90
2469;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2021/'22;280
2470;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2022/'23;140
2471;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vmbo-g/t  3-4;2023/'24;90
2472;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2018/'19;20
2473;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2019/'20;10
2474;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2020/'21;10
2475;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2021/'22;50
2476;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2022/'23;40
2477;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Havo 3-5/vwo 3-6;2023/'24;30
2478;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2018/'19;0
2479;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2019/'20;0
2480;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2020/'21;0
2481;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2021/'22;10
2482;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2022/'23;0
2483;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Vavo;2023/'24;0
2484;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2018/'19;0
2485;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2019/'20;0
2486;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2020/'21;0
2487;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2021/'22;10
2488;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2022/'23;0
2489;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Hoger onderwijs;2023/'24;0
2490;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2018/'19;20
2491;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2019/'20;20
2492;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2020/'21;20
2493;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2021/'22;40
2494;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2022/'23;10
2495;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Geen onderwijs;2023/'24;20
2496;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2018/'19;10
2497;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2019/'20;10
2498;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2020/'21;20
2499;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2021/'22;20
2500;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2022/'23;0
2501;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, zonder uitkering;2023/'24;10
2502;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2018/'19;0
2503;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2019/'20;0
2504;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2020/'21;0
2505;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2021/'22;0
2506;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2022/'23;0
2507;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Zonder werk, met uitkering;2023/'24;0
2508;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2018/'19;0
2509;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2019/'20;0
2510;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2020/'21;0
2511;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2021/'22;0
2512;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2022/'23;0
2513;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Met werk, met uitkering;2023/'24;0
2514;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2018/'19;10
2515;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2019/'20;10
2516;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2020/'21;0
2517;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2021/'22;20
2518;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2022/'23;0
2519;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Totaal;Onbekend;2023/'24;10
2520;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2018/'19;140
2521;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2019/'20;170
2522;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2020/'21;140
2523;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2021/'22;460
2524;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2022/'23;240
2525;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Totaal instromers;2023/'24;180
2526;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2018/'19;130
2527;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2019/'20;150
2528;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2020/'21;120
2529;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2021/'22;430
2530;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2022/'23;240
2531;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Onderwijsvolgend;2023/'24;160
2532;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2018/'19;10
2533;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2019/'20;10
2534;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2020/'21;0
2535;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2021/'22;10
2536;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2022/'23;0
2537;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Speciale scholen: vso;2023/'24;0
2538;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2018/'19;0
2539;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2019/'20;0
2540;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2020/'21;0
2541;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2021/'22;0
2542;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2022/'23;0
2543;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Praktijkonderwijs;2023/'24;0
2544;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2018/'19;0
2545;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2019/'20;0
2546;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2020/'21;0
2547;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2021/'22;0
2548;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2022/'23;0
2549;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vo algemene leerjaren 1-3;2023/'24;0
2550;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2018/'19;40
2551;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2019/'20;60
2552;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2020/'21;20
2553;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2021/'22;90
2554;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2022/'23;60
2555;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-b/k 3-4 totaal;2023/'24;50
2556;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2018/'19;60
2557;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2019/'20;70
2558;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2020/'21;80
2559;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2021/'22;270
2560;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2022/'23;130
2561;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vmbo-g/t  3-4;2023/'24;90
2562;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2018/'19;20
2563;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2019/'20;10
2564;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2020/'21;10
2565;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2021/'22;50
2566;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2022/'23;40
2567;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Havo 3-5/vwo 3-6;2023/'24;20
2568;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2018/'19;0
2569;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2019/'20;0
2570;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2020/'21;0
2571;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2021/'22;10
2572;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2022/'23;0
2573;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Vavo;2023/'24;0
2574;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2018/'19;0
2575;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2019/'20;0
2576;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2020/'21;0
2577;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2021/'22;10
2578;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2022/'23;0
2579;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Hoger onderwijs;2023/'24;0
2580;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Niet gespecificeerd naar sectorkamer;Geboren in Nederland;Geen onderwijs;2018/'19;10
