ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
701;Totaal mannen en vrouwen;50 jaar;2021780;Bovengrens 95%-interval;2019/2022;32.0;19.1;23.0;27.5;15.2
702;Totaal mannen en vrouwen;50 jaar;2021790;Waarde;2017/2020;33.9;22.3;25.5;30.6;18.3
703;Totaal mannen en vrouwen;50 jaar;2021790;Waarde;2019/2022;33.8;22.8;26.3;30.1;18.1
704;Totaal mannen en vrouwen;50 jaar;2021790;Ondergrens 95%-interval;2017/2020;33.9;21.7;25.0;30.2;17.7
705;Totaal mannen en vrouwen;50 jaar;2021790;Ondergrens 95%-interval;2019/2022;33.8;22.2;25.8;29.7;17.5
706;Totaal mannen en vrouwen;50 jaar;2021790;Bovengrens 95%-interval;2017/2020;33.9;22.9;26.0;31.0;18.9
707;Totaal mannen en vrouwen;50 jaar;2021790;Bovengrens 95%-interval;2019/2022;33.8;23.4;26.8;30.5;18.7
708;Totaal mannen en vrouwen;50 jaar;2021800;Waarde;2017/2020;35.0;24.3;28.0;31.7;19.9
709;Totaal mannen en vrouwen;50 jaar;2021800;Waarde;2019/2022;35.0;24.7;28.7;31.6;20.1
710;Totaal mannen en vrouwen;50 jaar;2021800;Ondergrens 95%-interval;2017/2020;35.0;23.7;27.5;31.3;19.3
711;Totaal mannen en vrouwen;50 jaar;2021800;Ondergrens 95%-interval;2019/2022;35.0;24.1;28.2;31.2;19.5
712;Totaal mannen en vrouwen;50 jaar;2021800;Bovengrens 95%-interval;2017/2020;35.0;24.8;28.4;32.1;20.5
713;Totaal mannen en vrouwen;50 jaar;2021800;Bovengrens 95%-interval;2019/2022;35.0;25.3;29.2;31.9;20.7
714;Totaal mannen en vrouwen;50 jaar;2021810;Waarde;2017/2020;35.9;27.8;31.0;33.3;22.9
715;Totaal mannen en vrouwen;50 jaar;2021810;Waarde;2019/2022;36.0;27.9;31.0;33.3;22.7
716;Totaal mannen en vrouwen;50 jaar;2021810;Ondergrens 95%-interval;2017/2020;35.8;27.3;30.5;33.0;22.3
717;Totaal mannen en vrouwen;50 jaar;2021810;Ondergrens 95%-interval;2019/2022;35.9;27.4;30.6;32.9;21.9
718;Totaal mannen en vrouwen;50 jaar;2021810;Bovengrens 95%-interval;2017/2020;35.9;28.3;31.4;33.6;23.4
719;Totaal mannen en vrouwen;50 jaar;2021810;Bovengrens 95%-interval;2019/2022;36.0;28.4;31.5;33.6;23.4
720;Totaal mannen en vrouwen;55 jaar;1014752;Waarde;2017/2020;25.4;12.0;15.1;19.5;12.0
721;Totaal mannen en vrouwen;55 jaar;1014752;Waarde;2019/2022;25.1;12.2;14.9;19.5;18.8
722;Totaal mannen en vrouwen;55 jaar;1014752;Ondergrens 95%-interval;2017/2020;25.3;11.4;14.5;19.0;11.4
723;Totaal mannen en vrouwen;55 jaar;1014752;Ondergrens 95%-interval;2019/2022;25.0;11.6;14.3;19.0;17.7
724;Totaal mannen en vrouwen;55 jaar;1014752;Bovengrens 95%-interval;2017/2020;25.4;12.6;15.7;20.0;12.6
725;Totaal mannen en vrouwen;55 jaar;1014752;Bovengrens 95%-interval;2019/2022;25.1;12.8;15.5;20.0;20.0
726;Totaal mannen en vrouwen;55 jaar;1014753;Waarde;2017/2020;28.2;15.6;18.6;24.0;12.2
727;Totaal mannen en vrouwen;55 jaar;1014753;Waarde;2019/2022;28.1;16.3;19.4;24.1;12.0
728;Totaal mannen en vrouwen;55 jaar;1014753;Ondergrens 95%-interval;2017/2020;28.2;15.1;18.2;23.7;11.7
729;Totaal mannen en vrouwen;55 jaar;1014753;Ondergrens 95%-interval;2019/2022;28.1;15.8;18.9;23.7;11.5
730;Totaal mannen en vrouwen;55 jaar;1014753;Bovengrens 95%-interval;2017/2020;28.2;16.1;19.1;24.4;12.7
731;Totaal mannen en vrouwen;55 jaar;1014753;Bovengrens 95%-interval;2019/2022;28.1;16.9;19.9;24.5;12.6
732;Totaal mannen en vrouwen;55 jaar;1014754;Waarde;2017/2020;29.5;19.2;21.8;26.6;15.2
733;Totaal mannen en vrouwen;55 jaar;1014754;Waarde;2019/2022;29.5;19.5;22.4;26.3;15.1
734;Totaal mannen en vrouwen;55 jaar;1014754;Ondergrens 95%-interval;2017/2020;29.5;18.6;21.3;26.2;14.7
735;Totaal mannen en vrouwen;55 jaar;1014754;Ondergrens 95%-interval;2019/2022;29.5;18.9;21.9;25.9;14.5
736;Totaal mannen en vrouwen;55 jaar;1014754;Bovengrens 95%-interval;2017/2020;29.5;19.7;22.3;27.0;15.8
737;Totaal mannen en vrouwen;55 jaar;1014754;Bovengrens 95%-interval;2019/2022;29.5;20.0;22.9;26.6;15.6
738;Totaal mannen en vrouwen;55 jaar;1014755;Waarde;2017/2020;30.3;21.1;24.5;27.4;16.8
739;Totaal mannen en vrouwen;55 jaar;1014755;Waarde;2019/2022;30.4;21.3;25.3;27.5;16.7
740;Totaal mannen en vrouwen;55 jaar;1014755;Ondergrens 95%-interval;2017/2020;30.3;20.5;24.0;27.0;16.2
741;Totaal mannen en vrouwen;55 jaar;1014755;Ondergrens 95%-interval;2019/2022;30.4;20.8;24.8;27.1;16.1
742;Totaal mannen en vrouwen;55 jaar;1014755;Bovengrens 95%-interval;2017/2020;30.3;21.6;25.1;27.8;17.4
743;Totaal mannen en vrouwen;55 jaar;1014755;Bovengrens 95%-interval;2019/2022;30.5;21.9;25.8;27.9;17.3
744;Totaal mannen en vrouwen;55 jaar;1014756;Waarde;2017/2020;30.6;23.4;25.9;28.6;19.0
745;Totaal mannen en vrouwen;55 jaar;1014756;Waarde;2019/2022;30.6;23.5;25.9;28.5;18.8
746;Totaal mannen en vrouwen;55 jaar;1014756;Ondergrens 95%-interval;2017/2020;30.6;22.8;25.3;28.3;18.3
747;Totaal mannen en vrouwen;55 jaar;1014756;Ondergrens 95%-interval;2019/2022;30.6;22.9;25.3;28.1;18.1
748;Totaal mannen en vrouwen;55 jaar;1014756;Bovengrens 95%-interval;2017/2020;30.6;24.0;26.4;29.0;19.6
749;Totaal mannen en vrouwen;55 jaar;1014756;Bovengrens 95%-interval;2019/2022;30.7;24.2;26.5;28.9;19.4
750;Totaal mannen en vrouwen;55 jaar;2021770;Waarde;2017/2020;25.0;11.0;14.0;18.8;8.6
751;Totaal mannen en vrouwen;55 jaar;2021770;Waarde;2019/2022;24.8;11.0;13.7;18.7;9.6
752;Totaal mannen en vrouwen;55 jaar;2021770;Ondergrens 95%-interval;2017/2020;25.0;10.3;13.3;18.2;7.9
753;Totaal mannen en vrouwen;55 jaar;2021770;Ondergrens 95%-interval;2019/2022;24.7;10.3;13.1;18.2;9.0
754;Totaal mannen en vrouwen;55 jaar;2021770;Bovengrens 95%-interval;2017/2020;25.0;11.6;14.6;19.4;9.2
755;Totaal mannen en vrouwen;55 jaar;2021770;Bovengrens 95%-interval;2019/2022;24.8;11.6;14.4;19.3;10.2
756;Totaal mannen en vrouwen;55 jaar;2021780;Waarde;2017/2020;27.7;14.9;18.0;23.4;11.7
757;Totaal mannen en vrouwen;55 jaar;2021780;Waarde;2019/2022;27.5;15.5;18.7;23.4;11.8
758;Totaal mannen en vrouwen;55 jaar;2021780;Ondergrens 95%-interval;2017/2020;27.7;14.4;17.6;23.0;11.2
759;Totaal mannen en vrouwen;55 jaar;2021780;Ondergrens 95%-interval;2019/2022;27.5;15.0;18.2;23.0;11.3
760;Totaal mannen en vrouwen;55 jaar;2021780;Bovengrens 95%-interval;2017/2020;27.7;15.5;18.5;23.8;12.3
761;Totaal mannen en vrouwen;55 jaar;2021780;Bovengrens 95%-interval;2019/2022;27.5;16.1;19.2;23.8;12.3
762;Totaal mannen en vrouwen;55 jaar;2021790;Waarde;2017/2020;29.3;18.8;21.3;26.4;15.0
763;Totaal mannen en vrouwen;55 jaar;2021790;Waarde;2019/2022;29.2;19.2;22.2;26.2;15.0
764;Totaal mannen en vrouwen;55 jaar;2021790;Ondergrens 95%-interval;2017/2020;29.3;18.2;20.8;26.1;14.5
765;Totaal mannen en vrouwen;55 jaar;2021790;Ondergrens 95%-interval;2019/2022;29.2;18.7;21.7;25.8;14.4
766;Totaal mannen en vrouwen;55 jaar;2021790;Bovengrens 95%-interval;2017/2020;29.3;19.4;21.8;26.8;15.6
767;Totaal mannen en vrouwen;55 jaar;2021790;Bovengrens 95%-interval;2019/2022;29.2;19.8;22.7;26.5;15.5
768;Totaal mannen en vrouwen;55 jaar;2021800;Waarde;2017/2020;30.3;20.5;23.5;27.4;16.5
769;Totaal mannen en vrouwen;55 jaar;2021800;Waarde;2019/2022;30.3;20.9;24.4;27.3;16.7
770;Totaal mannen en vrouwen;55 jaar;2021800;Ondergrens 95%-interval;2017/2020;30.2;19.9;23.1;27.1;15.9
771;Totaal mannen en vrouwen;55 jaar;2021800;Ondergrens 95%-interval;2019/2022;30.3;20.4;23.9;26.9;16.1
772;Totaal mannen en vrouwen;55 jaar;2021800;Bovengrens 95%-interval;2017/2020;30.3;21.1;24.0;27.8;17.0
773;Totaal mannen en vrouwen;55 jaar;2021800;Bovengrens 95%-interval;2019/2022;30.3;21.5;24.9;27.7;17.2
774;Totaal mannen en vrouwen;55 jaar;2021810;Waarde;2017/2020;31.1;23.6;26.3;28.8;19.1
775;Totaal mannen en vrouwen;55 jaar;2021810;Waarde;2019/2022;31.2;23.8;26.4;28.8;19.0
776;Totaal mannen en vrouwen;55 jaar;2021810;Ondergrens 95%-interval;2017/2020;31.0;23.1;25.9;28.5;18.6
777;Totaal mannen en vrouwen;55 jaar;2021810;Ondergrens 95%-interval;2019/2022;31.2;23.3;26.0;28.4;18.3
778;Totaal mannen en vrouwen;55 jaar;2021810;Bovengrens 95%-interval;2017/2020;31.1;24.1;26.8;29.1;19.6
779;Totaal mannen en vrouwen;55 jaar;2021810;Bovengrens 95%-interval;2019/2022;31.2;24.3;26.9;29.1;19.7
780;Totaal mannen en vrouwen;60 jaar;1014752;Waarde;2017/2020;21.5;10.5;12.7;17.1;10.5
781;Totaal mannen en vrouwen;60 jaar;1014752;Waarde;2019/2022;21.2;10.5;12.5;17.2;15.4
782;Totaal mannen en vrouwen;60 jaar;1014752;Ondergrens 95%-interval;2017/2020;21.4;9.8;12.1;16.6;9.8
783;Totaal mannen en vrouwen;60 jaar;1014752;Ondergrens 95%-interval;2019/2022;21.2;9.9;12.0;16.7;14.3
784;Totaal mannen en vrouwen;60 jaar;1014752;Bovengrens 95%-interval;2017/2020;21.5;11.1;13.3;17.6;11.1
785;Totaal mannen en vrouwen;60 jaar;1014752;Bovengrens 95%-interval;2019/2022;21.2;11.0;13.1;17.6;16.5
786;Totaal mannen en vrouwen;60 jaar;1014753;Waarde;2017/2020;24.0;13.2;15.5;20.7;10.2
787;Totaal mannen en vrouwen;60 jaar;1014753;Waarde;2019/2022;23.8;13.8;16.0;20.7;10.1
788;Totaal mannen en vrouwen;60 jaar;1014753;Ondergrens 95%-interval;2017/2020;24.0;12.7;15.1;20.4;9.7
789;Totaal mannen en vrouwen;60 jaar;1014753;Ondergrens 95%-interval;2019/2022;23.8;13.3;15.6;20.4;9.7
790;Totaal mannen en vrouwen;60 jaar;1014753;Bovengrens 95%-interval;2017/2020;24.0;13.6;15.9;21.0;10.6
791;Totaal mannen en vrouwen;60 jaar;1014753;Bovengrens 95%-interval;2019/2022;23.8;14.2;16.4;21.0;10.6
792;Totaal mannen en vrouwen;60 jaar;1014754;Waarde;2017/2020;25.1;16.2;17.9;22.9;12.5
793;Totaal mannen en vrouwen;60 jaar;1014754;Waarde;2019/2022;25.0;16.4;18.5;22.4;12.3
794;Totaal mannen en vrouwen;60 jaar;1014754;Ondergrens 95%-interval;2017/2020;25.1;15.6;17.4;22.5;12.0
795;Totaal mannen en vrouwen;60 jaar;1014754;Ondergrens 95%-interval;2019/2022;25.0;15.8;18.0;22.0;11.8
796;Totaal mannen en vrouwen;60 jaar;1014754;Bovengrens 95%-interval;2017/2020;25.1;16.7;18.4;23.2;13.1
797;Totaal mannen en vrouwen;60 jaar;1014754;Bovengrens 95%-interval;2019/2022;25.0;16.9;19.0;22.8;12.8
798;Totaal mannen en vrouwen;60 jaar;1014755;Waarde;2017/2020;25.8;17.5;20.4;23.3;13.7
799;Totaal mannen en vrouwen;60 jaar;1014755;Waarde;2019/2022;25.9;17.6;21.1;23.4;13.6
800;Totaal mannen en vrouwen;60 jaar;1014755;Ondergrens 95%-interval;2017/2020;25.7;16.9;19.8;22.9;13.1
801;Totaal mannen en vrouwen;60 jaar;1014755;Ondergrens 95%-interval;2019/2022;25.8;17.0;20.6;23.0;13.1
802;Totaal mannen en vrouwen;60 jaar;1014755;Bovengrens 95%-interval;2017/2020;25.8;18.1;20.9;23.7;14.3
803;Totaal mannen en vrouwen;60 jaar;1014755;Bovengrens 95%-interval;2019/2022;25.9;18.1;21.5;23.8;14.2
804;Totaal mannen en vrouwen;60 jaar;1014756;Waarde;2017/2020;25.9;19.5;21.5;24.3;15.5
805;Totaal mannen en vrouwen;60 jaar;1014756;Waarde;2019/2022;26.0;19.6;21.5;24.1;15.3
806;Totaal mannen en vrouwen;60 jaar;1014756;Ondergrens 95%-interval;2017/2020;25.9;18.9;20.9;23.9;14.9
807;Totaal mannen en vrouwen;60 jaar;1014756;Ondergrens 95%-interval;2019/2022;25.9;19.0;21.0;23.8;14.6
808;Totaal mannen en vrouwen;60 jaar;1014756;Bovengrens 95%-interval;2017/2020;25.9;20.1;22.0;24.6;16.2
809;Totaal mannen en vrouwen;60 jaar;1014756;Bovengrens 95%-interval;2019/2022;26.0;20.3;22.1;24.5;15.9
810;Totaal mannen en vrouwen;60 jaar;2021770;Waarde;2017/2020;21.2;9.7;11.9;16.6;7.5
811;Totaal mannen en vrouwen;60 jaar;2021770;Waarde;2019/2022;20.9;9.5;11.7;16.7;8.4
812;Totaal mannen en vrouwen;60 jaar;2021770;Ondergrens 95%-interval;2017/2020;21.2;9.0;11.3;16.1;6.9
813;Totaal mannen en vrouwen;60 jaar;2021770;Ondergrens 95%-interval;2019/2022;20.9;8.9;11.1;16.2;7.8
814;Totaal mannen en vrouwen;60 jaar;2021770;Bovengrens 95%-interval;2017/2020;21.2;10.3;12.5;17.1;8.1
815;Totaal mannen en vrouwen;60 jaar;2021770;Bovengrens 95%-interval;2019/2022;21.0;10.0;12.2;17.1;8.9
816;Totaal mannen en vrouwen;60 jaar;2021780;Waarde;2017/2020;23.5;12.5;14.7;20.1;9.6
817;Totaal mannen en vrouwen;60 jaar;2021780;Waarde;2019/2022;23.2;13.1;15.3;20.1;9.9
818;Totaal mannen en vrouwen;60 jaar;2021780;Ondergrens 95%-interval;2017/2020;23.4;12.0;14.3;19.8;9.1
819;Totaal mannen en vrouwen;60 jaar;2021780;Ondergrens 95%-interval;2019/2022;23.2;12.7;14.8;19.7;9.5
820;Totaal mannen en vrouwen;60 jaar;2021780;Bovengrens 95%-interval;2017/2020;23.5;13.0;15.2;20.5;10.1
821;Totaal mannen en vrouwen;60 jaar;2021780;Bovengrens 95%-interval;2019/2022;23.2;13.6;15.7;20.4;10.4
822;Totaal mannen en vrouwen;60 jaar;2021790;Waarde;2017/2020;24.9;15.8;17.5;22.6;12.3
823;Totaal mannen en vrouwen;60 jaar;2021790;Waarde;2019/2022;24.8;15.9;18.3;22.2;12.2
824;Totaal mannen en vrouwen;60 jaar;2021790;Ondergrens 95%-interval;2017/2020;24.8;15.2;17.0;22.2;11.8
825;Totaal mannen en vrouwen;60 jaar;2021790;Ondergrens 95%-interval;2019/2022;24.7;15.4;17.8;21.9;11.7
826;Totaal mannen en vrouwen;60 jaar;2021790;Bovengrens 95%-interval;2017/2020;24.9;16.4;18.0;22.9;12.9
827;Totaal mannen en vrouwen;60 jaar;2021790;Bovengrens 95%-interval;2019/2022;24.8;16.5;18.8;22.6;12.7
828;Totaal mannen en vrouwen;60 jaar;2021800;Waarde;2017/2020;25.7;16.9;19.3;23.4;13.5
829;Totaal mannen en vrouwen;60 jaar;2021800;Waarde;2019/2022;25.8;17.3;20.2;23.2;13.6
830;Totaal mannen en vrouwen;60 jaar;2021800;Ondergrens 95%-interval;2017/2020;25.7;16.4;18.8;23.0;13.0
831;Totaal mannen en vrouwen;60 jaar;2021800;Ondergrens 95%-interval;2019/2022;25.8;16.8;19.7;22.9;13.0
832;Totaal mannen en vrouwen;60 jaar;2021800;Bovengrens 95%-interval;2017/2020;25.7;17.5;19.8;23.7;14.1
833;Totaal mannen en vrouwen;60 jaar;2021800;Bovengrens 95%-interval;2019/2022;25.8;17.9;20.7;23.6;14.2
834;Totaal mannen en vrouwen;60 jaar;2021810;Waarde;2017/2020;26.4;19.6;21.9;24.4;15.6
835;Totaal mannen en vrouwen;60 jaar;2021810;Waarde;2019/2022;26.5;19.8;22.0;24.4;15.5
836;Totaal mannen en vrouwen;60 jaar;2021810;Ondergrens 95%-interval;2017/2020;26.4;19.1;21.4;24.1;15.1
837;Totaal mannen en vrouwen;60 jaar;2021810;Ondergrens 95%-interval;2019/2022;26.5;19.3;21.5;24.1;14.8
838;Totaal mannen en vrouwen;60 jaar;2021810;Bovengrens 95%-interval;2017/2020;26.4;20.1;22.3;24.7;16.1
839;Totaal mannen en vrouwen;60 jaar;2021810;Bovengrens 95%-interval;2019/2022;26.5;20.3;22.4;24.7;16.2
840;Totaal mannen en vrouwen;65 jaar;1014752;Waarde;2017/2020;17.8;9.0;10.3;14.6;9.0
841;Totaal mannen en vrouwen;65 jaar;1014752;Waarde;2019/2022;17.5;8.9;10.0;14.6;12.3
842;Totaal mannen en vrouwen;65 jaar;1014752;Ondergrens 95%-interval;2017/2020;17.8;8.4;9.7;14.2;8.4
843;Totaal mannen en vrouwen;65 jaar;1014752;Ondergrens 95%-interval;2019/2022;17.5;8.3;9.5;14.2;11.1
844;Totaal mannen en vrouwen;65 jaar;1014752;Bovengrens 95%-interval;2017/2020;17.8;9.6;10.8;15.1;9.6
845;Totaal mannen en vrouwen;65 jaar;1014752;Bovengrens 95%-interval;2019/2022;17.5;9.4;10.5;15.0;13.4
846;Totaal mannen en vrouwen;65 jaar;1014753;Waarde;2017/2020;19.9;11.1;12.2;17.3;8.3
847;Totaal mannen en vrouwen;65 jaar;1014753;Waarde;2019/2022;19.7;11.3;12.7;17.4;8.2
848;Totaal mannen en vrouwen;65 jaar;1014753;Ondergrens 95%-interval;2017/2020;19.9;10.7;11.8;17.0;8.0
849;Totaal mannen en vrouwen;65 jaar;1014753;Ondergrens 95%-interval;2019/2022;19.7;11.0;12.4;17.2;7.8
850;Totaal mannen en vrouwen;65 jaar;1014753;Bovengrens 95%-interval;2017/2020;19.9;11.5;12.6;17.6;8.7
851;Totaal mannen en vrouwen;65 jaar;1014753;Bovengrens 95%-interval;2019/2022;19.7;11.7;13.1;17.7;8.6
852;Totaal mannen en vrouwen;65 jaar;1014754;Waarde;2017/2020;20.8;13.3;14.4;19.0;10.1
853;Totaal mannen en vrouwen;65 jaar;1014754;Waarde;2019/2022;20.8;13.5;14.8;18.7;9.9
854;Totaal mannen en vrouwen;65 jaar;1014754;Ondergrens 95%-interval;2017/2020;20.8;12.8;13.9;18.7;9.6
855;Totaal mannen en vrouwen;65 jaar;1014754;Ondergrens 95%-interval;2019/2022;20.7;13.0;14.4;18.3;9.4
856;Totaal mannen en vrouwen;65 jaar;1014754;Bovengrens 95%-interval;2017/2020;20.8;13.8;14.8;19.3;10.6
857;Totaal mannen en vrouwen;65 jaar;1014754;Bovengrens 95%-interval;2019/2022;20.8;14.0;15.3;19.0;10.4
858;Totaal mannen en vrouwen;65 jaar;1014755;Waarde;2017/2020;21.4;14.4;16.5;19.4;11.0
859;Totaal mannen en vrouwen;65 jaar;1014755;Waarde;2019/2022;21.5;14.2;17.1;19.4;10.8
860;Totaal mannen en vrouwen;65 jaar;1014755;Ondergrens 95%-interval;2017/2020;21.4;13.9;15.9;19.0;10.5
861;Totaal mannen en vrouwen;65 jaar;1014755;Ondergrens 95%-interval;2019/2022;21.5;13.7;16.6;19.0;10.3
862;Totaal mannen en vrouwen;65 jaar;1014755;Bovengrens 95%-interval;2017/2020;21.4;15.0;17.0;19.8;11.6
863;Totaal mannen en vrouwen;65 jaar;1014755;Bovengrens 95%-interval;2019/2022;21.5;14.8;17.6;19.7;11.4
864;Totaal mannen en vrouwen;65 jaar;1014756;Waarde;2017/2020;21.4;16.0;17.2;20.0;12.3
865;Totaal mannen en vrouwen;65 jaar;1014756;Waarde;2019/2022;21.4;16.1;17.3;19.9;12.1
866;Totaal mannen en vrouwen;65 jaar;1014756;Ondergrens 95%-interval;2017/2020;21.4;15.4;16.7;19.7;11.7
867;Totaal mannen en vrouwen;65 jaar;1014756;Ondergrens 95%-interval;2019/2022;21.4;15.4;16.7;19.5;11.4
868;Totaal mannen en vrouwen;65 jaar;1014756;Bovengrens 95%-interval;2017/2020;21.5;16.6;17.8;20.4;13.0
869;Totaal mannen en vrouwen;65 jaar;1014756;Bovengrens 95%-interval;2019/2022;21.4;16.7;17.9;20.3;12.8
870;Totaal mannen en vrouwen;65 jaar;2021770;Waarde;2017/2020;17.6;8.6;9.7;14.3;6.6
871;Totaal mannen en vrouwen;65 jaar;2021770;Waarde;2019/2022;17.4;8.2;9.5;14.3;7.0
872;Totaal mannen en vrouwen;65 jaar;2021770;Ondergrens 95%-interval;2017/2020;17.6;8.0;9.1;13.9;6.0
873;Totaal mannen en vrouwen;65 jaar;2021770;Ondergrens 95%-interval;2019/2022;17.4;7.7;8.9;13.9;6.5
874;Totaal mannen en vrouwen;65 jaar;2021770;Bovengrens 95%-interval;2017/2020;17.6;9.2;10.2;14.8;7.2
875;Totaal mannen en vrouwen;65 jaar;2021770;Bovengrens 95%-interval;2019/2022;17.4;8.8;10.0;14.8;7.5
876;Totaal mannen en vrouwen;65 jaar;2021780;Waarde;2017/2020;19.4;10.4;11.6;16.8;7.7
877;Totaal mannen en vrouwen;65 jaar;2021780;Waarde;2019/2022;19.2;10.7;12.1;16.9;8.0
878;Totaal mannen en vrouwen;65 jaar;2021780;Ondergrens 95%-interval;2017/2020;19.4;9.9;11.2;16.5;7.3
879;Totaal mannen en vrouwen;65 jaar;2021780;Ondergrens 95%-interval;2019/2022;19.2;10.3;11.7;16.6;7.6
880;Totaal mannen en vrouwen;65 jaar;2021780;Bovengrens 95%-interval;2017/2020;19.4;10.8;12.0;17.1;8.1
881;Totaal mannen en vrouwen;65 jaar;2021780;Bovengrens 95%-interval;2019/2022;19.2;11.1;12.5;17.2;8.4
882;Totaal mannen en vrouwen;65 jaar;2021790;Waarde;2017/2020;20.6;13.2;14.0;18.8;10.0
883;Totaal mannen en vrouwen;65 jaar;2021790;Waarde;2019/2022;20.5;13.1;14.6;18.5;9.8
884;Totaal mannen en vrouwen;65 jaar;2021790;Ondergrens 95%-interval;2017/2020;20.6;12.6;13.5;18.5;9.5
885;Totaal mannen en vrouwen;65 jaar;2021790;Ondergrens 95%-interval;2019/2022;20.5;12.6;14.1;18.2;9.3
886;Totaal mannen en vrouwen;65 jaar;2021790;Bovengrens 95%-interval;2017/2020;20.6;13.7;14.5;19.2;10.5
887;Totaal mannen en vrouwen;65 jaar;2021790;Bovengrens 95%-interval;2019/2022;20.5;13.6;15.1;18.9;10.3
888;Totaal mannen en vrouwen;65 jaar;2021800;Waarde;2017/2020;21.3;13.8;15.4;19.4;10.8
889;Totaal mannen en vrouwen;65 jaar;2021800;Waarde;2019/2022;21.4;14.0;16.2;19.2;10.8
890;Totaal mannen en vrouwen;65 jaar;2021800;Ondergrens 95%-interval;2017/2020;21.3;13.2;14.9;19.1;10.2
891;Totaal mannen en vrouwen;65 jaar;2021800;Ondergrens 95%-interval;2019/2022;21.4;13.5;15.8;18.9;10.2
892;Totaal mannen en vrouwen;65 jaar;2021800;Bovengrens 95%-interval;2017/2020;21.3;14.3;15.9;19.8;11.3
893;Totaal mannen en vrouwen;65 jaar;2021800;Bovengrens 95%-interval;2019/2022;21.4;14.6;16.7;19.6;11.4
894;Totaal mannen en vrouwen;65 jaar;2021810;Waarde;2017/2020;21.9;16.0;17.6;20.1;12.4
895;Totaal mannen en vrouwen;65 jaar;2021810;Waarde;2019/2022;21.9;16.1;17.7;20.1;12.3
896;Totaal mannen en vrouwen;65 jaar;2021810;Ondergrens 95%-interval;2017/2020;21.8;15.6;17.1;19.8;11.8
897;Totaal mannen en vrouwen;65 jaar;2021810;Ondergrens 95%-interval;2019/2022;21.9;15.6;17.2;19.8;11.6
898;Totaal mannen en vrouwen;65 jaar;2021810;Bovengrens 95%-interval;2017/2020;21.9;16.5;18.0;20.4;12.9
899;Totaal mannen en vrouwen;65 jaar;2021810;Bovengrens 95%-interval;2019/2022;21.9;16.6;18.1;20.4;13.0
900;Totaal mannen en vrouwen;70 jaar;1014752;Waarde;2017/2020;14.4;7.1;7.6;11.7;7.1
901;Totaal mannen en vrouwen;70 jaar;1014752;Waarde;2019/2022;14.2;7.1;7.4;12.0;9.3
902;Totaal mannen en vrouwen;70 jaar;1014752;Ondergrens 95%-interval;2017/2020;14.4;6.5;7.0;11.2;6.5
903;Totaal mannen en vrouwen;70 jaar;1014752;Ondergrens 95%-interval;2019/2022;14.2;6.6;6.9;11.6;8.2
904;Totaal mannen en vrouwen;70 jaar;1014752;Bovengrens 95%-interval;2017/2020;14.4;7.6;8.1;12.1;7.6
905;Totaal mannen en vrouwen;70 jaar;1014752;Bovengrens 95%-interval;2019/2022;14.2;7.7;7.9;12.4;10.4
906;Totaal mannen en vrouwen;70 jaar;1014753;Waarde;2017/2020;16.1;8.7;8.9;13.9;6.4
907;Totaal mannen en vrouwen;70 jaar;1014753;Waarde;2019/2022;15.9;9.0;9.6;14.0;6.2
908;Totaal mannen en vrouwen;70 jaar;1014753;Ondergrens 95%-interval;2017/2020;16.1;8.3;8.6;13.7;6.0
909;Totaal mannen en vrouwen;70 jaar;1014753;Ondergrens 95%-interval;2019/2022;15.9;8.7;9.2;13.8;5.9
910;Totaal mannen en vrouwen;70 jaar;1014753;Bovengrens 95%-interval;2017/2020;16.1;9.1;9.3;14.2;6.8
911;Totaal mannen en vrouwen;70 jaar;1014753;Bovengrens 95%-interval;2019/2022;15.9;9.4;9.9;14.3;6.6
912;Totaal mannen en vrouwen;70 jaar;1014754;Waarde;2017/2020;16.7;10.3;10.8;15.2;7.6
913;Totaal mannen en vrouwen;70 jaar;1014754;Waarde;2019/2022;16.7;10.5;11.2;14.7;7.4
914;Totaal mannen en vrouwen;70 jaar;1014754;Ondergrens 95%-interval;2017/2020;16.7;9.8;10.3;14.9;7.1
915;Totaal mannen en vrouwen;70 jaar;1014754;Ondergrens 95%-interval;2019/2022;16.7;10.0;10.7;14.4;7.0
916;Totaal mannen en vrouwen;70 jaar;1014754;Bovengrens 95%-interval;2017/2020;16.7;10.8;11.3;15.5;8.1
917;Totaal mannen en vrouwen;70 jaar;1014754;Bovengrens 95%-interval;2019/2022;16.7;11.0;11.6;15.1;7.9
918;Totaal mannen en vrouwen;70 jaar;1014755;Waarde;2017/2020;17.2;11.3;12.6;15.4;8.3
919;Totaal mannen en vrouwen;70 jaar;1014755;Waarde;2019/2022;17.3;11.0;13.2;15.5;8.3
920;Totaal mannen en vrouwen;70 jaar;1014755;Ondergrens 95%-interval;2017/2020;17.2;10.7;12.0;15.0;7.7
921;Totaal mannen en vrouwen;70 jaar;1014755;Ondergrens 95%-interval;2019/2022;17.2;10.5;12.7;15.1;7.7
922;Totaal mannen en vrouwen;70 jaar;1014755;Bovengrens 95%-interval;2017/2020;17.2;11.8;13.1;15.8;8.9
