ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
374;'s-Hertogenbosch (GA);Eenoudergezin;3.9;24.9;17.0
375;Eindhoven (GA);Totaal particulier huishouden;137.8;28.6;20.4
376;Eindhoven (GA);Eenpersoonshuishouden;47.0;18.0;18.0
377;Eindhoven (GA);Paar zonder kinderen;42.9;32.2;23.5
378;Eindhoven (GA);Paar met kinderen;36.0;38.1;20.5
379;Eindhoven (GA);Eenoudergezin;7.7;24.2;16.6
380;Geleen/Sittard (GA);Totaal particulier huishouden;59.9;28.3;19.6
381;Geleen/Sittard (GA);Eenpersoonshuishouden;17.2;16.9;16.9
382;Geleen/Sittard (GA);Paar zonder kinderen;19.6;29.9;21.8
383;Geleen/Sittard (GA);Paar met kinderen;17.7;37.5;20.3
384;Geleen/Sittard (GA);Eenoudergezin;3.6;23.6;16.3
385;Heerlen (GA);Totaal particulier huishouden;94.9;25.4;18.2
386;Heerlen (GA);Eenpersoonshuishouden;32.0;16.3;16.3
387;Heerlen (GA);Paar zonder kinderen;29.7;27.9;20.3
388;Heerlen (GA);Paar met kinderen;24.1;34.4;18.8
389;Heerlen (GA);Eenoudergezin;6.3;22.2;15.4
390;Maastricht (GA);Totaal particulier huishouden;52.1;26.5;19.3
391;Maastricht (GA);Eenpersoonshuishouden;19.1;17.2;17.2
392;Maastricht (GA);Paar zonder kinderen;15.5;29.9;21.9
393;Maastricht (GA);Paar met kinderen;12.3;36.4;20.0
394;Maastricht (GA);Eenoudergezin;3.5;23.8;16.5
395;Groningen (SG);Totaal particulier huishouden;142.9;27.0;19.5
396;Groningen (SG);Eenpersoonshuishouden;52.0;17.1;17.1
397;Groningen (SG);Paar zonder kinderen;43.2;31.5;23.0
398;Groningen (SG);Paar met kinderen;35.8;36.5;19.6
399;Groningen (SG);Eenoudergezin;8.8;22.5;15.6
400;Leeuwarden (SG);Totaal particulier huishouden;66.9;26.2;18.6
401;Leeuwarden (SG);Eenpersoonshuishouden;22.8;16.6;16.6
402;Leeuwarden (SG);Paar zonder kinderen;20.4;29.4;21.5
403;Leeuwarden (SG);Paar met kinderen;18.3;34.8;18.7
404;Leeuwarden (SG);Eenoudergezin;3.9;22.5;15.5
405;Zwolle (SG);Totaal particulier huishouden;68.1;29.1;20.2
406;Zwolle (SG);Eenpersoonshuishouden;21.2;18.1;18.1
407;Zwolle (SG);Paar zonder kinderen;20.6;31.8;23.2
408;Zwolle (SG);Paar met kinderen;21.1;37.7;20.1
409;Zwolle (SG);Eenoudergezin;3.4;24.2;16.4
410;Enschede (SG);Totaal particulier huishouden;126.4;26.8;18.7
411;Enschede (SG);Eenpersoonshuishouden;39.5;16.5;16.5
412;Enschede (SG);Paar zonder kinderen;39.1;29.2;21.3
413;Enschede (SG);Paar met kinderen;36.5;35.0;18.8
414;Enschede (SG);Eenoudergezin;6.9;22.6;15.5
415;Apeldoorn (SG);Totaal particulier huishouden;86.5;29.6;20.4
416;Apeldoorn (SG);Eenpersoonshuishouden;25.4;17.7;17.7
417;Apeldoorn (SG);Paar zonder kinderen;27.3;32.0;23.4
418;Apeldoorn (SG);Paar met kinderen;26.3;38.0;20.3
419;Apeldoorn (SG);Eenoudergezin;4.5;24.8;16.9
420;Arnhem (SG);Totaal particulier huishouden;146.8;28.6;20.1
421;Arnhem (SG);Eenpersoonshuishouden;47.1;17.6;17.6
422;Arnhem (SG);Paar zonder kinderen;44.3;32.0;23.4
423;Arnhem (SG);Paar met kinderen;42.2;37.4;20.2
424;Arnhem (SG);Eenoudergezin;8.9;23.6;16.1
425;Nijmegen (SG);Totaal particulier huishouden;114.6;28.0;19.8
426;Nijmegen (SG);Eenpersoonshuishouden;39.9;17.0;17.0
427;Nijmegen (SG);Paar zonder kinderen;32.5;31.8;23.2
428;Nijmegen (SG);Paar met kinderen;31.8;37.8;20.4
429;Nijmegen (SG);Eenoudergezin;7.2;23.9;16.4
430;Amersfoort (SG);Totaal particulier huishouden;106.4;31.6;21.6
431;Amersfoort (SG);Eenpersoonshuishouden;31.8;18.8;18.8
432;Amersfoort (SG);Paar zonder kinderen;30.6;34.7;25.3
433;Amersfoort (SG);Paar met kinderen;35.2;40.8;21.7
434;Amersfoort (SG);Eenoudergezin;5.9;25.2;17.1
435;Utrecht (SG);Totaal particulier huishouden;236.5;30.6;21.7
436;Utrecht (SG);Eenpersoonshuishouden;85.9;18.9;18.9
437;Utrecht (SG);Paar zonder kinderen;65.3;35.5;25.9
438;Utrecht (SG);Paar met kinderen;63.2;41.4;22.3
439;Utrecht (SG);Eenoudergezin;14.1;25.0;17.1
440;Amsterdam (SG);Totaal particulier huishouden;650.7;27.8;20.3
441;Amsterdam (SG);Eenpersoonshuishouden;268.6;18.3;18.3
442;Amsterdam (SG);Paar zonder kinderen;153.6;33.9;24.7
443;Amsterdam (SG);Paar met kinderen;148.2;38.9;21.1
444;Amsterdam (SG);Eenoudergezin;55.3;22.9;15.8
445;Haarlem (SG);Totaal particulier huishouden;175.1;30.7;21.7
446;Haarlem (SG);Eenpersoonshuishouden;61.3;19.1;19.1
447;Haarlem (SG);Paar zonder kinderen;50.9;34.6;25.3
448;Haarlem (SG);Paar met kinderen;47.8;41.5;22.3
449;Haarlem (SG);Eenoudergezin;10.3;25.3;17.4
450;Leiden (SG);Totaal particulier huishouden;133.1;31.7;22.0
451;Leiden (SG);Eenpersoonshuishouden;43.6;19.2;19.2
452;Leiden (SG);Paar zonder kinderen;37.5;35.0;25.5
453;Leiden (SG);Paar met kinderen;41.2;42.3;22.5
454;Leiden (SG);Eenoudergezin;7.3;26.3;18.0
455;'s-Gravenhage (SG);Totaal particulier huishouden;426.2;28.9;20.8
456;'s-Gravenhage (SG);Eenpersoonshuishouden;163.2;18.8;18.8
457;'s-Gravenhage (SG);Paar zonder kinderen;111.1;33.9;24.8
458;'s-Gravenhage (SG);Paar met kinderen;104.3;39.8;21.4
459;'s-Gravenhage (SG);Eenoudergezin;31.6;23.3;16.0
460;Rotterdam (SG);Totaal particulier huishouden;523.1;27.1;19.4
461;Rotterdam (SG);Eenpersoonshuishouden;193.1;17.2;17.2
462;Rotterdam (SG);Paar zonder kinderen;140.8;31.4;23.0
463;Rotterdam (SG);Paar met kinderen;126.9;37.6;20.3
464;Rotterdam (SG);Eenoudergezin;42.8;22.4;15.3
465;Dordrecht (SG);Totaal particulier huishouden;118.8;29.0;19.9
466;Dordrecht (SG);Eenpersoonshuishouden;35.8;17.2;17.2
467;Dordrecht (SG);Paar zonder kinderen;35.8;31.2;22.8
468;Dordrecht (SG);Paar met kinderen;36.8;38.5;20.6
469;Dordrecht (SG);Eenoudergezin;7.0;24.1;16.5
470;Breda (SG);Totaal particulier huishouden;126.3;29.9;20.7
471;Breda (SG);Eenpersoonshuishouden;37.5;17.9;17.9
472;Breda (SG);Paar zonder kinderen;40.2;32.1;23.4
473;Breda (SG);Paar met kinderen;37.9;39.3;21.2
474;Breda (SG);Eenoudergezin;6.9;25.1;17.3
475;Tilburg (SG);Totaal particulier huishouden;116.0;28.6;19.8
476;Tilburg (SG);Eenpersoonshuishouden;35.1;17.1;17.1
477;Tilburg (SG);Paar zonder kinderen;35.5;30.9;22.6
478;Tilburg (SG);Paar met kinderen;34.8;38.0;20.4
479;Tilburg (SG);Eenoudergezin;7.1;23.2;15.8
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.0;30.1;21.1
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.0;18.4;18.4
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.2;33.8;24.6
483;'s-Hertogenbosch (SG);Paar met kinderen;22.9;39.2;21.0
484;'s-Hertogenbosch (SG);Eenoudergezin;4.4;25.1;17.2
485;Eindhoven (SG);Totaal particulier huishouden;171.0;29.2;20.6
486;Eindhoven (SG);Eenpersoonshuishouden;54.9;18.1;18.1
487;Eindhoven (SG);Paar zonder kinderen;54.3;32.4;23.7
488;Eindhoven (SG);Paar met kinderen;47.5;38.5;20.7
489;Eindhoven (SG);Eenoudergezin;9.4;24.6;16.9
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.4;28.5;19.7
491;Geleen/Sittard (SG);Eenpersoonshuishouden;18.4;16.9;16.9
492;Geleen/Sittard (SG);Paar zonder kinderen;21.6;30.1;22.0
493;Geleen/Sittard (SG);Paar met kinderen;19.5;37.5;20.4
494;Geleen/Sittard (SG);Eenoudergezin;3.9;23.7;16.3
495;Heerlen (SG);Totaal particulier huishouden;114.7;26.2;18.6
496;Heerlen (SG);Eenpersoonshuishouden;36.6;16.4;16.4
497;Heerlen (SG);Paar zonder kinderen;36.8;28.4;20.7
498;Heerlen (SG);Paar met kinderen;30.6;35.2;19.2
499;Heerlen (SG);Eenoudergezin;7.3;22.7;15.8
500;Maastricht (SG);Totaal particulier huishouden;77.3;27.9;19.8
501;Maastricht (SG);Eenpersoonshuishouden;25.2;17.2;17.2
502;Maastricht (SG);Paar zonder kinderen;24.2;30.3;22.2
503;Maastricht (SG);Paar met kinderen;20.8;37.7;20.6
504;Maastricht (SG);Eenoudergezin;4.7;24.3;16.9
505;Appingedam;Totaal particulier huishouden;5.5;25.6;18.2
506;Appingedam;Eenpersoonshuishouden;1.7;16.4;16.4
507;Appingedam;Paar zonder kinderen;1.9;27.3;20.0
508;Appingedam;Paar met kinderen;1.5;34.2;18.5
509;Appingedam;Eenoudergezin;0.3;21.3;14.5
510;Bedum;Totaal particulier huishouden;4.1;28.7;19.3
511;Bedum;Eenpersoonshuishouden;1.0;17.4;17.4
512;Bedum;Paar zonder kinderen;1.3;28.9;21.1
513;Bedum;Paar met kinderen;1.5;36.6;19.4
514;Bedum;Eenoudergezin;0.2;24.5;16.3
515;Bellingwedde;Totaal particulier huishouden;4.2;25.3;17.5
516;Bellingwedde;Eenpersoonshuishouden;1.1;14.7;14.7
517;Bellingwedde;Paar zonder kinderen;1.5;26.5;19.4
518;Bellingwedde;Paar met kinderen;1.2;33.1;17.9
519;Bellingwedde;Eenoudergezin;0.2;23.5;16.2
520;Ten Boer;Totaal particulier huishouden;2.7;28.2;18.8
521;Ten Boer;Eenpersoonshuishouden;0.6;17.0;17.0
522;Ten Boer;Paar zonder kinderen;0.8;29.6;21.6
523;Ten Boer;Paar met kinderen;1.0;33.9;18.1
524;Ten Boer;Eenoudergezin;0.1;20.6;14.4
525;Delfzijl;Totaal particulier huishouden;12.1;26.0;18.2
526;Delfzijl;Eenpersoonshuishouden;3.5;16.1;16.1
527;Delfzijl;Paar zonder kinderen;4.1;28.3;20.6
528;Delfzijl;Paar met kinderen;3.5;33.3;18.0
529;Delfzijl;Eenoudergezin;0.7;22.0;15.2
530;Groningen (gemeente);Totaal particulier huishouden;77.9;24.5;18.5
531;Groningen (gemeente);Eenpersoonshuishouden;34.9;16.6;16.6
532;Groningen (gemeente);Paar zonder kinderen;21.1;30.5;22.3
533;Groningen (gemeente);Paar met kinderen;14.2;35.5;19.3
534;Groningen (gemeente);Eenoudergezin;5.8;21.5;15.0
535;Grootegast;Totaal particulier huishouden;4.4;26.8;17.5
536;Grootegast;Eenpersoonshuishouden;1.0;15.5;15.5
537;Grootegast;Paar zonder kinderen;1.4;25.9;18.9
538;Grootegast;Paar met kinderen;1.7;34.0;17.8
539;Grootegast;Eenoudergezin;0.2;23.1;15.7
540;Haren;Totaal particulier huishouden;8.1;33.9;24.1
541;Haren;Eenpersoonshuishouden;2.6;21.2;21.2
542;Haren;Paar zonder kinderen;2.8;39.3;28.7
543;Haren;Paar met kinderen;2.2;42.4;22.8
544;Haren;Eenoudergezin;0.4;26.2;18.2
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.5;25.4;17.8
546;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.5;15.4;15.4
547;Hoogezand-Sappemeer;Paar zonder kinderen;4.8;27.6;20.2
548;Hoogezand-Sappemeer;Paar met kinderen;4.1;33.6;18.1
549;Hoogezand-Sappemeer;Eenoudergezin;0.8;21.4;14.8
550;Leek;Totaal particulier huishouden;7.5;27.9;18.8
551;Leek;Eenpersoonshuishouden;1.9;16.1;16.1
552;Leek;Paar zonder kinderen;2.5;28.9;21.1
553;Leek;Paar met kinderen;2.6;35.5;18.8
554;Leek;Eenoudergezin;0.4;24.5;16.6
555;Loppersum;Totaal particulier huishouden;4.4;26.8;18.3
556;Loppersum;Eenpersoonshuishouden;1.2;16.4;16.4
557;Loppersum;Paar zonder kinderen;1.4;27.9;20.3
558;Loppersum;Paar met kinderen;1.5;33.3;17.6
559;Loppersum;Eenoudergezin;0.2;27.0;18.6
560;Marum;Totaal particulier huishouden;3.9;28.2;18.7
561;Marum;Eenpersoonshuishouden;0.9;16.6;16.6
562;Marum;Paar zonder kinderen;1.2;27.9;20.3
563;Marum;Paar met kinderen;1.5;36.8;19.5
564;Marum;Eenoudergezin;0.2;20.8;13.8
565;Almere;Totaal particulier huishouden;66.1;29.6;19.9
566;Almere;Eenpersoonshuishouden;16.6;17.6;17.6
567;Almere;Paar zonder kinderen;16.7;32.8;23.9
568;Almere;Paar met kinderen;24.2;36.7;19.8
569;Almere;Eenoudergezin;5.9;22.3;15.2
570;Stadskanaal;Totaal particulier huishouden;14.2;25.2;17.4
571;Stadskanaal;Eenpersoonshuishouden;4.1;15.1;15.1
572;Stadskanaal;Paar zonder kinderen;4.7;25.9;18.9
573;Stadskanaal;Paar met kinderen;4.2;33.9;18.1
574;Stadskanaal;Eenoudergezin;0.8;22.3;15.2
575;Scheemda;Totaal particulier huishouden;5.8;26.3;17.8
576;Scheemda;Eenpersoonshuishouden;1.4;16.2;16.2
577;Scheemda;Paar zonder kinderen;2.0;26.1;19.1
578;Scheemda;Paar met kinderen;2.0;33.0;17.9
579;Scheemda;Eenoudergezin;0.2;25.7;16.9
580;Slochteren;Totaal particulier huishouden;5.8;28.9;19.3
581;Slochteren;Eenpersoonshuishouden;1.3;16.4;16.4
582;Slochteren;Paar zonder kinderen;2.0;29.4;21.5
583;Slochteren;Paar met kinderen;2.1;36.4;19.5
584;Slochteren;Eenoudergezin;0.3;23.3;16.3
585;Veendam;Totaal particulier huishouden;11.9;26.2;18.1
586;Veendam;Eenpersoonshuishouden;3.3;15.6;15.6
587;Veendam;Paar zonder kinderen;3.9;28.0;20.4
588;Veendam;Paar met kinderen;3.5;34.2;18.5
589;Veendam;Eenoudergezin;0.8;22.4;15.3
590;Vlagtwedde;Totaal particulier huishouden;7.0;24.6;17.1
591;Vlagtwedde;Eenpersoonshuishouden;1.9;15.2;15.2
592;Vlagtwedde;Paar zonder kinderen;2.6;25.3;18.4
593;Vlagtwedde;Paar met kinderen;2.1;31.3;16.9
594;Vlagtwedde;Eenoudergezin;0.3;23.8;16.5
595;Zeewolde;Totaal particulier huishouden;7.0;30.8;20.3
596;Zeewolde;Eenpersoonshuishouden;1.5;19.4;19.4
597;Zeewolde;Paar zonder kinderen;1.9;31.6;23.1
598;Zeewolde;Paar met kinderen;3.0;36.9;19.6
599;Zeewolde;Eenoudergezin;0.4;21.5;14.8
600;SkarsterlÔn;Totaal particulier huishouden;10.5;29.2;19.7
601;SkarsterlÔn;Eenpersoonshuishouden;2.6;17.2;17.2
602;SkarsterlÔn;Paar zonder kinderen;3.4;30.3;22.1
603;SkarsterlÔn;Paar met kinderen;3.7;35.9;19.0
604;SkarsterlÔn;Eenoudergezin;0.5;29.3;19.8
605;Winschoten;Totaal particulier huishouden;8.4;24.4;17.5
606;Winschoten;Eenpersoonshuishouden;3.0;15.0;15.0
607;Winschoten;Paar zonder kinderen;2.7;27.4;20.0
608;Winschoten;Paar met kinderen;2.1;34.0;18.5
609;Winschoten;Eenoudergezin;0.5;21.7;15.0
610;Winsum;Totaal particulier huishouden;5.6;27.7;18.8
611;Winsum;Eenpersoonshuishouden;1.5;16.9;16.9
612;Winsum;Paar zonder kinderen;1.8;30.2;22.0
613;Winsum;Paar met kinderen;2.0;34.7;18.5
614;Winsum;Eenoudergezin;0.3;17.3;11.6
615;Boarnsterhim;Totaal particulier huishouden;7.8;27.9;19.1
616;Boarnsterhim;Eenpersoonshuishouden;2.1;16.6;16.6
617;Boarnsterhim;Paar zonder kinderen;2.6;30.1;22.0
618;Boarnsterhim;Paar met kinderen;2.6;35.1;18.8
619;Boarnsterhim;Eenoudergezin;0.3;20.8;14.3
620;Zuidhorn;Totaal particulier huishouden;6.8;29.4;19.6
621;Zuidhorn;Eenpersoonshuishouden;1.6;17.0;17.0
622;Zuidhorn;Paar zonder kinderen;2.2;31.3;22.8
623;Zuidhorn;Paar met kinderen;2.6;35.3;18.5
624;Zuidhorn;Eenoudergezin;0.3;26.8;18.3
625;Dongeradeel;Totaal particulier huishouden;10.0;25.4;17.5
626;Dongeradeel;Eenpersoonshuishouden;2.9;16.0;16.0
627;Dongeradeel;Paar zonder kinderen;3.0;26.7;19.5
628;Dongeradeel;Paar met kinderen;3.4;32.4;17.1
629;Dongeradeel;Eenoudergezin;0.4;24.4;16.5
630;Achtkarspelen;Totaal particulier huishouden;10.9;26.8;17.8
631;Achtkarspelen;Eenpersoonshuishouden;2.7;15.3;15.3
632;Achtkarspelen;Paar zonder kinderen;3.3;26.4;19.3
633;Achtkarspelen;Paar met kinderen;4.1;34.2;18.1
634;Achtkarspelen;Eenoudergezin;0.6;25.9;17.4
635;Ameland;Totaal particulier huishouden;1.4;26.8;18.4
636;Ameland;Eenpersoonshuishouden;0.5;15.4;15.4
637;Ameland;Paar zonder kinderen;0.4;29.7;21.6
638;Ameland;Paar met kinderen;0.5;34.6;18.3
639;Ameland;Eenoudergezin;;;
640;het Bildt;Totaal particulier huishouden;4.3;26.6;18.1
641;het Bildt;Eenpersoonshuishouden;1.2;15.1;15.1
642;het Bildt;Paar zonder kinderen;1.4;28.6;20.9
643;het Bildt;Paar met kinderen;1.5;32.7;17.4
644;het Bildt;Eenoudergezin;0.2;27.6;18.8
645;Bolsward;Totaal particulier huishouden;4.0;26.2;18.5
646;Bolsward;Eenpersoonshuishouden;1.3;17.0;17.0
647;Bolsward;Paar zonder kinderen;1.3;28.1;20.5
648;Bolsward;Paar met kinderen;1.1;34.7;18.4
649;Bolsward;Eenoudergezin;0.2;23.5;15.8
650;Dantumadeel;Totaal particulier huishouden;7.4;26.8;17.7
651;Dantumadeel;Eenpersoonshuishouden;1.8;15.5;15.5
652;Dantumadeel;Paar zonder kinderen;2.3;26.8;19.5
653;Dantumadeel;Paar met kinderen;2.9;33.3;17.5
654;Dantumadeel;Eenoudergezin;0.3;27.4;18.3
655;Franekeradeel;Totaal particulier huishouden;8.5;25.5;17.6
656;Franekeradeel;Eenpersoonshuishouden;2.6;15.0;15.0
657;Franekeradeel;Paar zonder kinderen;2.6;27.9;20.4
658;Franekeradeel;Paar met kinderen;2.8;33.4;17.7
659;Franekeradeel;Eenoudergezin;0.4;22.8;15.5
660;Harlingen;Totaal particulier huishouden;6.7;25.4;17.9
661;Harlingen;Eenpersoonshuishouden;2.2;15.9;15.9
662;Harlingen;Paar zonder kinderen;2.0;28.8;21.0
663;Harlingen;Paar met kinderen;1.9;33.4;17.9
664;Harlingen;Eenoudergezin;0.5;20.5;14.0
665;Heerenveen;Totaal particulier huishouden;18.4;27.4;19.3
666;Heerenveen;Eenpersoonshuishouden;5.9;17.0;17.0
667;Heerenveen;Paar zonder kinderen;5.9;30.1;22.0
668;Heerenveen;Paar met kinderen;5.1;36.4;19.5
669;Heerenveen;Eenoudergezin;1.0;24.0;16.5
670;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.1;25.9;17.4
671;Kollumerland en Nieuwkruisland;Eenpersoonshuishouden;1.3;15.5;15.5
672;Kollumerland en Nieuwkruisland;Paar zonder kinderen;1.6;26.0;19.0
673;Kollumerland en Nieuwkruisland;Paar met kinderen;1.8;32.4;17.1
674;Kollumerland en Nieuwkruisland;Eenoudergezin;0.2;26.4;17.7
675;Leeuwarden;Totaal particulier huishouden;40.5;24.8;18.3
676;Leeuwarden;Eenpersoonshuishouden;16.3;16.5;16.5
677;Leeuwarden;Paar zonder kinderen;11.6;29.4;21.4
678;Leeuwarden;Paar met kinderen;8.8;34.4;18.6
679;Leeuwarden;Eenoudergezin;2.8;21.4;14.8
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;29.7;19.8
681;Leeuwarderadeel;Eenpersoonshuishouden;0.8;18.8;18.8
682;Leeuwarderadeel;Paar zonder kinderen;1.4;29.2;21.3
683;Leeuwarderadeel;Paar met kinderen;1.5;36.0;19.1
684;Leeuwarderadeel;Eenoudergezin;0.2;27.9;19.3
685;Lemsterland;Totaal particulier huishouden;5.4;27.6;18.9
686;Lemsterland;Eenpersoonshuishouden;1.5;16.7;16.7
687;Lemsterland;Paar zonder kinderen;1.8;28.9;21.1
688;Lemsterland;Paar met kinderen;1.8;35.3;18.8
689;Lemsterland;Eenoudergezin;0.3;22.9;15.8
690;Menaldumadeel;Totaal particulier huishouden;5.5;28.1;18.9
691;Menaldumadeel;Eenpersoonshuishouden;1.3;16.2;16.2
692;Menaldumadeel;Paar zonder kinderen;1.8;29.9;21.8
693;Menaldumadeel;Paar met kinderen;2.0;34.5;18.4
694;Menaldumadeel;Eenoudergezin;0.2;23.5;16.2
695;Ooststellingwerf;Totaal particulier huishouden;11.0;26.3;18.1
696;Ooststellingwerf;Eenpersoonshuishouden;3.1;16.1;16.1
697;Ooststellingwerf;Paar zonder kinderen;3.6;27.7;20.2
698;Ooststellingwerf;Paar met kinderen;3.5;33.8;18.0
699;Ooststellingwerf;Eenoudergezin;0.6;23.6;16.1
700;Opsterland;Totaal particulier huishouden;11.6;27.9;18.9
701;Opsterland;Eenpersoonshuishouden;3.0;16.7;16.7
702;Opsterland;Paar zonder kinderen;3.8;28.8;21.0
703;Opsterland;Paar met kinderen;4.0;34.9;18.5
704;Opsterland;Eenoudergezin;0.4;27.0;17.1
705;Schiermonnikoog;Totaal particulier huishouden;0.5;23.4;17.7
706;Schiermonnikoog;Eenpersoonshuishouden;0.2;17.0;17.0
707;Schiermonnikoog;Paar zonder kinderen;0.1;28.4;20.7
708;Schiermonnikoog;Paar met kinderen;0.1;32.1;17.4
709;Schiermonnikoog;Eenoudergezin;;;
710;Smallingerland;Totaal particulier huishouden;22.4;26.7;18.6
711;Smallingerland;Eenpersoonshuishouden;6.8;16.5;16.5
712;Smallingerland;Paar zonder kinderen;7.0;29.0;21.2
713;Smallingerland;Paar met kinderen;6.7;34.5;18.4
714;Smallingerland;Eenoudergezin;1.3;23.3;15.9
715;Sneek;Totaal particulier huishouden;14.1;26.2;18.6
716;Sneek;Eenpersoonshuishouden;4.7;16.5;16.5
717;Sneek;Paar zonder kinderen;4.2;29.6;21.6
718;Sneek;Paar met kinderen;4.0;34.4;18.4
719;Sneek;Eenoudergezin;0.9;22.2;15.2
720;Terschelling;Totaal particulier huishouden;2.1;27.9;20.1
721;Terschelling;Eenpersoonshuishouden;0.8;18.3;18.3
722;Terschelling;Paar zonder kinderen;0.6;31.0;22.6
723;Terschelling;Paar met kinderen;0.5;37.8;20.4
724;Terschelling;Eenoudergezin;0.1;25.5;17.3
725;Vlieland;Totaal particulier huishouden;0.5;26.2;19.0
726;Vlieland;Eenpersoonshuishouden;0.2;16.4;16.4
727;Vlieland;Paar zonder kinderen;0.1;30.1;22.0
728;Vlieland;Paar met kinderen;0.1;37.6;20.7
729;Vlieland;Eenoudergezin;;;
730;Weststellingwerf;Totaal particulier huishouden;10.9;26.0;18.0
731;Weststellingwerf;Eenpersoonshuishouden;3.2;15.8;15.8
732;Weststellingwerf;Paar zonder kinderen;3.6;27.6;20.2
733;Weststellingwerf;Paar met kinderen;3.3;34.1;18.2
734;Weststellingwerf;Eenoudergezin;0.6;23.0;15.6
735;Nijefurd;Totaal particulier huishouden;4.5;26.3;18.3
736;Nijefurd;Eenpersoonshuishouden;1.4;16.6;16.6
737;Nijefurd;Paar zonder kinderen;1.4;28.2;20.6
738;Nijefurd;Paar met kinderen;1.4;33.0;17.4
739;Nijefurd;Eenoudergezin;0.2;26.1;17.8
740;Assen;Totaal particulier huishouden;25.7;27.5;19.3
741;Assen;Eenpersoonshuishouden;8.1;17.0;17.0
742;Assen;Paar zonder kinderen;7.7;30.8;22.5
743;Assen;Paar met kinderen;7.6;35.7;19.1
744;Assen;Eenoudergezin;1.7;23.2;16.1
745;Coevorden;Totaal particulier huishouden;14.8;27.2;18.6
746;Coevorden;Eenpersoonshuishouden;3.9;16.4;16.4
747;Coevorden;Paar zonder kinderen;5.0;28.3;20.7
748;Coevorden;Paar met kinderen;4.8;34.2;18.4
749;Coevorden;Eenoudergezin;0.7;24.5;16.7
750;Emmen;Totaal particulier huishouden;44.7;26.3;18.1
751;Emmen;Eenpersoonshuishouden;12.2;16.0;16.0
752;Emmen;Paar zonder kinderen;14.7;27.3;19.9
753;Emmen;Paar met kinderen;14.0;33.8;18.2
754;Emmen;Eenoudergezin;2.4;22.8;15.6
755;Hoogeveen;Totaal particulier huishouden;21.6;27.6;18.9
756;Hoogeveen;Eenpersoonshuishouden;6.0;17.4;17.4
757;Hoogeveen;Paar zonder kinderen;6.9;28.8;21.0
758;Hoogeveen;Paar met kinderen;7.0;34.6;18.3
759;Hoogeveen;Eenoudergezin;1.0;24.2;16.3
760;Meppel;Totaal particulier huishouden;12.9;27.9;19.5
761;Meppel;Eenpersoonshuishouden;4.1;17.2;17.2
762;Meppel;Paar zonder kinderen;4.0;30.6;22.3
763;Meppel;Paar met kinderen;3.8;36.7;19.7
764;Meppel;Eenoudergezin;0.6;23.7;16.3
765;Littenseradiel;Totaal particulier huishouden;4.1;28.3;18.8
766;Littenseradiel;Eenpersoonshuishouden;1.0;16.4;16.4
767;Littenseradiel;Paar zonder kinderen;1.3;28.4;20.7
768;Littenseradiel;Paar met kinderen;1.6;35.7;18.9
769;Littenseradiel;Eenoudergezin;0.2;24.2;16.7
770;Almelo;Totaal particulier huishouden;29.8;26.1;18.1
771;Almelo;Eenpersoonshuishouden;8.9;16.2;16.2
772;Almelo;Paar zonder kinderen;9.0;28.6;20.9
773;Almelo;Paar met kinderen;9.0;33.2;17.8
774;Almelo;Eenoudergezin;1.9;22.9;15.5
775;Bathmen;Totaal particulier huishouden;2.1;33.4;22.7
776;Bathmen;Eenpersoonshuishouden;0.5;21.5;21.5
777;Bathmen;Paar zonder kinderen;0.8;35.4;25.8
778;Bathmen;Paar met kinderen;0.8;38.2;20.5
779;Bathmen;Eenoudergezin;;;
780;Borne;Totaal particulier huishouden;8.0;30.7;20.5
781;Borne;Eenpersoonshuishouden;1.9;17.2;17.2
782;Borne;Paar zonder kinderen;2.7;32.7;23.9
783;Borne;Paar met kinderen;2.9;37.8;20.2
784;Borne;Eenoudergezin;0.3;23.8;16.2
785;Dalfsen;Totaal particulier huishouden;9.6;31.5;20.5
786;Dalfsen;Eenpersoonshuishouden;2.0;19.1;19.1
787;Dalfsen;Paar zonder kinderen;3.1;29.9;21.8
788;Dalfsen;Paar met kinderen;3.9;37.8;19.8
789;Dalfsen;Eenoudergezin;0.3;31.1;20.8
790;Deventer;Totaal particulier huishouden;36.9;26.9;19.0
791;Deventer;Eenpersoonshuishouden;12.2;16.9;16.9
792;Deventer;Paar zonder kinderen;11.0;30.4;22.2
793;Deventer;Paar met kinderen;10.4;34.6;18.7
794;Deventer;Eenoudergezin;2.1;22.6;15.7
795;Enschede;Totaal particulier huishouden;63.0;25.1;17.9
796;Enschede;Eenpersoonshuishouden;21.2;16.0;16.0
797;Enschede;Paar zonder kinderen;19.0;28.0;20.4
798;Enschede;Paar met kinderen;16.6;33.4;18.0
799;Enschede;Eenoudergezin;3.9;21.6;14.9
