ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;BevolkingOpDeEersteVanDeMaand_1
1189;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 februari;
1190;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 maart;
1191;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 april;
1192;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 mei;
1193;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 juni;
1194;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 juli;
1195;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 augustus;
1196;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 september;
1197;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 oktober;
1198;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 november;
1199;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2020 december;
1200;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 januari;
1201;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 februari;
1202;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 maart;
1203;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 april;
1204;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 mei;
1205;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 juni;
1206;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 juli;
1207;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 augustus;
1208;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 september;
1209;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 oktober;
1210;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 november;
1211;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2021 december;
1212;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 januari;
1213;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 februari;
1214;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 maart;
1215;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 april;
1216;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 mei;
1217;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 juni;
1218;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 juli;
1219;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 augustus;
1220;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 september;
1221;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 oktober;
1222;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 november;
1223;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2022 december;
1224;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 januari;
1225;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 februari;
1226;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 maart;
1227;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 april;
1228;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 mei;
1229;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 juni;
1230;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 juli;
1231;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 augustus;
1232;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 september;
1233;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 oktober;
1234;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 1 ouder...;2023 november;
1235;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 januari;
1236;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 februari;
1237;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 maart;
1238;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 april;
1239;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 mei;
1240;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 juni;
1241;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 juli;
1242;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 augustus;
1243;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 september;
1244;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 oktober;
1245;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 november;
1246;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2016 december;
1247;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 januari;
1248;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 februari;
1249;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 maart;
1250;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 april;
1251;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 mei;
1252;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 juni;
1253;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 juli;
1254;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 augustus;
1255;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 september;
1256;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 oktober;
1257;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 november;
1258;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2017 december;
1259;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 januari;
1260;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 februari;
1261;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 maart;
1262;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 april;
1263;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 mei;
1264;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 juni;
1265;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 juli;
1266;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 augustus;
1267;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 september;
1268;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 oktober;
1269;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 november;
1270;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2018 december;
1271;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 januari;
1272;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 februari;
1273;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 maart;
1274;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 april;
1275;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 mei;
1276;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 juni;
1277;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 juli;
1278;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 augustus;
1279;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 september;
1280;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 oktober;
1281;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 november;
1282;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2019 december;
1283;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 januari;
1284;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 februari;
1285;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 maart;
1286;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 april;
1287;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 mei;
1288;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 juni;
1289;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 juli;
1290;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 augustus;
1291;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 september;
1292;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 oktober;
1293;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 november;
1294;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2020 december;
1295;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 januari;
1296;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 februari;
1297;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 maart;
1298;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 april;
1299;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 mei;
1300;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 juni;
1301;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 juli;
1302;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 augustus;
1303;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 september;
1304;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 oktober;
1305;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 november;
1306;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2021 december;
1307;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 januari;
1308;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 februari;
1309;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 maart;
1310;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 april;
1311;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 mei;
1312;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 juni;
1313;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 juli;
1314;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 augustus;
1315;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 september;
1316;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 oktober;
1317;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 november;
1318;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2022 december;
1319;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 januari;
1320;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 februari;
1321;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 maart;
1322;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 april;
1323;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 mei;
1324;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 juni;
1325;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 juli;
1326;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 augustus;
1327;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 september;
1328;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 oktober;
1329;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e gen migratieachtergrond, 2 ouder...;2023 november;
1330;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 januari;3752291.0
1331;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 februari;3759488.0
1332;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 maart;3769643.0
1333;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 april;3777333.0
1334;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 mei;3784183.0
1335;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 juni;3791948.0
1336;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 juli;3797730.0
1337;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 augustus;3801006.0
1338;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 september;3819076.0
1339;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 oktober;3838297.0
1340;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 november;3848824.0
1341;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2016 december;3858120.0
1342;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 januari;3862753.0
1343;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 februari;3869011.0
1344;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 maart;3879598.0
1345;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 april;3888437.0
1346;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 mei;3895471.0
1347;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 juni;3902514.0
1348;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 juli;3907247.0
1349;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 augustus;3909538.0
1350;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 september;3927915.0
1351;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 oktober;3948925.0
1352;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 november;3959534.0
1353;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2017 december;3968291.0
1354;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 januari;3971859.0
1355;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 februari;3979256.0
1356;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 maart;3989954.0
1357;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 april;3995675.0
1358;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 mei;4002199.0
1359;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 juni;4010800.0
1360;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 juli;4015136.0
1361;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 augustus;4018431.0
1362;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 september;4037929.0
1363;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 oktober;4058722.0
1364;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 november;4070767.0
1365;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2018 december;4081087.0
1366;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 januari;4086138.0
1367;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 februari;4096062.0
1368;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 maart;4107637.0
1369;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 april;4116399.0
1370;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 mei;4125011.0
1371;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 juni;4133932.0
1372;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 juli;4139498.0
1373;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 augustus;4145143.0
1374;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 september;4167858.0
1375;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 oktober;4192975.0
1376;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 november;4207404.0
1377;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2019 december;4216789.0
1378;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 januari;4220705.0
1379;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 februari;4229481.0
1380;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 maart;4241325.0
1381;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 april;4245150.0
1382;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 mei;4245966.0
1383;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 juni;4248074.0
1384;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 juli;4250998.0
1385;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 augustus;4253483.0
1386;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 september;4265970.0
1387;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 oktober;4285273.0
1388;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 november;4294413.0
1389;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2020 december;4301499.0
1390;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 januari;4305908.0
1391;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 februari;4311219.0
1392;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 maart;4319558.0
1393;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 april;4326744.0
1394;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 mei;4333756.0
1395;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 juni;4340319.0
1396;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 juli;4346827.0
1397;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 augustus;4353464.0
1398;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 september;4374521.0
1399;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 oktober;4404383.0
1400;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 november;4419829.0
1401;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2021 december;4432482.0
1402;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 januari;4438900.0
1403;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 februari;4448357.0
1404;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 maart;4462398.0
1405;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 april;4499174.0
1406;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 mei;4536898.0
1407;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 juni;4559982.0
1408;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 juli;4575526.0
1409;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 augustus;4587045.0
1410;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 september;4618047.0
1411;Totaal mannen en vrouwen;Totaal leeftijd;Met migratieachtergrond;Totaal;2022 oktober;4650986.0
