ID;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;WerkzameBeroepsbevolking_1
834;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016 2e kwartaal;370
835;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016 3e kwartaal;382
836;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016 4e kwartaal;374
837;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016;371
838;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017 1e kwartaal;375
839;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017 2e kwartaal;375
840;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017 3e kwartaal;378
841;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017 4e kwartaal;368
842;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017;374
843;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018 1e kwartaal;370
844;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018 2e kwartaal;378
845;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018 3e kwartaal;377
846;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018 4e kwartaal;380
847;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018;376
848;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019 1e kwartaal;382
849;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019 2e kwartaal;386
850;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019 3e kwartaal;388
851;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019 4e kwartaal;396
852;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019;388
853;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020 1e kwartaal;409
854;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020 2e  kwartaal;400
855;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020 3e kwartaal;395
856;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020 4e kwartaal;382
857;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020;397
858;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021 1e kwartaal;430
859;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021 2e kwartaal;413
860;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021 3e kwartaal;410
861;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021 4e kwartaal;430
862;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021;421
863;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2022 1e kwartaal;418
864;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2003 1e kwartaal;228
865;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2003 2e kwartaal;227
866;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2003 3e kwartaal;231
867;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2003 4e kwartaal;217
868;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2003;226
869;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2004 1e kwartaal;207
870;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2004 2e kwartaal;232
871;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2004 3e kwartaal;238
872;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2004 4e kwartaal;227
873;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2004;226
874;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2005 1e kwartaal;234
875;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2005 2e kwartaal;246
876;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2005 3e kwartaal;240
877;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2005 4e kwartaal;235
878;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2005;239
879;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2006 1e kwartaal;257
880;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2006 2e kwartaal;255
881;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2006 3e kwartaal;267
882;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2006 4e kwartaal;247
883;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2006;257
884;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007 1e kwartaal;244
885;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007 2e kwartaal;247
886;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007 3e kwartaal;261
887;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007 4e kwartaal;249
888;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007;250
889;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008 1e kwartaal;242
890;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008 2e kwartaal;235
891;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008 3e kwartaal;241
892;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008 4e kwartaal;222
893;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008;235
894;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009 1e kwartaal;227
895;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009 2e kwartaal;233
896;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009 3e kwartaal;233
897;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009 4e kwartaal;231
898;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009;231
899;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010 1e kwartaal;220
900;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010 2e kwartaal;209
901;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010 3e kwartaal;211
902;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010 4e kwartaal;208
903;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010;212
904;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011 1e kwartaal;200
905;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011 2e kwartaal;205
906;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011 3e kwartaal;212
907;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011 4e kwartaal;204
908;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011;205
909;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012 1e kwartaal;199
910;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012 2e kwartaal;212
911;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012 3e kwartaal;206
912;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012 4e kwartaal;185
913;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012;201
914;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013 1e kwartaal;155
915;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013 2e kwartaal;160
916;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013 3e kwartaal;175
917;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013 4e kwartaal;160
918;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013;162
919;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2014 1e kwartaal;165
920;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2014 2e kwartaal;176
921;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2014 3e kwartaal;178
922;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2014 4e kwartaal;177
923;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2014;174
924;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2015 1e kwartaal;175
925;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2015 2e kwartaal;179
926;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2015 3e kwartaal;186
927;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2015 4e kwartaal;171
928;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2015;178
929;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2016 1e kwartaal;166
930;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2016 2e kwartaal;181
931;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2016 3e kwartaal;180
932;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2016 4e kwartaal;177
933;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2016;176
934;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2017 1e kwartaal;176
935;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2017 2e kwartaal;182
936;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2017 3e kwartaal;180
937;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2017 4e kwartaal;176
938;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2017;178
939;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2018 1e kwartaal;170
940;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2018 2e kwartaal;170
941;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2018 3e kwartaal;174
942;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2018 4e kwartaal;166
943;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2018;170
944;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2019 1e kwartaal;168
945;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2019 2e kwartaal;166
946;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2019 3e kwartaal;174
947;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2019 4e kwartaal;167
948;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2019;169
949;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2020 1e kwartaal;170
950;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2020 2e  kwartaal;167
951;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2020 3e kwartaal;172
952;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2020 4e kwartaal;161
953;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2020;167
954;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2021 1e kwartaal;230
955;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2021 2e kwartaal;198
956;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2021 3e kwartaal;189
957;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2021 4e kwartaal;192
958;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2021;202
959;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2022 1e kwartaal;180
960;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2003 1e kwartaal;9
961;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2003 2e kwartaal;8
962;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2003 3e kwartaal;7
963;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2003 4e kwartaal;7
964;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2003;8
965;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2004 1e kwartaal;10
966;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2004 2e kwartaal;9
967;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2004 3e kwartaal;8
968;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2004 4e kwartaal;9
969;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2004;9
970;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2005 1e kwartaal;10
971;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2005 2e kwartaal;10
972;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2005 3e kwartaal;10
973;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2005 4e kwartaal;10
974;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2005;10
975;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2006 1e kwartaal;8
976;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2006 2e kwartaal;8
977;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2006 3e kwartaal;8
978;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2006 4e kwartaal;8
979;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2006;8
980;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2007 1e kwartaal;10
981;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2007 2e kwartaal;10
982;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2007 3e kwartaal;13
983;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2007 4e kwartaal;11
984;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2007;11
985;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2008 1e kwartaal;12
986;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2008 2e kwartaal;12
987;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2008 3e kwartaal;11
988;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2008 4e kwartaal;11
989;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2008;12
990;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2009 1e kwartaal;13
991;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2009 2e kwartaal;12
992;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2009 3e kwartaal;10
993;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2009 4e kwartaal;12
994;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2009;12
995;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2010 1e kwartaal;12
996;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2010 2e kwartaal;10
997;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2010 3e kwartaal;11
998;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2010 4e kwartaal;10
999;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2010;10
1000;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2011 1e kwartaal;9
1001;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2011 2e kwartaal;9
1002;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2011 3e kwartaal;8
1003;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2011 4e kwartaal;8
1004;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2011;8
1005;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2012 1e kwartaal;10
1006;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2012 2e kwartaal;11
1007;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2012 3e kwartaal;11
1008;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2012 4e kwartaal;13
1009;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2012;11
1010;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2013 1e kwartaal;13
1011;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2013 2e kwartaal;12
1012;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2013 3e kwartaal;10
1013;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2013 4e kwartaal;11
1014;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2013;12
1015;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2014 1e kwartaal;11
1016;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2014 2e kwartaal;9
1017;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2014 3e kwartaal;11
1018;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2014 4e kwartaal;11
1019;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2014;10
1020;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2015 1e kwartaal;13
1021;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2015 2e kwartaal;14
1022;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2015 3e kwartaal;14
1023;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2015 4e kwartaal;14
1024;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2015;14
1025;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2016 1e kwartaal;13
1026;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2016 2e kwartaal;12
1027;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2016 3e kwartaal;11
1028;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2016 4e kwartaal;9
1029;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2016;11
1030;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2017 1e kwartaal;8
1031;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2017 2e kwartaal;9
1032;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2017 3e kwartaal;9
1033;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2017 4e kwartaal;8
1034;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2017;9
1035;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2018 1e kwartaal;9
1036;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2018 2e kwartaal;9
1037;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2018 3e kwartaal;9
1038;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2018 4e kwartaal;10
1039;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2018;9
1040;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2019 1e kwartaal;9
1041;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2019 2e kwartaal;8
1042;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2019 3e kwartaal;8
1043;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2019 4e kwartaal;10
1044;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2019;9
1045;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2020 1e kwartaal;9
1046;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2020 2e  kwartaal;9
1047;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2020 3e kwartaal;11
1048;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2020 4e kwartaal;11
1049;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2020;10
1050;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2021 1e kwartaal;9
1051;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2021 2e kwartaal;12
1052;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2021 3e kwartaal;15
1053;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2021 4e kwartaal;18
1054;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2021;13
1055;Totaal mannen en vrouwen;Totaal personen;B Delfstoffenwinning;2022 1e kwartaal;18
1056;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2003 1e kwartaal;157
1057;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2003 2e kwartaal;163
1058;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2003 3e kwartaal;173
1059;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2003 4e kwartaal;164
1060;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2003;164
1061;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2004 1e kwartaal;164
1062;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2004 2e kwartaal;167
1063;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2004 3e kwartaal;167
1064;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2004 4e kwartaal;162
1065;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2004;165
1066;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2005 1e kwartaal;157
1067;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2005 2e kwartaal;157
1068;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2005 3e kwartaal;162
1069;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2005 4e kwartaal;160
1070;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2005;159
1071;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2006 1e kwartaal;153
1072;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2006 2e kwartaal;154
1073;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2006 3e kwartaal;160
1074;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2006 4e kwartaal;160
1075;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2006;157
1076;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2007 1e kwartaal;158
1077;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2007 2e kwartaal;160
1078;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2007 3e kwartaal;160
1079;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2007 4e kwartaal;159
1080;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2007;159
1081;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2008 1e kwartaal;152
1082;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2008 2e kwartaal;154
1083;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2008 3e kwartaal;146
1084;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2008 4e kwartaal;146
1085;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2008;150
1086;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2009 1e kwartaal;141
1087;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2009 2e kwartaal;142
1088;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2009 3e kwartaal;139
1089;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2009 4e kwartaal;145
1090;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2009;142
1091;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2010 1e kwartaal;150
1092;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2010 2e kwartaal;145
1093;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2010 3e kwartaal;149
1094;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2010 4e kwartaal;157
1095;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2010;150
1096;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2011 1e kwartaal;152
1097;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2011 2e kwartaal;146
1098;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2011 3e kwartaal;149
1099;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2011 4e kwartaal;148
1100;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2011;149
1101;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2012 1e kwartaal;151
1102;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2012 2e kwartaal;147
1103;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2012 3e kwartaal;151
1104;Totaal mannen en vrouwen;Totaal personen;10-12 Voedings-, genotmiddelenindustrie;2012 4e kwartaal;145
