ID;Persoonskenmerken;RegioS;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpZonderVerblijf_2;AlleenJeugdhulpZonderVerblijf_3;JHzvEnJeugdhulpMetVerblijf_4;JHzvEnJeugdbeschermingJB_5;JHzvEnJeugdreclasseringJR_6;JHzvEnJBEnJR_7;JHzvEnAndereJeugdzorg_8;TotaalJeugdhulpMetVerblijf_9;AlleenJeugdhulpMetVerblijf_10;JHmvEnJeugdhulpZonderVerblijf_11;JHmvEnJeugdbeschermingJB_12;JHmvEnJeugdreclasseringJR_13;JHmvEnJBEnJR_14;JHmvEnAndereJeugdzorg_15;TotaalJeugdbescherming_16;AlleenJeugdbescherming_17;JBEnJeugdhulp_18;JBEnJeugdreclasseringJR_19;JBEnJeugdhulpEnJR_20;JBEnAndereJeugdzorg_21;TotaalJeugdreclassering_22;AlleenJeugdreclassering_23;JREnJeugdhulp_24;JREnJeugdbeschermingJB_25;JREnJeugdhulpEnJB_26;JREnAndereJeugdzorg_27
1966;Leeftijd: 0 tot 4 jaar;Kop van Noord-Holland (JZ);2016;185;140.0;115.0;;15.0;;;;35.0;;;25.0;;;;60.0;20.0;40.0;;;;;;;;;
1967;Leeftijd: 0 tot 4 jaar;Kop van Noord-Holland (JZ);1e halfjaar 2017;150;110.0;90.0;;10.0;;;;30.0;;;15.0;;;;55.0;20.0;35.0;;;;;;;;;
1968;Leeftijd: 0 tot 4 jaar;Kop van Noord-Holland (JZ);2e halfjaar 2017;190;140.0;110.0;;15.0;;;10.0;40.0;;;20.0;;;10.0;75.0;30.0;45.0;;;;;;;;;
1969;Leeftijd: 0 tot 4 jaar;Kop van Noord-Holland (JZ);2017;205;155.0;125.0;;15.0;;;10.0;40.0;;;20.0;;;10.0;75.0;25.0;45.0;;;;;;;;;
1970;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);1e kwartaal 2015;355;240.0;220.0;;10.0;;;10.0;60.0;10.0;;35.0;;;10.0;125.0;65.0;60.0;;;;;;;;;
1971;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);1e halfjaar 2015;440;325.0;290.0;;15.0;;;15.0;70.0;15.0;;40.0;;;15.0;135.0;65.0;70.0;;;;;;;;;
1972;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2e halfjaar 2015;575;430.0;385.0;10.0;15.0;;;15.0;105.0;20.0;10.0;55.0;;;15.0;155.0;70.0;90.0;;;;;;;;;
1973;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2015;650;500.0;450.0;15.0;20.0;;;20.0;110.0;20.0;15.0;60.0;;;20.0;170.0;70.0;100.0;;;;;;;;;
1974;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);1e halfjaar 2016;460;345.0;305.0;;20.0;;;10.0;85.0;25.0;;45.0;;;10.0;125.0;45.0;80.0;;;;;;;;;
1975;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2e halfjaar 2016;530;405.0;360.0;10.0;15.0;;;20.0;95.0;25.0;10.0;45.0;;;20.0;135.0;55.0;80.0;;;;;;;;;
1976;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2016;615;495.0;435.0;10.0;25.0;;;20.0;105.0;25.0;10.0;50.0;;;20.0;140.0;50.0;95.0;;;;;;;;;
1977;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);1e halfjaar 2017;495;380.0;330.0;20.0;15.0;;;10.0;125.0;45.0;20.0;45.0;;;10.0;95.0;20.0;75.0;;;;;;;;;
1978;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2e halfjaar 2017;585;460.0;395.0;25.0;25.0;;;20.0;145.0;60.0;25.0;45.0;;;20.0;105.0;20.0;85.0;;;;;;;;;
1979;Leeftijd: 0 tot 4 jaar;Drenthe (JZ);2017;670;545.0;470.0;25.0;20.0;;;25.0;150.0;55.0;25.0;45.0;;;25.0;115.0;25.0;90.0;;;;;;;;;
1980;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);1e kwartaal 2015;140;90.0;75.0;;;;;;30.0;;;20.0;;;;55.0;30.0;30.0;;;;;;;;;
1981;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);1e halfjaar 2015;170;120.0;105.0;;10.0;;;;30.0;;;25.0;;;;65.0;30.0;35.0;;;;;;;;;
1982;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2e halfjaar 2015;220;160.0;150.0;;;;;;35.0;;;25.0;;;;60.0;30.0;30.0;;;;;;;;;
1983;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2015;250;190.0;170.0;;10.0;;;;35.0;;;25.0;;;;70.0;35.0;35.0;;;;;;;;;
1984;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);1e halfjaar 2016;150;100.0;90.0;;;;;;35.0;10.0;;20.0;;;;50.0;20.0;35.0;;;;;;;;;
1985;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2e halfjaar 2016;220;165.0;150.0;;10.0;;;;40.0;10.0;;25.0;;;;60.0;25.0;40.0;;;;;;;;;
1986;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2016;235;180.0;160.0;;10.0;;;10.0;45.0;10.0;;25.0;;;10.0;65.0;20.0;45.0;;;;;;;;;
1987;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);1e halfjaar 2017;205;165.0;145.0;;10.0;;;;35.0;;;20.0;;;;55.0;15.0;40.0;;;;;;;;;
1988;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2e halfjaar 2017;245;195.0;175.0;;10.0;;;10.0;40.0;10.0;;15.0;;;10.0;60.0;25.0;35.0;;;;;;;;;
1989;Leeftijd: 0 tot 4 jaar;West Friesland (JZ);2017;260;215.0;190.0;;15.0;;;10.0;40.0;;;20.0;;;10.0;65.0;20.0;45.0;;;;;;;;;
1990;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);1e kwartaal 2015;130;75.0;55.0;;10.0;;;;25.0;;;15.0;;;;65.0;35.0;30.0;;;;;;;;;
1991;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2015;150;100.0;70.0;;15.0;;;10.0;30.0;;;15.0;;;10.0;70.0;35.0;40.0;;;;;;;;;
1992;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2015;205;150.0;115.0;;20.0;;;10.0;40.0;;;20.0;;;10.0;80.0;30.0;50.0;;;;;;;;;
1993;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2015;220;165.0;120.0;;20.0;;;15.0;40.0;;;15.0;;;15.0;85.0;35.0;50.0;;;;;;;;;
1994;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2016;155;105.0;90.0;;10.0;;;;35.0;10.0;;20.0;;;;55.0;20.0;35.0;;;;;;;;;
1995;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2016;230;155.0;135.0;;10.0;;;;55.0;20.0;;30.0;;;;70.0;25.0;45.0;;;;;;;;;
1996;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2016;245;175.0;145.0;;15.0;;;;60.0;15.0;;30.0;;;;75.0;20.0;50.0;;;;;;;;;
1997;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2017;195;135.0;110.0;;15.0;;;;40.0;15.0;;15.0;;;;60.0;25.0;35.0;;;;;;;;;
1998;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2017;255;195.0;165.0;;20.0;;;;45.0;10.0;;25.0;;;;75.0;20.0;50.0;;;;;;;;;
1999;Leeftijd: 0 tot 4 jaar;Alkmaar (Noord-Kennemerland) (JZ);2017;270;210.0;175.0;;25.0;;;10.0;50.0;10.0;;25.0;;;10.0;75.0;20.0;55.0;;;;;;;;;
2000;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);1e kwartaal 2015;330;220.0;190.0;;15.0;;;10.0;70.0;15.0;;40.0;;;10.0;120.0;60.0;60.0;;;;;;;;;
2001;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);1e halfjaar 2015;410;285.0;250.0;;20.0;;;10.0;85.0;20.0;;45.0;;;10.0;135.0;60.0;75.0;;;;;;;;;
2002;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2e halfjaar 2015;520;375.0;320.0;10.0;20.0;;;25.0;110.0;15.0;10.0;55.0;;;25.0;170.0;70.0;100.0;;;;;;;;;
2003;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2015;565;420.0;355.0;15.0;25.0;;;25.0;110.0;15.0;15.0;55.0;;;25.0;180.0;75.0;105.0;;;;;;;;;
2004;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);1e halfjaar 2016;425;280.0;245.0;;20.0;;;10.0;95.0;20.0;;60.0;;;10.0;155.0;65.0;90.0;;;;;;;;;
2005;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2e halfjaar 2016;535;385.0;335.0;10.0;20.0;;;25.0;120.0;20.0;10.0;65.0;;;25.0;175.0;65.0;110.0;;;;;;;;;
2006;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2016;565;405.0;345.0;10.0;25.0;;;25.0;125.0;20.0;10.0;70.0;;;25.0;185.0;65.0;120.0;;;;;;;;;
2007;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);1e halfjaar 2017;455;330.0;285.0;;15.0;;;25.0;95.0;15.0;;50.0;;;25.0;145.0;60.0;90.0;;;;;;;;;
2008;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2e halfjaar 2017;580;460.0;405.0;10.0;25.0;;;25.0;100.0;20.0;10.0;45.0;;;25.0;145.0;50.0;95.0;;;;;;;;;
2009;Leeftijd: 0 tot 4 jaar;IJsselland (JZ);2017;620;495.0;430.0;10.0;25.0;;;30.0;105.0;20.0;10.0;45.0;;;30.0;160.0;55.0;100.0;;;;;;;;;
2010;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);1e kwartaal 2015;305;170.0;150.0;;15.0;;;10.0;75.0;15.0;;50.0;;;10.0;140.0;70.0;70.0;;;;;;;;;
2011;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);1e halfjaar 2015;375;235.0;200.0;;15.0;;;10.0;90.0;20.0;;55.0;;;10.0;155.0;70.0;85.0;;;;;;;;;
2012;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2e halfjaar 2015;440;280.0;245.0;;15.0;;;10.0;100.0;20.0;;65.0;;;10.0;165.0;80.0;90.0;;;;;;;;;
2013;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2015;510;340.0;290.0;10.0;20.0;;;20.0;115.0;20.0;10.0;65.0;;;20.0;185.0;85.0;105.0;;;;;;;;;
2014;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);1e halfjaar 2016;415;220.0;185.0;20.0;10.0;;;;175.0;70.0;20.0;75.0;;;;140.0;45.0;95.0;;;;;;;;;
2015;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2e halfjaar 2016;555;310.0;250.0;35.0;15.0;;;15.0;240.0;115.0;35.0;75.0;;;15.0;160.0;50.0;105.0;;;;;;;;;
2016;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2016;605;345.0;280.0;40.0;15.0;;;15.0;255.0;115.0;40.0;85.0;;;15.0;170.0;55.0;115.0;;;;;;;;;
2017;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);1e halfjaar 2017;435;215.0;175.0;20.0;10.0;;;;200.0;110.0;20.0;60.0;;;;125.0;45.0;80.0;;;;;;;;;
2018;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2e halfjaar 2017;485;255.0;210.0;30.0;10.0;;;10.0;220.0;110.0;30.0;75.0;;;10.0;140.0;45.0;95.0;;;;;;;;;
2019;Leeftijd: 0 tot 4 jaar;Flevoland (JZ);2017;550;305.0;240.0;35.0;15.0;;;15.0;245.0;120.0;35.0;75.0;;;15.0;155.0;50.0;105.0;;;;;;;;;
2020;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);1e kwartaal 2015;165;105.0;95.0;;10.0;;;;40.0;;;25.0;;;;65.0;25.0;40.0;;;;;;;;;
2021;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);1e halfjaar 2015;215;150.0;135.0;;15.0;;;;45.0;10.0;;30.0;;;;75.0;30.0;45.0;;;;;;;;;
2022;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2e halfjaar 2015;280;205.0;180.0;;10.0;;;10.0;55.0;10.0;;30.0;;;10.0;85.0;35.0;50.0;;;;;;;;;
2023;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2015;310;235.0;200.0;;20.0;;;10.0;55.0;10.0;;30.0;;;10.0;95.0;35.0;60.0;;;;;;;;;
2024;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);1e halfjaar 2016;220;155.0;135.0;;10.0;;;10.0;50.0;10.0;;25.0;;;10.0;75.0;30.0;45.0;;;;;;;;;
2025;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2e halfjaar 2016;270;195.0;170.0;;10.0;;;10.0;60.0;15.0;;25.0;;;10.0;80.0;30.0;50.0;;;;;;;;;
2026;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2016;315;240.0;205.0;;15.0;;;15.0;60.0;15.0;;25.0;;;15.0;90.0;30.0;55.0;;;;;;;;;
2027;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);1e halfjaar 2017;235;185.0;165.0;;10.0;;;;45.0;10.0;;20.0;;;;55.0;15.0;35.0;;;;;;;;;
2028;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2e halfjaar 2017;280;225.0;200.0;;10.0;;;;50.0;15.0;;25.0;;;;60.0;15.0;40.0;;;;;;;;;
2029;Leeftijd: 0 tot 4 jaar;Zaanstreek-Waterland (JZ);2017;330;265.0;235.0;;15.0;;;10.0;60.0;15.0;;25.0;;;10.0;70.0;20.0;50.0;;;;;;;;;
2030;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);1e kwartaal 2015;100;70.0;65.0;;;;;;15.0;;;10.0;;;;30.0;15.0;15.0;;;;;;;;;
2031;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);1e halfjaar 2015;120;95.0;85.0;;;;;;15.0;;;10.0;;;;30.0;15.0;15.0;;;;;;;;;
2032;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2e halfjaar 2015;165;135.0;120.0;;10.0;;;;20.0;;;10.0;;;;40.0;20.0;25.0;;;;;;;;;
2033;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2015;185;150.0;135.0;;10.0;;;;20.0;;;15.0;;;;45.0;20.0;25.0;;;;;;;;;
2034;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);1e halfjaar 2016;150;120.0;105.0;;10.0;;;;20.0;;;;;;;35.0;15.0;20.0;;;;;;;;;
2035;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2e halfjaar 2016;175;150.0;130.0;;15.0;;;;20.0;;;10.0;;;;40.0;15.0;30.0;;;;;;;;;
2036;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2016;205;175.0;150.0;;15.0;;;10.0;25.0;;;10.0;;;10.0;45.0;15.0;30.0;;;;;;;;;
2037;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);1e halfjaar 2017;145;130.0;115.0;;10.0;;;;20.0;;;10.0;;;;30.0;;25.0;;;;;;;;;
2038;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2e halfjaar 2017;160;140.0;120.0;;10.0;;;;20.0;;;10.0;;;;40.0;10.0;30.0;;;;;;;;;
2039;Leeftijd: 0 tot 4 jaar;IJmond (Midden Kennemerland) (JZ);2017;185;165.0;140.0;;15.0;;;10.0;20.0;;;10.0;;;10.0;40.0;10.0;30.0;;;;;;;;;
2040;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);1e kwartaal 2015;125;90.0;80.0;;10.0;;;;15.0;;;;;;;40.0;20.0;20.0;;;;;;;;;
2041;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);1e halfjaar 2015;170;135.0;120.0;;10.0;;;;15.0;;;;;;;45.0;25.0;20.0;;;;;;;;;
2042;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2e halfjaar 2015;200;170.0;145.0;;15.0;;;;20.0;;;10.0;;;;45.0;20.0;25.0;;;;;;;;;
2043;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2015;230;195.0;170.0;;20.0;;;;25.0;;;10.0;;;;50.0;20.0;30.0;;;;;;;;;
2044;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);1e halfjaar 2016;165;140.0;115.0;;15.0;;;;25.0;10.0;;;;;;35.0;10.0;25.0;;;;;;;;;
2045;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2e halfjaar 2016;205;175.0;150.0;;10.0;;;;30.0;10.0;;10.0;;;;40.0;10.0;25.0;;;;;;;;;
2046;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2016;230;210.0;175.0;;20.0;;;10.0;30.0;10.0;;;;;10.0;40.0;;35.0;;;;;;;;;
2047;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);1e halfjaar 2017;165;150.0;135.0;;15.0;;;;;;;;;;;25.0;10.0;20.0;;;;;;;;;
2048;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2e halfjaar 2017;180;160.0;145.0;;15.0;;;;10.0;;;;;;;30.0;10.0;20.0;;;;;;;;;
2049;Leeftijd: 0 tot 4 jaar;Zuid Kennemerland (JZ);2017;215;195.0;175.0;;20.0;;;;10.0;;;;;;;35.0;10.0;25.0;;;;;;;;;
2050;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);1e kwartaal 2015;100;65.0;50.0;15.0;;;;;35.0;;15.0;15.0;;;;30.0;10.0;15.0;;;;;;;;;
2051;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);1e halfjaar 2015;130;95.0;80.0;15.0;;;;;35.0;;15.0;15.0;;;;30.0;10.0;20.0;;;;;;;;;
2052;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2e halfjaar 2015;170;145.0;120.0;20.0;;;;;45.0;10.0;20.0;10.0;;;;25.0;;20.0;;;;;;;;;
2053;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2015;185;155.0;125.0;20.0;;;;;45.0;10.0;20.0;10.0;;;;30.0;10.0;20.0;;;;;;;;;
2054;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);1e halfjaar 2016;170;135.0;125.0;;;;;;35.0;15.0;;15.0;;;;25.0;10.0;20.0;;;;;;;;;
2055;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2e halfjaar 2016;215;170.0;150.0;10.0;;;;;50.0;20.0;10.0;15.0;;;;35.0;10.0;25.0;;;;;;;;;
2056;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2016;235;185.0;165.0;15.0;;;;;55.0;20.0;15.0;15.0;;;;35.0;10.0;25.0;;;;;;;;;
2057;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);1e halfjaar 2017;205;175.0;160.0;;;;;;35.0;10.0;;15.0;;;;25.0;;20.0;;;;;;;;;
2058;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2e halfjaar 2017;240;190.0;175.0;;;;;;50.0;20.0;;20.0;;;;35.0;10.0;30.0;;;;;;;;;
2059;Leeftijd: 0 tot 4 jaar;Noord-Veluwe (JZ);2017;260;210.0;195.0;;;;;;50.0;20.0;;20.0;;;;35.0;10.0;30.0;;;;;;;;;
2060;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);1e kwartaal 2015;840;620.0;575.0;15.0;20.0;;;10.0;140.0;45.0;15.0;70.0;;;10.0;205.0;105.0;100.0;;;;;;;;;
2061;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);1e halfjaar 2015;1105;885.0;810.0;20.0;25.0;;;25.0;160.0;45.0;20.0;65.0;;;25.0;225.0;105.0;115.0;;;;;;;;;
2062;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2e halfjaar 2015;1385;1150.0;1065.0;30.0;25.0;;;25.0;185.0;60.0;30.0;70.0;;;25.0;230.0;105.0;120.0;;;;;;;;;
2063;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2015;1615;1380.0;1260.0;40.0;40.0;;;35.0;200.0;55.0;40.0;65.0;;;35.0;255.0;115.0;140.0;;;;;;;;;
2064;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);1e halfjaar 2016;1305;1085.0;1010.0;15.0;30.0;;;30.0;195.0;65.0;15.0;80.0;;;30.0;210.0;70.0;140.0;;;;;;;;;
2065;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2e halfjaar 2016;1655;1430.0;1320.0;35.0;45.0;;;35.0;220.0;65.0;35.0;90.0;;;35.0;240.0;70.0;170.0;;;;;;;;;
2066;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2016;1860;1630.0;1495.0;40.0;45.0;;;45.0;245.0;65.0;40.0;95.0;;;45.0;255.0;70.0;185.0;;;;;;;;;
2067;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);1e halfjaar 2017;2045;1850.0;1750.0;25.0;50.0;;;25.0;170.0;45.0;25.0;75.0;;;25.0;220.0;75.0;145.0;;;;;;;;;
2068;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2e halfjaar 2017;2315;2110.0;1980.0;35.0;55.0;;;35.0;195.0;50.0;35.0;75.0;;;35.0;250.0;85.0;165.0;;;;;;;;;
2069;Leeftijd: 0 tot 4 jaar;Amsterdam-Amstelland (JZ);2017;2715;2510.0;2350.0;45.0;70.0;;;45.0;220.0;50.0;45.0;80.0;;;45.0;270.0;80.0;195.0;;;;;;;;;
2070;Leeftijd: 0 tot 4 jaar;Twente (JZ);1e kwartaal 2015;420;220.0;185.0;;20.0;;;15.0;110.0;25.0;;65.0;;;15.0;205.0;110.0;100.0;;;;;;;;;
2071;Leeftijd: 0 tot 4 jaar;Twente (JZ);1e halfjaar 2015;515;300.0;240.0;;30.0;;;25.0;125.0;25.0;;65.0;;;25.0;240.0;120.0;120.0;;;;;;;;;
2072;Leeftijd: 0 tot 4 jaar;Twente (JZ);2e halfjaar 2015;640;415.0;325.0;20.0;40.0;;;25.0;150.0;30.0;20.0;75.0;;;25.0;265.0;125.0;140.0;;;;;;;;;
2073;Leeftijd: 0 tot 4 jaar;Twente (JZ);2015;700;465.0;360.0;20.0;45.0;;;40.0;160.0;25.0;20.0;75.0;;;40.0;295.0;135.0;160.0;;;;;;;;;
2074;Leeftijd: 0 tot 4 jaar;Twente (JZ);1e halfjaar 2016;570;390.0;315.0;;45.0;;;25.0;130.0;30.0;;65.0;;;25.0;220.0;85.0;135.0;;;;;;;;;
2075;Leeftijd: 0 tot 4 jaar;Twente (JZ);2e halfjaar 2016;725;505.0;415.0;;50.0;;;30.0;155.0;30.0;;90.0;;;30.0;275.0;100.0;175.0;;;;;;;;;
2076;Leeftijd: 0 tot 4 jaar;Twente (JZ);2016;780;570.0;460.0;10.0;55.0;;;50.0;175.0;30.0;10.0;80.0;;;50.0;285.0;95.0;185.0;;;;;;;;;
2077;Leeftijd: 0 tot 4 jaar;Twente (JZ);1e halfjaar 2017;650;450.0;350.0;;55.0;;;35.0;165.0;25.0;;95.0;;;35.0;265.0;80.0;185.0;;;;;;;;;
2078;Leeftijd: 0 tot 4 jaar;Twente (JZ);2e halfjaar 2017;815;600.0;485.0;10.0;65.0;;;35.0;180.0;20.0;10.0;110.0;;;35.0;300.0;85.0;215.0;;;;;;;;;
2079;Leeftijd: 0 tot 4 jaar;Twente (JZ);2017;890;675.0;535.0;10.0;70.0;;;60.0;195.0;20.0;10.0;105.0;;;60.0;320.0;85.0;235.0;;;;;;;;;
2080;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);1e kwartaal 2015;80;60.0;50.0;;;;;;20.0;;;10.0;;;;20.0;;15.0;;;;;;;;;
2081;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);1e halfjaar 2015;110;90.0;80.0;;;;;10.0;25.0;;;10.0;;;10.0;25.0;;20.0;;;;;;;;;
2082;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2e halfjaar 2015;145;125.0;120.0;;;;;;25.0;;;10.0;;;;25.0;;20.0;;;;;;;;;
2083;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2015;165;145.0;130.0;;;;;10.0;25.0;;;10.0;;;10.0;25.0;;20.0;;;;;;;;;
2084;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);1e halfjaar 2016;65;35.0;30.0;;;;;;25.0;10.0;;10.0;;;;25.0;;15.0;;;;;;;;;
2085;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2e halfjaar 2016;80;45.0;35.0;;;;;;35.0;15.0;;10.0;;;;25.0;10.0;15.0;;;;;;;;;
2086;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2016;95;55.0;45.0;;;;;;35.0;15.0;;15.0;;;;25.0;10.0;20.0;;;;;;;;;
2087;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);1e halfjaar 2017;115;105.0;95.0;;;;;;15.0;;;10.0;;;;15.0;;15.0;;;;;;;;;
2088;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2e halfjaar 2017;145;135.0;130.0;;;;;;15.0;;;;;;;15.0;;10.0;;;;;;;;;
2089;Leeftijd: 0 tot 4 jaar;Haarlemmermeer (JZ);2017;165;150.0;140.0;;;;;;15.0;;;;;;;15.0;;15.0;;;;;;;;;
2090;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);1e kwartaal 2015;120;95.0;85.0;;;;;;15.0;;;;;;;30.0;15.0;15.0;;;;;;;;;
2091;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);1e halfjaar 2015;145;115.0;100.0;;10.0;;;;15.0;;;;;;;35.0;15.0;20.0;;;;;;;;;
2092;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);2e halfjaar 2015;165;140.0;125.0;;10.0;;;;15.0;;;;;;;30.0;15.0;20.0;;;;;;;;;
2093;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);2015;185;155.0;140.0;;15.0;;;;15.0;;;;;;;35.0;15.0;20.0;;;;;;;;;
2094;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);1e halfjaar 2016;145;115.0;105.0;;;;;;15.0;;;10.0;;;;35.0;20.0;15.0;;;;;;;;;
2095;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);2e halfjaar 2016;175;140.0;130.0;;10.0;;;;20.0;;;15.0;;;;40.0;20.0;25.0;;;;;;;;;
2096;Leeftijd: 0 tot 4 jaar;Gooi en Vechtstreek (JZ);2016;200;165.0;150.0;;10.0;;;;20.0;;;10.0;;;;45.0;20.0;25.0;;;;;;;;;
