ID;PersonalCharacteristics;TypeOfFigure;CaribbeanNetherlands;Periods;DetachedSemiDetachedOrTerracedHo_1;ApartmentFlatOrUpstairsMaisonette_2;RoomOrElseEGACargoContainer_3;FromTheGrid_4;Generator_5;SolarOrWindEnergy_6;Gas_7;Electricity_8;Refrigerator_9;SeparateFreezer_10;WashingMachine_11;Dishwasher_12;Television_13;LandLineTelephone_14;MobilePhoneOrSmartPhone_15;PersonalComputerOrDesktop_16;LaptopOrNetbook_17;Tablet_18;GameComputer_19;Total_20;HouseholdsWithOneCar_21;HouseholdsWithMoreThanOneCar_22;Bicycle_23;Motorcycle_24;MopedAndOrScooters_25
123;Age: 45 to 64 years;Reliability margin;Bonaire;2017/2018;3.4;2.8;2.0;2.0;1.2;1.7;2.6;2.5;;;2.7;;2.4;4.6;1.7;4.8;5.0;5.0;3.8;3.6;5.0;4.8;;;
124;Age: 45 to 64 years;Reliability margin;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
125;Age: 45 to 64 years;Reliability margin;St. Eustatius;2017/2018;;;;7.3;;7.3;4.3;3.7;;;2.6;;4.4;8.1;4.0;7.8;8.1;7.6;4.7;7.5;8.3;6.5;;;
126;Age: 45 to 64 years;Reliability margin;Saba;2013;12.8;12.1;;;;;6.0;;4.7;16.1;9.7;9.7;9.1;15.6;6.6;16.4;15.8;14.6;13.5;12.7;16.2;14.2;;;
127;Age: 45 to 64 years;Reliability margin;Saba;2017/2018;10.2;10.2;;3.2;;;6.2;6.2;;;9.3;;10.6;11.3;4.0;8.8;11.5;11.1;6.1;11.3;11.4;9.1;;;
128;Age: 65 years or older;Percentage/average;Caribbean Netherlands ;2013;85.4;5.8;8.8;97.6;;3.0;96.3;3.7;98.6;39.0;93.7;20.2;94.4;60.2;90.3;31.2;31.0;12.3;4.2;73.9;49.9;24.1;16.5;;
129;Age: 65 years or older;Percentage/average;Caribbean Netherlands ;2017/2018;80.2;9.9;9.9;89.4;;11.7;95.0;3.5;;;93.5;;91.1;49.6;88.5;29.7;37.5;31.1;5.5;77.3;55.4;21.9;;;
130;Age: 65 years or older;Percentage/average;Bonaire;2013;92.4;7.0;;96.9;;;96.3;3.7;99.1;38.2;92.3;22.5;94.0;54.9;92.9;29.6;31.0;11.8;4.9;78.9;53.9;25.0;21.5;;
131;Age: 65 years or older;Percentage/average;Bonaire;2017/2018;92.0;5.8;;94.8;;4.1;96.0;;;;94.0;;95.6;44.9;91.2;33.1;39.7;29.8;8.1;78.5;51.9;26.6;;;
132;Age: 65 years or older;Percentage/average;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
133;Age: 65 years or older;Percentage/average;St. Eustatius;2017/2018;;;;69.3;;37.9;95.6;;;;94.9;;81.8;46.4;80.0;17.9;26.6;27.0;;78.5;62.9;15.6;;;
134;Age: 65 years or older;Percentage/average;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
135;Age: 65 years or older;Percentage/average;Saba;2017/2018;80.6;16.0;;100.0;;;89.5;;;;89.0;;87.1;74.5;90.6;34.7;45.8;43.5;;70.4;57.9;12.4;;;
136;Age: 65 years or older;Reliability margin;Caribbean Netherlands ;2013;6.0;4.0;4.8;2.6;;2.9;3.2;3.2;2.0;8.3;4.2;6.9;3.9;8.3;5.0;7.9;7.9;5.6;3.4;7.5;8.5;7.3;6.4;;
137;Age: 65 years or older;Reliability margin;Caribbean Netherlands ;2017/2018;5.1;3.8;3.8;3.9;;4.1;2.8;2.3;;;3.2;;3.6;6.4;4.1;5.8;6.2;5.9;2.9;5.4;6.4;5.3;;;
138;Age: 65 years or older;Reliability margin;Bonaire;2013;5.2;5.0;;3.4;;;3.7;3.7;1.8;9.6;5.3;8.3;4.7;9.8;5.0;9.0;9.1;6.3;4.3;8.0;9.8;8.5;8.1;;
139;Age: 65 years or older;Reliability margin;Bonaire;2017/2018;4.5;3.9;;3.6;;3.2;3.2;;;;3.9;;3.4;8.2;4.6;7.7;8.0;7.5;4.5;6.8;8.3;7.3;;;
140;Age: 65 years or older;Reliability margin;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
141;Age: 65 years or older;Reliability margin;St. Eustatius;2017/2018;;;;12.0;;12.6;5.3;;;;5.7;;10.2;13.2;10.6;10.1;11.7;11.7;;11.0;13.0;9.7;;;
142;Age: 65 years or older;Reliability margin;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
143;Age: 65 years or older;Reliability margin;Saba;2017/2018;13.3;12.3;;;;;10.3;;;;10.5;;11.3;14.7;9.8;16.0;16.7;16.7;;15.3;16.6;11.1;;;
144;Level of education: Low;Percentage/average;Caribbean Netherlands ;2013;82.1;10.3;7.6;97.7;1.0;1.0;96.6;3.1;98.0;35.0;89.7;12.2;96.4;34.8;95.5;34.9;44.2;19.1;19.5;75.3;47.4;27.9;30.8;3.8;6.5
145;Level of education: Low;Percentage/average;Caribbean Netherlands ;2017/2018;67.7;16.6;15.8;88.1;0.8;10.7;95.9;2.8;;;94.5;;92.3;37.3;95.5;27.2;43.4;34.9;15.5;75.0;49.0;25.9;;;
146;Level of education: Low;Percentage/average;Bonaire;2013;86.6;9.1;4.3;97.5;1.3;1.0;96.1;3.6;97.7;32.9;88.4;14.9;96.6;30.9;97.1;34.0;42.5;15.7;15.6;76.1;47.3;28.8;33.7;2.7;7.0
147;Level of education: Low;Percentage/average;Bonaire;2017/2018;85.0;10.8;4.2;97.5;1.4;1.1;97.0;1.7;;;93.6;;95.4;22.3;95.9;27.9;44.9;36.6;16.4;78.1;48.8;29.3;;;
148;Level of education: Low;Percentage/average;St. Eustatius;2013;65.7;10.5;23.8;98.5;;;97.3;;99.1;38.9;95.0;5.7;97.1;40.1;90.6;37.7;45.9;28.9;30.4;73.5;48.7;24.9;27.8;7.8;7.3
149;Level of education: Low;Percentage/average;St. Eustatius;2017/2018;;;;63.4;;36.3;94.6;3.9;;;98.7;;92.0;57.7;94.4;30.1;38.7;31.3;13.1;71.3;50.7;20.6;;;
150;Level of education: Low;Percentage/average;Saba;2013;78.1;21.9;;97.6;;;99.6;;98.8;45.5;89.7;;92.1;61.8;92.1;38.0;57.8;29.1;30.3;72.6;46.2;26.5;8.1;5.7;
151;Level of education: Low;Percentage/average;Saba;2017/2018;64.0;34.9;;98.5;;;93.0;5.9;;;89.5;;77.5;64.9;96.3;16.2;47.4;34.8;16.4;67.4;46.3;21.2;;;
152;Level of education: Low;Reliability margin;Caribbean Netherlands ;2013;3.1;2.5;2.1;1.2;0.8;0.8;1.5;1.4;1.1;3.9;2.5;2.6;1.5;3.8;1.7;3.8;4.0;3.2;3.2;3.5;4.0;3.6;3.7;1.5;2.0
153;Level of education: Low;Reliability margin;Caribbean Netherlands ;2017/2018;3.1;2.4;2.4;2.1;0.6;2.0;1.3;1.1;;;1.5;;1.7;3.2;1.4;2.9;3.3;3.1;2.4;2.8;3.3;2.9;;;
154;Level of education: Low;Reliability margin;Bonaire;2013;3.2;2.7;1.9;1.5;1.1;0.9;1.8;1.7;1.4;4.5;3.0;3.4;1.7;4.4;1.6;4.5;4.7;3.4;3.4;4.0;4.7;4.3;4.5;1.5;2.4
155;Level of education: Low;Reliability margin;Bonaire;2017/2018;3.0;2.6;1.7;1.3;1.0;0.9;1.4;1.1;;;2.1;;1.8;3.5;1.7;3.8;4.2;4.1;3.1;3.5;4.2;3.8;;;
156;Level of education: Low;Reliability margin;St. Eustatius;2013;10.3;6.7;9.2;2.6;;;3.5;;2.1;10.6;4.8;5.0;3.6;10.6;6.3;10.5;10.8;9.8;10.0;9.7;10.9;9.5;9.8;5.9;5.7
157;Level of education: Low;Reliability margin;St. Eustatius;2017/2018;;;;6.0;;6.0;2.8;2.4;;;1.4;;3.4;6.1;2.8;5.7;6.1;5.8;4.2;5.7;6.3;5.1;;;
158;Level of education: Low;Reliability margin;Saba;2013;10.1;10.1;;3.7;;;1.6;;2.6;12.2;7.4;;6.6;11.9;6.6;11.8;12.1;11.1;11.2;10.9;12.2;10.8;6.7;5.6;
159;Level of education: Low;Reliability margin;Saba;2017/2018;9.2;9.2;;2.3;;;4.9;4.5;;;5.9;;8.0;9.2;3.6;7.1;9.6;9.1;7.1;9.0;9.6;7.8;;;
160;Level of education: Intermediate/High;Percentage/average;Caribbean Netherlands ;2013;79.8;17.2;3.0;97.5;1.9;1.3;94.2;5.7;98.6;28.3;88.6;22.8;93.1;38.7;97.7;47.3;70.0;36.7;28.4;80.4;46.5;33.9;42.6;3.5;8.7
161;Level of education: Intermediate/High;Percentage/average;Caribbean Netherlands ;2017/2018;75.4;17.3;7.3;95.0;;5.3;92.5;7.0;;;88.7;;87.8;45.4;97.0;40.6;70.8;59.1;23.7;85.7;51.5;34.2;;;
162;Level of education: Intermediate/High;Percentage/average;Bonaire;2013;83.6;14.7;1.7;96.9;1.8;1.1;93.8;6.0;98.4;26.1;92.3;26.4;95.2;35.3;98.8;47.0;67.1;37.1;29.3;85.1;48.2;36.9;48.6;4.1;9.1
163;Level of education: Intermediate/High;Percentage/average;Bonaire;2017/2018;83.7;12.2;4.1;96.0;;3.7;91.8;7.8;;;93.1;;93.3;32.9;98.5;41.3;71.6;59.7;26.4;94.6;50.6;44.0;;;
164;Level of education: Intermediate/High;Percentage/average;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
165;Level of education: Intermediate/High;Percentage/average;St. Eustatius;2017/2018;;;;87.9;;17.5;91.2;7.3;;;95.2;;90.3;67.6;93.7;42.1;59.4;49.3;16.2;77.8;52.7;25.1;;;
166;Level of education: Intermediate/High;Percentage/average;Saba;2013;61.4;31.9;6.6;98.4;;;92.9;7.1;98.4;29.8;59.8;5.9;79.1;51.4;95.4;48.8;84.7;42.2;28.0;51.9;32.6;19.3;;;
167;Level of education: Intermediate/High;Percentage/average;Saba;2017/2018;70.2;29.8;;97.9;;;95.7;4.4;;;69.4;;68.9;64.2;95.5;37.0;78.2;65.8;21.9;65.1;53.3;11.9;;;
168;Level of education: Intermediate/High;Reliability margin;Caribbean Netherlands ;2013;3.6;3.4;1.5;1.4;1.2;1.0;2.1;2.1;1.1;4.1;2.9;3.8;2.3;4.4;1.4;4.5;4.2;4.4;4.1;3.6;4.5;4.3;4.5;1.7;2.6
169;Level of education: Intermediate/High;Reliability margin;Caribbean Netherlands ;2017/2018;3.2;2.8;1.9;1.6;;1.6;1.9;1.9;;;2.3;;2.4;3.6;1.2;3.6;3.3;3.6;3.1;2.6;3.7;3.5;;;
170;Level of education: Intermediate/High;Reliability margin;Bonaire;2013;3.9;3.7;1.4;1.8;1.4;1.1;2.5;2.5;1.3;4.6;2.8;4.7;2.3;5.0;1.2;5.3;5.0;5.1;4.8;3.8;5.3;5.1;5.3;2.1;3.0
171;Level of education: Intermediate/High;Reliability margin;Bonaire;2017/2018;3.4;3.0;1.8;1.8;;1.7;2.5;2.5;;;2.4;;2.3;4.4;1.1;4.6;4.2;4.6;4.1;2.1;4.6;4.6;;;
172;Level of education: Intermediate/High;Reliability margin;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
173;Level of education: Intermediate/High;Reliability margin;St. Eustatius;2017/2018;;;;5.7;;6.7;5.0;4.6;;;3.8;;5.2;8.2;4.3;8.7;8.6;8.8;6.5;7.4;8.9;7.7;;;
174;Level of education: Intermediate/High;Reliability margin;Saba;2013;10.5;10.1;5.4;2.7;;;5.5;5.5;2.7;9.9;10.6;5.1;8.8;10.8;4.5;10.8;7.8;10.7;9.7;10.8;10.1;8.5;;;
175;Level of education: Intermediate/High;Reliability margin;Saba;2017/2018;7.4;7.4;;2.3;;;3.3;3.3;;;7.5;;7.5;7.8;3.4;7.9;6.7;7.7;6.7;7.8;8.1;5.3;;;
176;Level of education: Intermediate;Percentage/average;Caribbean Netherlands ;2013;82.3;14.9;2.9;96.9;2.4;;95.5;4.3;98.1;28.6;92.4;21.0;96.1;39.0;98.4;46.3;59.5;31.0;26.1;82.5;48.0;34.5;42.6;3.4;8.0
177;Level of education: Intermediate;Percentage/average;Caribbean Netherlands ;2017/2018;74.8;15.5;9.7;95.0;;5.0;96.8;2.4;;;92.2;;92.8;43.2;96.4;33.8;63.1;54.3;25.3;87.2;51.7;35.5;;;
178;Level of education: Intermediate;Percentage/average;Bonaire;2013;84.6;13.5;2.0;96.1;2.7;;94.5;5.3;97.6;24.9;93.4;22.5;95.7;36.0;98.8;44.2;58.5;31.4;25.3;83.0;47.5;35.6;44.6;4.1;8.3
179;Level of education: Intermediate;Percentage/average;Bonaire;2017/2018;81.9;13.3;4.8;97.3;;1.8;96.7;2.8;;;93.2;;95.0;27.3;98.1;32.1;67.0;55.3;25.8;93.5;52.2;41.3;;;
180;Level of education: Intermediate;Percentage/average;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
181;Level of education: Intermediate;Percentage/average;St. Eustatius;2017/2018;;;;82.9;;20.6;95.0;;;;92.3;;89.1;63.3;89.8;39.1;48.2;46.5;20.3;70.0;42.2;27.9;;;
182;Level of education: Intermediate;Percentage/average;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
183;Level of education: Intermediate;Percentage/average;Saba;2017/2018;82.8;17.2;;100.0;;;99.7;;;;87.4;;88.4;87.0;97.5;34.5;64.8;59.7;29.3;79.7;60.5;19.2;;;
184;Level of education: Intermediate;Reliability margin;Caribbean Netherlands ;2013;4.4;4.1;1.9;2.0;1.8;;2.4;2.4;1.6;5.2;3.1;4.7;2.2;5.6;1.5;5.8;5.7;5.3;5.1;4.4;5.8;5.5;5.7;2.1;3.1
185;Level of education: Intermediate;Reliability margin;Caribbean Netherlands ;2017/2018;4.2;3.5;2.9;2.1;;2.1;1.7;1.5;;;2.6;;2.5;4.8;1.8;4.6;4.7;4.8;4.2;3.3;4.9;4.6;;;
186;Level of education: Intermediate;Reliability margin;Bonaire;2013;4.6;4.4;1.8;2.5;2.1;;2.9;2.9;2.0;5.6;3.2;5.4;2.6;6.2;1.4;6.4;6.3;6.0;5.6;4.8;6.4;6.2;6.4;2.6;3.5
187;Level of education: Intermediate;Reliability margin;Bonaire;2017/2018;4.6;4.0;2.5;1.9;;1.6;2.1;2.0;;;3.0;;2.6;5.3;1.6;5.6;5.6;5.9;5.2;2.9;5.9;5.9;;;
188;Level of education: Intermediate;Reliability margin;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
189;Level of education: Intermediate;Reliability margin;St. Eustatius;2017/2018;;;;8.4;;9.1;4.9;;;;6.0;;7.0;10.8;6.8;10.9;11.2;11.2;9.0;10.5;11.3;10.3;;;
190;Level of education: Intermediate;Reliability margin;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;
191;Level of education: Intermediate;Reliability margin;Saba;2017/2018;9.4;9.4;;;;;1.3;;;;8.3;;8.0;8.4;3.9;11.9;11.9;12.3;11.4;10.1;12.2;9.8;;;
192;Level of education: High;Percentage/average;Caribbean Netherlands ;2013;75.9;21.0;3.2;98.6;;;92.0;8.0;99.5;27.7;82.3;25.8;88.2;38.2;96.5;48.9;87.2;46.1;32.3;76.9;44.1;32.9;42.5;3.7;9.9
193;Level of education: High;Percentage/average;Caribbean Netherlands ;2017/2018;76.1;19.9;4.0;94.9;;5.7;86.5;13.2;;;83.9;;81.0;48.4;97.9;49.8;81.3;65.6;21.5;83.7;51.2;32.5;;;
194;Level of education: High;Percentage/average;Bonaire;2013;81.5;17.4;;98.5;;;92.4;7.6;100.0;28.6;90.1;34.6;94.0;33.7;98.7;52.8;85.0;48.8;37.8;89.4;49.7;39.7;57.1;4.2;10.9
195;Level of education: High;Percentage/average;Bonaire;2017/2018;86.5;10.4;3.1;94.0;;6.6;84.0;15.6;;;93.0;;90.7;41.8;99.1;55.8;78.9;66.6;27.3;96.2;48.0;48.2;;;
196;Level of education: High;Percentage/average;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
197;Level of education: High;Percentage/average;St. Eustatius;2017/2018;;;;95.8;;12.3;85.1;14.9;;;100.0;;92.3;74.6;100.0;47.0;77.5;53.7;9.3;89.8;69.0;20.8;;;
198;Level of education: High;Percentage/average;Saba;2013;54.3;38.0;7.7;97.8;;;90.1;10.0;97.7;24.3;47.5;;73.6;44.2;94.8;42.5;94.3;47.1;26.0;40.3;26.1;14.2;;;
199;Level of education: High;Percentage/average;Saba;2017/2018;60.8;39.2;;96.4;;;92.6;7.4;;;55.9;;54.3;47.1;94.0;38.9;88.3;70.4;16.3;54.2;47.8;6.4;;;
200;Level of education: High;Reliability margin;Caribbean Netherlands ;2013;6.3;6.0;2.6;1.8;;;4.0;4.0;1.0;6.6;5.6;6.5;4.8;7.2;2.7;7.4;5.0;7.4;6.9;6.2;7.4;7.0;7.3;2.8;4.4
201;Level of education: High;Reliability margin;Caribbean Netherlands ;2017/2018;4.8;4.5;2.2;2.5;;2.6;3.8;3.8;;;4.1;;4.4;5.6;1.6;5.6;4.4;5.4;4.6;4.2;5.6;5.3;;;
202;Level of education: High;Reliability margin;Bonaire;2013;7.2;7.0;;2.3;;;4.9;4.9;;8.4;5.5;8.8;4.4;8.8;2.1;9.3;6.6;9.3;9.0;5.7;9.3;9.1;9.2;3.7;5.8
203;Level of education: High;Reliability margin;Bonaire;2017/2018;5.1;4.5;2.6;3.5;;3.7;5.5;5.4;;;3.8;;4.4;7.4;1.4;7.4;6.1;7.1;6.7;2.9;7.4;7.4;;;
204;Level of education: High;Reliability margin;St. Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;
205;Level of education: High;Reliability margin;St. Eustatius;2017/2018;;;;5.7;;9.4;10.2;10.2;;;;;7.6;12.5;0.0;14.3;12.0;14.3;8.3;8.7;13.3;11.6;;;
206;Level of education: High;Reliability margin;Saba;2013;12.8;12.5;6.8;3.8;;;7.7;7.7;3.9;11.0;12.8;;11.3;12.8;5.7;12.7;5.9;12.8;11.3;12.6;11.3;9.0;;;
207;Level of education: High;Reliability margin;Saba;2017/2018;10.5;10.5;;4.0;;;5.7;5.7;;;10.7;;10.8;10.8;5.1;10.5;6.9;9.9;8.0;10.8;10.8;5.3;;;
