ID;Geslacht;Persoonskenmerken;Arbeidspositie;LevenLangOntwikkelen;Perioden;Bevolking15Tot75Jaar_1
2661;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;3194
2662;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;3236
2663;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;3224
2664;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2013;3466
2665;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2014;3505
2666;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2015;3577
2667;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2016;3666
2668;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2017;3763
2669;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2018;3858
2670;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2019;3949
2671;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2020;3979
2672;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2021;4008
2673;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2022;4087
2674;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2023;4151
2675;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Totaal;2024;4165
2676;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2013;548
2677;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2014;588
2678;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2015;608
2679;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2016;627
2680;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2017;619
2681;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2018;630
2682;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2019;662
2683;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2020;609
2684;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2021;976
2685;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2022;975
2686;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2023;989
2687;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Deelname leven lang ontwikkelen;2024;1008
2688;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2013;144
2689;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2014;142
2690;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2015;139
2691;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2016;134
2692;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2017;136
2693;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2018;140
2694;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2019;158
2695;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2020;143
2696;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2021;169
2697;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2022;175
2698;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2023;180
2699;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt formeel onderwijs;2024;160
2700;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2013;403
2701;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2014;446
2702;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2015;469
2703;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2016;493
2704;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2017;483
2705;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2018;490
2706;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2019;504
2707;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2020;466
2708;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2021;806
2709;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2022;800
2710;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2023;809
2711;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt niet-formeel onderwijs;2024;848
2712;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2013;3321
2713;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2014;3363
2714;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2015;3438
2715;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2016;3531
2716;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2017;3628
2717;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2018;3718
2718;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2019;3791
2719;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2020;3835
2720;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2021;3838
2721;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2022;3912
2722;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2023;3972
2723;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Volgt geen formeel onderwijs;2024;4004
2724;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;2918
2725;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;2917
2726;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;2968
2727;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;3038
2728;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;3144
2729;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;3228
2730;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;3288
2731;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;3369
2732;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;3032
2733;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;3112
2734;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;3162
2735;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkzame beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;3157
2736;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2013;260
2737;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2014;285
2738;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2015;290
2739;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2016;257
2740;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2017;214
2741;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2018;184
2742;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2019;150
2743;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2020;140
2744;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2021;123
2745;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2022;104
2746;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2023;92
2747;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Totaal;2024;90
2748;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2013;33
2749;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2014;38
2750;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2015;42
2751;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2016;37
2752;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2017;30
2753;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2018;25
2754;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2019;23
2755;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2020;22
2756;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2021;25
2757;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2022;21
2758;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2023;19
2759;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Deelname leven lang ontwikkelen;2024;24
2760;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2013;9
2761;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2014;10
2762;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2015;10
2763;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2016;8
2764;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2017;6
2765;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2018;6
2766;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2019;5
2767;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2020;6
2768;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2021;6
2769;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2022;7
2770;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2023;6
2771;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt formeel onderwijs;2024;6
2772;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2013;25
2773;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2014;28
2774;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2015;32
2775;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2016;29
2776;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2017;24
2777;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2018;19
2778;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2019;18
2779;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2020;16
2780;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2021;18
2781;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2022;15
2782;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2023;13
2783;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2024;17
2784;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2013;251
2785;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2014;275
2786;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2015;280
2787;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2016;250
2788;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2017;208
2789;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2018;178
2790;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2019;146
2791;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2020;134
2792;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2021;116
2793;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2022;97
2794;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2023;86
2795;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2024;84
2796;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;227
2797;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;247
2798;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;248
2799;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;220
2800;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;184
2801;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;160
2802;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;128
2803;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;117
2804;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;98
2805;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;82
2806;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;73
2807;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;67
2808;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2013;2568
2809;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2014;2588
2810;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2015;2594
2811;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2016;2615
2812;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2017;2628
2813;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2018;2606
2814;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2019;2582
2815;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2020;2592
2816;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2021;2580
2817;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2022;2491
2818;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2023;2424
2819;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Totaal;2024;2402
2820;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2013;112
2821;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2014;120
2822;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2015;137
2823;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2016;139
2824;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2017;129
2825;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2018;136
2826;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2019;148
2827;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2020;127
2828;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2021;159
2829;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2022;165
2830;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2023;174
2831;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2024;183
2832;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2013;42
2833;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2014;41
2834;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2015;48
2835;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2016;43
2836;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2017;38
2837;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2018;46
2838;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2019;48
2839;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2020;47
2840;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2021;52
2841;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2022;50
2842;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2023;54
2843;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2024;60
2844;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2013;70
2845;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2014;79
2846;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2015;88
2847;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2016;96
2848;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2017;91
2849;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2018;90
2850;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2019;100
2851;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2020;80
2852;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2021;108
2853;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2022;115
2854;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2023;121
2855;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2024;123
2856;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2013;2526
2857;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2014;2547
2858;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2015;2546
2859;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2016;2573
2860;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2017;2589
2861;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2018;2560
2862;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2019;2534
2863;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2020;2546
